actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
245,PT05M58.00S,2023-01-03T00:46:35.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628418,89.83245729303549,52.450980392156865,1610612747,26,38,2023-01-03T00:46:41Z,2330000,False,12.0,43.0,1,right,MISS T. Bryant cutting DUNK - blocked,"[1628418, 1629667]",1610612747.0,LAL,cutting,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.48,Missed,,,,,,,,,McDaniels,1629667.0,,,,
246,PT05M58.00S,2023-01-03T00:46:35.7Z,2,REGULAR,block,,[],1629667,,,1610612747,26,38,2023-01-03T00:46:38Z,2340000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
247,PT05M55.00S,2023-01-03T00:46:38.7Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,26,38,2023-01-03T00:46:41Z,2350000,False,,,0,,L. Ball REBOUND (Off:0 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,245.0,3.0,3.0,0.0,,,,,,,,,
248,PT05M45.00S,2023-01-03T00:46:49.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629667,8.492115637319317,53.67647058823529,1610612766,26,38,2023-01-03T01:03:46Z,2360000,False,-18.0,27.0,1,left,MISS J. McDaniels driving floating bank Shot,[1629667],1610612766.0,CHA,driving floating bank,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,3.29,Missed,,,,,,,,,,,,,,
249,PT05M45.00S,2023-01-03T00:46:49.1Z,2,REGULAR,rebound,offensive,[],203486,,,1610612766,26,38,2023-01-03T00:46:56Z,2370000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,248.0,5.0,3.0,2.0,,,,,,,,,
250,PT05M45.00S,2023-01-03T00:46:54.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203486,5.590000152587891,50.0,1610612766,28,38,2023-01-03T00:46:54Z,2380000,False,0.0,0.0,1,left,M. Plumlee putback Layup (9 PTS),[203486],1610612766.0,CHA,putback,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,,,,,0.0,Made,9.0,,,,,,,,,,,,,
251,PT05M45.00S,2023-01-03T00:47:01.9Z,2,REGULAR,foul,personal,['1freethrow'],1628972,,,1610612766,28,38,2023-01-03T00:47:09Z,2390000,False,,,0,,T. Brown Jr. shooting personal FOUL (1 PF) (Plumlee 1 FT),"[1628972, 203486]",1610612747.0,LAL,shooting,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,1626302.0,,,,,,,,,,,,,,,,1.0,0.0,Plumlee,203486.0
263,PT05M45.00S,2023-01-03T00:47:12.5Z,2,REGULAR,substitution,out,[],1628972,,,1610612766,28,38,2023-01-03T00:48:24Z,2405000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M45.00S,2023-01-03T00:47:12.5Z,2,REGULAR,substitution,in,[],1630559,,,1610612766,28,38,2023-01-03T00:48:24Z,2407500,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M45.00S,2023-01-03T00:47:23.1Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],203486,,,1610612766,28,38,2023-01-03T00:47:25Z,2410000,False,,,0,,MISS M. Plumlee Free Throw 1 of 1,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
254,PT05M43.00S,2023-01-03T00:47:25.1Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612747,28,38,2023-01-03T00:47:25Z,2420000,False,,,0,,T. Bryant REBOUND (Off:1 Def:5),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,253.0,6.0,5.0,1.0,,,,,,,,,
255,PT05M26.00S,2023-01-03T00:47:39.7Z,2,REGULAR,2pt,Jump Shot,[],203471,78.13731931668858,64.70588235294117,1610612747,28,38,2023-01-03T00:47:44Z,2430000,False,74.0,153.0,1,right,MISS D. Schroder 16' pullup Shot,[203471],1610612747.0,LAL,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Right Center,,,,,16.97,Missed,,,,,,,,,,,,,,
256,PT05M24.00S,2023-01-03T00:47:41.7Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,28,38,2023-01-03T00:47:44Z,2440000,False,,,0,,L. Ball REBOUND (Off:0 Def:4),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Right Center,,,,,,,,255.0,4.0,4.0,0.0,,,,,,,,,
259,PT05M12.00S,2023-01-03T00:47:54.4Z,2,REGULAR,3pt,Jump Shot,[],1629023,26.363337713534822,18.137254901960784,1610612766,31,38,2023-01-03T00:47:58Z,2470000,False,159.0,195.0,1,left,P. Washington 25' 3PT  (5 PTS) (T. Rozier 1 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,,25.2,Made,5.0,,,,,T. Rozier,1626179.0,1.0,,,,,,
261,PT04M54.00S,2023-01-03T00:48:12.5Z,2,REGULAR,3pt,Jump Shot,[],201976,72.88107752956637,17.647058823529413,1610612747,31,41,2023-01-03T00:48:34Z,2490000,False,-162.0,202.0,1,right,P. Beverley 25' 3PT  (6 PTS) (A. Reaves 2 AST),"[201976, 1630559]",1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,,,,,25.91,Made,6.0,,,,,A. Reaves,1630559.0,2.0,,,,,,
265,PT04M38.00S,2023-01-03T00:48:28.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,16.770696452036795,40.44117647058824,1610612766,31,41,2023-01-03T01:06:40Z,2510000,False,48.0,105.0,1,left,MISS T. Rozier 11' pullup Shot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.55,Missed,,,,,,,,,,,,,,
266,PT04M38.00S,2023-01-03T00:48:28.7Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,31,41,2023-01-03T00:48:40Z,2520000,False,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,265.0,1.0,1.0,0.0,,,,,,,,,
267,PT04M31.00S,2023-01-03T00:48:35.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,93.24901445466492,46.568627450980394,1610612747,31,43,2023-01-03T01:07:00Z,2530000,False,-17.0,11.0,1,right,L. James running finger roll Layup (15 PTS) (A. Reaves 3 AST),"[2544, 1630559]",1610612747.0,LAL,running finger roll,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,2.04,Made,15.0,,,,,A. Reaves,1630559.0,3.0,,,,,,
269,PT04M25.00S,2023-01-03T00:48:44.9Z,2,REGULAR,foul,personal,['2freethrow'],203471,,,1610612766,31,43,2023-01-03T00:48:56Z,2550000,False,,,0,,D. Schroder shooting personal FOUL (1 PF) (Plumlee 2 FT),"[203471, 203486]",1610612747.0,LAL,shooting,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,202901.0,,,,,,,,,,,,,,,,1.0,0.0,Plumlee,203486.0
271,PT04M25.00S,2023-01-03T00:49:10.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203486,,,1610612766,32,43,2023-01-03T00:49:42Z,2570000,False,,,0,,M. Plumlee Free Throw 1 of 2 (10 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
272,PT04M25.00S,2023-01-03T00:49:12.4Z,2,REGULAR,substitution,out,[],2544,,,1610612766,32,43,2023-01-03T00:49:26Z,2580000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M25.00S,2023-01-03T00:49:12.4Z,2,REGULAR,substitution,out,[],1628418,,,1610612766,32,43,2023-01-03T00:49:26Z,2590000,False,,,0,,SUB out: T. Bryant,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M25.00S,2023-01-03T00:49:12.4Z,2,REGULAR,substitution,in,[],201566,,,1610612766,32,43,2023-01-03T00:49:26Z,2600000,False,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M25.00S,2023-01-03T00:49:12.4Z,2,REGULAR,substitution,in,[],1629117,,,1610612766,32,43,2023-01-03T00:49:26Z,2610000,False,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M25.00S,2023-01-03T00:49:10.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203486,,,1610612766,32,43,2023-01-03T00:49:42Z,2620000,False,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
277,PT04M22.00S,2023-01-03T00:49:13.8Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,32,43,2023-01-03T00:49:42Z,2630000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:4),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,276.0,4.0,4.0,0.0,,,,,,,,,
278,PT04M12.00S,2023-01-03T00:49:51.1Z,2,REGULAR,3pt,Jump Shot,[],1630559,82.86793692509855,4.411764705882353,1610612747,32,46,2023-01-03T00:49:56Z,2640000,False,-228.0,109.0,1,right,A. Reaves 25' 3PT  (8 PTS) (P. Beverley 2 AST),"[1630559, 201976]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,25.24,Made,8.0,,,,,P. Beverley,201976.0,2.0,,,,,,
280,PT03M50.00S,2023-01-03T00:50:12.4Z,2,REGULAR,3pt,Jump Shot,[],1629023,30.962549277266753,69.36274509803921,1610612766,35,46,2023-01-03T00:50:16Z,2660000,False,-97.0,239.0,1,left,P. Washington 25' 3PT  (8 PTS) (T. Rozier 2 AST),"[1629023, 1626179]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,,25.74,Made,8.0,,,,,T. Rozier,1626179.0,2.0,,,,,,
282,PT03M34.00S,2023-01-03T00:51:01.8Z,2,REGULAR,jumpball,recovered,[],203471,,,1610612747,35,46,2023-01-03T00:51:01Z,2680000,False,,,0,,Jump Ball R. Westbrook vs. M. Plumlee: Tip to D. Schroder,"[203471, 201566, 203486]",1610612747.0,LAL,heldball,D. Schroder,203471.0,Schroder,D. Schroder,Westbrook,201566.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,,
285,PT03M27.00S,2023-01-03T00:51:11.0Z,2,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612747,35,46,2023-01-03T00:51:29Z,2710000,False,,,0,,L. Ball shooting personal FOUL (3 PF) (Reaves 2 FT),"[1630163, 1630559]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,Mid-Range,8-16 Left,1626302.0,,,,,,,,,,,,,,,,3.0,0.0,Reaves,1630559.0
287,PT03M27.00S,2023-01-03T00:51:57.3Z,2,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,35,47,2023-01-03T00:51:57Z,2730000,False,,,0,,A. Reaves Free Throw 1 of 2 (9 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
288,PT03M27.00S,2023-01-03T00:51:58.1Z,2,REGULAR,substitution,out,[],1630163,,,1610612747,35,47,2023-01-03T00:52:02Z,2740000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M27.00S,2023-01-03T00:51:58.1Z,2,REGULAR,substitution,in,[],1628372,,,1610612747,35,47,2023-01-03T00:52:02Z,2750000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M27.00S,2023-01-03T00:52:13.9Z,2,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,35,48,2023-01-03T00:52:13Z,2760000,False,,,0,,A. Reaves Free Throw 2 of 2 (10 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
291,PT03M14.00S,2023-01-03T00:52:26.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,16.245072273324574,49.01960784313725,1610612766,35,48,2023-01-03T01:08:59Z,2770000,False,5.0,100.0,1,left,MISS T. Rozier 10' driving floating Shot - blocked,"[1626179, 201976]",1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,,,10.03,Missed,,,,,,,,,Beverley,201976.0,,,,
292,PT03M14.00S,2023-01-03T00:52:26.6Z,2,REGULAR,block,,[],201976,,,1610612766,35,48,2023-01-03T00:52:30Z,2780000,False,,,0,,P. Beverley BLOCK (3 BLK),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
293,PT03M10.00S,2023-01-03T00:52:30.6Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,35,48,2023-01-03T00:52:31Z,2790000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,291.0,2.0,2.0,0.0,,,,,,,,,
294,PT03M10.00S,2023-01-03T00:52:36.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628372,,,1610612747,35,48,2023-01-03T00:53:24Z,2800000,False,,,0,,D. Smith Jr. shooting personal FOUL (2 PF) (Gabriel 2 FT),"[1628372, 1629117]",1610612766.0,CHA,shooting,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,1626302.0,,,,,,,,,,,,,,,,2.0,0.0,Gabriel,1629117.0
296,PT03M10.00S,2023-01-03T00:53:28.8Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1630163,,,1610612747,35,48,2023-01-03T00:57:14Z,2820000,False,,,0,,L. Ball technical FOUL (1 Tech),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,1626302.0,,,,,,,,,,,,,,,,3.0,1.0,,
297,PT03M10.00S,2023-01-03T00:53:40.8Z,2,REGULAR,freethrow,1 of 1,[],203471,,,1610612747,35,49,2023-01-03T00:53:40Z,2830000,False,,,0,,D. Schroder technical Free Throw 1 of 1 (5 PTS),[203471],1610612747.0,LAL,technical,,,Schroder,D. Schroder,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
298,PT03M10.00S,2023-01-03T00:53:45.5Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629117,,,1610612747,35,50,2023-01-03T00:53:51Z,2840000,False,,,0,,W. Gabriel Free Throw 1 of 2 (1 PTS),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
299,PT03M10.00S,2023-01-03T00:53:45.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629117,,,1610612747,35,50,2023-01-03T00:53:51Z,2850000,False,,,0,,MISS W. Gabriel Free Throw 2 of 2,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
300,PT03M07.00S,2023-01-03T00:53:48.5Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,35,50,2023-01-03T00:53:51Z,2860000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,299.0,6.0,4.0,2.0,,,,,,,,,
301,PT02M47.00S,2023-01-03T00:54:15.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203486,9.017739816031538,37.99019607843137,1610612766,37,50,2023-01-03T01:14:07Z,2870000,False,60.0,32.0,1,left,M. Plumlee 6' turnaround Hook (12 PTS),[203486],1610612766.0,CHA,turnaround,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.81,Made,12.0,,,,,,,,,,,,,
302,PT02M47.00S,2023-01-03T00:54:20.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629117,,,1610612766,37,50,2023-01-03T00:54:30Z,2880000,False,,,0,,W. Gabriel shooting personal FOUL (2 PF) (Plumlee 1 FT),"[1629117, 203486]",1610612747.0,LAL,shooting,,,Gabriel,W. Gabriel,,,,,In The Paint (Non-RA),0-8 Center,1626302.0,,,,,,,,,,,,,,,,2.0,0.0,Plumlee,203486.0
304,PT02M47.00S,2023-01-03T00:54:40.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,37,50,2023-01-03T00:55:31Z,2900000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M47.00S,2023-01-03T00:54:42.7Z,2,REGULAR,substitution,out,[],1629667,,,1610612766,37,50,2023-01-03T00:57:26Z,2910000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M47.00S,2023-01-03T00:54:42.7Z,2,REGULAR,substitution,out,[],201976,,,1610612766,37,50,2023-01-03T00:57:26Z,2920000,False,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M47.00S,2023-01-03T00:54:42.7Z,2,REGULAR,substitution,out,[],1629117,,,1610612766,37,50,2023-01-03T00:57:26Z,2930000,False,,,0,,SUB out: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M47.00S,2023-01-03T00:54:42.7Z,2,REGULAR,substitution,in,[],202330,,,1610612766,37,50,2023-01-03T00:57:26Z,2940000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M47.00S,2023-01-03T00:54:42.7Z,2,REGULAR,substitution,in,[],1628418,,,1610612766,37,50,2023-01-03T00:57:26Z,2950000,False,,,0,,SUB in: T. Bryant,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M47.00S,2023-01-03T00:54:42.7Z,2,REGULAR,substitution,in,[],2544,,,1610612766,37,50,2023-01-03T00:57:26Z,2960000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M47.00S,2023-01-03T00:57:36.4Z,2,REGULAR,freethrow,1 of 1,[],203486,,,1610612766,37,50,2023-01-03T00:57:38Z,2970000,False,,,0,,MISS M. Plumlee Free Throw 1 of 1,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
314,PT02M44.00S,2023-01-03T00:57:39.4Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,37,50,2023-01-03T00:57:38Z,2980000,False,,,0,,L. James REBOUND (Off:0 Def:6),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,313.0,6.0,6.0,0.0,,,,,,,,,
315,PT02M25.00S,2023-01-03T00:57:56.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,87.86136662286465,45.83333333333333,1610612747,37,50,2023-01-03T00:58:02Z,2990000,False,-21.0,62.0,1,right,MISS R. Westbrook 6' turnaround Shot,[201566],1610612747.0,LAL,turnaround,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.5,Missed,,,,,,,,,,,,,,
316,PT02M22.00S,2023-01-03T00:57:59.8Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,37,50,2023-01-03T00:58:02Z,3000000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:5),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,315.0,7.0,5.0,2.0,,,,,,,,,
317,PT02M14.00S,2023-01-03T00:58:07.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,5.601182654402102,46.81372549019608,1610612766,39,50,2023-01-03T00:58:13Z,3010000,False,16.0,0.0,1,left,D. Smith Jr. driving Layup (2 PTS),[1628372],1610612766.0,CHA,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,1.59,Made,2.0,,,,,,,,,,,,,
318,PT01M59.00S,2023-01-03T00:58:23.3Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612747,39,50,2023-01-03T00:58:28Z,3020000,False,,,0,,R. Westbrook bad pass TURNOVER (3 TO),"[201566, 1628372]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,3.0,Smith Jr.,1628372.0,,,,,,,,,,,,,,,,
319,PT01M59.00S,2023-01-03T00:58:23.3Z,2,REGULAR,steal,,[],1628372,,,1610612766,39,50,2023-01-03T00:58:25Z,3030000,False,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
320,PT01M53.00S,2023-01-03T00:58:28.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628372,27.020367936925098,19.11764705882353,1610612766,39,50,2023-01-03T01:15:49Z,3040000,False,154.0,201.0,1,left,MISS D. Smith Jr. 25' running 3PT,[1628372],1610612766.0,CHA,running,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,25.39,Missed,,,,,,,,,,,,,,
321,PT01M49.00S,2023-01-03T00:58:32.5Z,2,REGULAR,rebound,defensive,[],1630559,,,1610612747,39,50,2023-01-03T00:58:38Z,3050000,False,,,0,,A. Reaves REBOUND (Off:0 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,,,,,,320.0,3.0,3.0,0.0,,,,,,,,,
322,PT01M45.00S,2023-01-03T00:58:36.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",2544,92.59198423127464,49.01960784313725,1610612747,39,52,2023-01-03T01:16:10Z,3060000,False,-5.0,17.0,1,right,L. James running alley-oop DUNK (17 PTS) (A. Reaves 4 AST),"[2544, 1630559]",1610612747.0,LAL,running alley-oop,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,1.78,Made,17.0,,,,,A. Reaves,1630559.0,4.0,,,,,,
324,PT01M30.00S,2023-01-03T00:58:54.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201566,,,1610612766,39,52,2023-01-03T00:59:11Z,3080000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Plumlee 2 FT),"[201566, 203486]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,202901.0,,,,,,,,,,,,,,,,1.0,0.0,Plumlee,203486.0
326,PT01M30.00S,2023-01-03T00:59:24.6Z,2,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,40,52,2023-01-03T00:59:24Z,3100000,False,,,0,,M. Plumlee Free Throw 1 of 2 (13 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
327,PT01M30.00S,2023-01-03T00:59:28.0Z,2,REGULAR,substitution,out,[],201566,,,1610612766,40,52,2023-01-03T00:59:33Z,3110000,False,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M30.00S,2023-01-03T00:59:28.0Z,2,REGULAR,substitution,in,[],201976,,,1610612766,40,52,2023-01-03T00:59:33Z,3120000,False,,,0,,SUB in: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT01M30.00S,2023-01-03T00:59:39.6Z,2,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,40,52,2023-01-03T00:59:39Z,3130000,False,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
330,PT01M27.00S,2023-01-03T00:59:41.0Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,40,52,2023-01-03T00:59:41Z,3140000,False,,,0,,L. James REBOUND (Off:0 Def:7),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,329.0,7.0,7.0,0.0,,,,,,,,,
331,PT01M15.00S,2023-01-03T00:59:56.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629023,,,1610612747,40,52,2023-01-03T01:00:14Z,3150000,False,,,0,,P. Washington personal FOUL (1 PF) (Reaves 2 FT),"[1629023, 1630559]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,2004.0,,,,,,,,,,,,,,,,1.0,0.0,Reaves,1630559.0
333,PT01M15.00S,2023-01-03T01:00:21.1Z,2,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,40,52,2023-01-03T01:00:21Z,3170000,False,,,0,,MISS A. Reaves Free Throw 1 of 2,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
334,PT01M15.00S,2023-01-03T01:00:21.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,40,52,2023-01-03T01:00:21Z,3180000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,333.0,,,,,,,,,,,,
