actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
170,PT11M24.00S,2023-03-26T17:40:36.3Z,2,REGULAR,substitution,out,[],1630177,,,1610612742,30,19,2023-03-26T17:40:40Z,1690000,False,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M24.00S,2023-03-26T17:40:36.3Z,2,REGULAR,substitution,in,[],1628372,,,1610612742,30,19,2023-03-26T17:40:40Z,1700000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M06.00S,2023-03-26T17:41:18.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628467,32.013797634691194,66.42156862745098,1610612742,30,19,2023-03-26T17:42:01Z,1720000,False,-82.0,248.0,1,left,MISS M. Kleber 26' pullup 3PT,[1628467],1610612742.0,DAL,pullup,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Left Center,26.16,Missed,,,,,,,,,,,,,,,,,,
174,PT11M02.00S,2023-03-26T17:41:22.0Z,2,REGULAR,rebound,defensive,[],1631121,,,1610612766,30,19,2023-03-26T17:41:23Z,1730000,False,,,0,,B. McGowens REBOUND (Off:0 Def:1),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Left Center,,,,,,,,173.0,1.0,1.0,0.0,,,,,,,,,
175,PT10M49.00S,2023-03-26T17:41:34.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628372,86.94152431011827,46.32352941176471,1610612766,30,19,2023-03-26T17:41:42Z,1740000,False,-18.0,70.0,1,right,MISS D. Smith Jr. 7' floating Shot,[1628372],1610612766.0,CHA,floating,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.26,Missed,,,,,,,,,,,,,,,,,,
176,PT10M47.00S,2023-03-26T17:41:36.8Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,30,19,2023-03-26T17:41:42Z,1750000,False,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,
177,PT10M38.00S,2023-03-26T17:41:48.6Z,2,REGULAR,foul,personal,[],1629023,,,1610612742,30,19,2023-03-26T17:41:55Z,1760000,False,,,0,,P. Washington personal FOUL (1 PF),"[1629023, 202681]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Left Center,,,,,,,1628480.0,,,,,1.0,0.0,Irving,202681.0,,,,,
179,PT10M32.00S,2023-03-26T17:42:07.0Z,2,REGULAR,turnover,out-of-bounds,[],202681,,,1610612742,30,19,2023-03-26T17:42:23Z,1780000,False,,,0,,K. Irving bad pass out-of-bounds TURNOVER (1 TO),[202681],1610612742.0,DAL,bad pass,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,,1628480.0,,,,,,,,,1.0,,,,
180,PT10M15.00S,2023-03-26T17:42:29.2Z,2,REGULAR,2pt,Hook,['fromturnover'],1629023,92.06636005256242,69.11764705882352,1610612766,32,19,2023-03-26T17:42:34Z,1790000,False,96.0,22.0,1,right,P. Washington 9' turnaround Hook (5 PTS) (D. Smith Jr. 4 AST),"[1629023, 1628372]",1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,9.81,Made,5.0,D. Smith Jr.,1628372.0,4.0,,,,,,,,,,,,,,
181,PT10M04.00S,2023-03-26T17:42:40.1Z,2,REGULAR,3pt,Jump Shot,[],203200,5.338370565045992,96.56862745098039,1610612742,32,19,2023-03-26T17:42:47Z,1800000,False,-233.0,-2.0,1,left,MISS J. Holiday 3PT,[203200],1610612742.0,DAL,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
182,PT10M03.00S,2023-03-26T17:42:41.1Z,2,REGULAR,rebound,defensive,[],1631121,,,1610612766,32,19,2023-03-26T17:42:47Z,1810000,False,,,0,,B. McGowens REBOUND (Off:0 Def:2),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Left Corner 3,24+ Left,,,,,,,,181.0,2.0,2.0,0.0,,,,,,,,,
183,PT09M58.00S,2023-03-26T17:42:47.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629023,68.67608409986859,25.735294117647058,1610612766,32,19,2023-03-26T17:42:52Z,1820000,False,-121.0,242.0,1,right,MISS P. Washington 27' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,27.06,Missed,,,,,,,,,,,,,,,,,,
184,PT09M56.00S,2023-03-26T17:42:49.7Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,32,19,2023-03-26T17:42:52Z,1830000,False,,,0,,C. Wood REBOUND (Off:0 Def:2),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,,,,,,,,183.0,2.0,2.0,0.0,,,,,,,,,
185,PT09M50.00S,2023-03-26T17:42:55.6Z,2,REGULAR,3pt,Jump Shot,[],203501,34.37910643889619,46.81372549019608,1610612742,32,19,2023-03-26T17:43:06Z,1840000,False,16.0,271.0,1,left,MISS T. Hardaway Jr. 27' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,27.12,Missed,,,,,,,,,,,,,,,,,,
186,PT09M48.00S,2023-03-26T17:42:57.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,32,19,2023-03-26T17:43:06Z,1850000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,185.0,,,,,,,,,,,,
189,PT09M48.00S,2023-03-26T17:43:03.8Z,2,REGULAR,substitution,in,[],203493,,,1610612742,32,19,2023-03-26T17:43:09Z,1880000,False,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M48.00S,2023-03-26T17:43:03.8Z,2,REGULAR,substitution,out,[],1628467,,,1610612742,32,19,2023-03-26T17:43:20Z,1890000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M34.00S,2023-03-26T17:43:33.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626174,7.835085413929041,50.49019607843137,1610612742,32,21,2023-03-26T17:43:39Z,1900000,False,-2.0,21.0,1,left,C. Wood Layup (4 PTS) (J. Holiday 1 AST),"[1626174, 203200]",1610612742.0,DAL,,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,2.12,Made,4.0,J. Holiday,203200.0,1.0,,,,,,,,,,,,,,
193,PT09M23.00S,2023-03-26T17:43:45.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,92.46057818659659,50.0,1610612766,32,21,2023-03-26T17:43:50Z,1920000,False,0.0,18.0,1,right,MISS P. Washington driving Layup,[1629023],1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
194,PT09M21.00S,2023-03-26T17:43:47.1Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,32,21,2023-03-26T17:43:50Z,1930000,False,,,0,,R. Bullock REBOUND (Off:0 Def:2),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Restricted Area,0-8 Center,,,,,,,,193.0,2.0,2.0,0.0,,,,,,,,,
195,PT09M09.00S,2023-03-26T17:43:59.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203501,6.389618922470433,47.549019607843135,1610612742,32,23,2023-03-26T17:44:06Z,1940000,False,12.0,8.0,1,left,T. Hardaway Jr. driving Layup (5 PTS) (C. Wood 1 AST),"[203501, 1626174]",1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,1.45,Made,5.0,C. Wood,1626174.0,1.0,,,,,,,,,,,,,,
197,PT08M59.00S,2023-03-26T17:44:11.6Z,2,REGULAR,foul,personal,['2freethrow'],203493,,,1610612766,32,23,2023-03-26T17:44:20Z,1960000,False,,,0,,R. Bullock shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[203493, 1628372]",1610612742.0,DAL,shooting,,,Bullock,R. Bullock,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,,,,,1.0,0.0,Smith Jr.,1628372.0,,,,,
199,PT08M59.00S,2023-03-26T17:44:38.3Z,2,REGULAR,freethrow,1 of 2,[],1628372,,,1610612766,32,23,2023-03-26T17:44:38Z,1980000,False,,,0,,MISS D. Smith Jr. Free Throw 1 of 2,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
200,PT08M59.00S,2023-03-26T17:44:38.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,32,23,2023-03-26T17:44:38Z,1990000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,199.0,,,,,,,,,,,,
201,PT08M59.00S,2023-03-26T17:44:39.2Z,2,REGULAR,substitution,out,[],1629004,,,1610612766,32,23,2023-03-26T17:44:42Z,2000000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M59.00S,2023-03-26T17:44:39.2Z,2,REGULAR,substitution,in,[],1630547,,,1610612766,32,23,2023-03-26T17:44:42Z,2010000,False,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M59.00S,2023-03-26T17:44:56.2Z,2,REGULAR,freethrow,2 of 2,[],1628372,,,1610612766,33,23,2023-03-26T17:44:56Z,2020000,False,,,0,,D. Smith Jr. Free Throw 2 of 2 (3 PTS),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
204,PT08M48.00S,2023-03-26T17:45:11.8Z,2,REGULAR,foul,personal,['2freethrow'],1628372,,,1610612742,33,23,2023-03-26T17:45:18Z,2030000,False,,,0,,D. Smith Jr. shooting personal FOUL (1 PF) (Irving 2 FT),"[1628372, 202681]",1610612766.0,CHA,shooting,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,,,,,1.0,0.0,Irving,202681.0,,,,,
206,PT08M48.00S,2023-03-26T17:45:40.4Z,2,REGULAR,freethrow,1 of 2,[],202681,,,1610612742,33,24,2023-03-26T17:45:40Z,2050000,False,,,0,,K. Irving Free Throw 1 of 2 (5 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
208,PT08M48.00S,2023-03-26T17:46:04.6Z,2,REGULAR,freethrow,2 of 2,[],202681,,,1610612742,33,25,2023-03-26T17:46:04Z,2060000,False,,,0,,K. Irving Free Throw 2 of 2 (6 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
209,PT08M38.00S,2023-03-26T17:46:22.1Z,2,REGULAR,foul,personal,[],203200,,,1610612766,33,25,2023-03-26T17:46:31Z,2070000,False,,,0,,J. Holiday personal FOUL (1 PF),"[203200, 1629023]",1610612742.0,DAL,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left Center,,,,,,,202007.0,,,,,1.0,0.0,Washington,1629023.0,,,,,
211,PT08M26.00S,2023-03-26T17:46:48.8Z,2,REGULAR,3pt,Jump Shot,[],1630547,66.44218134034165,65.93137254901961,1610612766,33,25,2023-03-26T17:46:53Z,2090000,False,80.0,263.0,1,right,MISS J. Bouknight 27' step back 3PT,[1630547],1610612766.0,CHA,step back,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Center,27.47,Missed,,,,,,,,,,,,,,,,,,
212,PT08M24.00S,2023-03-26T17:46:50.8Z,2,REGULAR,rebound,defensive,[],202681,,,1610612742,33,25,2023-03-26T17:46:53Z,2100000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,,,,,211.0,1.0,1.0,0.0,,,,,,,,,
213,PT08M19.00S,2023-03-26T17:46:56.7Z,2,REGULAR,foul,personal,['2freethrow'],1628372,,,1610612742,33,25,2023-03-26T17:47:05Z,2110000,False,,,0,,D. Smith Jr. shooting personal FOUL (2 PF) (Irving 2 FT),"[1628372, 202681]",1610612766.0,CHA,shooting,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,202007.0,,,,,2.0,0.0,Irving,202681.0,,,,,
215,PT08M19.00S,2023-03-26T17:47:28.2Z,2,REGULAR,freethrow,1 of 2,[],202681,,,1610612742,33,26,2023-03-26T17:47:28Z,2130000,False,,,0,,K. Irving Free Throw 1 of 2 (7 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
216,PT08M19.00S,2023-03-26T17:47:47.7Z,2,REGULAR,freethrow,2 of 2,[],202681,,,1610612742,33,27,2023-03-26T17:47:47Z,2140000,False,,,0,,K. Irving Free Throw 2 of 2 (8 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
217,PT08M02.00S,2023-03-26T17:48:06.5Z,2,REGULAR,3pt,Jump Shot,[],1628372,69.07030223390277,27.941176470588236,1610612766,33,27,2023-03-26T17:48:10Z,2150000,False,-110.0,238.0,1,right,MISS D. Smith Jr. 26' 3PT,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,26.25,Missed,,,,,,,,,,,,,,,,,,
218,PT08M00.00S,2023-03-26T17:48:08.5Z,2,REGULAR,rebound,defensive,[],202681,,,1610612742,33,27,2023-03-26T17:48:10Z,2160000,False,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,,,217.0,2.0,2.0,0.0,,,,,,,,,
219,PT07M49.00S,2023-03-26T17:48:18.9Z,2,REGULAR,2pt,Jump Shot,[],202681,6.389618922470433,25.0,1610612742,33,27,2023-03-26T17:48:23Z,2170000,False,125.0,8.0,1,left,MISS K. Irving 12' turnaround fadeaway Shot,[202681],1610612742.0,DAL,turnaround fadeaway,,,Irving,K. Irving,,,,,Mid-Range,8-16 Right,12.52,Missed,,,,,,,,,,,,,,,,,,
220,PT07M47.00S,2023-03-26T17:48:20.9Z,2,REGULAR,rebound,defensive,[],1630547,,,1610612766,33,27,2023-03-26T17:48:23Z,2180000,False,,,0,,J. Bouknight REBOUND (Off:0 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Right,,,,,,,,219.0,1.0,1.0,0.0,,,,,,,,,
221,PT07M37.00S,2023-03-26T17:48:31.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,92.06636005256242,52.450980392156865,1610612766,33,27,2023-03-26T17:48:36Z,2190000,False,12.0,22.0,1,right,MISS P. Washington turnaround Hook,[1629023],1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.53,Missed,,,,,,,,,,,,,,,,,,
222,PT07M35.00S,2023-03-26T17:48:33.0Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612766,33,27,2023-03-26T17:48:36Z,2200000,False,,,0,,P. Washington REBOUND (Off:1 Def:3),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,221.0,4.0,3.0,1.0,,,,,,,,,
223,PT07M34.00S,2023-03-26T17:48:33.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629023,93.51182654402102,50.245098039215684,1610612766,35,27,2023-03-26T17:49:05Z,2210000,False,1.0,8.0,1,right,P. Washington putback DUNK (7 PTS),[1629023],1610612766.0,CHA,putback,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,0.86,Made,7.0,,,,,,,,,,,,,,,,,
224,PT07M19.00S,2023-03-26T17:48:49.4Z,2,REGULAR,2pt,Jump Shot,[],203501,21.76412614980289,30.88235294117647,1610612742,35,27,2023-03-26T17:48:54Z,2220000,False,96.0,152.0,1,left,MISS T. Hardaway Jr. 17' pullup Shot,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Right Center,17.96,Missed,,,,,,,,,,,,,,,,,,
225,PT07M17.00S,2023-03-26T17:48:51.4Z,2,REGULAR,rebound,defensive,[],1630547,,,1610612766,35,27,2023-03-26T17:48:54Z,2230000,False,,,0,,J. Bouknight REBOUND (Off:0 Def:2),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Mid-Range,16-24 Right Center,,,,,,,,224.0,2.0,2.0,0.0,,,,,,,,,
226,PT07M07.00S,2023-03-26T17:49:01.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,87.33574244415243,49.50980392156863,1610612766,37,27,2023-03-26T17:49:08Z,2240000,False,-2.0,67.0,1,right,P. Washington 6' Hook (9 PTS) (D. Smith Jr. 5 AST),"[1629023, 1628372]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,6.65,Made,9.0,D. Smith Jr.,1628372.0,5.0,,,,,,,,,,,,,,
228,PT07M07.00S,2023-03-26T17:49:08.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,37,27,2023-03-26T17:49:08Z,2260000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M07.00S,2023-03-26T17:50:30.6Z,2,REGULAR,substitution,out,[],1631121,,,1610612742,37,27,2023-03-26T17:52:04Z,2270000,False,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M07.00S,2023-03-26T17:50:30.6Z,2,REGULAR,substitution,out,[],1629023,,,1610612742,37,27,2023-03-26T17:52:04Z,2280000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M07.00S,2023-03-26T17:50:30.6Z,2,REGULAR,substitution,out,[],203200,,,1610612742,37,27,2023-03-26T17:52:04Z,2290000,False,,,0,,SUB out: J. Holiday,[203200],1610612742.0,DAL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M07.00S,2023-03-26T17:50:30.6Z,2,REGULAR,substitution,out,[],203501,,,1610612742,37,27,2023-03-26T17:52:04Z,2300000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M07.00S,2023-03-26T17:50:30.6Z,2,REGULAR,substitution,in,[],202330,,,1610612742,37,27,2023-03-26T17:52:04Z,2310000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M07.00S,2023-03-26T17:50:30.6Z,2,REGULAR,substitution,in,[],1630550,,,1610612742,37,27,2023-03-26T17:52:04Z,2320000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M07.00S,2023-03-26T17:50:30.6Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,37,27,2023-03-26T17:52:04Z,2330000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M07.00S,2023-03-26T17:50:30.6Z,2,REGULAR,substitution,in,[],1630182,,,1610612742,37,27,2023-03-26T17:52:04Z,2340000,False,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M51.00S,2023-03-26T17:52:21.6Z,2,REGULAR,3pt,Jump Shot,[],1630182,7.5722733245729295,95.83333333333334,1610612742,37,27,2023-03-26T17:52:27Z,2350000,False,-229.0,19.0,1,left,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,23.0,Missed,,,,,,,,,,,,,,,,,,
238,PT06M48.00S,2023-03-26T17:52:24.6Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,37,27,2023-03-26T17:52:27Z,2360000,False,,,0,,G. Hayward REBOUND (Off:1 Def:2),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Left Corner 3,24+ Left,,,,,,,,237.0,3.0,2.0,1.0,,,,,,,,,
239,PT06M35.00S,2023-03-26T17:52:39.0Z,2,REGULAR,foul,personal,['2freethrow'],1626174,,,1610612766,37,27,2023-03-26T17:52:53Z,2370000,False,,,0,,C. Wood shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[1626174, 1628372]",1610612742.0,DAL,shooting,,,Wood,C. Wood,,,,,Restricted Area,0-8 Center,,,,,,,1628480.0,,,,,1.0,0.0,Smith Jr.,1628372.0,,,,,
241,PT06M35.00S,2023-03-26T17:53:05.8Z,2,REGULAR,freethrow,1 of 2,[],1628372,,,1610612766,38,27,2023-03-26T17:53:05Z,2390000,False,,,0,,D. Smith Jr. Free Throw 1 of 2 (4 PTS),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
242,PT06M35.00S,2023-03-26T17:53:19.3Z,2,REGULAR,freethrow,2 of 2,[],1628372,,,1610612766,39,27,2023-03-26T17:53:19Z,2400000,False,,,0,,D. Smith Jr. Free Throw 2 of 2 (5 PTS),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
243,PT06M23.00S,2023-03-26T17:53:36.5Z,2,REGULAR,foul,personal,[],1630547,,,1610612742,39,27,2023-03-26T17:54:15Z,2410000,False,,,0,,J. Bouknight personal FOUL (1 PF),"[1630547, 1629029]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Left,,,,,,,1628480.0,,,,,1.0,0.0,Doncic,1629029.0,,,,,
245,PT06M23.00S,2023-03-26T17:53:43.5Z,2,REGULAR,substitution,out,[],1628372,,,1610612742,39,27,2023-03-26T17:53:49Z,2430000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M23.00S,2023-03-26T17:53:43.5Z,2,REGULAR,substitution,out,[],1630539,,,1610612742,39,27,2023-03-26T17:53:49Z,2440000,False,,,0,,SUB out: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M23.00S,2023-03-26T17:53:43.5Z,2,REGULAR,substitution,in,[],1630177,,,1610612742,39,27,2023-03-26T17:53:49Z,2450000,False,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M23.00S,2023-03-26T17:53:43.5Z,2,REGULAR,substitution,in,[],1631109,,,1610612742,39,27,2023-03-26T17:53:49Z,2460000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M11.00S,2023-03-26T17:54:07.8Z,2,REGULAR,3pt,Jump Shot,[],203493,5.469776609724048,96.81372549019608,1610612742,39,27,2023-03-26T17:54:17Z,2470000,False,-234.0,-1.0,1,left,MISS R. Bullock 3PT,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
250,PT06M08.00S,2023-03-26T17:54:12.6Z,2,REGULAR,rebound,defensive,[],1630547,,,1610612766,39,27,2023-03-26T17:54:12Z,2480000,False,,,0,,J. Bouknight REBOUND (Off:0 Def:3),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Left Corner 3,24+ Left,,,,,,,,249.0,3.0,3.0,0.0,,,,,,,,,
251,PT06M08.00S,2023-03-26T17:54:18.1Z,2,REGULAR,foul,personal,[],1630182,,,1610612766,39,27,2023-03-26T17:54:42Z,2490000,False,,,0,,J. Green personal FOUL (2 PF),"[1630182, 1630547]",1610612742.0,DAL,,,,Green,J. Green,,,,,Mid-Range,8-16 Center,,,,,,,202007.0,,,,,2.0,0.0,Bouknight,1630547.0,,,,,
253,PT05M48.00S,2023-03-26T17:54:50.7Z,2,REGULAR,3pt,Jump Shot,[],1630547,65.1281208935611,52.69607843137255,1610612766,42,27,2023-03-26T17:54:56Z,2510000,False,13.0,275.0,1,right,J. Bouknight 27' 3PT  (3 PTS) (T. Maledon 1 AST),"[1630547, 1630177]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Center,27.56,Made,3.0,T. Maledon,1630177.0,1.0,,,,,,,,,,,,,,
255,PT05M31.00S,2023-03-26T17:55:08.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202681,9.017739816031538,49.50980392156863,1610612742,42,27,2023-03-26T17:56:43Z,2530000,False,2.0,32.0,1,left,MISS K. Irving driving Layup - blocked,"[202681, 1630547]",1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,3.24,Missed,,,,,,,,,,,,,,,,,Bouknight,1630547.0
256,PT05M31.00S,2023-03-26T17:55:08.1Z,2,REGULAR,block,,[],1630547,,,1610612742,42,27,2023-03-26T17:55:11Z,2540000,False,,,0,,J. Bouknight BLOCK (1 BLK),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
