actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
176,PT09M57.00S,2025-12-21T23:41:43.9Z,2,REGULAR,3pt,Jump Shot,[],1628384,76.2976346911958,9.803921568627452,1610612752,38,45,2025-12-21T23:41:47Z,1740000,False,-201.0,170.0,1,right,MISS O. Anunoby 26' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,26.34,Missed,,,,,,,,,,,,,,,,,,
177,PT09M54.00S,2025-12-21T23:41:46.9Z,2,REGULAR,rebound,defensive,[],1642857,,,1610612748,38,45,2025-12-21T23:41:47Z,1750000,False,,,0,,K. Jakučionis REBOUND (Off:0 Def:1),[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Left Center,,,176.0,1.0,1.0,0.0,,,,,,,,,,,,,,
178,PT09M38.00S,2025-12-21T23:42:02.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630696,9.280551905387648,43.13725490196079,1610612748,38,47,2025-12-21T23:42:06Z,1760000,False,34.0,35.0,1,left,D. Smith driving bank Hook (7 PTS),[1630696],1610612748.0,MIA,driving bank,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,4.88,Made,,,,,7.0,,,,,,,,,,,,,
179,PT09M12.00S,2025-12-21T23:42:28.9Z,2,REGULAR,2pt,Jump Shot,[],1628969,70.25295663600527,60.5392156862745,1610612752,40,47,2025-12-21T23:42:34Z,1770000,False,53.0,227.0,1,right,M. Bridges 23' Jump Shot (9 PTS) (K. Towns 1 AST),"[1628969, 1626157]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,23.31,Made,,,,,9.0,K. Towns,1626157.0,1.0,,,,,,,,,,
181,PT09M03.00S,2025-12-21T23:42:37.9Z,2,REGULAR,3pt,Jump Shot,[],1628389,26.363337713534822,18.872549019607842,1610612748,40,47,2025-12-21T23:45:33Z,1790000,False,156.0,195.0,1,left,MISS B. Adebayo 24' pullup 3PT,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,24.97,Missed,,,,,,,,,,,,,,,,,,
182,PT09M00.00S,2025-12-21T23:42:40.9Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612752,40,47,2025-12-21T23:42:40Z,1800000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,181.0,1.0,1.0,0.0,,,,,,,,,,,,,,
183,PT08M53.00S,2025-12-21T23:42:47.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642278,80.23981603153744,41.42156862745098,1610612752,40,47,2025-12-21T23:42:52Z,1810000,False,-43.0,133.0,1,right,MISS T. Kolek 13' pullup Shot,[1642278],1610612752.0,NYK,pullup,,,Kolek,T. Kolek,,,,,In The Paint (Non-RA),8-16 Center,13.99,Missed,,,,,,,,,,,,,,,,,,
184,PT08M53.00S,2025-12-21T23:42:47.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,40,47,2025-12-21T23:42:52Z,1820000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,183.0,,,,,,,,,,,,,,,,,
185,PT08M53.00S,2025-12-21T23:42:52.8Z,2,REGULAR,foul,personal,[],1626157,,,1610612748,40,47,2025-12-21T23:43:22Z,1830000,False,,,0,,K. Towns loose ball personal FOUL (2 PF),"[1626157, 1628389]",1610612752.0,NYK,loose ball,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,,,,,,2.0,1.0,Adebayo,1628389.0
206,PT08M53.00S,2025-12-21T23:42:52.8Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,40,47,2025-12-21T23:45:07Z,1845000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M53.00S,2025-12-21T23:42:52.9Z,2,REGULAR,substitution,out,[],203903,,,1610612748,40,47,2025-12-21T23:43:15Z,1850000,False,,,0,,SUB out: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M53.00S,2025-12-21T23:42:52.9Z,2,REGULAR,substitution,in,[],1629011,,,1610612748,40,47,2025-12-21T23:43:15Z,1860000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M37.00S,2025-12-21T23:43:32.3Z,2,REGULAR,3pt,Jump Shot,[],1642857,17.95335085413929,6.372549019607843,1610612748,40,47,2025-12-21T23:43:51Z,1880000,False,218.0,116.0,1,left,MISS K. Jakučionis 24' 3PT,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,Above the Break 3,24+ Right Center,24.72,Missed,,,,,,,,,,,,,,,,,,
191,PT08M34.00S,2025-12-21T23:43:35.5Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612752,40,47,2025-12-21T23:43:35Z,1890000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,190.0,2.0,2.0,0.0,,,,,,,,,,,,,,
192,PT08M25.00S,2025-12-21T23:43:45.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,93.51182654402102,45.588235294117645,1610612752,40,47,2025-12-21T23:43:54Z,1900000,False,-22.0,8.0,1,right,MISS K. Towns driving Layup,[1626157],1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,,,,,
193,PT08M23.00S,2025-12-21T23:43:47.4Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,40,47,2025-12-21T23:43:54Z,1910000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,192.0,4.0,3.0,1.0,,,,,,,,,,,,,,
194,PT08M15.00S,2025-12-21T23:43:54.5Z,2,REGULAR,3pt,Jump Shot,[],1631170,4.812746386333772,97.05882352941177,1610612748,40,47,2025-12-21T23:43:59Z,1920000,False,-235.0,-7.0,1,left,MISS J. Jaquez Jr. 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,,
195,PT08M11.00S,2025-12-21T23:43:58.5Z,2,REGULAR,rebound,defensive,[],1642278,,,1610612752,40,47,2025-12-21T23:43:59Z,1930000,False,,,0,,T. Kolek REBOUND (Off:0 Def:1),[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Left Corner 3,24+ Left,,,194.0,1.0,1.0,0.0,,,,,,,,,,,,,,
196,PT08M07.00S,2025-12-21T23:44:02.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,87.20433639947439,3.431372549019608,1610612752,43,47,2025-12-21T23:44:07Z,1940000,False,-233.0,68.0,1,right,M. Bridges 24' 3PT running (12 PTS) (T. Kolek 1 AST),"[1628969, 1642278]",1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,24.25,Made,,,,,12.0,T. Kolek,1642278.0,1.0,,,,,,,,,,
198,PT07M52.00S,2025-12-21T23:44:19.0Z,2,REGULAR,3pt,Jump Shot,[],1631323,31.882391590013142,40.19607843137255,1610612748,43,50,2025-12-21T23:47:09Z,1960000,False,49.0,247.0,1,left,S. Fontecchio 25' 3PT pullup (5 PTS) (J. Jaquez Jr. 2 AST),"[1631323, 1631170]",1610612748.0,MIA,pullup,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,25.2,Made,,,,,5.0,J. Jaquez Jr.,1631170.0,2.0,,,,,,,,,,
200,PT07M45.00S,2025-12-21T23:44:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,93.64323258869908,46.07843137254902,1610612752,43,50,2025-12-21T23:48:19Z,1980000,False,-20.0,7.0,1,right,MISS M. Bridges reverse Layup,[1628969],1610612752.0,NYK,reverse,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.09,Missed,,,,,,,,,,,,,,,,,,
202,PT07M44.00S,2025-12-21T23:44:28.4Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612752,43,50,2025-12-21T23:47:13Z,1990000,False,,,0,,K. Towns REBOUND (Off:1 Def:0),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,200.0,1.0,0.0,1.0,,,,,,,,,,,,,,
207,PT07M44.00S,2025-12-21T23:44:31.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,94.30026281208936,51.470588235294116,1610612752,43,50,2025-12-21T23:47:28Z,1995000,False,7.0,1.0,1,right,MISS K. Towns tip Layup,[1626157],1610612752.0,NYK,tip,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.75,Missed,,,,,,,,,,,,,,,,,,
208,PT07M43.00S,2025-12-21T23:44:32.6Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612748,43,50,2025-12-21T23:47:28Z,1997500,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:2),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,207.0,3.0,2.0,1.0,,,,,,,,,,,,,,
203,PT07M34.00S,2025-12-21T23:44:35.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631170,7.966491458607096,40.68627450980392,1610612748,43,52,2025-12-21T23:50:50Z,2000000,False,47.0,22.0,1,left,J. Jaquez Jr. running Layup (10 PTS) (S. Fontecchio 3 AST),"[1631170, 1631323]",1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,,,,,10.0,S. Fontecchio,1631323.0,3.0,,,,,,,,,,
205,PT07M34.00S,2025-12-21T23:44:51.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,43,52,2025-12-21T23:44:51Z,2020000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M34.00S,2025-12-21T23:44:51.5Z,2,REGULAR,substitution,out,[],1631170,,,1610612752,43,52,2025-12-21T23:47:45Z,2030000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M34.00S,2025-12-21T23:44:51.5Z,2,REGULAR,substitution,out,[],1628389,,,1610612752,43,52,2025-12-21T23:47:45Z,2040000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M34.00S,2025-12-21T23:44:51.5Z,2,REGULAR,substitution,out,[],1642857,,,1610612752,43,52,2025-12-21T23:47:45Z,2050000,False,,,0,,SUB out: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M34.00S,2025-12-21T23:44:51.5Z,2,REGULAR,substitution,in,[],1626181,,,1610612752,43,52,2025-12-21T23:47:45Z,2060000,False,,,0,,SUB in: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M34.00S,2025-12-21T23:44:51.5Z,2,REGULAR,substitution,in,[],1642276,,,1610612752,43,52,2025-12-21T23:47:45Z,2070000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M34.00S,2025-12-21T23:44:51.5Z,2,REGULAR,substitution,in,[],203952,,,1610612752,43,52,2025-12-21T23:47:45Z,2080000,False,,,0,,SUB in: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M23.00S,2025-12-21T23:47:58.1Z,2,REGULAR,turnover,bad pass,[],1628384,,,1610612752,43,52,2025-12-21T23:48:02Z,2090000,False,,,0,,O. Anunoby bad pass TURNOVER (2 TO),"[1628384, 1642276]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,2.0,,,Ware,1642276.0,,,,
216,PT07M23.00S,2025-12-21T23:47:58.1Z,2,REGULAR,steal,,[],1642276,,,1610612748,43,52,2025-12-21T23:47:59Z,2100000,False,,,0,,K. Ware STEAL (1 STL),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
217,PT07M15.00S,2025-12-21T23:48:08.8Z,2,REGULAR,foul,personal,[],1629011,,,1610612748,43,52,2025-12-21T23:48:27Z,2110000,False,,,0,,M. Robinson personal FOUL (2 PF),"[1629011, 1626181]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,,,,2.0,0.0,Powell,1626181.0
220,PT07M15.00S,2025-12-21T23:48:08.9Z,2,REGULAR,substitution,in,[],1642885,,,1610612748,43,52,2025-12-21T23:48:31Z,2140000,False,,,0,,SUB in: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M15.00S,2025-12-21T23:48:08.9Z,2,REGULAR,substitution,out,[],1628384,,,1610612748,43,52,2025-12-21T23:48:37Z,2150000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M02.00S,2025-12-21T23:49:07.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630696,10.068988173455978,50.0,1610612748,43,52,2025-12-21T23:49:11Z,2160000,False,0.0,42.0,1,left,MISS D. Smith driving floating Shot,[1630696],1610612748.0,MIA,driving floating,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,4.21,Missed,,,,,,,,,,,,,,,,,,
223,PT06M57.00S,2025-12-21T23:49:12.2Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,43,52,2025-12-21T23:49:11Z,2170000,False,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,222.0,2.0,1.0,1.0,,,,,,,,,,,,,,
224,PT06M39.00S,2025-12-21T23:49:30.7Z,2,REGULAR,2pt,Jump Shot,[],1642885,91.67214191852825,24.264705882352942,1610612752,43,52,2025-12-21T23:49:35Z,2180000,False,-129.0,26.0,1,right,MISS M. Diawara 13' step back Shot,[1642885],1610612752.0,NYK,step back,,,Diawara,M. Diawara,,,,,Mid-Range,8-16 Left,13.13,Missed,,,,,,,,,,,,,,,,,,
225,PT06M36.00S,2025-12-21T23:49:33.7Z,2,REGULAR,rebound,defensive,[],1631323,,,1610612748,43,52,2025-12-21T23:49:35Z,2190000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:3),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Left,,,224.0,4.0,3.0,1.0,,,,,,,,,,,,,,
226,PT06M17.00S,2025-12-21T23:49:52.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,6.915243101182654,49.26470588235294,1610612748,43,52,2025-12-21T23:49:56Z,2200000,False,4.0,13.0,1,left,MISS N. Powell driving reverse Layup,[1626181],1610612748.0,MIA,driving reverse,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,,,,,,
227,PT06M15.00S,2025-12-21T23:49:54.2Z,2,REGULAR,rebound,defensive,[],1642278,,,1610612752,43,52,2025-12-21T23:49:56Z,2210000,False,,,0,,T. Kolek REBOUND (Off:0 Def:2),[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Restricted Area,0-8 Center,,,226.0,2.0,2.0,0.0,,,,,,,,,,,,,,
228,PT06M07.00S,2025-12-21T23:50:05.0Z,2,REGULAR,foul,personal,[],1631323,,,1610612752,43,52,2025-12-21T23:50:09Z,2220000,False,,,0,,S. Fontecchio personal FOUL (1 PF),"[1631323, 1626157]",1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627963.0,,,,,,1.0,0.0,Towns,1626157.0
230,PT06M07.00S,2025-12-21T23:50:05.1Z,2,REGULAR,substitution,out,[],1626157,,,1610612752,43,52,2025-12-21T23:50:26Z,2240000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M07.00S,2025-12-21T23:50:05.1Z,2,REGULAR,substitution,out,[],1642885,,,1610612752,43,52,2025-12-21T23:50:26Z,2250000,False,,,0,,SUB out: M. Diawara,[1642885],1610612752.0,NYK,,,,Diawara,M. Diawara,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M07.00S,2025-12-21T23:50:05.1Z,2,REGULAR,substitution,out,[],1631323,,,1610612752,43,52,2025-12-21T23:50:26Z,2260000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M07.00S,2025-12-21T23:50:05.1Z,2,REGULAR,substitution,out,[],1630696,,,1610612752,43,52,2025-12-21T23:50:26Z,2270000,False,,,0,,SUB out: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M07.00S,2025-12-21T23:50:05.1Z,2,REGULAR,substitution,in,[],1628404,,,1610612752,43,52,2025-12-21T23:50:26Z,2280000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M07.00S,2025-12-21T23:50:05.1Z,2,REGULAR,substitution,in,[],1628973,,,1610612752,43,52,2025-12-21T23:50:26Z,2290000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M07.00S,2025-12-21T23:50:05.1Z,2,REGULAR,substitution,in,[],1631170,,,1610612752,43,52,2025-12-21T23:50:26Z,2300000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M07.00S,2025-12-21T23:50:05.1Z,2,REGULAR,substitution,in,[],1630558,,,1610612752,43,52,2025-12-21T23:50:26Z,2310000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M59.00S,2025-12-21T23:50:46.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1642278,93.38042049934296,47.549019607843135,1610612752,45,52,2025-12-21T23:50:59Z,2320000,False,-12.0,10.0,1,right,T. Kolek driving Layup (4 PTS) (M. Robinson 1 AST),"[1642278, 1629011]",1610612752.0,NYK,driving,,,Kolek,T. Kolek,,,,,Restricted Area,0-8 Center,1.57,Made,,,,,4.0,M. Robinson,1629011.0,1.0,,,,,,,,,,
239,PT05M59.00S,2025-12-21T23:50:49.9Z,2,REGULAR,violation,defensive goaltending,[],1631170,,,1610612752,45,52,2025-12-21T23:50:59Z,2330000,False,,,0,,J. Jaquez Jr. defensive goaltending VIOLATION,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,101283.0,,,,,,,,,
241,PT05M59.00S,2025-12-21T23:51:17.0Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,45,52,2025-12-21T23:51:21Z,2340000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,101283.0,,,,,,,,,
242,PT05M44.00S,2025-12-21T23:51:50.7Z,2,REGULAR,3pt,Jump Shot,[],203952,5.075558475689881,95.58823529411765,1610612748,45,55,2025-12-21T23:51:53Z,2350000,False,-228.0,-5.0,1,left,A. Wiggins 3PT  (6 PTS) (J. Jaquez Jr. 3 AST),"[203952, 1631170]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,22.8,Made,,,,,6.0,J. Jaquez Jr.,1631170.0,3.0,,,,,,,,,,
244,PT05M16.00S,2025-12-21T23:52:17.5Z,2,REGULAR,3pt,Jump Shot,[],1628973,93.77463863337714,95.58823529411765,1610612752,48,55,2025-12-21T23:52:20Z,2370000,False,228.0,6.0,1,right,J. Brunson 3PT  (17 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,22.8,Made,,,,,17.0,,,,,,,,,,,,,
245,PT05M10.00S,2025-12-21T23:52:27.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,15.325229960578188,49.50980392156863,1610612748,48,55,2025-12-21T23:55:46Z,2380000,False,2.0,92.0,1,left,MISS J. Jaquez Jr. 9' pullup Shot,[1631170],1610612748.0,MIA,pullup,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.16,Missed,,,,,,,,,,,,,,,,,,
246,PT05M08.00S,2025-12-21T23:52:29.5Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,48,55,2025-12-21T23:55:46Z,2390000,False,,,0,,K. Ware REBOUND (Off:1 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Center,,,245.0,3.0,2.0,1.0,,,,,,,,,,,,,,
264,PT05M08.00S,2025-12-21T23:52:30.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642276,6.783837056504599,49.26470588235294,1610612748,48,55,2025-12-21T23:55:58Z,2395000,False,4.0,11.0,1,left,MISS K. Ware tip Layup,[1642276],1610612748.0,MIA,tip,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,1.19,Missed,,,,,,,,,,,,,,,,,,
265,PT05M08.00S,2025-12-21T23:52:30.4Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,48,55,2025-12-21T23:57:23Z,2397500,False,,,0,,K. Ware REBOUND (Off:2 Def:2),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,264.0,4.0,2.0,2.0,,,,,,,,,,,,,,
247,PT05M07.00S,2025-12-21T23:52:33.3Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1642276,5.590000152587891,50.0,1610612748,48,57,2025-12-21T23:56:04Z,2400000,False,0.0,0.0,1,left,K. Ware tip DUNK (12 PTS),[1642276],1610612748.0,MIA,tip,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,12.0,,,,,,,,,,,,,
248,PT04M51.00S,2025-12-21T23:52:43.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,93.64323258869908,53.18627450980392,1610612752,50,57,2025-12-21T23:52:46Z,2410000,False,16.0,7.0,1,right,J. Brunson driving floating bank Jump Shot (19 PTS) (J. Hart 2 AST),"[1628973, 1628404]",1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.75,Made,,,,,19.0,J. Hart,1628404.0,2.0,,,,,,,,,,
250,PT04M37.00S,2025-12-21T23:52:56.7Z,2,REGULAR,3pt,Jump Shot,[],1642276,32.53942181340342,50.0,1610612748,50,57,2025-12-21T23:53:00Z,2430000,False,0.0,253.0,1,left,MISS K. Ware 25' 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
251,PT04M35.00S,2025-12-21T23:52:58.7Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,50,57,2025-12-21T23:53:00Z,2440000,False,,,0,,J. Hart REBOUND (Off:0 Def:5),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,250.0,5.0,5.0,0.0,,,,,,,,,,,,,,
252,PT04M30.00S,2025-12-21T23:53:04.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,80.89684625492772,5.637254901960785,1610612752,53,57,2025-12-21T23:53:10Z,2450000,False,-222.0,127.0,1,right,M. Bridges 25' 3PT running (15 PTS) (T. Kolek 2 AST),"[1628969, 1642278]",1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.56,Made,,,,,15.0,T. Kolek,1642278.0,2.0,,,,,,,,,,
254,PT04M14.00S,2025-12-21T23:53:38.7Z,2,REGULAR,foul,offensive,[],1642276,,,1610612748,53,57,2025-12-21T23:59:33Z,2470000,False,,,0,,K. Ware offensive FOUL (1 PF),"[1642276, 1642278]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,101283.0,,,,,,1.0,0.0,Kolek,1642278.0
256,PT04M14.00S,2025-12-21T23:53:38.7Z,2,REGULAR,turnover,offensive foul,[],1642276,,,1610612748,53,57,2025-12-21T23:53:38Z,2490000,False,,,0,,K. Ware offensive foul TURNOVER (1 TO),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,101283.0,1.0,,,,,,,,
257,PT04M05.00S,2025-12-21T23:53:47.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,68.67608409986859,65.68627450980392,1610612752,53,57,2025-12-21T23:53:52Z,2500000,False,78.0,242.0,1,right,MISS J. Brunson 25' 3PT,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,25.43,Missed,,,,,,,,,,,,,,,,,,
258,PT04M02.00S,2025-12-21T23:53:50.8Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,53,57,2025-12-21T23:53:52Z,2510000,False,,,0,,K. Ware REBOUND (Off:2 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Center,,,257.0,5.0,3.0,2.0,,,,,,,,,,,,,,
