actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
350,PT01M19.00S,2026-02-20T01:45:24.2Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,48,51,2026-02-20T01:45:24Z,3280000,False,,,0,,J. Brunson Free Throw 2 of 2 (13 PTS),[1628973],1610612752.0,NYK,,,,,,,,,,Made,13.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
351,PT01M02.00S,2026-02-20T01:45:42.2Z,2,REGULAR,2pt,Jump Shot,[],1630595,20.71287779237845,58.57843137254902,1610612765,48,53,2026-02-20T01:48:57Z,3290000,False,-43.0,142.0,1,left,C. Cunningham 14' pullup Jump Shot (24 PTS),[1630595],1610612765.0,DET,pullup,,,,,,Mid-Range,8-16 Center,14.85,Made,24.0,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
352,PT00M52.10S,2026-02-20T01:45:53.4Z,2,REGULAR,turnover,bad pass,[],1628404,,,1610612752,48,53,2026-02-20T01:45:56Z,3300000,False,,,0,,J. Hart bad pass TURNOVER (1 TO),"[1628404, 1641709]",1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hart,J. Hart,,,,,,,,,1.0,,,,,,,Thompson,1641709.0,
353,PT00M52.10S,2026-02-20T01:45:53.4Z,2,REGULAR,steal,,[],1641709,,,1610612765,48,53,2026-02-20T01:45:55Z,3310000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
354,PT00M45.40S,2026-02-20T01:46:00.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,4.28712220762155,2.696078431372549,1610612765,48,56,2026-02-20T01:46:21Z,3320000,False,237.0,-12.0,1,left,D. Robinson 3PT  (3 PTS) (C. Cunningham 4 AST),"[1629130, 1630595]",1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,23.68,Made,3.0,Robinson,D. Robinson,C. Cunningham,1630595.0,4.0,,,,,,,,,,,,,,,
356,PT00M31.70S,2026-02-20T01:46:18.2Z,2,REGULAR,3pt,Jump Shot,[],1628973,70.25295663600527,70.83333333333334,1610612752,48,56,2026-02-20T01:46:26Z,3340000,False,104.0,227.0,1,right,MISS J. Brunson 24' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,,,,Above the Break 3,24+ Right Center,24.99,Missed,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
357,PT00M30.20S,2026-02-20T01:46:19.7Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,48,56,2026-02-20T01:49:27Z,3350000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:2),[1630595],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,,Cunningham,C. Cunningham,,,,356.0,3.0,2.0,1.0,,,,,,,,,,,
358,PT00M24.20S,2026-02-20T01:46:25.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641709,6.389618922470433,49.754901960784316,1610612765,48,58,2026-02-20T01:46:31Z,3360000,False,1.0,8.0,1,left,A. Thompson running Layup (4 PTS) (T. Harris 4 AST),"[1641709, 202699]",1610612765.0,DET,running,,,,,,Restricted Area,0-8 Center,0.77,Made,4.0,Thompson,A. Thompson,T. Harris,202699.0,4.0,,,,,,,,,,,,,,,
360,PT00M01.70S,2026-02-20T01:46:51.3Z,2,REGULAR,3pt,Jump Shot,[],1628969,68.9388961892247,70.34313725490196,1610612752,48,58,2026-02-20T01:47:01Z,3380000,False,102.0,239.0,1,right,MISS M. Bridges 26' 3PT,[1628969],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
361,PT00M00.70S,2026-02-20T01:46:52.3Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612765,48,58,2026-02-20T01:47:01Z,3390000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612765.0,DET,,,,,,,Above the Break 3,24+ Right Center,,,,Robinson,D. Robinson,,,,360.0,1.0,1.0,0.0,,,,,,,,,,,
362,PT00M00.00S,2026-02-20T01:46:57.0Z,2,REGULAR,period,end,[],0,,,1610612765,48,58,2026-02-20T01:46:57Z,3400000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2026-02-20T02:02:46.6Z,3,REGULAR,period,start,[],0,,,1610612765,48,58,2026-02-20T02:02:46Z,3410000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT11M49.00S,2026-02-20T02:02:57.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,92.46057818659659,47.549019607843135,1610612765,48,58,2026-02-20T02:03:00Z,3420000,False,-12.0,18.0,1,right,MISS C. Cunningham driving Layup - blocked,"[1630595, 1628384]",1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,2.21,Missed,,Cunningham,C. Cunningham,,,,,,,,,,Anunoby,1628384.0,,,,,,,
365,PT11M49.00S,2026-02-20T02:02:57.7Z,3,REGULAR,block,,[],1628384,,,1610612765,48,58,2026-02-20T02:03:20Z,3430000,False,,,0,,O. Anunoby BLOCK (4 BLK),[1628384],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
366,PT11M49.00S,2026-02-20T02:02:57.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,48,58,2026-02-20T02:03:05Z,3440000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,,,,,,364.0,,,,,,,,,,,,,,
368,PT11M46.00S,2026-02-20T02:03:15.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641709,93.64323258869908,52.20588235294118,1610612765,48,60,2026-02-20T02:05:07Z,3460000,False,11.0,7.0,1,right,A. Thompson Layup (6 PTS) (C. Cunningham 5 AST),"[1641709, 1630595]",1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,1.32,Made,6.0,Thompson,A. Thompson,C. Cunningham,1630595.0,5.0,,,,,,,,,,,,,,,
370,PT11M23.00S,2026-02-20T02:03:38.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,13.61695137976347,49.26470588235294,1610612752,50,60,2026-02-20T02:03:40Z,3480000,False,4.0,75.0,1,left,J. Hart 7' driving floating Jump Shot (8 PTS) (J. Brunson 4 AST),"[1628404, 1628973]",1610612752.0,NYK,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.56,Made,8.0,Hart,J. Hart,J. Brunson,1628973.0,4.0,,,,,,,,,,,,,,,
372,PT11M08.00S,2026-02-20T02:03:53.7Z,3,REGULAR,3pt,Jump Shot,[],202699,68.67608409986859,37.00980392156863,1610612765,50,60,2026-02-20T02:03:58Z,3500000,False,-65.0,242.0,1,right,MISS T. Harris 25' 3PT,[202699],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,25.05,Missed,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
373,PT11M07.00S,2026-02-20T02:03:54.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,50,60,2026-02-20T02:03:58Z,3510000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,,,,,,372.0,,,,,,,,,,,,,,
374,PT11M07.00S,2026-02-20T02:04:00.8Z,3,REGULAR,foul,personal,[],1641709,,,1610612752,50,60,2026-02-20T02:04:06Z,3520000,False,,,0,,A. Thompson loose ball personal FOUL (3 PF),"[1641709, 1628973]",1610612765.0,DET,loose ball,,,,,,In The Paint (Non-RA),8-16 Right,,,,Thompson,A. Thompson,,,,,,,,1155.0,,,,3.0,0.0,Brunson,1628973.0,,,
376,PT10M50.00S,2026-02-20T02:04:33.1Z,3,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612752,50,60,2026-02-20T02:04:38Z,3540000,False,,,0,,P. Reed shooting personal FOUL (2 PF) (Towns 2 FT),"[1630194, 1626157]",1610612765.0,DET,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Reed,P. Reed,,,,,,,,2004.0,,,,2.0,0.0,Towns,1626157.0,,,
378,PT10M50.00S,2026-02-20T02:05:05.5Z,3,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,51,60,2026-02-20T02:05:05Z,3560000,False,,,0,,K. Towns Free Throw 1 of 2 (3 PTS),[1626157],1610612752.0,NYK,,,,,,,,,,Made,3.0,Towns,K. Towns,,,,,,,,,,,,,,,,,,
379,PT10M50.00S,2026-02-20T02:05:28.7Z,3,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,52,60,2026-02-20T02:05:28Z,3570000,False,,,0,,K. Towns Free Throw 2 of 2 (4 PTS),[1626157],1610612752.0,NYK,,,,,,,,,,Made,4.0,Towns,K. Towns,,,,,,,,,,,,,,,,,,
380,PT10M29.00S,2026-02-20T02:05:50.3Z,3,REGULAR,2pt,Jump Shot,[],1630194,95.87713534822602,66.17647058823529,1610612765,52,62,2026-02-20T02:06:41Z,3580000,False,81.0,-14.0,1,right,P. Reed 8' Jump Shot (9 PTS) (A. Thompson 4 AST),"[1630194, 1641709]",1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,8.21,Made,9.0,Reed,P. Reed,A. Thompson,1641709.0,4.0,,,,,,,,,,,,,,,
382,PT10M18.00S,2026-02-20T02:06:02.3Z,3,REGULAR,3pt,Jump Shot,[],1626157,32.14520367936925,26.225490196078432,1610612752,55,62,2026-02-20T02:06:07Z,3600000,False,119.0,250.0,1,left,K. Towns 27' 3PT  (7 PTS) (J. Brunson 5 AST),"[1626157, 1628973]",1610612752.0,NYK,,,,,,,Above the Break 3,24+ Right Center,27.66,Made,7.0,Towns,K. Towns,J. Brunson,1628973.0,5.0,,,,,,,,,,,,,,,
384,PT10M18.00S,2026-02-20T02:06:06.5Z,3,REGULAR,foul,personal,['1freethrow'],1630194,,,1610612752,55,62,2026-02-20T02:06:12Z,3620000,False,,,0,,P. Reed shooting personal FOUL (3 PF) (Towns 1 FT),"[1630194, 1626157]",1610612765.0,DET,shooting,,,,,,Above the Break 3,24+ Right Center,,,,Reed,P. Reed,,,,,,,,1155.0,,,,3.0,0.0,Towns,1626157.0,,,
386,PT10M18.00S,2026-02-20T02:06:39.4Z,3,REGULAR,freethrow,1 of 1,[],1626157,,,1610612752,56,62,2026-02-20T02:06:39Z,3640000,False,,,0,,K. Towns Free Throw 1 of 1 (8 PTS),[1626157],1610612752.0,NYK,,,,,,,,,,Made,8.0,Towns,K. Towns,,,,,,,,,,,,,,,,,,
387,PT10M02.00S,2026-02-20T02:06:57.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,93.9060446780552,48.529411764705884,1610612765,56,62,2026-02-20T02:09:20Z,3650000,False,-7.0,5.0,1,right,MISS A. Thompson driving Layup,[1641709],1610612765.0,DET,driving,,,,,,Restricted Area,0-8 Center,0.88,Missed,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
388,PT10M00.00S,2026-02-20T02:06:59.7Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612752,56,62,2026-02-20T02:07:02Z,3660000,False,,,0,,K. Towns REBOUND (Off:2 Def:4),[1626157],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Towns,K. Towns,,,,387.0,6.0,4.0,2.0,,,,,,,,,,,
389,PT09M49.00S,2026-02-20T02:07:11.1Z,3,REGULAR,3pt,Jump Shot,[],1626157,28.728646517739815,80.14705882352942,1610612752,56,62,2026-02-20T02:07:15Z,3670000,False,-151.0,218.0,1,left,MISS K. Towns 26' 3PT,[1626157],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,26.46,Missed,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
390,PT09M46.00S,2026-02-20T02:07:14.1Z,3,REGULAR,rebound,defensive,[],202699,,,1610612765,56,62,2026-02-20T02:07:15Z,3680000,False,,,0,,T. Harris REBOUND (Off:0 Def:6),[202699],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,,Harris,T. Harris,,,,389.0,6.0,6.0,0.0,,,,,,,,,,,
391,PT09M39.00S,2026-02-20T02:07:21.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,94.69448094612353,61.029411764705884,1610612765,56,62,2026-02-20T02:07:25Z,3690000,False,55.0,-3.0,1,right,MISS T. Harris pullup Shot,[202699],1610612765.0,DET,pullup,,,,,,In The Paint (Non-RA),0-8 Center,5.52,Missed,,Harris,T. Harris,,,,,,,,,,,,,,,,,,
392,PT09M37.00S,2026-02-20T02:07:23.2Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612752,56,62,2026-02-20T02:07:25Z,3700000,False,,,0,,J. Brunson REBOUND (Off:0 Def:5),[1628973],1610612752.0,NYK,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Brunson,J. Brunson,,,,391.0,5.0,5.0,0.0,,,,,,,,,,,
393,PT09M31.00S,2026-02-20T02:07:29.2Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1626157,7.178055190538765,52.450980392156865,1610612752,58,62,2026-02-20T02:10:33Z,3710000,False,-12.0,15.0,1,left,K. Towns running DUNK (10 PTS) (J. Brunson 6 AST),"[1626157, 1628973]",1610612752.0,NYK,running,,,,,,Restricted Area,0-8 Center,1.94,Made,10.0,Towns,K. Towns,J. Brunson,1628973.0,6.0,,,,,,,,,,,,,,,
395,PT09M30.00S,2026-02-20T02:07:33.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612765,58,62,2026-02-20T02:07:33Z,3730000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT09M20.00S,2026-02-20T02:11:25.2Z,3,REGULAR,foul,personal,[],1628384,,,1610612765,58,62,2026-02-20T02:11:39Z,3740000,False,,,0,,O. Anunoby personal FOUL (2 PF),"[1628384, 1630194]",1610612752.0,NYK,,,,,,,Mid-Range,16-24 Center,,,,Anunoby,O. Anunoby,,,,,,,,2004.0,,,,2.0,0.0,Reed,1630194.0,,,
398,PT09M15.00S,2026-02-20T02:11:46.8Z,3,REGULAR,3pt,Jump Shot,[],1630595,66.96780551905388,45.83333333333333,1610612765,58,62,2026-02-20T02:11:51Z,3760000,False,-21.0,258.0,1,right,MISS C. Cunningham 25' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,,,,Above the Break 3,24+ Center,25.88,Missed,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
399,PT09M10.00S,2026-02-20T02:11:51.8Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612752,58,62,2026-02-20T02:11:51Z,3770000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,Bridges,M. Bridges,,,,398.0,2.0,2.0,0.0,,,,,,,,,,,
400,PT08M56.00S,2026-02-20T02:12:04.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,9.937582128777924,50.49019607843137,1610612752,58,62,2026-02-20T02:12:07Z,3780000,False,-2.0,41.0,1,left,MISS O. Anunoby driving Layup - blocked,"[1628384, 1630194]",1610612752.0,NYK,driving,,,,,,Restricted Area,0-8 Center,4.1,Missed,,Anunoby,O. Anunoby,,,,,,,,,,Reed,1630194.0,,,,,,,
401,PT08M56.00S,2026-02-20T02:12:04.7Z,3,REGULAR,block,,[],1630194,,,1610612752,58,62,2026-02-20T02:12:06Z,3790000,False,,,0,,P. Reed BLOCK (1 BLK),[1630194],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
402,PT08M54.00S,2026-02-20T02:12:06.7Z,3,REGULAR,rebound,offensive,[],1626157,,,1610612752,58,62,2026-02-20T02:12:07Z,3800000,False,,,0,,K. Towns REBOUND (Off:3 Def:4),[1626157],1610612752.0,NYK,,,,,,,Restricted Area,0-8 Center,,,,Towns,K. Towns,,,,400.0,7.0,4.0,3.0,,,,,,,,,,,
403,PT08M54.00S,2026-02-20T02:12:07.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,6.1268068331143235,49.26470588235294,1610612752,60,62,2026-02-20T02:12:10Z,3810000,False,4.0,5.0,1,left,K. Towns putback Layup (12 PTS),[1626157],1610612752.0,NYK,putback,,,,,,Restricted Area,0-8 Center,0.63,Made,12.0,Towns,K. Towns,,,,,,,,,,,,,,,,,,
404,PT08M42.00S,2026-02-20T02:12:19.4Z,3,REGULAR,turnover,bad pass,[],202699,,,1610612765,60,62,2026-02-20T02:12:25Z,3820000,False,,,0,,T. Harris bad pass TURNOVER (1 TO),"[202699, 1628969]",1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,Harris,T. Harris,,,,,,,,,1.0,,,,,,,Bridges,1628969.0,
405,PT08M42.00S,2026-02-20T02:12:19.4Z,3,REGULAR,steal,,[],1628969,,,1610612752,60,62,2026-02-20T02:12:20Z,3830000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Center,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
406,PT08M38.00S,2026-02-20T02:12:24.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,5.601182654402102,50.49019607843137,1610612752,60,62,2026-02-20T02:12:28Z,3840000,False,-2.0,0.0,1,left,MISS O. Anunoby running alley-oop Layup,[1628384],1610612752.0,NYK,running alley-oop,,,,,,Restricted Area,0-8 Center,0.25,Missed,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
407,PT08M36.00S,2026-02-20T02:12:26.1Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,60,62,2026-02-20T02:12:28Z,3850000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:3),[1630595],1610612765.0,DET,,,,,,,Restricted Area,0-8 Center,,,,Cunningham,C. Cunningham,,,,406.0,4.0,3.0,1.0,,,,,,,,,,,
408,PT08M32.00S,2026-02-20T02:12:29.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,80.6340341655716,92.15686274509804,1610612765,60,65,2026-02-20T02:12:33Z,3860000,False,211.0,130.0,1,right,D. Robinson 24' 3PT running (6 PTS) (C. Cunningham 6 AST),"[1629130, 1630595]",1610612765.0,DET,running,,,,,,Above the Break 3,24+ Right Center,24.74,Made,6.0,Robinson,D. Robinson,C. Cunningham,1630595.0,6.0,,,,,,,,,,,,,,,
410,PT08M09.00S,2026-02-20T02:12:57.1Z,3,REGULAR,foul,personal,[],1630194,,,1610612752,60,65,2026-02-20T02:13:15Z,3880000,False,,,0,,P. Reed personal FOUL (4 PF),"[1630194, 1626157]",1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Reed,P. Reed,,,,,,,,2004.0,,,,4.0,0.0,Towns,1626157.0,,,
412,PT08M09.00S,2026-02-20T02:12:57.2Z,3,REGULAR,substitution,out,[],1630194,,,1610612752,60,65,2026-02-20T02:13:21Z,3900000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,,,,,,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,
413,PT08M09.00S,2026-02-20T02:12:57.2Z,3,REGULAR,substitution,in,[],1642449,,,1610612752,60,65,2026-02-20T02:13:21Z,3910000,False,,,0,,SUB in: T. Smith,[1642449],1610612765.0,DET,,,,,,,,,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,
414,PT08M02.00S,2026-02-20T02:13:39.3Z,3,REGULAR,3pt,Jump Shot,[],1626157,31.750985545335087,44.11764705882353,1610612752,60,65,2026-02-20T02:14:45Z,3920000,False,29.0,246.0,1,left,MISS K. Towns 24' step back 3PT,[1626157],1610612752.0,NYK,step back,,,,,,Above the Break 3,24+ Center,24.78,Missed,,Towns,K. Towns,,,,,,,,,,,,,,,,,,
415,PT07M58.00S,2026-02-20T02:13:43.3Z,3,REGULAR,rebound,defensive,[],202699,,,1610612765,60,65,2026-02-20T02:13:43Z,3930000,False,,,0,,T. Harris REBOUND (Off:0 Def:7),[202699],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,Harris,T. Harris,,,,414.0,7.0,7.0,0.0,,,,,,,,,,,
416,PT07M54.00S,2026-02-20T02:13:48.4Z,3,REGULAR,turnover,out-of-bounds,[],1630595,,,1610612765,60,65,2026-02-20T02:13:54Z,3940000,False,,,0,,C. Cunningham lost ball out-of-bounds TURNOVER (3 TO),[1630595],1610612765.0,DET,lost ball,,,,,,Mid-Range,16-24 Left,,,,Cunningham,C. Cunningham,,,,,,,,2004.0,3.0,,,,,,,,,
417,PT07M47.00S,2026-02-20T02:13:59.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,16.376478318002626,96.32352941176471,1610612752,60,65,2026-02-20T02:15:33Z,3950000,False,-232.0,101.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612752.0,NYK,,,,,,,Above the Break 3,24+ Left Center,25.28,Missed,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
418,PT07M43.00S,2026-02-20T02:14:03.8Z,3,REGULAR,rebound,defensive,[],202699,,,1610612765,60,65,2026-02-20T02:14:04Z,3960000,False,,,0,,T. Harris REBOUND (Off:0 Def:8),[202699],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,,Harris,T. Harris,,,,417.0,8.0,8.0,0.0,,,,,,,,,,,
419,PT07M36.00S,2026-02-20T02:14:09.7Z,3,REGULAR,3pt,Jump Shot,[],1629130,96.27135348226018,97.05882352941177,1610612765,60,68,2026-02-20T02:14:12Z,3970000,False,235.0,-17.0,1,right,D. Robinson 3PT  (9 PTS) (C. Cunningham 7 AST),"[1629130, 1630595]",1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,23.59,Made,9.0,Robinson,D. Robinson,C. Cunningham,1630595.0,7.0,,,,,,,,,,,,,,,
421,PT07M30.00S,2026-02-20T02:14:17.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642449,,,1610612752,60,68,2026-02-20T02:14:29Z,3990000,False,,,0,,T. Smith shooting personal FOUL (4 PF) (Towns 2 FT),"[1642449, 1626157]",1610612765.0,DET,shooting,,,,,,Restricted Area,0-8 Center,,,,Smith,T. Smith,,,,,,,,1627539.0,,,,4.0,0.0,Towns,1626157.0,,,
423,PT07M30.00S,2026-02-20T02:14:50.6Z,3,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,61,68,2026-02-20T02:14:50Z,4010000,False,,,0,,K. Towns Free Throw 1 of 2 (13 PTS),[1626157],1610612752.0,NYK,,,,,,,,,,Made,13.0,Towns,K. Towns,,,,,,,,,,,,,,,,,,
424,PT07M30.00S,2026-02-20T02:15:12.7Z,3,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,62,68,2026-02-20T02:15:12Z,4020000,False,,,0,,K. Towns Free Throw 2 of 2 (14 PTS),[1626157],1610612752.0,NYK,,,,,,,,,,Made,14.0,Towns,K. Towns,,,,,,,,,,,,,,,,,,
425,PT07M14.00S,2026-02-20T02:15:30.3Z,3,REGULAR,3pt,Jump Shot,[],1629130,95.22010512483574,94.85294117647058,1610612765,62,68,2026-02-20T02:15:35Z,4030000,False,224.0,-8.0,1,right,MISS D. Robinson 3PT,[1629130],1610612765.0,DET,,,,,,,Right Corner 3,24+ Right,22.44,Missed,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,
426,PT07M10.00S,2026-02-20T02:15:34.3Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612752,62,68,2026-02-20T02:15:35Z,4040000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612752.0,NYK,,,,,,,Right Corner 3,24+ Right,,,,Bridges,M. Bridges,,,,425.0,3.0,3.0,0.0,,,,,,,,,,,
427,PT06M55.00S,2026-02-20T02:15:49.4Z,3,REGULAR,2pt,Jump Shot,[],1628973,21.50131406044678,19.362745098039216,1610612752,64,68,2026-02-20T02:15:52Z,4050000,False,153.0,150.0,1,left,J. Brunson 21' step back Jump Shot (15 PTS),[1628973],1610612752.0,NYK,step back,,,,,,Mid-Range,16-24 Right Center,21.41,Made,15.0,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,
428,PT06M38.00S,2026-02-20T02:16:12.3Z,3,REGULAR,foul,personal,[],1628384,,,1610612765,64,68,2026-02-20T02:16:23Z,4060000,False,,,0,,O. Anunoby personal FOUL (3 PF),"[1628384, 1642449]",1610612752.0,NYK,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Anunoby,O. Anunoby,,,,,,,,1627539.0,,,,3.0,0.0,Smith,1642449.0,,,
431,PT06M34.00S,2026-02-20T02:18:44.7Z,3,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612765,64,68,2026-02-20T02:18:49Z,4090000,False,,,0,,J. Brunson shooting personal FOUL (3 PF) (Thompson 2 FT),"[1628973, 1641709]",1610612752.0,NYK,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Brunson,J. Brunson,,,,,,,,1155.0,,,,3.0,0.0,Thompson,1641709.0,,,
433,PT06M34.00S,2026-02-20T02:19:07.6Z,3,REGULAR,freethrow,1 of 2,[],1641709,,,1610612765,64,69,2026-02-20T02:19:07Z,4110000,False,,,0,,A. Thompson Free Throw 1 of 2 (7 PTS),[1641709],1610612765.0,DET,,,,,,,,,,Made,7.0,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
434,PT06M34.00S,2026-02-20T02:19:27.7Z,3,REGULAR,freethrow,2 of 2,[],1641709,,,1610612765,64,70,2026-02-20T02:19:27Z,4120000,False,,,0,,A. Thompson Free Throw 2 of 2 (8 PTS),[1641709],1610612765.0,DET,,,,,,,,,,Made,8.0,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
435,PT06M22.00S,2026-02-20T02:19:42.7Z,3,REGULAR,3pt,Jump Shot,[],1628384,4.28712220762155,96.07843137254902,1610612752,64,70,2026-02-20T02:19:45Z,4130000,False,-230.0,-12.0,1,left,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,,,,Left Corner 3,24+ Left,23.07,Missed,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,
436,PT06M20.00S,2026-02-20T02:19:44.7Z,3,REGULAR,rebound,defensive,[],1641709,,,1610612765,64,70,2026-02-20T02:19:45Z,4140000,False,,,0,,A. Thompson REBOUND (Off:0 Def:3),[1641709],1610612765.0,DET,,,,,,,Left Corner 3,24+ Left,,,,Thompson,A. Thompson,,,,435.0,3.0,3.0,0.0,,,,,,,,,,,
