actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
170,PT09M08.00S,2024-01-11T00:40:46.0Z,2,REGULAR,3pt,Jump Shot,[],1630183,25.57490144546649,85.29411764705883,1610612750,38,34,2024-01-11T00:50:49Z,1680000,False,-176.0,188.0,1,left,MISS J. McDaniels 25' pullup 3PT,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,25.78,Missed,,,,,,,,,,,,
171,PT09M05.00S,2024-01-11T00:40:49.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,38,34,2024-01-11T00:40:51Z,1690000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,170.0,3.0,3.0,0.0,,,,,,,,
172,PT09M02.00S,2024-01-11T00:40:51.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201950,93.24901445466492,49.754901960784316,1610612738,40,34,2024-01-11T00:40:57Z,1700000,False,-1.0,11.0,1,right,J. Holiday running Layup (4 PTS) (J. Tatum 1 AST),"[201950, 1628369]",1610612738.0,BOS,running,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,1.11,Made,,,,,4.0,J. Tatum,1628369.0,1.0,,,,
174,PT08M47.00S,2024-01-11T00:41:06.7Z,2,REGULAR,2pt,Layup,[],1629675,12.171484888304862,70.58823529411765,1610612750,40,34,2024-01-11T00:51:03Z,1720000,False,-103.0,62.0,1,left,MISS N. Reid 12' Layup - blocked,"[1629675, 1628436]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,,,,,,,12.01,Missed,,,,,,,,,,,Kornet,1628436.0
175,PT08M47.00S,2024-01-11T00:41:06.7Z,2,REGULAR,block,,[],1628436,,,1610612750,40,34,2024-01-11T00:41:08Z,1730000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
176,PT08M44.00S,2024-01-11T00:41:09.7Z,2,REGULAR,rebound,offensive,[],1629675,,,1610612750,40,34,2024-01-11T00:41:12Z,1740000,False,,,0,,N. Reid REBOUND (Off:3 Def:3),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,,,,,,,,,174.0,6.0,3.0,3.0,,,,,,,,
177,PT08M43.00S,2024-01-11T00:41:10.9Z,2,REGULAR,turnover,bad pass,[],1629675,,,1610612750,40,34,2024-01-11T00:41:15Z,1750000,False,,,0,,N. Reid bad pass TURNOVER (1 TO),"[1629675, 201950]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Mid-Range,8-16 Left,,1.0,,,,,,,,,,,,,,,Holiday,201950.0,,
178,PT08M43.00S,2024-01-11T00:41:10.9Z,2,REGULAR,steal,,[],201950,,,1610612738,40,34,2024-01-11T00:41:12Z,1760000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
179,PT08M30.00S,2024-01-11T00:41:24.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,66.96780551905388,45.83333333333333,1610612738,43,34,2024-01-11T00:41:29Z,1770000,False,-21.0,258.0,1,right,J. Tatum 25' 3PT pullup (8 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,25.88,Made,,,,,8.0,,,,,,,
180,PT08M29.00S,2024-01-11T00:41:31.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,43,34,2024-01-11T00:41:31Z,1780000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M29.00S,2024-01-11T00:44:00.2Z,2,REGULAR,substitution,out,[],1630573,,,1610612750,43,34,2024-01-11T00:44:14Z,1790000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M29.00S,2024-01-11T00:44:00.2Z,2,REGULAR,substitution,out,[],1628436,,,1610612750,43,34,2024-01-11T00:44:14Z,1800000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M29.00S,2024-01-11T00:44:00.2Z,2,REGULAR,substitution,out,[],1629162,,,1610612750,43,34,2024-01-11T00:44:14Z,1810000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M29.00S,2024-01-11T00:44:00.2Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,43,34,2024-01-11T00:44:14Z,1820000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M29.00S,2024-01-11T00:44:00.2Z,2,REGULAR,substitution,out,[],1628972,,,1610612750,43,34,2024-01-11T00:44:14Z,1830000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612750.0,MIN,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M29.00S,2024-01-11T00:44:00.2Z,2,REGULAR,substitution,in,[],1629052,,,1610612750,43,34,2024-01-11T00:44:14Z,1840000,False,,,0,,SUB in: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M29.00S,2024-01-11T00:44:00.2Z,2,REGULAR,substitution,in,[],201143,,,1610612750,43,34,2024-01-11T00:44:14Z,1850000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M29.00S,2024-01-11T00:44:00.2Z,2,REGULAR,substitution,in,[],203937,,,1610612750,43,34,2024-01-11T00:44:14Z,1860000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M29.00S,2024-01-11T00:44:00.2Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,43,34,2024-01-11T00:44:14Z,1870000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M29.00S,2024-01-11T00:44:00.2Z,2,REGULAR,substitution,in,[],1629638,,,1610612750,43,34,2024-01-11T00:44:14Z,1880000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M18.00S,2024-01-11T00:44:37.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,17.296320630749015,65.19607843137256,1610612750,43,34,2024-01-11T00:44:45Z,1890000,False,-76.0,110.0,1,left,MISS K. Towns 13' turnaround Hook,[1626157],1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,13.38,Missed,,,,,,,,,,,,
192,PT08M14.00S,2024-01-11T00:44:41.7Z,2,REGULAR,rebound,offensive,[],203937,,,1610612750,43,34,2024-01-11T00:44:53Z,1900000,False,,,0,,K. Anderson REBOUND (Off:2 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,191.0,3.0,1.0,2.0,,,,,,,,
193,PT08M14.00S,2024-01-11T00:44:42.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203937,5.590000152587891,50.0,1610612750,43,36,2024-01-11T00:45:11Z,1910000,False,0.0,0.0,1,left,K. Anderson tip Layup (6 PTS),[203937],1610612750.0,MIN,tip,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,,,0.0,Made,,,,,6.0,,,,,,,
194,PT07M56.00S,2024-01-11T00:44:58.7Z,2,REGULAR,3pt,Jump Shot,[],201950,71.96123521681997,79.16666666666666,1610612738,43,36,2024-01-11T00:51:25Z,1920000,False,146.0,211.0,1,right,MISS J. Holiday 25' step back 3PT,[201950],1610612738.0,BOS,step back,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,25.66,Missed,,,,,,,,,,,,
195,PT07M54.00S,2024-01-11T00:45:00.7Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,43,36,2024-01-11T00:45:03Z,1930000,False,,,0,,K. Towns REBOUND (Off:1 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,,,194.0,5.0,4.0,1.0,,,,,,,,
196,PT07M45.00S,2024-01-11T00:45:09.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630162,7.5722733245729295,51.225490196078425,1610612750,43,38,2024-01-11T00:45:16Z,1940000,False,-6.0,19.0,1,left,A. Edwards cutting DUNK (6 PTS) (K. Towns 2 AST),"[1630162, 1626157]",1610612750.0,MIN,cutting,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,1.97,Made,,,,,6.0,K. Towns,1626157.0,2.0,,,,
198,PT07M28.00S,2024-01-11T00:45:26.2Z,2,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612738,43,38,2024-01-11T00:45:35Z,1960000,False,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Tatum 2 FT),"[1630183, 1628369]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,1155.0,,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,
200,PT07M28.00S,2024-01-11T00:45:53.8Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,44,38,2024-01-11T00:45:53Z,1980000,False,,,0,,J. Tatum Free Throw 1 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,9.0,,,,,,,
201,PT07M28.00S,2024-01-11T00:46:07.9Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,45,38,2024-01-11T00:46:07Z,1990000,False,,,0,,J. Tatum Free Throw 2 of 2 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,Made,,,,,10.0,,,,,,,
202,PT07M14.00S,2024-01-11T00:46:25.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,17.16491458607096,37.5,1610612750,45,38,2024-01-11T00:46:30Z,2000000,False,62.0,109.0,1,left,MISS A. Edwards 12' driving floating Shot,[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,12.56,Missed,,,,,,,,,,,,
203,PT07M12.00S,2024-01-11T00:46:27.2Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612738,45,38,2024-01-11T00:46:30Z,2010000,False,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,202.0,1.0,1.0,0.0,,,,,,,,
204,PT07M00.00S,2024-01-11T00:46:39.2Z,2,REGULAR,3pt,Jump Shot,[],201143,81.68528252299606,2.941176470588235,1610612738,45,38,2024-01-11T00:46:48Z,2020000,False,-235.0,120.0,1,right,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,,,,,26.4,Missed,,,,,,,,,,,,
205,PT06M58.00S,2024-01-11T00:46:41.2Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,45,38,2024-01-11T00:46:48Z,2030000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,204.0,2.0,2.0,0.0,,,,,,,,
206,PT06M51.00S,2024-01-11T00:46:50.6Z,2,REGULAR,foul,personal,[],1629052,,,1610612750,45,38,2024-01-11T00:47:50Z,2040000,False,,,0,,O. Brissett double personal FOUL (1 PF),"[1629052, 1626157]",1610612738.0,BOS,double,,,Brissett,O. Brissett,,,,,In The Paint (Non-RA),8-16 Center,2004.0,,1.0,0.0,Towns,1626157.0,,,,,,,,,,,,,,
208,PT06M51.00S,2024-01-11T00:46:50.6Z,2,REGULAR,foul,personal,[],1626157,,,1610612750,45,38,2024-01-11T00:47:40Z,2060000,False,,,0,,K. Towns double personal FOUL (1 PF),"[1626157, 1629052]",1610612750.0,MIN,double,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,2004.0,,1.0,0.0,Brissett,1629052.0,,,,,,,,,,,,,,
210,PT06M51.00S,2024-01-11T00:47:46.2Z,2,REGULAR,substitution,out,[],1630202,,,1610612750,45,38,2024-01-11T00:47:48Z,2080000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M51.00S,2024-01-11T00:47:46.2Z,2,REGULAR,substitution,in,[],1627759,,,1610612750,45,38,2024-01-11T00:47:48Z,2090000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M47.00S,2024-01-11T00:48:09.3Z,2,REGULAR,jumpball,recovered,[],203937,,,1610612750,45,38,2024-01-11T00:48:09Z,2100000,False,,,0,,Jump Ball K. Towns vs. A. Horford: Tip to K. Anderson,"[203937, 1626157, 201143]",1610612750.0,MIN,doublefoul,K. Anderson,203937.0,Anderson,K. Anderson,Towns,1626157.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,,
215,PT06M34.00S,2024-01-11T00:48:21.8Z,2,REGULAR,3pt,Jump Shot,[],1626157,24.78646517739816,88.23529411764706,1610612750,45,38,2024-01-11T00:48:30Z,2130000,False,-191.0,180.0,1,left,MISS K. Towns 26' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,26.29,Missed,,,,,,,,,,,,
216,PT06M32.00S,2024-01-11T00:48:23.8Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612738,45,38,2024-01-11T00:48:49Z,2140000,False,,,0,,O. Brissett REBOUND (Off:0 Def:2),[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Left Center,,,,,,,,,215.0,2.0,2.0,0.0,,,,,,,,
217,PT06M21.00S,2024-01-11T00:48:38.1Z,2,REGULAR,foul,personal,[],1630183,,,1610612738,45,38,2024-01-11T00:48:45Z,2150000,False,,,0,,J. McDaniels personal FOUL (3 PF),"[1630183, 1629052]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,1628484.0,,3.0,0.0,Brissett,1629052.0,,,,,,,,,,,,,,
219,PT06M12.00S,2024-01-11T00:49:04.7Z,2,REGULAR,2pt,Jump Shot,[],1628369,84.97043363994744,78.18627450980392,1610612738,45,38,2024-01-11T00:49:09Z,2170000,False,141.0,89.0,1,right,MISS J. Tatum 16' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right,,,,,,,16.65,Missed,,,,,,,,,,,,
220,PT06M09.00S,2024-01-11T00:49:07.7Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,45,38,2024-01-11T00:49:09Z,2180000,False,,,0,,K. Towns REBOUND (Off:1 Def:5),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Right,,,,,,,,,219.0,6.0,5.0,1.0,,,,,,,,
221,PT05M53.00S,2024-01-11T00:49:23.3Z,2,REGULAR,3pt,Jump Shot,[],1630183,28.07161629434954,17.401960784313726,1610612750,45,38,2024-01-11T00:49:28Z,2190000,False,163.0,211.0,1,left,MISS J. McDaniels 26' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,26.69,Missed,,,,,,,,,,,,
222,PT05M50.00S,2024-01-11T00:49:26.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,45,38,2024-01-11T00:49:36Z,2200000,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,221.0,2.0,2.0,0.0,,,,,,,,
223,PT05M45.00S,2024-01-11T00:49:35.8Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,45,38,2024-01-11T00:55:28Z,2210000,False,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1626157]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,Towns,1626157.0,,
224,PT05M45.00S,2024-01-11T00:49:35.8Z,2,REGULAR,steal,,[],1626157,,,1610612750,45,38,2024-01-11T00:55:17Z,2220000,False,,,0,,K. Towns STEAL (1 STL),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
225,PT05M36.00S,2024-01-11T00:49:40.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630162,7.30946123521682,50.49019607843137,1610612750,45,40,2024-01-11T00:49:46Z,2230000,False,-2.0,16.0,1,left,A. Edwards running DUNK (8 PTS) (K. Anderson 4 AST),"[1630162, 203937]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,1.64,Made,,,,,8.0,K. Anderson,203937.0,4.0,,,,
226,PT05M36.00S,2024-01-11T00:49:44.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,45,40,2024-01-11T00:49:44Z,2240000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M36.00S,2024-01-11T00:52:07.9Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,45,40,2024-01-11T00:52:26Z,2250000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT05M36.00S,2024-01-11T00:52:07.9Z,2,REGULAR,substitution,out,[],1630183,,,1610612738,45,40,2024-01-11T00:52:26Z,2260000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M36.00S,2024-01-11T00:52:07.9Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,45,40,2024-01-11T00:52:26Z,2270000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT05M36.00S,2024-01-11T00:52:07.9Z,2,REGULAR,substitution,in,[],1629675,,,1610612738,45,40,2024-01-11T00:52:26Z,2280000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M23.00S,2024-01-11T00:52:50.6Z,2,REGULAR,3pt,Jump Shot,[],1628401,69.20170827858082,22.54901960784314,1610612738,45,40,2024-01-11T00:52:55Z,2290000,False,-137.0,237.0,1,right,MISS D. White 27' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,27.39,Missed,,,,,,,,,,,,
233,PT05M19.00S,2024-01-11T00:52:54.6Z,2,REGULAR,rebound,defensive,[],203937,,,1610612750,45,40,2024-01-11T00:52:55Z,2300000,False,,,0,,K. Anderson REBOUND (Off:2 Def:2),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,232.0,4.0,2.0,2.0,,,,,,,,
234,PT05M08.00S,2024-01-11T00:53:05.8Z,2,REGULAR,3pt,Jump Shot,[],1626157,31.750985545335087,30.392156862745097,1610612750,45,40,2024-01-11T00:53:34Z,2310000,False,98.0,246.0,1,left,MISS K. Towns 26' pullup 3PT,[1626157],1610612750.0,MIN,pullup,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,26.48,Missed,,,,,,,,,,,,
235,PT05M04.00S,2024-01-11T00:53:09.8Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,45,40,2024-01-11T00:53:11Z,2320000,False,,,0,,D. White REBOUND (Off:0 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,,,234.0,4.0,4.0,0.0,,,,,,,,
236,PT04M54.00S,2024-01-11T00:53:20.0Z,2,REGULAR,foul,offensive,[],201143,,,1610612738,45,40,2024-01-11T00:53:44Z,2330000,False,,,0,,A. Horford offensive FOUL (1 PF),"[201143, 203937]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Center,1628484.0,,1.0,0.0,Anderson,203937.0,,,,,,,,,,,,,,
238,PT04M54.00S,2024-01-11T00:53:20.0Z,2,REGULAR,turnover,offensive foul,[],201143,,,1610612738,45,40,2024-01-11T00:53:44Z,2350000,False,,,0,,A. Horford offensive foul TURNOVER (1 TO),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Center,1628484.0,1.0,,,,,,,,,,,,,,,,,,
240,PT04M31.00S,2024-01-11T00:54:15.1Z,2,REGULAR,foul,personal,['2freethrow'],201143,,,1610612750,45,40,2024-01-11T00:54:26Z,2370000,False,,,0,,A. Horford shooting personal FOUL (2 PF) (Anderson 2 FT),"[201143, 203937]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Left,2004.0,,2.0,0.0,Anderson,203937.0,,,,,,,,,,,,,,
242,PT04M31.00S,2024-01-11T00:54:48.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203937,,,1610612750,45,41,2024-01-11T00:54:48Z,2390000,False,,,0,,K. Anderson Free Throw 1 of 2 (7 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,Made,,,,,7.0,,,,,,,
243,PT04M31.00S,2024-01-11T00:55:06.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203937,,,1610612750,45,42,2024-01-11T00:55:06Z,2400000,False,,,0,,K. Anderson Free Throw 2 of 2 (8 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,Made,,,,,8.0,,,,,,,
245,PT04M08.00S,2024-01-11T00:55:51.2Z,2,REGULAR,3pt,Jump Shot,[],201950,70.64717477003943,25.245098039215684,1610612738,45,42,2024-01-11T00:55:56Z,2420000,False,-124.0,223.0,1,right,MISS J. Holiday 25' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,,,,,,,25.54,Missed,,,,,,,,,,,,
246,PT04M05.00S,2024-01-11T00:55:54.2Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,45,42,2024-01-11T00:55:56Z,2430000,False,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,245.0,3.0,3.0,0.0,,,,,,,,
247,PT03M57.00S,2024-01-11T00:56:02.5Z,2,REGULAR,2pt,Jump Shot,[],1630162,23.127463863337713,34.034160539215684,1610612750,45,42,2024-01-11T00:56:10Z,2440000,False,80.0,165.0,1,left,MISS A. Edwards 18' fadeaway Shot,[1630162],1610612750.0,MIN,fadeaway,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,,,,,,,18.32,Missed,,,,,,,,,,,,
248,PT03M54.00S,2024-01-11T00:56:05.5Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,45,42,2024-01-11T00:56:10Z,2450000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Right Center,,,,,,,,,247.0,3.0,3.0,0.0,,,,,,,,
249,PT03M40.00S,2024-01-11T00:56:18.4Z,2,REGULAR,3pt,Jump Shot,[],201143,87.46714848883047,3.6764705882352944,1610612738,45,42,2024-01-11T00:56:22Z,2460000,False,-232.0,65.0,1,right,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,,,,,24.06,Missed,,,,,,,,,,,,
250,PT03M38.00S,2024-01-11T00:56:20.4Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,45,42,2024-01-11T00:56:22Z,2470000,False,,,0,,A. Edwards REBOUND (Off:0 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Left Corner 3,24+ Left,,,,,,,,,249.0,4.0,4.0,0.0,,,,,,,,
251,PT03M22.00S,2024-01-11T00:56:36.6Z,2,REGULAR,2pt,Jump Shot,[],1630162,19.136005256241788,73.77450980392157,1610612750,45,44,2024-01-11T00:56:43Z,2480000,False,-119.0,127.0,1,left,A. Edwards 17' pullup bank Jump Shot (10 PTS),[1630162],1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,,17.43,Made,,,,,10.0,,,,,,,
252,PT03M05.00S,2024-01-11T00:56:55.9Z,2,REGULAR,foul,personal,['2freethrow'],1629638,,,1610612738,45,44,2024-01-11T00:57:08Z,2490000,False,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (White 2 FT),"[1629638, 1628401]",1610612750.0,MIN,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,1628484.0,,2.0,0.0,White,1628401.0,,,,,,,,,,,,,,
254,PT03M05.00S,2024-01-11T00:57:27.4Z,2,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,46,44,2024-01-11T00:57:27Z,2510000,False,,,0,,D. White Free Throw 1 of 2 (3 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,
255,PT03M05.00S,2024-01-11T00:57:29.8Z,2,REGULAR,substitution,out,[],1629052,,,1610612738,46,44,2024-01-11T00:57:37Z,2520000,False,,,0,,SUB out: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
