actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
600,PT05M08.00S,2024-04-04T01:48:31.5Z,4,REGULAR,rebound,defensive,[],203488,,,1610612760,118,94,2024-04-04T01:48:34Z,5880000,False,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612760.0,OKC,,,,,,,Right Corner 3,24+ Right,,,Muscala,M. Muscala,599.0,1.0,1.0,0.0,,,,,,,,,,,,,,
601,PT04M59.00S,2024-04-04T01:48:40.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630598,92.06636005256242,57.107843137254896,1610612760,118,94,2024-04-04T01:48:49Z,5890000,False,36.0,22.0,1,right,MISS A. Wiggins driving DUNK - blocked,"[1630598, 204001]",1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,4.18,Missed,Wiggins,A. Wiggins,,,,,,,,,,,Porzingis,204001.0,,,,,,
602,PT04M59.00S,2024-04-04T01:48:40.3Z,4,REGULAR,block,,[],204001,,,1610612760,118,94,2024-04-04T01:48:42Z,5900000,False,,,0,,K. Porzingis BLOCK (5 BLK),[204001],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
603,PT04M58.00S,2024-04-04T01:48:41.3Z,4,REGULAR,rebound,defensive,[],204001,,,1610612738,118,94,2024-04-04T01:48:49Z,5910000,False,,,0,,K. Porzingis REBOUND (Off:3 Def:9),[204001],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Porzingis,K. Porzingis,601.0,12.0,9.0,3.0,,,,,,,,,,,,,,
604,PT04M53.00S,2024-04-04T01:48:46.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,29.38567674113009,21.813725490196077,1610612738,121,94,2024-04-04T01:50:11Z,5920000,False,141.0,224.0,1,left,J. Brown 26' 3PT running (21 PTS) (J. Holiday 4 AST),"[1627759, 201950]",1610612738.0,BOS,running,,,,,,Above the Break 3,24+ Right Center,26.44,Made,Brown,J. Brown,,,,,,,,,,21.0,,,,J. Holiday,201950.0,4.0,,
606,PT04M37.00S,2024-04-04T01:49:03.9Z,4,REGULAR,3pt,Jump Shot,[],1629026,68.67608409986859,24.754901960784316,1610612760,121,94,2024-04-04T01:49:12Z,5940000,False,-126.0,242.0,1,right,MISS K. Williams 27' 3PT,[1629026],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,27.28,Missed,Williams,K. Williams,,,,,,,,,,,,,,,,,,
607,PT04M35.00S,2024-04-04T01:49:05.9Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,121,94,2024-04-04T01:49:12Z,5950000,False,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,Brown,J. Brown,606.0,7.0,6.0,1.0,,,,,,,,,,,,,,
608,PT04M27.00S,2024-04-04T01:49:12.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,29.6484888304862,81.37254901960785,1610612738,121,94,2024-04-04T01:53:07Z,5960000,False,-157.0,226.0,1,left,MISS J. Brown 27' step back 3PT,[1627759],1610612738.0,BOS,step back,,,,,,Above the Break 3,24+ Left Center,27.53,Missed,Brown,J. Brown,,,,,,,,,,,,,,,,,,
609,PT04M26.00S,2024-04-04T01:49:13.1Z,4,REGULAR,rebound,defensive,[],1630322,,,1610612760,121,94,2024-04-04T01:49:24Z,5970000,False,,,0,,L. Waters III REBOUND (Off:0 Def:1),[1630322],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Left Center,,,Waters III,L. Waters III,608.0,1.0,1.0,0.0,,,,,,,,,,,,,,
610,PT04M07.00S,2024-04-04T01:49:32.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203488,93.24901445466492,48.77450980392157,1610612760,121,96,2024-04-04T01:49:36Z,5980000,False,-6.0,11.0,1,right,M. Muscala driving Layup (2 PTS) (L. Waters III 1 AST),"[203488, 1630322]",1610612760.0,OKC,driving,,,,,,Restricted Area,0-8 Center,1.26,Made,Muscala,M. Muscala,,,,,,,,,,2.0,,,,L. Waters III,1630322.0,1.0,,
612,PT03M35.00S,2024-04-04T01:50:09.4Z,4,REGULAR,foul,personal,['3freethrow'],1629026,,,1610612738,121,96,2024-04-04T01:50:40Z,6000000,False,,,0,,K. Williams shooting personal FOUL (2 PF) (Brown 3 FT),"[1629026, 1627759]",1610612760.0,OKC,shooting,,,,,,Above the Break 3,24+ Left Center,,,Williams,K. Williams,,,,,1627963.0,2.0,0.0,Brown,1627759.0,,,,,,,,,
614,PT03M35.00S,2024-04-04T01:50:55.3Z,4,REGULAR,freethrow,1 of 3,[],1627759,,,1610612738,121,96,2024-04-04T01:50:55Z,6020000,False,,,0,,MISS J. Brown Free Throw 1 of 3,[1627759],1610612738.0,BOS,,,,,,,,,,Missed,Brown,J. Brown,,,,,,,,,,,,,,,,,,
615,PT03M35.00S,2024-04-04T01:50:55.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,121,96,2024-04-04T01:50:55Z,6030000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,614.0,,,,,,,,,,,,,,,,,
617,PT03M35.00S,2024-04-04T01:51:12.5Z,4,REGULAR,freethrow,2 of 3,[],1627759,,,1610612738,122,96,2024-04-04T01:51:12Z,6040000,False,,,0,,J. Brown Free Throw 2 of 3 (22 PTS),[1627759],1610612738.0,BOS,,,,,,,,,,Made,Brown,J. Brown,,,,,,,,,,22.0,,,,,,,,
618,PT03M35.00S,2024-04-04T01:51:13.5Z,4,REGULAR,substitution,out,[],201950,,,1610612738,122,96,2024-04-04T01:51:22Z,6050000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
619,PT03M35.00S,2024-04-04T01:51:13.5Z,4,REGULAR,substitution,out,[],204001,,,1610612738,122,96,2024-04-04T01:51:22Z,6060000,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
620,PT03M35.00S,2024-04-04T01:51:13.5Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,122,96,2024-04-04T01:51:22Z,6070000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,
621,PT03M35.00S,2024-04-04T01:51:13.5Z,4,REGULAR,substitution,out,[],1629026,,,1610612738,122,96,2024-04-04T01:51:22Z,6080000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,,,,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,
622,PT03M35.00S,2024-04-04T01:51:13.5Z,4,REGULAR,substitution,in,[],1630573,,,1610612738,122,96,2024-04-04T01:51:22Z,6090000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
623,PT03M35.00S,2024-04-04T01:51:13.5Z,4,REGULAR,substitution,in,[],1628436,,,1610612738,122,96,2024-04-04T01:51:22Z,6100000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,,,,,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,
624,PT03M35.00S,2024-04-04T01:51:13.5Z,4,REGULAR,substitution,in,[],1629004,,,1610612738,122,96,2024-04-04T01:51:22Z,6110000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612738.0,BOS,,,,,,,,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,
625,PT03M35.00S,2024-04-04T01:51:13.5Z,4,REGULAR,substitution,in,[],202687,,,1610612738,122,96,2024-04-04T01:51:22Z,6120000,False,,,0,,SUB in: B. Biyombo,[202687],1610612760.0,OKC,,,,,,,,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,
626,PT03M35.00S,2024-04-04T01:51:39.4Z,4,REGULAR,freethrow,3 of 3,[],1627759,,,1610612738,123,96,2024-04-04T01:51:39Z,6130000,False,,,0,,J. Brown Free Throw 3 of 3 (23 PTS),[1627759],1610612738.0,BOS,,,,,,,,,,Made,Brown,J. Brown,,,,,,,,,,23.0,,,,,,,,
627,PT03M29.00S,2024-04-04T01:51:51.2Z,4,REGULAR,foul,personal,[],1627759,,,1610612760,123,96,2024-04-04T01:51:58Z,6140000,False,,,0,,J. Brown take personal FOUL (4 PF),"[1627759, 202330]",1610612738.0,BOS,take,,,,,,Above the Break 3,24+ Center,,,Brown,J. Brown,,,,,2882.0,4.0,0.0,Hayward,202330.0,,,,,,,,,
629,PT03M29.00S,2024-04-04T01:51:57.6Z,4,REGULAR,substitution,out,[],1627759,,,1610612760,123,96,2024-04-04T01:52:00Z,6160000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
630,PT03M29.00S,2024-04-04T01:51:57.6Z,4,REGULAR,substitution,in,[],1629052,,,1610612760,123,96,2024-04-04T01:52:00Z,6170000,False,,,0,,SUB in: O. Brissett,[1629052],1610612738.0,BOS,,,,,,,,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,
631,PT03M22.00S,2024-04-04T01:52:15.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,91.14651773981603,64.4607843137255,1610612760,123,96,2024-04-04T01:52:22Z,6180000,False,72.0,31.0,1,right,MISS G. Hayward 7' fadeaway Shot,[202330],1610612760.0,OKC,fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,7.85,Missed,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
632,PT03M21.00S,2024-04-04T01:52:16.4Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,123,96,2024-04-04T01:52:22Z,6190000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Pritchard,P. Pritchard,631.0,3.0,2.0,1.0,,,,,,,,,,,,,,
633,PT03M01.00S,2024-04-04T01:52:35.9Z,4,REGULAR,2pt,Jump Shot,[],1630573,9.411957950065702,69.6078431372549,1610612738,125,96,2024-04-04T01:52:39Z,6200000,False,-98.0,36.0,1,left,S. Hauser 10' pullup Jump Shot (8 PTS) (S. Mykhailiuk 1 AST),"[1630573, 1629004]",1610612738.0,BOS,pullup,,,,,,Mid-Range,8-16 Left,10.44,Made,Hauser,S. Hauser,,,,,,,,,,8.0,,,,S. Mykhailiuk,1629004.0,1.0,,
635,PT02M51.00S,2024-04-04T01:52:45.9Z,4,REGULAR,3pt,Jump Shot,[],1630322,66.04796320630749,38.72549019607843,1610612760,125,96,2024-04-04T01:52:51Z,6220000,False,-56.0,267.0,1,right,MISS L. Waters III 27' 3PT,[1630322],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Center,27.25,Missed,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,
636,PT02M50.00S,2024-04-04T01:52:46.9Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,125,96,2024-04-04T01:52:51Z,6230000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:3),[1630202],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Center,,,Pritchard,P. Pritchard,635.0,4.0,3.0,1.0,,,,,,,,,,,,,,
637,PT02M30.00S,2024-04-04T01:53:07.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630573,19.530223390275953,39.46078431372549,1610612738,127,96,2024-04-04T01:53:11Z,6240000,False,53.0,131.0,1,left,S. Hauser 14' fadeaway Jump Shot (10 PTS) (S. Mykhailiuk 2 AST),"[1630573, 1629004]",1610612738.0,BOS,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,14.13,Made,Hauser,S. Hauser,,,,,,,,,,10.0,,,,S. Mykhailiuk,1629004.0,2.0,,
639,PT02M17.00S,2024-04-04T01:53:21.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,91.80354796320631,43.872549019607845,1610612760,127,96,2024-04-04T01:53:28Z,6260000,False,-31.0,25.0,1,right,MISS A. Wiggins driving floating bank Shot,[1630598],1610612760.0,OKC,driving floating bank,,,,,,Restricted Area,0-8 Center,3.92,Missed,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
640,PT02M16.00S,2024-04-04T01:53:22.5Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,127,96,2024-04-04T01:53:28Z,6270000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Kornet,L. Kornet,639.0,1.0,1.0,0.0,,,,,,,,,,,,,,
641,PT02M11.00S,2024-04-04T01:53:27.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630202,10.33180026281209,46.81372549019608,1610612738,127,96,2024-04-04T01:53:33Z,6280000,False,16.0,45.0,1,left,MISS P. Pritchard running Layup - blocked,"[1630202, 203488]",1610612738.0,BOS,running,,,,,,In The Paint (Non-RA),0-8 Center,4.73,Missed,Pritchard,P. Pritchard,,,,,,,,,,,Muscala,203488.0,,,,,,
642,PT02M11.00S,2024-04-04T01:53:27.4Z,4,REGULAR,block,,[],203488,,,1610612738,127,96,2024-04-04T01:53:29Z,6290000,False,,,0,,M. Muscala BLOCK (1 BLK),[203488],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,
643,PT02M11.00S,2024-04-04T01:53:27.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,127,96,2024-04-04T01:53:33Z,6300000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,641.0,,,,,,,,,,,,,,,,,
645,PT02M00.00S,2024-04-04T01:53:56.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,7.703679369250986,49.50980392156863,1610612738,129,96,2024-04-04T01:54:01Z,6320000,False,2.0,20.0,1,left,L. Kornet alley-oop Layup (2 PTS) (P. Pritchard 8 AST),"[1628436, 1630202]",1610612738.0,BOS,alley-oop,,,,,,Restricted Area,0-8 Center,2.01,Made,Kornet,L. Kornet,,,,,,,,,,2.0,,,,P. Pritchard,1630202.0,8.0,,
647,PT01M50.00S,2024-04-04T01:54:10.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202687,87.07293035479631,48.03921568627451,1610612760,129,98,2024-04-04T01:54:15Z,6340000,False,-10.0,69.0,1,right,B. Biyombo 6' Hook (2 PTS) (A. Wiggins 5 AST),"[202687, 1630598]",1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,6.97,Made,Biyombo,B. Biyombo,,,,,,,,,,2.0,,,,A. Wiggins,1630598.0,5.0,,
649,PT01M36.00S,2024-04-04T01:54:26.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,19.92444152431012,36.029411764705884,1610612738,131,98,2024-04-04T01:54:30Z,6360000,False,70.0,135.0,1,left,P. Pritchard 15' pullup Jump Shot (9 PTS),[1630202],1610612738.0,BOS,pullup,,,,,,In The Paint (Non-RA),8-16 Center,15.18,Made,Pritchard,P. Pritchard,,,,,,,,,,9.0,,,,,,,,
650,PT01M24.00S,2024-04-04T01:54:43.5Z,4,REGULAR,turnover,lost ball,[],1630598,,,1610612760,131,98,2024-04-04T01:54:48Z,6370000,False,,,0,,A. Wiggins lost ball TURNOVER (4 TO),"[1630598, 1628436]",1610612760.0,OKC,,,,,,,In The Paint (Non-RA),8-16 Right,,,Wiggins,A. Wiggins,,,,,,,,,,,,,4.0,,,,Kornet,1628436.0
651,PT01M24.00S,2024-04-04T01:54:43.5Z,4,REGULAR,steal,,[],1628436,,,1610612738,131,98,2024-04-04T01:54:48Z,6380000,False,,,0,,L. Kornet STEAL (1 STL),[1628436],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Right,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,
652,PT01M20.00S,2024-04-04T01:54:49.3Z,4,REGULAR,foul,personal,['2freethrow'],1630322,,,1610612738,131,98,2024-04-04T01:54:56Z,6390000,False,,,0,,L. Waters III shooting personal FOUL (1 PF) (Brissett 2 FT),"[1630322, 1629052]",1610612760.0,OKC,shooting,,,,,,Restricted Area,0-8 Center,,,Waters III,L. Waters III,,,,,2534.0,1.0,0.0,Brissett,1629052.0,,,,,,,,,
654,PT01M20.00S,2024-04-04T01:55:11.3Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629052,,,1610612738,132,98,2024-04-04T01:57:32Z,6410000,False,,,0,,O. Brissett Free Throw 1 of 2 (1 PTS),[1629052],1610612738.0,BOS,,,,,,,,,,Made,Brissett,O. Brissett,,,,,,,,,,1.0,,,,,,,,
655,PT01M20.00S,2024-04-04T01:55:11.3Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629052,,,1610612738,133,98,2024-04-04T01:57:32Z,6420000,False,,,0,,O. Brissett Free Throw 2 of 2 (2 PTS),[1629052],1610612738.0,BOS,,,,,,,,,,Made,Brissett,O. Brissett,,,,,,,,,,2.0,,,,,,,,
656,PT01M01.00S,2024-04-04T01:55:50.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630322,87.07293035479631,51.470588235294116,1610612760,133,100,2024-04-04T01:55:53Z,6430000,False,7.0,69.0,1,right,L. Waters III 6' driving floating Jump Shot (4 PTS),[1630322],1610612760.0,OKC,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,6.94,Made,Waters III,L. Waters III,,,,,,,,,,4.0,,,,,,,,
657,PT00M50.40S,2024-04-04T01:56:04.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,8.360709592641262,50.98039215686274,1610612738,135,100,2024-04-04T01:56:08Z,6440000,False,-5.0,26.0,1,left,P. Pritchard driving Layup (11 PTS),[1630202],1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,2.66,Made,Pritchard,P. Pritchard,,,,,,,,,,11.0,,,,,,,,
658,PT00M31.90S,2024-04-04T01:56:27.2Z,4,REGULAR,3pt,Jump Shot,[],202330,92.19776609724047,4.6568627450980395,1610612760,135,100,2024-04-04T01:56:34Z,6450000,False,-227.0,21.0,1,right,MISS G. Hayward 3PT,[202330],1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,22.77,Missed,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
659,PT00M30.90S,2024-04-04T01:56:28.2Z,4,REGULAR,rebound,defensive,[],1629052,,,1610612738,135,100,2024-04-04T01:56:34Z,6460000,False,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,,,Brissett,O. Brissett,658.0,1.0,1.0,0.0,,,,,,,,,,,,,,
660,PT00M06.00S,2024-04-04T01:56:54.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,135,100,2024-04-04T01:57:03Z,6470000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,,
661,PT00M00.00S,2024-04-04T01:57:10.7Z,4,REGULAR,period,end,[],0,,,1610612760,135,100,2024-04-04T01:57:10Z,6480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M00.00S,2024-04-04T01:58:43.7Z,4,REGULAR,game,end,[],0,,,0,135,100,2024-04-04T01:58:43Z,6490000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
