actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
165,PT11M32.00S,2024-04-04T00:11:39.2Z,2,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612738,30,23,2024-04-04T00:12:01Z,1620000,False,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Tatum 2 FT),"[1630598, 1628369]",1610612760.0,OKC,shooting,,,,,,Restricted Area,0-8 Center,,,Wiggins,A. Wiggins,,,,,1627963.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,
167,PT11M32.00S,2024-04-04T00:12:04.2Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,31,23,2024-04-04T00:12:04Z,1640000,False,,,0,,J. Tatum Free Throw 1 of 2 (8 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Made,Tatum,J. Tatum,,,,,,,,,,8.0,,,,,,,,
168,PT11M32.00S,2024-04-04T00:12:15.9Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,32,23,2024-04-04T00:12:15Z,1650000,False,,,0,,J. Tatum Free Throw 2 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,,,,,,,Made,Tatum,J. Tatum,,,,,,,,,,9.0,,,,,,,,
169,PT11M24.00S,2024-04-04T00:12:25.7Z,2,REGULAR,turnover,bad pass,[],1630598,,,1610612760,32,23,2024-04-04T00:12:30Z,1660000,False,,,0,,A. Wiggins bad pass TURNOVER (3 TO),"[1630598, 204001]",1610612760.0,OKC,,,,,,,Mid-Range,8-16 Right,,,Wiggins,A. Wiggins,,,,,,,,,,,,,3.0,,,,Porzingis,204001.0
170,PT11M24.00S,2024-04-04T00:12:25.7Z,2,REGULAR,steal,,[],204001,,,1610612738,32,23,2024-04-04T00:12:27Z,1670000,False,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612738.0,BOS,,,,,,,Mid-Range,8-16 Right,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
171,PT11M14.00S,2024-04-04T00:12:37.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201143,92.32917214191852,43.627450980392155,1610612738,32,23,2024-04-04T00:12:49Z,1680000,False,-32.0,20.0,1,right,MISS A. Horford driving Layup - blocked,"[201143, 1630598]",1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,3.74,Missed,Horford,A. Horford,,,,,,,,,,,Wiggins,1630598.0,,,,,,
172,PT11M14.00S,2024-04-04T00:12:37.2Z,2,REGULAR,block,,[],1630598,,,1610612738,32,23,2024-04-04T00:12:39Z,1690000,False,,,0,,A. Wiggins BLOCK (1 BLK),[1630598],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
173,PT11M12.00S,2024-04-04T00:12:39.2Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,32,23,2024-04-04T00:17:36Z,1700000,False,,,0,,L. Dort REBOUND (Off:0 Def:2),[1629652],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Dort,L. Dort,171.0,2.0,2.0,0.0,,,,,,,,,,,,,,
174,PT11M01.00S,2024-04-04T00:12:48.1Z,2,REGULAR,turnover,bad pass,[],1629652,,,1610612760,32,23,2024-04-04T00:12:52Z,1710000,False,,,0,,L. Dort bad pass TURNOVER (1 TO),"[1629652, 1628369]",1610612760.0,OKC,,,,,,,In The Paint (Non-RA),8-16 Right,,,Dort,L. Dort,,,,,,,,,,,,,1.0,,,,Tatum,1628369.0
175,PT11M01.00S,2024-04-04T00:12:48.1Z,2,REGULAR,steal,,[],1628369,,,1610612738,32,23,2024-04-04T00:12:49Z,1720000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),8-16 Right,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
176,PT10M55.00S,2024-04-04T00:12:53.4Z,2,REGULAR,turnover,lost ball,[],201950,,,1610612738,32,23,2024-04-04T00:12:56Z,1730000,False,,,0,,J. Holiday lost ball TURNOVER (1 TO),"[201950, 202330]",1610612738.0,BOS,,,,,,,Mid-Range,8-16 Left,,,Holiday,J. Holiday,,,,,,,,,,,,,1.0,,,,Hayward,202330.0
177,PT10M55.00S,2024-04-04T00:12:53.4Z,2,REGULAR,steal,,[],202330,,,1610612760,32,23,2024-04-04T00:12:55Z,1740000,False,,,0,,G. Hayward STEAL (1 STL),[202330],1610612760.0,OKC,,,,,,,Mid-Range,8-16 Left,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
178,PT10M50.00S,2024-04-04T00:12:58.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631096,8.492115637319317,46.81372549019608,1610612760,32,25,2024-04-04T00:13:03Z,1750000,False,16.0,27.0,1,left,C. Holmgren running Layup (4 PTS) (G. Hayward 1 AST),"[1631096, 202330]",1610612760.0,OKC,running,,,,,,Restricted Area,0-8 Center,3.16,Made,Holmgren,C. Holmgren,,,,,,,,,,4.0,,,,G. Hayward,202330.0,1.0,,
180,PT10M32.00S,2024-04-04T00:13:16.1Z,2,REGULAR,3pt,Jump Shot,[],1630202,93.11760840998686,4.6568627450980395,1610612738,32,25,2024-04-04T00:13:26Z,1770000,False,-227.0,12.0,1,right,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,22.7,Missed,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
181,PT10M31.00S,2024-04-04T00:13:17.1Z,2,REGULAR,rebound,defensive,[],202330,,,1610612760,32,25,2024-04-04T00:13:26Z,1780000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,,,Hayward,G. Hayward,180.0,1.0,1.0,0.0,,,,,,,,,,,,,,
182,PT10M19.00S,2024-04-04T00:13:29.2Z,2,REGULAR,3pt,Jump Shot,[],1629652,9.280551905387648,96.07843137254902,1610612760,32,25,2024-04-04T00:13:35Z,1790000,False,-230.0,35.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,,,,Left Corner 3,24+ Left,23.3,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,
183,PT10M18.00S,2024-04-04T00:13:30.2Z,2,REGULAR,rebound,defensive,[],201950,,,1610612738,32,25,2024-04-04T00:13:35Z,1800000,False,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,,,Holiday,J. Holiday,182.0,2.0,2.0,0.0,,,,,,,,,,,,,,
184,PT10M12.00S,2024-04-04T00:13:37.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201950,93.51182654402102,49.754901960784316,1610612738,34,25,2024-04-04T00:13:40Z,1810000,False,-1.0,8.0,1,right,J. Holiday running Layup (4 PTS),[201950],1610612738.0,BOS,running,,,,,,Restricted Area,0-8 Center,0.86,Made,Holiday,J. Holiday,,,,,,,,,,4.0,,,,,,,,
185,PT09M52.00S,2024-04-04T00:13:59.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,9.806176084099869,57.59803921568627,1610612760,34,25,2024-04-04T00:14:15Z,1820000,False,-38.0,40.0,1,left,MISS A. Wiggins driving Layup - blocked,"[1630598, 204001]",1610612760.0,OKC,driving,,,,,,In The Paint (Non-RA),0-8 Center,5.5,Missed,Wiggins,A. Wiggins,,,,,,,,,,,Porzingis,204001.0,,,,,,
186,PT09M52.00S,2024-04-04T00:13:59.1Z,2,REGULAR,block,,[],204001,,,1610612760,34,25,2024-04-04T00:14:01Z,1830000,False,,,0,,K. Porzingis BLOCK (1 BLK),[204001],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
187,PT09M51.00S,2024-04-04T00:14:00.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,34,25,2024-04-04T00:14:15Z,1840000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,185.0,,,,,,,,,,,,,,,,,
189,PT09M51.00S,2024-04-04T00:14:06.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,34,25,2024-04-04T00:14:06Z,1860000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M47.00S,2024-04-04T00:17:35.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630598,7.095926412614981,45.25122549019608,1610612760,34,25,2024-04-04T00:17:45Z,1870000,False,24.0,14.0,1,left,MISS A. Wiggins Layup - blocked,"[1630598, 204001]",1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,2.76,Missed,Wiggins,A. Wiggins,,,,,,,,,,,Porzingis,204001.0,,,,,,
191,PT09M47.00S,2024-04-04T00:17:35.1Z,2,REGULAR,block,,[],204001,,,1610612760,34,25,2024-04-04T00:20:36Z,1880000,False,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
192,PT09M44.00S,2024-04-04T00:17:38.1Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,34,25,2024-04-04T00:17:45Z,1890000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:3),[204001],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Porzingis,K. Porzingis,190.0,4.0,3.0,1.0,,,,,,,,,,,,,,
193,PT09M36.00S,2024-04-04T00:17:47.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,88.64980289093299,34.55882352941176,1610612738,34,25,2024-04-04T00:17:55Z,1900000,False,-77.0,54.0,1,right,MISS J. Tatum 9' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Left,9.43,Missed,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
194,PT09M35.00S,2024-04-04T00:17:48.1Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,34,25,2024-04-04T00:17:55Z,1910000,False,,,0,,L. Dort REBOUND (Off:0 Def:3),[1629652],1610612760.0,OKC,,,,,,,In The Paint (Non-RA),8-16 Left,,,Dort,L. Dort,193.0,3.0,3.0,0.0,,,,,,,,,,,,,,
195,PT09M25.00S,2024-04-04T00:17:58.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,8.623521681997373,44.6078431372549,1610612760,34,25,2024-04-04T00:18:07Z,1920000,False,27.0,29.0,1,left,MISS L. Dort driving finger roll Layup,[1629652],1610612760.0,OKC,driving finger roll,,,,,,Restricted Area,0-8 Center,3.93,Missed,Dort,L. Dort,,,,,,,,,,,,,,,,,,
196,PT09M24.00S,2024-04-04T00:17:59.8Z,2,REGULAR,rebound,defensive,[],201950,,,1610612738,34,25,2024-04-04T00:18:07Z,1930000,False,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Holiday,J. Holiday,195.0,3.0,3.0,0.0,,,,,,,,,,,,,,
197,PT09M18.00S,2024-04-04T00:18:05.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201143,92.59198423127464,3.6764705882352944,1610612738,34,25,2024-04-04T00:21:41Z,1940000,False,-232.0,17.0,1,right,MISS A. Horford running 3PT,[201143],1610612738.0,BOS,running,,,,,,Left Corner 3,24+ Left,23.22,Missed,Horford,A. Horford,,,,,,,,,,,,,,,,,,
198,PT09M17.00S,2024-04-04T00:18:06.4Z,2,REGULAR,rebound,offensive,[],204001,,,1610612738,34,25,2024-04-04T00:18:14Z,1950000,False,,,0,,K. Porzingis REBOUND (Off:2 Def:3),[204001],1610612738.0,BOS,,,,,,,Left Corner 3,24+ Left,,,Porzingis,K. Porzingis,197.0,5.0,3.0,2.0,,,,,,,,,,,,,,
199,PT09M17.00S,2024-04-04T00:18:11.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",204001,92.06636005256242,49.26470588235294,1610612738,36,25,2024-04-04T00:18:21Z,1960000,False,-4.0,22.0,1,right,K. Porzingis tip DUNK (10 PTS),[204001],1610612738.0,BOS,tip,,,,,,Restricted Area,0-8 Center,2.24,Made,Porzingis,K. Porzingis,,,,,,,,,,10.0,,,,,,,,
200,PT08M57.00S,2024-04-04T00:18:26.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,10.200394218134035,53.67647058823529,1610612760,36,25,2024-04-04T00:22:17Z,1970000,False,-18.0,43.0,1,left,MISS C. Holmgren fadeaway Shot,[1631096],1610612760.0,OKC,fadeaway,,,,,,In The Paint (Non-RA),0-8 Center,4.71,Missed,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,
201,PT08M56.00S,2024-04-04T00:18:27.3Z,2,REGULAR,rebound,defensive,[],201950,,,1610612738,36,25,2024-04-04T00:18:31Z,1980000,False,,,0,,J. Holiday REBOUND (Off:0 Def:4),[201950],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Holiday,J. Holiday,200.0,4.0,4.0,0.0,,,,,,,,,,,,,,
202,PT08M51.00S,2024-04-04T00:18:32.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630202,92.72339027595268,49.01960784313725,1610612738,36,25,2024-04-04T00:22:47Z,1990000,False,-5.0,16.0,1,right,MISS P. Pritchard running reverse Layup,[1630202],1610612738.0,BOS,running reverse,,,,,,Restricted Area,0-8 Center,1.66,Missed,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,
203,PT08M50.00S,2024-04-04T00:18:33.1Z,2,REGULAR,rebound,defensive,[],202330,,,1610612760,36,25,2024-04-04T00:18:39Z,2000000,False,,,0,,G. Hayward REBOUND (Off:0 Def:2),[202330],1610612760.0,OKC,,,,,,,Restricted Area,0-8 Center,,,Hayward,G. Hayward,202.0,2.0,2.0,0.0,,,,,,,,,,,,,,
204,PT08M40.00S,2024-04-04T00:18:41.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,9.017739816031538,56.127450980392155,1610612760,36,25,2024-04-04T00:23:06Z,2010000,False,-31.0,32.0,1,left,MISS C. Holmgren driving Layup,[1631096],1610612760.0,OKC,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,
205,PT08M39.00S,2024-04-04T00:18:42.5Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,36,25,2024-04-04T00:18:56Z,2020000,False,,,0,,K. Porzingis REBOUND (Off:2 Def:4),[204001],1610612738.0,BOS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Porzingis,K. Porzingis,204.0,6.0,4.0,2.0,,,,,,,,,,,,,,
206,PT08M23.00S,2024-04-04T00:18:59.5Z,2,REGULAR,2pt,Jump Shot,[],204001,90.27595269382391,32.09635416666667,1610612738,38,25,2024-04-04T00:23:54Z,2030000,False,-90.0,39.0,1,right,K. Porzingis 9' pullup bank Jump Shot (12 PTS) (J. Holiday 2 AST),"[204001, 201950]",1610612738.0,BOS,pullup bank,,,,,,Mid-Range,8-16 Left,9.76,Made,Porzingis,K. Porzingis,,,,,,,,,,12.0,,,,J. Holiday,201950.0,2.0,,
208,PT08M12.00S,2024-04-04T00:19:11.2Z,2,REGULAR,2pt,Jump Shot,[],1630598,27.54599211563732,36.76470588235294,1610612760,38,25,2024-04-04T00:28:56Z,2050000,False,66.0,206.0,1,left,MISS A. Wiggins 21' step back Shot,[1630598],1610612760.0,OKC,step back,,,,,,Mid-Range,16-24 Center,21.68,Missed,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
209,PT08M10.00S,2024-04-04T00:19:13.2Z,2,REGULAR,rebound,offensive,[],1629652,,,1610612760,38,25,2024-04-04T00:19:17Z,2060000,False,,,0,,L. Dort REBOUND (Off:1 Def:3),[1629652],1610612760.0,OKC,,,,,,,Mid-Range,16-24 Center,,,Dort,L. Dort,208.0,4.0,3.0,1.0,,,,,,,,,,,,,,
210,PT08M08.00S,2024-04-04T00:19:15.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629652,8.492115637319317,46.81372549019608,1610612760,38,27,2024-04-04T00:19:21Z,2070000,False,16.0,27.0,1,left,L. Dort putback Layup (4 PTS),[1629652],1610612760.0,OKC,putback,,,,,,Restricted Area,0-8 Center,3.16,Made,Dort,L. Dort,,,,,,,,,,4.0,,,,,,,,
211,PT07M56.00S,2024-04-04T00:19:25.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204001,93.77463863337714,44.85294117647059,1610612738,38,27,2024-04-04T00:19:30Z,2080000,False,-26.0,6.0,1,right,MISS K. Porzingis alley-oop Layup,[204001],1610612738.0,BOS,alley-oop,,,,,,Restricted Area,0-8 Center,2.64,Missed,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
212,PT07M55.00S,2024-04-04T00:19:26.9Z,2,REGULAR,rebound,offensive,[],204001,,,1610612738,38,27,2024-04-04T00:19:26Z,2090000,False,,,0,,K. Porzingis REBOUND (Off:3 Def:4),[204001],1610612738.0,BOS,,,,,,,Restricted Area,0-8 Center,,,Porzingis,K. Porzingis,211.0,7.0,4.0,3.0,,,,,,,,,,,,,,
213,PT07M54.00S,2024-04-04T00:19:28.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,95.3515111695138,94.85294117647058,1610612738,41,27,2024-04-04T00:19:32Z,2100000,False,224.0,-9.0,1,right,P. Pritchard 3PT  (5 PTS) (K. Porzingis 1 AST),"[1630202, 204001]",1610612738.0,BOS,,,,,,,Right Corner 3,24+ Right,22.45,Made,Pritchard,P. Pritchard,,,,,,,,,,5.0,,,,K. Porzingis,204001.0,1.0,,
215,PT07M53.00S,2024-04-04T00:19:33.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,41,27,2024-04-04T00:19:33Z,2120000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M53.00S,2024-04-04T00:22:16.8Z,2,REGULAR,substitution,out,[],1628369,,,1610612760,41,27,2024-04-04T00:22:30Z,2130000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,,,,,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,
217,PT07M53.00S,2024-04-04T00:22:16.8Z,2,REGULAR,substitution,out,[],201950,,,1610612760,41,27,2024-04-04T00:22:30Z,2140000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,,,,,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,
218,PT07M53.00S,2024-04-04T00:22:16.8Z,2,REGULAR,substitution,out,[],201143,,,1610612760,41,27,2024-04-04T00:22:30Z,2150000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,,,,,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,
219,PT07M53.00S,2024-04-04T00:22:16.8Z,2,REGULAR,substitution,out,[],1629652,,,1610612760,41,27,2024-04-04T00:22:30Z,2160000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,,,,,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,
220,PT07M53.00S,2024-04-04T00:22:16.8Z,2,REGULAR,substitution,out,[],1630598,,,1610612760,41,27,2024-04-04T00:22:30Z,2170000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,,,,,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,
221,PT07M53.00S,2024-04-04T00:22:16.8Z,2,REGULAR,substitution,out,[],202330,,,1610612760,41,27,2024-04-04T00:22:30Z,2180000,False,,,0,,SUB out: G. Hayward,[202330],1610612760.0,OKC,,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
222,PT07M53.00S,2024-04-04T00:22:16.8Z,2,REGULAR,substitution,out,[],1630322,,,1610612760,41,27,2024-04-04T00:22:30Z,2190000,False,,,0,,SUB out: L. Waters III,[1630322],1610612760.0,OKC,,,,,,,,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,
223,PT07M53.00S,2024-04-04T00:22:16.8Z,2,REGULAR,substitution,in,[],1627759,,,1610612760,41,27,2024-04-04T00:22:30Z,2200000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,,,,,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,
224,PT07M53.00S,2024-04-04T00:22:16.8Z,2,REGULAR,substitution,in,[],1628401,,,1610612760,41,27,2024-04-04T00:22:30Z,2210000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,,,,,,,,White,D. White,,,,,,,,,,,,,,,,,,
225,PT07M53.00S,2024-04-04T00:22:16.8Z,2,REGULAR,substitution,in,[],1630573,,,1610612760,41,27,2024-04-04T00:22:30Z,2220000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,,,,,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,
226,PT07M53.00S,2024-04-04T00:22:16.8Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,41,27,2024-04-04T00:22:30Z,2230000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,,,,,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,
227,PT07M53.00S,2024-04-04T00:22:16.8Z,2,REGULAR,substitution,in,[],1630198,,,1610612760,41,27,2024-04-04T00:22:30Z,2240000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,,,,,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,
228,PT07M53.00S,2024-04-04T00:22:16.8Z,2,REGULAR,substitution,in,[],1641717,,,1610612760,41,27,2024-04-04T00:22:30Z,2250000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,,,,,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
229,PT07M53.00S,2024-04-04T00:22:16.8Z,2,REGULAR,substitution,in,[],1629026,,,1610612760,41,27,2024-04-04T00:22:30Z,2260000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,,,,,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,
230,PT07M40.00S,2024-04-04T00:23:00.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641717,15.850854139290407,37.5,1610612760,41,29,2024-04-04T00:23:08Z,2270000,False,62.0,96.0,1,left,C. Wallace 11' driving floating Jump Shot (6 PTS) (C. Holmgren 1 AST),"[1641717, 1631096]",1610612760.0,OKC,driving floating,,,,,,In The Paint (Non-RA),8-16 Right,11.5,Made,Wallace,C. Wallace,,,,,,,,,,6.0,,,,C. Holmgren,1631096.0,1.0,,
245,PT07M10.00S,2024-04-04T00:23:41.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,94.82588699080158,53.92156862745098,1610612738,43,29,2024-04-04T00:25:26Z,2305000,False,20.0,-4.0,1,right,J. Brown driving Layup (4 PTS) (K. Porzingis 2 AST),"[1627759, 204001]",1610612738.0,BOS,driving,,,,,,Restricted Area,0-8 Center,2.0,Made,Brown,J. Brown,,,,,,,,,,4.0,,,,K. Porzingis,204001.0,2.0,,
235,PT07M01.00S,2024-04-04T00:24:00.6Z,2,REGULAR,3pt,Jump Shot,[],1631096,25.837713534822605,15.441176470588236,1610612760,43,29,2024-04-04T00:30:13Z,2320000,False,173.0,190.0,1,left,MISS C. Holmgren 25' 3PT,[1631096],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,25.71,Missed,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,
236,PT06M59.00S,2024-04-04T00:24:02.6Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,43,29,2024-04-04T00:30:13Z,2330000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,Pritchard,P. Pritchard,235.0,2.0,1.0,1.0,,,,,,,,,,,,,,
237,PT06M48.00S,2024-04-04T00:24:08.8Z,2,REGULAR,2pt,Jump Shot,[],204001,77.61169513797634,44.11764705882353,1610612738,43,29,2024-04-04T00:30:44Z,2340000,False,-29.0,158.0,1,right,MISS K. Porzingis 16' turnaround Shot,[204001],1610612738.0,BOS,turnaround,,,,,,Mid-Range,16-24 Center,16.07,Missed,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
238,PT06M45.00S,2024-04-04T00:24:11.8Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,43,29,2024-04-04T00:24:50Z,2350000,False,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612760.0,OKC,,,,,,,Mid-Range,16-24 Center,,,Giddey,J. Giddey,237.0,3.0,2.0,1.0,,,,,,,,,,,,,,
239,PT06M34.00S,2024-04-04T00:24:23.2Z,2,REGULAR,3pt,Jump Shot,[],1641717,19.66162943495401,2.2058823529411766,1610612760,43,29,2024-04-04T00:25:03Z,2360000,False,239.0,132.0,1,left,MISS C. Wallace 27' 3PT,[1641717],1610612760.0,OKC,,,,,,,Above the Break 3,24+ Right Center,27.32,Missed,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,
242,PT06M32.00S,2024-04-04T00:24:25.2Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,43,29,2024-04-04T00:31:25Z,2365000,False,,,0,,K. Porzingis REBOUND (Off:3 Def:5),[204001],1610612738.0,BOS,,,,,,,Above the Break 3,24+ Right Center,,,Porzingis,K. Porzingis,239.0,8.0,5.0,3.0,,,,,,,,,,,,,,
240,PT06M16.00S,2024-04-04T00:24:40.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,90.09526938239159,49.754901960784316,1610612738,45,29,2024-04-04T00:32:23Z,2370000,False,-1.0,41.0,1,right,K. Porzingis turnaround Jump Shot (14 PTS) (P. Pritchard 4 AST),"[204001, 1630202]",1610612738.0,BOS,turnaround,,,,,,Restricted Area,0-8 Center,4.06,Made,Porzingis,K. Porzingis,,,,,,,,,,14.0,,,,P. Pritchard,1630202.0,4.0,,
243,PT05M53.00S,2024-04-04T00:25:04.1Z,2,REGULAR,3pt,Jump Shot,[],1630198,28.728646517739815,21.323529411764707,1610612760,45,32,2024-04-04T00:33:06Z,2390000,False,143.0,218.0,1,left,I. Joe 26' 3PT step back (3 PTS),[1630198],1610612760.0,OKC,step back,,,,,,Above the Break 3,24+ Right Center,26.05,Made,Joe,I. Joe,,,,,,,,,,3.0,,,,,,,,
