actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,turnoverTotal,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
238,PT06M29.00S,2024-02-04T23:46:09.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631367,68.80749014454665,67.64705882352942,1610612763,40,38,2024-02-04T23:46:14Z,2340000,False,88.0,241.0,1,right,J. Gilyard 25' 3PT pullup (10 PTS) (S. Pippen Jr. 2 AST),"[1631367, 1630590]",1610612763.0,MEM,pullup,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,10.0,,25.64,,,,S. Pippen Jr.,1630590.0,2.0,,,,
239,PT06M06.00S,2024-02-04T23:46:39.3Z,2,REGULAR,foul,personal,['2freethrow'],1631367,,,1610612738,40,38,2024-02-04T23:46:48Z,2350000,False,,,0,,J. Gilyard shooting personal FOUL (1 PF) (Tatum 2 FT),"[1631367, 1628369]",1610612763.0,MEM,shooting,,,Gilyard,J. Gilyard,,,,,Mid-Range,8-16 Right,1162.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
241,PT06M06.00S,2024-02-04T23:46:57.8Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,41,38,2024-02-04T23:46:57Z,2370000,False,,,0,,J. Tatum Free Throw 1 of 2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
242,PT06M06.00S,2024-02-04T23:47:00.5Z,2,REGULAR,substitution,out,[],1630590,,,1610612738,41,38,2024-02-04T23:47:07Z,2380000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M06.00S,2024-02-04T23:47:00.5Z,2,REGULAR,substitution,in,[],1631223,,,1610612738,41,38,2024-02-04T23:47:07Z,2390000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M06.00S,2024-02-04T23:47:21.9Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,42,38,2024-02-04T23:47:21Z,2400000,False,,,0,,J. Tatum Free Throw 2 of 2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,,13.0,,,,,,,,,,,,
245,PT05M53.00S,2024-02-04T23:47:37.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631223,91.27792378449409,45.09803921568628,1610612763,42,40,2024-02-04T23:47:42Z,2410000,False,-25.0,29.0,1,right,D. Roddy driving Layup (8 PTS),[1631223],1610612763.0,MEM,driving,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,,3.83,,,,,,,,,,
246,PT05M35.00S,2024-02-04T23:47:55.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201143,9.280551905387648,50.98039215686274,1610612738,44,40,2024-02-04T23:47:59Z,2420000,False,-5.0,35.0,1,left,A. Horford cutting DUNK (6 PTS) (K. Porzingis 1 AST),"[201143, 204001]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,Made,,6.0,,3.5,,,,K. Porzingis,204001.0,1.0,,,,
248,PT05M19.00S,2024-02-04T23:48:13.0Z,2,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612763,44,40,2024-02-04T23:48:22Z,2440000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Jemison 2 FT),"[1628369, 1641998]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2003.0,1.0,0.0,Jemison,1641998.0,,,,,,,,,,,,,,,
250,PT05M19.00S,2024-02-04T23:48:39.4Z,2,REGULAR,freethrow,1 of 2,[],1641998,,,1610612763,44,41,2024-02-04T23:48:39Z,2460000,False,,,0,,T. Jemison Free Throw 1 of 2 (3 PTS),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,Made,,3.0,,,,,,,,,,,,
251,PT05M19.00S,2024-02-04T23:48:44.6Z,2,REGULAR,substitution,out,[],1630562,,,1610612763,44,41,2024-02-04T23:48:48Z,2470000,False,,,0,,SUB out: M. Hurt,[1630562],1610612763.0,MEM,,,,Hurt,M. Hurt,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M19.00S,2024-02-04T23:48:44.6Z,2,REGULAR,substitution,in,[],1641713,,,1610612763,44,41,2024-02-04T23:48:48Z,2480000,False,,,0,,SUB in: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M19.00S,2024-02-04T23:48:57.7Z,2,REGULAR,freethrow,2 of 2,[],1641998,,,1610612763,44,42,2024-02-04T23:48:57Z,2490000,False,,,0,,T. Jemison Free Throw 2 of 2 (4 PTS),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
254,PT05M06.00S,2024-02-04T23:49:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204001,9.017739816031538,54.90196078431373,1610612738,46,42,2024-02-04T23:49:15Z,2500000,False,-25.0,32.0,1,left,K. Porzingis Layup (8 PTS) (D. White 2 AST),"[204001, 1628401]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,Made,,8.0,,4.05,,,,D. White,1628401.0,2.0,,,,
256,PT04M55.00S,2024-02-04T23:49:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641713,93.11760840998686,53.18627450980392,1610612763,46,44,2024-02-04T23:49:26Z,2520000,False,16.0,12.0,1,right,G. Jackson cutting Layup (7 PTS) (J. Gilyard 2 AST),"[1641713, 1631367]",1610612763.0,MEM,cutting,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,,,,,,Made,,7.0,,2.0,,,,J. Gilyard,1631367.0,2.0,,,,
258,PT04M43.00S,2024-02-04T23:49:35.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,8.360709592641262,51.470588235294116,1610612738,48,44,2024-02-04T23:49:38Z,2540000,False,-7.0,26.0,1,left,K. Porzingis cutting DUNK (10 PTS) (J. Holiday 3 AST),"[204001, 201950]",1610612738.0,BOS,cutting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,Made,,10.0,,2.71,,,,J. Holiday,201950.0,3.0,,,,
260,PT04M23.00S,2024-02-04T23:49:55.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641998,87.46714848883047,46.32352941176471,1610612763,48,44,2024-02-04T23:49:58Z,2560000,False,-18.0,65.0,1,right,MISS T. Jemison 6' turnaround Hook,[1641998],1610612763.0,MEM,turnaround,,,Jemison,T. Jemison,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,6.78,,,,,,,,,,
261,PT04M21.00S,2024-02-04T23:49:57.0Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,48,44,2024-02-04T23:49:58Z,2570000,False,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,260.0,,,,6.0,5.0,1.0,,,,,,,
262,PT04M12.00S,2024-02-04T23:50:07.0Z,2,REGULAR,3pt,Jump Shot,[],1628401,9.149145860709593,95.09803921568627,1610612738,51,44,2024-02-04T23:50:11Z,2580000,False,-225.0,34.0,1,left,D. White 3PT  (9 PTS) (J. Holiday 4 AST),"[1628401, 201950]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,,,,Made,,9.0,,22.8,,,,J. Holiday,201950.0,4.0,,,,
264,PT03M57.00S,2024-02-04T23:50:21.5Z,2,REGULAR,turnover,bad pass,[],1631367,,,1610612763,51,44,2024-02-04T23:50:25Z,2600000,False,,,0,,J. Gilyard bad pass TURNOVER (1 TO),"[1631367, 204001]",1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,,,,,,,,Porzingis,204001.0,,
265,PT03M57.00S,2024-02-04T23:50:21.5Z,2,REGULAR,steal,,[],204001,,,1610612738,51,44,2024-02-04T23:52:35Z,2610000,False,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
266,PT03M51.00S,2024-02-04T23:50:27.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628401,23.866622864651774,91.42156862745098,1610612738,51,44,2024-02-04T23:57:00Z,2620000,False,-207.0,172.0,1,left,MISS D. White 26' running 3PT,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,26.91,,,,,,,,,,
267,PT03M48.00S,2024-02-04T23:50:30.3Z,2,REGULAR,rebound,offensive,[],204001,,,1610612738,51,44,2024-02-04T23:50:56Z,2630000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:1),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,,266.0,,,,2.0,1.0,1.0,,,,,,,
268,PT03M46.00S,2024-02-04T23:50:32.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",204001,8.409986859395532,52.65395220588235,1610612738,53,44,2024-02-04T23:50:42Z,2640000,False,-13.0,27.0,1,left,K. Porzingis putback Layup (12 PTS),[204001],1610612738.0,BOS,putback,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,Made,,12.0,,2.97,,,,,,,,,,
269,PT03M46.00S,2024-02-04T23:50:37.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,53,44,2024-02-04T23:50:37Z,2650000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M46.00S,2024-02-04T23:52:57.2Z,2,REGULAR,substitution,out,[],201950,,,1610612763,53,44,2024-02-04T23:53:38Z,2660000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M46.00S,2024-02-04T23:52:57.2Z,2,REGULAR,substitution,in,[],1630573,,,1610612763,53,44,2024-02-04T23:53:38Z,2670000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M25.00S,2024-02-04T23:53:56.2Z,2,REGULAR,2pt,Jump Shot,[],1631223,91.80354796320631,72.05882352941177,1610612763,53,46,2024-02-04T23:58:27Z,2680000,False,110.0,25.0,1,right,D. Roddy 11' turnaround fadeaway Jump Shot (10 PTS) (L. Kennard 1 AST),"[1631223, 1628379]",1610612763.0,MEM,turnaround fadeaway,,,Roddy,D. Roddy,,,,,Mid-Range,8-16 Right,,,,,,Made,,10.0,,11.3,,,,L. Kennard,1628379.0,1.0,,,,
274,PT03M09.00S,2024-02-04T23:54:12.2Z,2,REGULAR,3pt,Jump Shot,[],1628401,29.122864651773984,82.35294117647058,1610612738,53,46,2024-02-04T23:58:44Z,2700000,False,-162.0,221.0,1,left,MISS D. White 27' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,27.41,,,,,,,,,,
275,PT03M07.00S,2024-02-04T23:54:14.2Z,2,REGULAR,rebound,defensive,[],1641713,,,1610612763,53,46,2024-02-04T23:54:17Z,2710000,False,,,0,,G. Jackson REBOUND (Off:1 Def:3),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,,274.0,,,,4.0,3.0,1.0,,,,,,,
276,PT02M59.00S,2024-02-04T23:54:24.3Z,2,REGULAR,2pt,Jump Shot,[],1641713,71.96123521681997,55.392156862745104,1610612763,53,46,2024-02-04T23:54:32Z,2720000,False,27.0,211.0,1,right,MISS G. Jackson 21' pullup Shot,[1641713],1610612763.0,MEM,pullup,,,Jackson,G. Jackson,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,21.28,,,,,,,,,,
277,PT02M58.00S,2024-02-04T23:54:25.3Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,53,46,2024-02-04T23:54:32Z,2730000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:2),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Center,,,,,,,276.0,,,,3.0,2.0,1.0,,,,,,,
278,PT02M46.00S,2024-02-04T23:54:36.0Z,2,REGULAR,3pt,Jump Shot,[],204001,31.225361366622867,79.41176470588235,1610612738,56,46,2024-02-04T23:54:40Z,2740000,False,-147.0,241.0,1,left,K. Porzingis 28' 3PT  (15 PTS) (J. Tatum 3 AST),"[204001, 1628369]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,15.0,,28.23,,,,J. Tatum,1628369.0,3.0,,,,
280,PT02M30.00S,2024-02-04T23:54:51.3Z,2,REGULAR,2pt,Jump Shot,[],1631367,74.06373193166885,55.88235294117647,1610612763,56,46,2024-02-04T23:54:55Z,2760000,False,29.0,191.0,1,right,MISS J. Gilyard 19' step back Shot,[1631367],1610612763.0,MEM,step back,,,Gilyard,J. Gilyard,,,,,Mid-Range,16-24 Center,,,,,,Missed,,,,19.35,,,,,,,,,,
281,PT02M29.00S,2024-02-04T23:54:52.3Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,56,46,2024-02-04T23:54:55Z,2770000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Center,,,,,,,280.0,,,,3.0,3.0,0.0,,,,,,,
282,PT02M24.00S,2024-02-04T23:54:57.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628401,9.411957950065702,48.03921568627451,1610612738,58,46,2024-02-04T23:55:02Z,2780000,False,10.0,36.0,1,left,D. White running Layup (11 PTS),[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,Made,,11.0,,3.73,,,,,,,,,,
283,PT02M14.00S,2024-02-04T23:55:08.0Z,2,REGULAR,3pt,Jump Shot,[],1631223,72.48685939553219,81.61764705882352,1610612763,58,46,2024-02-05T00:00:07Z,2790000,False,158.0,206.0,1,right,MISS D. Roddy 25' pullup 3PT,[1631223],1610612763.0,MEM,pullup,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,25.98,,,,,,,,,,
284,PT02M13.00S,2024-02-04T23:55:09.0Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,58,46,2024-02-04T23:55:15Z,2800000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:3),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,,,,,,,283.0,,,,4.0,3.0,1.0,,,,,,,
285,PT02M03.00S,2024-02-04T23:55:19.0Z,2,REGULAR,2pt,Jump Shot,[],1628369,21.76412614980289,29.411764705882355,1610612738,60,46,2024-02-05T00:00:42Z,2810000,False,103.0,152.0,1,left,J. Tatum 18' step back Jump Shot (15 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,,,,Made,,15.0,,18.36,,,,,,,,,,
286,PT02M02.00S,2024-02-04T23:55:31.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612763,60,46,2024-02-04T23:55:31Z,2820000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M02.00S,2024-02-04T23:56:26.7Z,2,REGULAR,substitution,out,[],1631367,,,1610612763,60,46,2024-02-04T23:56:41Z,2830000,False,,,0,,SUB out: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT02M02.00S,2024-02-04T23:56:26.7Z,2,REGULAR,substitution,out,[],1628379,,,1610612763,60,46,2024-02-04T23:56:41Z,2840000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT02M02.00S,2024-02-04T23:56:26.7Z,2,REGULAR,substitution,in,[],1630590,,,1610612763,60,46,2024-02-04T23:56:41Z,2850000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT02M02.00S,2024-02-04T23:56:26.7Z,2,REGULAR,substitution,in,[],1630562,,,1610612763,60,46,2024-02-04T23:56:41Z,2860000,False,,,0,,SUB in: M. Hurt,[1630562],1610612763.0,MEM,,,,Hurt,M. Hurt,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M43.00S,2024-02-04T23:57:11.5Z,2,REGULAR,foul,personal,['2freethrow'],1630573,,,1610612763,60,46,2024-02-04T23:57:17Z,2870000,False,,,0,,S. Hauser shooting personal FOUL (1 PF) (Pippen Jr. 2 FT),"[1630573, 1630590]",1610612738.0,BOS,shooting,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),0-8 Center,2003.0,1.0,0.0,Pippen Jr.,1630590.0,,,,,,,,,,,,,,,
294,PT01M43.00S,2024-02-04T23:57:40.2Z,2,REGULAR,freethrow,1 of 2,[],1630590,,,1610612763,60,47,2024-02-04T23:57:40Z,2890000,False,,,0,,S. Pippen Jr. Free Throw 1 of 2 (6 PTS),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,
295,PT01M43.00S,2024-02-04T23:57:56.8Z,2,REGULAR,freethrow,2 of 2,[],1630590,,,1610612763,60,48,2024-02-04T23:57:56Z,2900000,False,,,0,,S. Pippen Jr. Free Throw 2 of 2 (7 PTS),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
296,PT01M30.00S,2024-02-04T23:58:11.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,8.623521681997373,50.245098039215684,1610612738,62,48,2024-02-04T23:58:15Z,2910000,False,-1.0,29.0,1,left,K. Porzingis cutting DUNK (17 PTS) (J. Tatum 4 AST),"[204001, 1628369]",1610612738.0,BOS,cutting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,Made,,17.0,,2.86,,,,J. Tatum,1628369.0,4.0,,,,
298,PT01M17.00S,2024-02-04T23:58:24.7Z,2,REGULAR,3pt,Jump Shot,[],1641713,66.3107752956636,18.627450980392158,1610612763,62,48,2024-02-04T23:58:47Z,2930000,False,-157.0,264.0,1,right,MISS G. Jackson 30' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,30.73,,,,,,,,,,
299,PT01M15.00S,2024-02-04T23:58:26.7Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,62,48,2024-02-04T23:58:47Z,2940000,False,,,0,,S. Hauser REBOUND (Off:0 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,298.0,,,,3.0,3.0,0.0,,,,,,,
300,PT01M06.00S,2024-02-04T23:58:35.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.09789750328515,48.03921568627451,1610612738,64,48,2024-02-04T23:58:51Z,2950000,False,10.0,24.0,1,left,J. Tatum driving Layup (17 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,Made,,17.0,,2.56,,,,,,,,,,
301,PT00M54.20S,2024-02-04T23:58:54.0Z,2,REGULAR,foul,offensive,[],1641998,,,1610612763,64,48,2024-02-04T23:59:00Z,2960000,False,,,0,,T. Jemison offensive FOUL (3 PF),"[1641998, 1628401]",1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,Mid-Range,8-16 Center,1162.0,3.0,0.0,White,1628401.0,,,,,,,,,,,,,,,
303,PT00M54.20S,2024-02-04T23:58:54.0Z,2,REGULAR,turnover,offensive foul,[],1641998,,,1610612763,64,48,2024-02-04T23:58:54Z,2980000,False,,,0,,T. Jemison offensive foul TURNOVER (2 TO),[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,Mid-Range,8-16 Center,1162.0,,,,,,,,2.0,,,,,,,,,,,
304,PT00M54.20S,2024-02-04T23:59:00.1Z,2,REGULAR,substitution,out,[],1641998,,,1610612738,64,48,2024-02-04T23:59:04Z,2990000,False,,,0,,SUB out: T. Jemison,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M54.20S,2024-02-04T23:59:00.1Z,2,REGULAR,substitution,in,[],1641787,,,1610612738,64,48,2024-02-04T23:59:04Z,3000000,False,,,0,,SUB in: T. Evbuomwan,[1641787],1610612763.0,MEM,,,,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M38.50S,2024-02-04T23:59:27.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,31.750985545335087,30.392156862745097,1610612738,67,48,2024-02-04T23:59:32Z,3010000,False,98.0,246.0,1,left,J. Tatum 26' 3PT step back (20 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,20.0,,26.48,,,,,,,,,,
307,PT00M29.90S,2024-02-04T23:59:41.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630590,91.27792378449409,42.8921568627451,1610612763,67,50,2024-02-04T23:59:45Z,3020000,False,-36.0,29.0,1,right,S. Pippen Jr. driving Layup (9 PTS),[1630590],1610612763.0,MEM,driving,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,,9.0,,4.62,,,,,,,,,,
308,PT00M11.30S,2024-02-05T00:00:05.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,30.962549277266753,35.53921568627451,1610612738,70,50,2024-02-05T00:00:11Z,3030000,False,72.0,239.0,1,left,J. Tatum 24' 3PT step back (23 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,Made,,23.0,,24.92,,,,,,,,,,
309,PT00M02.60S,2024-02-05T00:00:17.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631223,92.72339027595268,61.76470588235294,1610612763,70,50,2024-02-05T00:04:38Z,3040000,False,59.0,16.0,1,right,MISS D. Roddy 6' turnaround fadeaway Shot,[1631223],1610612763.0,MEM,turnaround fadeaway,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,6.09,,,,,,,,,,
310,PT00M02.60S,2024-02-05T00:00:17.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,70,50,2024-02-05T00:03:42Z,3050000,False,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,309.0,,,,7.0,6.0,1.0,,,,,,,
311,PT00M00.00S,2024-02-05T00:00:25.6Z,2,REGULAR,period,end,[],0,,,1610612738,70,50,2024-02-05T00:00:25Z,3060000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2024-02-05T00:15:14.9Z,3,REGULAR,substitution,out,['startperiod'],1630573,,,1610612738,70,50,2024-02-05T00:15:33Z,3070000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2024-02-05T00:15:14.9Z,3,REGULAR,substitution,out,['startperiod'],1630590,,,1610612738,70,50,2024-02-05T00:15:33Z,3080000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2024-02-05T00:15:14.9Z,3,REGULAR,substitution,out,['startperiod'],1630562,,,1610612738,70,50,2024-02-05T00:15:33Z,3090000,False,,,0,,SUB out: M. Hurt,[1630562],1610612763.0,MEM,,,,Hurt,M. Hurt,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2024-02-05T00:15:14.9Z,3,REGULAR,substitution,in,['startperiod'],201950,,,1610612738,70,50,2024-02-05T00:15:33Z,3100000,False,,,0,,SUB in: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2024-02-05T00:15:14.9Z,3,REGULAR,substitution,in,['startperiod'],1631367,,,1610612738,70,50,2024-02-05T00:15:33Z,3110000,False,,,0,,SUB in: J. Gilyard,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2024-02-05T00:15:14.9Z,3,REGULAR,substitution,in,['startperiod'],1628379,,,1610612738,70,50,2024-02-05T00:15:33Z,3120000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2024-02-05T00:15:45.7Z,3,REGULAR,period,start,[],0,,,1610612763,70,50,2024-02-05T00:15:45Z,3130000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT11M48.00S,2024-02-05T00:15:57.4Z,3,REGULAR,3pt,Jump Shot,[],1628379,23.078186596583443,7.598039215686274,1610612763,70,53,2024-02-05T00:16:16Z,3140000,False,212.0,164.0,1,left,L. Kennard 26' 3PT  (6 PTS) (J. Gilyard 3 AST),"[1628379, 1631367]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Right Center,,,,,,Made,,6.0,,26.83,,,,J. Gilyard,1631367.0,3.0,,,,
321,PT11M31.00S,2024-02-05T00:16:13.3Z,3,REGULAR,3pt,Jump Shot,[],1628401,64.86530880420499,50.0,1610612738,70,53,2024-02-05T00:16:19Z,3160000,False,0.0,278.0,1,right,MISS D. White 27' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,27.78,,,,,,,,,,
