actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
599,PT02M08.00S,2023-12-09T02:48:28.6Z,4,REGULAR,3pt,Jump Shot,[],1629628,75.64060446780552,83.82352941176471,1610612752,123,112,2023-12-09T02:48:37Z,5900000,False,169.0,176.0,1,right,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,24.44,Missed,,,,,,,,,,,,,,,,,,
600,PT02M07.00S,2023-12-09T02:48:29.6Z,4,REGULAR,rebound,offensive,[],1628392,,,1610612752,123,112,2023-12-09T02:48:37Z,5910000,False,,,0,,I. Hartenstein REBOUND (Off:4 Def:11),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,599.0,,15.0,11.0,4.0,,,,,,,,,,,,,
601,PT02M07.00S,2023-12-09T02:48:33.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628392,94.40999984741211,50.0,1610612752,123,114,2023-12-09T02:48:41Z,5920000,False,0.0,0.0,1,right,I. Hartenstein tip Layup (5 PTS),[1628392],1610612752.0,NYK,tip,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.0,Made,,5.0,,,,,,,,,,,,,,,,
602,PT01M46.00S,2023-12-09T02:48:50.8Z,4,REGULAR,2pt,Jump Shot,[],201950,24.78646517739816,49.754901960784316,1610612738,125,114,2023-12-09T02:50:55Z,5930000,False,1.0,180.0,1,left,J. Holiday 18' step back Jump Shot (16 PTS),[201950],1610612738.0,BOS,step back,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,18.05,Made,,16.0,,,,,,,,,,,,,,,,
603,PT01M40.00S,2023-12-09T02:49:05.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,81.553876478318,61.274509803921575,1610612752,125,116,2023-12-09T02:49:09Z,5940000,False,56.0,121.0,1,right,J. Brunson 13' pullup Jump Shot (20 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,13.34,Made,,20.0,,,,,,,,,,,,,,,,
604,PT01M31.00S,2023-12-09T02:49:22.1Z,4,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612738,125,116,2023-12-09T02:49:40Z,5950000,False,,,0,,D. DiVincenzo shooting personal FOUL (2 PF) (Tatum 2 FT),"[1628978, 1628369]",1610612752.0,NYK,shooting,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200834.0,2.0,0.0,,,,Tatum,1628369.0,,
606,PT01M31.00S,2023-12-09T02:49:43.0Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,126,116,2023-12-09T02:49:43Z,5970000,False,,,0,,J. Tatum Free Throw 1 of 2 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,20.0,,,,,,,,,,,,,,,,
607,PT01M31.00S,2023-12-09T02:49:55.6Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,127,116,2023-12-09T02:49:55Z,5980000,False,,,0,,J. Tatum Free Throw 2 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,21.0,,,,,,,,,,,,,,,,
608,PT01M24.00S,2023-12-09T02:50:06.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612752,127,116,2023-12-09T02:50:20Z,5990000,False,,,0,,D. White shooting personal FOUL (4 PF) (Brunson 2 FT),"[1628401, 1628973]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200834.0,4.0,0.0,,,,Brunson,1628973.0,,
610,PT01M24.00S,2023-12-09T02:50:50.3Z,4,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,127,116,2023-12-09T02:50:50Z,6010000,False,,,0,,MISS J. Brunson Free Throw 1 of 2,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
611,PT01M24.00S,2023-12-09T02:50:50.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,127,116,2023-12-09T02:50:50Z,6020000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,610.0,,,,,,,,,,,,,,,,,
612,PT01M24.00S,2023-12-09T02:51:12.9Z,4,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,127,117,2023-12-09T02:51:13Z,6030000,False,,,0,,J. Brunson Free Throw 2 of 2 (21 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,21.0,,,,,,,,,,,,,,,,
613,PT01M10.00S,2023-12-09T02:51:30.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,6.83311432325887,52.71905637254902,1610612738,127,117,2023-12-09T02:51:35Z,6040000,False,-14.0,12.0,1,left,MISS D. White driving Layup - blocked,"[1628401, 203944]",1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,1.79,Missed,,,,,,,,,,,,,,,,,Randle,203944.0
623,PT01M10.00S,2023-12-09T02:51:30.0Z,4,REGULAR,block,,[],203944,,,1610612738,127,117,2023-12-09T02:52:28Z,6045000,False,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
614,PT01M08.00S,2023-12-09T02:51:32.0Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612752,127,117,2023-12-09T02:51:35Z,6050000,False,,,0,,I. Hartenstein REBOUND (Off:4 Def:12),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,613.0,,16.0,12.0,4.0,,,,,,,,,,,,,
615,PT01M06.00S,2023-12-09T02:51:34.8Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629628,92.9862023653088,49.754901960784316,1610612752,127,119,2023-12-09T02:51:42Z,6060000,False,-1.0,13.0,1,right,R. Barrett running DUNK (23 PTS) (J. Brunson 4 AST),"[1629628, 1628973]",1610612752.0,NYK,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.35,Made,,23.0,,,,J. Brunson,1628973.0,4.0,,,,,,,,,,
617,PT00M57.70S,2023-12-09T02:51:49.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,11.12023653088042,48.529411764705884,1610612738,129,119,2023-12-09T02:51:54Z,6080000,False,7.0,52.0,1,left,J. Tatum driving Layup (23 PTS) (J. Holiday 5 AST),"[1628369, 201950]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.25,Made,,23.0,,,,J. Holiday,201950.0,5.0,,,,,,,,,,
619,PT00M48.80S,2023-12-09T02:51:59.4Z,4,REGULAR,3pt,Jump Shot,[],1628978,68.01905387647832,12.745098039215685,1610612752,129,119,2023-12-09T02:52:06Z,6100000,False,-186.0,248.0,1,right,MISS D. DiVincenzo 31' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,31.03,Missed,,,,,,,,,,,,,,,,,,
620,PT00M46.20S,2023-12-09T02:52:02.0Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,129,119,2023-12-09T02:52:06Z,6110000,False,,,0,,A. Horford REBOUND (Off:2 Def:8),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,,,619.0,,10.0,8.0,2.0,,,,,,,,,,,,,
621,PT00M38.50S,2023-12-09T02:52:12.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612738,129,119,2023-12-09T02:52:18Z,6120000,False,,,0,,J. Brunson personal FOUL (3 PF) (Tatum 2 FT),"[1628973, 1628369]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1151.0,3.0,0.0,,,,Tatum,1628369.0,,
624,PT00M38.50S,2023-12-09T02:52:34.3Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,130,119,2023-12-09T02:52:34Z,6140000,False,,,0,,J. Tatum Free Throw 1 of 2 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,24.0,,,,,,,,,,,,,,,,
625,PT00M38.50S,2023-12-09T02:52:35.7Z,4,REGULAR,substitution,out,[],201143,,,1610612738,130,119,2023-12-09T02:52:54Z,6150000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M38.50S,2023-12-09T02:52:35.7Z,4,REGULAR,substitution,out,[],204001,,,1610612738,130,119,2023-12-09T02:52:54Z,6160000,False,,,0,,SUB out: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT00M38.50S,2023-12-09T02:52:35.7Z,4,REGULAR,substitution,in,[],1628436,,,1610612738,130,119,2023-12-09T02:52:54Z,6170000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M38.50S,2023-12-09T02:52:35.7Z,4,REGULAR,substitution,in,[],1630573,,,1610612738,130,119,2023-12-09T02:52:54Z,6180000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M38.50S,2023-12-09T02:52:35.7Z,4,REGULAR,substitution,out,[],201950,,,1610612738,130,119,2023-12-09T02:54:58Z,6185000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M38.50S,2023-12-09T02:52:35.7Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,130,119,2023-12-09T02:54:58Z,6187500,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT00M38.50S,2023-12-09T02:53:12.6Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,131,119,2023-12-09T02:53:12Z,6210000,False,,,0,,J. Tatum Free Throw 2 of 2 (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,25.0,,,,,,,,,,,,,,,,
632,PT00M33.20S,2023-12-09T02:53:19.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,87.99277266754271,50.49019607843137,1610612752,131,121,2023-12-09T02:53:25Z,6220000,False,2.0,60.0,1,right,J. Brunson 6' driving floating Jump Shot (23 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,6.05,Made,,23.0,,,,,,,,,,,,,,,,
633,PT00M21.30S,2023-12-09T02:53:34.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612738,131,121,2023-12-09T02:53:42Z,6230000,False,,,0,,J. Randle take personal FOUL (2 PF) (White 2 FT),"[203944, 1628401]",1610612752.0,NYK,take,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1151.0,2.0,1.0,,,,White,1628401.0,,
635,PT00M21.30S,2023-12-09T02:54:01.8Z,4,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,132,121,2023-12-09T02:54:01Z,6250000,False,,,0,,D. White Free Throw 1 of 2 (29 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,29.0,,,,,,,,,,,,,,,,
636,PT00M21.30S,2023-12-09T02:54:07.4Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,132,121,2023-12-09T02:54:11Z,6260000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M21.30S,2023-12-09T02:54:07.4Z,4,REGULAR,substitution,in,[],1629052,,,1610612738,132,121,2023-12-09T02:54:11Z,6270000,False,,,0,,SUB in: O. Brissett,[1629052],1610612738.0,BOS,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT00M21.30S,2023-12-09T02:54:38.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,132,121,2023-12-09T02:56:34Z,6275000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M21.30S,2023-12-09T02:54:28.6Z,4,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,133,121,2023-12-09T02:54:28Z,6280000,False,,,0,,D. White Free Throw 2 of 2 (30 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,30.0,,,,,,,,,,,,,,,,
642,PT00M21.30S,2023-12-09T02:55:42.9Z,4,REGULAR,substitution,out,[],1628401,,,1610612752,133,121,2023-12-09T02:56:09Z,6300000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M21.30S,2023-12-09T02:55:42.9Z,4,REGULAR,substitution,out,[],1628973,,,1610612752,133,121,2023-12-09T02:56:09Z,6310000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M21.30S,2023-12-09T02:55:42.9Z,4,REGULAR,substitution,in,[],1630625,,,1610612752,133,121,2023-12-09T02:56:09Z,6320000,False,,,0,,SUB in: D. Banton,[1630625],1610612738.0,BOS,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M21.30S,2023-12-09T02:55:42.9Z,4,REGULAR,substitution,in,[],1630193,,,1610612752,133,121,2023-12-09T02:56:09Z,6330000,False,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M17.40S,2023-12-09T02:56:19.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203944,93.11760840998686,52.69607843137255,1610612752,133,123,2023-12-09T02:56:33Z,6340000,False,13.0,12.0,1,right,J. Randle driving Layup (20 PTS) (D. DiVincenzo 2 AST),"[203944, 1628978]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,1.82,Made,,20.0,,,,D. DiVincenzo,1628978.0,2.0,,,,,,,,,,
647,PT00M00.00S,2023-12-09T02:56:43.1Z,4,REGULAR,period,end,[],0,,,1610612738,133,123,2023-12-09T02:56:43Z,6350000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M00.00S,2023-12-09T02:57:00.3Z,4,REGULAR,game,end,[],0,,,0,133,123,2023-12-09T02:57:00Z,6360000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
