actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
171,PT10M42.00S,2023-12-09T01:09:55.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201950,76.42904073587385,57.59803921568627,1610612738,37,34,2023-12-09T01:11:53Z,1680000,False,38.0,169.0,1,right,J. Holiday 17' step back Jump Shot (8 PTS),[201950],1610612738.0,BOS,step back,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Center,17.33,Made,,8.0,,,,,,,,,,,,,,,,
172,PT10M29.00S,2023-12-09T01:10:08.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,14.799605781865965,51.9607843137255,1610612752,37,36,2023-12-09T01:12:23Z,1690000,False,-10.0,87.0,1,left,R. Barrett 8' driving floating Jump Shot (6 PTS) (I. Hartenstein 1 AST),"[1629628, 1628392]",1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,8.72,Made,,6.0,,,,I. Hartenstein,1628392.0,1.0,,,,,,,,,,
174,PT10M08.00S,2023-12-09T01:10:29.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.72339027595268,50.245098039215684,1610612738,39,36,2023-12-09T01:10:33Z,1710000,False,1.0,16.0,1,right,J. Tatum driving Layup (2 PTS) (P. Pritchard 1 AST),"[1628369, 1630202]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.59,Made,,2.0,,,,P. Pritchard,1630202.0,1.0,,,,,,,,,,
176,PT09M49.00S,2023-12-09T01:10:48.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628392,14.14257555847569,56.372549019607845,1610612752,39,36,2023-12-09T01:11:03Z,1730000,False,-32.0,80.0,1,left,MISS I. Hartenstein 8' turnaround Hook,[1628392],1610612752.0,NYK,turnaround,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,8.65,Missed,,,,,,,,,,,,,,,,,,
177,PT09M47.00S,2023-12-09T01:10:50.3Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612752,39,36,2023-12-09T01:11:03Z,1740000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:3),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),8-16 Center,,,176.0,,4.0,3.0,1.0,,,,,,,,,,,,,
178,PT09M46.00S,2023-12-09T01:10:51.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628392,10.463206307490145,50.0,1610612752,39,38,2023-12-09T01:13:17Z,1750000,False,0.0,46.0,1,left,I. Hartenstein tip Layup (2 PTS),[1628392],1610612752.0,NYK,tip,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,4.59,Made,,2.0,,,,,,,,,,,,,,,,
179,PT09M33.00S,2023-12-09T01:11:04.8Z,2,REGULAR,3pt,Jump Shot,[],201950,80.50262812089356,4.166666666666666,1610612738,39,38,2023-12-09T01:11:14Z,1760000,False,-229.0,131.0,1,right,MISS J. Holiday 26' 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Left Center,26.39,Missed,,,,,,,,,,,,,,,,,,
180,PT09M32.00S,2023-12-09T01:11:05.8Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,39,38,2023-12-09T01:11:14Z,1770000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:4),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,179.0,,5.0,4.0,1.0,,,,,,,,,,,,,
181,PT09M10.00S,2023-12-09T01:11:27.8Z,2,REGULAR,3pt,Jump Shot,[],1629628,11.908672798948752,2.696078431372549,1610612752,39,38,2023-12-09T01:11:33Z,1780000,False,237.0,59.0,1,left,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,24.38,Missed,,,,,,,,,,,,,,,,,,
182,PT09M08.00S,2023-12-09T01:11:29.8Z,2,REGULAR,rebound,defensive,[],201950,,,1610612738,39,38,2023-12-09T01:11:33Z,1790000,False,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,,,181.0,,2.0,2.0,0.0,,,,,,,,,,,,,
183,PT09M04.00S,2023-12-09T01:11:37.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201950,92.32917214191852,50.245098039215684,1610612738,41,38,2023-12-09T01:11:46Z,1800000,False,1.0,20.0,1,right,J. Holiday running Layup (10 PTS),[201950],1610612738.0,BOS,running,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,1.96,Made,,10.0,,,,,,,,,,,,,,,,
184,PT09M04.00S,2023-12-09T01:11:39.3Z,2,REGULAR,foul,personal,['1freethrow'],1628404,,,1610612738,41,38,2023-12-09T01:11:46Z,1810000,False,,,0,,J. Hart shooting personal FOUL (2 PF) (Holiday 1 FT),"[1628404, 201950]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200834.0,2.0,0.0,,,,Holiday,201950.0,,
186,PT09M04.00S,2023-12-09T01:12:05.8Z,2,REGULAR,freethrow,1 of 1,[],201950,,,1610612738,42,38,2023-12-09T01:12:05Z,1830000,False,,,0,,J. Holiday Free Throw 1 of 1 (11 PTS),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,Made,,11.0,,,,,,,,,,,,,,,,
187,PT08M58.00S,2023-12-09T01:12:14.5Z,2,REGULAR,3pt,Jump Shot,[],1629656,26.231931668856767,89.2156862745098,1610612752,42,41,2023-12-09T01:12:18Z,1840000,False,-196.0,194.0,1,left,Q. Grimes 27' 3PT  (6 PTS) (J. Hart 2 AST),"[1629656, 1628404]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,27.59,Made,,6.0,,,,J. Hart,1628404.0,2.0,,,,,,,,,,
189,PT08M36.00S,2023-12-09T01:12:39.7Z,2,REGULAR,foul,personal,[],1628392,,,1610612738,42,41,2023-12-09T01:12:55Z,1860000,False,,,0,,I. Hartenstein personal FOUL (2 PF),"[1628392, 1628436]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1151.0,2.0,0.0,,,,Kornet,1628436.0,,
191,PT08M30.00S,2023-12-09T01:13:12.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.24901445466492,54.65686274509803,1610612738,42,41,2023-12-09T01:13:19Z,1880000,False,23.0,11.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
192,PT08M29.00S,2023-12-09T01:13:13.8Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,42,41,2023-12-09T01:13:19Z,1890000,False,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,191.0,,1.0,0.0,1.0,,,,,,,,,,,,,
193,PT08M27.00S,2023-12-09T01:13:16.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,92.85479632063075,46.568627450980394,1610612738,44,41,2023-12-09T01:13:23Z,1900000,False,-17.0,15.0,1,right,L. Kornet putback Layup (2 PTS),[1628436],1610612738.0,BOS,putback,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,2.26,Made,,2.0,,,,,,,,,,,,,,,,
194,PT08M15.00S,2023-12-09T01:13:27.0Z,2,REGULAR,3pt,Jump Shot,[],1630193,35.56176084099869,60.29411764705882,1610612752,44,44,2023-12-09T01:13:31Z,1910000,False,-51.0,282.0,1,left,I. Quickley 28' 3PT pullup (10 PTS),[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,28.65,Made,,10.0,,,,,,,,,,,,,,,,
195,PT07M52.00S,2023-12-09T01:13:50.1Z,2,REGULAR,3pt,Jump Shot,[],1628369,68.41327201051249,64.70588235294117,1610612738,47,44,2023-12-09T01:13:54Z,1920000,False,74.0,244.0,1,right,J. Tatum 25' 3PT  (5 PTS) (S. Hauser 1 AST),"[1628369, 1630573]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.52,Made,,5.0,,,,S. Hauser,1630573.0,1.0,,,,,,,,,,
197,PT07M30.00S,2023-12-09T01:14:12.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,16.557161629434955,43.14491421568628,1610612752,47,46,2023-12-09T01:14:17Z,1940000,False,34.0,103.0,1,left,R. Barrett 10' pullup Jump Shot (8 PTS),[1629628],1610612752.0,NYK,pullup,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,10.87,Made,,8.0,,,,,,,,,,,,,,,,
198,PT07M18.00S,2023-12-09T01:14:23.7Z,2,REGULAR,3pt,Jump Shot,[],201950,75.77201051248358,86.27450980392157,1610612738,47,46,2023-12-09T01:16:26Z,1950000,False,181.0,175.0,1,right,MISS J. Holiday 25' turnaround 3PT,[201950],1610612738.0,BOS,turnaround,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
199,PT07M16.00S,2023-12-09T01:14:25.7Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,47,46,2023-12-09T01:14:29Z,1960000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:5),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Right Center,,,198.0,,6.0,5.0,1.0,,,,,,,,,,,,,
200,PT07M00.00S,2023-12-09T01:14:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628392,6.044678055190539,57.13082107843137,1610612752,47,46,2023-12-09T01:14:48Z,1970000,False,-36.0,4.0,1,left,MISS I. Hartenstein driving Layup,[1628392],1610612752.0,NYK,driving,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,3.6,Missed,,,,,,,,,,,,,,,,,,
201,PT06M58.00S,2023-12-09T01:14:44.2Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,47,46,2023-12-09T01:14:48Z,1980000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,200.0,,4.0,4.0,0.0,,,,,,,,,,,,,
202,PT06M49.00S,2023-12-09T01:14:53.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,64.86530880420499,41.911764705882355,1610612738,47,46,2023-12-09T01:15:01Z,1990000,False,-40.0,278.0,1,right,MISS J. Tatum 28' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,28.07,Missed,,,,,,,,,,,,,,,,,,
203,PT06M46.00S,2023-12-09T01:14:56.8Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612752,47,46,2023-12-09T01:15:01Z,2000000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:6),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Center,,,202.0,,7.0,6.0,1.0,,,,,,,,,,,,,
204,PT06M41.00S,2023-12-09T01:15:01.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629656,9.543363994743759,50.73529411764706,1610612752,47,48,2023-12-09T01:15:06Z,2010000,False,-4.0,37.0,1,left,Q. Grimes running Layup (8 PTS) (I. Hartenstein 2 AST),"[1629656, 1628392]",1610612752.0,NYK,running,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,3.74,Made,,8.0,,,,I. Hartenstein,1628392.0,2.0,,,,,,,,,,
206,PT06M41.00S,2023-12-09T01:15:08.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,47,48,2023-12-09T01:15:08Z,2030000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M41.00S,2023-12-09T01:17:25.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,47,48,2023-12-09T01:17:52Z,2040000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M41.00S,2023-12-09T01:17:25.1Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,47,48,2023-12-09T01:17:52Z,2050000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M41.00S,2023-12-09T01:17:25.1Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,47,48,2023-12-09T01:17:52Z,2060000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M41.00S,2023-12-09T01:17:25.1Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,47,48,2023-12-09T01:17:52Z,2070000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M41.00S,2023-12-09T01:17:25.1Z,2,REGULAR,substitution,out,[],1628392,,,1610612738,47,48,2023-12-09T01:17:52Z,2080000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M41.00S,2023-12-09T01:17:25.1Z,2,REGULAR,substitution,out,[],1629628,,,1610612738,47,48,2023-12-09T01:17:52Z,2090000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M41.00S,2023-12-09T01:17:25.1Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,47,48,2023-12-09T01:17:52Z,2100000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M41.00S,2023-12-09T01:17:25.1Z,2,REGULAR,substitution,in,[],204001,,,1610612738,47,48,2023-12-09T01:17:52Z,2110000,False,,,0,,SUB in: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M41.00S,2023-12-09T01:17:25.1Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,47,48,2023-12-09T01:17:52Z,2120000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M41.00S,2023-12-09T01:17:25.1Z,2,REGULAR,substitution,in,[],201143,,,1610612738,47,48,2023-12-09T01:17:52Z,2130000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M41.00S,2023-12-09T01:17:25.1Z,2,REGULAR,substitution,in,[],1628973,,,1610612738,47,48,2023-12-09T01:17:52Z,2140000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M41.00S,2023-12-09T01:17:25.1Z,2,REGULAR,substitution,in,[],1629011,,,1610612738,47,48,2023-12-09T01:17:52Z,2150000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M32.00S,2023-12-09T01:18:13.6Z,2,REGULAR,foul,personal,[],1629011,,,1610612738,47,48,2023-12-09T01:18:35Z,2160000,False,,,0,,M. Robinson personal FOUL (1 PF),"[1629011, 204001]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,200834.0,1.0,0.0,,,,Porzingis,204001.0,,
221,PT06M23.00S,2023-12-09T01:18:31.9Z,2,REGULAR,3pt,Jump Shot,[],1628401,73.53810775295663,13.970588235294118,1610612738,47,48,2023-12-09T01:18:38Z,2180000,False,-180.0,196.0,1,right,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.63,Missed,,,,,,,,,,,,,,,,,,
222,PT06M20.00S,2023-12-09T01:18:34.9Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,47,48,2023-12-09T01:18:34Z,2190000,False,,,0,,M. Robinson REBOUND (Off:2 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Left Center,,,221.0,,5.0,3.0,2.0,,,,,,,,,,,,,
223,PT06M00.00S,2023-12-09T01:18:56.0Z,2,REGULAR,foul,personal,['3freethrow'],1628401,,,1610612752,47,48,2023-12-09T01:19:43Z,2200000,False,,,0,,D. White shooting personal FOUL (1 PF) (Brunson 3 FT),"[1628401, 1628973]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Left Corner 3,24+ Left,,,,,,,,,,,1151.0,1.0,0.0,,,,Brunson,1628973.0,,
226,PT06M00.00S,2023-12-09T01:21:58.7Z,2,REGULAR,freethrow,1 of 3,[],1628973,,,1610612752,47,49,2023-12-09T01:21:58Z,2230000,False,,,0,,J. Brunson Free Throw 1 of 3 (5 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
227,PT06M00.00S,2023-12-09T01:22:14.9Z,2,REGULAR,freethrow,2 of 3,[],1628973,,,1610612752,47,50,2023-12-09T01:22:14Z,2240000,False,,,0,,J. Brunson Free Throw 2 of 3 (6 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
228,PT06M00.00S,2023-12-09T01:22:32.7Z,2,REGULAR,freethrow,3 of 3,[],1628973,,,1610612752,47,51,2023-12-09T01:22:32Z,2250000,False,,,0,,J. Brunson Free Throw 3 of 3 (7 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
229,PT05M46.00S,2023-12-09T01:22:55.4Z,2,REGULAR,foul,personal,[],1630193,,,1610612738,47,51,2023-12-09T01:23:01Z,2260000,False,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 1628401]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,200834.0,1.0,0.0,,,,White,1628401.0,,
231,PT05M46.00S,2023-12-09T01:23:05.6Z,2,REGULAR,substitution,out,[],1630193,,,1610612738,47,51,2023-12-09T01:23:12Z,2280000,False,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT05M46.00S,2023-12-09T01:23:05.6Z,2,REGULAR,substitution,in,[],203944,,,1610612738,47,51,2023-12-09T01:23:12Z,2290000,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT05M40.00S,2023-12-09T01:23:22.9Z,2,REGULAR,3pt,Jump Shot,[],1628401,92.46057818659659,2.941176470588235,1610612738,50,51,2023-12-09T01:23:27Z,2300000,False,-235.0,18.0,1,right,D. White 3PT  (13 PTS) (J. Holiday 3 AST),"[1628401, 201950]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,23.6,Made,,13.0,,,,J. Holiday,201950.0,3.0,,,,,,,,,,
235,PT05M16.00S,2023-12-09T01:23:46.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629011,6.701708278580814,52.447150735294116,1610612752,50,53,2023-12-09T01:24:14Z,2320000,False,-12.0,10.0,1,left,M. Robinson cutting Layup (8 PTS) (Q. Grimes 1 AST),"[1629011, 1629656]",1610612752.0,NYK,cutting,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.61,Made,,8.0,,,,Q. Grimes,1629656.0,1.0,,,,,,,,,,
237,PT05M07.00S,2023-12-09T01:23:54.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,92.59198423127464,49.50980392156863,1610612738,52,53,2023-12-09T01:23:59Z,2340000,False,-2.0,17.0,1,right,J. Brown driving Layup (5 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.73,Made,,5.0,,,,,,,,,,,,,,,,
238,PT04M55.00S,2023-12-09T01:24:17.7Z,2,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612752,52,53,2023-12-09T01:24:29Z,2350000,False,,,0,,J. Brown shooting personal FOUL (2 PF) (Brunson 2 FT),"[1627759, 1628973]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,200834.0,2.0,0.0,,,,Brunson,1628973.0,,
240,PT04M55.00S,2023-12-09T01:24:40.0Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,52,53,2023-12-09T01:24:40Z,2370000,False,,,0,,MISS J. Brunson Free Throw 1 of 2,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
241,PT04M55.00S,2023-12-09T01:24:40.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,52,53,2023-12-09T01:24:40Z,2380000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,240.0,,,,,,,,,,,,,,,,,
242,PT04M55.00S,2023-12-09T01:24:43.8Z,2,REGULAR,substitution,out,[],201950,,,1610612752,52,53,2023-12-09T01:24:48Z,2390000,False,,,0,,SUB out: J. Holiday,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M55.00S,2023-12-09T01:24:43.8Z,2,REGULAR,substitution,out,[],1629656,,,1610612752,52,53,2023-12-09T01:24:48Z,2400000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M55.00S,2023-12-09T01:24:43.8Z,2,REGULAR,substitution,in,[],1628369,,,1610612752,52,53,2023-12-09T01:24:48Z,2410000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M55.00S,2023-12-09T01:24:43.8Z,2,REGULAR,substitution,in,[],1628978,,,1610612752,52,53,2023-12-09T01:24:48Z,2420000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M55.00S,2023-12-09T01:25:06.8Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,52,54,2023-12-09T01:25:06Z,2430000,False,,,0,,J. Brunson Free Throw 2 of 2 (8 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
247,PT04M46.00S,2023-12-09T01:25:17.0Z,2,REGULAR,3pt,Jump Shot,[],204001,77.61169513797634,89.2156862745098,1610612738,55,54,2023-12-09T01:25:21Z,2440000,False,196.0,158.0,1,right,K. Porzingis 25' 3PT  (13 PTS) (J. Brown 3 AST),"[204001, 1627759]",1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,25.18,Made,,13.0,,,,J. Brown,1627759.0,3.0,,,,,,,,,,
249,PT04M39.00S,2023-12-09T01:25:25.4Z,2,REGULAR,3pt,Jump Shot,[],1628973,30.699737187910642,22.794117647058822,1610612752,55,54,2023-12-09T01:26:39Z,2460000,False,136.0,236.0,1,left,MISS J. Brunson 27' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,27.25,Missed,,,,,,,,,,,,,,,,,,
250,PT04M36.00S,2023-12-09T01:25:28.4Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,55,54,2023-12-09T01:25:35Z,2470000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:1),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,,,249.0,,2.0,1.0,1.0,,,,,,,,,,,,,
251,PT04M35.00S,2023-12-09T01:25:37.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628404,,,1610612738,55,54,2023-12-09T01:25:45Z,2480000,False,,,0,,J. Hart personal FOUL (3 PF) (Porzingis 2 FT),"[1628404, 204001]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1151.0,3.0,0.0,,,,Porzingis,204001.0,,
253,PT04M35.00S,2023-12-09T01:26:16.9Z,2,REGULAR,freethrow,1 of 2,[],204001,,,1610612738,56,54,2023-12-09T01:26:16Z,2500000,False,,,0,,K. Porzingis Free Throw 1 of 2 (14 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,14.0,,,,,,,,,,,,,,,,
254,PT04M35.00S,2023-12-09T01:26:20.3Z,2,REGULAR,substitution,out,[],1628404,,,1610612738,56,54,2023-12-09T01:26:37Z,2510000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M35.00S,2023-12-09T01:26:20.3Z,2,REGULAR,substitution,in,[],1629628,,,1610612738,56,54,2023-12-09T01:26:37Z,2520000,False,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M35.00S,2023-12-09T01:26:39.6Z,2,REGULAR,freethrow,2 of 2,[],204001,,,1610612738,57,54,2023-12-09T01:26:39Z,2530000,False,,,0,,K. Porzingis Free Throw 2 of 2 (15 PTS),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,Made,,15.0,,,,,,,,,,,,,,,,
