actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
177,PT10M13.00S,2023-11-12T00:45:45.9Z,2,REGULAR,3pt,Jump Shot,[],1628384,66.17936925098554,47.549019607843135,1610612761,38,26,2023-11-12T00:48:42Z,1680000,False,-12.0,265.0,1,right,MISS O. Anunoby 26' pullup 3PT,[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,26.57,Missed,,,,,,,,,,,,,,,,,,
178,PT10M10.00S,2023-11-12T00:45:48.6Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,38,26,2023-11-12T00:45:48Z,1690000,False,,,0,,A. Horford REBOUND (Off:0 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,,,,,177.0,3.0,3.0,0.0,,,,,,,,,,
179,PT10M02.00S,2023-11-12T00:45:56.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201143,9.543363994743759,46.568627450980394,1610612738,40,26,2023-11-12T00:50:10Z,1700000,False,17.0,37.0,1,left,A. Horford cutting Layup (2 PTS) (J. Tatum 3 AST),"[201143, 1628369]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,4.1,Made,2.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
181,PT09M45.00S,2023-11-12T00:46:13.3Z,2,REGULAR,3pt,Jump Shot,[],1630201,71.69842312746385,16.666666666666664,1610612761,40,29,2023-11-12T00:46:19Z,1720000,False,-167.0,214.0,1,right,M. Flynn 27' 3PT  (3 PTS) (S. Barnes 2 AST),"[1630201, 1630567]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Left Center,27.09,Made,3.0,S. Barnes,1630567.0,2.0,,,,,,,,,,,,,,
183,PT09M21.00S,2023-11-12T00:46:37.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,27.808804204993432,85.29411764705883,1610612738,43,29,2023-11-12T00:46:46Z,1740000,False,-176.0,209.0,1,left,J. Tatum 27' 3PT step back (11 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.35,Made,11.0,,,,,,,,,,,,,,,,,
184,PT09M00.00S,2023-11-12T00:46:58.5Z,2,REGULAR,3pt,Jump Shot,[],1630567,68.80749014454665,25.49019607843137,1610612761,43,32,2023-11-12T00:47:03Z,1750000,False,-123.0,241.0,1,right,S. Barnes 27' 3PT  (8 PTS) (P. Achiuwa 1 AST),"[1630567, 1630173]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,27.01,Made,8.0,P. Achiuwa,1630173.0,1.0,,,,,,,,,,,,,,
186,PT08M40.00S,2023-11-12T00:47:21.3Z,2,REGULAR,turnover,traveling,[],1630202,,,1610612738,43,32,2023-11-12T00:47:33Z,1770000,False,,,0,,P. Pritchard traveling TURNOVER (1 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,24+ Right,,,,,,,,,,,1162.0,,,1.0,,,,,,
187,PT08M40.00S,2023-11-12T00:47:24.0Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,43,32,2023-11-12T00:47:30Z,1780000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M40.00S,2023-11-12T00:47:24.0Z,2,REGULAR,substitution,in,[],1641711,,,1610612761,43,32,2023-11-12T00:47:30Z,1790000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT08M32.00S,2023-11-12T00:47:43.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,71.30420499342969,77.45098039215686,1610612761,43,32,2023-11-12T00:47:48Z,1800000,False,137.0,217.0,1,right,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,25.7,Missed,,,,,,,,,,,,,,,,,,
190,PT08M30.00S,2023-11-12T00:47:45.5Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,43,32,2023-11-12T00:47:48Z,1810000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,,,
191,PT08M18.00S,2023-11-12T00:47:58.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201143,12.040078843626807,49.754901960784316,1610612738,45,32,2023-11-12T00:51:57Z,1820000,False,1.0,61.0,1,left,A. Horford 6' Hook (4 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,6.07,Made,4.0,,,,,,,,,,,,,,,,,
192,PT07M58.00S,2023-11-12T00:48:16.8Z,2,REGULAR,3pt,Jump Shot,[],1630567,79.58278580814718,90.44117647058823,1610612761,45,32,2023-11-12T00:48:23Z,1830000,False,202.0,139.0,1,right,MISS S. Barnes 24' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,24.56,Missed,,,,,,,,,,,,,,,,,,
193,PT07M55.00S,2023-11-12T00:48:19.8Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,45,32,2023-11-12T00:48:23Z,1840000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,,,,192.0,2.0,2.0,0.0,,,,,,,,,,
194,PT07M43.00S,2023-11-12T00:48:32.3Z,2,REGULAR,turnover,bad pass,[],201950,,,1610612738,45,32,2023-11-12T00:48:36Z,1850000,False,,,0,,J. Holiday bad pass TURNOVER (2 TO),"[201950, 1628384]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,2.0,,,,,Anunoby,1628384.0
195,PT07M43.00S,2023-11-12T00:48:32.3Z,2,REGULAR,steal,,[],1628384,,,1610612761,45,32,2023-11-12T00:48:33Z,1860000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
196,PT07M38.00S,2023-11-12T00:48:37.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641711,92.72339027595268,46.07843137254902,1610612761,45,34,2023-11-12T00:49:03Z,1870000,False,-20.0,16.0,1,right,G. Dick Layup (2 PTS),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Restricted Area,0-8 Center,2.52,Made,2.0,,,,,,,,,,,,,,,,,
197,PT07M19.00S,2023-11-12T00:48:56.4Z,2,REGULAR,3pt,Jump Shot,[],201950,13.354139290407357,94.6078431372549,1610612738,45,34,2023-11-12T00:49:06Z,1880000,False,-223.0,73.0,1,left,MISS J. Holiday 3PT,[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Left Corner 3,24+ Left,23.46,Missed,,,,,,,,,,,,,,,,,,
198,PT07M19.00S,2023-11-12T00:48:56.4Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,45,34,2023-11-12T00:49:06Z,1890000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,,,,197.0,1.0,1.0,0.0,,,,,,,,,,
199,PT07M09.00S,2023-11-12T00:49:06.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,93.77463863337714,45.34313725490196,1610612761,45,34,2023-11-12T00:49:15Z,1900000,False,-23.0,6.0,1,right,MISS P. Achiuwa driving Layup,[1630173],1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,,
200,PT07M06.00S,2023-11-12T00:49:09.6Z,2,REGULAR,rebound,defensive,[],1630573,,,1610612738,45,34,2023-11-12T00:49:15Z,1910000,False,,,0,,S. Hauser REBOUND (Off:0 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,,,,,,,199.0,3.0,3.0,0.0,,,,,,,,,,
201,PT06M59.00S,2023-11-12T00:49:19.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.149145860709593,42.15686274509804,1610612738,45,34,2023-11-12T00:55:54Z,1920000,False,39.0,34.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.16,Missed,,,,,,,,,,,,,,,,,,
202,PT06M58.00S,2023-11-12T00:49:20.0Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,45,34,2023-11-12T00:55:54Z,1930000,False,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201.0,4.0,3.0,1.0,,,,,,,,,,
203,PT06M56.00S,2023-11-12T00:49:22.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,30.17411300919842,84.31372549019608,1610612738,45,34,2023-11-12T00:55:07Z,1940000,False,-172.0,231.0,1,left,MISS S. Hauser 28' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,28.78,Missed,,,,,,,,,,,,,,,,,,
204,PT06M54.00S,2023-11-12T00:49:24.4Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,45,34,2023-11-12T00:55:07Z,1950000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,,,,203.0,2.0,1.0,1.0,,,,,,,,,,
205,PT06M54.00S,2023-11-12T00:49:27.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630202,5.590000152587891,50.0,1610612738,45,34,2023-11-12T00:55:22Z,1960000,False,0.0,0.0,1,left,MISS P. Pritchard tip Layup,[1630202],1610612738.0,BOS,tip,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
206,PT06M52.00S,2023-11-12T00:49:29.6Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,45,34,2023-11-12T00:55:22Z,1970000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,205.0,2.0,2.0,0.0,,,,,,,,,,
208,PT06M51.00S,2023-11-12T00:49:38.6Z,2,REGULAR,foul,personal,[],1628369,,,1610612761,45,34,2023-11-12T00:50:03Z,1990000,False,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 1630173]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,1.0,0.0,,,,Achiuwa,1630173.0,,
210,PT06M51.00S,2023-11-12T00:49:48.9Z,2,REGULAR,substitution,out,[],1628369,,,1610612761,45,34,2023-11-12T00:49:59Z,2010000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M51.00S,2023-11-12T00:49:48.9Z,2,REGULAR,substitution,out,[],1630202,,,1610612761,45,34,2023-11-12T00:49:59Z,2020000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M51.00S,2023-11-12T00:49:48.9Z,2,REGULAR,substitution,out,[],1628384,,,1610612761,45,34,2023-11-12T00:49:59Z,2030000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M51.00S,2023-11-12T00:49:48.9Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,45,34,2023-11-12T00:49:59Z,2040000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M51.00S,2023-11-12T00:49:48.9Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,45,34,2023-11-12T00:49:59Z,2050000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M51.00S,2023-11-12T00:49:48.9Z,2,REGULAR,substitution,out,[],1630201,,,1610612761,45,34,2023-11-12T00:49:59Z,2060000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M51.00S,2023-11-12T00:49:48.9Z,2,REGULAR,substitution,in,[],1628401,,,1610612761,45,34,2023-11-12T00:49:59Z,2070000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M51.00S,2023-11-12T00:49:48.9Z,2,REGULAR,substitution,in,[],1627759,,,1610612761,45,34,2023-11-12T00:49:59Z,2080000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M51.00S,2023-11-12T00:49:48.9Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,45,34,2023-11-12T00:49:59Z,2090000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M51.00S,2023-11-12T00:49:48.9Z,2,REGULAR,substitution,in,[],203471,,,1610612761,45,34,2023-11-12T00:49:59Z,2100000,False,,,0,,SUB in: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M51.00S,2023-11-12T00:49:48.9Z,2,REGULAR,substitution,in,[],1627751,,,1610612761,45,34,2023-11-12T00:49:59Z,2110000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M51.00S,2023-11-12T00:49:48.9Z,2,REGULAR,substitution,in,[],1628449,,,1610612761,45,34,2023-11-12T00:49:59Z,2120000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M36.00S,2023-11-12T00:50:14.1Z,2,REGULAR,foul,personal,[],1630573,,,1610612761,45,34,2023-11-12T00:50:30Z,2130000,False,,,0,,S. Hauser personal FOUL (2 PF),"[1630573, 1627783]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,203591.0,2.0,0.0,,,,Siakam,1627783.0,,
224,PT06M34.00S,2023-11-12T00:50:38.5Z,2,REGULAR,foul,personal,[],201950,,,1610612761,45,34,2023-11-12T00:50:47Z,2150000,False,,,0,,J. Holiday personal FOUL (1 PF),"[201950, 203471]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,203591.0,1.0,0.0,,,,Schroder,203471.0,,
226,PT06M25.00S,2023-11-12T00:50:58.7Z,2,REGULAR,3pt,Jump Shot,[],203471,67.36202365308804,48.28431372549019,1610612761,45,37,2023-11-12T00:51:04Z,2170000,False,-9.0,254.0,1,right,D. Schroder 25' 3PT  (6 PTS) (P. Siakam 2 AST),"[203471, 1627783]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,25.44,Made,6.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,,,,
228,PT06M17.00S,2023-11-12T00:51:06.4Z,2,REGULAR,3pt,Jump Shot,[],201143,11.645860709592641,4.901960784313726,1610612738,45,37,2023-11-12T00:51:16Z,2190000,False,225.0,57.0,1,left,MISS A. Horford 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,23.26,Missed,,,,,,,,,,,,,,,,,,
229,PT06M16.00S,2023-11-12T00:51:07.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612761,45,37,2023-11-12T00:51:16Z,2200000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,228.0,,,,,,,,,,,,,
231,PT06M16.00S,2023-11-12T00:51:14.7Z,2,REGULAR,substitution,out,[],201143,,,1610612761,45,37,2023-11-12T00:51:18Z,2220000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M16.00S,2023-11-12T00:51:14.7Z,2,REGULAR,substitution,in,[],204001,,,1610612761,45,37,2023-11-12T00:51:18Z,2230000,False,,,0,,SUB in: K. Porzingis,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M03.00S,2023-11-12T00:51:37.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,89.43823915900131,43.38235294117647,1610612761,45,37,2023-11-12T00:51:56Z,2240000,False,-33.0,47.0,1,right,MISS J. Poeltl driving Layup,[1627751],1610612761.0,TOR,driving,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,5.73,Missed,,,,,,,,,,,,,,,,,,
234,PT05M59.00S,2023-11-12T00:51:41.4Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,45,37,2023-11-12T00:51:44Z,2250000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:0),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,233.0,1.0,0.0,1.0,,,,,,,,,,
235,PT05M59.00S,2023-11-12T00:51:41.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,92.85479632063075,45.588235294117645,1610612761,45,39,2023-11-12T00:51:53Z,2260000,False,-22.0,15.0,1,right,J. Poeltl putback Layup (8 PTS),[1627751],1610612761.0,TOR,putback,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.65,Made,8.0,,,,,,,,,,,,,,,,,
236,PT05M39.00S,2023-11-12T00:52:00.3Z,2,REGULAR,3pt,Jump Shot,[],1627759,29.517082785808146,84.06862745098039,1610612738,45,39,2023-11-12T00:52:07Z,2270000,False,-170.0,225.0,1,left,MISS J. Brown 28' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,28.22,Missed,,,,,,,,,,,,,,,,,,
237,PT05M36.00S,2023-11-12T00:52:03.3Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,45,39,2023-11-12T00:52:07Z,2280000,False,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,,,,,236.0,1.0,1.0,0.0,,,,,,,,,,
238,PT05M34.00S,2023-11-12T00:52:07.8Z,2,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612761,45,39,2023-11-12T00:52:16Z,2290000,False,,,0,,P. Siakam bad pass out-of-bounds TURNOVER (1 TO),[1627783],1610612761.0,TOR,bad pass,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1162.0,,,1.0,,,,,,
239,PT05M19.00S,2023-11-12T00:52:29.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],204001,31.09395532194481,24.264705882352942,1610612738,45,39,2023-11-12T00:52:35Z,2300000,False,129.0,240.0,1,left,MISS K. Porzingis 27' 3PT,[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,27.22,Missed,,,,,,,,,,,,,,,,,,
240,PT05M16.00S,2023-11-12T00:52:32.7Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,45,39,2023-11-12T00:52:35Z,2310000,False,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,239.0,4.0,3.0,1.0,,,,,,,,,,
241,PT05M01.00S,2023-11-12T00:52:48.4Z,2,REGULAR,3pt,Jump Shot,[],1641711,78.26872536136662,90.44117647058823,1610612761,45,39,2023-11-12T00:52:53Z,2320000,False,202.0,152.0,1,right,MISS G. Dick 25' 3PT,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,,
242,PT04M57.00S,2023-11-12T00:52:52.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,45,39,2023-11-12T00:52:53Z,2330000,False,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,241.0,1.0,1.0,0.0,,,,,,,,,,
243,PT04M44.00S,2023-11-12T00:53:07.3Z,2,REGULAR,turnover,traveling,[],204001,,,1610612738,45,39,2023-11-12T00:53:15Z,2340000,False,,,0,,K. Porzingis traveling TURNOVER (1 TO),[204001],1610612738.0,BOS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,203591.0,,,1.0,,,,,,
244,PT04M34.00S,2023-11-12T00:53:35.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627783,93.38042049934296,48.28431372549019,1610612761,45,41,2023-11-12T00:56:35Z,2350000,False,-9.0,10.0,1,right,P. Siakam alley-oop DUNK (12 PTS) (J. Poeltl 2 AST),"[1627783, 1627751]",1610612761.0,TOR,alley-oop,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.3,Made,12.0,J. Poeltl,1627751.0,2.0,,,,,,,,,,,,,,
246,PT04M34.00S,2023-11-12T00:53:40.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,45,41,2023-11-12T00:53:40Z,2370000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT04M34.00S,2023-11-12T00:55:57.0Z,2,REGULAR,substitution,out,[],1630573,,,1610612738,45,41,2023-11-12T00:56:17Z,2380000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M34.00S,2023-11-12T00:55:57.0Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,45,41,2023-11-12T00:56:17Z,2390000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M15.00S,2023-11-12T00:56:49.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204001,9.017739816031538,57.107843137254896,1610612738,47,41,2023-11-12T00:56:55Z,2400000,False,-36.0,32.0,1,left,K. Porzingis cutting Layup (9 PTS) (J. Brown 1 AST),"[204001, 1627759]",1610612738.0,BOS,cutting,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,4.8,Made,9.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,,
251,PT03M56.00S,2023-11-12T00:57:08.4Z,2,REGULAR,3pt,Jump Shot,[],1627783,73.14388961892247,14.460784313725492,1610612761,47,41,2023-11-12T00:57:14Z,2420000,False,-178.0,200.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,26.75,Missed,,,,,,,,,,,,,,,,,,
252,PT03M53.00S,2023-11-12T00:57:11.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,47,41,2023-11-12T00:57:14Z,2430000,False,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,251.0,3.0,3.0,0.0,,,,,,,,,,
253,PT03M39.00S,2023-11-12T00:57:25.4Z,2,REGULAR,3pt,Jump Shot,[],1627759,15.982260183968464,95.09803921568627,1610612738,47,41,2023-11-12T00:57:33Z,2440000,False,-225.0,98.0,1,left,MISS J. Brown 24' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,24.58,Missed,,,,,,,,,,,,,,,,,,
254,PT03M35.00S,2023-11-12T00:57:29.4Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,47,41,2023-11-12T00:57:33Z,2450000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,,,253.0,2.0,1.0,1.0,,,,,,,,,,
255,PT03M22.00S,2023-11-12T00:57:42.9Z,2,REGULAR,turnover,lost ball,[],1627783,,,1610612761,47,41,2023-11-12T00:57:48Z,2460000,False,,,0,,P. Siakam lost ball TURNOVER (2 TO),"[1627783, 201950]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,2.0,,,,,Holiday,201950.0
256,PT03M22.00S,2023-11-12T00:57:42.9Z,2,REGULAR,steal,,[],201950,,,1610612738,47,41,2023-11-12T00:57:44Z,2470000,False,,,0,,J. Holiday STEAL (1 STL),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
257,PT03M18.00S,2023-11-12T00:57:47.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628401,12.040078843626807,3.9215686274509802,1610612738,47,41,2023-11-12T00:57:59Z,2480000,False,230.0,61.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.83,Missed,,,,,,,,,,,,,,,,,,
258,PT03M14.00S,2023-11-12T00:57:51.2Z,2,REGULAR,rebound,defensive,[],1641711,,,1610612761,47,41,2023-11-12T00:57:59Z,2490000,False,,,0,,G. Dick REBOUND (Off:0 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Right Corner 3,24+ Right,,,,,,,257.0,1.0,1.0,0.0,,,,,,,,,,
