actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
174,PT09M45.00S,2025-03-15T22:40:35.6Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,30,35,2025-03-15T22:40:38Z,1710000,False,,,0,,D. Sharpe REBOUND (Off:4 Def:3),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,173.0,7.0,3.0,4.0,,,,,,,,,,,,,,
175,PT09M42.00S,2025-03-15T22:40:39.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630592,72.22404730617609,19.852941176470587,1610612751,30,35,2025-03-15T22:40:43Z,1720000,False,-151.0,209.0,1,right,MISS J. Wilson 25' running pullup 3PT,[1630592],1610612751.0,BKN,running pullup,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Left Center,25.73,Missed,,,,,,,,,,,,,,,,,,
176,PT09M38.00S,2025-03-15T22:40:43.0Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,30,35,2025-03-15T22:40:43Z,1730000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,
177,PT09M34.00S,2025-03-15T22:40:49.6Z,2,REGULAR,foul,personal,[],1630549,,,1610612738,30,35,2025-03-15T22:40:59Z,1740000,False,,,0,,D. Sharpe personal FOUL (3 PF),"[1630549, 204001]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Right,,,,,,,,202027.0,,,,,,,3.0,0.0,Porziņģis,204001.0,,
179,PT09M34.00S,2025-03-15T22:40:56.9Z,2,REGULAR,substitution,out,[],1641721,,,1610612738,30,35,2025-03-15T22:41:01Z,1760000,False,,,0,,SUB out: M. Lewis,[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M34.00S,2025-03-15T22:40:56.9Z,2,REGULAR,substitution,in,[],1629661,,,1610612738,30,35,2025-03-15T22:41:01Z,1770000,False,,,0,,SUB in: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M28.00S,2025-03-15T22:41:19.4Z,2,REGULAR,3pt,Jump Shot,[],1630202,35.03613666228647,49.26470588235294,1610612738,30,38,2025-03-15T22:42:03Z,1780000,False,4.0,277.0,1,left,P. Pritchard 27' 3PT pullup (8 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,27.68,Made,,,,,8.0,,,,,,,,,,,,,
182,PT09M05.00S,2025-03-15T22:41:45.4Z,2,REGULAR,foul,personal,['2freethrow'],1629674,,,1610612751,30,38,2025-03-15T22:41:54Z,1790000,False,,,0,,N. Queta shooting personal FOUL (1 PF) (Russell 2 FT),"[1629674, 1626156]",1610612738.0,BOS,shooting,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202026.0,,,,,,,1.0,0.0,Russell,1626156.0,,
184,PT09M05.00S,2025-03-15T22:42:06.0Z,2,REGULAR,freethrow,1 of 2,[],1626156,,,1610612751,31,38,2025-03-15T22:42:24Z,1810000,False,,,0,,D. Russell Free Throw 1 of 2 (5 PTS),[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
185,PT09M05.00S,2025-03-15T22:42:06.0Z,2,REGULAR,freethrow,2 of 2,[],1626156,,,1610612751,31,38,2025-03-15T22:42:24Z,1820000,False,,,0,,MISS D. Russell Free Throw 2 of 2,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
186,PT09M02.00S,2025-03-15T22:42:09.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,31,38,2025-03-15T22:42:24Z,1830000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,185.0,3.0,3.0,0.0,,,,,,,,,,,,,,
187,PT08M57.00S,2025-03-15T22:42:29.2Z,2,REGULAR,3pt,Jump Shot,[],1627759,32.933639947437584,47.30392156862745,1610612738,31,41,2025-03-15T22:42:43Z,1840000,False,13.0,257.0,1,left,J. Brown 25' 3PT step back (3 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,25.75,Made,,,,,3.0,,,,,,,,,,,,,
188,PT08M47.00S,2025-03-15T22:42:42.2Z,2,REGULAR,foul,personal,[],1629674,,,1610612751,31,41,2025-03-15T22:42:53Z,1850000,False,,,0,,N. Queta personal FOUL (2 PF),"[1629674, 1630549]",1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Right Center,,,,,,,,202026.0,,,,,,,2.0,0.0,Sharpe,1630549.0,,
190,PT08M47.00S,2025-03-15T22:42:51.5Z,2,REGULAR,substitution,out,[],1630549,,,1610612751,31,41,2025-03-15T22:43:06Z,1870000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M47.00S,2025-03-15T22:42:51.5Z,2,REGULAR,substitution,out,[],1629674,,,1610612751,31,41,2025-03-15T22:43:06Z,1880000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M47.00S,2025-03-15T22:42:51.5Z,2,REGULAR,substitution,in,[],1630533,,,1610612751,31,41,2025-03-15T22:43:06Z,1890000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M47.00S,2025-03-15T22:42:51.5Z,2,REGULAR,substitution,in,[],1628436,,,1610612751,31,41,2025-03-15T22:43:06Z,1900000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M36.00S,2025-03-15T22:43:27.4Z,2,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612751,31,41,2025-03-15T22:43:33Z,1910000,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (Wilson 2 FT),"[1628436, 1630592]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,202026.0,,,,,,,1.0,0.0,Wilson,1630592.0,,
196,PT08M36.00S,2025-03-15T22:43:50.0Z,2,REGULAR,freethrow,1 of 2,[],1630592,,,1610612751,31,41,2025-03-15T22:43:50Z,1930000,False,,,0,,MISS J. Wilson Free Throw 1 of 2,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
197,PT08M36.00S,2025-03-15T22:43:50.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,31,41,2025-03-15T22:43:50Z,1940000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,196.0,,,,,,,,,,,,,,,,,
198,PT08M36.00S,2025-03-15T22:44:06.0Z,2,REGULAR,freethrow,2 of 2,[],1630592,,,1610612751,32,41,2025-03-15T22:44:06Z,1950000,False,,,0,,J. Wilson Free Throw 2 of 2 (7 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
199,PT08M19.00S,2025-03-15T22:44:25.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,7.966491458607096,50.245098039215684,1610612738,32,43,2025-03-15T22:44:49Z,1960000,False,-1.0,22.0,1,left,L. Kornet cutting DUNK (2 PTS) (J. Holiday 5 AST),"[1628436, 201950]",1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,2.24,Made,,,,,2.0,,J. Holiday,201950.0,5.0,,,,,,,,,
201,PT08M19.00S,2025-03-15T22:44:29.3Z,2,REGULAR,foul,personal,['1freethrow'],1631213,,,1610612738,32,43,2025-03-15T22:44:41Z,1980000,False,,,0,,T. Martin shooting personal FOUL (1 PF) (Kornet 1 FT),"[1631213, 1628436]",1610612751.0,BKN,shooting,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,202026.0,,,,,,,1.0,0.0,Kornet,1628436.0,,
203,PT08M19.00S,2025-03-15T22:44:44.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,32,43,2025-03-15T22:48:05Z,2000000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M19.00S,2025-03-15T22:44:48.8Z,2,REGULAR,substitution,out,[],1626156,,,1610612738,32,43,2025-03-15T22:48:05Z,2010000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M19.00S,2025-03-15T22:44:48.8Z,2,REGULAR,substitution,in,[],1641736,,,1610612738,32,43,2025-03-15T22:48:05Z,2020000,False,,,0,,SUB in: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M19.00S,2025-03-15T22:48:02.1Z,2,REGULAR,freethrow,1 of 1,[],1628436,,,1610612738,32,43,2025-03-15T22:48:07Z,2030000,False,,,0,,MISS L. Kornet Free Throw 1 of 1,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
207,PT08M14.00S,2025-03-15T22:48:07.1Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612751,32,43,2025-03-15T22:48:07Z,2040000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,206.0,2.0,2.0,0.0,,,,,,,,,,,,,,
208,PT08M02.00S,2025-03-15T22:48:18.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641736,94.03745072273325,54.90196078431373,1610612751,32,43,2025-03-15T22:48:23Z,2050000,False,25.0,4.0,1,right,MISS R. Beekman driving Layup - blocked,"[1641736, 201950]",1610612751.0,BKN,driving,,,Beekman,R. Beekman,,,,,Restricted Area,0-8 Center,2.47,Missed,,,,,,,,,,Holiday,201950.0,,,,,,,
209,PT08M02.00S,2025-03-15T22:48:18.9Z,2,REGULAR,block,,[],201950,,,1610612751,32,43,2025-03-15T22:48:21Z,2060000,False,,,0,,J. Holiday BLOCK (1 BLK),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
210,PT08M02.00S,2025-03-15T22:48:18.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,32,43,2025-03-15T22:48:23Z,2070000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,208.0,,,,,,,,,,,,,,,,,
212,PT07M53.00S,2025-03-15T22:48:39.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630592,82.47371879106439,50.245098039215684,1610612751,32,43,2025-03-15T22:49:10Z,2090000,False,1.0,112.0,1,right,MISS J. Wilson 11' floating Shot,[1630592],1610612751.0,BKN,floating,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),8-16 Center,11.22,Missed,,,,,,,,,,,,,,,,,,
213,PT07M50.00S,2025-03-15T22:48:42.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,32,43,2025-03-15T22:48:44Z,2100000,False,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,212.0,4.0,4.0,0.0,,,,,,,,,,,,,,
214,PT07M36.00S,2025-03-15T22:48:56.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,6.652431011826544,49.754901960784316,1610612738,32,45,2025-03-15T22:49:01Z,2110000,False,1.0,10.0,1,left,L. Kornet alley-oop DUNK (4 PTS) (P. Pritchard 1 AST),"[1628436, 1630202]",1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,4.0,,P. Pritchard,1630202.0,1.0,,,,,,,,,
216,PT07M15.00S,2025-03-15T22:49:20.9Z,2,REGULAR,turnover,traveling,[],1630533,,,1610612751,32,45,2025-03-15T22:49:25Z,2130000,False,,,0,,Z. Williams traveling TURNOVER (2 TO),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,202027.0,,,,,,2.0,,,,,,
217,PT07M03.00S,2025-03-15T22:49:47.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627759,5.732588699080158,70.58823529411765,1610612738,32,47,2025-03-15T22:49:53Z,2140000,False,-103.0,1.0,1,left,J. Brown 10' turnaround fadeaway Jump Shot (5 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,10.29,Made,,,,,5.0,,,,,,,,,,,,,
218,PT06M41.00S,2025-03-15T22:50:08.4Z,2,REGULAR,3pt,Jump Shot,[],1629661,86.81011826544021,97.05882352941177,1610612751,32,47,2025-03-15T22:50:13Z,2150000,False,235.0,71.0,1,right,MISS C. Johnson 24' step back 3PT,[1629661],1610612751.0,BKN,step back,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,24.59,Missed,,,,,,,,,,,,,,,,,,
219,PT06M38.00S,2025-03-15T22:50:11.4Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,32,47,2025-03-15T22:50:13Z,2160000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,,,218.0,2.0,2.0,0.0,,,,,,,,,,,,,,
220,PT06M28.00S,2025-03-15T22:50:21.3Z,2,REGULAR,3pt,Jump Shot,[],1630202,27.020367936925098,20.34313725490196,1610612738,32,50,2025-03-15T22:50:27Z,2170000,False,148.0,201.0,1,left,P. Pritchard 25' 3PT  (11 PTS) (L. Kornet 1 AST),"[1630202, 1628436]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,25.02,Made,,,,,11.0,,L. Kornet,1628436.0,1.0,,,,,,,,,
222,PT06M27.00S,2025-03-15T22:50:28.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,32,50,2025-03-15T22:50:28Z,2190000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M27.00S,2025-03-15T22:50:29.7Z,2,REGULAR,substitution,out,[],1630533,,,1610612751,32,50,2025-03-15T22:53:11Z,2200000,False,,,0,,SUB out: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M27.00S,2025-03-15T22:50:29.7Z,2,REGULAR,substitution,out,[],1630592,,,1610612751,32,50,2025-03-15T22:53:11Z,2210000,False,,,0,,SUB out: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M27.00S,2025-03-15T22:50:29.7Z,2,REGULAR,substitution,in,[],1630553,,,1610612751,32,50,2025-03-15T22:53:11Z,2220000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M27.00S,2025-03-15T22:50:29.7Z,2,REGULAR,substitution,in,[],1630549,,,1610612751,32,50,2025-03-15T22:53:11Z,2230000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M07.00S,2025-03-15T22:53:47.0Z,2,REGULAR,violation,kicked ball,[],1627759,,,1610612751,32,50,2025-03-15T22:54:11Z,2240000,False,,,0,,J. Brown kicked ball VIOLATION,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,202026.0,,,,,,,,,,,,
228,PT06M07.00S,2025-03-15T22:53:52.1Z,2,REGULAR,substitution,out,[],1628436,,,1610612751,32,50,2025-03-15T22:54:02Z,2250000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M07.00S,2025-03-15T22:53:52.1Z,2,REGULAR,substitution,in,[],1628369,,,1610612751,32,50,2025-03-15T22:54:02Z,2260000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT05M55.00S,2025-03-15T22:54:22.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630549,83.52496714848883,50.98039215686274,1610612751,34,50,2025-03-15T22:54:26Z,2270000,False,5.0,102.0,1,right,D. Sharpe 10' turnaround Jump Shot (5 PTS) (C. Johnson 1 AST),"[1630549, 1629661]",1610612751.0,BKN,turnaround,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,10.25,Made,,,,,5.0,,C. Johnson,1629661.0,1.0,,,,,,,,,
233,PT05M30.00S,2025-03-15T22:55:03.4Z,2,REGULAR,3pt,Jump Shot,[],1627759,32.40801576872536,49.26470588235294,1610612738,34,50,2025-03-15T22:55:34Z,2300000,False,4.0,252.0,1,left,MISS J. Brown 25' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,25.21,Missed,,,,,,,,,,,,,,,,,,
234,PT05M27.00S,2025-03-15T22:55:06.4Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,34,50,2025-03-15T22:55:08Z,2310000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,233.0,3.0,2.0,1.0,,,,,,,,,,,,,,
235,PT05M21.00S,2025-03-15T22:55:11.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",204001,6.258212877792378,49.26470588235294,1610612738,34,52,2025-03-15T22:55:15Z,2320000,False,4.0,6.0,1,left,K. Porziņģis cutting DUNK (8 PTS) (J. Holiday 6 AST),"[204001, 201950]",1610612738.0,BOS,cutting,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,8.0,,J. Holiday,201950.0,6.0,,,,,,,,,
237,PT05M02.00S,2025-03-15T22:55:30.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641736,93.64323258869908,56.61764705882353,1610612751,34,52,2025-03-15T22:55:33Z,2340000,False,33.0,7.0,1,right,MISS R. Beekman driving Layup,[1641736],1610612751.0,BKN,driving,,,Beekman,R. Beekman,,,,,Restricted Area,0-8 Center,3.39,Missed,,,,,,,,,,,,,,,,,,
238,PT05M00.00S,2025-03-15T22:55:32.2Z,2,REGULAR,rebound,defensive,[],204001,,,1610612738,34,52,2025-03-15T22:55:33Z,2350000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:2),[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,Restricted Area,0-8 Center,,,237.0,2.0,2.0,0.0,,,,,,,,,,,,,,
239,PT04M48.00S,2025-03-15T22:55:46.0Z,2,REGULAR,foul,personal,['2freethrow'],1630549,,,1610612738,34,52,2025-03-15T22:56:03Z,2360000,False,,,0,,D. Sharpe shooting personal FOUL (4 PF) (Brown 2 FT),"[1630549, 1627759]",1610612751.0,BKN,shooting,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,202027.0,,,,,,,4.0,0.0,Brown,1627759.0,,
241,PT04M48.00S,2025-03-15T22:56:22.4Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,34,53,2025-03-15T22:56:22Z,2380000,False,,,0,,J. Brown Free Throw 1 of 2 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
242,PT04M48.00S,2025-03-15T22:56:23.2Z,2,REGULAR,substitution,out,[],1630549,,,1610612738,34,53,2025-03-15T22:56:29Z,2390000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M48.00S,2025-03-15T22:56:23.2Z,2,REGULAR,substitution,out,[],204001,,,1610612738,34,53,2025-03-15T22:56:29Z,2400000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612738.0,BOS,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT04M48.00S,2025-03-15T22:56:23.2Z,2,REGULAR,substitution,in,[],1630533,,,1610612738,34,53,2025-03-15T22:56:29Z,2410000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M48.00S,2025-03-15T22:56:23.2Z,2,REGULAR,substitution,in,[],1628436,,,1610612738,34,53,2025-03-15T22:56:29Z,2420000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT04M48.00S,2025-03-15T22:56:22.4Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,34,53,2025-03-15T22:56:57Z,2430000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
247,PT04M46.00S,2025-03-15T22:56:24.4Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,34,53,2025-03-15T22:56:57Z,2440000,False,,,0,,L. Kornet REBOUND (Off:2 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,246.0,3.0,1.0,2.0,,,,,,,,,,,,,,
248,PT04M46.00S,2025-03-15T22:56:56.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628436,5.590000152587891,50.0,1610612738,34,53,2025-03-15T22:56:59Z,2450000,False,0.0,0.0,1,left,MISS L. Kornet tip Layup,[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
249,PT04M46.00S,2025-03-15T22:56:56.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612751,34,53,2025-03-15T22:56:59Z,2460000,False,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,248.0,,,,,,,,,,,,,,,,,
251,PT04M30.00S,2025-03-15T22:57:17.3Z,2,REGULAR,2pt,Jump Shot,[],1629661,77.4802890932983,74.75490196078431,1610612751,34,53,2025-03-15T22:57:21Z,2480000,False,124.0,159.0,1,right,MISS C. Johnson 20' step back Shot,[1629661],1610612751.0,BKN,step back,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,20.17,Missed,,,,,,,,,,,,,,,,,,
252,PT04M27.00S,2025-03-15T22:57:20.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,34,53,2025-03-15T22:57:21Z,2490000,False,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Right Center,,,251.0,6.0,6.0,0.0,,,,,,,,,,,,,,
253,PT04M12.00S,2025-03-15T22:57:34.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628369,7.440867279894875,37.00980392156863,1610612738,34,55,2025-03-15T22:57:38Z,2500000,False,65.0,17.0,1,left,J. Tatum 6' driving bank Hook (13 PTS),[1628369],1610612738.0,BOS,driving bank,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,6.73,Made,,,,,13.0,,,,,,,,,,,,,
254,PT04M00.00S,2025-03-15T22:57:47.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,94.95729303547962,50.49019607843137,1610612751,36,55,2025-03-15T22:57:50Z,2510000,False,2.0,-5.0,1,right,C. Johnson driving finger roll Layup (6 PTS),[1629661],1610612751.0,BKN,driving finger roll,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,0.57,Made,,,,,6.0,,,,,,,,,,,,,
256,PT03M41.00S,2025-03-15T22:58:06.4Z,2,REGULAR,turnover,bad pass,[],201950,,,1610612738,36,55,2025-03-15T22:58:11Z,2530000,False,,,0,,J. Holiday bad pass TURNOVER (1 TO),"[201950, 1631213]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1.0,,,,,Martin,1631213.0
257,PT03M41.00S,2025-03-15T22:58:06.4Z,2,REGULAR,steal,,[],1631213,,,1610612751,36,55,2025-03-15T22:58:08Z,2540000,False,,,0,,T. Martin STEAL (1 STL),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
258,PT03M36.00S,2025-03-15T22:58:11.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631213,94.82588699080158,48.28431372549019,1610612751,38,55,2025-03-15T22:58:17Z,2550000,False,-9.0,-4.0,1,right,T. Martin running Layup (2 PTS),[1631213],1610612751.0,BKN,running,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,0.94,Made,,,,,2.0,,,,,,,,,,,,,
259,PT03M23.00S,2025-03-15T22:58:24.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,9.937582128777924,56.127450980392155,1610612738,38,57,2025-03-15T23:10:26Z,2560000,False,-31.0,41.0,1,left,J. Brown turnaround Jump Shot (8 PTS) (J. Holiday 7 AST),"[1627759, 201950]",1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.11,Made,,,,,8.0,,J. Holiday,201950.0,7.0,,,,,,,,,
