actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
599,PT02M00.00S,2025-04-04T01:45:05.9Z,4,REGULAR,rebound,defensive,[],1641787,,,1610612751,87,102,2025-04-04T01:48:04Z,5830000,False,,,0,,T. Evbuomwan REBOUND (Off:1 Def:7),[1641787],1610612751.0,BKN,,,,,,,,,,,Evbuomwan,T. Evbuomwan,598.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
601,PT01M52.00S,2025-04-04T01:45:27.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,87,102,2025-04-04T01:45:27Z,5850000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT01M44.00S,2025-04-04T01:48:14.1Z,4,REGULAR,3pt,Jump Shot,[],1641721,93.11760840998686,4.411764705882353,1610612751,87,102,2025-04-04T01:48:20Z,5870000,False,-228.0,12.0,1,right,MISS M. Lewis step back 3PT,[1641721],1610612751.0,BKN,step back,,,,,,Left Corner 3,24+ Left,22.82,Missed,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,
604,PT01M41.00S,2025-04-04T01:48:17.1Z,4,REGULAR,rebound,defensive,[],203497,,,1610612750,87,102,2025-04-04T01:48:20Z,5880000,False,,,0,,R. Gobert REBOUND (Off:4 Def:14),[203497],1610612750.0,MIN,,,,,,,Left Corner 3,24+ Left,,,Gobert,R. Gobert,603.0,18.0,14.0,4.0,,,,,,,,,,,,,,,
606,PT01M31.00S,2025-04-04T01:48:44.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612750,87,102,2025-04-04T01:48:44Z,5900000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT01M31.00S,2025-04-04T01:49:03.1Z,4,REGULAR,substitution,out,[],1630162,,,1610612750,87,102,2025-04-04T01:49:56Z,5910000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,,,,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,
608,PT01M31.00S,2025-04-04T01:49:03.1Z,4,REGULAR,substitution,out,[],1629638,,,1610612750,87,102,2025-04-04T01:49:56Z,5920000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,,,,,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
609,PT01M31.00S,2025-04-04T01:49:03.1Z,4,REGULAR,substitution,out,[],203497,,,1610612750,87,102,2025-04-04T01:49:56Z,5930000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,,,,,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,
610,PT01M31.00S,2025-04-04T01:49:03.1Z,4,REGULAR,substitution,out,[],203944,,,1610612750,87,102,2025-04-04T01:49:56Z,5940000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,,,,,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,
611,PT01M31.00S,2025-04-04T01:49:03.1Z,4,REGULAR,substitution,out,[],1630183,,,1610612750,87,102,2025-04-04T01:49:56Z,5950000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
612,PT01M31.00S,2025-04-04T01:49:03.1Z,4,REGULAR,substitution,in,[],1630568,,,1610612750,87,102,2025-04-04T01:49:56Z,5960000,False,,,0,,SUB in: L. Garza,[1630568],1610612750.0,MIN,,,,,,,,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,
613,PT01M31.00S,2025-04-04T01:49:03.1Z,4,REGULAR,substitution,in,[],1631159,,,1610612750,87,102,2025-04-04T01:49:56Z,5970000,False,,,0,,SUB in: L. Miller,[1631159],1610612750.0,MIN,,,,,,,,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,
614,PT01M31.00S,2025-04-04T01:49:03.1Z,4,REGULAR,substitution,in,[],1642265,,,1610612750,87,102,2025-04-04T01:49:56Z,5980000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612750.0,MIN,,,,,,,,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,
615,PT01M31.00S,2025-04-04T01:49:03.1Z,4,REGULAR,substitution,in,[],1631169,,,1610612750,87,102,2025-04-04T01:49:56Z,5990000,False,,,0,,SUB in: J. Minott,[1631169],1610612750.0,MIN,,,,,,,,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,
616,PT01M31.00S,2025-04-04T01:49:03.1Z,4,REGULAR,substitution,in,[],1630538,,,1610612750,87,102,2025-04-04T01:49:56Z,6000000,False,,,0,,SUB in: B. Hyland,[1630538],1610612750.0,MIN,,,,,,,,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,
617,PT01M24.00S,2025-04-04T01:50:13.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630568,7.178055190538765,47.794117647058826,1610612750,87,104,2025-04-04T01:50:37Z,6010000,False,11.0,15.0,1,left,L. Garza Layup (2 PTS) (J. Minott 1 AST),"[1630568, 1631169]",1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,1.86,Made,Garza,L. Garza,,,,,2.0,J. Minott,1631169.0,1.0,,,,,,,,,,,
619,PT01M11.00S,2025-04-04T01:50:28.0Z,4,REGULAR,3pt,Jump Shot,[],1641727,66.04796320630749,46.568627450980394,1610612751,90,104,2025-04-04T01:50:39Z,6030000,False,-17.0,267.0,1,right,D. Whitehead 26' 3PT step back (17 PTS) (T. Etienne 5 AST),"[1641727, 1630623]",1610612751.0,BKN,step back,,,,,,Above the Break 3,24+ Center,26.72,Made,Whitehead,D. Whitehead,,,,,17.0,T. Etienne,1630623.0,5.0,,,,,,,,,,,
620,PT01M00.00S,2025-04-04T01:50:44.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630623,,,1610612750,90,104,2025-04-04T01:50:53Z,6040000,False,,,0,,T. Etienne shooting personal FOUL (2 PF) (Garza 2 FT),"[1630623, 1630568]",1610612751.0,BKN,shooting,,,,,,Restricted Area,0-8 Center,,,Etienne,T. Etienne,,,,,,,,,,,,202037.0,2.0,1.0,Garza,1630568.0,,,
623,PT01M00.00S,2025-04-04T01:51:06.8Z,4,REGULAR,freethrow,1 of 2,[],1630568,,,1610612750,90,105,2025-04-04T01:51:26Z,6060000,False,,,0,,L. Garza Free Throw 1 of 2 (3 PTS),[1630568],1610612750.0,MIN,,,,,,,,,,Made,Garza,L. Garza,,,,,3.0,,,,,,,,,,,,,,
624,PT01M00.00S,2025-04-04T01:51:06.8Z,4,REGULAR,freethrow,2 of 2,[],1630568,,,1610612750,90,105,2025-04-04T01:51:26Z,6070000,False,,,0,,MISS L. Garza Free Throw 2 of 2,[1630568],1610612750.0,MIN,,,,,,,,,,Missed,Garza,L. Garza,,,,,,,,,,,,,,,,,,,
625,PT00M59.70S,2025-04-04T01:51:07.1Z,4,REGULAR,rebound,defensive,[],1641721,,,1610612751,90,105,2025-04-04T01:51:40Z,6080000,False,,,0,,M. Lewis REBOUND (Off:1 Def:4),[1641721],1610612751.0,BKN,,,,,,,,,,,Lewis,M. Lewis,624.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
626,PT00M51.10S,2025-04-04T01:51:31.0Z,4,REGULAR,3pt,Jump Shot,[],1630623,67.49342969776609,54.41176470588235,1610612751,90,105,2025-04-04T01:51:36Z,6090000,False,22.0,253.0,1,right,MISS T. Etienne 25' pullup 3PT,[1630623],1610612751.0,BKN,pullup,,,,,,Above the Break 3,24+ Center,25.41,Missed,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,
627,PT00M47.60S,2025-04-04T01:51:34.5Z,4,REGULAR,rebound,defensive,[],1630568,,,1610612750,90,105,2025-04-04T01:51:36Z,6100000,False,,,0,,L. Garza REBOUND (Off:0 Def:1),[1630568],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Center,,,Garza,L. Garza,626.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
628,PT00M37.60S,2025-04-04T01:51:45.3Z,4,REGULAR,turnover,bad pass,[],1642265,,,1610612750,90,105,2025-04-04T01:51:48Z,6110000,False,,,0,,R. Dillingham bad pass TURNOVER (1 TO),"[1642265, 1631166]",1610612750.0,MIN,,,,,,,In The Paint (Non-RA),8-16 Right,,,Dillingham,R. Dillingham,,,,,,,,,1.0,Timme,1631166.0,,,,,,,,
629,PT00M37.60S,2025-04-04T01:51:45.3Z,4,REGULAR,steal,,[],1631166,,,1610612751,90,105,2025-04-04T01:51:47Z,6120000,False,,,0,,D. Timme STEAL (3 STL),[1631166],1610612751.0,BKN,,,,,,,In The Paint (Non-RA),8-16 Right,,,Timme,D. Timme,,,,,,,,,,,,,,,,,,,
630,PT00M29.00S,2025-04-04T01:51:53.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641727,72.48685939553219,18.38235294117647,1610612751,90,105,2025-04-04T01:52:08Z,6130000,False,-158.0,206.0,1,right,MISS D. Whitehead 25' step back 3PT,[1641727],1610612751.0,BKN,step back,,,,,,Above the Break 3,24+ Left Center,25.98,Missed,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,
631,PT00M25.00S,2025-04-04T01:51:57.9Z,4,REGULAR,rebound,offensive,[],1641721,,,1610612751,90,105,2025-04-04T01:52:13Z,6140000,False,,,0,,M. Lewis REBOUND (Off:2 Def:4),[1641721],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Left Center,,,Lewis,M. Lewis,630.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
632,PT00M23.30S,2025-04-04T01:51:59.6Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641787,76.82325886990802,10.53921568627451,1610612751,90,105,2025-04-04T01:52:04Z,6150000,False,-197.0,165.0,1,right,MISS T. Evbuomwan 25' 3PT,[1641787],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Left Center,25.75,Missed,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,
633,PT00M19.90S,2025-04-04T01:52:02.9Z,4,REGULAR,rebound,defensive,[],1630538,,,1610612750,90,105,2025-04-04T01:52:02Z,6160000,False,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Left Center,,,Hyland,B. Hyland,632.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
634,PT00M00.00S,2025-04-04T01:52:25.4Z,4,REGULAR,period,end,[],0,,,1610612750,90,105,2025-04-04T01:52:25Z,6170000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M00.00S,2025-04-04T01:52:27.1Z,4,REGULAR,game,end,[],0,,,0,90,105,2025-04-04T01:52:27Z,6180000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
