actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
168,PT12M00.00S,2025-04-04T00:08:25.5Z,2,REGULAR,substitution,in,['startperiod'],1630183,,,1610612750,19,20,2025-04-04T00:09:29Z,1660000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-04-04T00:08:25.5Z,2,REGULAR,substitution,in,['startperiod'],201144,,,1610612750,19,20,2025-04-04T00:09:29Z,1670000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,,,,,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-04-04T00:09:27.9Z,2,REGULAR,period,start,[],0,,,1610612751,19,20,2025-04-04T00:09:30Z,1680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M46.00S,2025-04-04T00:09:41.5Z,2,REGULAR,3pt,Jump Shot,[],1631166,24.78646517739816,84.31372549019608,1610612751,19,20,2025-04-04T00:09:46Z,1690000,False,-172.0,180.0,1,left,MISS D. Timme 24' pullup 3PT,[1631166],1610612751.0,BKN,pullup,,,,,,Above the Break 3,24+ Left Center,24.91,Missed,Timme,D. Timme,,,,,,,,,,,,,,,,,,,
172,PT11M42.00S,2025-04-04T00:09:45.5Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,19,20,2025-04-04T00:09:46Z,1700000,False,,,0,,R. Gobert REBOUND (Off:3 Def:6),[203497],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Left Center,,,Gobert,R. Gobert,171.0,9.0,6.0,3.0,,,,,,,,,,,,,,,
173,PT11M21.00S,2025-04-04T00:10:09.8Z,2,REGULAR,2pt,Hook,[],1629675,84.44480946123521,24.754901960784316,1610612750,19,20,2025-04-04T00:10:42Z,1710000,False,-126.0,94.0,1,right,MISS N. Reid 15' turnaround Hook,[1629675],1610612750.0,MIN,turnaround,,,,,,Mid-Range,8-16 Left,15.72,Missed,Reid,N. Reid,,,,,,,,,,,,,,,,,,,
174,PT11M20.00S,2025-04-04T00:10:10.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,19,20,2025-04-04T00:10:42Z,1720000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,Mid-Range,8-16 Left,,,,,173.0,,,,,,,,,,,,,,,,,,
175,PT11M20.00S,2025-04-04T00:10:13.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612750,19,20,2025-04-04T00:10:17Z,1730000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,202037.0,,,,,,,
176,PT11M04.00S,2025-04-04T00:10:34.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631166,19.136005256241788,45.34313725490196,1610612751,21,20,2025-04-04T00:10:39Z,1740000,False,23.0,127.0,1,left,D. Timme 12' floating Jump Shot (2 PTS) (K. Johnson 2 AST),"[1631166, 1630553]",1610612751.0,BKN,floating,,,,,,In The Paint (Non-RA),8-16 Center,12.95,Made,Timme,D. Timme,,,,,2.0,K. Johnson,1630553.0,2.0,,,,,,,,,,,
178,PT10M44.00S,2025-04-04T00:10:54.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629638,91.14651773981603,42.64705882352941,1610612750,21,22,2025-04-04T00:11:32Z,1760000,False,-37.0,31.0,1,right,N. Alexander-Walker Hook (3 PTS) (N. Reid 1 AST),"[1629638, 1629675]",1610612750.0,MIN,,,,,,,In The Paint (Non-RA),0-8 Center,4.79,Made,Alexander-Walker,N. Alexander-Walker,,,,,3.0,N. Reid,1629675.0,1.0,,,,,,,,,,,
180,PT10M28.00S,2025-04-04T00:11:14.5Z,2,REGULAR,turnover,out-of-bounds,[],1630553,,,1610612751,21,22,2025-04-04T00:14:03Z,1780000,False,,,0,,K. Johnson lost ball out-of-bounds TURNOVER (1 TO),[1630553],1610612751.0,BKN,lost ball,,,,,,Mid-Range,8-16 Right,,,Johnson,K. Johnson,,,,,,,,,1.0,,,200832.0,,,,,,,
181,PT10M14.00S,2025-04-04T00:11:30.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,69.59592641261499,72.30392156862744,1610612750,21,22,2025-04-04T00:11:35Z,1790000,False,112.0,233.0,1,right,MISS N. Reid 25' step back 3PT,[1629675],1610612750.0,MIN,step back,,,,,,Above the Break 3,24+ Right Center,25.86,Missed,Reid,N. Reid,,,,,,,,,,,,,,,,,,,
182,PT10M10.00S,2025-04-04T00:11:34.2Z,2,REGULAR,rebound,defensive,[],1641787,,,1610612751,21,22,2025-04-04T00:11:35Z,1800000,False,,,0,,T. Evbuomwan REBOUND (Off:1 Def:3),[1641787],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Right Center,,,Evbuomwan,T. Evbuomwan,181.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
183,PT10M01.00S,2025-04-04T00:11:42.7Z,2,REGULAR,3pt,Jump Shot,[],1630553,31.61957950065703,35.53921568627451,1610612751,24,22,2025-04-04T00:11:47Z,1810000,False,72.0,245.0,1,left,K. Johnson 25' 3PT  (3 PTS) (T. Evbuomwan 2 AST),"[1630553, 1641787]",1610612751.0,BKN,,,,,,,Above the Break 3,24+ Center,25.52,Made,Johnson,K. Johnson,,,,,3.0,T. Evbuomwan,1641787.0,2.0,,,,,,,,,,,
185,PT09M37.00S,2025-04-04T00:12:06.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.64323258869908,49.01960784313725,1610612750,24,24,2025-04-04T00:12:12Z,1830000,False,-5.0,7.0,1,right,R. Gobert alley-oop DUNK (6 PTS) (M. Conley 3 AST),"[203497, 201144]",1610612750.0,MIN,alley-oop,,,,,,Restricted Area,0-8 Center,0.88,Made,Gobert,R. Gobert,,,,,6.0,M. Conley,201144.0,3.0,,,,,,,,,,,
187,PT09M25.00S,2025-04-04T00:12:22.0Z,2,REGULAR,turnover,out-of-bounds,[],1641787,,,1610612751,24,24,2025-04-04T00:15:10Z,1850000,False,,,0,,T. Evbuomwan lost ball out-of-bounds TURNOVER (1 TO),[1641787],1610612751.0,BKN,lost ball,,,,,,Mid-Range,8-16 Right,,,Evbuomwan,T. Evbuomwan,,,,,,,,,1.0,,,200832.0,,,,,,,
188,PT09M25.00S,2025-04-04T00:12:24.7Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,24,24,2025-04-04T00:12:29Z,1860000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,,,,,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,
189,PT09M25.00S,2025-04-04T00:12:24.7Z,2,REGULAR,substitution,in,[],1641740,,,1610612750,24,24,2025-04-04T00:12:29Z,1870000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,,,,,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,
190,PT09M02.00S,2025-04-04T00:12:57.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201144,70.25295663600527,75.98039215686273,1610612750,24,24,2025-04-04T00:13:01Z,1880000,False,130.0,227.0,1,right,MISS M. Conley 26' 3PT,[201144],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,26.16,Missed,Conley,M. Conley,,,,,,,,,,,,,,,,,,,
191,PT08M59.00S,2025-04-04T00:13:00.3Z,2,REGULAR,rebound,defensive,[],1641727,,,1610612751,24,24,2025-04-04T00:13:01Z,1890000,False,,,0,,D. Whitehead REBOUND (Off:0 Def:1),[1641727],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Right Center,,,Whitehead,D. Whitehead,190.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
192,PT08M51.00S,2025-04-04T00:13:08.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641727,9.149145860709593,50.98039215686274,1610612751,24,24,2025-04-04T00:13:13Z,1900000,False,-5.0,34.0,1,left,MISS D. Whitehead turnaround Shot - blocked,"[1641727, 1629638]",1610612751.0,BKN,turnaround,,,,,,Restricted Area,0-8 Center,3.39,Missed,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,Alexander-Walker,1629638.0,
193,PT08M51.00S,2025-04-04T00:13:08.9Z,2,REGULAR,block,,[],1629638,,,1610612751,24,24,2025-04-04T00:13:11Z,1910000,False,,,0,,N. Alexander-Walker BLOCK (1 BLK),[1629638],1610612750.0,MIN,,,,,,,Restricted Area,0-8 Center,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
194,PT08M51.00S,2025-04-04T00:13:08.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,24,24,2025-04-04T00:13:13Z,1920000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,Restricted Area,0-8 Center,,,,,192.0,,,,,,,,,,,,,,,,,,
195,PT08M51.00S,2025-04-04T00:13:14.4Z,2,REGULAR,foul,personal,[],203497,,,1610612751,24,24,2025-04-04T00:13:42Z,1930000,False,,,0,,R. Gobert loose ball personal FOUL (1 PF),"[203497, 1641727]",1610612750.0,MIN,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Gobert,R. Gobert,,,,,,,,,,,,202037.0,1.0,0.0,Whitehead,1641727.0,,,
197,PT08M51.00S,2025-04-04T00:13:25.7Z,2,REGULAR,substitution,out,[],1641727,,,1610612751,24,24,2025-04-04T00:13:43Z,1950000,False,,,0,,SUB out: D. Whitehead,[1641727],1610612751.0,BKN,,,,,,,,,,,Whitehead,D. Whitehead,,,,,,,,,,,,,,,,,,,
198,PT08M51.00S,2025-04-04T00:13:25.7Z,2,REGULAR,substitution,out,[],1641736,,,1610612751,24,24,2025-04-04T00:13:43Z,1960000,False,,,0,,SUB out: R. Beekman,[1641736],1610612751.0,BKN,,,,,,,,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,
199,PT08M51.00S,2025-04-04T00:13:25.7Z,2,REGULAR,substitution,in,[],1630570,,,1610612751,24,24,2025-04-04T00:13:43Z,1970000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,,,,,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,
200,PT08M51.00S,2025-04-04T00:13:25.7Z,2,REGULAR,substitution,in,[],1630623,,,1610612751,24,24,2025-04-04T00:13:43Z,1980000,False,,,0,,SUB in: T. Etienne,[1630623],1610612751.0,BKN,,,,,,,,,,,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,
201,PT08M38.00S,2025-04-04T00:14:13.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630623,6.389618922470433,4.6568627450980395,1610612751,24,24,2025-04-04T00:14:18Z,1990000,False,227.0,8.0,1,left,MISS T. Etienne 3PT,[1630623],1610612751.0,BKN,,,,,,,Right Corner 3,24+ Right,22.68,Missed,Etienne,T. Etienne,,,,,,,,,,,,,,,,,,,
202,PT08M34.00S,2025-04-04T00:14:17.5Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,24,24,2025-04-04T00:14:18Z,2000000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1630183],1610612750.0,MIN,,,,,,,Right Corner 3,24+ Right,,,McDaniels,J. McDaniels,201.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
203,PT08M27.00S,2025-04-04T00:14:24.6Z,2,REGULAR,2pt,Jump Shot,[],1630183,82.7365308804205,25.735294117647058,1610612750,24,24,2025-04-04T00:14:31Z,2010000,False,-121.0,110.0,1,right,MISS J. McDaniels 16' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,,,,Mid-Range,16-24 Left Center,16.36,Missed,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
204,PT08M26.00S,2025-04-04T00:14:31.2Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,24,24,2025-04-04T00:14:31Z,2020000,False,,,0,,R. Gobert REBOUND (Off:4 Def:6),[203497],1610612750.0,MIN,,,,,,,Mid-Range,16-24 Left Center,,,Gobert,R. Gobert,203.0,10.0,6.0,4.0,,,,,,,,,,,,,,,
205,PT08M26.00S,2025-04-04T00:14:31.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203497,94.40999984741211,50.0,1610612750,24,26,2025-04-04T00:46:40Z,2030000,False,0.0,0.0,1,right,R. Gobert putback Layup (8 PTS),[203497],1610612750.0,MIN,putback,,,,,,Restricted Area,0-8 Center,0.0,Made,Gobert,R. Gobert,,,,,8.0,,,,,,,,,,,,,,
206,PT08M26.00S,2025-04-04T00:14:32.0Z,2,REGULAR,foul,personal,['1freethrow'],1631166,,,1610612750,24,26,2025-04-04T00:14:48Z,2040000,False,,,0,,D. Timme shooting personal FOUL (1 PF) (Gobert 1 FT),"[1631166, 203497]",1610612751.0,BKN,shooting,,,,,,Restricted Area,0-8 Center,,,Timme,D. Timme,,,,,,,,,,,,1626300.0,1.0,0.0,Gobert,203497.0,,,
208,PT08M26.00S,2025-04-04T00:14:43.4Z,2,REGULAR,substitution,out,[],201144,,,1610612750,24,26,2025-04-04T00:14:47Z,2060000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,,,,,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,
209,PT08M26.00S,2025-04-04T00:14:43.4Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,24,26,2025-04-04T00:14:47Z,2070000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,,,,,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,
210,PT08M26.00S,2025-04-04T00:15:04.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],203497,,,1610612750,24,27,2025-04-04T00:15:04Z,2080000,False,,,0,,R. Gobert Free Throw 1 of 1 (9 PTS),[203497],1610612750.0,MIN,,,,,,,,,,Made,Gobert,R. Gobert,,,,,9.0,,,,,,,,,,,,,,
211,PT08M02.00S,2025-04-04T00:15:35.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630570,9.280551905387648,56.61764705882353,1610612751,24,27,2025-04-04T00:15:39Z,2090000,False,-33.0,35.0,1,left,MISS T. Watford Hook,[1630570],1610612751.0,BKN,,,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,Watford,T. Watford,,,,,,,,,,,,,,,,,,,
212,PT08M02.00S,2025-04-04T00:15:37.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,24,27,2025-04-04T00:15:37Z,2100000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,211.0,,,,,,,,,,,,,,,,,,
213,PT08M02.00S,2025-04-04T00:15:37.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612751,24,27,2025-04-04T00:15:46Z,2110000,False,,,0,,BKN shot clock Team TURNOVER,[],1610612751.0,BKN,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,200832.0,,,,,,,
214,PT07M48.00S,2025-04-04T00:15:59.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630162,93.38042049934296,74.26470588235294,1610612750,24,29,2025-04-04T00:16:05Z,2120000,False,121.0,10.0,1,right,A. Edwards 12' pullup Jump Shot (10 PTS),[1630162],1610612750.0,MIN,pullup,,,,,,Mid-Range,8-16 Right,12.17,Made,Edwards,A. Edwards,,,,,10.0,,,,,,,,,,,,,,
215,PT07M30.00S,2025-04-04T00:16:16.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641787,17.0335085413929,41.42156862745098,1610612751,24,29,2025-04-04T00:16:50Z,2130000,False,43.0,108.0,1,left,MISS T. Evbuomwan 11' driving floating Shot,[1641787],1610612751.0,BKN,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,11.58,Missed,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,
216,PT07M28.00S,2025-04-04T00:16:18.2Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,24,29,2025-04-04T00:16:20Z,2140000,False,,,0,,R. Gobert REBOUND (Off:4 Def:7),[203497],1610612750.0,MIN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Gobert,R. Gobert,215.0,11.0,7.0,4.0,,,,,,,,,,,,,,,
217,PT07M15.00S,2025-04-04T00:16:32.1Z,2,REGULAR,3pt,Jump Shot,[],1630162,73.9323258869908,17.647058823529413,1610612750,24,29,2025-04-04T00:17:55Z,2150000,False,-162.0,193.0,1,right,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,,,,Above the Break 3,24+ Left Center,25.15,Missed,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,
218,PT07M11.00S,2025-04-04T00:16:36.1Z,2,REGULAR,rebound,defensive,[],1631166,,,1610612751,24,29,2025-04-04T00:16:36Z,2160000,False,,,0,,D. Timme REBOUND (Off:0 Def:1),[1631166],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Left Center,,,Timme,D. Timme,217.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
219,PT07M04.00S,2025-04-04T00:16:42.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630570,9.411957950065702,50.49019607843137,1610612751,24,29,2025-04-04T00:17:32Z,2170000,False,-2.0,36.0,1,left,MISS T. Watford driving Hook,[1630570],1610612751.0,BKN,driving,,,,,,Restricted Area,0-8 Center,3.61,Missed,Watford,T. Watford,,,,,,,,,,,,,,,,,,,
221,PT07M01.00S,2025-04-04T00:16:45.9Z,2,REGULAR,rebound,offensive,[],1630570,,,1610612751,24,29,2025-04-04T00:16:51Z,2190000,False,,,0,,T. Watford REBOUND (Off:1 Def:1),[1630570],1610612751.0,BKN,,,,,,,Restricted Area,0-8 Center,,,Watford,T. Watford,219.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
222,PT06M58.00S,2025-04-04T00:16:48.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641787,6.521024967148489,47.794117647058826,1610612751,26,29,2025-04-04T00:16:54Z,2200000,False,11.0,9.0,1,left,T. Evbuomwan Layup (6 PTS) (T. Watford 4 AST),"[1641787, 1630570]",1610612751.0,BKN,,,,,,,Restricted Area,0-8 Center,1.41,Made,Evbuomwan,T. Evbuomwan,,,,,6.0,T. Watford,1630570.0,4.0,,,,,,,,,,,
224,PT06M51.00S,2025-04-04T00:16:59.7Z,2,REGULAR,turnover,out-of-bounds,[],1641740,,,1610612750,26,29,2025-04-04T00:17:13Z,2220000,False,,,0,,J. Clark step out-of-bounds TURNOVER (1 TO),[1641740],1610612750.0,MIN,step,,,,,,Mid-Range,8-16 Left,,,Clark,J. Clark,,,,,,,,,1.0,,,1626300.0,,,,,,,
225,PT06M51.00S,2025-04-04T00:17:07.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,26,29,2025-04-04T00:17:07Z,2230000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M51.00S,2025-04-04T00:17:10.1Z,2,REGULAR,substitution,out,[],1631166,,,1610612751,26,29,2025-04-04T00:20:01Z,2240000,False,,,0,,SUB out: D. Timme,[1631166],1610612751.0,BKN,,,,,,,,,,,Timme,D. Timme,,,,,,,,,,,,,,,,,,,
227,PT06M51.00S,2025-04-04T00:17:10.1Z,2,REGULAR,substitution,out,[],1641740,,,1610612751,26,29,2025-04-04T00:20:01Z,2250000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,,,,,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,
228,PT06M51.00S,2025-04-04T00:17:10.1Z,2,REGULAR,substitution,in,[],1629651,,,1610612751,26,29,2025-04-04T00:20:01Z,2260000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,,,,,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,
229,PT06M51.00S,2025-04-04T00:17:10.1Z,2,REGULAR,substitution,in,[],1628978,,,1610612751,26,29,2025-04-04T00:20:01Z,2270000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,,,,,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,
230,PT06M37.00S,2025-04-04T00:20:21.4Z,2,REGULAR,foul,personal,[],1628978,,,1610612751,26,29,2025-04-04T00:20:27Z,2280000,False,,,0,,D. DiVincenzo personal FOUL (1 PF),"[1628978, 1630553]",1610612750.0,MIN,,,,,,,Above the Break 3,24+ Right Center,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,202037.0,1.0,0.0,Johnson,1630553.0,,,
232,PT06M27.00S,2025-04-04T00:20:57.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630570,15.982260183968464,43.13725490196079,1610612751,26,29,2025-04-04T00:21:33Z,2300000,False,34.0,98.0,1,left,MISS T. Watford 10' driving floating Shot - blocked,"[1630570, 1630183]",1610612751.0,BKN,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,10.35,Missed,Watford,T. Watford,,,,,,,,,,,,,,,,,McDaniels,1630183.0,
241,PT06M27.00S,2025-04-04T00:20:57.5Z,2,REGULAR,block,,[],1630183,,,1610612751,26,29,2025-04-04T00:22:02Z,2305000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,,,,In The Paint (Non-RA),8-16 Center,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,
233,PT06M24.00S,2025-04-04T00:21:00.5Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,26,29,2025-04-04T00:21:05Z,2310000,False,,,0,,R. Gobert REBOUND (Off:4 Def:8),[203497],1610612750.0,MIN,,,,,,,In The Paint (Non-RA),8-16 Center,,,Gobert,R. Gobert,232.0,12.0,8.0,4.0,,,,,,,,,,,,,,,
234,PT06M19.00S,2025-04-04T00:21:05.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,90.88370565045992,37.5,1610612750,26,31,2025-04-04T00:21:18Z,2320000,False,-62.0,33.0,1,right,J. McDaniels 7' driving bank Jump Shot (4 PTS) (A. Edwards 1 AST),"[1630183, 1630162]",1610612750.0,MIN,driving bank,,,,,,In The Paint (Non-RA),0-8 Center,7.08,Made,McDaniels,J. McDaniels,,,,,4.0,A. Edwards,1630162.0,1.0,,,,,,,,,,,
235,PT06M02.00S,2025-04-04T00:21:22.1Z,2,REGULAR,3pt,Jump Shot,[],1630553,27.283180026281208,79.41176470588235,1610612751,26,31,2025-04-04T00:21:26Z,2330000,False,-147.0,204.0,1,left,MISS K. Johnson 25' 3PT,[1630553],1610612751.0,BKN,,,,,,,Above the Break 3,24+ Left Center,25.15,Missed,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,
236,PT05M59.00S,2025-04-04T00:21:25.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,26,31,2025-04-04T00:21:26Z,2340000,False,,,0,,R. Gobert REBOUND (Off:4 Def:9),[203497],1610612750.0,MIN,,,,,,,Above the Break 3,24+ Left Center,,,Gobert,R. Gobert,235.0,13.0,9.0,4.0,,,,,,,,,,,,,,,
237,PT05M46.00S,2025-04-04T00:21:38.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,89.43823915900131,36.76470588235294,1610612750,26,31,2025-04-04T00:21:47Z,2350000,False,-66.0,47.0,1,right,MISS D. DiVincenzo 8' driving bank Shot,[1628978],1610612750.0,MIN,driving bank,,,,,,In The Paint (Non-RA),0-8 Center,8.11,Missed,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,
238,PT05M41.00S,2025-04-04T00:21:43.3Z,2,REGULAR,rebound,defensive,[],1641787,,,1610612751,26,31,2025-04-04T00:21:44Z,2360000,False,,,0,,T. Evbuomwan REBOUND (Off:1 Def:4),[1641787],1610612751.0,BKN,,,,,,,In The Paint (Non-RA),0-8 Center,,,Evbuomwan,T. Evbuomwan,237.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
239,PT05M38.00S,2025-04-04T00:21:46.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630553,6.258212877792378,47.05882352941176,1610612751,28,31,2025-04-04T00:23:16Z,2370000,False,15.0,6.0,1,left,K. Johnson running finger roll Layup (5 PTS) (N. Claxton 1 AST),"[1630553, 1629651]",1610612751.0,BKN,running finger roll,,,,,,Restricted Area,0-8 Center,1.6,Made,Johnson,K. Johnson,,,,,5.0,N. Claxton,1629651.0,1.0,,,,,,,,,,,
242,PT05M21.00S,2025-04-04T00:22:02.8Z,2,REGULAR,2pt,Jump Shot,[],1630162,77.4802890932983,61.76470588235294,1610612750,28,33,2025-04-04T00:22:08Z,2390000,False,59.0,159.0,1,right,A. Edwards 16' step back Jump Shot (12 PTS) (D. DiVincenzo 1 AST),"[1630162, 1628978]",1610612750.0,MIN,step back,,,,,,Mid-Range,16-24 Right Center,16.97,Made,Edwards,A. Edwards,,,,,12.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,,
244,PT05M04.00S,2025-04-04T00:22:19.9Z,2,REGULAR,3pt,Jump Shot,[],1641787,4.02431011826544,96.56862745098039,1610612751,28,33,2025-04-04T00:22:25Z,2410000,False,-233.0,-15.0,1,left,MISS T. Evbuomwan 3PT,[1641787],1610612751.0,BKN,,,,,,,Left Corner 3,24+ Left,23.33,Missed,Evbuomwan,T. Evbuomwan,,,,,,,,,,,,,,,,,,,
246,PT05M04.00S,2025-04-04T00:22:19.9Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,28,33,2025-04-04T00:26:43Z,2420000,False,,,0,,R. Gobert REBOUND (Off:4 Def:10),[203497],1610612750.0,MIN,,,,,,,Left Corner 3,24+ Left,,,Gobert,R. Gobert,244.0,14.0,10.0,4.0,,,,,,,,,,,,,,,
260,PT04M52.00S,2025-04-04T00:22:39.9Z,2,REGULAR,3pt,Jump Shot,[],1629638,89.43823915900131,3.6764705882352944,1610612750,28,33,2025-04-04T00:26:21Z,2435000,False,-232.0,47.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612750.0,MIN,,,,,,,Left Corner 3,24+ Left,23.63,Missed,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,
261,PT04M51.00S,2025-04-04T00:22:40.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,28,33,2025-04-04T00:26:21Z,2442500,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,Left Corner 3,24+ Left,,,,,260.0,,,,,,,,,,,,,,,,,,
249,PT04M50.00S,2025-04-04T00:23:00.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,28,33,2025-04-04T00:23:00Z,2450000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
