actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
183,PT11M12.00S,2025-03-16T22:43:30.6Z,2,REGULAR,foul,personal,['2freethrow'],1642258,,,1610612751,33,27,2025-03-16T22:43:38Z,1790000,False,,,0,,Z. Risacher shooting personal FOUL (1 PF) (Martin 2 FT),"[1642258, 1631213]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,1627962.0,1.0,0.0,Martin,1631213.0,,,,,,,,,,,,
185,PT11M12.00S,2025-03-16T22:44:00.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631213,,,1610612751,34,27,2025-03-16T22:44:21Z,1810000,False,,,0,,T. Martin Free Throw 1 of 2 (3 PTS),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,Made,,,,,,3.0,,,,,
186,PT11M12.00S,2025-03-16T22:44:00.1Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631213,,,1610612751,34,27,2025-03-16T22:44:21Z,1820000,False,,,0,,MISS T. Martin Free Throw 2 of 2,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
187,PT11M10.00S,2025-03-16T22:44:02.1Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,34,27,2025-03-16T22:44:21Z,1830000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,186.0,1.0,1.0,0.0,,,,,,,
188,PT11M06.00S,2025-03-16T22:44:24.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629611,5.732588699080158,47.794117647058826,1610612737,34,29,2025-03-16T22:44:30Z,1840000,False,11.0,1.0,1,left,T. Mann running reverse DUNK (7 PTS) (T. Young 3 AST),"[1629611, 1629027]",1610612737.0,ATL,running reverse,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,1.11,7.0,T. Young,1629027.0,3.0,,
190,PT10M59.00S,2025-03-16T22:44:34.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629661,90.48948751642575,48.529411764705884,1610612751,36,29,2025-03-16T22:45:24Z,1860000,False,-7.0,37.0,1,right,C. Johnson driving floating Jump Shot (8 PTS),[1629661],1610612751.0,BKN,driving floating,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,3.76,8.0,,,,,
191,PT10M59.00S,2025-03-16T22:44:37.5Z,2,REGULAR,foul,personal,['1freethrow'],1631230,,,1610612751,36,29,2025-03-16T22:44:46Z,1870000,False,,,0,,D. Barlow shooting personal FOUL (1 PF) (Johnson 1 FT),"[1631230, 1629661]",1610612737.0,ATL,shooting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,1627526.0,1.0,0.0,Johnson,1629661.0,,,,,,,,,,,,
193,PT10M59.00S,2025-03-16T22:45:06.5Z,2,REGULAR,freethrow,1 of 1,[],1629661,,,1610612751,37,29,2025-03-16T22:45:06Z,1890000,False,,,0,,C. Johnson Free Throw 1 of 1 (9 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,Made,,,,,,9.0,,,,,
194,PT10M43.00S,2025-03-16T22:45:22.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,15.719448094612352,46.07843137254902,1610612737,37,31,2025-03-16T22:45:26Z,1900000,False,20.0,95.0,1,left,T. Young 9' driving floating Jump Shot (10 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,,,,,9.73,10.0,,,,,
195,PT10M33.00S,2025-03-16T22:45:33.3Z,2,REGULAR,foul,personal,['2freethrow'],1642258,,,1610612751,37,31,2025-03-16T22:45:40Z,1910000,False,,,0,,Z. Risacher shooting personal FOUL (2 PF) (Watford 2 FT),"[1642258, 1630570]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,1627962.0,2.0,0.0,Watford,1630570.0,,,,,,,,,,,,
197,PT10M33.00S,2025-03-16T22:46:05.6Z,2,REGULAR,freethrow,1 of 2,[],1630570,,,1610612751,38,31,2025-03-16T22:46:05Z,1930000,False,,,0,,T. Watford Free Throw 1 of 2 (6 PTS),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,Made,,,,,,6.0,,,,,
198,PT10M33.00S,2025-03-16T22:46:20.2Z,2,REGULAR,freethrow,2 of 2,[],1630570,,,1610612751,39,31,2025-03-16T22:46:20Z,1940000,False,,,0,,T. Watford Free Throw 2 of 2 (7 PTS),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,Made,,,,,,7.0,,,,,
199,PT10M16.00S,2025-03-16T22:46:38.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,11.383048620236531,58.08823529411765,1610612737,39,31,2025-03-16T22:46:46Z,1950000,False,-40.0,55.0,1,left,MISS T. Mann 6' turnaround Shot - blocked,"[1629611, 1630549]",1610612737.0,ATL,turnaround,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,,,6.78,,,,,Sharpe,1630549.0
200,PT10M16.00S,2025-03-16T22:46:38.1Z,2,REGULAR,block,,[],1630549,,,1610612737,39,31,2025-03-16T22:46:40Z,1960000,False,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
201,PT10M10.00S,2025-03-16T22:46:44.1Z,2,REGULAR,rebound,offensive,[],1642258,,,1610612737,39,31,2025-03-16T22:46:46Z,1970000,False,,,0,,Z. Risacher REBOUND (Off:1 Def:1),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,199.0,2.0,1.0,1.0,,,,,,,
202,PT10M10.00S,2025-03-16T22:46:43.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642258,5.590000152587891,50.0,1610612737,39,33,2025-03-16T22:46:43Z,1980000,False,0.0,0.0,1,left,Z. Risacher tip Layup (7 PTS),[1642258],1610612737.0,ATL,tip,,,Risacher,Z. Risacher,,,,,Mid-Range,8-16 Left,,,,,,,,,Made,,,,,0.0,7.0,,,,,
203,PT09M53.00S,2025-03-16T22:46:59.7Z,2,REGULAR,2pt,Jump Shot,[],1629661,80.89684625492772,79.41176470588235,1610612751,41,33,2025-03-16T22:47:03Z,1990000,False,147.0,127.0,1,right,C. Johnson 19' pullup Jump Shot (11 PTS),[1629661],1610612751.0,BKN,pullup,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,Made,,,,,19.44,11.0,,,,,
204,PT09M41.00S,2025-03-16T22:47:15.5Z,2,REGULAR,foul,offensive,[],1642258,,,1610612737,41,33,2025-03-16T22:47:27Z,2000000,False,,,0,,Z. Risacher charge offensive FOUL (3 PF),"[1642258, 1629661]",1610612737.0,ATL,charge,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,1627962.0,3.0,0.0,Johnson,1629661.0,,,,,,,,,,,,
206,PT09M41.00S,2025-03-16T22:47:15.5Z,2,REGULAR,turnover,offensive foul,[],1642258,,,1610612737,41,33,2025-03-16T22:47:15Z,2020000,False,,,0,,Z. Risacher offensive foul TURNOVER (2 TO),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,1627962.0,,,,,,,,,,,,,,,,
207,PT09M41.00S,2025-03-16T22:47:29.8Z,2,REGULAR,substitution,out,[],1642258,,,1610612751,41,33,2025-03-16T22:47:34Z,2030000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M41.00S,2025-03-16T22:47:29.8Z,2,REGULAR,substitution,in,[],1630249,,,1610612751,41,33,2025-03-16T22:47:34Z,2040000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M24.00S,2025-03-16T22:48:01.8Z,2,REGULAR,foul,personal,['2freethrow'],1631243,,,1610612751,41,33,2025-03-16T22:48:08Z,2050000,False,,,0,,M. Gueye shooting personal FOUL (1 PF) (Johnson 2 FT),"[1631243, 1629661]",1610612737.0,ATL,shooting,,,Gueye,M. Gueye,,,,,In The Paint (Non-RA),0-8 Center,,,,1627526.0,1.0,0.0,Johnson,1629661.0,,,,,,,,,,,,
211,PT09M24.00S,2025-03-16T22:48:31.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629661,,,1610612751,42,33,2025-03-16T22:48:31Z,2070000,False,,,0,,C. Johnson Free Throw 1 of 2 (12 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,Made,,,,,,12.0,,,,,
212,PT09M24.00S,2025-03-16T22:48:34.5Z,2,REGULAR,substitution,out,[],1631230,,,1610612751,42,33,2025-03-16T22:48:38Z,2080000,False,,,0,,SUB out: D. Barlow,[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M24.00S,2025-03-16T22:48:34.5Z,2,REGULAR,substitution,in,[],1630168,,,1610612751,42,33,2025-03-16T22:48:38Z,2090000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M24.00S,2025-03-16T22:48:55.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629661,,,1610612751,43,33,2025-03-16T22:48:55Z,2100000,False,,,0,,C. Johnson Free Throw 2 of 2 (13 PTS),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,Made,,,,,,13.0,,,,,
215,PT09M12.00S,2025-03-16T22:49:08.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,8.09789750328515,42.64705882352941,1610612737,43,33,2025-03-16T22:49:13Z,2110000,False,37.0,24.0,1,left,MISS T. Young driving Layup - blocked,"[1629027, 1630549]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,4.37,,,,,Sharpe,1630549.0
216,PT09M12.00S,2025-03-16T22:49:08.7Z,2,REGULAR,block,,[],1630549,,,1610612737,43,33,2025-03-16T22:49:11Z,2120000,False,,,0,,D. Sharpe BLOCK (2 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
217,PT09M09.00S,2025-03-16T22:49:11.7Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,43,33,2025-03-16T22:49:13Z,2130000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,215.0,2.0,2.0,0.0,,,,,,,
218,PT09M07.00S,2025-03-16T22:49:14.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641721,94.03745072273325,55.14705882352941,1610612751,45,33,2025-03-16T22:49:18Z,2140000,False,26.0,4.0,1,right,M. Lewis running Layup (4 PTS) (C. Johnson 2 AST),"[1641721, 1629661]",1610612751.0,BKN,running,,,Lewis,M. Lewis,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,,,,2.59,4.0,C. Johnson,1629661.0,2.0,,
219,PT09M06.00S,2025-03-16T22:49:19.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,45,33,2025-03-16T22:49:19Z,2150000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M06.00S,2025-03-16T22:49:26.6Z,2,REGULAR,substitution,out,[],1631243,,,1610612737,45,33,2025-03-16T22:51:56Z,2160000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M06.00S,2025-03-16T22:49:26.6Z,2,REGULAR,substitution,in,[],1627777,,,1610612737,45,33,2025-03-16T22:51:56Z,2170000,False,,,0,,SUB in: G. Niang,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M54.00S,2025-03-16T22:52:29.3Z,2,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,45,33,2025-03-16T22:52:38Z,2180000,False,,,0,,T. Young lost ball out-of-bounds TURNOVER (2 TO),[1629027],1610612737.0,ATL,lost ball,,,Young,T. Young,,,,,Mid-Range,8-16 Left,2.0,,,1627962.0,,,,,,,,,,,,,,,,
225,PT08M43.00S,2025-03-16T22:52:47.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630570,92.59198423127464,47.794117647058826,1610612751,45,33,2025-03-16T22:52:51Z,2200000,False,-11.0,17.0,1,right,MISS T. Watford driving DUNK - blocked,"[1630570, 1630168]",1610612751.0,BKN,driving,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,,,2.03,,,,,Okongwu,1630168.0
226,PT08M43.00S,2025-03-16T22:52:47.9Z,2,REGULAR,block,,[],1630168,,,1610612751,45,33,2025-03-16T22:52:50Z,2210000,False,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
227,PT08M41.00S,2025-03-16T22:52:49.9Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,45,33,2025-03-16T22:52:51Z,2220000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,225.0,4.0,4.0,0.0,,,,,,,
228,PT08M37.00S,2025-03-16T22:52:54.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627777,24.129434954007884,85.29411764705883,1610612737,45,36,2025-03-16T22:52:58Z,2230000,False,-176.0,174.0,1,left,G. Niang 24' 3PT running (5 PTS) (V. Krejčí 1 AST),"[1627777, 1630249]",1610612737.0,ATL,running,,,Niang,G. Niang,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,,,,,24.81,5.0,V. Krejčí,1630249.0,1.0,,
230,PT08M30.00S,2025-03-16T22:53:02.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,92.72339027595268,41.66666666666667,1610612751,45,36,2025-03-16T22:53:30Z,2250000,False,-42.0,16.0,1,right,MISS C. Johnson driving Layup - blocked,"[1629661, 1630249]",1610612751.0,BKN,driving,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,,,4.46,,,,,Krejčí,1630249.0
231,PT08M30.00S,2025-03-16T22:53:02.9Z,2,REGULAR,block,,[],1630249,,,1610612751,45,36,2025-03-16T22:53:04Z,2260000,False,,,0,,V. Krejčí BLOCK (1 BLK),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
232,PT08M30.00S,2025-03-16T22:53:02.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612751,45,36,2025-03-16T22:53:30Z,2270000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,230.0,,,,,,,,,,
234,PT08M30.00S,2025-03-16T22:53:07.5Z,2,REGULAR,substitution,out,[],1629661,,,1610612751,45,36,2025-03-16T22:53:27Z,2290000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M30.00S,2025-03-16T22:53:07.5Z,2,REGULAR,substitution,out,[],1630570,,,1610612751,45,36,2025-03-16T22:53:27Z,2300000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M30.00S,2025-03-16T22:53:07.5Z,2,REGULAR,substitution,out,[],1631213,,,1610612751,45,36,2025-03-16T22:53:27Z,2310000,False,,,0,,SUB out: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M30.00S,2025-03-16T22:53:07.5Z,2,REGULAR,substitution,in,[],1630592,,,1610612751,45,36,2025-03-16T22:53:27Z,2320000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M30.00S,2025-03-16T22:53:07.5Z,2,REGULAR,substitution,in,[],1630553,,,1610612751,45,36,2025-03-16T22:53:27Z,2330000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M30.00S,2025-03-16T22:53:07.5Z,2,REGULAR,substitution,in,[],1641736,,,1610612751,45,36,2025-03-16T22:53:27Z,2340000,False,,,0,,SUB in: R. Beekman,[1641736],1610612751.0,BKN,,,,Beekman,R. Beekman,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M30.00S,2025-03-16T22:53:28.3Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,45,36,2025-03-16T22:53:33Z,2350000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612751.0,BKN,,,,,,,,,,,,,,,1627526.0,,,,,,,,,,,,,,,,
241,PT08M21.00S,2025-03-16T22:53:44.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630553,90.27595269382391,96.79074754901961,1610612751,45,36,2025-03-16T22:55:48Z,2360000,False,234.0,39.0,1,right,MISS K. Johnson 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,,,,23.72,,,,,,
242,PT08M19.00S,2025-03-16T22:53:46.5Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612737,45,36,2025-03-16T22:53:48Z,2370000,False,,,0,,G. Niang REBOUND (Off:0 Def:2),[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Mid-Range,24+ Right,,,,,,,,,,241.0,2.0,2.0,0.0,,,,,,,
243,PT08M07.00S,2025-03-16T22:53:59.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,11.645860709592641,46.07843137254902,1610612737,45,36,2025-03-16T22:54:07Z,2380000,False,20.0,57.0,1,left,MISS O. Okongwu 6' turnaround Hook,[1630168],1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,,,6.03,,,,,,
244,PT08M06.00S,2025-03-16T22:54:00.2Z,2,REGULAR,rebound,offensive,[],1629611,,,1610612737,45,36,2025-03-16T22:54:00Z,2390000,False,,,0,,T. Mann REBOUND (Off:1 Def:0),[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,243.0,1.0,0.0,1.0,,,,,,,
245,PT08M04.00S,2025-03-16T22:54:14.2Z,2,REGULAR,substitution,out,[],1630549,,,1610612737,45,36,2025-03-16T22:54:19Z,2400000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT08M04.00S,2025-03-16T22:54:14.2Z,2,REGULAR,substitution,out,[],1629027,,,1610612737,45,36,2025-03-16T22:54:19Z,2410000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M04.00S,2025-03-16T22:54:14.2Z,2,REGULAR,substitution,in,[],1629651,,,1610612737,45,36,2025-03-16T22:54:19Z,2420000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT08M04.00S,2025-03-16T22:54:14.2Z,2,REGULAR,substitution,in,[],1630700,,,1610612737,45,36,2025-03-16T22:54:19Z,2430000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT08M01.00S,2025-03-16T22:54:59.0Z,2,REGULAR,jumpball,recovered,[],1641721,,,1610612737,45,36,2025-03-16T22:54:59Z,2440000,False,,,0,,Jump Ball M. Lewis vs. T. Mann: Tip to M. Lewis,"[1641721, 1641721, 1629611]",1610612751.0,BKN,heldball,M. Lewis,1641721.0,Lewis,M. Lewis,Lewis,1641721.0,Mann,1629611.0,,,,,,,,,,,,,,,,,,,,,,
252,PT08M01.00S,2025-03-16T22:54:59.0Z,2,REGULAR,turnover,lost ball,[],1629611,,,1610612737,45,36,2025-03-16T22:54:59Z,2470000,False,,,0,,T. Mann lost ball TURNOVER (1 TO),"[1629611, 1641721]",1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,1.0,Lewis,1641721.0,,,,,,,,,,,,,,,,,
253,PT08M01.00S,2025-03-16T22:54:59.0Z,2,REGULAR,steal,,[],1641721,,,1610612751,45,36,2025-03-16T22:54:59Z,2480000,False,,,0,,M. Lewis STEAL (1 STL),[1641721],1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M55.00S,2025-03-16T22:55:05.1Z,2,REGULAR,turnover,lost ball,[],1641721,,,1610612751,45,36,2025-03-16T22:55:08Z,2490000,False,,,0,,M. Lewis lost ball TURNOVER (1 TO),"[1641721, 1630249]",1610612751.0,BKN,,,,Lewis,M. Lewis,,,,,In The Paint (Non-RA),0-8 Center,1.0,Krejčí,1630249.0,,,,,,,,,,,,,,,,,
255,PT07M55.00S,2025-03-16T22:55:05.1Z,2,REGULAR,steal,,[],1630249,,,1610612737,45,36,2025-03-16T22:55:06Z,2500000,False,,,0,,V. Krejčí STEAL (1 STL),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
256,PT07M33.00S,2025-03-16T22:55:26.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627777,11.514454664914586,94.6078431372549,1610612737,45,36,2025-03-16T22:55:33Z,2510000,False,-223.0,56.0,1,left,MISS G. Niang 3PT,[1627777],1610612737.0,ATL,,,,Niang,G. Niang,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,,,22.99,,,,,,
257,PT07M30.00S,2025-03-16T22:55:29.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,45,36,2025-03-16T22:55:33Z,2520000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,256.0,,,,,,,,,,
259,PT07M23.00S,2025-03-16T22:55:52.8Z,2,REGULAR,foul,personal,['2freethrow'],1629651,,,1610612737,45,36,2025-03-16T22:56:00Z,2540000,False,,,0,,N. Claxton shooting personal FOUL (1 PF) (Mann 2 FT),"[1629651, 1629611]",1610612751.0,BKN,shooting,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,1627526.0,1.0,0.0,Mann,1629611.0,,,,,,,,,,,,
261,PT07M23.00S,2025-03-16T22:56:19.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629611,,,1610612737,45,37,2025-03-16T22:56:19Z,2560000,False,,,0,,T. Mann Free Throw 1 of 2 (8 PTS),[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,,,,,,,,,Made,,,,,,8.0,,,,,
262,PT07M23.00S,2025-03-16T22:56:39.3Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629611,,,1610612737,45,38,2025-03-16T22:56:39Z,2570000,False,,,0,,T. Mann Free Throw 2 of 2 (9 PTS),[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,,,,,,,,,Made,,,,,,9.0,,,,,
263,PT07M11.00S,2025-03-16T22:56:51.6Z,2,REGULAR,3pt,Jump Shot,[],1630592,89.83245729303549,95.09803921568627,1610612751,48,38,2025-03-16T22:56:57Z,2580000,False,225.0,43.0,1,right,J. Wilson 3PT  (11 PTS) (R. Beekman 1 AST),"[1630592, 1641736]",1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Right Corner 3,24+ Right,,,,,,,,,Made,,,,,22.96,11.0,R. Beekman,1641736.0,1.0,,
265,PT06M50.00S,2025-03-16T22:57:13.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,11.251642575558476,45.588235294117645,1610612737,48,38,2025-03-16T22:59:17Z,2600000,False,22.0,53.0,1,left,MISS G. Niang driving Hook,[1627777],1610612737.0,ATL,driving,,,Niang,G. Niang,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,,,5.77,,,,,,
266,PT06M44.00S,2025-03-16T22:57:19.8Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,48,38,2025-03-16T22:57:19Z,2610000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,265.0,5.0,4.0,1.0,,,,,,,
267,PT06M42.00S,2025-03-16T22:57:20.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630168,6.438896189224705,41.11519607843137,1610612737,48,38,2025-03-16T22:57:31Z,2620000,False,44.0,8.0,1,left,MISS O. Okongwu putback Layup,[1630168],1610612737.0,ATL,putback,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,,,4.51,,,,,,
268,PT06M41.00S,2025-03-16T22:57:21.0Z,2,REGULAR,rebound,defensive,[],1629651,,,1610612751,48,38,2025-03-16T22:57:31Z,2630000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,267.0,1.0,1.0,0.0,,,,,,,
