actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
180,PT10M48.00S,2024-03-30T02:40:14.0Z,2,REGULAR,rebound,defensive,[],1627884,,,1610612742,34,26,2024-03-30T02:44:35Z,1720000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,178.0,1.0,1.0,0.0,,,,,,
181,PT10M36.00S,2024-03-30T02:40:23.7Z,2,REGULAR,3pt,Jump Shot,[],1627884,92.32917214191852,96.07843137254902,1610612742,34,26,2024-03-30T02:40:37Z,1730000,False,230.0,20.0,1,right,MISS D. Jones Jr. 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,23.12,Missed,,,,,,,,,,,,,,,,,,
182,PT10M32.00S,2024-03-30T02:40:27.9Z,2,REGULAR,rebound,defensive,[],203084,,,1610612758,34,26,2024-03-30T02:40:27Z,1740000,False,,,0,,H. Barnes REBOUND (Off:1 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,,,,,,,,181.0,3.0,2.0,1.0,,,,,,
183,PT10M27.00S,2024-03-30T02:40:32.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628368,11.12023653088042,45.09803921568628,1610612758,36,26,2024-03-30T02:40:49Z,1750000,False,25.0,52.0,1,left,D. Fox driving floating Jump Shot (4 PTS),[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,5.75,Made,4.0,,,,,,,,,,,,,,,,,
184,PT10M10.00S,2024-03-30T02:40:49.5Z,2,REGULAR,3pt,Jump Shot,[],1627884,92.19776609724047,3.1862745098039214,1610612742,36,26,2024-03-30T02:40:54Z,1760000,False,-234.0,21.0,1,right,MISS D. Jones Jr. 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Left Corner 3,24+ Left,23.5,Missed,,,,,,,,,,,,,,,,,,
185,PT10M06.00S,2024-03-30T02:40:53.5Z,2,REGULAR,rebound,defensive,[],203458,,,1610612758,36,26,2024-03-30T02:40:54Z,1770000,False,,,0,,A. Len REBOUND (Off:1 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,Left Corner 3,24+ Left,,,,,,,,,,,184.0,2.0,1.0,1.0,,,,,,
222,PT09M56.00S,2024-03-30T02:40:59.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203084,7.178055190538765,52.20588235294118,1610612758,36,26,2024-03-30T04:04:39Z,1775000,False,-11.0,15.0,1,left,MISS H. Barnes driving Layup - blocked,"[203084, 1629023]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0
223,PT09M56.00S,2024-03-30T02:40:59.4Z,2,REGULAR,block,,[],1629023,,,1610612758,36,26,2024-03-30T02:47:45Z,1777500,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
224,PT09M55.00S,2024-03-30T02:41:00.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,36,26,2024-03-30T02:47:45Z,1778750,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,222.0,,,,,,,,,
187,PT09M55.00S,2024-03-30T02:41:11.3Z,2,REGULAR,substitution,out,[],1641726,,,1610612758,36,26,2024-03-30T02:41:16Z,1790000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M55.00S,2024-03-30T02:41:11.3Z,2,REGULAR,substitution,in,[],1629655,,,1610612758,36,26,2024-03-30T02:41:16Z,1800000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M45.00S,2024-03-30T02:41:36.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628368,13.61695137976347,53.92156862745098,1610612758,36,26,2024-03-30T02:47:45Z,1810000,False,-20.0,75.0,1,left,MISS D. Fox 7' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,7.8,Missed,,,,,,,,,,,,,,,,,,
190,PT09M42.00S,2024-03-30T02:41:39.7Z,2,REGULAR,rebound,defensive,[],202681,,,1610612742,36,26,2024-03-30T02:41:42Z,1820000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,189.0,1.0,1.0,0.0,,,,,,
191,PT09M39.00S,2024-03-30T02:41:43.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203501,72.7496714848883,82.1078431372549,1610612742,36,26,2024-03-30T02:41:52Z,1830000,False,161.0,204.0,1,right,MISS T. Hardaway Jr. 25' running pullup 3PT,[203501],1610612742.0,DAL,running pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
192,PT09M34.00S,2024-03-30T02:41:48.4Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612758,36,26,2024-03-30T02:41:52Z,1840000,False,,,0,,D. Fox REBOUND (Off:1 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,191.0,3.0,2.0,1.0,,,,,,
193,PT09M27.00S,2024-03-30T02:41:56.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203458,6.389618922470433,59.80392156862745,1610612758,36,26,2024-03-30T02:42:10Z,1850000,False,-49.0,8.0,1,left,MISS A. Len Layup - blocked,"[203458, 1629655]",1610612758.0,SAC,,,,Len,A. Len,,,,,In The Paint (Non-RA),0-8 Center,4.96,Missed,,,,,,,,,,,,,,,,,Gafford,1629655.0
194,PT09M27.00S,2024-03-30T02:41:56.2Z,2,REGULAR,block,,[],1629655,,,1610612758,36,26,2024-03-30T02:41:59Z,1860000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
195,PT09M27.00S,2024-03-30T02:41:56.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,36,26,2024-03-30T02:42:10Z,1870000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,193.0,,,,,,,,,
198,PT09M27.00S,2024-03-30T02:42:09.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,36,26,2024-03-30T02:42:09Z,1890000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M27.00S,2024-03-30T02:44:20.6Z,2,REGULAR,substitution,out,[],1628368,,,1610612758,36,26,2024-03-30T02:44:44Z,1900000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M27.00S,2024-03-30T02:44:20.6Z,2,REGULAR,substitution,out,[],1631165,,,1610612758,36,26,2024-03-30T02:44:44Z,1910000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M27.00S,2024-03-30T02:44:20.6Z,2,REGULAR,substitution,out,[],203458,,,1610612758,36,26,2024-03-30T02:44:44Z,1920000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M27.00S,2024-03-30T02:44:20.6Z,2,REGULAR,substitution,in,[],1630537,,,1610612758,36,26,2024-03-30T02:44:44Z,1930000,False,,,0,,SUB in: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M27.00S,2024-03-30T02:44:20.6Z,2,REGULAR,substitution,in,[],1627734,,,1610612758,36,26,2024-03-30T02:44:44Z,1940000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M27.00S,2024-03-30T02:44:20.6Z,2,REGULAR,substitution,in,[],1631099,,,1610612758,36,26,2024-03-30T02:44:44Z,1950000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M13.00S,2024-03-30T02:45:12.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612758,36,26,2024-03-30T02:45:24Z,1960000,False,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,202035.0,,,,,,,,,,
206,PT09M00.00S,2024-03-30T02:45:36.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629655,92.85479632063075,51.225490196078425,1610612742,36,28,2024-03-30T02:45:41Z,1970000,False,6.0,15.0,1,right,D. Gafford cutting DUNK (4 PTS) (K. Irving 1 AST),"[1629655, 202681]",1610612742.0,DAL,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.59,Made,4.0,,,,K. Irving,202681.0,1.0,,,,,,,,,,,
208,PT08M42.00S,2024-03-30T02:45:54.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,6.1268068331143235,58.82352941176471,1610612758,38,28,2024-03-30T02:46:03Z,1990000,False,-44.0,5.0,1,left,D. Mitchell pullup Jump Shot (4 PTS) (D. Sabonis 5 AST),"[1630558, 1627734]",1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,4.44,Made,4.0,,,,D. Sabonis,1627734.0,5.0,,,,,,,,,,,
209,PT08M26.00S,2024-03-30T02:46:10.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,92.32917214191852,54.65686274509803,1610612742,38,28,2024-03-30T02:46:16Z,2000000,False,23.0,20.0,1,right,MISS D. Jones Jr. cutting Layup,[1627884],1610612742.0,DAL,cutting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
210,PT08M23.00S,2024-03-30T02:46:13.4Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,38,28,2024-03-30T02:46:16Z,2010000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,209.0,3.0,3.0,0.0,,,,,,
211,PT08M20.00S,2024-03-30T02:46:16.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627734,5.601182654402102,50.73529411764706,1610612758,40,28,2024-03-30T02:46:23Z,2020000,False,-4.0,0.0,1,left,D. Sabonis running DUNK (8 PTS),[1627734],1610612758.0,SAC,running,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.37,Made,8.0,,,,,,,,,,,,,,,,,
212,PT08M05.00S,2024-03-30T02:46:31.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,93.38042049934296,56.127450980392155,1610612742,40,30,2024-03-30T02:46:36Z,2030000,False,31.0,10.0,1,right,D. Jones Jr. cutting Layup (5 PTS) (T. Hardaway Jr. 1 AST),"[1627884, 203501]",1610612742.0,DAL,cutting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,3.21,Made,5.0,,,,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,
214,PT07M42.00S,2024-03-30T02:46:56.2Z,2,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612758,40,30,2024-03-30T02:47:05Z,2050000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1629655, 1627734]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627962.0,,,,,1.0,0.0,Sabonis,1627734.0,,
216,PT07M42.00S,2024-03-30T02:47:27.1Z,2,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,40,30,2024-03-30T02:48:02Z,2070000,False,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
217,PT07M42.00S,2024-03-30T02:47:27.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612758,40,30,2024-03-30T02:48:02Z,2080000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,216.0,,,,,,,,,
218,PT07M42.00S,2024-03-30T02:47:29.6Z,2,REGULAR,substitution,out,[],203501,,,1610612758,40,30,2024-03-30T02:47:43Z,2090000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M42.00S,2024-03-30T02:47:29.6Z,2,REGULAR,substitution,out,[],1627884,,,1610612758,40,30,2024-03-30T02:47:43Z,2100000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M42.00S,2024-03-30T02:47:29.6Z,2,REGULAR,substitution,in,[],203957,,,1610612758,40,30,2024-03-30T02:47:43Z,2110000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M42.00S,2024-03-30T02:47:29.6Z,2,REGULAR,substitution,in,[],1629029,,,1610612758,40,30,2024-03-30T02:47:43Z,2120000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M42.00S,2024-03-30T02:47:27.1Z,2,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,40,30,2024-03-30T02:48:02Z,2130000,False,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
226,PT07M39.00S,2024-03-30T02:47:30.1Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,40,30,2024-03-30T02:48:02Z,2140000,False,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,225.0,2.0,2.0,0.0,,,,,,
227,PT07M21.00S,2024-03-30T02:48:19.8Z,2,REGULAR,3pt,Jump Shot,[],202681,68.15045992115637,40.44117647058824,1610612742,40,33,2024-03-30T02:51:31Z,2150000,False,-48.0,247.0,1,right,K. Irving 25' 3PT  (9 PTS) (L. Doncic 5 AST),"[202681, 1629029]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,25.15,Made,9.0,,,,L. Doncic,1629029.0,5.0,,,,,,,,,,,
229,PT07M00.00S,2024-03-30T02:48:41.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203084,6.1268068331143235,45.34313725490196,1610612758,40,33,2024-03-30T02:48:46Z,2170000,False,23.0,5.0,1,left,MISS H. Barnes driving Layup,[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,2.39,Missed,,,,,,,,,,,,,,,,,,
230,PT06M57.00S,2024-03-30T02:48:44.2Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,40,33,2024-03-30T02:48:46Z,2180000,False,,,0,,P. Washington REBOUND (Off:0 Def:3),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,229.0,3.0,3.0,0.0,,,,,,
231,PT06M51.00S,2024-03-30T02:48:50.0Z,2,REGULAR,3pt,Jump Shot,[],202681,87.59855453350855,96.32352941176471,1610612742,40,33,2024-03-30T02:48:55Z,2190000,False,232.0,64.0,1,right,MISS K. Irving 24' 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,24.03,Missed,,,,,,,,,,,,,,,,,,
232,PT06M47.00S,2024-03-30T02:48:54.0Z,2,REGULAR,rebound,defensive,[],1630558,,,1610612758,40,33,2024-03-30T02:48:55Z,2200000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Right Corner 3,24+ Right,,,,,,,,,,,231.0,1.0,1.0,0.0,,,,,,
233,PT06M43.00S,2024-03-30T02:48:57.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631099,25.312089356110377,15.686274509803921,1610612758,40,33,2024-03-30T02:49:09Z,2210000,False,172.0,185.0,1,left,MISS K. Murray 25' running 3PT,[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,25.26,Missed,,,,,,,,,,,,,,,,,,
234,PT06M40.00S,2024-03-30T02:49:00.1Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,40,33,2024-03-30T02:49:09Z,2220000,False,,,0,,D. Gafford REBOUND (Off:0 Def:3),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,233.0,3.0,3.0,0.0,,,,,,
235,PT06M30.00S,2024-03-30T02:49:11.0Z,2,REGULAR,3pt,Jump Shot,[],1629023,71.56701708278581,18.137254901960784,1610612742,40,33,2024-03-30T02:50:15Z,2230000,False,-159.0,215.0,1,right,MISS P. Washington 26' 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,26.74,Missed,,,,,,,,,,,,,,,,,,
236,PT06M28.00S,2024-03-30T02:49:13.0Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,40,33,2024-03-30T02:53:47Z,2240000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,235.0,4.0,4.0,0.0,,,,,,
237,PT06M15.00S,2024-03-30T02:49:26.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630537,13.748357424441524,44.11764705882353,1610612758,40,33,2024-03-30T02:55:36Z,2250000,False,29.0,77.0,1,left,MISS C. Duarte 8' floating Shot,[1630537],1610612758.0,SAC,floating,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),8-16 Center,8.21,Missed,,,,,,,,,,,,,,,,,,
239,PT06M13.00S,2024-03-30T02:49:28.8Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612758,40,33,2024-03-30T02:55:36Z,2270000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,237.0,5.0,4.0,1.0,,,,,,
240,PT06M09.00S,2024-03-30T02:49:33.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631099,28.728646517739815,19.11764705882353,1610612758,43,33,2024-03-30T02:49:37Z,2280000,False,154.0,218.0,1,left,K. Murray 26' 3PT  (3 PTS) (D. Sabonis 6 AST),"[1631099, 1627734]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,26.67,Made,3.0,,,,D. Sabonis,1627734.0,6.0,,,,,,,,,,,
242,PT06M09.00S,2024-03-30T02:51:53.6Z,2,REGULAR,substitution,out,[],1630537,,,1610612742,43,33,2024-03-30T02:52:27Z,2300000,False,,,0,,SUB out: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M09.00S,2024-03-30T02:51:53.6Z,2,REGULAR,substitution,out,[],1630558,,,1610612742,43,33,2024-03-30T02:52:27Z,2310000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M09.00S,2024-03-30T02:51:53.6Z,2,REGULAR,substitution,out,[],202681,,,1610612742,43,33,2024-03-30T02:52:27Z,2320000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M09.00S,2024-03-30T02:51:53.6Z,2,REGULAR,substitution,in,[],1628368,,,1610612742,43,33,2024-03-30T02:52:27Z,2330000,False,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M09.00S,2024-03-30T02:51:53.6Z,2,REGULAR,substitution,in,[],1631165,,,1610612742,43,33,2024-03-30T02:52:27Z,2340000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M09.00S,2024-03-30T02:51:53.6Z,2,REGULAR,substitution,in,[],203501,,,1610612742,43,33,2024-03-30T02:52:27Z,2350000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT06M09.00S,2024-03-30T02:52:15.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,43,33,2024-03-30T03:36:39Z,2355000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M00.00S,2024-03-30T02:52:37.4Z,2,REGULAR,turnover,bad pass,[],1629655,,,1610612742,43,33,2024-03-30T02:53:41Z,2360000,False,,,0,,D. Gafford bad pass TURNOVER (2 TO),"[1629655, 1631165]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Left,,,,2.0,Ellis,1631165.0,,,,,,,,,,,,,,
249,PT06M00.00S,2024-03-30T02:52:37.4Z,2,REGULAR,steal,,[],1631165,,,1610612758,43,33,2024-03-30T02:52:40Z,2370000,False,,,0,,K. Ellis STEAL (2 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
251,PT05M54.00S,2024-03-30T02:52:46.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203084,8.229303547963205,51.71568627450981,1610612758,43,33,2024-03-30T02:57:06Z,2380000,False,-9.0,25.0,1,left,MISS H. Barnes driving Layup - blocked,"[203084, 1629655]",1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,Gafford,1629655.0
252,PT05M54.00S,2024-03-30T02:52:46.6Z,2,REGULAR,block,,[],1629655,,,1610612758,43,33,2024-03-30T02:52:50Z,2390000,False,,,0,,D. Gafford BLOCK (2 BLK),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
253,PT05M52.00S,2024-03-30T02:52:48.6Z,2,REGULAR,rebound,offensive,[],203084,,,1610612758,43,33,2024-03-30T02:57:06Z,2400000,False,,,0,,H. Barnes REBOUND (Off:2 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,251.0,4.0,2.0,2.0,,,,,,
254,PT05M50.00S,2024-03-30T02:52:52.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203084,7.30946123521682,49.50980392156863,1610612758,45,33,2024-03-30T02:57:47Z,2410000,False,2.0,16.0,1,left,H. Barnes putback Layup (13 PTS),[203084],1610612758.0,SAC,putback,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.64,Made,13.0,,,,,,,,,,,,,,,,,
255,PT05M50.00S,2024-03-30T02:52:57.2Z,2,REGULAR,foul,personal,['1freethrow'],1629023,,,1610612758,45,33,2024-03-30T02:53:17Z,2420000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Barnes 1 FT),"[1629023, 203084]",1610612742.0,DAL,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,202035.0,,,,,1.0,0.0,Barnes,203084.0,,
257,PT05M50.00S,2024-03-30T02:53:04.4Z,2,REGULAR,substitution,out,[],1629655,,,1610612758,45,33,2024-03-30T02:53:14Z,2440000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M50.00S,2024-03-30T02:53:04.4Z,2,REGULAR,substitution,in,[],1641726,,,1610612758,45,33,2024-03-30T02:53:14Z,2450000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M50.00S,2024-03-30T02:53:24.1Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance']",203084,,,1610612758,46,33,2024-03-30T02:53:24Z,2460000,False,,,0,,H. Barnes Free Throw 1 of 1 (14 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
260,PT05M40.00S,2024-03-30T02:53:35.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641726,92.46057818659659,54.41176470588235,1610612742,46,35,2024-03-30T02:53:38Z,2470000,False,22.0,18.0,1,right,D. Lively II Layup (6 PTS) (L. Doncic 6 AST),"[1641726, 1629029]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,2.88,Made,6.0,,,,L. Doncic,1629029.0,6.0,,,,,,,,,,,
262,PT05M26.00S,2024-03-30T02:53:50.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203084,7.178055190538765,47.30392156862745,1610612758,46,35,2024-03-30T02:59:53Z,2490000,False,13.0,15.0,1,left,MISS H. Barnes driving Layup,[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
