actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
401,PT09M17.00S,2023-10-30T02:32:22.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,92.9862023653088,47.05882352941176,1610612758,70,61,2023-10-30T02:32:27Z,3870000,False,-15.0,13.0,1,right,D. Fox cutting Layup (23 PTS) (D. Sabonis 3 AST),"[1628368, 1627734]",1610612758.0,SAC,cutting,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,1.99,Made,23.0,,,,,,,D. Sabonis,1627734.0,3.0,,,,,
403,PT09M17.00S,2023-10-30T02:32:26.3Z,3,REGULAR,foul,personal,['1freethrow'],203076,,,1610612758,70,61,2023-10-30T02:32:36Z,3890000,False,,,0,,A. Davis shooting personal FOUL (1 PF) (Fox 1 FT),"[203076, 1628368]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Fox,1628368.0
405,PT09M17.00S,2023-10-30T02:32:47.0Z,3,REGULAR,freethrow,1 of 1,[],1628368,,,1610612758,71,61,2023-10-30T02:32:47Z,3910000,False,,,0,,D. Fox Free Throw 1 of 1 (24 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,Made,24.0,,,,,,,,,,,,,,
406,PT09M03.00S,2023-10-30T02:33:01.7Z,3,REGULAR,3pt,Jump Shot,[],1627752,5.469776609724048,3.431372549019608,1610612747,71,64,2023-10-30T02:33:06Z,3920000,False,233.0,-1.0,1,left,T. Prince 3PT  (12 PTS) (L. James 5 AST),"[1627752, 2544]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,,23.28,Made,12.0,,,,,,,L. James,2544.0,5.0,,,,,
408,PT08M53.00S,2023-10-30T02:33:14.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,93.11760840998686,47.05882352941176,1610612758,71,64,2023-10-30T02:35:07Z,3940000,False,-15.0,12.0,1,right,MISS D. Fox driving Layup - blocked,"[1628368, 203076]",1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,1.91,Missed,,,,,,Davis,203076.0,,,,,,,,
409,PT08M53.00S,2023-10-30T02:33:14.4Z,3,REGULAR,block,,[],203076,,,1610612758,71,64,2023-10-30T02:33:17Z,3950000,False,,,0,,A. Davis BLOCK (3 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
410,PT08M51.00S,2023-10-30T02:33:16.4Z,3,REGULAR,rebound,offensive,[],1628368,,,1610612758,71,64,2023-10-30T02:35:07Z,3960000,False,,,0,,D. Fox REBOUND (Off:1 Def:2),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,408.0,3.0,2.0,1.0,,,,,,,,,,
411,PT08M45.00S,2023-10-30T02:33:20.3Z,3,REGULAR,turnover,bad pass,[],1628368,,,1610612758,71,64,2023-10-30T02:33:25Z,3970000,False,,,0,,D. Fox bad pass TURNOVER (2 TO),"[1628368, 1630559]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,2.0,Reaves,1630559.0,,,,,,,,,,,,,,,,,
412,PT08M45.00S,2023-10-30T02:33:20.3Z,3,REGULAR,steal,,[],1630559,,,1610612747,71,64,2023-10-30T02:34:05Z,3980000,False,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
413,PT08M39.00S,2023-10-30T02:33:26.3Z,3,REGULAR,turnover,bad pass,[],1630559,,,1610612747,71,64,2023-10-30T02:33:33Z,3990000,False,,,0,,A. Reaves bad pass TURNOVER (3 TO),"[1630559, 1627734]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Right Center,3.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,
414,PT08M39.00S,2023-10-30T02:33:26.3Z,3,REGULAR,steal,,[],1627734,,,1610612758,71,64,2023-10-30T02:33:29Z,4000000,False,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
415,PT08M38.00S,2023-10-30T02:33:31.7Z,3,REGULAR,turnover,traveling,[],1631099,,,1610612758,71,64,2023-10-30T02:33:38Z,4010000,False,,,0,,K. Murray traveling TURNOVER (1 TO),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right Center,1.0,,,,,,,,,,,,,,,1204.0,,,,
416,PT08M19.00S,2023-10-30T02:34:05.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203076,14.799605781865965,53.431372549019606,1610612747,71,64,2023-10-30T02:36:22Z,4020000,False,-17.0,87.0,1,left,MISS A. Davis 8' turnaround Shot,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,8.83,Missed,,,,,,,,,,,,,,,
417,PT08M17.00S,2023-10-30T02:34:07.5Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,71,64,2023-10-30T02:34:14Z,4030000,False,,,0,,K. Murray REBOUND (Off:0 Def:3),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,416.0,3.0,3.0,0.0,,,,,,,,,,
418,PT08M13.00S,2023-10-30T02:34:11.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631099,72.48685939553219,82.1078431372549,1610612758,74,64,2023-10-30T02:34:18Z,4040000,False,161.0,206.0,1,right,K. Murray 26' 3PT running (5 PTS) (D. Fox 6 AST),"[1631099, 1628368]",1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,,,,26.12,Made,5.0,,,,,,,D. Fox,1628368.0,6.0,,,,,
420,PT07M50.00S,2023-10-30T02:34:35.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,5.995400788436268,65.68627450980392,1610612747,74,64,2023-10-30T02:34:40Z,4060000,False,-78.0,4.0,1,left,MISS T. Prince 7' turnaround Shot,[1627752],1610612747.0,LAL,turnaround,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,7.85,Missed,,,,,,,,,,,,,,,
421,PT07M48.00S,2023-10-30T02:34:37.0Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,74,64,2023-10-30T02:34:40Z,4070000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:8),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,420.0,8.0,8.0,0.0,,,,,,,,,,
422,PT07M42.00S,2023-10-30T02:34:43.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,92.9862023653088,47.05882352941176,1610612758,76,64,2023-10-30T02:34:52Z,4080000,False,-15.0,13.0,1,right,K. Huerter running reverse Layup (8 PTS) (D. Fox 7 AST),"[1628989, 1628368]",1610612758.0,SAC,running reverse,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,1.99,Made,8.0,,,,,,,D. Fox,1628368.0,7.0,,,,,
424,PT07M41.00S,2023-10-30T02:34:50.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,76,64,2023-10-30T02:34:50Z,4100000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT07M22.00S,2023-10-30T02:38:01.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,7.5722733245729295,49.01960784313725,1610612747,76,66,2023-10-30T02:38:05Z,4110000,False,5.0,19.0,1,left,A. Davis cutting DUNK (19 PTS) (T. Prince 2 AST),"[203076, 1627752]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,1.93,Made,19.0,,,,,,,T. Prince,1627752.0,2.0,,,,,
427,PT06M59.00S,2023-10-30T02:38:24.3Z,3,REGULAR,3pt,Jump Shot,[],1628368,69.20170827858082,74.50980392156863,1610612758,76,66,2023-10-30T02:38:28Z,4130000,False,123.0,237.0,1,right,MISS D. Fox 26' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,26.68,Missed,,,,,,,,,,,,,,,
428,PT06M56.00S,2023-10-30T02:38:27.3Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,76,66,2023-10-30T02:38:28Z,4140000,False,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,427.0,4.0,4.0,0.0,,,,,,,,,,
429,PT06M44.00S,2023-10-30T02:38:42.3Z,3,REGULAR,foul,personal,[],1628989,,,1610612747,76,66,2023-10-30T02:39:12Z,4150000,False,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 1626156]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1204.0,1.0,0.0,Russell,1626156.0
431,PT06M44.00S,2023-10-30T02:38:56.0Z,3,REGULAR,substitution,out,[],2544,,,1610612747,76,66,2023-10-30T02:39:04Z,4170000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT06M44.00S,2023-10-30T02:38:56.0Z,3,REGULAR,substitution,out,[],1626156,,,1610612747,76,66,2023-10-30T02:39:04Z,4180000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT06M44.00S,2023-10-30T02:38:56.0Z,3,REGULAR,substitution,in,[],1626174,,,1610612747,76,66,2023-10-30T02:39:04Z,4190000,False,,,0,,SUB in: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT06M44.00S,2023-10-30T02:38:56.0Z,3,REGULAR,substitution,in,[],1629216,,,1610612747,76,66,2023-10-30T02:39:04Z,4200000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT06M30.00S,2023-10-30T02:39:29.2Z,3,REGULAR,3pt,Jump Shot,[],203076,23.603810775295663,11.76470588235294,1610612747,76,69,2023-10-30T02:39:34Z,4210000,False,191.0,169.0,1,left,A. Davis 25' 3PT  (22 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,25.54,Made,22.0,,,,,,,,,,,,,,
436,PT06M21.00S,2023-10-30T02:39:41.6Z,3,REGULAR,foul,offensive,[],1628368,,,1610612758,76,69,2023-10-30T02:49:57Z,4220000,False,,,0,,D. Fox charge offensive FOUL (4 PF),"[1628368, 1627752]",1610612758.0,SAC,charge,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2714.0,4.0,0.0,Prince,1627752.0
441,PT06M21.00S,2023-10-30T02:39:41.6Z,3,REGULAR,turnover,offensive foul,[],1628368,,,1610612758,76,69,2023-10-30T02:39:41Z,4245000,False,,,0,,D. Fox offensive foul TURNOVER (3 TO),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,3.0,,,,,,,,,,,,,,,2714.0,,,,
442,PT06M21.00S,2023-10-30T02:42:00.9Z,3,REGULAR,substitution,out,[],1631099,,,1610612747,76,69,2023-10-30T02:42:20Z,4270000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT06M21.00S,2023-10-30T02:42:00.9Z,3,REGULAR,substitution,in,[],1628426,,,1610612747,76,69,2023-10-30T02:42:20Z,4280000,False,,,0,,SUB in: A. Vezenkov,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT06M21.00S,2023-10-30T02:42:00.9Z,3,REGULAR,substitution,out,[],1628368,,,1610612747,76,69,2023-10-30T02:42:47Z,4285000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT06M21.00S,2023-10-30T02:42:00.9Z,3,REGULAR,substitution,in,[],1630558,,,1610612747,76,69,2023-10-30T02:42:47Z,4287500,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT06M07.00S,2023-10-30T02:42:22.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627752,12.434296977660972,3.1862745098039214,1610612747,76,72,2023-10-30T02:42:27Z,4290000,False,234.0,64.0,1,left,T. Prince 24' 3PT  (15 PTS) (A. Reaves 2 AST),"[1627752, 1630559]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,,24.28,Made,15.0,,,,,,,A. Reaves,1630559.0,2.0,,,,,
446,PT05M49.00S,2023-10-30T02:42:39.6Z,3,REGULAR,3pt,Jump Shot,[],203084,70.77858081471747,77.45098039215686,1610612758,76,72,2023-10-30T02:42:44Z,4310000,False,137.0,222.0,1,right,MISS H. Barnes 26' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,,26.12,Missed,,,,,,,,,,,,,,,
447,PT05M46.00S,2023-10-30T02:42:42.6Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,76,72,2023-10-30T02:42:44Z,4320000,False,,,0,,A. Davis REBOUND (Off:4 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,446.0,10.0,6.0,4.0,,,,,,,,,,
450,PT05M33.00S,2023-10-30T02:42:55.7Z,3,REGULAR,3pt,Jump Shot,[],1627752,20.71287779237845,89.4607843137255,1610612747,76,75,2023-10-30T02:44:04Z,4330000,False,-197.0,142.0,1,left,T. Prince 24' 3PT pullup (18 PTS),[1627752],1610612747.0,LAL,pullup,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,24.32,Made,18.0,,,,,,,,,,,,,,
451,PT05M16.00S,2023-10-30T02:43:14.8Z,3,REGULAR,foul,personal,['2freethrow'],203076,,,1610612758,76,75,2023-10-30T02:43:26Z,4340000,False,,,0,,A. Davis shooting personal FOUL (2 PF) (Sabonis 2 FT),"[203076, 1627734]",1610612747.0,LAL,shooting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Sabonis,1627734.0
453,PT05M16.00S,2023-10-30T02:43:43.7Z,3,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,76,75,2023-10-30T02:43:43Z,4360000,False,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
454,PT05M16.00S,2023-10-30T02:43:43.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,76,75,2023-10-30T02:43:43Z,4370000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,453.0,,,,,,,,,,,,,
455,PT05M16.00S,2023-10-30T02:43:44.6Z,3,REGULAR,substitution,out,[],1628989,,,1610612758,76,75,2023-10-30T02:44:05Z,4380000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT05M16.00S,2023-10-30T02:43:44.6Z,3,REGULAR,substitution,out,[],203084,,,1610612758,76,75,2023-10-30T02:44:05Z,4390000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT05M16.00S,2023-10-30T02:43:44.6Z,3,REGULAR,substitution,in,[],1628370,,,1610612758,76,75,2023-10-30T02:44:05Z,4400000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT05M16.00S,2023-10-30T02:43:44.6Z,3,REGULAR,substitution,in,[],1630537,,,1610612758,76,75,2023-10-30T02:44:05Z,4410000,False,,,0,,SUB in: C. Duarte,[1630537],1610612758.0,SAC,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT05M16.00S,2023-10-30T02:44:07.1Z,3,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,77,75,2023-10-30T02:44:07Z,4420000,False,,,0,,D. Sabonis Free Throw 2 of 2 (10 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
460,PT05M01.00S,2023-10-30T02:44:24.0Z,3,REGULAR,3pt,Jump Shot,[],1627752,7.966491458607096,3.9215686274509802,1610612747,77,75,2023-10-30T02:44:34Z,4430000,False,230.0,22.0,1,left,MISS T. Prince 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,,23.15,Missed,,,,,,,,,,,,,,,
461,PT04M56.00S,2023-10-30T02:44:29.0Z,3,REGULAR,rebound,defensive,[],1628426,,,1610612758,77,75,2023-10-30T02:44:34Z,4440000,False,,,0,,A. Vezenkov REBOUND (Off:0 Def:3),[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Right Corner 3,24+ Right,,,,,,,460.0,3.0,3.0,0.0,,,,,,,,,,
462,PT04M47.00S,2023-10-30T02:44:37.3Z,3,REGULAR,3pt,Jump Shot,[],1628426,90.22667542706965,2.941176470588235,1610612758,77,75,2023-10-30T02:44:42Z,4450000,False,-235.0,39.0,1,right,MISS A. Vezenkov 3PT,[1628426],1610612758.0,SAC,,,,Vezenkov,A. Vezenkov,,,,,Left Corner 3,24+ Left,,,,23.86,Missed,,,,,,,,,,,,,,,
463,PT04M44.00S,2023-10-30T02:44:40.3Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,77,75,2023-10-30T02:44:42Z,4460000,False,,,0,,A. Reaves REBOUND (Off:0 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Left Corner 3,24+ Left,,,,,,,462.0,2.0,2.0,0.0,,,,,,,,,,
464,PT04M35.00S,2023-10-30T02:44:49.4Z,3,REGULAR,3pt,Jump Shot,[],1630559,32.670827858081466,48.77450980392157,1610612747,77,75,2023-10-30T02:44:53Z,4470000,False,6.0,255.0,1,left,MISS A. Reaves 25' pullup 3PT,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,,25.47,Missed,,,,,,,,,,,,,,,
465,PT04M33.00S,2023-10-30T02:44:51.4Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,77,75,2023-10-30T02:44:53Z,4480000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:9),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,,464.0,9.0,9.0,0.0,,,,,,,,,,
466,PT04M22.00S,2023-10-30T02:45:03.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,87.07293035479631,42.15686274509804,1610612758,77,75,2023-10-30T02:45:07Z,4490000,False,-39.0,69.0,1,right,MISS M. Monk 7' floating Shot,[1628370],1610612758.0,SAC,floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,7.94,Missed,,,,,,,,,,,,,,,
467,PT04M20.00S,2023-10-30T02:45:05.3Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,77,75,2023-10-30T02:45:07Z,4500000,False,,,0,,A. Davis REBOUND (Off:4 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,466.0,11.0,7.0,4.0,,,,,,,,,,
468,PT04M09.00S,2023-10-30T02:45:16.4Z,3,REGULAR,3pt,Jump Shot,[],1629216,5.338370565045992,1.715686274509804,1610612747,77,75,2023-10-30T02:45:21Z,4510000,False,241.0,-2.0,1,left,MISS G. Vincent 24' 3PT,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Right Corner 3,24+ Right,,,,24.14,Missed,,,,,,,,,,,,,,,
469,PT04M05.00S,2023-10-30T02:45:20.4Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,77,75,2023-10-30T02:45:21Z,4520000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:10),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Right Corner 3,24+ Right,,,,,,,468.0,10.0,10.0,0.0,,,,,,,,,,
470,PT03M57.00S,2023-10-30T02:45:28.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,92.46057818659659,49.26470588235294,1610612758,79,75,2023-10-30T02:45:33Z,4530000,False,-4.0,18.0,1,right,M. Monk driving Layup (10 PTS) (D. Mitchell 2 AST),"[1628370, 1630558]",1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,1.88,Made,10.0,,,,,,,D. Mitchell,1630558.0,2.0,,,,,
472,PT03M42.00S,2023-10-30T02:45:42.9Z,3,REGULAR,2pt,Jump Shot,[],1630559,21.895532194480946,63.23529411764706,1610612747,79,75,2023-10-30T02:45:46Z,4550000,False,-66.0,153.0,1,left,MISS A. Reaves 16' pullup Shot,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left Center,,,,16.7,Missed,,,,,,,,,,,,,,,
473,PT03M40.00S,2023-10-30T02:45:44.9Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612758,79,75,2023-10-30T02:45:46Z,4560000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:11),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Left Center,,,,,,,472.0,11.0,11.0,0.0,,,,,,,,,,
474,PT03M36.00S,2023-10-30T02:45:49.5Z,3,REGULAR,3pt,Jump Shot,[],1628426,67.49342969776609,60.5392156862745,1610612758,82,75,2023-10-30T02:47:56Z,4570000,False,53.0,253.0,1,right,A. Vezenkov 25' 3PT pullup (8 PTS) (D. Sabonis 4 AST),"[1628426, 1627734]",1610612758.0,SAC,pullup,,,Vezenkov,A. Vezenkov,,,,,Above the Break 3,24+ Center,,,,25.85,Made,8.0,,,,,,,D. Sabonis,1627734.0,4.0,,,,,
476,PT03M18.00S,2023-10-30T02:46:11.8Z,3,REGULAR,timeout,full,['team'],0,,,1610612747,82,75,2023-10-30T02:46:11Z,4590000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT03M18.00S,2023-10-30T02:47:25.5Z,3,REGULAR,substitution,out,[],1627752,,,1610612747,82,75,2023-10-30T02:47:40Z,4600000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT03M18.00S,2023-10-30T02:47:25.5Z,3,REGULAR,substitution,out,[],1630559,,,1610612747,82,75,2023-10-30T02:47:40Z,4610000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT03M18.00S,2023-10-30T02:47:25.5Z,3,REGULAR,substitution,out,[],1626174,,,1610612747,82,75,2023-10-30T02:47:40Z,4620000,False,,,0,,SUB out: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT03M18.00S,2023-10-30T02:47:25.5Z,3,REGULAR,substitution,in,[],1629060,,,1610612747,82,75,2023-10-30T02:47:40Z,4630000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT03M18.00S,2023-10-30T02:47:25.5Z,3,REGULAR,substitution,in,[],2544,,,1610612747,82,75,2023-10-30T02:47:40Z,4640000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT03M18.00S,2023-10-30T02:47:25.5Z,3,REGULAR,substitution,in,[],1626156,,,1610612747,82,75,2023-10-30T02:47:40Z,4650000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT03M10.00S,2023-10-30T02:47:54.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,5.995400788436268,47.30392156862745,1610612747,82,77,2023-10-30T02:49:01Z,4660000,False,13.0,4.0,1,left,L. James cutting DUNK (11 PTS) (A. Davis 2 AST),"[2544, 203076]",1610612747.0,LAL,cutting,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,1.41,Made,11.0,,,,,,,A. Davis,203076.0,2.0,,,,,
485,PT02M53.00S,2023-10-30T02:48:11.0Z,3,REGULAR,3pt,Jump Shot,[],1630558,68.9388961892247,29.65686274509804,1610612758,82,77,2023-10-30T02:48:15Z,4680000,False,-102.0,239.0,1,right,MISS D. Mitchell 26' 3PT,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,26.02,Missed,,,,,,,,,,,,,,,
486,PT02M50.00S,2023-10-30T02:48:14.0Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,82,77,2023-10-30T02:48:15Z,4690000,False,,,0,,L. James REBOUND (Off:0 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,,485.0,5.0,5.0,0.0,,,,,,,,,,
487,PT02M44.00S,2023-10-30T02:48:21.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203076,11.12023653088042,50.98039215686274,1610612747,82,77,2023-10-30T02:48:38Z,4700000,False,-5.0,52.0,1,left,MISS A. Davis driving Layup,[203076],1610612747.0,LAL,driving,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,5.22,Missed,,,,,,,,,,,,,,,
