actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId
163,PT01M09.00S,2024-01-27T01:38:32.2Z,1,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,24,25,2024-01-27T01:38:32Z,1580000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (4 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,,,,,,,,,,4.0,,,,,
164,PT01M02.00S,2024-01-27T01:38:43.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626192,,,1610612739,24,25,2024-01-27T01:38:54Z,1590000,False,,,0,,P. Connaughton personal FOUL (2 PF) (Strus 2 FT),"[1626192, 1629622]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Mid-Range,8-16 Center,2002.0,2.0,0.0,,,,,,,,,,,,,,,,Strus,1629622.0
166,PT01M02.00S,2024-01-27T01:39:12.3Z,1,REGULAR,freethrow,1 of 2,[],1629622,,,1610612739,24,26,2024-01-27T01:39:31Z,1610000,False,,,0,,M. Strus Free Throw 1 of 2 (6 PTS),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,Made,,,,,,,,,,,6.0,,,,,
167,PT01M02.00S,2024-01-27T01:39:12.3Z,1,REGULAR,freethrow,2 of 2,[],1629622,,,1610612739,24,26,2024-01-27T01:39:31Z,1620000,False,,,0,,MISS M. Strus Free Throw 2 of 2,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
168,PT00M58.50S,2024-01-27T01:39:15.8Z,1,REGULAR,rebound,defensive,[],203109,,,1610612749,24,26,2024-01-27T01:39:31Z,1630000,False,,,0,,J. Crowder REBOUND (Off:0 Def:1),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,167.0,,1.0,1.0,0.0,,,,,,,,,,,
169,PT00M50.00S,2024-01-27T01:39:43.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630241,,,1610612749,24,26,2024-01-27T01:40:07Z,1640000,False,,,0,,S. Merrill shooting personal FOUL (1 PF) (Lillard 2 FT),"[1630241, 203081]",1610612739.0,CLE,shooting,,,Merrill,S. Merrill,,,,,Mid-Range,8-16 Right,2002.0,1.0,0.0,,,,,,,,,,,,,,,,Lillard,203081.0
171,PT00M50.00S,2024-01-27T01:40:08.9Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612749,25,26,2024-01-27T01:40:08Z,1660000,False,,,0,,D. Lillard Free Throw 1 of 2 (5 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,Made,,,,,,,,,,,5.0,,,,,
172,PT00M50.00S,2024-01-27T01:40:24.5Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612749,26,26,2024-01-27T01:40:24Z,1670000,False,,,0,,D. Lillard Free Throw 2 of 2 (6 PTS),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,Made,,,,,,,,,,,6.0,,,,,
173,PT00M40.60S,2024-01-27T01:40:37.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626171,,,1610612739,26,26,2024-01-27T01:40:46Z,1680000,False,,,0,,B. Portis shooting personal FOUL (2 PF) (LeVert 2 FT),"[1626171, 1627747]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,2002.0,2.0,1.0,,,,,,,,,,,,,,,,LeVert,1627747.0
175,PT00M40.60S,2024-01-27T01:41:03.7Z,1,REGULAR,freethrow,1 of 2,[],1627747,,,1610612739,26,27,2024-01-27T01:41:03Z,1700000,False,,,0,,C. LeVert Free Throw 1 of 2 (1 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,Made,,,,,,,,,,,1.0,,,,,
176,PT00M40.60S,2024-01-27T01:41:09.7Z,1,REGULAR,freethrow,2 of 2,[],1627747,,,1610612739,26,28,2024-01-27T01:41:09Z,1710000,False,,,0,,C. LeVert Free Throw 2 of 2 (2 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,Made,,,,,,,,,,,2.0,,,,,
177,PT00M28.70S,2024-01-27T01:41:23.5Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612749,26,28,2024-01-27T01:41:33Z,1720000,False,,,0,,D. Lillard bad pass TURNOVER (2 TO),"[203081, 1627747]",1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,2.0,LeVert,1627747.0,,,,,,,,
178,PT00M28.70S,2024-01-27T01:41:23.5Z,1,REGULAR,steal,,[],1627747,,,1610612739,26,28,2024-01-27T01:41:26Z,1730000,False,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
179,PT00M23.20S,2024-01-27T01:41:29.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627747,94.30026281208936,3.431372549019608,1610612739,26,28,2024-01-27T01:43:12Z,1740000,False,-233.0,1.0,1,right,MISS C. LeVert running 3PT,[1627747],1610612739.0,CLE,running,,,LeVert,C. LeVert,,,,,Left Corner 3,24+ Left,,,,Missed,,23.28,,,,,,,,,,,,,,
180,PT00M21.80S,2024-01-27T01:41:31.2Z,1,REGULAR,rebound,offensive,[],1628386,,,1610612739,26,28,2024-01-27T01:43:12Z,1750000,False,,,0,,J. Allen REBOUND (Off:2 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Left Corner 3,24+ Left,,,,,179.0,,4.0,2.0,2.0,,,,,,,,,,,
181,PT00M21.30S,2024-01-27T01:41:35.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628386,94.40999984741211,50.0,1610612739,26,30,2024-01-27T01:43:43Z,1760000,False,0.0,0.0,1,right,J. Allen putback Layup (9 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,Made,,0.0,,,,,,,,,9.0,,,,,
182,PT00M05.10S,2024-01-27T01:41:53.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,7.178055190538765,51.225490196078425,1610612749,28,30,2024-01-27T01:42:00Z,1770000,False,-6.0,15.0,1,left,G. Antetokounmpo driving finger roll Layup (6 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,Made,,1.62,,,,,,,,,6.0,,,,,
183,PT00M05.10S,2024-01-27T01:41:56.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627777,,,1610612749,28,30,2024-01-27T01:42:30Z,1780000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1627777, 203507]",1610612739.0,CLE,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,2002.0,1.0,0.0,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
185,PT00M05.10S,2024-01-27T01:42:13.2Z,1,REGULAR,substitution,out,[],1626192,,,1610612749,28,30,2024-01-27T01:42:30Z,1800000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT00M05.10S,2024-01-27T01:42:13.2Z,1,REGULAR,substitution,out,[],1627777,,,1610612749,28,30,2024-01-27T01:42:30Z,1810000,False,,,0,,SUB out: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT00M05.10S,2024-01-27T01:42:13.2Z,1,REGULAR,substitution,in,[],1627736,,,1610612749,28,30,2024-01-27T01:42:30Z,1820000,False,,,0,,SUB in: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT00M05.10S,2024-01-27T01:42:13.2Z,1,REGULAR,substitution,in,[],1628378,,,1610612749,28,30,2024-01-27T01:42:30Z,1830000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT00M05.10S,2024-01-27T01:42:48.7Z,1,REGULAR,freethrow,1 of 1,[],203507,,,1610612749,28,30,2024-01-27T01:42:48Z,1840000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 1,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
190,PT00M01.70S,2024-01-27T01:42:52.1Z,1,REGULAR,rebound,defensive,[],1629622,,,1610612739,28,30,2024-01-27T01:42:51Z,1850000,False,,,0,,M. Strus REBOUND (Off:0 Def:2),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,189.0,,2.0,2.0,0.0,,,,,,,,,,,
191,PT00M00.40S,2024-01-27T01:42:54.8Z,1,REGULAR,3pt,Jump Shot,[],1630241,64.86530880420499,7.598039215686274,1610612739,28,30,2024-01-27T01:44:24Z,1860000,False,-212.0,278.0,1,right,MISS S. Merrill 34' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,,Missed,,34.95,,,,,,,,,,,,,,
192,PT00M00.10S,2024-01-27T01:42:55.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,28,30,2024-01-27T01:43:43Z,1870000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,191.0,,,,,,,,,,,,,,,
193,PT00M00.00S,2024-01-27T01:43:08.3Z,1,REGULAR,period,end,[],0,,,1610612739,28,30,2024-01-27T01:43:08Z,1880000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2024-01-27T01:45:00.1Z,2,REGULAR,substitution,out,['startperiod'],203081,,,1610612739,28,30,2024-01-27T01:45:29Z,1890000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2024-01-27T01:45:00.1Z,2,REGULAR,substitution,out,['startperiod'],203109,,,1610612739,28,30,2024-01-27T01:45:29Z,1900000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2024-01-27T01:45:00.1Z,2,REGULAR,substitution,out,['startperiod'],1627736,,,1610612739,28,30,2024-01-27T01:45:29Z,1910000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2024-01-27T01:45:00.1Z,2,REGULAR,substitution,out,['startperiod'],1628378,,,1610612739,28,30,2024-01-27T01:45:29Z,1920000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2024-01-27T01:45:00.1Z,2,REGULAR,substitution,in,['startperiod'],1626166,,,1610612739,28,30,2024-01-27T01:45:29Z,1930000,False,,,0,,SUB in: C. Payne,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2024-01-27T01:45:00.1Z,2,REGULAR,substitution,in,['startperiod'],203114,,,1610612739,28,30,2024-01-27T01:45:29Z,1940000,False,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT12M00.00S,2024-01-27T01:45:00.1Z,2,REGULAR,substitution,in,['startperiod'],1626192,,,1610612739,28,30,2024-01-27T01:45:29Z,1950000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT12M00.00S,2024-01-27T01:45:00.1Z,2,REGULAR,substitution,in,['startperiod'],1627777,,,1610612739,28,30,2024-01-27T01:45:29Z,1960000,False,,,0,,SUB in: G. Niang,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT12M00.00S,2024-01-27T01:45:36.8Z,2,REGULAR,period,start,[],0,,,1610612749,28,30,2024-01-27T01:45:36Z,1970000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT11M43.00S,2024-01-27T01:45:52.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.652431011826544,52.69607843137255,1610612749,30,30,2024-01-27T01:46:02Z,1980000,False,-13.0,10.0,1,left,G. Antetokounmpo alley-oop DUNK (8 PTS) (K. Middleton 2 AST),"[203507, 203114]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,Made,,1.68,,,,,,,,,8.0,K. Middleton,203114.0,2.0,,
205,PT11M29.00S,2024-01-27T01:46:08.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,91.27792378449409,49.01960784313725,1610612739,30,30,2024-01-27T01:47:03Z,2000000,False,-5.0,29.0,1,right,MISS C. LeVert driving Layup,[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,,Missed,,2.99,,,,,,,,,,,,,,
206,PT11M28.00S,2024-01-27T01:46:09.1Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,30,30,2024-01-27T01:47:11Z,2010000,False,,,0,,J. Allen REBOUND (Off:3 Def:2),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,,205.0,,5.0,2.0,3.0,,,,,,,,,,,
207,PT11M27.00S,2024-01-27T01:46:15.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628386,94.40999984741211,50.0,1610612739,30,32,2024-01-27T01:47:16Z,2020000,False,0.0,0.0,1,right,J. Allen putback Layup (11 PTS),[1628386],1610612739.0,CLE,putback,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,Made,,0.0,,,,,,,,,11.0,,,,,
209,PT11M19.00S,2024-01-27T01:46:19.8Z,2,REGULAR,foul,offensive,[],203507,,,1610612749,30,32,2024-01-27T01:46:35Z,2040000,False,,,0,,G. Antetokounmpo offensive FOUL (1 PF),"[203507, 1628386]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,1193.0,1.0,0.0,,,,,,,,,,,,,,,,Allen,1628386.0
211,PT11M19.00S,2024-01-27T01:46:19.8Z,2,REGULAR,turnover,offensive foul,[],203507,,,1610612749,30,32,2024-01-27T01:46:19Z,2060000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (2 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,8-16 Left,1193.0,,,,,,,,,2.0,,,,,,,,,,
212,PT11M09.00S,2024-01-27T01:46:46.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628386,91.40932982917214,51.470588235294116,1610612739,30,32,2024-01-27T01:48:15Z,2070000,False,7.0,28.0,1,right,MISS J. Allen alley-oop Layup,[1628386],1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,Missed,,2.93,,,,,,,,,,,,,,
213,PT11M08.00S,2024-01-27T01:46:47.2Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,30,32,2024-01-27T01:48:15Z,2080000,False,,,0,,B. Portis REBOUND (Off:0 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,212.0,,5.0,5.0,0.0,,,,,,,,,,,
214,PT11M02.00S,2024-01-27T01:46:53.7Z,2,REGULAR,turnover,out-of-bounds,[],203114,,,1610612749,30,32,2024-01-27T01:47:01Z,2090000,False,,,0,,K. Middleton lost ball out-of-bounds TURNOVER (1 TO),[203114],1610612749.0,MIL,lost ball,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,1193.0,,,,,,,,,1.0,,,,,,,,,,
215,PT10M51.00S,2024-01-27T01:47:11.3Z,2,REGULAR,foul,offensive,[],1628386,,,1610612739,30,32,2024-01-27T01:47:24Z,2100000,False,,,0,,J. Allen offensive FOUL (2 PF),"[1628386, 1626166]",1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,1193.0,2.0,0.0,,,,,,,,,,,,,,,,Payne,1626166.0
217,PT10M51.00S,2024-01-27T01:47:11.3Z,2,REGULAR,turnover,offensive foul,[],1628386,,,1610612739,30,32,2024-01-27T01:47:11Z,2120000,False,,,0,,J. Allen offensive foul TURNOVER (2 TO),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Center,1193.0,,,,,,,,,2.0,,,,,,,,,,
218,PT10M34.00S,2024-01-27T01:47:40.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203114,9.937582128777924,79.16666666666666,1610612749,32,32,2024-01-27T01:47:50Z,2130000,False,-146.0,41.0,1,left,K. Middleton 15' pullup bank Jump Shot (7 PTS) (G. Antetokounmpo 5 AST),"[203114, 203507]",1610612749.0,MIL,pullup bank,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,,,,Made,,15.14,,,,,,,,,7.0,G. Antetokounmpo,203507.0,5.0,,
220,PT10M23.00S,2024-01-27T01:47:54.8Z,2,REGULAR,foul,personal,['2freethrow'],1626166,,,1610612739,32,32,2024-01-27T01:48:11Z,2150000,False,,,0,,C. Payne shooting personal FOUL (1 PF) (LeVert 2 FT),"[1626166, 1627747]",1610612749.0,MIL,shooting,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,2003.0,1.0,0.0,,,,,,,,,,,,,,,,LeVert,1627747.0
222,PT10M23.00S,2024-01-27T01:48:22.6Z,2,REGULAR,freethrow,1 of 2,[],1627747,,,1610612739,32,32,2024-01-27T01:48:22Z,2170000,False,,,0,,MISS C. LeVert Free Throw 1 of 2,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
223,PT10M23.00S,2024-01-27T01:48:22.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,32,32,2024-01-27T01:48:22Z,2180000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,222.0,,,,,,,,,,,,,,,
224,PT10M23.00S,2024-01-27T01:48:37.0Z,2,REGULAR,freethrow,2 of 2,[],1627747,,,1610612739,32,33,2024-01-27T01:48:37Z,2190000,False,,,0,,C. LeVert Free Throw 2 of 2 (3 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,Made,,,,,,,,,,,3.0,,,,,
225,PT10M02.00S,2024-01-27T01:48:58.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,6.258212877792378,51.9607843137255,1610612749,34,33,2024-01-27T01:49:03Z,2200000,False,-10.0,6.0,1,left,G. Antetokounmpo alley-oop DUNK (10 PTS) (K. Middleton 3 AST),"[203507, 203114]",1610612749.0,MIL,alley-oop,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,Made,,1.17,,,,,,,,,10.0,K. Middleton,203114.0,3.0,,
227,PT09M46.00S,2024-01-27T01:49:17.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,82.34231274638634,42.64705882352941,1610612739,34,33,2024-01-27T01:50:58Z,2220000,False,-37.0,113.0,1,right,MISS J. Allen 11' cutting Layup - blocked,"[1628386, 1626166]",1610612739.0,CLE,cutting,,,Allen,J. Allen,,,,,In The Paint (Non-RA),8-16 Center,,,,Missed,,11.93,,,,,,,Payne,1626166.0,,,,,,
270,PT09M46.00S,2024-01-27T01:49:17.6Z,2,REGULAR,block,,[],1626166,,,1610612739,34,33,2024-01-27T01:55:22Z,2225000,False,,,0,,C. Payne BLOCK (1 BLK),[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
228,PT09M44.00S,2024-01-27T01:49:19.6Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,34,33,2024-01-27T01:50:58Z,2230000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),8-16 Center,,,,,227.0,,4.0,4.0,0.0,,,,,,,,,,,
229,PT09M39.00S,2024-01-27T01:49:25.2Z,2,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612749,34,33,2024-01-27T01:49:41Z,2240000,False,,,0,,C. LeVert shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1627747, 203507]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,2003.0,1.0,0.0,,,,,,,,,,,,,,,,Antetokounmpo,203507.0
231,PT09M39.00S,2024-01-27T01:50:10.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,34,33,2024-01-27T01:50:10Z,2260000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
232,PT09M39.00S,2024-01-27T01:50:10.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,34,33,2024-01-27T01:50:10Z,2270000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,231.0,,,,,,,,,,,,,,,
233,PT09M39.00S,2024-01-27T01:50:11.5Z,2,REGULAR,substitution,out,[],1629622,,,1610612749,34,33,2024-01-27T01:50:16Z,2280000,False,,,0,,SUB out: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT09M39.00S,2024-01-27T01:50:11.5Z,2,REGULAR,substitution,in,[],1628378,,,1610612749,34,33,2024-01-27T01:50:16Z,2290000,False,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT09M39.00S,2024-01-27T01:50:24.3Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,34,33,2024-01-27T01:50:28Z,2300000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT09M39.00S,2024-01-27T01:50:24.3Z,2,REGULAR,substitution,in,[],203109,,,1610612749,34,33,2024-01-27T01:50:28Z,2310000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT09M39.00S,2024-01-27T01:50:46.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,35,33,2024-01-27T01:50:46Z,2320000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (11 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,,,,,,,,,,,11.0,,,,,
238,PT09M24.00S,2024-01-27T01:51:02.7Z,2,REGULAR,2pt,Jump Shot,[],1628378,74.98357424441524,52.94117647058824,1610612739,35,33,2024-01-27T01:51:58Z,2330000,False,15.0,183.0,1,right,MISS D. Mitchell 18' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Center,,,,Missed,,18.33,,,,,,,,,,,,,,
239,PT09M22.00S,2024-01-27T01:51:04.7Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,35,33,2024-01-27T01:51:58Z,2340000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,,,238.0,,5.0,5.0,0.0,,,,,,,,,,,
240,PT09M07.00S,2024-01-27T01:51:17.9Z,2,REGULAR,3pt,Jump Shot,[],203109,28.597240473061763,20.34313725490196,1610612749,38,33,2024-01-27T01:51:23Z,2350000,False,148.0,216.0,1,left,J. Crowder 26' 3PT  (3 PTS) (G. Antetokounmpo 6 AST),"[203109, 203507]",1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Right Center,,,,Made,,26.23,,,,,,,,,3.0,G. Antetokounmpo,203507.0,6.0,,
242,PT08M48.00S,2024-01-27T01:51:37.0Z,2,REGULAR,3pt,Jump Shot,[],1627777,73.27529566360053,85.04901960784314,1610612739,38,33,2024-01-27T01:51:42Z,2370000,False,175.0,199.0,1,right,MISS G. Niang 26' 3PT,[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Right Center,,,,Missed,,26.49,,,,,,,,,,,,,,
243,PT08M45.00S,2024-01-27T01:51:40.0Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,38,33,2024-01-27T01:51:42Z,2380000,False,,,0,,B. Portis REBOUND (Off:0 Def:6),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,,,242.0,,6.0,6.0,0.0,,,,,,,,,,,
244,PT08M39.00S,2024-01-27T01:51:49.1Z,2,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612749,38,33,2024-01-27T01:52:21Z,2390000,False,,,0,,G. Niang shooting personal FOUL (2 PF) (Portis 2 FT),"[1627777, 1626171]",1610612739.0,CLE,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,1193.0,2.0,0.0,,,,,,,,,,,,,,,,Portis,1626171.0
246,PT08M39.00S,2024-01-27T01:52:22.6Z,2,REGULAR,freethrow,1 of 2,[],1626171,,,1610612749,38,33,2024-01-27T01:52:22Z,2410000,False,,,0,,MISS B. Portis Free Throw 1 of 2,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
247,PT08M39.00S,2024-01-27T01:52:22.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,38,33,2024-01-27T01:52:22Z,2420000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,246.0,,,,,,,,,,,,,,,
