actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId
501,PT03M34.00S,2024-01-27T02:50:14.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612749,65,74,2024-01-27T02:50:14Z,4900000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT03M34.00S,2024-01-27T02:51:06.3Z,3,REGULAR,substitution,out,[],1627736,,,1610612749,65,74,2024-01-27T02:51:38Z,4910000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT03M34.00S,2024-01-27T02:51:06.3Z,3,REGULAR,substitution,out,[],1628386,,,1610612749,65,74,2024-01-27T02:51:38Z,4920000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT03M34.00S,2024-01-27T02:51:06.3Z,3,REGULAR,substitution,in,[],1626192,,,1610612749,65,74,2024-01-27T02:51:38Z,4930000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT03M34.00S,2024-01-27T02:51:06.3Z,3,REGULAR,substitution,in,[],1627745,,,1610612749,65,74,2024-01-27T02:51:38Z,4940000,False,,,0,,SUB in: D. Jones,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT03M21.00S,2024-01-27T02:51:55.9Z,3,REGULAR,3pt,Jump Shot,[],203081,66.06438896189225,45.36611519607843,1610612749,65,74,2024-01-27T02:52:08Z,4950000,False,-23.0,266.0,1,right,MISS D. Lillard 26' 3PT,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Center,,,,Missed,,26.75,,,,,,,,,,,,,,
507,PT03M20.00S,2024-01-27T02:51:56.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612739,65,74,2024-01-27T02:52:08Z,4960000,False,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Center,,,,,506.0,,,,,,,,,,,,,,,
509,PT02M55.00S,2024-01-27T02:52:28.5Z,3,REGULAR,2pt,Jump Shot,[],1628378,8.229303547963205,76.7156862745098,1610612739,65,74,2024-01-27T02:53:16Z,4980000,False,-134.0,25.0,1,left,MISS D. Mitchell 13' pullup Shot,[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,Missed,,13.59,,,,,,,,,,,,,,
510,PT02M52.00S,2024-01-27T02:52:31.5Z,3,REGULAR,rebound,offensive,[],1627745,,,1610612739,65,74,2024-01-27T02:53:16Z,4990000,False,,,0,,D. Jones REBOUND (Off:3 Def:4),[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,Mid-Range,8-16 Left,,,,,509.0,,7.0,4.0,3.0,,,,,,,,,,,
511,PT02M50.00S,2024-01-27T02:52:33.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630171,7.966491458607096,44.6078431372549,1610612739,65,74,2024-01-27T02:52:44Z,5000000,False,27.0,22.0,1,left,MISS I. Okoro driving Layup,[1630171],1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,Missed,,3.51,,,,,,,,,,,,,,
512,PT02M48.00S,2024-01-27T02:52:35.4Z,3,REGULAR,rebound,defensive,[],203081,,,1610612749,65,74,2024-01-27T02:52:44Z,5010000,False,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,,,511.0,,2.0,2.0,0.0,,,,,,,,,,,
513,PT02M46.00S,2024-01-27T02:52:41.7Z,3,REGULAR,turnover,out-of-bounds,[],1626171,,,1610612749,65,74,2024-01-27T02:52:53Z,5020000,False,,,0,,B. Portis step out-of-bounds TURNOVER (1 TO),[1626171],1610612749.0,MIL,step,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,2003.0,,,,,,,,,1.0,,,,,,,,,,
514,PT02M46.00S,2024-01-27T02:52:46.8Z,3,REGULAR,substitution,out,[],201572,,,1610612739,65,74,2024-01-27T02:52:51Z,5030000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT02M46.00S,2024-01-27T02:52:46.8Z,3,REGULAR,substitution,in,[],203507,,,1610612739,65,74,2024-01-27T02:52:51Z,5040000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT02M24.00S,2024-01-27T02:53:20.9Z,3,REGULAR,turnover,out-of-bounds,[],1627747,,,1610612739,65,74,2024-01-27T02:59:54Z,5050000,False,,,0,,C. LeVert lost ball out-of-bounds TURNOVER (1 TO),[1627747],1610612739.0,CLE,lost ball,,,LeVert,C. LeVert,,,,,Mid-Range,8-16 Left,2003.0,,,,,,,,,1.0,,,,,,,,,,
517,PT02M24.00S,2024-01-27T02:53:26.0Z,3,REGULAR,substitution,out,[],1628378,,,1610612749,65,74,2024-01-27T02:53:31Z,5060000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT02M24.00S,2024-01-27T02:53:26.0Z,3,REGULAR,substitution,in,[],1629622,,,1610612749,65,74,2024-01-27T02:53:31Z,5070000,False,,,0,,SUB in: M. Strus,[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT02M02.00S,2024-01-27T02:53:59.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,95.0886990801577,3.1862745098039214,1610612749,68,74,2024-01-27T02:54:04Z,5080000,False,-234.0,-6.0,1,right,P. Connaughton 3PT  (3 PTS) (G. Antetokounmpo 7 AST),"[1626192, 203507]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Left Corner 3,24+ Left,,,,Made,,23.42,,,,,,,,,3.0,G. Antetokounmpo,203507.0,7.0,,
521,PT01M42.00S,2024-01-27T02:54:19.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627777,11.777266754270697,35.53921568627451,1610612739,68,76,2024-01-27T02:54:25Z,5100000,False,72.0,58.0,1,left,G. Niang 9' driving bank Hook (3 PTS),[1627777],1610612739.0,CLE,driving bank,,,Niang,G. Niang,,,,,In The Paint (Non-RA),8-16 Right,,,,Made,,9.28,,,,,,,,,3.0,,,,,
522,PT01M26.00S,2024-01-27T02:54:35.5Z,3,REGULAR,3pt,Jump Shot,[],203109,66.17936925098554,41.42156862745098,1610612749,71,76,2024-01-27T02:54:41Z,5110000,False,-43.0,265.0,1,right,J. Crowder 26' 3PT  (6 PTS) (G. Antetokounmpo 8 AST),"[203109, 203507]",1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Above the Break 3,24+ Center,,,,Made,,26.88,,,,,,,,,6.0,G. Antetokounmpo,203507.0,8.0,,
524,PT01M13.00S,2024-01-27T02:54:48.7Z,3,REGULAR,2pt,Jump Shot,[],1627777,18.2161629434954,33.088235294117645,1610612739,71,78,2024-01-27T02:56:14Z,5130000,False,85.0,119.0,1,left,G. Niang 14' driving floating Jump Shot (5 PTS) (C. LeVert 2 AST),"[1627777, 1627747]",1610612739.0,CLE,driving floating,,,Niang,G. Niang,,,,,Mid-Range,8-16 Right,,,,Made,,14.58,,,,,,,,,5.0,C. LeVert,1627747.0,2.0,,
525,PT00M58.30S,2024-01-27T02:55:05.5Z,3,REGULAR,3pt,Jump Shot,[],1626171,96.66557161629436,95.58823529411765,1610612749,74,78,2024-01-27T02:55:11Z,5140000,False,228.0,-21.0,1,right,B. Portis 3PT  (12 PTS) (G. Antetokounmpo 9 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,,,,Made,,22.89,,,,,,,,,12.0,G. Antetokounmpo,203507.0,9.0,,
528,PT00M42.80S,2024-01-27T02:55:23.1Z,3,REGULAR,3pt,Jump Shot,[],1627745,8.09789750328515,96.81372549019608,1610612739,74,78,2024-01-27T02:55:28Z,5160000,False,-234.0,24.0,1,left,MISS D. Jones 3PT,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,Left Corner 3,24+ Left,,,,Missed,,23.53,,,,,,,,,,,,,,
529,PT00M39.20S,2024-01-27T02:55:26.6Z,3,REGULAR,rebound,defensive,[],203109,,,1610612749,74,78,2024-01-27T02:55:26Z,5170000,False,,,0,,J. Crowder REBOUND (Off:0 Def:3),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Left Corner 3,24+ Left,,,,,528.0,,3.0,3.0,0.0,,,,,,,,,,,
530,PT00M31.80S,2024-01-27T02:55:35.2Z,3,REGULAR,3pt,Jump Shot,[],1626192,94.43166885676742,95.58823529411765,1610612749,77,78,2024-01-27T02:55:39Z,5180000,False,228.0,0.0,1,right,P. Connaughton 3PT  (6 PTS) (D. Lillard 1 AST),"[1626192, 203081]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Right Corner 3,24+ Right,,,,Made,,22.79,,,,,,,,,6.0,D. Lillard,203081.0,1.0,,
532,PT00M14.90S,2024-01-27T02:56:00.5Z,3,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612739,77,78,2024-01-27T02:56:23Z,5200000,False,,,0,,B. Portis shooting personal FOUL (3 PF) (Jones 2 FT),"[1626171, 1627745]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,1193.0,3.0,1.0,,,,,,,,,,,,,,,,Jones,1627745.0
534,PT00M14.90S,2024-01-27T02:56:25.6Z,3,REGULAR,freethrow,1 of 2,[],1627745,,,1610612739,77,79,2024-01-27T02:56:25Z,5220000,False,,,0,,D. Jones Free Throw 1 of 2 (3 PTS),[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,Made,,,,,,,,,,,3.0,,,,,
535,PT00M14.90S,2024-01-27T02:56:39.4Z,3,REGULAR,freethrow,2 of 2,[],1627745,,,1610612739,77,80,2024-01-27T02:56:39Z,5230000,False,,,0,,D. Jones Free Throw 2 of 2 (4 PTS),[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,Made,,,,,,,,,,,4.0,,,,,
536,PT00M00.30S,2024-01-27T02:56:57.8Z,3,REGULAR,3pt,Jump Shot,[],203109,95.3515111695138,3.6764705882352944,1610612749,77,80,2024-01-27T02:58:00Z,5240000,False,-232.0,-9.0,1,right,MISS J. Crowder 3PT,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,Left Corner 3,24+ Left,,,,Missed,,23.18,,,,,,,,,,,,,,
537,PT00M00.10S,2024-01-27T02:56:58.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612749,77,80,2024-01-27T02:58:00Z,5250000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Left Corner 3,24+ Left,,,,,536.0,,,,,,,,,,,,,,,
538,PT00M00.00S,2024-01-27T02:57:05.6Z,3,REGULAR,period,end,[],0,,,1610612749,77,80,2024-01-27T02:57:05Z,5260000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT12M00.00S,2024-01-27T02:59:20.3Z,4,REGULAR,substitution,out,['startperiod'],203081,,,1610612749,77,80,2024-01-27T02:59:50Z,5270000,False,,,0,,SUB out: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT12M00.00S,2024-01-27T02:59:20.3Z,4,REGULAR,substitution,out,['startperiod'],203109,,,1610612749,77,80,2024-01-27T02:59:50Z,5280000,False,,,0,,SUB out: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT12M00.00S,2024-01-27T02:59:20.3Z,4,REGULAR,substitution,out,['startperiod'],1627745,,,1610612749,77,80,2024-01-27T02:59:50Z,5290000,False,,,0,,SUB out: D. Jones,[1627745],1610612739.0,CLE,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT12M00.00S,2024-01-27T02:59:20.3Z,4,REGULAR,substitution,out,['startperiod'],1630171,,,1610612749,77,80,2024-01-27T02:59:50Z,5300000,False,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT12M00.00S,2024-01-27T02:59:20.3Z,4,REGULAR,substitution,in,['startperiod'],203114,,,1610612749,77,80,2024-01-27T02:59:50Z,5310000,False,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT12M00.00S,2024-01-27T02:59:20.3Z,4,REGULAR,substitution,in,['startperiod'],1626166,,,1610612749,77,80,2024-01-27T02:59:50Z,5320000,False,,,0,,SUB in: C. Payne,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT12M00.00S,2024-01-27T02:59:20.3Z,4,REGULAR,substitution,in,['startperiod'],1630241,,,1610612749,77,80,2024-01-27T02:59:50Z,5330000,False,,,0,,SUB in: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT12M00.00S,2024-01-27T02:59:20.3Z,4,REGULAR,substitution,in,['startperiod'],1628386,,,1610612749,77,80,2024-01-27T02:59:50Z,5340000,False,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT12M00.00S,2024-01-27T02:59:46.4Z,4,REGULAR,period,start,[],0,,,1610612739,77,80,2024-01-27T02:59:51Z,5350000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT11M47.00S,2024-01-27T03:00:02.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,9.017739816031538,47.549019607843135,1610612739,77,82,2024-01-27T03:01:56Z,5360000,False,12.0,32.0,1,left,J. Allen driving Layup (19 PTS),[1628386],1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,,,,Made,,3.46,,,,,,,,,19.0,,,,,
549,PT11M47.00S,2024-01-27T03:00:05.6Z,4,REGULAR,foul,personal,['1freethrow'],203507,,,1610612739,77,82,2024-01-27T03:00:26Z,5370000,False,,,0,,G. Antetokounmpo shooting personal FOUL (4 PF) (Allen 1 FT),"[203507, 1628386]",1610612749.0,MIL,shooting,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,1193.0,4.0,0.0,,,,,,,,,,,,,,,,Allen,1628386.0
551,PT11M47.00S,2024-01-27T03:00:27.6Z,4,REGULAR,freethrow,1 of 1,[],1628386,,,1610612739,77,83,2024-01-27T03:00:27Z,5390000,False,,,0,,J. Allen Free Throw 1 of 1 (20 PTS),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,Made,,,,,,,,,,,20.0,,,,,
552,PT11M31.00S,2024-01-27T03:00:43.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,89.70105124835742,37.254901960784316,1610612749,77,83,2024-01-27T03:00:47Z,5400000,False,-64.0,44.0,1,right,MISS K. Middleton 7' turnaround fadeaway Shot,[203114],1610612749.0,MIL,turnaround fadeaway,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,,,,Missed,,7.76,,,,,,,,,,,,,,
553,PT11M28.00S,2024-01-27T03:00:46.0Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,77,83,2024-01-27T03:00:47Z,5410000,False,,,0,,J. Allen REBOUND (Off:6 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,552.0,,11.0,5.0,6.0,,,,,,,,,,,
554,PT11M20.00S,2024-01-27T03:00:57.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630241,8.754927726675426,35.049019607843135,1610612739,77,85,2024-01-27T03:02:40Z,5420000,False,75.0,30.0,1,left,S. Merrill 8' driving floating bank Jump Shot (7 PTS) (J. Allen 1 AST),"[1630241, 1628386]",1610612739.0,CLE,driving floating bank,,,Merrill,S. Merrill,,,,,In The Paint (Non-RA),0-8 Center,,,,Made,,8.05,,,,,,,,,7.0,J. Allen,1628386.0,1.0,,
556,PT11M03.00S,2024-01-27T03:01:16.8Z,4,REGULAR,foul,offensive,[],203507,,,1610612749,77,85,2024-01-27T03:01:26Z,5440000,False,,,0,,G. Antetokounmpo offensive FOUL (5 PF),"[203507, 1628386]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,1193.0,5.0,0.0,,,,,,,,,,,,,,,,Allen,1628386.0
558,PT11M03.00S,2024-01-27T03:01:16.8Z,4,REGULAR,turnover,offensive foul,[],203507,,,1610612749,77,85,2024-01-27T03:01:16Z,5460000,False,,,0,,G. Antetokounmpo offensive foul TURNOVER (5 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Right Center,1193.0,,,,,,,,,5.0,,,,,,,,,,
560,PT11M03.00S,2024-01-27T03:02:55.0Z,4,REGULAR,substitution,out,[],203507,,,1610612739,77,85,2024-01-27T03:02:59Z,5480000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT11M03.00S,2024-01-27T03:02:55.0Z,4,REGULAR,substitution,in,[],201572,,,1610612739,77,85,2024-01-27T03:02:59Z,5490000,False,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT10M51.00S,2024-01-27T03:03:15.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630241,30.436925098554536,77.69607843137256,1610612739,77,85,2024-01-27T03:03:22Z,5500000,False,-138.0,234.0,1,left,MISS S. Merrill 27' 3PT,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,Above the Break 3,24+ Left Center,,,,Missed,,27.16,,,,,,,,,,,,,,
563,PT10M49.00S,2024-01-27T03:03:18.5Z,4,REGULAR,rebound,offensive,[],1628386,,,1610612739,77,85,2024-01-27T03:03:18Z,5510000,False,,,0,,J. Allen REBOUND (Off:7 Def:5),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Above the Break 3,24+ Left Center,,,,,562.0,,12.0,5.0,7.0,,,,,,,,,,,
565,PT10M42.00S,2024-01-27T03:03:25.8Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627747,28.728646517739815,18.872549019607842,1610612739,77,85,2024-01-27T03:03:31Z,5520000,False,156.0,218.0,1,left,MISS C. LeVert 26' step back 3PT,[1627747],1610612739.0,CLE,step back,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,,Missed,,26.74,,,,,,,,,,,,,,
566,PT10M40.00S,2024-01-27T03:03:27.8Z,4,REGULAR,rebound,defensive,[],1626166,,,1610612749,77,85,2024-01-27T03:04:07Z,5530000,False,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,,,,,565.0,,1.0,1.0,0.0,,,,,,,,,,,
567,PT10M31.00S,2024-01-27T03:03:35.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1626166,69.33311432325887,24.264705882352942,1610612749,77,85,2024-01-27T03:03:48Z,5540000,False,-129.0,236.0,1,right,MISS C. Payne 26' running 3PT,[1626166],1610612749.0,MIL,running,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,,,,Missed,,26.86,,,,,,,,,,,,,,
568,PT10M29.00S,2024-01-27T03:03:37.9Z,4,REGULAR,rebound,offensive,[],1626171,,,1610612749,77,85,2024-01-27T03:03:37Z,5550000,False,,,0,,B. Portis REBOUND (Off:1 Def:7),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,,567.0,,8.0,7.0,1.0,,,,,,,,,,,
569,PT10M26.00S,2024-01-27T03:03:41.3Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],203114,82.07950065703022,24.754901960784316,1610612749,77,85,2024-01-27T03:04:58Z,5560000,False,-126.0,116.0,1,right,MISS K. Middleton 17' pullup Shot,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Left Center,,,,Missed,,17.14,,,,,,,,,,,,,,
570,PT10M22.00S,2024-01-27T03:03:45.0Z,4,REGULAR,rebound,defensive,[],1629622,,,1610612739,77,85,2024-01-27T03:03:45Z,5570000,False,,,0,,M. Strus REBOUND (Off:2 Def:5),[1629622],1610612739.0,CLE,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Left Center,,,,,569.0,,7.0,5.0,2.0,,,,,,,,,,,
571,PT10M18.00S,2024-01-27T03:03:48.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629622,6.521024967148489,52.94117647058824,1610612739,77,87,2024-01-27T03:03:55Z,5580000,False,-15.0,9.0,1,left,M. Strus running Layup (8 PTS) (C. LeVert 3 AST),"[1629622, 1627747]",1610612739.0,CLE,running,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,,Made,,1.71,,,,,,,,,8.0,C. LeVert,1627747.0,3.0,,
573,PT10M00.00S,2024-01-27T03:04:06.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,91.27792378449409,35.049019607843135,1610612749,77,87,2024-01-27T03:04:11Z,5600000,False,-75.0,29.0,1,right,MISS K. Middleton 8' driving floating bank Shot,[203114],1610612749.0,MIL,driving floating bank,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),0-8 Center,,,,Missed,,8.04,,,,,,,,,,,,,,
574,PT09M58.00S,2024-01-27T03:04:08.6Z,4,REGULAR,rebound,defensive,[],1628386,,,1610612739,77,87,2024-01-27T03:04:11Z,5610000,False,,,0,,J. Allen REBOUND (Off:7 Def:6),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,573.0,,13.0,6.0,7.0,,,,,,,,,,,
575,PT09M50.00S,2024-01-27T03:04:16.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,8.492115637319317,34.80392156862745,1610612739,77,89,2024-01-27T03:04:23Z,5620000,False,76.0,27.0,1,left,J. Allen 8' driving Hook (22 PTS) (C. LeVert 4 AST),"[1628386, 1627747]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,Made,,8.08,,,,,,,,,22.0,C. LeVert,1627747.0,4.0,,
577,PT09M40.00S,2024-01-27T03:04:32.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,77,89,2024-01-27T03:04:32Z,5640000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT09M40.00S,2024-01-27T03:07:06.6Z,4,REGULAR,substitution,out,[],1626171,,,1610612749,77,89,2024-01-27T03:07:34Z,5650000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT09M40.00S,2024-01-27T03:07:06.6Z,4,REGULAR,substitution,in,[],203109,,,1610612749,77,89,2024-01-27T03:07:34Z,5660000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT09M29.00S,2024-01-27T03:07:44.9Z,4,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612749,77,89,2024-01-27T03:08:02Z,5670000,False,,,0,,C. LeVert shooting personal FOUL (3 PF) (Middleton 2 FT),"[1627747, 203114]",1610612739.0,CLE,shooting,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Left,2003.0,3.0,0.0,,,,,,,,,,,,,,,,Middleton,203114.0
582,PT09M29.00S,2024-01-27T03:08:13.5Z,4,REGULAR,freethrow,1 of 2,[],203114,,,1610612749,78,89,2024-01-27T03:08:13Z,5690000,False,,,0,,K. Middleton Free Throw 1 of 2 (10 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,Made,,,,,,,,,,,10.0,,,,,
583,PT09M29.00S,2024-01-27T03:08:25.8Z,4,REGULAR,freethrow,2 of 2,[],203114,,,1610612749,79,89,2024-01-27T03:08:25Z,5700000,False,,,0,,K. Middleton Free Throw 2 of 2 (11 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,Made,,,,,,,,,,,11.0,,,,,
585,PT09M06.00S,2024-01-27T03:08:56.6Z,4,REGULAR,foul,personal,['3freethrow'],1626166,,,1610612739,79,89,2024-01-27T03:09:09Z,5720000,False,,,0,,C. Payne shooting personal FOUL (2 PF) (Niang 3 FT),"[1626166, 1627777]",1610612749.0,MIL,shooting,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,1193.0,2.0,0.0,,,,,,,,,,,,,,,,Niang,1627777.0
587,PT09M06.00S,2024-01-27T03:09:27.4Z,4,REGULAR,freethrow,1 of 3,[],1627777,,,1610612739,79,90,2024-01-27T03:09:27Z,5740000,False,,,0,,G. Niang Free Throw 1 of 3 (6 PTS),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,Made,,,,,,,,,,,6.0,,,,,
588,PT09M06.00S,2024-01-27T03:09:45.8Z,4,REGULAR,freethrow,2 of 3,[],1627777,,,1610612739,79,91,2024-01-27T03:09:45Z,5750000,False,,,0,,G. Niang Free Throw 2 of 3 (7 PTS),[1627777],1610612739.0,CLE,,,,Niang,G. Niang,,,,,,,,,,Made,,,,,,,,,,,7.0,,,,,
589,PT09M06.00S,2024-01-27T03:09:47.1Z,4,REGULAR,substitution,out,[],1628386,,,1610612739,79,91,2024-01-27T03:09:54Z,5760000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
