actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
173,PT11M45.00S,2024-03-31T22:37:04.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630215,90.3580814717477,50.98039215686274,1610612764,31,29,2024-03-31T22:37:47Z,1700000,False,5.0,38.0,1,right,J. Butler driving floating Jump Shot (4 PTS) (D. Avdija 1 AST),"[1630215, 1630166]",1610612764.0,WAS,driving floating,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,3.84,Made,,,,,,,,4.0,,,D. Avdija,1630166.0,1.0,,,,,
175,PT11M28.00S,2024-03-31T22:37:20.3Z,2,REGULAR,3pt,Jump Shot,[],1629312,4.155716162943495,98.0392156862745,1610612748,31,29,2024-03-31T22:37:24Z,1720000,False,-240.0,-13.0,1,left,MISS H. Highsmith 24' 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Left Corner 3,24+ Left,24.06,Missed,,,,,,,,,,,,,,,,,,
176,PT11M25.00S,2024-03-31T22:37:23.3Z,2,REGULAR,rebound,defensive,[],1641774,,,1610612764,31,29,2024-03-31T22:37:24Z,1730000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:1),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Left Corner 3,24+ Left,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,
177,PT11M09.00S,2024-03-31T22:37:39.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,93.77463863337714,55.14705882352941,1610612764,31,29,2024-03-31T22:37:42Z,1740000,False,26.0,6.0,1,right,MISS M. Bagley III driving Layup - blocked,"[1628963, 1631170]",1610612764.0,WAS,driving,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,Jaquez Jr.,1631170.0,,,,,,,,
178,PT11M09.00S,2024-03-31T22:37:39.3Z,2,REGULAR,block,,[],1631170,,,1610612764,31,29,2024-03-31T22:37:41Z,1750000,False,,,0,,J. Jaquez Jr. BLOCK (1 BLK),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
179,PT11M07.00S,2024-03-31T22:37:41.3Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,31,29,2024-03-31T22:43:44Z,1760000,False,,,0,,D. Robinson REBOUND (Off:1 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,177.0,3.0,2.0,1.0,,,,,,,,,,,,,,
180,PT11M02.00S,2024-03-31T22:37:46.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628418,8.229303547963205,50.245098039215684,1610612748,31,31,2024-03-31T22:38:10Z,1770000,False,-1.0,25.0,1,left,T. Bryant running alley-oop DUNK (2 PTS) (J. Jaquez Jr. 2 AST),"[1628418, 1631170]",1610612748.0,MIA,running alley-oop,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,2.49,Made,,,,,,,,2.0,,,J. Jaquez Jr.,1631170.0,2.0,,,,,
182,PT10M56.00S,2024-03-31T22:37:54.4Z,2,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612764,31,31,2024-03-31T22:38:00Z,1790000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Bagley III 2 FT),"[1629130, 1628963]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Bagley III,1628963.0
184,PT10M56.00S,2024-03-31T22:38:26.1Z,2,REGULAR,freethrow,1 of 2,[],1628963,,,1610612764,32,31,2024-03-31T22:38:26Z,1810000,False,,,0,,M. Bagley III Free Throw 1 of 2 (5 PTS),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
185,PT10M56.00S,2024-03-31T22:38:46.8Z,2,REGULAR,freethrow,2 of 2,[],1628963,,,1610612764,33,31,2024-03-31T22:38:46Z,1820000,False,,,0,,M. Bagley III Free Throw 2 of 2 (6 PTS),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
186,PT10M44.00S,2024-03-31T22:39:06.1Z,2,REGULAR,foul,personal,['2freethrow'],1630215,,,1610612748,33,31,2024-03-31T22:39:10Z,1830000,False,,,0,,J. Butler shooting personal FOUL (2 PF) (Jaquez Jr. 2 FT),"[1630215, 1631170]",1610612764.0,WAS,shooting,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1626300.0,2.0,0.0,Jaquez Jr.,1631170.0
188,PT10M44.00S,2024-03-31T22:39:34.7Z,2,REGULAR,freethrow,1 of 2,[],1631170,,,1610612748,33,32,2024-03-31T22:39:34Z,1850000,False,,,0,,J. Jaquez Jr. Free Throw 1 of 2 (4 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
189,PT10M44.00S,2024-03-31T22:39:48.0Z,2,REGULAR,freethrow,2 of 2,[],1631170,,,1610612748,33,33,2024-03-31T22:39:48Z,1860000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (5 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
190,PT10M29.00S,2024-03-31T22:40:05.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,89.30683311432325,58.333333333333336,1610612764,35,33,2024-03-31T22:40:10Z,1870000,False,42.0,48.0,1,right,D. Avdija 6' floating Jump Shot (7 PTS),[1630166],1610612764.0,WAS,floating,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,6.36,Made,,,,,,,,7.0,,,,,,,,,,
191,PT10M16.00S,2024-03-31T22:40:18.4Z,2,REGULAR,turnover,bad pass,[],1631170,,,1610612748,35,33,2024-03-31T22:40:23Z,1880000,False,,,0,,J. Jaquez Jr. bad pass TURNOVER (3 TO),"[1631170, 1628963]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,,,,,,,3.0,Bagley III,1628963.0,,,,,,,,,,,
192,PT10M16.00S,2024-03-31T22:40:18.4Z,2,REGULAR,steal,,[],1628963,,,1610612764,35,33,2024-03-31T22:40:20Z,1890000,False,,,0,,M. Bagley III STEAL (1 STL),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
193,PT10M13.00S,2024-03-31T22:40:22.7Z,2,REGULAR,turnover,out-of-bounds,[],1628963,,,1610612764,35,33,2024-03-31T22:40:29Z,1900000,False,,,0,,M. Bagley III bad pass out-of-bounds TURNOVER (2 TO),[1628963],1610612764.0,WAS,bad pass,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,,,,,,,,,,,,,
196,PT10M03.00S,2024-03-31T22:40:53.7Z,2,REGULAR,foul,offensive,[],1628418,,,1610612748,35,33,2024-03-31T22:41:24Z,1930000,False,,,0,,T. Bryant offensive FOUL (1 PF),"[1628418, 1630215]",1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Butler,1630215.0
198,PT10M03.00S,2024-03-31T22:40:53.7Z,2,REGULAR,turnover,offensive foul,[],1628418,,,1610612748,35,33,2024-03-31T22:40:53Z,1950000,False,,,0,,T. Bryant offensive foul TURNOVER (1 TO),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,Mid-Range,16-24 Center,,,,,,,1.0,,,,,,,,,202901.0,,,,
199,PT09M48.00S,2024-03-31T22:41:12.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630557,92.59198423127464,58.57843137254902,1610612764,37,33,2024-03-31T23:21:18Z,1960000,False,43.0,17.0,1,right,C. Kispert driving bank Hook (4 PTS) (J. Butler 3 AST),"[1630557, 1630215]",1610612764.0,WAS,driving bank,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,,,,,,,,4.0,,,J. Butler,1630215.0,3.0,,,,,
200,PT09M28.00S,2024-03-31T22:41:34.9Z,2,REGULAR,foul,personal,[],1641774,,,1610612748,37,33,2024-03-31T22:41:43Z,1970000,False,,,0,,T. Vukcevic personal FOUL (1 PF),"[1641774, 202710]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Butler,202710.0
202,PT09M18.00S,2024-03-31T22:42:04.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629312,8.09789750328515,37.254901960784316,1610612748,37,33,2024-03-31T22:43:38Z,1990000,False,64.0,24.0,1,left,MISS H. Highsmith 6' floating Shot,[1629312],1610612748.0,MIA,floating,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,6.79,Missed,,,,,,,,,,,,,,,,,,
203,PT09M16.00S,2024-03-31T22:42:06.7Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612764,37,33,2024-03-31T22:42:10Z,2000000,False,,,0,,M. Bagley III REBOUND (Off:2 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,202.0,3.0,1.0,2.0,,,,,,,,,,,,,,
204,PT09M07.00S,2024-03-31T22:42:15.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630215,93.51182654402102,45.09803921568628,1610612764,39,33,2024-03-31T22:43:58Z,2010000,False,-25.0,8.0,1,right,J. Butler driving finger roll Layup (6 PTS),[1630215],1610612764.0,WAS,driving finger roll,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.59,Made,,,,,,,,6.0,,,,,,,,,,
205,PT09M07.00S,2024-03-31T22:42:18.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,39,33,2024-03-31T22:42:18Z,2020000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M49.00S,2024-03-31T22:45:38.3Z,2,REGULAR,turnover,bad pass,[],1629312,,,1610612748,39,33,2024-03-31T22:45:43Z,2030000,False,,,0,,H. Highsmith bad pass TURNOVER (1 TO),"[1629312, 1628963]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Bagley III,1628963.0,,,,,,,,,,,
208,PT08M49.00S,2024-03-31T22:45:38.3Z,2,REGULAR,steal,,[],1628963,,,1610612764,39,33,2024-03-31T22:59:11Z,2040000,False,,,0,,M. Bagley III STEAL (2 STL),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
209,PT08M45.00S,2024-03-31T22:45:42.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630166,93.11760840998686,52.450980392156865,1610612764,41,33,2024-03-31T22:45:48Z,2050000,False,12.0,12.0,1,right,D. Avdija running Layup (9 PTS) (J. Butler 4 AST),"[1630166, 1630215]",1610612764.0,WAS,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,,,,9.0,,,J. Butler,1630215.0,4.0,,,,,
211,PT08M31.00S,2024-03-31T22:45:56.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,7.703679369250986,47.794117647058826,1610612748,41,35,2024-03-31T22:47:39Z,2070000,False,11.0,20.0,1,left,J. Jaquez Jr. cutting Layup (7 PTS) (J. Butler 2 AST),"[1631170, 202710]",1610612748.0,MIA,cutting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,,,,7.0,,,J. Butler,202710.0,2.0,,,,,
213,PT08M21.00S,2024-03-31T22:46:08.5Z,2,REGULAR,foul,personal,[],1629312,,,1610612764,41,35,2024-03-31T22:46:19Z,2090000,False,,,0,,H. Highsmith personal FOUL (2 PF),"[1629312, 1630215]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,0-8 Center,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Butler,1630215.0
215,PT08M21.00S,2024-03-31T22:46:18.7Z,2,REGULAR,substitution,out,[],1631170,,,1610612764,41,35,2024-03-31T22:46:24Z,2110000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M21.00S,2024-03-31T22:46:18.7Z,2,REGULAR,substitution,in,[],1626179,,,1610612764,41,35,2024-03-31T22:46:24Z,2120000,False,,,0,,SUB in: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M15.00S,2024-03-31T22:46:39.4Z,2,REGULAR,3pt,Jump Shot,[],1630557,71.43561103810775,17.401960784313726,1610612764,41,35,2024-03-31T22:46:43Z,2130000,False,-163.0,216.0,1,right,MISS C. Kispert 27' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,27.06,Missed,,,,,,,,,,,,,,,,,,
218,PT08M12.00S,2024-03-31T22:46:42.4Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612748,41,35,2024-03-31T22:46:43Z,2140000,False,,,0,,T. Bryant REBOUND (Off:0 Def:2),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Left Center,,,217.0,2.0,2.0,0.0,,,,,,,,,,,,,,
219,PT08M05.00S,2024-03-31T22:46:49.3Z,2,REGULAR,3pt,Jump Shot,[],1626179,28.728646517739815,82.1078431372549,1610612748,41,38,2024-03-31T22:46:55Z,2150000,False,-161.0,218.0,1,left,T. Rozier 27' 3PT step back (12 PTS),[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,27.03,Made,,,,,,,,12.0,,,,,,,,,,
220,PT07M50.00S,2024-03-31T22:47:04.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628963,92.9862023653088,34.55882352941176,1610612764,41,38,2024-03-31T22:48:47Z,2160000,False,-77.0,13.0,1,right,MISS M. Bagley III 7' driving floating Shot - blocked,"[1628963, 1628418]",1610612764.0,WAS,driving floating,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,7.84,Missed,,,,,,,,,Bryant,1628418.0,,,,,,,,
222,PT07M50.00S,2024-03-31T22:47:04.8Z,2,REGULAR,block,,[],1628418,,,1610612764,41,38,2024-03-31T22:47:14Z,2165000,False,,,0,,T. Bryant BLOCK (1 BLK),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
221,PT07M44.00S,2024-03-31T22:47:10.8Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612748,41,38,2024-03-31T22:47:14Z,2170000,False,,,0,,T. Bryant REBOUND (Off:0 Def:3),[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,220.0,3.0,3.0,0.0,,,,,,,,,,,,,,
223,PT07M32.00S,2024-03-31T22:47:23.2Z,2,REGULAR,2pt,Jump Shot,[],1626179,24.129434954007884,67.8921568627451,1610612748,41,38,2024-03-31T22:47:27Z,2180000,False,-89.0,174.0,1,left,MISS T. Rozier 19' step back Shot,[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Left Center,19.59,Missed,,,,,,,,,,,,,,,,,,
224,PT07M28.00S,2024-03-31T22:47:27.2Z,2,REGULAR,rebound,defensive,[],1630215,,,1610612764,41,38,2024-03-31T22:47:27Z,2190000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,,,223.0,1.0,1.0,0.0,,,,,,,,,,,,,,
225,PT07M17.00S,2024-03-31T22:47:37.8Z,2,REGULAR,2pt,Jump Shot,[],1630557,86.02168199737189,73.52941176470588,1610612764,41,38,2024-03-31T22:49:13Z,2200000,False,118.0,79.0,1,right,MISS C. Kispert 14' step back Shot,[1630557],1610612764.0,WAS,step back,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Right,14.16,Missed,,,,,,,,,,,,,,,,,,
226,PT07M16.00S,2024-03-31T22:47:38.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,41,38,2024-03-31T22:47:44Z,2210000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Mid-Range,8-16 Right,,,225.0,,,,,,,,,,,,,,,,,
228,PT07M16.00S,2024-03-31T22:47:44.0Z,2,REGULAR,substitution,out,[],1630215,,,1610612764,41,38,2024-03-31T22:47:54Z,2230000,False,,,0,,SUB out: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M16.00S,2024-03-31T22:47:44.0Z,2,REGULAR,substitution,out,[],1628418,,,1610612764,41,38,2024-03-31T22:47:54Z,2240000,False,,,0,,SUB out: T. Bryant,[1628418],1610612748.0,MIA,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M16.00S,2024-03-31T22:47:44.0Z,2,REGULAR,substitution,in,[],1629673,,,1610612764,41,38,2024-03-31T22:47:54Z,2250000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M16.00S,2024-03-31T22:47:44.0Z,2,REGULAR,substitution,in,[],1628389,,,1610612764,41,38,2024-03-31T22:47:54Z,2260000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M12.00S,2024-03-31T22:48:08.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,94.56307490144546,96.32352941176471,1610612764,41,38,2024-03-31T22:48:12Z,2270000,False,232.0,-1.0,1,right,MISS J. Poole 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
233,PT07M08.00S,2024-03-31T22:48:12.2Z,2,REGULAR,rebound,defensive,[],202710,,,1610612748,41,38,2024-03-31T22:48:12Z,2280000,False,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,232.0,2.0,2.0,0.0,,,,,,,,,,,,,,
234,PT06M48.00S,2024-03-31T22:48:32.9Z,2,REGULAR,2pt,Jump Shot,[],202710,7.835085413929041,69.85294117647058,1610612748,41,38,2024-03-31T22:50:14Z,2290000,False,-99.0,21.0,1,left,MISS J. Butler 10' driving floating bank Shot,[202710],1610612748.0,MIA,driving floating bank,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,10.15,Missed,,,,,,,,,,,,,,,,,,
235,PT06M47.00S,2024-03-31T22:48:33.9Z,2,REGULAR,rebound,offensive,[],202710,,,1610612748,41,38,2024-03-31T22:50:14Z,2300000,False,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,,,234.0,3.0,2.0,1.0,,,,,,,,,,,,,,
236,PT06M47.00S,2024-03-31T22:48:39.5Z,2,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612748,41,38,2024-03-31T22:48:45Z,2310000,False,,,0,,C. Kispert shooting personal FOUL (1 PF) (Butler 2 FT),"[1630557, 202710]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1626300.0,1.0,0.0,Butler,202710.0
238,PT06M47.00S,2024-03-31T22:49:14.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202710,,,1610612748,41,39,2024-03-31T22:49:35Z,2330000,False,,,0,,J. Butler Free Throw 1 of 2 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
239,PT06M47.00S,2024-03-31T22:49:15.0Z,2,REGULAR,substitution,out,[],1630557,,,1610612748,41,39,2024-03-31T22:49:18Z,2340000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M47.00S,2024-03-31T22:49:15.0Z,2,REGULAR,substitution,in,[],1631098,,,1610612748,41,39,2024-03-31T22:49:18Z,2350000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M47.00S,2024-03-31T22:49:14.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202710,,,1610612748,41,39,2024-03-31T22:49:35Z,2360000,False,,,0,,MISS J. Butler Free Throw 2 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
242,PT06M45.00S,2024-03-31T22:49:16.1Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,41,39,2024-03-31T22:49:35Z,2370000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,241.0,2.0,2.0,0.0,,,,,,,,,,,,,,
243,PT06M33.00S,2024-03-31T22:49:46.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,93.9060446780552,56.86274509803921,1610612764,41,39,2024-03-31T22:50:50Z,2380000,False,34.0,5.0,1,right,MISS J. Poole driving finger roll Layup,[1629673],1610612764.0,WAS,driving finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,3.46,Missed,,,,,,,,,,,,,,,,,,
244,PT06M31.00S,2024-03-31T22:49:48.9Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612748,41,39,2024-03-31T22:50:50Z,2390000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,243.0,2.0,2.0,0.0,,,,,,,,,,,,,,
245,PT06M26.00S,2024-03-31T22:49:53.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628389,9.674770039421814,62.254901960784316,1610612748,41,41,2024-03-31T22:50:00Z,2400000,False,-61.0,38.0,1,left,B. Adebayo 7' floating Jump Shot (4 PTS) (D. Robinson 1 AST),"[1628389, 1629130]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,7.23,Made,,,,,,,,4.0,,,D. Robinson,1629130.0,1.0,,,,,
247,PT06M08.00S,2024-03-31T22:50:11.2Z,2,REGULAR,3pt,Jump Shot,[],1641774,70.38436268068331,84.31372549019608,1610612764,44,41,2024-03-31T22:50:15Z,2420000,False,172.0,226.0,1,right,T. Vukcevic 28' 3PT  (3 PTS) (J. Poole 4 AST),"[1641774, 1629673]",1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Right Center,28.37,Made,,,,,,,,3.0,,,J. Poole,1629673.0,4.0,,,,,
249,PT05M45.00S,2024-03-31T22:50:34.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,11.645860709592641,50.245098039215684,1610612748,44,43,2024-03-31T22:51:41Z,2440000,False,-1.0,57.0,1,left,B. Adebayo fadeaway Jump Shot (6 PTS),[1628389],1610612748.0,MIA,fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.7,Made,,,,,,,,6.0,,,,,,,,,,
250,PT05M30.00S,2024-03-31T22:50:49.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,93.24901445466492,55.63725490196079,1610612764,46,43,2024-03-31T22:50:53Z,2450000,False,28.0,11.0,1,right,M. Bagley III reverse Layup (8 PTS) (J. Poole 5 AST),"[1628963, 1629673]",1610612764.0,WAS,reverse,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,3.03,Made,,,,,,,,8.0,,,J. Poole,1629673.0,5.0,,,,,
252,PT05M15.00S,2024-03-31T22:51:04.2Z,2,REGULAR,3pt,Jump Shot,[],1629312,21.369908015768726,92.64705882352942,1610612748,46,43,2024-03-31T22:51:08Z,2470000,False,-213.0,148.0,1,left,MISS H. Highsmith 25' 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
253,PT05M13.00S,2024-03-31T22:51:06.2Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612764,46,43,2024-03-31T22:51:08Z,2480000,False,,,0,,M. Bagley III REBOUND (Off:2 Def:2),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Left Center,,,252.0,4.0,2.0,2.0,,,,,,,,,,,,,,
254,PT05M07.00S,2024-03-31T22:51:13.1Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1629673,78.40013140604468,55.63725490196079,1610612764,48,43,2024-03-31T22:52:44Z,2490000,False,28.0,151.0,1,right,J. Poole 15' running pullup Jump Shot (8 PTS),[1629673],1610612764.0,WAS,running pullup,,,Poole,J. Poole,,,,,Mid-Range,8-16 Center,15.31,Made,,,,,,,,8.0,,,,,,,,,,
255,PT04M51.00S,2024-03-31T22:51:28.3Z,2,REGULAR,2pt,Jump Shot,[],1626179,20.581471747700395,37.99019607843137,1610612748,48,45,2024-03-31T22:52:57Z,2500000,False,60.0,141.0,1,left,T. Rozier 15' step back Jump Shot (14 PTS),[1626179],1610612748.0,MIA,step back,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Center,15.32,Made,,,,,,,,14.0,,,,,,,,,,
256,PT04M38.00S,2024-03-31T22:51:41.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,94.82588699080158,57.35294117647059,1610612764,48,45,2024-03-31T22:52:08Z,2510000,False,37.0,-4.0,1,right,MISS J. Poole floating Shot,[1629673],1610612764.0,WAS,floating,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,,
