actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
520,PT12M00.00S,2024-03-31T23:51:36.0Z,4,REGULAR,substitution,out,['startperiod'],1631262,,,1610612764,80,95,2024-03-31T23:52:48Z,5130000,False,,,0,,SUB out: J. Bernard,[1631262],1610612764.0,WAS,,,,Bernard,J. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT12M00.00S,2024-03-31T23:51:36.0Z,4,REGULAR,substitution,in,['startperiod'],1641774,,,1610612764,80,95,2024-03-31T23:52:48Z,5140000,False,,,0,,SUB in: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT12M00.00S,2024-03-31T23:51:36.0Z,4,REGULAR,substitution,in,['startperiod'],1628963,,,1610612764,80,95,2024-03-31T23:52:48Z,5150000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT12M00.00S,2024-03-31T23:53:07.6Z,4,REGULAR,period,start,[],0,,,1610612748,80,95,2024-03-31T23:53:07Z,5160000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT11M40.00S,2024-03-31T23:53:27.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629312,89.04402102496715,54.166666666666664,1610612748,80,95,2024-03-31T23:59:09Z,5170000,False,21.0,50.0,1,right,MISS H. Highsmith driving floating Shot,[1629312],1610612748.0,MIA,driving floating,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,5.46,Missed,,,,,,,,,,,,,,,,,,
525,PT11M39.00S,2024-03-31T23:53:28.2Z,4,REGULAR,rebound,offensive,[],1629312,,,1610612748,80,95,2024-03-31T23:59:09Z,5180000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:2),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),0-8 Center,,,524.0,3.0,2.0,1.0,,,,,,,,,,,,,,
526,PT11M37.00S,2024-03-31T23:53:30.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629312,94.95729303547962,52.20588235294118,1610612748,80,97,2024-03-31T23:59:26Z,5190000,False,11.0,-5.0,1,right,H. Highsmith putback Layup (10 PTS),[1629312],1610612748.0,MIA,putback,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,1.21,Made,,,,,,,,10.0,,,,,,,,,,
527,PT11M20.00S,2024-03-31T23:53:47.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641774,19.267411300919843,53.431372549019606,1610612764,80,97,2024-03-31T23:59:49Z,5200000,False,-17.0,129.0,1,left,MISS T. Vukcevic 12' Jump Shot,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),8-16 Center,12.97,Missed,,,,,,,,,,,,,,,,,,
528,PT11M15.00S,2024-03-31T23:53:52.2Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,80,97,2024-03-31T23:53:52Z,5210000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:9),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,527.0,9.0,9.0,0.0,,,,,,,,,,,,,,
529,PT10M58.00S,2024-03-31T23:54:08.3Z,4,REGULAR,3pt,Jump Shot,[],1626179,78.40013140604468,5.147058823529411,1610612748,80,97,2024-03-31T23:54:13Z,5220000,False,-224.0,151.0,1,right,MISS T. Rozier 27' 3PT,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,27.01,Missed,,,,,,,,,,,,,,,,,,
530,PT10M55.00S,2024-03-31T23:54:11.3Z,4,REGULAR,rebound,defensive,[],1628963,,,1610612764,80,97,2024-03-31T23:54:13Z,5230000,False,,,0,,M. Bagley III REBOUND (Off:3 Def:5),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Left Center,,,529.0,8.0,5.0,3.0,,,,,,,,,,,,,,
531,PT10M50.00S,2024-03-31T23:54:18.3Z,4,REGULAR,foul,personal,[],1629312,,,1610612764,80,97,2024-03-31T23:54:54Z,5240000,False,,,0,,H. Highsmith personal FOUL (4 PF),"[1629312, 1629673]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,202901.0,4.0,0.0,Poole,1629673.0
533,PT10M44.00S,2024-03-31T23:54:58.6Z,4,REGULAR,turnover,lost ball,[],1628963,,,1610612764,80,97,2024-03-31T23:55:02Z,5260000,False,,,0,,M. Bagley III lost ball TURNOVER (3 TO),"[1628963, 1628389]",1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,3.0,Adebayo,1628389.0,,,,,,,,,,,
534,PT10M44.00S,2024-03-31T23:54:58.6Z,4,REGULAR,steal,,[],1628389,,,1610612748,80,97,2024-03-31T23:55:00Z,5270000,False,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
535,PT10M40.00S,2024-03-31T23:55:04.4Z,4,REGULAR,turnover,out-of-bounds,[],1628389,,,1610612748,80,97,2024-04-01T00:17:47Z,5280000,False,,,0,,B. Adebayo lost ball out-of-bounds TURNOVER (5 TO),[1628389],1610612748.0,MIA,lost ball,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.0,,,,,,,,,202901.0,,,,
536,PT10M21.00S,2024-03-31T23:55:31.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630166,16.90210249671485,54.166666666666664,1610612764,82,97,2024-03-31T23:55:35Z,5290000,False,-21.0,106.0,1,left,D. Avdija 10' driving floating Jump Shot (15 PTS),[1630166],1610612764.0,WAS,driving floating,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,10.84,Made,,,,,,,,15.0,,,,,,,,,,
537,PT10M09.00S,2024-03-31T23:55:45.5Z,4,REGULAR,foul,personal,['2freethrow'],1628963,,,1610612748,82,97,2024-03-31T23:55:50Z,5300000,False,,,0,,M. Bagley III shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1628963, 1628389]",1610612764.0,WAS,shooting,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Adebayo,1628389.0
539,PT10M09.00S,2024-03-31T23:56:15.2Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,82,98,2024-03-31T23:56:15Z,5320000,False,,,0,,B. Adebayo Free Throw 1 of 2 (17 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,17.0,,,,,,,,,,
542,PT10M09.00S,2024-03-31T23:56:36.1Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,82,99,2024-03-31T23:56:36Z,5330000,False,,,0,,B. Adebayo Free Throw 2 of 2 (18 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,18.0,,,,,,,,,,
543,PT09M55.00S,2024-03-31T23:56:53.2Z,4,REGULAR,3pt,Jump Shot,[],1630557,18.74178712220762,96.32352941176471,1610612764,85,99,2024-03-31T23:56:57Z,5340000,False,-232.0,124.0,1,left,C. Kispert 26' 3PT  (10 PTS) (D. Avdija 5 AST),"[1630557, 1630166]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,26.26,Made,,,,,,,,10.0,,,D. Avdija,1630166.0,5.0,,,,,
545,PT09M37.00S,2024-03-31T23:57:14.3Z,4,REGULAR,foul,personal,['2freethrow'],1641774,,,1610612748,85,99,2024-03-31T23:57:18Z,5360000,False,,,0,,T. Vukcevic shooting personal FOUL (3 PF) (Adebayo 2 FT),"[1641774, 1628389]",1610612764.0,WAS,shooting,,,Vukcevic,T. Vukcevic,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,203593.0,3.0,0.0,Adebayo,1628389.0
549,PT09M37.00S,2024-03-31T23:57:43.4Z,4,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,85,100,2024-03-31T23:57:43Z,5380000,False,,,0,,B. Adebayo Free Throw 1 of 2 (19 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,19.0,,,,,,,,,,
550,PT09M37.00S,2024-03-31T23:58:03.7Z,4,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,85,101,2024-03-31T23:58:03Z,5390000,False,,,0,,B. Adebayo Free Throw 2 of 2 (20 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,,,,,,,,20.0,,,,,,,,,,
551,PT09M21.00S,2024-03-31T23:58:26.2Z,4,REGULAR,3pt,Jump Shot,[],1630557,5.732588699080158,97.54901960784314,1610612764,85,101,2024-03-31T23:58:30Z,5400000,False,-238.0,1.0,1,left,MISS C. Kispert 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,
552,PT09M18.00S,2024-03-31T23:58:29.2Z,4,REGULAR,rebound,defensive,[],1629312,,,1610612748,85,101,2024-03-31T23:58:30Z,5410000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:3),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Left Corner 3,24+ Left,,,551.0,4.0,3.0,1.0,,,,,,,,,,,,,,
554,PT09M03.00S,2024-03-31T23:58:44.3Z,4,REGULAR,2pt,Jump Shot,[],1628389,94.1688567674113,77.94117647058823,1610612748,85,101,2024-04-01T00:04:37Z,5420000,False,140.0,2.0,1,right,MISS B. Adebayo 13' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,13.97,Missed,,,,,,,,,,,,,,,,,,
555,PT09M00.00S,2024-03-31T23:58:47.3Z,4,REGULAR,rebound,defensive,[],1629673,,,1610612764,85,101,2024-03-31T23:58:50Z,5430000,False,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,,,554.0,3.0,3.0,0.0,,,,,,,,,,,,,,
556,PT08M54.00S,2024-03-31T23:58:53.5Z,4,REGULAR,turnover,bad pass,[],1629673,,,1610612764,85,101,2024-03-31T23:58:59Z,5440000,False,,,0,,J. Poole bad pass TURNOVER (4 TO),"[1629673, 1626153]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,4.0,Wright,1626153.0,,,,,,,,,,,
557,PT08M54.00S,2024-03-31T23:58:53.5Z,4,REGULAR,steal,,[],1626153,,,1610612748,85,101,2024-03-31T23:58:56Z,5450000,False,,,0,,D. Wright STEAL (4 STL),[1626153],1610612748.0,MIA,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
558,PT08M49.00S,2024-03-31T23:58:58.2Z,4,REGULAR,turnover,lost ball,[],1631170,,,1610612748,85,101,2024-03-31T23:59:02Z,5460000,False,,,0,,J. Jaquez Jr. lost ball TURNOVER (4 TO),"[1631170, 1629673]",1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,4.0,Poole,1629673.0,,,,,,,,,,,
559,PT08M49.00S,2024-03-31T23:58:58.2Z,4,REGULAR,steal,,[],1629673,,,1610612764,85,101,2024-03-31T23:58:59Z,5470000,False,,,0,,J. Poole STEAL (1 STL),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
560,PT08M46.00S,2024-03-31T23:59:01.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628963,6.783837056504599,51.470588235294116,1610612764,87,101,2024-03-31T23:59:06Z,5480000,False,-7.0,11.0,1,left,M. Bagley III running DUNK (10 PTS) (J. Poole 7 AST),"[1628963, 1629673]",1610612764.0,WAS,running,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.35,Made,,,,,,,,10.0,,,J. Poole,1629673.0,7.0,,,,,
562,PT08M32.00S,2024-03-31T23:59:15.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,93.24901445466492,53.18627450980392,1610612748,87,103,2024-04-01T00:05:17Z,5500000,False,16.0,11.0,1,right,T. Rozier driving floating bank Jump Shot (25 PTS),[1626179],1610612748.0,MIA,driving floating bank,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,,,,25.0,,,,,,,,,,
563,PT08M21.00S,2024-03-31T23:59:25.2Z,4,REGULAR,3pt,Jump Shot,[],1641774,31.09395532194481,81.12745098039215,1610612764,87,103,2024-03-31T23:59:30Z,5510000,False,-156.0,240.0,1,left,MISS T. Vukcevic 28' 3PT,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Left Center,28.59,Missed,,,,,,,,,,,,,,,,,,
564,PT08M18.00S,2024-03-31T23:59:28.2Z,4,REGULAR,rebound,defensive,[],1631170,,,1610612748,87,103,2024-03-31T23:59:30Z,5520000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:1),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Left Center,,,563.0,1.0,1.0,0.0,,,,,,,,,,,,,,
565,PT08M03.00S,2024-03-31T23:59:43.5Z,4,REGULAR,3pt,Jump Shot,[],1628389,66.96780551905388,47.05882352941176,1610612748,87,103,2024-03-31T23:59:48Z,5530000,False,-15.0,258.0,1,right,MISS B. Adebayo 25' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,25.84,Missed,,,,,,,,,,,,,,,,,,
566,PT08M01.00S,2024-03-31T23:59:45.5Z,4,REGULAR,rebound,defensive,[],1641774,,,1610612764,87,103,2024-03-31T23:59:48Z,5540000,False,,,0,,T. Vukcevic REBOUND (Off:0 Def:2),[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,Above the Break 3,24+ Center,,,565.0,2.0,2.0,0.0,,,,,,,,,,,,,,
569,PT07M46.00S,2024-04-01T00:00:28.5Z,4,REGULAR,substitution,out,[],1641774,,,1610612764,87,103,2024-04-01T00:00:32Z,5541250,False,,,0,,SUB out: T. Vukcevic,[1641774],1610612764.0,WAS,,,,Vukcevic,T. Vukcevic,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT07M46.00S,2024-04-01T00:00:28.5Z,4,REGULAR,substitution,in,[],1631262,,,1610612764,87,103,2024-04-01T00:00:32Z,5541875,False,,,0,,SUB in: J. Bernard,[1631262],1610612764.0,WAS,,,,Bernard,J. Bernard,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT07M46.00S,2024-04-01T00:00:31.2Z,4,REGULAR,substitution,out,[],1628963,,,1610612764,87,103,2024-04-01T00:00:19Z,5542500,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M46.00S,2024-04-01T00:00:31.2Z,4,REGULAR,substitution,in,[],1630264,,,1610612764,87,103,2024-04-01T00:00:19Z,5543750,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT07M46.00S,2024-04-01T00:00:46.5Z,4,REGULAR,jumpball,recovered,[],1630264,,,1610612764,87,103,2024-04-01T00:05:52Z,5545000,False,,,0,,Jump Ball D. Avdija vs. H. Highsmith: Tip to A. Gill,"[1630264, 1630166, 1629312]",1610612764.0,WAS,heldball,A. Gill,1630264.0,Gill,A. Gill,Avdija,1630166.0,Highsmith,1629312.0,,,,,,,,,,,,,,,,,,,,,,
574,PT07M39.00S,2024-04-01T00:00:53.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,7.30946123521682,59.068627450980394,1610612764,87,103,2024-04-01T00:07:46Z,5620000,False,-45.0,16.0,1,left,MISS J. Poole driving floating Shot - blocked,"[1629673, 1628389]",1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,Adebayo,1628389.0,,,,,,,,
575,PT07M39.00S,2024-04-01T00:00:53.6Z,4,REGULAR,block,,[],1628389,,,1610612764,87,103,2024-04-01T00:00:56Z,5630000,False,,,0,,B. Adebayo BLOCK (1 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
576,PT07M38.00S,2024-04-01T00:00:54.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612764,87,103,2024-04-01T00:02:10Z,5640000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,574.0,,,,,,,,,,,,,,,,,
577,PT07M38.00S,2024-04-01T00:00:57.2Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612764,87,103,2024-04-01T00:01:06Z,5650000,False,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,202901.0,,,,
578,PT07M23.00S,2024-04-01T00:01:19.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631170,87.46714848883047,49.50980392156863,1610612748,87,105,2024-04-01T00:01:23Z,5660000,False,-2.0,65.0,1,right,J. Jaquez Jr. 6' driving Layup (9 PTS),[1631170],1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.53,Made,,,,,,,,9.0,,,,,,,,,,
579,PT07M08.00S,2024-04-01T00:01:34.8Z,4,REGULAR,turnover,lost ball,[],1630166,,,1610612764,87,105,2024-04-01T00:01:40Z,5670000,False,,,0,,D. Avdija lost ball TURNOVER (3 TO),"[1630166, 1626179]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,3.0,Rozier,1626179.0,,,,,,,,,,,
580,PT07M08.00S,2024-04-01T00:01:34.8Z,4,REGULAR,steal,,[],1626179,,,1610612748,87,105,2024-04-01T00:01:36Z,5680000,False,,,0,,T. Rozier STEAL (4 STL),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
581,PT07M04.00S,2024-04-01T00:01:39.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629312,94.43166885676742,55.392156862745104,1610612748,87,105,2024-04-01T00:01:59Z,5690000,False,27.0,0.0,1,right,MISS H. Highsmith running alley-oop Layup,[1629312],1610612748.0,MIA,running alley-oop,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,,
582,PT07M02.00S,2024-04-01T00:01:41.0Z,4,REGULAR,rebound,defensive,[],1630166,,,1610612764,87,105,2024-04-01T00:01:45Z,5700000,False,,,0,,D. Avdija REBOUND (Off:0 Def:8),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,581.0,8.0,8.0,0.0,,,,,,,,,,,,,,
583,PT06M58.00S,2024-04-01T00:01:44.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,22.815374507227332,89.70588235294117,1610612764,90,105,2024-04-01T00:23:19Z,5710000,False,-199.0,162.0,1,left,J. Poole 25' 3PT running (20 PTS) (C. Kispert 3 AST),"[1629673, 1630557]",1610612764.0,WAS,running,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,25.62,Made,,,,,,,,20.0,,,C. Kispert,1630557.0,3.0,,,,,
585,PT06M57.00S,2024-04-01T00:01:55.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,90,105,2024-04-01T00:01:55Z,5730000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT06M57.00S,2024-04-01T00:02:15.2Z,4,REGULAR,substitution,out,[],1630166,,,1610612748,90,105,2024-04-01T00:04:26Z,5740000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT06M57.00S,2024-04-01T00:02:15.2Z,4,REGULAR,substitution,out,[],1626179,,,1610612748,90,105,2024-04-01T00:04:26Z,5750000,False,,,0,,SUB out: T. Rozier,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT06M57.00S,2024-04-01T00:02:15.2Z,4,REGULAR,substitution,out,[],1631170,,,1610612748,90,105,2024-04-01T00:04:26Z,5760000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT06M57.00S,2024-04-01T00:02:15.2Z,4,REGULAR,substitution,in,[],1628963,,,1610612748,90,105,2024-04-01T00:04:26Z,5770000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
590,PT06M57.00S,2024-04-01T00:02:15.2Z,4,REGULAR,substitution,in,[],202710,,,1610612748,90,105,2024-04-01T00:04:26Z,5780000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT06M57.00S,2024-04-01T00:02:15.2Z,4,REGULAR,substitution,in,[],1629130,,,1610612748,90,105,2024-04-01T00:04:26Z,5790000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT06M57.00S,2024-04-01T00:02:15.2Z,4,REGULAR,substitution,out,[],1630264,,,1610612748,90,105,2024-04-01T00:05:46Z,5795000,False,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT06M57.00S,2024-04-01T00:02:15.2Z,4,REGULAR,substitution,in,[],1630215,,,1610612748,90,105,2024-04-01T00:05:46Z,5797500,False,,,0,,SUB in: J. Butler,[1630215],1610612764.0,WAS,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT06M42.00S,2024-04-01T00:05:03.3Z,4,REGULAR,turnover,out-of-bounds,[],1629130,,,1610612748,90,105,2024-04-01T00:10:07Z,5800000,False,,,0,,D. Robinson step out-of-bounds TURNOVER (1 TO),[1629130],1610612748.0,MIA,step,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,,,,,,,203593.0,,,,
593,PT06M29.00S,2024-04-01T00:05:28.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,35.69316688567674,47.05882352941176,1610612764,90,105,2024-04-01T00:05:34Z,5810000,False,15.0,283.0,1,left,MISS J. Poole 28' 3PT,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,28.34,Missed,,,,,,,,,,,,,,,,,,
594,PT06M24.00S,2024-04-01T00:05:33.2Z,4,REGULAR,rebound,defensive,[],202710,,,1610612748,90,105,2024-04-01T00:05:34Z,5820000,False,,,0,,J. Butler REBOUND (Off:2 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,593.0,7.0,5.0,2.0,,,,,,,,,,,,,,
597,PT06M03.00S,2024-04-01T00:05:54.3Z,4,REGULAR,2pt,Jump Shot,[],202710,87.20433639947439,19.11764705882353,1610612748,90,105,2024-04-01T00:11:18Z,5830000,False,-154.0,68.0,1,right,MISS J. Butler 16' fadeaway Shot,[202710],1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left,16.86,Missed,,,,,,,,,,,,,,,,,,
598,PT05M59.00S,2024-04-01T00:05:58.3Z,4,REGULAR,rebound,defensive,[],1628963,,,1610612764,90,105,2024-04-01T00:11:18Z,5840000,False,,,0,,M. Bagley III REBOUND (Off:3 Def:6),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Mid-Range,16-24 Left,,,597.0,9.0,6.0,3.0,,,,,,,,,,,,,,
599,PT05M47.00S,2024-04-01T00:06:09.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,6.258212877792378,55.14705882352941,1610612764,92,105,2024-04-01T00:06:29Z,5850000,False,-26.0,6.0,1,left,M. Bagley III Layup (12 PTS) (J. Bernard 1 AST),"[1628963, 1631262]",1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.65,Made,,,,,,,,12.0,,,J. Bernard,1631262.0,1.0,,,,,
601,PT05M36.00S,2024-04-01T00:06:28.3Z,4,REGULAR,foul,personal,[],1629673,,,1610612748,92,105,2024-04-01T00:11:24Z,5870000,False,,,0,,J. Poole personal FOUL (3 PF),"[1629673, 202710]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,202901.0,3.0,0.0,Butler,202710.0
603,PT05M24.00S,2024-04-01T00:06:49.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,93.9060446780552,54.41176470588235,1610612748,92,107,2024-04-01T00:06:55Z,5890000,False,22.0,5.0,1,right,D. Wright driving Layup (9 PTS),[1626153],1610612748.0,MIA,driving,,,Wright,D. Wright,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,,,,9.0,,,,,,,,,,
604,PT05M20.00S,2024-04-01T00:06:56.8Z,4,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612764,92,107,2024-04-01T00:07:24Z,5900000,False,,,0,,D. Robinson shooting personal FOUL (3 PF) (Kispert 2 FT),"[1629130, 1630557]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202901.0,3.0,0.0,Kispert,1630557.0
