actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
597,PT02M37.00S,2024-01-15T22:11:40.0Z,4,REGULAR,freethrow,1 of 1,[],202692,,,1610612765,110,122,2024-01-15T22:11:40Z,5900000,False,,,0,,A. Burks technical Free Throw 1 of 1 (34 PTS),[202692],1610612765.0,DET,technical,,,Burks,A. Burks,,,,,,,,,,,,Made,34.0,,,,,,,,,,,,,
598,PT02M37.00S,2024-01-15T22:11:45.2Z,4,REGULAR,freethrow,1 of 2,[],1631093,,,1610612765,110,123,2024-01-15T22:11:52Z,5910000,False,,,0,,J. Ivey Free Throw 1 of 2 (24 PTS),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,Made,24.0,,,,,,,,,,,,,
599,PT02M37.00S,2024-01-15T22:11:45.2Z,4,REGULAR,freethrow,2 of 2,[],1631093,,,1610612765,110,123,2024-01-15T22:11:52Z,5920000,False,,,0,,MISS J. Ivey Free Throw 2 of 2,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
600,PT02M33.00S,2024-01-15T22:11:49.2Z,4,REGULAR,rebound,defensive,[],1641731,,,1610612764,110,123,2024-01-15T22:11:52Z,5930000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:2),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,599.0,3.0,2.0,1.0,,,,,,,,,
601,PT02M30.00S,2024-01-15T22:11:54.4Z,4,REGULAR,3pt,Jump Shot,[],1626145,22.78252299605782,9.558823529411768,1610612764,110,123,2024-01-15T22:16:13Z,5940000,False,202.0,162.0,1,left,MISS T. Jones 25' pullup 3PT,[1626145],1610612764.0,WAS,pullup,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,25.89,,,,,,,
602,PT02M22.00S,2024-01-15T22:12:02.4Z,4,REGULAR,rebound,offensive,[],1630264,,,1610612764,110,123,2024-01-15T22:12:02Z,5950000,False,,,0,,A. Gill REBOUND (Off:1 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Right Center,,,,,,,,601.0,1.0,0.0,1.0,,,,,,,,,
603,PT02M22.00S,2024-01-15T22:12:02.5Z,4,REGULAR,turnover,bad pass,[],1630264,,,1610612764,110,123,2024-01-15T22:12:14Z,5960000,False,,,0,,A. Gill bad pass TURNOVER (1 TO),"[1630264, 1630191]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1.0,,,,,,,Stewart,1630191.0
604,PT02M22.00S,2024-01-15T22:12:02.5Z,4,REGULAR,steal,,[],1630191,,,1610612765,110,123,2024-01-15T22:12:04Z,5970000,False,,,0,,I. Stewart STEAL (1 STL),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
605,PT02M07.00S,2024-01-15T22:12:17.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1631093,92.82194480946123,32.84313725490196,1610612765,110,123,2024-01-15T22:12:37Z,5980000,False,-86.0,15.0,1,right,MISS J. Ivey 8' fadeaway Shot - blocked,"[1631093, 1630166]",1610612765.0,DET,fadeaway,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,,,8.71,,,,Avdija,1630166.0,,
606,PT02M07.00S,2024-01-15T22:12:17.2Z,4,REGULAR,block,,[],1630166,,,1610612765,110,123,2024-01-15T22:12:19Z,5990000,False,,,0,,D. Avdija BLOCK (2 BLK),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
607,PT02M07.00S,2024-01-15T22:12:17.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612765,110,123,2024-01-15T22:12:37Z,6000000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,605.0,,,,,,,,,,,,
609,PT02M03.00S,2024-01-15T22:12:33.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631105,93.08475689881735,52.69607843137255,1610612765,110,125,2024-01-15T22:20:08Z,6020000,False,13.0,13.0,1,right,J. Duren reverse Layup (20 PTS) (A. Burks 2 AST),"[1631105, 202692]",1610612765.0,DET,reverse,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Made,20.0,,,,,,1.84,A. Burks,202692.0,2.0,,,,
611,PT01M53.00S,2024-01-15T22:12:46.2Z,4,REGULAR,2pt,Jump Shot,['defensivegoaltending'],1626145,20.02299605781866,67.40196078431373,1610612764,112,125,2024-01-15T22:13:34Z,6040000,False,-87.0,136.0,1,left,T. Jones 16' pullup Jump Shot (22 PTS),[1626145],1610612764.0,WAS,pullup,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,Made,22.0,,,,,,16.12,,,,,,,
612,PT01M53.00S,2024-01-15T22:12:51.7Z,4,REGULAR,violation,defensive goaltending,[],1630191,,,1610612764,112,125,2024-01-15T22:13:59Z,6050000,False,,,0,,I. Stewart defensive goaltending VIOLATION,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,201246.0,,,,,,,,,,,,,,,,,,,
614,PT01M47.00S,2024-01-15T22:14:28.7Z,4,REGULAR,turnover,out-of-bounds,[],1628995,,,1610612765,112,125,2024-01-15T22:14:49Z,6070000,False,,,0,,K. Knox II lost ball out-of-bounds TURNOVER (1 TO),[1628995],1610612765.0,DET,lost ball,,,Knox II,K. Knox II,,,,,Mid-Range,16-24 Right Center,1628484.0,,,,,,,,,,,1.0,,,,,,,,
615,PT01M47.00S,2024-01-15T22:14:34.1Z,4,REGULAR,substitution,out,[],1628995,,,1610612764,112,125,2024-01-15T22:14:47Z,6080000,False,,,0,,SUB out: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT01M47.00S,2024-01-15T22:14:34.1Z,4,REGULAR,substitution,out,[],1630191,,,1610612764,112,125,2024-01-15T22:14:47Z,6090000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT01M47.00S,2024-01-15T22:14:34.1Z,4,REGULAR,substitution,in,[],1630165,,,1610612764,112,125,2024-01-15T22:14:47Z,6100000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT01M47.00S,2024-01-15T22:14:34.1Z,4,REGULAR,substitution,in,[],1641709,,,1610612764,112,125,2024-01-15T22:14:47Z,6110000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT01M40.00S,2024-01-15T22:14:57.5Z,4,REGULAR,turnover,lost ball,[],1629673,,,1610612764,112,125,2024-01-15T22:15:08Z,6120000,False,,,0,,J. Poole lost ball TURNOVER (1 TO),"[1629673, 1641709]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,,,,,,,Thompson,1641709.0
620,PT01M40.00S,2024-01-15T22:14:57.5Z,4,REGULAR,steal,,[],1641709,,,1610612765,112,125,2024-01-15T22:14:59Z,6130000,False,,,0,,A. Thompson STEAL (3 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
621,PT01M38.00S,2024-01-15T22:15:02.5Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641709,92.95335085413929,50.49019607843137,1610612765,112,127,2024-01-15T22:21:46Z,6140000,False,2.0,14.0,1,right,A. Thompson running DUNK (12 PTS),[1641709],1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,Made,12.0,,,,,,1.39,,,,,,,
623,PT01M31.00S,2024-01-15T22:15:25.4Z,4,REGULAR,3pt,Jump Shot,[],1630166,25.673455978975028,14.215686274509807,1610612764,112,127,2024-01-15T22:15:33Z,6160000,False,179.0,189.0,1,left,MISS D. Avdija 26' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,,26.01,,,,,,,
624,PT01M28.00S,2024-01-15T22:15:28.1Z,4,REGULAR,rebound,offensive,[],1626145,,,1610612764,112,127,2024-01-15T22:15:28Z,6170000,False,,,0,,T. Jones REBOUND (Off:2 Def:4),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,623.0,6.0,4.0,2.0,,,,,,,,,
625,PT01M28.00S,2024-01-15T22:15:29.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630166,6.093955321944804,47.549019607843135,1610612764,114,127,2024-01-15T22:22:36Z,6180000,False,12.0,5.0,1,left,D. Avdija driving Layup (12 PTS) (T. Jones 7 AST),"[1630166, 1626145]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,Made,12.0,,,,,,1.32,T. Jones,1626145.0,7.0,,,,
627,PT01M05.00S,2024-01-15T22:15:56.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,81.38961892247043,52.69607843137255,1610612765,114,129,2024-01-15T22:23:04Z,6200000,False,13.0,122.0,1,right,A. Thompson 12' turnaround fadeaway Jump Shot (14 PTS) (J. Ivey 6 AST),"[1641709, 1631093]",1610612765.0,DET,turnaround fadeaway,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,14.0,,,,,,12.31,J. Ivey,1631093.0,6.0,,,,
629,PT01M05.00S,2024-01-15T22:16:04.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612764,114,129,2024-01-15T22:16:04Z,6220000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT01M05.00S,2024-01-15T22:16:56.3Z,4,REGULAR,substitution,out,[],1626145,,,1610612764,114,129,2024-01-15T22:17:45Z,6230000,False,,,0,,SUB out: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT01M05.00S,2024-01-15T22:16:56.3Z,4,REGULAR,substitution,out,[],1630166,,,1610612764,114,129,2024-01-15T22:17:45Z,6240000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT01M05.00S,2024-01-15T22:16:56.3Z,4,REGULAR,substitution,out,[],1629673,,,1610612764,114,129,2024-01-15T22:17:45Z,6250000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT01M05.00S,2024-01-15T22:16:56.3Z,4,REGULAR,substitution,out,[],1630165,,,1610612764,114,129,2024-01-15T22:17:45Z,6260000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT01M05.00S,2024-01-15T22:16:56.3Z,4,REGULAR,substitution,in,[],1631098,,,1610612764,114,129,2024-01-15T22:17:45Z,6270000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT01M05.00S,2024-01-15T22:16:56.3Z,4,REGULAR,substitution,in,[],1631116,,,1610612764,114,129,2024-01-15T22:17:45Z,6280000,False,,,0,,SUB in: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT01M05.00S,2024-01-15T22:16:56.3Z,4,REGULAR,substitution,in,[],1628977,,,1610612764,114,129,2024-01-15T22:17:45Z,6290000,False,,,0,,SUB in: H. Diallo,[1628977],1610612764.0,WAS,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT01M05.00S,2024-01-15T22:16:56.3Z,4,REGULAR,substitution,in,[],1630191,,,1610612764,114,129,2024-01-15T22:17:45Z,6300000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M50.80S,2024-01-15T22:17:47.6Z,4,REGULAR,3pt,Jump Shot,[],1641731,23.833771353482263,87.5,1610612764,114,129,2024-01-15T22:18:07Z,6310000,False,-188.0,172.0,1,left,MISS B. Coulibaly 25' 3PT,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,25.41,,,,,,,
639,PT00M44.40S,2024-01-15T22:17:54.1Z,4,REGULAR,rebound,defensive,[],1631105,,,1610612765,114,129,2024-01-15T22:17:54Z,6320000,False,,,0,,J. Duren REBOUND (Off:2 Def:17),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,638.0,19.0,17.0,2.0,,,,,,,,,
641,PT00M31.00S,2024-01-15T22:18:22.9Z,4,REGULAR,3pt,Jump Shot,[],1631093,70.3515111695138,21.07843137254902,1610612765,114,129,2024-01-15T22:23:49Z,6340000,False,-145.0,226.0,1,right,MISS J. Ivey 26' pullup 3PT,[1631093],1610612765.0,DET,pullup,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,26.85,,,,,,,
642,PT00M27.40S,2024-01-15T22:18:26.5Z,4,REGULAR,rebound,defensive,[],1641731,,,1610612764,114,129,2024-01-15T22:18:28Z,6350000,False,,,0,,B. Coulibaly REBOUND (Off:1 Def:3),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,,,,,,,,641.0,4.0,3.0,1.0,,,,,,,,,
643,PT00M23.20S,2024-01-15T22:18:30.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630264,7.145203679369246,51.470588235294116,1610612764,114,129,2024-01-15T22:18:40Z,6360000,False,-7.0,15.0,1,left,MISS A. Gill turnaround Hook - blocked,"[1630264, 1631093]",1610612764.0,WAS,turnaround,,,Gill,A. Gill,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,1.65,,,,Ivey,1631093.0,,
644,PT00M23.20S,2024-01-15T22:18:30.7Z,4,REGULAR,block,,[],1631093,,,1610612764,114,129,2024-01-15T22:18:35Z,6370000,False,,,0,,J. Ivey BLOCK (3 BLK),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
645,PT00M23.20S,2024-01-15T22:18:30.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612764,114,129,2024-01-15T22:18:40Z,6380000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,643.0,,,,,,,,,,,,
647,PT00M23.20S,2024-01-15T22:18:39.2Z,4,REGULAR,substitution,out,[],1631105,,,1610612764,114,129,2024-01-15T22:18:50Z,6400000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M23.20S,2024-01-15T22:18:39.2Z,4,REGULAR,substitution,in,[],1628995,,,1610612764,114,129,2024-01-15T22:18:50Z,6410000,False,,,0,,SUB in: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M17.50S,2024-01-15T22:19:01.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630264,25.804862023653087,84.80392156862746,1610612764,117,129,2024-01-15T22:19:07Z,6420000,False,-174.0,190.0,1,left,A. Gill 25' 3PT  (3 PTS) (B. Coulibaly 2 AST),"[1630264, 1641731]",1610612764.0,WAS,,,,Gill,A. Gill,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,,,,,,25.77,B. Coulibaly,1641731.0,2.0,,,,
651,PT00M00.00S,2024-01-15T22:19:32.0Z,4,REGULAR,period,end,[],0,,,1610612765,117,129,2024-01-15T22:19:32Z,6440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M00.00S,2024-01-15T22:19:35.8Z,4,REGULAR,game,end,[],0,,,0,117,129,2024-01-15T22:19:35Z,6450000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
