actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
169,PT11M27.00S,2024-01-15T20:40:12.1Z,2,REGULAR,3pt,Jump Shot,[],1631116,71.53416557161628,80.88235294117646,1610612764,25,31,2024-01-15T20:40:19Z,1670000,False,154.0,215.0,1,right,P. Baldwin Jr. 26' 3PT  (3 PTS) (C. Kispert 1 AST),"[1631116, 1630557]",1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,,,,,,26.48,C. Kispert,1630557.0,1.0,,,,
171,PT11M10.00S,2024-01-15T20:40:30.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631204,12.927069645203687,52.205882352941174,1610612765,25,33,2024-01-15T20:40:36Z,1690000,False,-11.0,69.0,1,left,M. Sasser 6' floating Jump Shot (2 PTS),[1631204],1610612765.0,DET,floating,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,,,,,,6.99,,,,,,,
172,PT10M58.00S,2024-01-15T20:40:44.0Z,2,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612764,25,33,2024-01-15T20:40:51Z,1700000,False,,,0,,D. Avdija bad pass out-of-bounds TURNOVER (2 TO),[1630166],1610612764.0,WAS,bad pass,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,201246.0,,,,,,,,,,,2.0,,,,,,,,
173,PT10M39.00S,2024-01-15T20:41:08.2Z,2,REGULAR,turnover,bad pass,[],203925,,,1610612765,25,33,2024-01-15T20:41:14Z,1710000,False,,,0,,J. Harris bad pass TURNOVER (1 TO),"[203925, 1631116]",1610612765.0,DET,,,,Harris,J. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,,,Baldwin Jr.,1631116.0
174,PT10M39.00S,2024-01-15T20:41:08.2Z,2,REGULAR,steal,,[],1631116,,,1610612764,25,33,2024-01-15T20:41:11Z,1720000,False,,,0,,P. Baldwin Jr. STEAL (1 STL),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
175,PT10M31.00S,2024-01-15T20:41:18.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629013,93.34756898817345,54.90196078431372,1610612764,25,33,2024-01-15T21:55:51Z,1730000,False,25.0,10.0,1,right,MISS L. Shamet driving Layup - blocked,"[1629013, 1630164]",1610612764.0,WAS,driving,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,2.65,,,,Wiseman,1630164.0,,
176,PT10M31.00S,2024-01-15T20:41:18.6Z,2,REGULAR,block,,[],1630164,,,1610612764,25,33,2024-01-15T20:42:30Z,1740000,False,,,0,,J. Wiseman BLOCK (2 BLK),[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
177,PT10M29.00S,2024-01-15T20:41:20.6Z,2,REGULAR,rebound,defensive,[],202692,,,1610612765,25,33,2024-01-15T20:46:17Z,1750000,False,,,0,,A. Burks REBOUND (Off:0 Def:2),[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,,,,,,,,175.0,2.0,2.0,0.0,,,,,,,,,
178,PT10M20.00S,2024-01-15T20:41:28.6Z,2,REGULAR,foul,personal,[],1630557,,,1610612765,25,33,2024-01-15T20:41:35Z,1760000,False,,,0,,C. Kispert personal FOUL (2 PF),"[1630557, 202692]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,201246.0,2.0,0.0,Burks,202692.0,,,,,,,,,,,,,,,
180,PT10M15.00S,2024-01-15T20:41:53.0Z,2,REGULAR,foul,personal,[],1630557,,,1610612765,25,33,2024-01-15T20:41:59Z,1780000,False,,,0,,C. Kispert personal FOUL (3 PF),"[1630557, 202692]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,16-24 Left Center,201246.0,3.0,0.0,Burks,202692.0,,,,,,,,,,,,,,,
182,PT10M03.00S,2024-01-15T20:42:21.8Z,2,REGULAR,3pt,Jump Shot,[],202692,7.013797634691201,97.30392156862744,1610612765,25,33,2024-01-15T20:42:27Z,1800000,False,-237.0,13.0,1,left,MISS A. Burks 3PT,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,,,,,23.69,,,,,,,
183,PT10M00.00S,2024-01-15T20:42:24.8Z,2,REGULAR,rebound,defensive,[],1631116,,,1610612764,25,33,2024-01-15T20:42:27Z,1810000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:1),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,182.0,1.0,1.0,0.0,,,,,,,,,
184,PT09M54.00S,2024-01-15T20:42:32.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,92.16491458607096,59.80392156862745,1610612764,25,33,2024-01-15T20:42:43Z,1820000,False,49.0,21.0,1,right,MISS D. Avdija driving Layup - blocked,"[1630166, 1631204]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,5.33,,,,Sasser,1631204.0,,
185,PT09M54.00S,2024-01-15T20:42:32.3Z,2,REGULAR,block,,[],1631204,,,1610612764,25,33,2024-01-15T20:48:01Z,1830000,False,,,0,,M. Sasser BLOCK (2 BLK),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
186,PT09M54.00S,2024-01-15T20:42:32.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,25,33,2024-01-15T20:42:43Z,1840000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,184.0,,,,,,,,,,,,
188,PT09M54.00S,2024-01-15T20:42:41.4Z,2,REGULAR,substitution,out,[],1631204,,,1610612764,25,33,2024-01-15T20:42:48Z,1860000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M54.00S,2024-01-15T20:42:41.4Z,2,REGULAR,substitution,in,[],1631093,,,1610612764,25,33,2024-01-15T20:42:48Z,1870000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M49.00S,2024-01-15T20:42:59.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631116,73.242444152431,83.57843137254902,1610612764,28,33,2024-01-15T20:43:04Z,1880000,False,168.0,199.0,1,right,P. Baldwin Jr. 26' 3PT  (6 PTS) (C. Kispert 2 AST),"[1631116, 1630557]",1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Made,6.0,,,,,,26.04,C. Kispert,1630557.0,2.0,,,,
192,PT09M30.00S,2024-01-15T20:43:18.5Z,2,REGULAR,turnover,bad pass,[],1631093,,,1610612765,28,33,2024-01-15T20:43:24Z,1900000,False,,,0,,J. Ivey bad pass TURNOVER (2 TO),"[1631093, 1629013]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,2.0,,,,,,,Shamet,1629013.0
193,PT09M30.00S,2024-01-15T20:43:18.5Z,2,REGULAR,steal,,[],1629013,,,1610612764,28,33,2024-01-15T20:43:20Z,1910000,False,,,0,,L. Shamet STEAL (1 STL),[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
194,PT09M27.00S,2024-01-15T20:43:22.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629013,92.95335085413929,44.607843137254896,1610612764,30,33,2024-01-15T20:43:34Z,1920000,False,-27.0,14.0,1,right,L. Shamet running Layup (2 PTS),[1629013],1610612764.0,WAS,running,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,,3.03,,,,,,,
195,PT09M27.00S,2024-01-15T20:43:25.0Z,2,REGULAR,foul,personal,['1freethrow'],202692,,,1610612764,30,33,2024-01-15T20:43:40Z,1930000,False,,,0,,A. Burks shooting personal FOUL (1 PF) (Shamet 1 FT),"[202692, 1629013]",1610612765.0,DET,shooting,,,Burks,A. Burks,,,,,Restricted Area,0-8 Center,1626301.0,1.0,0.0,Shamet,1629013.0,,,,,,,,,,,,,,,
197,PT09M27.00S,2024-01-15T20:43:40.9Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,30,33,2024-01-15T20:43:50Z,1950000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M27.00S,2024-01-15T20:43:40.9Z,2,REGULAR,substitution,out,[],202692,,,1610612764,30,33,2024-01-15T20:43:50Z,1960000,False,,,0,,SUB out: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M27.00S,2024-01-15T20:43:40.9Z,2,REGULAR,substitution,in,[],1629673,,,1610612764,30,33,2024-01-15T20:43:50Z,1970000,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M27.00S,2024-01-15T20:43:40.9Z,2,REGULAR,substitution,in,[],1630165,,,1610612764,30,33,2024-01-15T20:43:50Z,1980000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M27.00S,2024-01-15T20:44:01.5Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629013,,,1610612764,31,33,2024-01-15T20:44:01Z,1990000,False,,,0,,L. Shamet Free Throw 1 of 1 (3 PTS),[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
202,PT09M14.00S,2024-01-15T20:44:16.1Z,2,REGULAR,turnover,bad pass,[],1631093,,,1610612765,31,33,2024-01-15T20:44:22Z,2000000,False,,,0,,J. Ivey bad pass TURNOVER (3 TO),"[1631093, 1626153]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,3.0,,,,,,,Wright,1626153.0
203,PT09M14.00S,2024-01-15T20:44:16.1Z,2,REGULAR,steal,,[],1626153,,,1610612764,31,33,2024-01-15T20:44:18Z,2010000,False,,,0,,D. Wright STEAL (1 STL),[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
204,PT09M12.00S,2024-01-15T20:44:19.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629013,92.95335085413929,50.49019607843137,1610612764,33,33,2024-01-15T20:44:29Z,2020000,False,2.0,14.0,1,right,L. Shamet cutting Layup (5 PTS) (D. Wright 1 AST),"[1629013, 1626153]",1610612764.0,WAS,cutting,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,,,,,1.39,D. Wright,1626153.0,1.0,,,,
206,PT09M12.00S,2024-01-15T20:44:24.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,33,33,2024-01-15T20:44:24Z,2040000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M12.00S,2024-01-15T20:44:26.0Z,2,REGULAR,substitution,out,[],203925,,,1610612765,33,33,2024-01-15T20:47:01Z,2050000,False,,,0,,SUB out: J. Harris,[203925],1610612765.0,DET,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M12.00S,2024-01-15T20:44:26.0Z,2,REGULAR,substitution,in,[],1628995,,,1610612765,33,33,2024-01-15T20:47:01Z,2060000,False,,,0,,SUB in: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M56.00S,2024-01-15T20:47:28.2Z,2,REGULAR,3pt,Jump Shot,[],1628995,12.401445466491452,3.9215686274509807,1610612765,33,33,2024-01-15T20:47:33Z,2070000,False,230.0,64.0,1,left,MISS K. Knox II 3PT,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,,23.92,,,,,,,
210,PT08M50.00S,2024-01-15T20:47:34.2Z,2,REGULAR,rebound,defensive,[],1631116,,,1610612764,33,33,2024-01-15T20:47:33Z,2080000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:2),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,209.0,2.0,2.0,0.0,,,,,,,,,
211,PT08M42.00S,2024-01-15T20:47:41.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.82194480946123,43.13725490196079,1610612764,35,33,2024-01-15T20:47:52Z,2090000,False,-34.0,15.0,1,right,J. Poole driving finger roll Layup (4 PTS) (D. Wright 2 AST),"[1629673, 1626153]",1610612764.0,WAS,driving finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,,3.74,D. Wright,1626153.0,2.0,,,,
213,PT08M31.00S,2024-01-15T20:47:54.7Z,2,REGULAR,foul,personal,['2freethrow'],1631116,,,1610612765,35,33,2024-01-15T20:48:03Z,2110000,False,,,0,,P. Baldwin Jr. shooting personal FOUL (1 PF) (Knox II 2 FT),"[1631116, 1628995]",1610612764.0,WAS,shooting,,,Baldwin Jr.,P. Baldwin Jr.,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,1.0,0.0,Knox II,1628995.0,,,,,,,,,,,,,,,
215,PT08M31.00S,2024-01-15T20:48:20.6Z,2,REGULAR,freethrow,1 of 2,[],1628995,,,1610612765,35,34,2024-01-15T20:48:20Z,2130000,False,,,0,,K. Knox II Free Throw 1 of 2 (1 PTS),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
216,PT08M31.00S,2024-01-15T20:48:21.4Z,2,REGULAR,substitution,out,[],1630164,,,1610612765,35,34,2024-01-15T20:48:25Z,2140000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M31.00S,2024-01-15T20:48:21.4Z,2,REGULAR,substitution,in,[],1631105,,,1610612765,35,34,2024-01-15T20:48:25Z,2150000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M31.00S,2024-01-15T20:48:43.1Z,2,REGULAR,freethrow,2 of 2,[],1628995,,,1610612765,35,35,2024-01-15T20:48:43Z,2160000,False,,,0,,K. Knox II Free Throw 2 of 2 (2 PTS),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
219,PT08M19.00S,2024-01-15T20:48:55.9Z,2,REGULAR,3pt,Jump Shot,[],1629013,66.67214191852825,51.71568627450981,1610612764,38,35,2024-01-15T20:49:01Z,2170000,False,9.0,261.0,1,right,L. Shamet 26' 3PT  (8 PTS) (D. Wright 3 AST),"[1629013, 1626153]",1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,,,,,Made,8.0,,,,,,26.09,D. Wright,1626153.0,3.0,,,,
221,PT08M02.00S,2024-01-15T20:49:14.4Z,2,REGULAR,foul,personal,['2freethrow'],1631116,,,1610612765,38,35,2024-01-15T20:49:24Z,2190000,False,,,0,,P. Baldwin Jr. shooting personal FOUL (2 PF) (Thompson 2 FT),"[1631116, 1641709]",1610612764.0,WAS,shooting,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Restricted Area,0-8 Center,201246.0,2.0,0.0,Thompson,1641709.0,,,,,,,,,,,,,,,
223,PT08M02.00S,2024-01-15T20:49:38.4Z,2,REGULAR,freethrow,1 of 2,[],1641709,,,1610612765,38,36,2024-01-15T20:49:57Z,2210000,False,,,0,,A. Thompson Free Throw 1 of 2 (6 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
224,PT08M02.00S,2024-01-15T20:49:38.4Z,2,REGULAR,freethrow,2 of 2,[],1641709,,,1610612765,38,36,2024-01-15T20:49:57Z,2220000,False,,,0,,MISS A. Thompson Free Throw 2 of 2,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
225,PT07M58.00S,2024-01-15T20:49:42.4Z,2,REGULAR,rebound,defensive,[],1631116,,,1610612764,38,36,2024-01-15T20:49:57Z,2230000,False,,,0,,P. Baldwin Jr. REBOUND (Off:0 Def:3),[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,224.0,3.0,3.0,0.0,,,,,,,,,
226,PT07M42.00S,2024-01-15T20:50:12.3Z,2,REGULAR,3pt,Jump Shot,[],1631116,68.38042049934297,73.2843137254902,1610612764,41,36,2024-01-15T20:50:16Z,2240000,False,116.0,245.0,1,right,P. Baldwin Jr. 27' 3PT  (9 PTS) (D. Avdija 2 AST),"[1631116, 1630166]",1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Made,9.0,,,,,,27.1,D. Avdija,1630166.0,2.0,,,,
228,PT07M25.00S,2024-01-15T20:50:28.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631093,5.568331143232584,54.65686274509804,1610612765,41,38,2024-01-15T20:50:32Z,2260000,False,-23.0,0.0,1,left,J. Ivey Layup (10 PTS) (A. Thompson 1 AST),"[1631093, 1641709]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,,,,,,2.33,A. Thompson,1641709.0,1.0,,,,
230,PT07M19.00S,2024-01-15T20:50:36.9Z,2,REGULAR,foul,personal,[],1641709,,,1610612764,41,38,2024-01-15T20:50:45Z,2280000,False,,,0,,A. Thompson personal FOUL (2 PF),"[1641709, 1629673]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Left,201246.0,2.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,
232,PT07M19.00S,2024-01-15T20:50:44.0Z,2,REGULAR,substitution,out,[],1626153,,,1610612764,41,38,2024-01-15T20:50:50Z,2300000,False,,,0,,SUB out: D. Wright,[1626153],1610612764.0,WAS,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M19.00S,2024-01-15T20:50:44.0Z,2,REGULAR,substitution,in,[],1626145,,,1610612764,41,38,2024-01-15T20:50:50Z,2310000,False,,,0,,SUB in: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M12.00S,2024-01-15T20:51:06.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629013,88.48554533508542,50.0,1610612764,41,38,2024-01-15T20:51:10Z,2320000,False,0.0,56.0,1,right,MISS L. Shamet floating Shot,[1629013],1610612764.0,WAS,floating,,,Shamet,L. Shamet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,,5.57,,,,,,,
235,PT07M10.00S,2024-01-15T20:51:08.9Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,41,38,2024-01-15T20:51:10Z,2330000,False,,,0,,J. Duren REBOUND (Off:1 Def:6),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,234.0,7.0,6.0,1.0,,,,,,,,,
236,PT07M06.00S,2024-01-15T20:51:12.8Z,2,REGULAR,turnover,bad pass,[],1631093,,,1610612765,41,38,2024-01-15T20:51:19Z,2340000,False,,,0,,J. Ivey bad pass TURNOVER (4 TO),"[1631093, 1626145]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,4.0,,,,,,,Jones,1626145.0
237,PT07M06.00S,2024-01-15T20:51:12.8Z,2,REGULAR,steal,,[],1626145,,,1610612764,41,38,2024-01-15T20:51:15Z,2350000,False,,,0,,T. Jones STEAL (1 STL),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
238,PT07M01.00S,2024-01-15T20:51:17.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629673,92.55913272010513,50.73529411764706,1610612764,43,38,2024-01-15T20:51:24Z,2360000,False,4.0,17.0,1,right,J. Poole running Layup (6 PTS) (T. Jones 2 AST),"[1629673, 1626145]",1610612764.0,WAS,running,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,,,,,1.78,T. Jones,1626145.0,2.0,,,,
240,PT06M42.00S,2024-01-15T20:51:35.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,20.285808147174762,63.48039215686275,1610612765,43,40,2024-01-15T20:51:39Z,2380000,False,-67.0,138.0,1,left,K. Hayes 15' pullup Jump Shot (2 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,,,,,,15.38,,,,,,,
241,PT06M32.00S,2024-01-15T20:51:49.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.16491458607096,44.36274509803921,1610612764,43,40,2024-01-15T20:54:11Z,2390000,False,-28.0,21.0,1,right,MISS J. Poole reverse Layup - blocked,"[1629673, 1631105]",1610612764.0,WAS,reverse,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,,3.52,,,,Duren,1631105.0,,
245,PT06M32.00S,2024-01-15T20:51:49.6Z,2,REGULAR,block,,[],1631105,,,1610612764,43,40,2024-01-15T20:52:04Z,2395000,False,,,0,,J. Duren BLOCK (1 BLK),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
242,PT06M30.00S,2024-01-15T20:51:51.6Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,43,40,2024-01-15T20:54:11Z,2400000,False,,,0,,J. Ivey REBOUND (Off:1 Def:2),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,241.0,3.0,2.0,1.0,,,,,,,,,
243,PT06M21.00S,2024-01-15T20:52:00.2Z,2,REGULAR,2pt,Layup,[],1631093,8.196452036793687,69.36274509803921,1610612765,43,40,2024-01-15T20:52:08Z,2410000,False,-97.0,25.0,1,left,MISS J. Ivey 9' Layup - blocked,"[1631093, 1629013]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,,,,,9.99,,,,Shamet,1629013.0,,
244,PT06M21.00S,2024-01-15T20:52:00.2Z,2,REGULAR,block,,[],1629013,,,1610612765,43,40,2024-01-15T20:52:34Z,2420000,False,,,0,,L. Shamet BLOCK (1 BLK),[1629013],1610612764.0,WAS,,,,Shamet,L. Shamet,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
246,PT06M21.00S,2024-01-15T20:52:00.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,43,40,2024-01-15T20:52:08Z,2430000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,243.0,,,,,,,,,,,,
248,PT06M21.00S,2024-01-15T20:52:06.9Z,2,REGULAR,substitution,out,[],1631116,,,1610612765,43,40,2024-01-15T20:52:13Z,2450000,False,,,0,,SUB out: P. Baldwin Jr.,[1631116],1610612764.0,WAS,,,,Baldwin Jr.,P. Baldwin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M21.00S,2024-01-15T20:52:06.9Z,2,REGULAR,substitution,out,[],1630166,,,1610612765,43,40,2024-01-15T20:52:13Z,2460000,False,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M21.00S,2024-01-15T20:52:06.9Z,2,REGULAR,substitution,in,[],1641731,,,1610612765,43,40,2024-01-15T20:52:13Z,2470000,False,,,0,,SUB in: B. Coulibaly,[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M21.00S,2024-01-15T20:52:06.9Z,2,REGULAR,substitution,in,[],1629655,,,1610612765,43,40,2024-01-15T20:52:13Z,2480000,False,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M07.00S,2024-01-15T20:52:34.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641709,6.356767411300922,42.64705882352941,1610612765,43,42,2024-01-15T20:52:38Z,2490000,False,37.0,7.0,1,left,A. Thompson Layup (8 PTS),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,,,,,3.75,,,,,,,
253,PT05M53.00S,2024-01-15T20:52:49.0Z,2,REGULAR,3pt,Jump Shot,[],1629673,71.27135348226018,21.07843137254902,1610612764,43,42,2024-01-15T20:55:23Z,2500000,False,-145.0,218.0,1,right,MISS J. Poole 26' pullup 3PT,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,,26.12,,,,,,,
254,PT05M52.00S,2024-01-15T20:52:50.0Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612764,43,42,2024-01-15T20:56:10Z,2510000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,,,,,,253.0,2.0,1.0,1.0,,,,,,,,,
