actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
173,PT00M04.50S,2022-01-02T00:07:06.1Z,1,REGULAR,3pt,Jump Shot,[],1629638,5.732588699080158,95.83333333333334,1610612740,25,24,2022-01-02T00:07:10Z,1710000,-229.0,1.0,1,left,N. Alexander-Walker 3PT  (7 PTS) (J. Hart 3 AST),"[1629638, 1628404]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,22.92,Made,,,,,,,,7.0,J. Hart,1628404.0,3.0,,,,,,,
175,PT00M00.50S,2022-01-02T00:07:31.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628404,,,1610612749,25,24,2022-01-02T00:07:57Z,1730000,,,0,,J. Hart personal FOUL (2 PF) (Hill 2 FT),"[1628404, 201588]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,200834.0,2.0,0.0,Hill,201588.0
177,PT00M00.50S,2022-01-02T00:08:04.0Z,1,REGULAR,freethrow,1 of 2,[],201588,,,1610612749,26,24,2022-01-02T00:08:04Z,1750000,,,0,,G. Hill Free Throw 1 of 2 (7 PTS),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
178,PT00M00.50S,2022-01-02T00:08:27.8Z,1,REGULAR,freethrow,2 of 2,[],201588,,,1610612749,27,24,2022-01-02T00:08:27Z,1760000,,,0,,G. Hill Free Throw 2 of 2 (8 PTS),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,Made,,,,,,,,8.0,,,,,,,,,,
179,PT00M00.00S,2022-01-02T00:08:34.2Z,1,REGULAR,period,end,[],0,,,1610612740,27,24,2022-01-02T00:08:34Z,1770000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-01-02T00:10:46.0Z,2,REGULAR,substitution,out,['startperiod'],202083,,,1610612740,27,24,2022-01-02T00:11:10Z,1780000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-01-02T00:10:46.0Z,2,REGULAR,substitution,in,['startperiod'],1628960,,,1610612740,27,24,2022-01-02T00:11:10Z,1790000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-01-02T00:11:17.6Z,2,REGULAR,period,start,[],0,,,1610612749,27,24,2022-01-02T00:11:17Z,1800000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT11M46.00S,2022-01-02T00:11:30.7Z,2,REGULAR,3pt,Jump Shot,[],203918,79.31997371879106,6.61764705882353,1610612749,27,24,2022-01-02T00:11:41Z,1810000,-217.0,142.0,1,right,MISS R. Hood 25' 3PT,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,
184,PT11M43.00S,2022-01-02T00:11:33.7Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,27,24,2022-01-02T00:11:41Z,1820000,,,0,,W. Hernangomez REBOUND (Off:3 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,183.0,5.0,2.0,3.0,,,,,,,,,,,,,,
185,PT11M42.00S,2022-01-02T00:11:39.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628404,7.30946123521682,45.588235294117645,1610612740,27,26,2022-01-02T00:11:49Z,1830000,22.0,16.0,1,left,J. Hart running Layup (2 PTS) (D. Graham 2 AST),"[1628404, 1628984]",1610612740.0,NOP,running,,,Hart,J. Hart,,,,,2.74,Made,,,,,,,,2.0,D. Graham,1628984.0,2.0,,,,,,,
186,PT11M42.00S,2022-01-02T00:11:46.2Z,2,REGULAR,foul,personal,['1freethrow'],1628960,,,1610612740,27,26,2022-01-02T00:12:05Z,1840000,,,0,,G. Allen shooting personal FOUL (1 PF) (Hart 1 FT),"[1628960, 1628404]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,200834.0,1.0,0.0,Hart,1628404.0
188,PT11M42.00S,2022-01-02T00:12:08.4Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1628404,,,1610612740,27,27,2022-01-02T00:12:08Z,1860000,,,0,,J. Hart Free Throw 1 of 1 (3 PTS),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
189,PT11M30.00S,2022-01-02T00:12:21.6Z,2,REGULAR,3pt,Jump Shot,[],1626171,66.83639947437582,42.40196078431372,1610612749,30,27,2022-01-02T00:12:26Z,1870000,-38.0,259.0,1,right,B. Portis 26' 3PT  (3 PTS) (G. Antetokounmpo 2 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,26.2,Made,,,,,,,,3.0,G. Antetokounmpo,203507.0,2.0,,,,,,,
191,PT11M14.00S,2022-01-02T00:12:36.6Z,2,REGULAR,3pt,Jump Shot,[],1629109,5.469776609724048,96.81372549019608,1610612740,30,30,2022-01-02T00:12:41Z,1890000,-234.0,-1.0,1,left,G. Clark 3PT  (3 PTS) (W. Hernangomez 1 AST),"[1629109, 1626195]",1610612740.0,NOP,,,,Clark,G. Clark,,,,,23.41,Made,,,,,,,,3.0,W. Hernangomez,1626195.0,1.0,,,,,,,
193,PT11M06.00S,2022-01-02T00:12:45.2Z,2,REGULAR,turnover,lost ball,[],203507,,,1610612749,30,30,2022-01-02T00:12:53Z,1910000,,,0,,G. Antetokounmpo lost ball TURNOVER (2 TO),"[203507, 1629109]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,2.0,Clark,1629109.0,,,,,,,,,,,
194,PT11M06.00S,2022-01-02T00:12:45.2Z,2,REGULAR,steal,,[],1629109,,,1610612740,30,30,2022-01-02T00:12:47Z,1920000,,,0,,G. Clark STEAL (1 STL),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
195,PT11M02.00S,2022-01-02T00:12:51.7Z,2,REGULAR,turnover,backcourt,[],1628404,,,1610612740,30,30,2022-01-02T00:13:00Z,1930000,,,0,,J. Hart backcourt TURNOVER (2 TO),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,2.0,,,,,,,,,200834.0,,,,
197,PT10M50.00S,2022-01-02T00:13:16.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626171,78.53153745072274,36.51960784313725,1610612749,30,30,2022-01-02T00:13:20Z,1940000,-67.0,149.0,1,right,MISS B. Portis 16' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,16.38,Missed,,,,,,,,,,,,,,,,,,
198,PT10M47.00S,2022-01-02T00:13:19.1Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612740,30,30,2022-01-02T00:13:19Z,1950000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,197.0,1.0,1.0,0.0,,,,,,,,,,,,,,
199,PT10M38.00S,2022-01-02T00:13:31.6Z,2,REGULAR,foul,personal,[],1626171,,,1610612740,30,30,2022-01-02T00:13:54Z,1960000,,,0,,B. Portis personal FOUL (1 PF),"[1626171, 1626195]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,203177.0,1.0,0.0,Hernangomez,1626195.0
201,PT10M38.00S,2022-01-02T00:13:48.4Z,2,REGULAR,foul,technical,['1freethrow'],1626171,,,1610612740,30,30,2022-01-02T00:14:06Z,1980000,,,0,,B. Portis technical FOUL (1 Tech),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,200834.0,1.0,1.0,,
220,PT10M38.00S,2022-01-02T00:14:31.7Z,2,REGULAR,freethrow,1 of 1,[],1628984,,,1610612740,30,31,2022-01-02T00:19:26Z,1985000,,,0,,D. Graham technical Free Throw 1 of 1 (1 PTS),[1628984],1610612740.0,NOP,technical,,,Graham,D. Graham,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
202,PT10M33.00S,2022-01-02T00:14:32.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,30,31,2022-01-02T00:14:32Z,1990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M33.00S,2022-01-02T00:14:33.5Z,2,REGULAR,substitution,out,[],203918,,,1610612740,30,31,2022-01-02T00:14:44Z,2000000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M33.00S,2022-01-02T00:14:33.5Z,2,REGULAR,substitution,in,[],1629670,,,1610612740,30,31,2022-01-02T00:14:44Z,2010000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M24.00S,2022-01-02T00:14:51.8Z,2,REGULAR,3pt,Jump Shot,[],1628984,27.414586070959263,17.647058823529413,1610612740,30,31,2022-01-02T00:15:00Z,2020000,162.0,205.0,1,left,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,
206,PT10M21.00S,2022-01-02T00:14:54.8Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612749,30,31,2022-01-02T00:15:00Z,2030000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,205.0,1.0,1.0,0.0,,,,,,,,,,,,,,
207,PT10M10.00S,2022-01-02T00:15:05.1Z,2,REGULAR,2pt,Jump Shot,[],1626171,80.76544021024968,66.42156862745098,1610612749,30,31,2022-01-02T00:17:47Z,2040000,82.0,128.0,1,right,MISS B. Portis 15' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,15.23,Missed,,,,,,,,,,,,,,,,,,
208,PT10M07.00S,2022-01-02T00:15:08.1Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,30,31,2022-01-02T00:15:13Z,2050000,,,0,,J. Hart REBOUND (Off:0 Def:4),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,207.0,4.0,4.0,0.0,,,,,,,,,,,,,,
209,PT10M03.00S,2022-01-02T00:15:13.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628984,8.360709592641262,96.32352941176471,1610612740,30,34,2022-01-02T00:15:31Z,2060000,-232.0,26.0,1,left,D. Graham 3PT running (4 PTS) (J. Hart 4 AST),"[1628984, 1628404]",1610612740.0,NOP,running,,,Graham,D. Graham,,,,,23.31,Made,,,,,,,,4.0,J. Hart,1628404.0,4.0,,,,,,,
211,PT09M47.00S,2022-01-02T00:15:29.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,89.04402102496715,53.67647058823529,1610612749,30,34,2022-01-02T00:50:35Z,2080000,18.0,50.0,1,right,MISS G. Antetokounmpo cutting Layup,[203507],1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,5.37,Missed,,,,,,,,,,,,,,,,,,
212,PT09M47.00S,2022-01-02T00:15:29.5Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612740,30,34,2022-01-02T00:15:35Z,2090000,,,0,,J. Hart REBOUND (Off:0 Def:5),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,211.0,5.0,5.0,0.0,,,,,,,,,,,,,,
213,PT09M40.00S,2022-01-02T00:15:36.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629638,9.543363994743759,47.549019607843135,1610612740,30,34,2022-01-02T00:15:42Z,2100000,12.0,37.0,1,left,MISS N. Alexander-Walker running Layup,[1629638],1610612740.0,NOP,running,,,Alexander-Walker,N. Alexander-Walker,,,,,3.92,Missed,,,,,,,,,,,,,,,,,,
214,PT09M38.00S,2022-01-02T00:15:38.3Z,2,REGULAR,rebound,offensive,[],1628404,,,1610612740,30,34,2022-01-02T00:15:38Z,2110000,,,0,,J. Hart REBOUND (Off:1 Def:5),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,213.0,6.0,5.0,1.0,,,,,,,,,,,,,,
215,PT09M36.00S,2022-01-02T00:15:39.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,25.18068331143233,88.23529411764706,1610612740,30,34,2022-01-02T00:15:45Z,2120000,-191.0,184.0,1,left,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,
216,PT09M36.00S,2022-01-02T00:15:39.9Z,2,REGULAR,rebound,offensive,[],1629109,,,1610612740,30,34,2022-01-02T00:15:45Z,2130000,,,0,,G. Clark REBOUND (Off:1 Def:0),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,215.0,1.0,0.0,1.0,,,,,,,,,,,,,,
217,PT09M32.00S,2022-01-02T00:15:45.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,33.590670170827856,37.5,1610612740,30,37,2022-01-02T00:15:49Z,2140000,62.0,263.0,1,left,D. Graham 27' 3PT  (7 PTS) (G. Clark 1 AST),"[1628984, 1629109]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,27.06,Made,,,,,,,,7.0,G. Clark,1629109.0,1.0,,,,,,,
219,PT09M32.00S,2022-01-02T00:15:51.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,30,37,2022-01-02T00:15:51Z,2160000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M13.00S,2022-01-02T00:19:01.8Z,2,REGULAR,3pt,Jump Shot,[],1629670,68.54467805519053,21.568627450980394,1610612749,33,37,2022-01-02T00:19:07Z,2180000,-142.0,243.0,1,right,J. Nwora 28' 3PT  (3 PTS) (G. Antetokounmpo 3 AST),"[1629670, 203507]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,28.17,Made,,,,,,,,3.0,G. Antetokounmpo,203507.0,3.0,,,,,,,
223,PT08M52.00S,2022-01-02T00:19:22.7Z,2,REGULAR,3pt,Jump Shot,[],1628984,33.459264126149804,60.5392156862745,1610612740,33,37,2022-01-02T00:19:28Z,2200000,-53.0,262.0,1,left,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,
224,PT08M49.00S,2022-01-02T00:19:25.7Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,33,37,2022-01-02T00:19:28Z,2210000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,223.0,7.0,7.0,0.0,,,,,,,,,,,,,,
225,PT08M41.00S,2022-01-02T00:19:33.9Z,2,REGULAR,3pt,Jump Shot,[],1626171,68.41327201051249,29.65686274509804,1610612749,36,37,2022-01-02T00:22:23Z,2220000,-102.0,244.0,1,right,B. Portis 26' 3PT  (6 PTS) (G. Antetokounmpo 4 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,26.47,Made,,,,,,,,6.0,G. Antetokounmpo,203507.0,4.0,,,,,,,
227,PT08M20.00S,2022-01-02T00:19:58.0Z,2,REGULAR,foul,personal,['2freethrow'],1626171,,,1610612740,36,37,2022-01-02T00:20:11Z,2240000,,,0,,B. Portis shooting personal FOUL (2 PF) (Hernangomez 2 FT),"[1626171, 1626195]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,203177.0,2.0,1.0,Hernangomez,1626195.0
229,PT08M20.00S,2022-01-02T00:20:24.0Z,2,REGULAR,freethrow,1 of 2,[],1626195,,,1610612740,36,37,2022-01-02T00:20:24Z,2260000,,,0,,MISS W. Hernangomez Free Throw 1 of 2,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Missed,,,,,,,,,,,,,,,,,,
230,PT08M20.00S,2022-01-02T00:20:24.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,36,37,2022-01-02T00:20:24Z,2270000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,229.0,,,,,,,,,,,,,,,,,
231,PT08M20.00S,2022-01-02T00:20:26.3Z,2,REGULAR,substitution,out,[],1628984,,,1610612740,36,37,2022-01-02T00:20:33Z,2280000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M20.00S,2022-01-02T00:20:26.3Z,2,REGULAR,substitution,in,[],202066,,,1610612740,36,37,2022-01-02T00:20:33Z,2290000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M20.00S,2022-01-02T00:20:45.0Z,2,REGULAR,freethrow,2 of 2,[],1626195,,,1610612740,36,38,2022-01-02T00:20:45Z,2300000,,,0,,W. Hernangomez Free Throw 2 of 2 (5 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
234,PT08M09.00S,2022-01-02T00:20:57.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.11760840998686,51.225490196078425,1610612749,38,38,2022-01-02T00:21:06Z,2310000,6.0,12.0,1,right,G. Antetokounmpo driving DUNK (10 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.36,Made,,,,,,,,10.0,,,,,,,,,,
235,PT07M57.00S,2022-01-02T00:21:09.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626195,15.062417871222076,40.68627450980392,1610612740,38,40,2022-01-02T00:21:13Z,2320000,47.0,89.0,1,left,W. Hernangomez 10' turnaround Hook (7 PTS) (J. Hart 5 AST),"[1626195, 1628404]",1610612740.0,NOP,turnaround,,,Hernangomez,W. Hernangomez,,,,,10.06,Made,,,,,,,,7.0,J. Hart,1628404.0,5.0,,,,,,,
237,PT07M39.00S,2022-01-02T00:21:26.9Z,2,REGULAR,3pt,Jump Shot,[],203507,67.23061760840999,62.745098039215684,1610612749,41,40,2022-01-02T00:50:43Z,2340000,64.0,256.0,1,right,G. Antetokounmpo 26' 3PT pullup (13 PTS),[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,26.33,Made,,,,,,,,13.0,,,,,,,,,,
238,PT07M25.00S,2022-01-02T00:21:40.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,8.360709592641262,41.42156862745098,1610612740,41,40,2022-01-02T00:24:02Z,2350000,43.0,26.0,1,left,MISS N. Alexander-Walker driving finger roll Layup,[1629638],1610612740.0,NOP,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,5.02,Missed,,,,,,,,,,,,,,,,,,
239,PT07M24.00S,2022-01-02T00:21:41.8Z,2,REGULAR,rebound,offensive,[],1626195,,,1610612740,41,40,2022-01-02T00:26:08Z,2360000,,,0,,W. Hernangomez REBOUND (Off:4 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,238.0,6.0,2.0,4.0,,,,,,,,,,,,,,
264,PT07M23.00S,2022-01-02T00:21:45.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,9.116294349540084,50.49019607843137,1610612740,41,40,2022-01-02T00:26:35Z,2365000,-2.0,33.0,1,left,MISS W. Hernangomez tip Layup,[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,3.33,Missed,,,,,,,,,,,,,,,,,,
265,PT07M21.00S,2022-01-02T00:21:47.7Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,41,40,2022-01-02T00:26:35Z,2367500,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,264.0,2.0,2.0,0.0,,,,,,,,,,,,,,
240,PT07M16.00S,2022-01-02T00:21:50.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629670,94.69448094612353,3.9215686274509802,1610612749,44,40,2022-01-02T00:21:57Z,2370000,-230.0,-3.0,1,right,J. Nwora 3PT running (6 PTS) (G. Hill 1 AST),"[1629670, 201588]",1610612749.0,MIL,running,,,Nwora,J. Nwora,,,,,23.04,Made,,,,,,,,6.0,G. Hill,201588.0,1.0,,,,,,,
242,PT07M16.00S,2022-01-02T00:21:57.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,44,40,2022-01-02T00:21:57Z,2390000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M16.00S,2022-01-02T00:24:17.2Z,2,REGULAR,substitution,out,[],201588,,,1610612740,44,40,2022-01-02T00:24:40Z,2400000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M16.00S,2022-01-02T00:24:17.2Z,2,REGULAR,substitution,out,[],1626171,,,1610612740,44,40,2022-01-02T00:24:40Z,2410000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M16.00S,2022-01-02T00:24:17.2Z,2,REGULAR,substitution,out,[],1628404,,,1610612740,44,40,2022-01-02T00:24:40Z,2420000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M16.00S,2022-01-02T00:24:17.2Z,2,REGULAR,substitution,out,[],1626195,,,1610612740,44,40,2022-01-02T00:24:40Z,2430000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M16.00S,2022-01-02T00:24:17.2Z,2,REGULAR,substitution,out,[],1629109,,,1610612740,44,40,2022-01-02T00:24:40Z,2440000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M16.00S,2022-01-02T00:24:17.2Z,2,REGULAR,substitution,in,[],202326,,,1610612740,44,40,2022-01-02T00:24:40Z,2450000,,,0,,SUB in: D. Cousins,[202326],1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M16.00S,2022-01-02T00:24:17.2Z,2,REGULAR,substitution,in,[],201950,,,1610612740,44,40,2022-01-02T00:24:40Z,2460000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M16.00S,2022-01-02T00:24:17.2Z,2,REGULAR,substitution,in,[],203107,,,1610612740,44,40,2022-01-02T00:24:40Z,2470000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M16.00S,2022-01-02T00:24:17.2Z,2,REGULAR,substitution,in,[],1629637,,,1610612740,44,40,2022-01-02T00:24:40Z,2480000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M16.00S,2022-01-02T00:24:17.2Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,44,40,2022-01-02T00:24:40Z,2490000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M04.00S,2022-01-02T00:25:05.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,6.521024967148489,50.98039215686274,1610612740,44,42,2022-01-02T00:25:10Z,2500000,-5.0,9.0,1,left,H. Jones cutting Layup (4 PTS) (T. Satoransky 1 AST),"[1630529, 203107]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,1.01,Made,,,,,,,,4.0,T. Satoransky,203107.0,1.0,,,,,,,
255,PT06M51.00S,2022-01-02T00:25:19.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202326,93.51182654402102,49.754901960784316,1610612749,46,42,2022-01-02T00:25:25Z,2520000,-1.0,8.0,1,right,D. Cousins DUNK (2 PTS) (G. Allen 1 AST),"[202326, 1628960]",1610612749.0,MIL,,,,Cousins,D. Cousins,,,,,0.86,Made,,,,,,,,2.0,G. Allen,1628960.0,1.0,,,,,,,
257,PT06M27.00S,2022-01-02T00:25:43.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629637,18.610381077529567,37.00980392156863,1610612740,46,44,2022-01-02T00:25:48Z,2540000,65.0,122.0,1,left,J. Hayes 13' turnaround Hook (6 PTS) (G. Temple 3 AST),"[1629637, 202066]",1610612740.0,NOP,turnaround,,,Hayes,J. Hayes,,,,,13.86,Made,,,,,,,,6.0,G. Temple,202066.0,3.0,,,,,,,
259,PT06M13.00S,2022-01-02T00:25:57.1Z,2,REGULAR,3pt,Jump Shot,[],203507,66.83639947437582,44.36274509803921,1610612749,46,44,2022-01-02T00:28:46Z,2560000,-28.0,259.0,1,right,MISS G. Antetokounmpo 26' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,
260,PT06M13.00S,2022-01-02T00:25:59.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,46,44,2022-01-02T00:25:59Z,2570000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,259.0,,,,,,,,,,,,,,,,,
261,PT06M13.00S,2022-01-02T00:26:01.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,46,44,2022-01-02T00:26:01Z,2580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M09.00S,2022-01-02T00:26:25.5Z,2,REGULAR,foul,personal,[],1630529,,,1610612749,46,44,2022-01-02T00:26:34Z,2590000,,,0,,H. Jones personal FOUL (2 PF),"[1630529, 203507]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,203177.0,2.0,0.0,Antetokounmpo,203507.0
