actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
186,PT08M53.00S,2022-04-02T00:45:15.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203648,93.51182654402102,50.73529411764706,1610612749,44,46,2022-04-02T00:45:19Z,1820000,4.0,8.0,1,right,T. Antetokounmpo driving Layup (2 PTS) (J. Carter 7 AST),"[203648, 1628975]",1610612749.0,MIL,driving,,,Antetokounmpo,T. Antetokounmpo,,,,,0.93,Made,2.0,J. Carter,1628975.0,7.0,,,,,,,,,,,,,,
188,PT08M42.00S,2022-04-02T00:45:31.9Z,2,REGULAR,foul,personal,[],203648,,,1610612746,44,46,2022-04-02T00:45:44Z,1840000,,,0,,T. Antetokounmpo personal FOUL (2 PF),"[203648, 203496]",1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,2882.0,2.0,0.0,Covington,203496.0,,,,,,,,,
190,PT08M33.00S,2022-04-02T00:45:59.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629875,7.046649145860711,45.09803921568628,1610612746,44,46,2022-04-02T00:46:06Z,1860000,25.0,14.0,1,left,MISS X. Moon driving Layup,[1629875],1610612746.0,LAC,driving,,,Moon,X. Moon,,,,,2.81,Missed,,,,,,,,,,,,,,,,,,
191,PT08M31.00S,2022-04-02T00:46:01.6Z,2,REGULAR,rebound,offensive,[],1629875,,,1610612746,44,46,2022-04-02T00:46:01Z,1870000,,,0,,X. Moon REBOUND (Off:1 Def:0),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,190.0,1.0,0.0,1.0,,,,,
192,PT08M29.00S,2022-04-02T00:46:03.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628379,34.90473061760841,50.73529411764706,1610612746,44,49,2022-04-02T00:46:10Z,1880000,-4.0,276.0,1,left,L. Kennard 27' 3PT  (10 PTS) (X. Moon 2 AST),"[1628379, 1629875]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,27.56,Made,10.0,X. Moon,1629875.0,2.0,,,,,,,,,,,,,,
194,PT08M09.00S,2022-04-02T00:46:22.8Z,2,REGULAR,2pt,Jump Shot,[],1626171,94.1688567674113,76.9607843137255,1610612749,46,49,2022-04-02T00:46:27Z,1900000,135.0,2.0,1,right,B. Portis 13' turnaround fadeaway Jump Shot (14 PTS),[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,13.48,Made,14.0,,,,,,,,,,,,,,,,,
195,PT07M58.00S,2022-04-02T00:46:37.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,9.017739816031538,47.05882352941176,1610612746,46,49,2022-04-02T00:46:45Z,1910000,15.0,32.0,1,left,MISS L. Kennard driving Layup - blocked,"[1628379, 203648]",1610612746.0,LAC,driving,,,Kennard,L. Kennard,,,,,3.55,Missed,,,,,,,,,,,,,,,Antetokounmpo,203648.0,,
196,PT07M58.00S,2022-04-02T00:46:37.7Z,2,REGULAR,block,,[],203648,,,1610612746,46,49,2022-04-02T00:46:41Z,1920000,,,0,,T. Antetokounmpo BLOCK (1 BLK),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
197,PT07M58.00S,2022-04-02T00:46:37.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,46,49,2022-04-02T00:46:45Z,1930000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,195.0,,,,,,,,
198,PT07M58.00S,2022-04-02T00:46:44.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,46,49,2022-04-02T00:46:44Z,1940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M58.00S,2022-04-02T00:46:46.1Z,2,REGULAR,substitution,out,[],1626192,,,1610612746,46,49,2022-04-02T00:46:52Z,1950000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M58.00S,2022-04-02T00:46:46.1Z,2,REGULAR,substitution,in,[],1629623,,,1610612746,46,49,2022-04-02T00:46:52Z,1960000,,,0,,SUB in: L. Wigginton,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,,,,,
201,PT07M55.00S,2022-04-02T00:47:07.9Z,2,REGULAR,turnover,bad pass,[],203918,,,1610612746,46,49,2022-04-02T00:47:15Z,1970000,,,0,,R. Hood bad pass TURNOVER (1 TO),"[203918, 203648]",1610612746.0,LAC,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,1.0,,,Antetokounmpo,203648.0
202,PT07M55.00S,2022-04-02T00:47:07.9Z,2,REGULAR,steal,,[],203648,,,1610612749,46,49,2022-04-02T00:47:10Z,1980000,,,0,,T. Antetokounmpo STEAL (1 STL),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M55.00S,2022-04-02T00:47:16.5Z,2,REGULAR,foul,personal,[],203496,,,1610612749,46,49,2022-04-02T00:47:31Z,1990000,,,0,,R. Covington take personal FOUL (1 PF),"[203496, 203648]",1610612746.0,LAC,take,,,Covington,R. Covington,,,,,,,,,,,1363.0,1.0,0.0,Antetokounmpo,203648.0,,,,,,,,,
205,PT07M42.00S,2022-04-02T00:47:53.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628975,77.08607095926413,25.49019607843137,1610612749,48,49,2022-04-02T00:47:58Z,2010000,-123.0,163.0,1,right,J. Carter 20' pullup Jump Shot (7 PTS),[1628975],1610612749.0,MIL,pullup,,,Carter,J. Carter,,,,,20.38,Made,7.0,,,,,,,,,,,,,,,,,
206,PT07M28.00S,2022-04-02T00:48:08.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,7.966491458607096,45.34313725490196,1610612746,48,51,2022-04-02T00:48:13Z,2020000,23.0,22.0,1,left,L. Kennard cutting Layup (12 PTS) (I. Hartenstein 4 AST),"[1628379, 1628392]",1610612746.0,LAC,cutting,,,Kennard,L. Kennard,,,,,3.23,Made,12.0,I. Hartenstein,1628392.0,4.0,,,,,,,,,,,,,,
208,PT07M17.00S,2022-04-02T00:48:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,92.85479632063075,50.49019607843137,1610612749,50,51,2022-04-02T00:48:24Z,2040000,2.0,15.0,1,right,B. Portis cutting Layup (16 PTS) (J. Carter 8 AST),"[1626171, 1628975]",1610612749.0,MIL,cutting,,,Portis,B. Portis,,,,,1.49,Made,16.0,J. Carter,1628975.0,8.0,,,,,,,,,,,,,,
210,PT07M07.00S,2022-04-02T00:48:29.8Z,2,REGULAR,3pt,Jump Shot,[],1628392,32.933639947437584,26.225490196078432,1610612746,50,51,2022-04-02T00:48:34Z,2060000,119.0,257.0,1,left,MISS I. Hartenstein 28' 3PT,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,28.33,Missed,,,,,,,,,,,,,,,,,,
211,PT07M03.00S,2022-04-02T00:48:33.8Z,2,REGULAR,rebound,defensive,[],1629623,,,1610612749,50,51,2022-04-02T00:48:34Z,2070000,,,0,,L. Wigginton REBOUND (Off:0 Def:1),[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,210.0,1.0,1.0,0.0,,,,,
212,PT06M55.00S,2022-04-02T00:48:42.2Z,2,REGULAR,2pt,Jump Shot,[],1629670,79.58278580814718,45.09803921568628,1610612749,52,51,2022-04-02T00:51:02Z,2080000,-25.0,139.0,1,right,J. Nwora 14' floating Jump Shot (16 PTS) (L. Wigginton 1 AST),"[1629670, 1629623]",1610612749.0,MIL,floating,,,Nwora,J. Nwora,,,,,14.15,Made,16.0,L. Wigginton,1629623.0,1.0,,,,,,,,,,,,,,
214,PT06M39.00S,2022-04-02T00:48:56.7Z,2,REGULAR,3pt,Jump Shot,[],1628379,33.459264126149804,40.931372549019606,1610612746,52,51,2022-04-02T00:49:02Z,2100000,45.0,262.0,1,left,MISS L. Kennard 26' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,26.59,Missed,,,,,,,,,,,,,,,,,,
215,PT06M36.00S,2022-04-02T00:48:59.7Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,52,51,2022-04-02T00:49:02Z,2110000,,,0,,B. Portis REBOUND (Off:2 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,214.0,4.0,2.0,2.0,,,,,
216,PT06M31.00S,2022-04-02T00:49:08.3Z,2,REGULAR,foul,personal,['3freethrow'],1629875,,,1610612749,52,51,2022-04-02T00:49:31Z,2120000,,,0,,X. Moon shooting personal FOUL (1 PF) (Wigginton 3 FT),"[1629875, 1629623]",1610612746.0,LAC,shooting,,,Moon,X. Moon,,,,,,,,,,,2002.0,1.0,0.0,Wigginton,1629623.0,,,,,,,,,
218,PT06M31.00S,2022-04-02T00:49:38.9Z,2,REGULAR,freethrow,1 of 3,[],1629623,,,1610612749,53,51,2022-04-02T00:50:36Z,2140000,,,0,,L. Wigginton Free Throw 1 of 3 (3 PTS),[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
219,PT06M31.00S,2022-04-02T00:49:38.9Z,2,REGULAR,freethrow,2 of 3,[],1629623,,,1610612749,54,51,2022-04-02T00:50:36Z,2150000,,,0,,L. Wigginton Free Throw 2 of 3 (4 PTS),[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
220,PT06M31.00S,2022-04-02T00:49:55.2Z,2,REGULAR,substitution,out,[],1628975,,,1610612749,54,51,2022-04-02T00:50:05Z,2160000,,,0,,SUB out: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M31.00S,2022-04-02T00:49:55.2Z,2,REGULAR,substitution,out,[],1626171,,,1610612749,54,51,2022-04-02T00:50:05Z,2170000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M31.00S,2022-04-02T00:49:55.2Z,2,REGULAR,substitution,in,[],201586,,,1610612749,54,51,2022-04-02T00:50:05Z,2180000,,,0,,SUB in: S. Ibaka,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M31.00S,2022-04-02T00:49:55.2Z,2,REGULAR,substitution,in,[],201588,,,1610612749,54,51,2022-04-02T00:50:05Z,2190000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M31.00S,2022-04-02T00:50:17.7Z,2,REGULAR,substitution,out,[],1629875,,,1610612749,54,51,2022-04-02T00:50:23Z,2200000,,,0,,SUB out: X. Moon,[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M31.00S,2022-04-02T00:50:17.7Z,2,REGULAR,substitution,out,[],203918,,,1610612749,54,51,2022-04-02T00:50:23Z,2210000,,,0,,SUB out: R. Hood,[203918],1610612746.0,LAC,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M31.00S,2022-04-02T00:50:17.7Z,2,REGULAR,substitution,in,[],1629599,,,1610612749,54,51,2022-04-02T00:50:23Z,2220000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M31.00S,2022-04-02T00:50:17.7Z,2,REGULAR,substitution,in,[],1629611,,,1610612749,54,51,2022-04-02T00:50:23Z,2230000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M31.00S,2022-04-02T00:49:38.9Z,2,REGULAR,freethrow,3 of 3,[],1629623,,,1610612749,54,51,2022-04-02T00:50:36Z,2240000,,,0,,MISS L. Wigginton Free Throw 3 of 3,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,Missed,,,,,,,,,,,,,,,,,,
229,PT06M27.00S,2022-04-02T00:49:42.9Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,54,51,2022-04-02T00:50:36Z,2250000,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,228.0,3.0,3.0,0.0,,,,,
230,PT06M16.00S,2022-04-02T00:50:51.9Z,2,REGULAR,foul,personal,['2freethrow'],1629623,,,1610612746,54,51,2022-04-02T00:51:02Z,2260000,,,0,,L. Wigginton shooting personal FOUL (2 PF) (Kennard 2 FT),"[1629623, 1628379]",1610612749.0,MIL,shooting,,,Wigginton,L. Wigginton,,,,,,,,,,,2882.0,2.0,0.0,Kennard,1628379.0,,,,,,,,,
232,PT06M16.00S,2022-04-02T00:51:20.9Z,2,REGULAR,freethrow,1 of 2,[],1628379,,,1610612746,54,52,2022-04-02T00:51:20Z,2280000,,,0,,L. Kennard Free Throw 1 of 2 (13 PTS),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
233,PT06M16.00S,2022-04-02T00:51:39.3Z,2,REGULAR,freethrow,2 of 2,[],1628379,,,1610612746,54,53,2022-04-02T00:51:39Z,2290000,,,0,,L. Kennard Free Throw 2 of 2 (14 PTS),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
234,PT05M57.00S,2022-04-02T00:51:58.4Z,2,REGULAR,2pt,Jump Shot,[],1629670,77.39816031537451,16.68964460784314,1610612749,54,53,2022-04-02T00:54:06Z,2300000,-167.0,160.0,1,right,MISS J. Nwora 23' step back Shot,[1629670],1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,23.1,Missed,,,,,,,,,,,,,,,,,,
235,PT05M54.00S,2022-04-02T00:52:01.4Z,2,REGULAR,rebound,defensive,[],203496,,,1610612746,54,53,2022-04-02T00:52:03Z,2310000,,,0,,R. Covington REBOUND (Off:0 Def:4),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,234.0,4.0,4.0,0.0,,,,,
236,PT05M46.00S,2022-04-02T00:52:14.1Z,2,REGULAR,foul,personal,[],1629670,,,1610612746,54,53,2022-04-02T00:52:35Z,2320000,,,0,,J. Nwora personal FOUL (2 PF),"[1629670, 1629611]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,1363.0,2.0,0.0,Mann,1629611.0,,,,,,,,,
238,PT05M46.00S,2022-04-02T00:52:23.2Z,2,REGULAR,substitution,out,[],1628392,,,1610612746,54,53,2022-04-02T00:52:39Z,2340000,,,0,,SUB out: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M46.00S,2022-04-02T00:52:23.2Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,54,53,2022-04-02T00:52:39Z,2350000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M36.00S,2022-04-02T00:52:50.9Z,2,REGULAR,2pt,Jump Shot,[],1628379,21.895532194480946,25.245098039215684,1610612746,54,55,2022-04-02T00:52:56Z,2360000,124.0,153.0,1,left,L. Kennard 19' pullup Jump Shot (16 PTS) (I. Zubac 3 AST),"[1628379, 1627826]",1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,19.7,Made,16.0,I. Zubac,1627826.0,3.0,,,,,,,,,,,,,,
242,PT05M28.00S,2022-04-02T00:53:02.2Z,2,REGULAR,foul,personal,['2freethrow'],1628379,,,1610612749,54,55,2022-04-02T00:53:13Z,2380000,,,0,,L. Kennard shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1628379, 203648]",1610612746.0,LAC,shooting,,,Kennard,L. Kennard,,,,,,,,,,,2882.0,1.0,0.0,Antetokounmpo,203648.0,,,,,,,,,
244,PT05M28.00S,2022-04-02T00:53:44.6Z,2,REGULAR,freethrow,1 of 2,[],203648,,,1610612749,54,55,2022-04-02T00:54:03Z,2400000,,,0,,MISS T. Antetokounmpo Free Throw 1 of 2,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,
245,PT05M28.00S,2022-04-02T00:53:44.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,54,55,2022-04-02T00:54:03Z,2410000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,244.0,,,,,,,,
246,PT05M28.00S,2022-04-02T00:53:47.3Z,2,REGULAR,substitution,out,[],1629670,,,1610612749,54,55,2022-04-02T00:53:55Z,2420000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M28.00S,2022-04-02T00:53:47.3Z,2,REGULAR,substitution,in,[],1630572,,,1610612749,54,55,2022-04-02T00:53:55Z,2430000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M28.00S,2022-04-02T00:53:44.6Z,2,REGULAR,freethrow,2 of 2,[],203648,,,1610612749,54,55,2022-04-02T00:54:03Z,2440000,,,0,,MISS T. Antetokounmpo Free Throw 2 of 2,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,
249,PT05M23.00S,2022-04-02T00:53:49.6Z,2,REGULAR,rebound,offensive,[],203648,,,1610612749,54,55,2022-04-02T00:54:03Z,2450000,,,0,,T. Antetokounmpo REBOUND (Off:1 Def:1),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,248.0,2.0,1.0,1.0,,,,,
250,PT05M17.00S,2022-04-02T00:54:13.0Z,2,REGULAR,turnover,out-of-bounds,[],201586,,,1610612749,54,55,2022-04-02T00:54:21Z,2460000,,,0,,S. Ibaka lost ball out-of-bounds TURNOVER (1 TO),[201586],1610612749.0,MIL,lost ball,,,Ibaka,S. Ibaka,,,,,,,,,,,1363.0,,,,,,,,,1.0,,,,
251,PT05M17.00S,2022-04-02T00:54:19.2Z,2,REGULAR,substitution,out,[],203648,,,1610612746,54,55,2022-04-02T00:54:25Z,2470000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M17.00S,2022-04-02T00:54:19.2Z,2,REGULAR,substitution,in,[],1629670,,,1610612746,54,55,2022-04-02T00:54:25Z,2480000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M02.00S,2022-04-02T00:54:39.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629599,31.09395532194481,25.49019607843137,1610612746,54,58,2022-04-02T00:54:44Z,2490000,123.0,240.0,1,left,A. Coffey 26' 3PT  (9 PTS) (T. Mann 2 AST),"[1629599, 1629611]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,26.93,Made,9.0,T. Mann,1629611.0,2.0,,,,,,,,,,,,,,
255,PT04M47.00S,2022-04-02T00:54:54.1Z,2,REGULAR,3pt,Jump Shot,[],1629623,68.80749014454665,21.323529411764707,1610612749,54,58,2022-04-02T00:55:02Z,2510000,-143.0,241.0,1,right,MISS L. Wigginton 28' 3PT,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,28.02,Missed,,,,,,,,,,,,,,,,,,
256,PT04M44.00S,2022-04-02T00:54:57.1Z,2,REGULAR,rebound,offensive,[],1629670,,,1610612749,54,58,2022-04-02T00:55:02Z,2520000,,,0,,J. Nwora REBOUND (Off:1 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,255.0,2.0,1.0,1.0,,,,,
257,PT04M42.00S,2022-04-02T00:54:58.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201586,90.75229960578186,51.9607843137255,1610612749,54,58,2022-04-02T00:55:07Z,2530000,10.0,34.0,1,right,MISS S. Ibaka Hook,[201586],1610612749.0,MIL,,,,Ibaka,S. Ibaka,,,,,3.58,Missed,,,,,,,,,,,,,,,,,,
258,PT04M40.00S,2022-04-02T00:55:01.5Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,54,58,2022-04-02T00:55:01Z,2540000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,257.0,1.0,1.0,0.0,,,,,
259,PT04M37.00S,2022-04-02T00:55:05.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629611,10.85742444152431,42.15686274509804,1610612746,54,60,2022-04-02T00:55:13Z,2550000,39.0,50.0,1,left,T. Mann 6' running Layup (10 PTS) (L. Kennard 2 AST),"[1629611, 1628379]",1610612746.0,LAC,running,,,Mann,T. Mann,,,,,6.32,Made,10.0,L. Kennard,1628379.0,2.0,,,,,,,,,,,,,,
261,PT04M30.00S,2022-04-02T00:55:17.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,54,60,2022-04-02T00:55:17Z,2570000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M30.00S,2022-04-02T00:57:55.0Z,2,REGULAR,substitution,out,[],1629623,,,1610612749,54,60,2022-04-02T00:58:14Z,2580000,,,0,,SUB out: L. Wigginton,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M30.00S,2022-04-02T00:57:55.0Z,2,REGULAR,substitution,out,[],1629670,,,1610612749,54,60,2022-04-02T00:58:14Z,2590000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M30.00S,2022-04-02T00:57:55.0Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,54,60,2022-04-02T00:58:14Z,2600000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M30.00S,2022-04-02T00:57:55.0Z,2,REGULAR,substitution,in,[],1628975,,,1610612749,54,60,2022-04-02T00:58:14Z,2610000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M23.00S,2022-04-02T00:58:28.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201588,93.11760840998686,50.245098039215684,1610612749,56,60,2022-04-02T00:58:33Z,2620000,1.0,12.0,1,right,G. Hill driving finger roll Layup (2 PTS),[201588],1610612749.0,MIL,driving finger roll,,,Hill,G. Hill,,,,,1.23,Made,2.0,,,,,,,,,,,,,,,,,
267,PT04M06.00S,2022-04-02T00:58:45.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,8.623521681997373,46.32352941176471,1610612746,56,62,2022-04-02T00:58:50Z,2630000,18.0,29.0,1,left,I. Zubac cutting Layup (4 PTS) (A. Coffey 3 AST),"[1627826, 1629599]",1610612746.0,LAC,cutting,,,Zubac,I. Zubac,,,,,3.4,Made,4.0,A. Coffey,1629599.0,3.0,,,,,,,,,,,,,,
269,PT03M52.00S,2022-04-02T00:58:59.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201588,92.19776609724047,54.90196078431373,1610612749,56,62,2022-04-02T00:59:15Z,2650000,25.0,21.0,1,right,MISS G. Hill driving floating bank Shot,[201588],1610612749.0,MIL,driving floating bank,,,Hill,G. Hill,,,,,3.21,Missed,,,,,,,,,,,,,,,,,,
270,PT03M50.00S,2022-04-02T00:59:01.9Z,2,REGULAR,rebound,offensive,[],201588,,,1610612749,56,62,2022-04-02T00:59:01Z,2660000,,,0,,G. Hill REBOUND (Off:1 Def:2),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,269.0,3.0,2.0,1.0,,,,,
271,PT03M49.00S,2022-04-02T00:59:03.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630572,69.85873850197109,19.852941176470587,1610612749,56,62,2022-04-02T00:59:18Z,2670000,-151.0,231.0,1,right,MISS S. Mamukelashvili 27' 3PT,[1630572],1610612749.0,MIL,,,,Mamukelashvili,S. Mamukelashvili,,,,,27.56,Missed,,,,,,,,,,,,,,,,,,
272,PT03M46.00S,2022-04-02T00:59:06.8Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,56,62,2022-04-02T00:59:18Z,2680000,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,271.0,2.0,2.0,0.0,,,,,
273,PT03M37.00S,2022-04-02T00:59:15.2Z,2,REGULAR,2pt,Jump Shot,[],1629599,6.521024967148489,75.73529411764706,1610612746,56,64,2022-04-02T00:59:21Z,2690000,-129.0,9.0,1,left,A. Coffey 12' pullup Jump Shot (11 PTS),[1629599],1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,12.9,Made,11.0,,,,,,,,,,,,,,,,,
274,PT03M15.00S,2022-04-02T00:59:38.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201588,88.64980289093299,52.69607843137255,1610612749,56,64,2022-04-02T00:59:45Z,2700000,13.0,54.0,1,right,MISS G. Hill driving Layup - blocked,"[201588, 203496]",1610612749.0,MIL,driving,,,Hill,G. Hill,,,,,5.59,Missed,,,,,,,,,,,,,,,Covington,203496.0,,
275,PT03M15.00S,2022-04-02T00:59:38.2Z,2,REGULAR,block,,[],203496,,,1610612749,56,64,2022-04-02T00:59:41Z,2710000,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M15.00S,2022-04-02T00:59:38.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,56,64,2022-04-02T00:59:45Z,2720000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,274.0,,,,,,,,
