actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
180,PT00M00.00S,2022-01-20T01:37:36.4Z,1,REGULAR,period,end,[],0,,,1610612763,36,30,2022-01-20T01:37:36Z,1790000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-01-20T01:39:56.5Z,2,REGULAR,substitution,out,['startperiod'],201950,,,1610612763,36,30,2022-01-20T01:40:15Z,1800000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-01-20T01:39:56.5Z,2,REGULAR,substitution,out,['startperiod'],1629634,,,1610612763,36,30,2022-01-20T01:40:15Z,1810000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-01-20T01:39:56.5Z,2,REGULAR,substitution,in,['startperiod'],201588,,,1610612763,36,30,2022-01-20T01:40:15Z,1820000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-01-20T01:39:56.5Z,2,REGULAR,substitution,in,['startperiod'],1630214,,,1610612763,36,30,2022-01-20T01:40:15Z,1830000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-01-20T01:40:13.5Z,2,REGULAR,period,start,[],0,,,1610612749,36,30,2022-01-20T01:40:15Z,1840000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT11M49.00S,2022-01-20T01:40:23.2Z,2,REGULAR,turnover,bad pass,[],1628978,,,1610612749,36,30,2022-01-20T01:40:30Z,1850000,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 1629633]",1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,1.0,Culver,1629633.0,
187,PT11M49.00S,2022-01-20T01:40:23.2Z,2,REGULAR,steal,,[],1629633,,,1610612763,36,30,2022-01-20T01:40:25Z,1860000,,,0,,J. Culver STEAL (1 STL),[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M38.00S,2022-01-20T01:40:33.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,8.229303547963205,46.07843137254902,1610612763,36,32,2022-01-20T01:40:38Z,1870000,20.0,25.0,1,left,J. Jackson Jr. driving Layup (2 PTS) (X. Tillman 1 AST),"[1628991, 1630214]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,3.17,Made,,,2.0,X. Tillman,1630214.0,1.0,,,,,,,,,,,,,
191,PT11M20.00S,2022-01-20T01:40:51.7Z,2,REGULAR,3pt,Jump Shot,[],201588,74.06373193166885,11.029411764705882,1610612749,39,32,2022-01-20T01:40:56Z,1890000,-195.0,191.0,1,right,G. Hill 27' 3PT  (5 PTS) (G. Antetokounmpo 4 AST),"[201588, 203507]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,27.31,Made,,,5.0,G. Antetokounmpo,203507.0,4.0,,,,,,,,,,,,,
193,PT11M08.00S,2022-01-20T01:41:04.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629633,7.966491458607096,53.92156862745098,1610612763,39,34,2022-01-20T01:43:53Z,1910000,-20.0,22.0,1,left,J. Culver driving floating bank Jump Shot (2 PTS),[1629633],1610612763.0,MEM,driving floating bank,,,Culver,J. Culver,,,,,2.98,Made,,,2.0,,,,,,,,,,,,,,,,
194,PT10M45.00S,2022-01-20T01:41:27.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626192,92.19776609724047,48.28431372549019,1610612749,39,34,2022-01-20T01:41:35Z,1920000,-9.0,21.0,1,right,MISS P. Connaughton driving floating Shot,[1626192],1610612749.0,MIL,driving floating,,,Connaughton,P. Connaughton,,,,,2.25,Missed,,,,,,,,,,,,,,,,,,,
195,PT10M42.00S,2022-01-20T01:41:30.2Z,2,REGULAR,rebound,defensive,[],1630583,,,1610612763,39,34,2022-01-20T01:41:35Z,1930000,,,0,,S. Aldama REBOUND (Off:1 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,194.0,,,,,,,,,,2.0,1.0,1.0,,,,,,
196,PT10M42.00S,2022-01-20T01:41:33.5Z,2,REGULAR,foul,personal,[],203507,,,1610612763,39,34,2022-01-20T01:41:49Z,1940000,,,0,,G. Antetokounmpo personal FOUL (1 PF),"[203507, 1628991]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,202035.0,,,,,1.0,0.0,Jackson Jr.,1628991.0,,,,,,,,,
198,PT10M38.00S,2022-01-20T01:41:57.3Z,2,REGULAR,3pt,Jump Shot,[],1629633,29.122864651773984,76.47058823529412,1610612763,39,34,2022-01-20T01:42:03Z,1960000,-132.0,221.0,1,left,MISS J. Culver 25' 3PT,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
199,PT10M35.00S,2022-01-20T01:42:00.2Z,2,REGULAR,rebound,offensive,[],1628991,,,1610612763,39,34,2022-01-20T01:42:00Z,1970000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,198.0,,,,,,,,,,2.0,1.0,1.0,,,,,,
200,PT10M33.00S,2022-01-20T01:42:05.6Z,2,REGULAR,foul,offensive,[],1628991,,,1610612763,39,34,2022-01-20T01:47:39Z,1980000,,,0,,J. Jackson Jr. offensive FOUL (2 PF),"[1628991, 1626192]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,1148.0,,,,,2.0,0.0,Connaughton,1626192.0,,,,,,,,,
202,PT10M33.00S,2022-01-20T01:42:05.6Z,2,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,39,34,2022-01-20T01:42:05Z,2000000,,,0,,J. Jackson Jr. offensive foul TURNOVER (1 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,1148.0,,,,,,,,,,,,,,1.0,,,
203,PT10M18.00S,2022-01-20T01:42:32.6Z,2,REGULAR,turnover,lost ball,[],1626192,,,1610612749,39,34,2022-01-20T01:42:50Z,2010000,,,0,,P. Connaughton lost ball TURNOVER (1 TO),"[1626192, 1629633]",1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,1.0,Culver,1629633.0,
204,PT10M18.00S,2022-01-20T01:42:32.6Z,2,REGULAR,steal,,[],1629633,,,1610612763,39,34,2022-01-20T01:42:37Z,2020000,,,0,,J. Culver STEAL (2 STL),[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M18.00S,2022-01-20T01:42:41.2Z,2,REGULAR,violation,kicked ball,[],1626192,,,1610612763,39,34,2022-01-20T01:43:02Z,2030000,,,0,,P. Connaughton kicked ball VIOLATION,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,101283.0,,,,,,,,,,,,,,,,,
206,PT10M06.00S,2022-01-20T01:42:58.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628991,8.229303547963205,58.333333333333336,1610612763,39,34,2022-01-20T01:43:07Z,2040000,-42.0,25.0,1,left,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,4.86,Missed,,,,,,,,,,,,,,,,,,,
207,PT10M04.00S,2022-01-20T01:43:00.7Z,2,REGULAR,rebound,offensive,[],1629723,,,1610612763,39,34,2022-01-20T01:43:00Z,2050000,,,0,,J. Konchar REBOUND (Off:2 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,206.0,,,,,,,,,,4.0,2.0,2.0,,,,,,
208,PT10M02.00S,2022-01-20T01:43:02.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630583,8.754927726675426,46.32352941176471,1610612763,39,34,2022-01-20T01:43:10Z,2060000,18.0,30.0,1,left,MISS S. Aldama cutting Layup,[1630583],1610612763.0,MEM,cutting,,,Aldama,S. Aldama,,,,,3.5,Missed,,,,,,,,,,,,,,,,,,,
209,PT09M59.00S,2022-01-20T01:43:05.6Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612749,39,34,2022-01-20T01:43:10Z,2070000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:2),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,208.0,,,,,,,,,,3.0,2.0,1.0,,,,,,
210,PT09M55.00S,2022-01-20T01:43:09.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201588,85.10183968462549,3.1862745098039214,1610612749,42,34,2022-01-20T01:43:16Z,2080000,-234.0,88.0,1,right,G. Hill 24' 3PT running (8 PTS) (D. DiVincenzo 1 AST),"[201588, 1628978]",1610612749.0,MIL,running,,,Hill,G. Hill,,,,,24.99,Made,,,8.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,,,,
212,PT09M55.00S,2022-01-20T01:43:17.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,42,34,2022-01-20T01:43:17Z,2100000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M55.00S,2022-01-20T01:45:40.9Z,2,REGULAR,substitution,out,[],1628978,,,1610612763,42,34,2022-01-20T01:46:09Z,2110000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M55.00S,2022-01-20T01:45:40.9Z,2,REGULAR,substitution,out,[],1626192,,,1610612763,42,34,2022-01-20T01:46:09Z,2120000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M55.00S,2022-01-20T01:45:40.9Z,2,REGULAR,substitution,in,[],1628960,,,1610612763,42,34,2022-01-20T01:46:09Z,2130000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M55.00S,2022-01-20T01:45:40.9Z,2,REGULAR,substitution,in,[],203114,,,1610612763,42,34,2022-01-20T01:46:09Z,2140000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M33.00S,2022-01-20T01:46:34.6Z,2,REGULAR,3pt,Jump Shot,[],1629633,25.837713534822605,84.31372549019608,1610612763,42,34,2022-01-20T01:46:43Z,2150000,-172.0,190.0,1,left,MISS J. Culver 25' 3PT,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
218,PT09M31.00S,2022-01-20T01:46:36.6Z,2,REGULAR,rebound,defensive,[],201588,,,1610612749,42,34,2022-01-20T01:46:43Z,2160000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,217.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
219,PT09M30.00S,2022-01-20T01:46:41.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203114,92.85479632063075,50.98039215686274,1610612749,44,34,2022-01-20T01:46:51Z,2170000,5.0,15.0,1,right,K. Middleton running Layup (2 PTS) (G. Hill 2 AST),"[203114, 201588]",1610612749.0,MIL,running,,,Middleton,K. Middleton,,,,,1.55,Made,,,2.0,G. Hill,201588.0,2.0,,,,,,,,,,,,,
221,PT09M30.00S,2022-01-20T01:46:45.7Z,2,REGULAR,foul,personal,['1freethrow'],1629633,,,1610612749,44,34,2022-01-20T01:47:06Z,2190000,,,0,,J. Culver shooting personal FOUL (1 PF) (Middleton 1 FT),"[1629633, 203114]",1610612763.0,MEM,shooting,,,Culver,J. Culver,,,,,,,,202035.0,,,,,1.0,0.0,Middleton,203114.0,,,,,,,,,
223,PT09M30.00S,2022-01-20T01:46:58.1Z,2,REGULAR,substitution,out,[],1630583,,,1610612749,44,34,2022-01-20T01:47:04Z,2210000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT09M30.00S,2022-01-20T01:46:58.1Z,2,REGULAR,substitution,in,[],1630533,,,1610612749,44,34,2022-01-20T01:47:04Z,2220000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT09M30.00S,2022-01-20T01:47:09.0Z,2,REGULAR,freethrow,1 of 1,[],203114,,,1610612749,45,34,2022-01-20T01:47:09Z,2230000,,,0,,K. Middleton Free Throw 1 of 1 (3 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,3.0,,,,,,,,,,,,,,,,
226,PT09M11.00S,2022-01-20T01:47:31.6Z,2,REGULAR,turnover,lost ball,[],1628991,,,1610612763,45,34,2022-01-20T01:47:38Z,2240000,,,0,,J. Jackson Jr. lost ball TURNOVER (2 TO),"[1628991, 203507]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,2.0,Antetokounmpo,203507.0,
227,PT09M11.00S,2022-01-20T01:47:31.6Z,2,REGULAR,steal,,[],203507,,,1610612749,45,34,2022-01-20T01:47:34Z,2250000,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M54.00S,2022-01-20T01:47:47.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628960,92.85479632063075,50.245098039215684,1610612749,45,34,2022-01-20T01:53:50Z,2260000,1.0,15.0,1,right,MISS G. Allen cutting Layup,[1628960],1610612749.0,MIL,cutting,,,Allen,G. Allen,,,,,1.47,Missed,,,,,,,,,,,,,,,,,,,
229,PT08M50.00S,2022-01-20T01:47:51.5Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,45,34,2022-01-20T01:47:56Z,2270000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,228.0,,,,,,,,,,7.0,6.0,1.0,,,,,,
230,PT08M50.00S,2022-01-20T01:47:51.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203507,94.40999984741211,50.0,1610612749,45,34,2022-01-20T01:47:51Z,2280000,0.0,0.0,1,right,MISS G. Antetokounmpo tip Layup,[203507],1610612749.0,MIL,tip,,,Antetokounmpo,G. Antetokounmpo,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
231,PT08M49.00S,2022-01-20T01:47:53.0Z,2,REGULAR,rebound,defensive,[],1630214,,,1610612763,45,34,2022-01-20T01:47:53Z,2290000,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,230.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
232,PT08M33.00S,2022-01-20T01:48:09.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629633,8.360709592641262,40.19607843137255,1610612763,45,34,2022-01-20T01:48:18Z,2300000,49.0,26.0,1,left,MISS J. Culver driving floating bank Shot,[1629633],1610612763.0,MEM,driving floating bank,,,Culver,J. Culver,,,,,5.55,Missed,,,,,,,,,,,,,,,,,,,
233,PT08M30.00S,2022-01-20T01:48:12.2Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,45,34,2022-01-20T01:48:18Z,2310000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,232.0,,,,,,,,,,8.0,7.0,1.0,,,,,,
234,PT08M29.00S,2022-01-20T01:48:15.9Z,2,REGULAR,turnover,lost ball,[],203507,,,1610612749,45,34,2022-01-20T01:51:09Z,2320000,,,0,,G. Antetokounmpo lost ball TURNOVER (3 TO),"[203507, 1629723]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,3.0,Konchar,1629723.0,
235,PT08M29.00S,2022-01-20T01:48:15.9Z,2,REGULAR,steal,,[],1629723,,,1610612763,45,34,2022-01-20T01:48:18Z,2330000,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M27.00S,2022-01-20T01:48:24.2Z,2,REGULAR,foul,personal,[],203507,,,1610612763,45,34,2022-01-20T01:48:39Z,2340000,,,0,,G. Antetokounmpo personal FOUL (2 PF),"[203507, 1630533]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,101283.0,,,,,2.0,0.0,Williams,1630533.0,,,,,,,,,
238,PT08M27.00S,2022-01-20T01:48:35.3Z,2,REGULAR,substitution,out,[],203507,,,1610612763,45,34,2022-01-20T01:48:40Z,2360000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT08M27.00S,2022-01-20T01:48:35.3Z,2,REGULAR,substitution,in,[],1626171,,,1610612763,45,34,2022-01-20T01:48:40Z,2370000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M18.00S,2022-01-20T01:48:55.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629723,9.017739816031538,97.54901960784314,1610612763,45,34,2022-01-20T01:49:02Z,2380000,-238.0,32.0,1,left,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,23.99,Missed,,,,,,,,,,,,,,,,,,,
241,PT08M14.00S,2022-01-20T01:48:59.9Z,2,REGULAR,rebound,defensive,[],203114,,,1610612749,45,34,2022-01-20T01:49:02Z,2390000,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,240.0,,,,,,,,,,1.0,1.0,0.0,,,,,,
242,PT08M04.00S,2022-01-20T01:49:09.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,91.27792378449409,34.80392156862745,1610612749,47,34,2022-01-20T01:49:13Z,2400000,-76.0,29.0,1,right,K. Middleton 8' driving floating bank Jump Shot (5 PTS),[203114],1610612749.0,MIL,driving floating bank,,,Middleton,K. Middleton,,,,,8.15,Made,,,5.0,,,,,,,,,,,,,,,,
243,PT07M50.00S,2022-01-20T01:49:22.7Z,2,REGULAR,3pt,Jump Shot,[],1628991,30.56833114323259,26.715686274509803,1610612763,47,34,2022-01-20T01:49:30Z,2410000,116.0,235.0,1,left,MISS J. Jackson Jr. 26' pullup 3PT,[1628991],1610612763.0,MEM,pullup,,,Jackson Jr.,J. Jackson Jr.,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,,
244,PT07M47.00S,2022-01-20T01:49:25.7Z,2,REGULAR,rebound,defensive,[],201588,,,1610612749,47,34,2022-01-20T01:49:30Z,2420000,,,0,,G. Hill REBOUND (Off:0 Def:2),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,243.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
245,PT07M42.00S,2022-01-20T01:49:35.0Z,2,REGULAR,foul,personal,[],1629633,,,1610612749,47,34,2022-01-20T01:49:51Z,2430000,,,0,,J. Culver personal FOUL (2 PF),"[1629633, 202083]",1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,1148.0,,,,,2.0,0.0,Matthews,202083.0,,,,,,,,,
247,PT07M42.00S,2022-01-20T01:49:47.6Z,2,REGULAR,substitution,out,[],1629633,,,1610612749,47,34,2022-01-20T01:49:52Z,2450000,,,0,,SUB out: J. Culver,[1629633],1610612763.0,MEM,,,,Culver,J. Culver,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M42.00S,2022-01-20T01:49:47.6Z,2,REGULAR,substitution,in,[],1629630,,,1610612749,47,34,2022-01-20T01:49:52Z,2460000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M34.00S,2022-01-20T01:50:01.9Z,2,REGULAR,3pt,Jump Shot,[],201588,66.96780551905388,28.921568627450984,1610612749,47,34,2022-01-20T01:50:07Z,2470000,-105.0,258.0,1,right,MISS G. Hill 27' 3PT,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,27.87,Missed,,,,,,,,,,,,,,,,,,,
250,PT07M31.00S,2022-01-20T01:50:04.9Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,47,34,2022-01-20T01:50:07Z,2480000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,249.0,,,,,,,,,,3.0,2.0,1.0,,,,,,
251,PT07M22.00S,2022-01-20T01:50:13.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,8.229303547963205,43.13725490196079,1610612763,47,36,2022-01-20T01:50:20Z,2490000,34.0,25.0,1,left,X. Tillman bank Jump Shot (2 PTS) (J. Morant 4 AST),"[1630214, 1629630]",1610612763.0,MEM,bank,,,Tillman,X. Tillman,,,,,4.24,Made,,,2.0,J. Morant,1629630.0,4.0,,,,,,,,,,,,,
253,PT07M09.00S,2022-01-20T01:50:26.5Z,2,REGULAR,2pt,Jump Shot,[],203114,79.58278580814718,69.36274509803921,1610612749,47,36,2022-01-20T01:50:31Z,2510000,97.0,139.0,1,right,MISS K. Middleton 16' Jump Shot,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,16.97,Missed,,,,,,,,,,,,,,,,,,,
254,PT07M09.00S,2022-01-20T01:50:30.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,47,36,2022-01-20T01:50:30Z,2520000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,253.0,,,,,,,,,,,,,,,,,,
255,PT07M09.00S,2022-01-20T01:50:33.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,47,36,2022-01-20T01:50:33Z,2530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M56.00S,2022-01-20T01:50:55.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202083,66.96780551905388,50.73529411764706,1610612749,50,36,2022-01-20T01:51:00Z,2540000,4.0,258.0,1,right,W. Matthews 25' 3PT  (3 PTS) (K. Middleton 3 AST),"[202083, 203114]",1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,25.8,Made,,,3.0,K. Middleton,203114.0,3.0,,,,,,,,,,,,,
258,PT06M52.00S,2022-01-20T01:51:04.8Z,2,REGULAR,foul,offensive,[],1628991,,,1610612763,50,36,2022-01-20T01:51:18Z,2560000,,,0,,J. Jackson Jr. offensive FOUL (3 PF),"[1628991, 202083]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,1148.0,,,,,3.0,0.0,Matthews,202083.0,,,,,,,,,
260,PT06M52.00S,2022-01-20T01:51:04.8Z,2,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,50,36,2022-01-20T01:51:04Z,2580000,,,0,,J. Jackson Jr. offensive foul TURNOVER (3 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,1148.0,,,,,,,,,,,,,,3.0,,,
262,PT06M52.00S,2022-01-20T01:51:27.8Z,2,REGULAR,substitution,out,[],1628991,,,1610612749,50,36,2022-01-20T01:51:31Z,2600000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M52.00S,2022-01-20T01:51:27.8Z,2,REGULAR,substitution,in,[],1629634,,,1610612749,50,36,2022-01-20T01:51:31Z,2610000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M32.00S,2022-01-20T01:51:52.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626171,83.26215505913272,16.42156862745098,1610612749,50,36,2022-01-20T01:51:57Z,2620000,-168.0,105.0,1,right,MISS B. Portis 19' Jump Shot,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,19.79,Missed,,,,,,,,,,,,,,,,,,,
265,PT06M30.00S,2022-01-20T01:51:54.8Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,50,36,2022-01-20T01:51:57Z,2630000,,,0,,J. Konchar REBOUND (Off:2 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,264.0,,,,,,,,,,5.0,3.0,2.0,,,,,,
266,PT06M24.00S,2022-01-20T01:52:01.3Z,2,REGULAR,3pt,Jump Shot,[],1630533,26.231931668856767,10.049019607843137,1610612763,50,36,2022-01-20T01:52:44Z,2640000,200.0,194.0,1,left,MISS Z. Williams 27' running 3PT,[1630533],1610612763.0,MEM,running,,,Williams,Z. Williams,,,,,27.86,Missed,,,,,,,,,,,,,,,,,,,
267,PT06M21.00S,2022-01-20T01:52:04.3Z,2,REGULAR,rebound,defensive,[],201588,,,1610612749,50,36,2022-01-20T01:52:09Z,2650000,,,0,,G. Hill REBOUND (Off:0 Def:3),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,266.0,,,,,,,,,,3.0,3.0,0.0,,,,,,
268,PT06M15.00S,2022-01-20T01:52:10.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,66.3107752956636,62.254901960784316,1610612749,53,36,2022-01-20T01:52:16Z,2660000,61.0,264.0,1,right,G. Allen 27' 3PT running (5 PTS) (G. Hill 3 AST),"[1628960, 201588]",1610612749.0,MIL,running,,,Allen,G. Allen,,,,,27.12,Made,,,5.0,G. Hill,201588.0,3.0,,,,,,,,,,,,,
