actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
182,PT11M03.00S,2021-11-21T01:44:34.1Z,2,REGULAR,foul,personal,['1freethrow'],203648,,,1610612753,39,26,2021-11-21T01:44:47Z,1810000,,,0,,T. Antetokounmpo shooting personal FOUL (1 PF) (Wagner 1 FT),"[203648, 1629021]",1610612749.0,MIL,shooting,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,1626300.0,1.0,0.0,Wagner,1629021.0,,,,,,,,,,
184,PT11M03.00S,2021-11-21T01:45:04.5Z,2,REGULAR,freethrow,1 of 1,[],1629021,,,1610612753,39,27,2021-11-21T01:45:04Z,1830000,,,0,,M. Wagner Free Throw 1 of 1 (5 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
185,PT10M40.00S,2021-11-21T01:45:28.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201588,92.72339027595268,50.0,1610612749,41,27,2021-11-21T01:45:33Z,1840000,0.0,16.0,1,right,G. Hill driving Layup (2 PTS),[201588],1610612749.0,MIL,driving,,,Hill,G. Hill,,,,,1.59,Made,,,,,,,,,,2.0,,,,,,,,,
186,PT10M14.00S,2021-11-21T01:45:54.2Z,2,REGULAR,turnover,bad pass,[],1630181,,,1610612753,41,27,2021-11-21T01:45:59Z,1850000,,,0,,R. Hampton bad pass TURNOVER (1 TO),"[1630181, 203918]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,1.0,,,,Hood,203918.0,,,
187,PT10M14.00S,2021-11-21T01:45:54.2Z,2,REGULAR,steal,,[],203918,,,1610612749,41,27,2021-11-21T01:45:57Z,1860000,,,0,,R. Hood STEAL (1 STL),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M06.00S,2021-11-21T01:46:01.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203114,66.3107752956636,54.65686274509803,1610612749,44,27,2021-11-21T01:46:07Z,1870000,23.0,264.0,1,right,K. Middleton 26' 3PT running (6 PTS) (G. Hill 3 AST),"[203114, 201588]",1610612749.0,MIL,running,,,Middleton,K. Middleton,,,,,26.52,Made,,,,,,,,,,6.0,,G. Hill,201588.0,3.0,,,,,
190,PT09M50.00S,2021-11-21T01:46:23.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,44,27,2021-11-21T01:46:23Z,1890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M50.00S,2021-11-21T01:46:26.6Z,2,REGULAR,substitution,out,[],201588,,,1610612753,44,27,2021-11-21T01:46:46Z,1900000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M50.00S,2021-11-21T01:46:26.6Z,2,REGULAR,substitution,out,[],203648,,,1610612753,44,27,2021-11-21T01:46:46Z,1910000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M50.00S,2021-11-21T01:46:26.6Z,2,REGULAR,substitution,out,[],1629021,,,1610612753,44,27,2021-11-21T01:46:46Z,1920000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M50.00S,2021-11-21T01:46:26.6Z,2,REGULAR,substitution,in,[],203507,,,1610612753,44,27,2021-11-21T01:46:46Z,1930000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M50.00S,2021-11-21T01:46:26.6Z,2,REGULAR,substitution,in,[],201950,,,1610612753,44,27,2021-11-21T01:46:46Z,1940000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M50.00S,2021-11-21T01:46:26.6Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,44,27,2021-11-21T01:46:46Z,1950000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M47.00S,2021-11-21T01:46:57.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,6.521024967148489,48.529411764705884,1610612753,44,29,2021-11-21T01:47:03Z,1960000,7.0,9.0,1,left,W. Carter Jr. cutting Layup (5 PTS) (T. Ross 2 AST),"[1628976, 203082]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,1.15,Made,,,,,,,,,,5.0,,T. Ross,203082.0,2.0,,,,,
199,PT09M47.00S,2021-11-21T01:47:00.6Z,2,REGULAR,foul,personal,['1freethrow'],203114,,,1610612753,44,29,2021-11-21T01:47:12Z,1980000,,,0,,K. Middleton shooting personal FOUL (2 PF) (Carter Jr. 1 FT),"[203114, 1628976]",1610612749.0,MIL,shooting,,,Middleton,K. Middleton,,,,,,,,,,,203591.0,2.0,0.0,Carter Jr.,1628976.0,,,,,,,,,,
201,PT09M47.00S,2021-11-21T01:47:17.7Z,2,REGULAR,freethrow,1 of 1,[],1628976,,,1610612753,44,29,2021-11-21T01:47:20Z,2000000,,,0,,MISS W. Carter Jr. Free Throw 1 of 1,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
202,PT09M44.00S,2021-11-21T01:47:20.7Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,44,29,2021-11-21T01:47:20Z,2010000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,201.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
203,PT09M31.00S,2021-11-21T01:47:32.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,90.88370565045992,50.98039215686274,1610612749,44,29,2021-11-21T01:47:48Z,2020000,5.0,33.0,1,right,MISS G. Antetokounmpo cutting finger roll Layup,[203507],1610612749.0,MIL,cutting finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,3.36,Missed,,,,,,,,,,,,,,,,,,,
204,PT09M28.00S,2021-11-21T01:47:35.8Z,2,REGULAR,rebound,defensive,[],1630181,,,1610612753,44,29,2021-11-21T01:47:48Z,2030000,,,0,,R. Hampton REBOUND (Off:0 Def:1),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,203.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
205,PT09M19.00S,2021-11-21T01:47:44.6Z,2,REGULAR,3pt,Jump Shot,[],1628976,32.802233902759525,32.84313725490196,1610612753,44,32,2021-11-21T01:47:52Z,2040000,86.0,256.0,1,left,W. Carter Jr. 26' 3PT  (8 PTS) (R. Hampton 1 AST),"[1628976, 1630181]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,26.98,Made,,,,,,,,,,8.0,,R. Hampton,1630181.0,1.0,,,,,
207,PT09M00.00S,2021-11-21T01:48:03.2Z,2,REGULAR,3pt,Jump Shot,[],1626171,74.72076215505913,93.62745098039215,1610612749,47,32,2021-11-21T01:48:08Z,2060000,218.0,185.0,1,right,B. Portis 28' 3PT  (13 PTS) (G. Antetokounmpo 2 AST),"[1626171, 203507]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,28.61,Made,,,,,,,,,,13.0,,G. Antetokounmpo,203507.0,2.0,,,,,
209,PT08M36.00S,2021-11-21T01:48:28.1Z,2,REGULAR,3pt,Jump Shot,[],1630181,30.305519053876477,71.32352941176471,1610612753,47,35,2021-11-21T01:48:34Z,2080000,-107.0,232.0,1,left,R. Hampton 25' 3PT  (3 PTS) (W. Carter Jr. 1 AST),"[1630181, 1628976]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,25.57,Made,,,,,,,,,,3.0,,W. Carter Jr.,1628976.0,1.0,,,,,
211,PT08M19.00S,2021-11-21T01:48:43.8Z,2,REGULAR,3pt,Jump Shot,[],203114,70.77858081471747,75.49019607843137,1610612749,50,35,2021-11-21T01:48:48Z,2100000,127.0,222.0,1,right,K. Middleton 25' 3PT  (9 PTS) (G. Antetokounmpo 3 AST),"[203114, 203507]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,25.62,Made,,,,,,,,,,9.0,,G. Antetokounmpo,203507.0,3.0,,,,,
213,PT08M08.00S,2021-11-21T01:48:56.1Z,2,REGULAR,2pt,Jump Shot,[],203082,21.23850197109067,38.970588235294116,1610612753,50,35,2021-11-21T01:49:02Z,2120000,55.0,147.0,1,left,MISS T. Ross 15' pullup Shot,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,15.71,Missed,,,,,,,,,,,,,,,,,,,
214,PT08M05.00S,2021-11-21T01:48:59.1Z,2,REGULAR,rebound,defensive,[],203918,,,1610612749,50,35,2021-11-21T01:49:02Z,2130000,,,0,,R. Hood REBOUND (Off:0 Def:1),[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,213.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
215,PT08M04.00S,2021-11-21T01:49:02.4Z,2,REGULAR,turnover,out-of-bounds,[],203114,,,1610612749,50,35,2021-11-21T01:49:09Z,2140000,,,0,,K. Middleton bad pass out-of-bounds TURNOVER (1 TO),[203114],1610612749.0,MIL,bad pass,,,Middleton,K. Middleton,,,,,,,,,,,203591.0,,,,,,1.0,,,,,,,,
216,PT08M04.00S,2021-11-21T01:49:08.6Z,2,REGULAR,substitution,out,[],1626171,,,1610612753,50,35,2021-11-21T01:49:19Z,2150000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M04.00S,2021-11-21T01:49:08.6Z,2,REGULAR,substitution,in,[],1626192,,,1610612753,50,35,2021-11-21T01:49:19Z,2160000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M51.00S,2021-11-21T01:49:31.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629643,31.61957950065703,27.205882352941174,1610612753,50,35,2021-11-21T01:49:37Z,2170000,114.0,245.0,1,left,MISS C. Okeke 27' pullup 3PT,[1629643],1610612753.0,ORL,pullup,,,Okeke,C. Okeke,,,,,27.0,Missed,,,,,,,,,,,,,,,,,,,
219,PT07M47.00S,2021-11-21T01:49:35.2Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,50,35,2021-11-21T01:49:37Z,2180000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,218.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
220,PT07M41.00S,2021-11-21T01:49:43.1Z,2,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612749,50,35,2021-11-21T01:49:53Z,2190000,,,0,,W. Carter Jr. shooting personal FOUL (3 PF) (Antetokounmpo 2 FT),"[1628976, 203507]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,1151.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
222,PT07M41.00S,2021-11-21T01:50:18.6Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,50,35,2021-11-21T01:50:18Z,2210000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
223,PT07M41.00S,2021-11-21T01:50:18.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,50,35,2021-11-21T01:50:18Z,2220000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,222.0,,,,,,,,,,,,,,,,,,
224,PT07M41.00S,2021-11-21T01:50:21.1Z,2,REGULAR,substitution,out,[],203918,,,1610612749,50,35,2021-11-21T01:50:39Z,2230000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M41.00S,2021-11-21T01:50:21.1Z,2,REGULAR,substitution,out,[],203114,,,1610612749,50,35,2021-11-21T01:50:39Z,2240000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M41.00S,2021-11-21T01:50:21.1Z,2,REGULAR,substitution,out,[],1630181,,,1610612749,50,35,2021-11-21T01:50:39Z,2250000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M41.00S,2021-11-21T01:50:21.1Z,2,REGULAR,substitution,out,[],1628976,,,1610612749,50,35,2021-11-21T01:50:39Z,2260000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M41.00S,2021-11-21T01:50:21.1Z,2,REGULAR,substitution,in,[],203648,,,1610612749,50,35,2021-11-21T01:50:39Z,2270000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M41.00S,2021-11-21T01:50:21.1Z,2,REGULAR,substitution,in,[],1628960,,,1610612749,50,35,2021-11-21T01:50:39Z,2280000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M41.00S,2021-11-21T01:50:21.1Z,2,REGULAR,substitution,in,[],1628964,,,1610612749,50,35,2021-11-21T01:50:39Z,2290000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M41.00S,2021-11-21T01:50:21.1Z,2,REGULAR,substitution,in,[],1630591,,,1610612749,50,35,2021-11-21T01:50:39Z,2300000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M41.00S,2021-11-21T01:50:45.2Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,51,35,2021-11-21T01:50:45Z,2310000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (10 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,10.0,,,,,,,,,
233,PT07M29.00S,2021-11-21T01:50:58.1Z,2,REGULAR,3pt,Jump Shot,[],1629643,27.94021024967148,81.37254901960785,1610612753,51,38,2021-11-21T01:51:06Z,2320000,-157.0,210.0,1,left,C. Okeke 26' 3PT  (3 PTS) (M. Bamba 1 AST),"[1629643, 1628964]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,26.22,Made,,,,,,,,,,3.0,,M. Bamba,1628964.0,1.0,,,,,
235,PT07M15.00S,2021-11-21T01:51:11.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201950,92.32917214191852,45.83333333333333,1610612749,51,38,2021-11-21T01:51:16Z,2340000,-21.0,20.0,1,right,MISS J. Holiday driving Layup,[201950],1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,2.86,Missed,,,,,,,,,,,,,,,,,,,
236,PT07M12.00S,2021-11-21T01:51:14.9Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,51,38,2021-11-21T01:51:16Z,2350000,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,235.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
237,PT07M10.00S,2021-11-21T01:51:17.9Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1629643,23.73521681997372,23.03921568627451,1610612753,51,40,2021-11-21T01:51:34Z,2360000,135.0,171.0,1,left,C. Okeke 21' running pullup Jump Shot (5 PTS) (J. Suggs 3 AST),"[1629643, 1630591]",1610612753.0,ORL,running pullup,,,Okeke,C. Okeke,,,,,21.74,Made,,,,,,,,,,5.0,,J. Suggs,1630591.0,3.0,,,,,
239,PT07M09.00S,2021-11-21T01:51:34.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,51,40,2021-11-21T01:51:34Z,2380000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M09.00S,2021-11-21T01:53:20.3Z,2,REGULAR,substitution,out,[],203648,,,1610612749,51,40,2021-11-21T01:54:28Z,2390000,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M09.00S,2021-11-21T01:53:20.3Z,2,REGULAR,substitution,out,[],203082,,,1610612749,51,40,2021-11-21T01:54:28Z,2400000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M09.00S,2021-11-21T01:53:20.3Z,2,REGULAR,substitution,in,[],1629620,,,1610612749,51,40,2021-11-21T01:54:28Z,2410000,,,0,,SUB in: J. Robinson,[1629620],1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M09.00S,2021-11-21T01:53:20.3Z,2,REGULAR,substitution,in,[],203914,,,1610612749,51,40,2021-11-21T01:54:28Z,2420000,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M59.00S,2021-11-21T01:54:38.5Z,2,REGULAR,violation,kicked ball,[],1630591,,,1610612749,51,40,2021-11-21T01:56:15Z,2430000,,,0,,J. Suggs kicked ball VIOLATION,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,203591.0,,,,,,,,,,,,,,
245,PT06M50.00S,2021-11-21T01:54:57.4Z,2,REGULAR,3pt,Jump Shot,[],1628960,66.83639947437582,61.029411764705884,1610612749,54,40,2021-11-21T01:55:05Z,2440000,55.0,259.0,1,right,G. Allen 26' 3PT  (8 PTS) (G. Antetokounmpo 4 AST),"[1628960, 203507]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,26.5,Made,,,,,,,,,,8.0,,G. Antetokounmpo,203507.0,4.0,,,,,
294,PT06M32.00S,2021-11-21T01:55:06.4Z,2,REGULAR,turnover,bad pass,[],1630591,,,1610612753,54,40,2021-11-21T02:01:06Z,2455000,,,0,,J. Suggs bad pass TURNOVER (3 TO),"[1630591, 203507]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,3.0,,,,Antetokounmpo,203507.0,,,
295,PT06M32.00S,2021-11-21T01:55:06.4Z,2,REGULAR,steal,,[],203507,,,1610612749,54,40,2021-11-21T02:01:06Z,2457500,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M29.00S,2021-11-21T01:55:21.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",203507,83.919185282523,42.8921568627451,1610612749,54,40,2021-11-21T02:01:14Z,2480000,-36.0,99.0,1,right,MISS G. Antetokounmpo 10' running Layup,[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,10.49,Missed,,,,,,,,,,,,,,,,,,,
251,PT06M29.00S,2021-11-21T01:55:21.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,54,40,2021-11-21T01:55:31Z,2500000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,249.0,,,,,,,,,,,,,,,,,,
252,PT06M29.00S,2021-11-21T01:55:29.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,54,40,2021-11-21T01:55:29Z,2510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M24.00S,2021-11-21T01:55:37.2Z,2,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",1626192,95.74572930354796,97.05882352941177,1610612749,54,40,2021-11-21T02:01:14Z,2520000,235.0,-13.0,1,right,MISS P. Connaughton 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,23.56,Missed,,,,,,,,,,,,,,,,,,,
254,PT06M21.00S,2021-11-21T01:55:40.2Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,54,40,2021-11-21T01:55:43Z,2530000,,,0,,J. Suggs REBOUND (Off:0 Def:4),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,253.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
255,PT06M10.00S,2021-11-21T01:55:51.1Z,2,REGULAR,3pt,Jump Shot,[],203914,8.229303547963205,99.75490196078431,1610612753,54,40,2021-11-21T01:55:57Z,2540000,-249.0,25.0,1,left,MISS G. Harris 25' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,25.0,Missed,,,,,,,,,,,,,,,,,,,
256,PT06M06.00S,2021-11-21T01:55:55.1Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,54,40,2021-11-21T01:55:57Z,2550000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:9),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,255.0,10.0,9.0,1.0,,,,,,,,,,,,,,,
257,PT06M03.00S,2021-11-21T01:56:03.3Z,2,REGULAR,foul,personal,['2freethrow'],1629643,,,1610612749,54,40,2021-11-21T01:56:17Z,2560000,,,0,,C. Okeke shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1629643, 203507]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,,,,,,,203591.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
259,PT06M03.00S,2021-11-21T01:56:40.2Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,55,40,2021-11-21T01:57:08Z,2580000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (11 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
260,PT06M03.00S,2021-11-21T01:56:40.2Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,55,40,2021-11-21T01:57:08Z,2590000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
261,PT06M00.00S,2021-11-21T01:56:43.2Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,55,40,2021-11-21T01:57:08Z,2600000,,,0,,M. Bamba REBOUND (Off:0 Def:3),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,260.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
262,PT05M54.00S,2021-11-21T01:57:18.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,14.931011826544022,63.970588235294116,1610612753,55,42,2021-11-21T01:57:31Z,2610000,-70.0,88.0,1,left,J. Suggs 11' driving floating bank Jump Shot (8 PTS),[1630591],1610612753.0,ORL,driving floating bank,,,Suggs,J. Suggs,,,,,11.23,Made,,,,,,,,,,8.0,,,,,,,,,
263,PT05M54.00S,2021-11-21T01:57:21.7Z,2,REGULAR,foul,personal,['1freethrow'],1629620,,,1610612753,55,42,2021-11-21T01:57:33Z,2620000,,,0,,J. Robinson shooting personal FOUL (1 PF) (Suggs 1 FT),"[1629620, 1630591]",1610612749.0,MIL,shooting,,,Robinson,J. Robinson,,,,,,,,,,,203591.0,1.0,0.0,Suggs,1630591.0,,,,,,,,,,
265,PT05M54.00S,2021-11-21T01:57:37.3Z,2,REGULAR,freethrow,1 of 1,[],1630591,,,1610612753,55,42,2021-11-21T01:57:37Z,2640000,,,0,,MISS J. Suggs Free Throw 1 of 1,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,Missed,,,,,,,,,,,,,,,,,,,
266,PT05M50.00S,2021-11-21T01:57:40.0Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,55,42,2021-11-21T01:57:40Z,2650000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:10),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,265.0,11.0,10.0,1.0,,,,,,,,,,,,,,,
267,PT05M32.00S,2021-11-21T01:57:58.1Z,2,REGULAR,3pt,Jump Shot,[],1628960,70.25295663600527,21.323529411764707,1610612749,55,42,2021-11-21T01:58:03Z,2660000,-143.0,227.0,1,right,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,26.86,Missed,,,,,,,,,,,,,,,,,,,
268,PT05M29.00S,2021-11-21T01:58:00.7Z,2,REGULAR,rebound,offensive,[],1626192,,,1610612749,55,42,2021-11-21T01:58:00Z,2670000,,,0,,P. Connaughton REBOUND (Off:1 Def:0),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,267.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
269,PT05M26.00S,2021-11-21T01:58:03.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629620,68.41327201051249,73.2843137254902,1610612749,55,42,2021-11-21T01:58:08Z,2680000,116.0,244.0,1,right,MISS J. Robinson 27' 3PT,[1629620],1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,,
270,PT05M23.00S,2021-11-21T01:58:06.5Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,55,42,2021-11-21T01:58:08Z,2690000,,,0,,M. Bamba REBOUND (Off:0 Def:4),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,269.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
271,PT05M11.00S,2021-11-21T01:58:19.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,8.360709592641262,51.470588235294116,1610612753,55,42,2021-11-21T01:58:24Z,2700000,-7.0,26.0,1,left,MISS J. Suggs driving Layup - blocked,"[1630591, 201950]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,2.71,Missed,,,,,,,,,,,,,,,,,,Holiday,201950.0
