actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
447,PT05M04.00S,2021-11-21T02:42:37.4Z,3,REGULAR,substitution,in,[],1630181,,,1610612753,86,59,2021-11-21T02:43:10Z,4440000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M45.00S,2021-11-21T02:43:22.5Z,3,REGULAR,2pt,Jump Shot,[],1629643,94.82588699080158,76.7156862745098,1610612753,86,61,2021-11-21T02:43:30Z,4450000,134.0,-4.0,1,right,C. Okeke 13' fadeaway Jump Shot (7 PTS),[1629643],1610612753.0,ORL,fadeaway,,,Okeke,C. Okeke,,,,,13.37,Made,,,,,,,,,,7.0,,,,,,,,,
449,PT04M35.00S,2021-11-21T02:43:33.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,11.645860709592641,54.65686274509803,1610612749,86,61,2021-11-21T02:43:39Z,4460000,-23.0,57.0,1,left,MISS J. Holiday 6' driving Layup - blocked,"[201950, 201577]",1610612749.0,MIL,driving,,,Holiday,J. Holiday,,,,,6.16,Missed,,,,,,,,,,,,,,,,,,Lopez,201577.0
450,PT04M35.00S,2021-11-21T02:43:33.6Z,3,REGULAR,block,,[],201577,,,1610612749,86,61,2021-11-21T02:43:37Z,4470000,,,0,,R. Lopez BLOCK (1 BLK),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M30.00S,2021-11-21T02:43:38.6Z,3,REGULAR,rebound,defensive,[],1630591,,,1610612753,86,61,2021-11-21T02:43:39Z,4480000,,,0,,J. Suggs REBOUND (Off:0 Def:6),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,449.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
452,PT04M28.00S,2021-11-21T02:43:40.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630591,69.99014454664915,17.647058823529413,1610612753,86,61,2021-11-21T02:43:48Z,4490000,-162.0,230.0,1,right,MISS J. Suggs 28' running pullup 3PT,[1630591],1610612753.0,ORL,running pullup,,,Suggs,J. Suggs,,,,,28.09,Missed,,,,,,,,,,,,,,,,,,,
453,PT04M25.00S,2021-11-21T02:43:43.6Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,86,61,2021-11-21T02:43:48Z,4500000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:16),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,452.0,17.0,16.0,1.0,,,,,,,,,,,,,,,
454,PT04M16.00S,2021-11-21T02:43:55.6Z,3,REGULAR,foul,personal,['2freethrow'],201577,,,1610612749,86,61,2021-11-21T02:44:27Z,4510000,,,0,,R. Lopez shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[201577, 203507]",1610612753.0,ORL,shooting,,,Lopez,R. Lopez,,,,,,,,,,,1626300.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
456,PT04M16.00S,2021-11-21T02:44:37.0Z,3,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,87,61,2021-11-21T02:44:37Z,4530000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (25 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,25.0,,,,,,,,,
457,PT04M16.00S,2021-11-21T02:44:39.5Z,3,REGULAR,substitution,out,[],201950,,,1610612749,87,61,2021-11-21T02:44:49Z,4540000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M16.00S,2021-11-21T02:44:39.5Z,3,REGULAR,substitution,out,[],1630591,,,1610612749,87,61,2021-11-21T02:44:49Z,4550000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT04M16.00S,2021-11-21T02:44:39.5Z,3,REGULAR,substitution,in,[],203114,,,1610612749,87,61,2021-11-21T02:44:49Z,4560000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT04M16.00S,2021-11-21T02:44:39.5Z,3,REGULAR,substitution,in,[],1628539,,,1610612749,87,61,2021-11-21T02:44:49Z,4570000,,,0,,SUB in: M. Mulder,[1628539],1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT04M16.00S,2021-11-21T02:45:01.8Z,3,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,88,61,2021-11-21T02:45:01Z,4580000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (26 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,26.0,,,,,,,,,
462,PT03M57.00S,2021-11-21T02:45:23.2Z,3,REGULAR,3pt,Jump Shot,[],1630181,72.09264126149803,11.27450980392157,1610612753,88,61,2021-11-21T02:45:32Z,4590000,-194.0,210.0,1,right,MISS R. Hampton 28' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,28.55,Missed,,,,,,,,,,,,,,,,,,,
463,PT03M53.00S,2021-11-21T02:45:27.2Z,3,REGULAR,rebound,offensive,[],201577,,,1610612753,88,61,2021-11-21T02:45:32Z,4600000,,,0,,R. Lopez REBOUND (Off:1 Def:0),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,462.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
464,PT03M51.00S,2021-11-21T02:45:29.4Z,3,REGULAR,turnover,bad pass,[],201577,,,1610612753,88,61,2021-11-21T02:45:36Z,4610000,,,0,,R. Lopez bad pass TURNOVER (1 TO),"[201577, 203507]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,1.0,,,,Antetokounmpo,203507.0,,,
465,PT03M51.00S,2021-11-21T02:45:29.4Z,3,REGULAR,steal,,[],203507,,,1610612749,88,61,2021-11-21T02:45:32Z,4620000,,,0,,G. Antetokounmpo STEAL (2 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT03M35.00S,2021-11-21T02:45:44.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203507,33.327858081471746,31.61764705882353,1610612749,88,61,2021-11-21T02:45:50Z,4630000,92.0,261.0,1,left,MISS G. Antetokounmpo 27' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,27.65,Missed,,,,,,,,,,,,,,,,,,,
467,PT03M32.00S,2021-11-21T02:45:47.9Z,3,REGULAR,rebound,defensive,[],203082,,,1610612753,88,61,2021-11-21T02:45:50Z,4640000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,466.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
468,PT03M28.00S,2021-11-21T02:45:52.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629643,73.01248357424441,81.61764705882352,1610612753,88,61,2021-11-21T02:47:08Z,4650000,158.0,201.0,1,right,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
469,PT03M25.00S,2021-11-21T02:45:55.0Z,3,REGULAR,rebound,offensive,[],201577,,,1610612753,88,61,2021-11-21T02:47:08Z,4660000,,,0,,R. Lopez REBOUND (Off:2 Def:0),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,468.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
470,PT03M23.00S,2021-11-21T02:45:57.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628539,73.14388961892247,11.76470588235294,1610612753,88,61,2021-11-21T02:46:08Z,4670000,-191.0,200.0,1,right,MISS M. Mulder 27' 3PT,[1628539],1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,27.66,Missed,,,,,,,,,,,,,,,,,,,
471,PT03M19.00S,2021-11-21T02:46:01.9Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,88,61,2021-11-21T02:46:08Z,4680000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:17),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,470.0,18.0,17.0,1.0,,,,,,,,,,,,,,,
472,PT03M11.00S,2021-11-21T02:46:09.3Z,3,REGULAR,3pt,Jump Shot,[],1626192,32.276609724047304,70.34313725490196,1610612749,88,61,2021-11-21T02:46:19Z,4690000,-102.0,251.0,1,left,MISS P. Connaughton 27' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,,
473,PT03M10.00S,2021-11-21T02:46:11.7Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,88,61,2021-11-21T02:46:11Z,4700000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:17),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,472.0,19.0,17.0,2.0,,,,,,,,,,,,,,,
474,PT03M10.00S,2021-11-21T02:46:19.9Z,3,REGULAR,foul,personal,[],1629643,,,1610612749,88,61,2021-11-21T02:46:32Z,4710000,,,0,,C. Okeke personal FOUL (3 PF),"[1629643, 203507]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,203591.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,
476,PT03M10.00S,2021-11-21T02:46:28.0Z,3,REGULAR,substitution,out,[],203507,,,1610612749,88,61,2021-11-21T02:46:35Z,4730000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT03M10.00S,2021-11-21T02:46:28.0Z,3,REGULAR,substitution,in,[],1626171,,,1610612749,88,61,2021-11-21T02:46:35Z,4740000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M58.00S,2021-11-21T02:46:54.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626192,33.459264126149804,50.98039215686274,1610612749,88,61,2021-11-21T02:47:00Z,4750000,-5.0,262.0,1,left,MISS P. Connaughton 26' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
479,PT02M58.00S,2021-11-21T02:46:54.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,88,61,2021-11-21T02:47:00Z,4760000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,478.0,,,,,,,,,,,,,,,,,,
480,PT02M58.00S,2021-11-21T02:47:01.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,88,61,2021-11-21T02:47:01Z,4770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M41.00S,2021-11-21T02:47:25.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630181,86.02168199737189,63.970588235294116,1610612753,88,61,2021-11-21T02:47:30Z,4780000,70.0,79.0,1,right,MISS R. Hampton 10' driving floating Shot,[1630181],1610612753.0,ORL,driving floating,,,Hampton,R. Hampton,,,,,10.54,Missed,,,,,,,,,,,,,,,,,,,
482,PT02M39.00S,2021-11-21T02:47:27.3Z,3,REGULAR,rebound,defensive,[],203114,,,1610612749,88,61,2021-11-21T02:47:30Z,4790000,,,0,,K. Middleton REBOUND (Off:0 Def:5),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,481.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
483,PT02M34.00S,2021-11-21T02:47:32.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203114,32.40801576872536,25.49019607843137,1610612749,88,61,2021-11-21T02:47:39Z,4800000,123.0,252.0,1,left,MISS K. Middleton 28' running pullup 3PT,[203114],1610612749.0,MIL,running pullup,,,Middleton,K. Middleton,,,,,28.03,Missed,,,,,,,,,,,,,,,,,,,
484,PT02M32.00S,2021-11-21T02:47:34.0Z,3,REGULAR,rebound,defensive,[],1628539,,,1610612753,88,61,2021-11-21T02:47:39Z,4810000,,,0,,M. Mulder REBOUND (Off:0 Def:1),[1628539],1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,,,483.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
485,PT02M25.00S,2021-11-21T02:47:41.3Z,3,REGULAR,3pt,Jump Shot,[],1629643,68.80749014454665,74.50980392156863,1610612753,88,61,2021-11-21T02:47:46Z,4820000,123.0,241.0,1,right,MISS C. Okeke 27' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,,
486,PT02M22.00S,2021-11-21T02:47:44.3Z,3,REGULAR,rebound,defensive,[],1626192,,,1610612749,88,61,2021-11-21T02:47:46Z,4830000,,,0,,P. Connaughton REBOUND (Off:1 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,485.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
487,PT02M10.00S,2021-11-21T02:47:56.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203918,6.389618922470433,48.77450980392157,1610612749,90,61,2021-11-21T02:48:11Z,4840000,6.0,8.0,1,left,R. Hood driving finger roll Layup (2 PTS) (K. Middleton 7 AST),"[203918, 203114]",1610612749.0,MIL,driving finger roll,,,Hood,R. Hood,,,,,0.97,Made,,,,,,,,,,2.0,,K. Middleton,203114.0,7.0,,,,,
489,PT01M50.00S,2021-11-21T02:48:16.8Z,3,REGULAR,3pt,Jump Shot,[],1628539,71.96123521681997,80.88235294117648,1610612753,90,64,2021-11-21T02:48:22Z,4860000,154.0,211.0,1,right,M. Mulder 26' 3PT  (3 PTS) (R. Hampton 2 AST),"[1628539, 1630181]",1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,26.15,Made,,,,,,,,,,3.0,,R. Hampton,1630181.0,2.0,,,,,
491,PT01M34.00S,2021-11-21T02:48:36.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630181,,,1610612749,90,64,2021-11-21T02:48:55Z,4880000,,,0,,R. Hampton shooting personal FOUL (1 PF) (Middleton 2 FT),"[1630181, 203114]",1610612753.0,ORL,shooting,,,Hampton,R. Hampton,,,,,,,,,,,1626300.0,1.0,0.0,Middleton,203114.0,,,,,,,,,,
493,PT01M34.00S,2021-11-21T02:49:00.4Z,3,REGULAR,freethrow,1 of 2,[],203114,,,1610612749,90,64,2021-11-21T02:49:00Z,4900000,,,0,,MISS K. Middleton Free Throw 1 of 2,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Missed,,,,,,,,,,,,,,,,,,,
494,PT01M34.00S,2021-11-21T02:49:00.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,90,64,2021-11-21T02:49:00Z,4910000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,,,,
495,PT01M34.00S,2021-11-21T02:49:07.9Z,3,REGULAR,substitution,out,[],1626192,,,1610612749,90,64,2021-11-21T02:49:13Z,4920000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT01M34.00S,2021-11-21T02:49:07.9Z,3,REGULAR,substitution,in,[],203648,,,1610612749,90,64,2021-11-21T02:49:13Z,4930000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT01M34.00S,2021-11-21T02:49:20.5Z,3,REGULAR,freethrow,2 of 2,[],203114,,,1610612749,91,64,2021-11-21T02:49:20Z,4940000,,,0,,K. Middleton Free Throw 2 of 2 (12 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
498,PT01M18.00S,2021-11-21T02:49:41.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629643,86.5473061760841,38.970588235294116,1610612753,91,66,2021-11-21T02:49:46Z,4950000,-55.0,74.0,1,right,C. Okeke 9' driving floating Jump Shot (9 PTS) (R. Hampton 3 AST),"[1629643, 1630181]",1610612753.0,ORL,driving floating,,,Okeke,C. Okeke,,,,,9.23,Made,,,,,,,,,,9.0,,R. Hampton,1630181.0,3.0,,,,,
499,PT01M00.00S,2021-11-21T02:50:00.2Z,3,REGULAR,2pt,Jump Shot,[],1626171,9.937582128777924,74.26470588235294,1610612749,93,66,2021-11-21T02:50:04Z,4960000,-121.0,41.0,1,left,B. Portis 12' turnaround fadeaway Jump Shot (21 PTS),[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,12.8,Made,,,,,,,,,,21.0,,,,,,,,,
500,PT00M44.50S,2021-11-21T02:50:18.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629643,93.51182654402102,46.81372549019608,1610612753,93,68,2021-11-21T02:50:24Z,4970000,-16.0,8.0,1,right,C. Okeke cutting Layup (11 PTS) (T. Ross 3 AST),"[1629643, 203082]",1610612753.0,ORL,cutting,,,Okeke,C. Okeke,,,,,1.8,Made,,,,,,,,,,11.0,,T. Ross,203082.0,3.0,,,,,
502,PT00M35.90S,2021-11-21T02:50:28.5Z,3,REGULAR,2pt,Jump Shot,[],203114,25.837713534822605,27.696078431372552,1610612749,93,68,2021-11-21T02:50:34Z,4990000,112.0,190.0,1,left,MISS K. Middleton 22' step back Shot,[203114],1610612749.0,MIL,step back,,,Middleton,K. Middleton,,,,,22.06,Missed,,,,,,,,,,,,,,,,,,,
503,PT00M32.70S,2021-11-21T02:50:31.7Z,3,REGULAR,rebound,defensive,[],1630181,,,1610612753,93,68,2021-11-21T02:50:34Z,5000000,,,0,,R. Hampton REBOUND (Off:0 Def:5),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,502.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
504,PT00M29.20S,2021-11-21T02:50:36.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203082,73.66951379763469,9.313725490196079,1610612753,93,71,2021-11-21T02:50:45Z,5010000,-203.0,195.0,1,right,T. Ross 28' 3PT running (5 PTS) (R. Hampton 4 AST),"[203082, 1630181]",1610612753.0,ORL,running,,,Ross,T. Ross,,,,,28.18,Made,,,,,,,,,,5.0,,R. Hampton,1630181.0,4.0,,,,,
506,PT00M04.90S,2021-11-21T02:51:04.9Z,3,REGULAR,3pt,Jump Shot,[],1626171,9.067017082785808,96.1014093137255,1610612749,96,71,2021-11-21T02:51:20Z,5030000,-231.0,33.0,1,left,B. Portis 3PT  (24 PTS) (T. Antetokounmpo 1 AST),"[1626171, 203648]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,23.28,Made,,,,,,,,,,24.0,,T. Antetokounmpo,203648.0,1.0,,,,,
508,PT00M00.00S,2021-11-21T02:51:14.3Z,3,REGULAR,3pt,Jump Shot,[],1628539,73.53810775295663,84.80392156862744,1610612753,96,71,2021-11-21T02:51:24Z,5050000,174.0,196.0,1,right,MISS M. Mulder 26' 3PT,[1628539],1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
509,PT00M00.00S,2021-11-21T02:51:17.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,96,71,2021-11-21T02:51:17Z,5060000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,508.0,,,,,,,,,,,,,,,,,,
510,PT00M00.00S,2021-11-21T02:51:24.5Z,3,REGULAR,period,end,[],0,,,1610612753,96,71,2021-11-21T02:51:24Z,5070000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2021-11-21T02:53:45.8Z,4,REGULAR,substitution,out,['startperiod'],203918,,,1610612753,96,71,2021-11-21T02:54:07Z,5080000,,,0,,SUB out: R. Hood,[203918],1610612749.0,MIL,,,,Hood,R. Hood,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2021-11-21T02:53:45.8Z,4,REGULAR,substitution,in,['startperiod'],1628960,,,1610612753,96,71,2021-11-21T02:54:07Z,5090000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2021-11-21T02:54:07.7Z,4,REGULAR,period,start,[],0,,,1610612753,96,71,2021-11-21T02:54:07Z,5100000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT11M43.00S,2021-11-21T02:54:23.5Z,4,REGULAR,3pt,Jump Shot,[],203082,71.30420499342969,14.705882352941178,1610612753,96,71,2021-11-21T02:54:29Z,5110000,-176.0,217.0,1,right,MISS T. Ross 27' pullup 3PT,[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,27.99,Missed,,,,,,,,,,,,,,,,,,,
516,PT11M40.00S,2021-11-21T02:54:26.5Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,96,71,2021-11-21T02:54:29Z,5120000,,,0,,B. Portis REBOUND (Off:2 Def:7),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,515.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
517,PT11M27.00S,2021-11-21T02:54:40.0Z,4,REGULAR,3pt,Jump Shot,[],1628960,29.517082785808146,72.30392156862744,1610612749,99,71,2021-11-21T02:54:44Z,5130000,-112.0,225.0,1,left,G. Allen 25' 3PT  (13 PTS) (K. Middleton 8 AST),"[1628960, 203114]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,25.11,Made,,,,,,,,,,13.0,,K. Middleton,203114.0,8.0,,,,,
519,PT11M00.00S,2021-11-21T02:55:06.4Z,4,REGULAR,3pt,Jump Shot,[],203082,76.69185282522996,8.088235294117647,1610612753,99,74,2021-11-21T02:55:11Z,5150000,-210.0,167.0,1,right,T. Ross 26' 3PT  (8 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,26.77,Made,,,,,,,,,,8.0,,,,,,,,,
520,PT10M46.00S,2021-11-21T02:55:20.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203648,7.440867279894875,50.245098039215684,1610612749,99,74,2021-11-21T02:55:27Z,5160000,-1.0,17.0,1,left,MISS T. Antetokounmpo cutting Layup,[203648],1610612749.0,MIL,cutting,,,Antetokounmpo,T. Antetokounmpo,,,,,1.74,Missed,,,,,,,,,,,,,,,,,,,
521,PT10M43.00S,2021-11-21T02:55:23.7Z,4,REGULAR,rebound,defensive,[],1628539,,,1610612753,99,74,2021-11-21T02:55:27Z,5170000,,,0,,M. Mulder REBOUND (Off:0 Def:2),[1628539],1610612753.0,ORL,,,,Mulder,M. Mulder,,,,,,,520.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
522,PT10M37.00S,2021-11-21T02:55:29.5Z,4,REGULAR,3pt,Jump Shot,[],203082,94.69448094612353,3.6764705882352944,1610612753,99,74,2021-11-21T02:55:34Z,5180000,-232.0,-3.0,1,right,MISS T. Ross 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
523,PT10M34.00S,2021-11-21T02:55:32.5Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,99,74,2021-11-21T02:55:34Z,5190000,,,0,,B. Portis REBOUND (Off:2 Def:8),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,522.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
524,PT10M25.00S,2021-11-21T02:55:44.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,17.296320630749015,50.0,1610612749,99,74,2021-11-21T02:58:35Z,5200000,0.0,110.0,1,left,MISS B. Portis 11' pullup Shot,[1626171],1610612749.0,MIL,pullup,,,Portis,B. Portis,,,,,11.01,Missed,,,,,,,,,,,,,,,,,,,
525,PT10M23.00S,2021-11-21T02:55:46.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,99,74,2021-11-21T02:58:45Z,5210000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,524.0,,,,,,,,,,,,,,,,,,
526,PT10M23.00S,2021-11-21T02:55:49.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,99,74,2021-11-21T02:55:49Z,5220000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT10M23.00S,2021-11-21T02:55:51.4Z,4,REGULAR,substitution,out,[],201588,,,1610612753,99,74,2021-11-21T02:55:56Z,5230000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT10M23.00S,2021-11-21T02:55:51.4Z,4,REGULAR,substitution,in,[],1629620,,,1610612753,99,74,2021-11-21T02:55:56Z,5240000,,,0,,SUB in: J. Robinson,[1629620],1610612749.0,MIL,,,,Robinson,J. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT10M08.00S,2021-11-21T02:56:21.9Z,4,REGULAR,2pt,Hook,[],201577,90.3580814717477,67.40196078431373,1610612753,99,74,2021-11-21T02:56:27Z,5250000,87.0,38.0,1,right,MISS R. Lopez 9' Hook,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,9.5,Missed,,,,,,,,,,,,,,,,,,,
530,PT10M05.00S,2021-11-21T02:56:24.9Z,4,REGULAR,rebound,defensive,[],1626171,,,1610612749,99,74,2021-11-21T02:56:27Z,5260000,,,0,,B. Portis REBOUND (Off:2 Def:9),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,529.0,11.0,9.0,2.0,,,,,,,,,,,,,,,
531,PT09M51.00S,2021-11-21T02:56:38.0Z,4,REGULAR,3pt,Jump Shot,[],1626171,28.86005256241787,75.49019607843137,1610612749,99,74,2021-11-21T02:56:44Z,5270000,-127.0,219.0,1,left,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,25.32,Missed,,,,,,,,,,,,,,,,,,,
532,PT09M48.00S,2021-11-21T02:56:41.0Z,4,REGULAR,rebound,defensive,[],1629643,,,1610612753,99,74,2021-11-21T02:56:44Z,5280000,,,0,,C. Okeke REBOUND (Off:0 Def:4),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,531.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
