actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
178,PT10M46.00S,2021-12-19T02:39:04.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628374,71.96123521681997,12.990196078431374,1610612739,20,34,2021-12-19T02:39:08Z,1730000,-185.0,211.0,1,right,MISS L. Markkanen 28' 3PT,[1628374],1610612739.0,CLE,,,,,,,28.07,Missed,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
179,PT10M42.00S,2021-12-19T02:39:08.1Z,2,REGULAR,rebound,defensive,[],202326,,,1610612749,20,34,2021-12-19T02:39:08Z,1740000,,,0,,D. Cousins REBOUND (Off:3 Def:2),[202326],1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,178.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
180,PT10M30.00S,2021-12-19T02:39:23.0Z,2,REGULAR,turnover,out-of-bounds,[],202326,,,1610612749,20,34,2021-12-19T02:39:30Z,1750000,,,0,,D. Cousins bad pass out-of-bounds TURNOVER (1 TO),[202326],1610612749.0,MIL,bad pass,,,,,,,,Cousins,D. Cousins,,,,,1.0,,,,,,,202026.0,,,,,,,
181,PT10M30.00S,2021-12-19T02:39:28.1Z,2,REGULAR,substitution,out,[],1629685,,,1610612739,20,34,2021-12-19T02:39:34Z,1760000,,,0,,SUB out: D. Windler,[1629685],1610612739.0,CLE,,,,,,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,
182,PT10M30.00S,2021-12-19T02:39:28.1Z,2,REGULAR,substitution,in,[],1629636,,,1610612739,20,34,2021-12-19T02:39:34Z,1770000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,,,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
183,PT10M21.00S,2021-12-19T02:39:49.7Z,2,REGULAR,foul,personal,['3freethrow'],1630572,,,1610612739,20,34,2021-12-19T02:40:01Z,1780000,,,0,,S. Mamukelashvili shooting personal FOUL (1 PF) (Love 3 FT),"[1630572, 201567]",1610612749.0,MIL,shooting,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,1627964.0,1.0,0.0,Love,201567.0,,,
187,PT10M21.00S,2021-12-19T02:40:09.9Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],201567,,,1610612739,20,35,2021-12-19T02:40:09Z,1800000,,,0,,K. Love Free Throw 1 of 3 (4 PTS),[201567],1610612739.0,CLE,,,,,,,,Made,Love,K. Love,,,,,,,,4.0,,,,,,,,,,,
188,PT10M21.00S,2021-12-19T02:40:25.5Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],201567,,,1610612739,20,36,2021-12-19T02:40:25Z,1810000,,,0,,K. Love Free Throw 2 of 3 (5 PTS),[201567],1610612739.0,CLE,,,,,,,,Made,Love,K. Love,,,,,,,,5.0,,,,,,,,,,,
189,PT10M21.00S,2021-12-19T02:40:40.4Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],201567,,,1610612739,20,37,2021-12-19T02:40:40Z,1820000,,,0,,K. Love Free Throw 3 of 3 (6 PTS),[201567],1610612739.0,CLE,,,,,,,,Made,Love,K. Love,,,,,,,,6.0,,,,,,,,,,,
190,PT10M02.00S,2021-12-19T02:41:02.0Z,2,REGULAR,turnover,out-of-bounds,[],202326,,,1610612749,20,37,2021-12-19T02:41:11Z,1830000,,,0,,D. Cousins bad pass out-of-bounds TURNOVER (2 TO),[202326],1610612749.0,MIL,bad pass,,,,,,,,Cousins,D. Cousins,,,,,2.0,,,,,,,202026.0,,,,,,,
191,PT09M52.00S,2021-12-19T02:41:15.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629636,84.31340341655716,44.36274509803921,1610612739,20,39,2021-12-19T02:41:19Z,1840000,-28.0,95.0,1,right,D. Garland 9' driving floating Jump Shot (14 PTS) (K. Love 3 AST),"[1629636, 201567]",1610612739.0,CLE,driving floating,,,,,,9.91,Made,Garland,D. Garland,,,,,,,,14.0,K. Love,201567.0,3.0,,,,,,,,
193,PT09M38.00S,2021-12-19T02:41:29.4Z,2,REGULAR,2pt,Jump Shot,[],201588,26.231931668856767,34.31372549019608,1610612749,20,39,2021-12-19T02:41:33Z,1860000,78.0,194.0,1,left,MISS G. Hill 20' pullup Shot,[201588],1610612749.0,MIL,pullup,,,,,,20.93,Missed,Hill,G. Hill,,,,,,,,,,,,,,,,,,,
194,PT09M35.00S,2021-12-19T02:41:32.4Z,2,REGULAR,rebound,defensive,[],201937,,,1610612739,20,39,2021-12-19T02:41:33Z,1870000,,,0,,R. Rubio REBOUND (Off:0 Def:3),[201937],1610612739.0,CLE,,,,,,,,,Rubio,R. Rubio,193.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
195,PT09M28.00S,2021-12-19T02:41:39.3Z,2,REGULAR,3pt,Jump Shot,[],1626224,67.49342969776609,25.98039215686275,1610612739,20,39,2021-12-19T02:41:47Z,1880000,-120.0,253.0,1,right,MISS C. Osman 28' 3PT,[1626224],1610612739.0,CLE,,,,,,,28.01,Missed,Osman,C. Osman,,,,,,,,,,,,,,,,,,,
196,PT09M27.00S,2021-12-19T02:41:40.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,20,39,2021-12-19T02:41:47Z,1890000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,195.0,,,,,,,,,,,,,,,,,,
197,PT09M27.00S,2021-12-19T02:41:46.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,20,39,2021-12-19T02:41:46Z,1900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M13.00S,2021-12-19T02:42:06.4Z,2,REGULAR,turnover,bad pass,[],202326,,,1610612749,20,39,2021-12-19T02:42:15Z,1910000,,,0,,D. Cousins bad pass TURNOVER (3 TO),"[202326, 201937]",1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,,,,,3.0,Rubio,201937.0,,,,,,,,,,,,
199,PT09M13.00S,2021-12-19T02:42:06.4Z,2,REGULAR,steal,,[],201937,,,1610612739,20,39,2021-12-19T02:42:08Z,1920000,,,0,,R. Rubio STEAL (3 STL),[201937],1610612739.0,CLE,,,,,,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,
200,PT09M08.00S,2021-12-19T02:42:12.8Z,2,REGULAR,turnover,bad pass,[],201937,,,1610612739,20,39,2021-12-19T02:42:20Z,1930000,,,0,,R. Rubio bad pass TURNOVER (4 TO),"[201937, 202326]",1610612739.0,CLE,,,,,,,,,Rubio,R. Rubio,,,,,4.0,Cousins,202326.0,,,,,,,,,,,,
201,PT09M08.00S,2021-12-19T02:42:12.8Z,2,REGULAR,steal,,[],202326,,,1610612749,20,39,2021-12-19T02:42:15Z,1940000,,,0,,D. Cousins STEAL (4 STL),[202326],1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
202,PT08M59.00S,2021-12-19T02:42:21.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630606,7.966491458607096,13.480392156862745,1610612749,22,39,2021-12-19T02:42:27Z,1950000,183.0,22.0,1,left,J. Smart 18' pullup Jump Shot (4 PTS) (J. Nwora 2 AST),"[1630606, 1629670]",1610612749.0,MIL,pullup,,,,,,18.4,Made,Smart,J. Smart,,,,,,,,4.0,J. Nwora,1629670.0,2.0,,,,,,,,
204,PT08M41.00S,2021-12-19T02:42:42.3Z,2,REGULAR,foul,personal,[],1630606,,,1610612739,22,39,2021-12-19T02:42:52Z,1970000,,,0,,J. Smart personal FOUL (1 PF),"[1630606, 201937]",1610612749.0,MIL,,,,,,,,,Smart,J. Smart,,,,,,,,,,,,101283.0,1.0,0.0,Rubio,201937.0,,,
206,PT08M28.00S,2021-12-19T02:43:11.8Z,2,REGULAR,3pt,Jump Shot,[],1628374,92.72339027595268,3.1862745098039214,1610612739,22,39,2021-12-19T02:43:17Z,1990000,-234.0,16.0,1,right,MISS L. Markkanen 3PT,[1628374],1610612739.0,CLE,,,,,,,23.46,Missed,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
207,PT08M25.00S,2021-12-19T02:43:14.8Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612749,22,39,2021-12-19T02:43:17Z,2000000,,,0,,J. Nwora REBOUND (Off:2 Def:3),[1629670],1610612749.0,MIL,,,,,,,,,Nwora,J. Nwora,206.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
208,PT08M17.00S,2021-12-19T02:43:22.7Z,2,REGULAR,2pt,Jump Shot,[],1629670,20.581471747700395,43.872549019607845,1610612749,22,39,2021-12-19T02:43:28Z,2010000,31.0,141.0,1,left,MISS J. Nwora 14' driving floating Shot,[1629670],1610612749.0,MIL,driving floating,,,,,,14.43,Missed,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,
209,PT08M15.00S,2021-12-19T02:43:24.7Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612739,22,39,2021-12-19T02:43:28Z,2020000,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612739.0,CLE,,,,,,,,,Markkanen,L. Markkanen,208.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
210,PT08M12.00S,2021-12-19T02:43:31.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201567,78.0059132720105,89.70588235294117,1610612739,22,39,2021-12-19T02:51:54Z,2030000,199.0,154.0,1,right,MISS K. Love 25' running 3PT,[201567],1610612739.0,CLE,running,,,,,,25.14,Missed,Love,K. Love,,,,,,,,,,,,,,,,,,,
211,PT08M09.00S,2021-12-19T02:43:34.5Z,2,REGULAR,rebound,offensive,[],1626224,,,1610612739,22,39,2021-12-19T02:52:32Z,2040000,,,0,,C. Osman REBOUND (Off:3 Def:2),[1626224],1610612739.0,CLE,,,,,,,,,Osman,C. Osman,210.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
212,PT08M03.00S,2021-12-19T02:43:36.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,74.72076215505913,10.784313725490197,1610612739,22,39,2021-12-19T02:43:43Z,2050000,-196.0,185.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612739.0,CLE,,,,,,,26.97,Missed,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
213,PT08M00.00S,2021-12-19T02:43:39.2Z,2,REGULAR,rebound,defensive,[],202326,,,1610612749,22,39,2021-12-19T02:43:43Z,2060000,,,0,,D. Cousins REBOUND (Off:3 Def:3),[202326],1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,212.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
214,PT07M50.00S,2021-12-19T02:43:50.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629670,9.149145860709593,50.73529411764706,1610612749,24,39,2021-12-19T02:43:56Z,2070000,-4.0,34.0,1,left,J. Nwora driving DUNK (8 PTS) (G. Hill 1 AST),"[1629670, 201588]",1610612749.0,MIL,driving,,,,,,3.37,Made,Nwora,J. Nwora,,,,,,,,8.0,G. Hill,201588.0,1.0,,,,,,,,
216,PT07M26.00S,2021-12-19T02:44:13.4Z,2,REGULAR,3pt,Jump Shot,[],201937,70.64717477003943,78.18627450980392,1610612739,24,42,2021-12-19T02:44:18Z,2090000,141.0,223.0,1,right,R. Rubio 26' 3PT  (5 PTS) (D. Garland 1 AST),"[201937, 1629636]",1610612739.0,CLE,,,,,,,26.41,Made,Rubio,R. Rubio,,,,,,,,5.0,D. Garland,1629636.0,1.0,,,,,,,,
218,PT07M21.00S,2021-12-19T02:44:24.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,24,42,2021-12-19T02:44:24Z,2110000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M21.00S,2021-12-19T02:46:52.2Z,2,REGULAR,substitution,out,[],1630606,,,1610612749,24,42,2021-12-19T02:47:22Z,2120000,,,0,,SUB out: J. Smart,[1630606],1610612749.0,MIL,,,,,,,,,Smart,J. Smart,,,,,,,,,,,,,,,,,,,
220,PT07M21.00S,2021-12-19T02:46:52.2Z,2,REGULAR,substitution,out,[],1630572,,,1610612749,24,42,2021-12-19T02:47:22Z,2130000,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,
221,PT07M21.00S,2021-12-19T02:46:52.2Z,2,REGULAR,substitution,out,[],201567,,,1610612749,24,42,2021-12-19T02:47:22Z,2140000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,,,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,
222,PT07M21.00S,2021-12-19T02:46:52.2Z,2,REGULAR,substitution,out,[],201937,,,1610612749,24,42,2021-12-19T02:47:22Z,2150000,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,,,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,
223,PT07M21.00S,2021-12-19T02:46:52.2Z,2,REGULAR,substitution,out,[],1628374,,,1610612749,24,42,2021-12-19T02:47:22Z,2160000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,,,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
224,PT07M21.00S,2021-12-19T02:46:52.2Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,24,42,2021-12-19T02:47:22Z,2170000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,,,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
225,PT07M21.00S,2021-12-19T02:46:52.2Z,2,REGULAR,substitution,in,[],203648,,,1610612749,24,42,2021-12-19T02:47:22Z,2180000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,,,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,
226,PT07M21.00S,2021-12-19T02:46:52.2Z,2,REGULAR,substitution,in,[],1628386,,,1610612749,24,42,2021-12-19T02:47:22Z,2190000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,,,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
227,PT07M21.00S,2021-12-19T02:46:52.2Z,2,REGULAR,substitution,in,[],1629731,,,1610612749,24,42,2021-12-19T02:47:22Z,2200000,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,,,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,
228,PT07M21.00S,2021-12-19T02:46:52.2Z,2,REGULAR,substitution,in,[],1630205,,,1610612749,24,42,2021-12-19T02:47:22Z,2210000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,,,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,
229,PT07M11.00S,2021-12-19T02:47:37.1Z,2,REGULAR,3pt,Jump Shot,[],1629670,31.09395532194481,72.05882352941177,1610612749,27,42,2021-12-19T02:47:42Z,2220000,-110.0,240.0,1,left,J. Nwora 26' 3PT  (11 PTS) (G. Hill 2 AST),"[1629670, 201588]",1610612749.0,MIL,,,,,,,26.4,Made,Nwora,J. Nwora,,,,,,,,11.0,G. Hill,201588.0,2.0,,,,,,,,
231,PT06M55.00S,2021-12-19T02:47:51.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,92.85479632063075,51.470588235294116,1610612739,27,44,2021-12-19T02:47:57Z,2240000,7.0,15.0,1,right,J. Allen cutting DUNK (4 PTS) (D. Wade 1 AST),"[1628386, 1629731]",1610612739.0,CLE,cutting,,,,,,1.65,Made,Allen,J. Allen,,,,,,,,4.0,D. Wade,1629731.0,1.0,,,,,,,,
233,PT06M38.00S,2021-12-19T02:48:09.0Z,2,REGULAR,2pt,Jump Shot,[],1626192,6.521024967148489,32.1078431372549,1610612749,27,44,2021-12-19T02:48:16Z,2260000,89.0,9.0,1,left,MISS P. Connaughton 8' pullup Shot,[1626192],1610612749.0,MIL,pullup,,,,,,8.99,Missed,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,
234,PT06M36.00S,2021-12-19T02:48:11.0Z,2,REGULAR,rebound,offensive,[],203648,,,1610612749,27,44,2021-12-19T02:48:16Z,2270000,,,0,,T. Antetokounmpo REBOUND (Off:2 Def:0),[203648],1610612749.0,MIL,,,,,,,,,Antetokounmpo,T. Antetokounmpo,233.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
235,PT06M31.00S,2021-12-19T02:48:16.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202326,7.440867279894875,50.49019607843137,1610612749,29,44,2021-12-19T02:48:21Z,2280000,-2.0,17.0,1,left,D. Cousins driving Layup (7 PTS) (T. Antetokounmpo 1 AST),"[202326, 203648]",1610612749.0,MIL,driving,,,,,,1.76,Made,Cousins,D. Cousins,,,,,,,,7.0,T. Antetokounmpo,203648.0,1.0,,,,,,,,
237,PT06M09.00S,2021-12-19T02:48:37.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626224,94.03745072273325,45.588235294117645,1610612739,29,46,2021-12-19T02:48:42Z,2300000,-22.0,4.0,1,right,C. Osman cutting Layup (12 PTS) (D. Garland 2 AST),"[1626224, 1629636]",1610612739.0,CLE,cutting,,,,,,2.24,Made,Osman,C. Osman,,,,,,,,12.0,D. Garland,1629636.0,2.0,,,,,,,,
239,PT05M57.00S,2021-12-19T02:48:50.7Z,2,REGULAR,3pt,Jump Shot,[],202326,31.225361366622867,66.17647058823529,1610612749,32,46,2021-12-19T02:48:54Z,2320000,-81.0,241.0,1,left,D. Cousins 25' 3PT  (10 PTS) (G. Hill 3 AST),"[202326, 201588]",1610612749.0,MIL,,,,,,,25.42,Made,Cousins,D. Cousins,,,,,,,,10.0,G. Hill,201588.0,3.0,,,,,,,,
241,PT05M43.00S,2021-12-19T02:49:04.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,86.81011826544021,44.85294117647059,1610612739,32,46,2021-12-19T02:49:12Z,2340000,-26.0,71.0,1,right,MISS D. Garland 7' driving floating Shot,[1629636],1610612739.0,CLE,driving floating,,,,,,7.6,Missed,Garland,D. Garland,,,,,,,,,,,,,,,,,,,
242,PT05M40.00S,2021-12-19T02:49:07.7Z,2,REGULAR,rebound,defensive,[],201588,,,1610612749,32,46,2021-12-19T02:49:12Z,2350000,,,0,,G. Hill REBOUND (Off:0 Def:1),[201588],1610612749.0,MIL,,,,,,,,,Hill,G. Hill,241.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
243,PT05M38.00S,2021-12-19T02:49:09.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201588,8.229303547963205,50.245098039215684,1610612749,34,46,2021-12-19T02:49:17Z,2360000,-1.0,25.0,1,left,G. Hill running Layup (4 PTS),[201588],1610612749.0,MIL,running,,,,,,2.49,Made,Hill,G. Hill,,,,,,,,4.0,,,,,,,,,,,
244,PT05M21.00S,2021-12-19T02:49:25.8Z,2,REGULAR,3pt,Jump Shot,[],1626224,93.51182654402102,96.81372549019608,1610612739,34,49,2021-12-19T02:49:31Z,2370000,234.0,8.0,1,right,C. Osman 3PT  (15 PTS) (L. Stevens 2 AST),"[1626224, 1630205]",1610612739.0,CLE,,,,,,,23.43,Made,Osman,C. Osman,,,,,,,,15.0,L. Stevens,1630205.0,2.0,,,,,,,,
246,PT05M08.00S,2021-12-19T02:49:39.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201588,11.383048620236531,39.21568627450981,1610612749,36,49,2021-12-19T02:49:46Z,2390000,54.0,55.0,1,left,G. Hill 7' pullup bank Jump Shot (6 PTS),[201588],1610612749.0,MIL,pullup bank,,,,,,7.67,Made,Hill,G. Hill,,,,,,,,6.0,,,,,,,,,,,
247,PT04M56.00S,2021-12-19T02:49:52.1Z,2,REGULAR,2pt,Jump Shot,[],1628386,77.7431011826544,64.95098039215686,1610612739,36,49,2021-12-19T02:49:58Z,2400000,75.0,157.0,1,right,MISS J. Allen 17' Jump Shot,[1628386],1610612739.0,CLE,,,,,,,17.36,Missed,Allen,J. Allen,,,,,,,,,,,,,,,,,,,
248,PT04M52.00S,2021-12-19T02:49:56.1Z,2,REGULAR,rebound,defensive,[],202326,,,1610612749,36,49,2021-12-19T02:49:58Z,2410000,,,0,,D. Cousins REBOUND (Off:3 Def:4),[202326],1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,247.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
249,PT04M44.00S,2021-12-19T02:50:08.2Z,2,REGULAR,turnover,out-of-bounds,[],203648,,,1610612749,36,49,2021-12-19T02:50:20Z,2420000,,,0,,T. Antetokounmpo step out-of-bounds TURNOVER (2 TO),[203648],1610612749.0,MIL,step,,,,,,,,Antetokounmpo,T. Antetokounmpo,,,,,2.0,,,,,,,101283.0,,,,,,,
250,PT04M44.00S,2021-12-19T02:50:15.4Z,2,REGULAR,substitution,out,[],201588,,,1610612739,36,49,2021-12-19T02:50:24Z,2430000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,,,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,
251,PT04M44.00S,2021-12-19T02:50:15.4Z,2,REGULAR,substitution,out,[],1629670,,,1610612739,36,49,2021-12-19T02:50:24Z,2440000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,,,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,
252,PT04M44.00S,2021-12-19T02:50:15.4Z,2,REGULAR,substitution,in,[],1630606,,,1610612739,36,49,2021-12-19T02:50:24Z,2450000,,,0,,SUB in: J. Smart,[1630606],1610612749.0,MIL,,,,,,,,,Smart,J. Smart,,,,,,,,,,,,,,,,,,,
253,PT04M44.00S,2021-12-19T02:50:15.4Z,2,REGULAR,substitution,in,[],1630572,,,1610612739,36,49,2021-12-19T02:50:24Z,2460000,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612749.0,MIL,,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,
254,PT04M31.00S,2021-12-19T02:50:31.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630205,90.75229960578186,48.77450980392157,1610612739,36,49,2021-12-19T02:56:06Z,2470000,-6.0,34.0,1,right,MISS L. Stevens floating Shot,[1630205],1610612739.0,CLE,floating,,,,,,3.49,Missed,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,
255,PT04M26.00S,2021-12-19T02:50:36.7Z,2,REGULAR,rebound,defensive,[],203648,,,1610612749,36,49,2021-12-19T02:50:38Z,2480000,,,0,,T. Antetokounmpo REBOUND (Off:2 Def:1),[203648],1610612749.0,MIL,,,,,,,,,Antetokounmpo,T. Antetokounmpo,254.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
256,PT04M15.00S,2021-12-19T02:51:01.2Z,2,REGULAR,foul,technical,['1freethrow'],1630205,,,1610612749,36,49,2021-12-19T02:51:10Z,2490000,,,0,,L. Stevens defensive-3-second technical FOUL (1 Tech),[1630205],1610612739.0,CLE,defensive-3-second,,,,,,,,Stevens,L. Stevens,,,,,,,,,,,,101283.0,1.0,1.0,,,,,
257,PT04M15.00S,2021-12-19T02:51:15.6Z,2,REGULAR,freethrow,1 of 1,[],1626192,,,1610612749,37,49,2021-12-19T02:51:15Z,2500000,,,0,,P. Connaughton technical Free Throw 1 of 1 (1 PTS),[1626192],1610612749.0,MIL,technical,,,,,,,Made,Connaughton,P. Connaughton,,,,,,,,1.0,,,,,,,,,,,
258,PT04M15.00S,2021-12-19T02:51:18.0Z,2,REGULAR,substitution,out,[],202326,,,1610612749,37,49,2021-12-19T02:51:31Z,2510000,,,0,,SUB out: D. Cousins,[202326],1610612749.0,MIL,,,,,,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,
259,PT04M15.00S,2021-12-19T02:51:18.0Z,2,REGULAR,substitution,out,[],1630205,,,1610612749,37,49,2021-12-19T02:51:31Z,2520000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,,,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,
260,PT04M15.00S,2021-12-19T02:51:18.0Z,2,REGULAR,substitution,out,[],1626224,,,1610612749,37,49,2021-12-19T02:51:31Z,2530000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,
261,PT04M15.00S,2021-12-19T02:51:18.0Z,2,REGULAR,substitution,in,[],1628400,,,1610612749,37,49,2021-12-19T02:51:31Z,2540000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,,,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,
262,PT04M15.00S,2021-12-19T02:51:18.0Z,2,REGULAR,substitution,in,[],1628374,,,1610612749,37,49,2021-12-19T02:51:31Z,2550000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,,,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,
263,PT04M15.00S,2021-12-19T02:51:18.0Z,2,REGULAR,substitution,in,[],1629685,,,1610612749,37,49,2021-12-19T02:51:31Z,2560000,,,0,,SUB in: D. Windler,[1629685],1610612739.0,CLE,,,,,,,,,Windler,D. Windler,,,,,,,,,,,,,,,,,,,
264,PT04M04.00S,2021-12-19T02:51:46.2Z,2,REGULAR,2pt,Jump Shot,[],1626192,17.296320630749015,30.88235294117647,1610612749,39,49,2021-12-19T02:51:53Z,2570000,96.0,110.0,1,left,P. Connaughton 14' pullup bank Jump Shot (3 PTS),[1626192],1610612749.0,MIL,pullup bank,,,,,,14.58,Made,Connaughton,P. Connaughton,,,,,,,,3.0,,,,,,,,,,,
265,PT03M55.00S,2021-12-19T02:51:56.0Z,2,REGULAR,3pt,Jump Shot,[],1629685,77.87450722733246,4.411764705882353,1610612739,39,49,2021-12-19T02:52:03Z,2580000,-228.0,155.0,1,right,MISS D. Windler 27' 3PT,[1629685],1610612739.0,CLE,,,,,,,27.59,Missed,Windler,D. Windler,,,,,,,,,,,,,,,,,,,
266,PT03M51.00S,2021-12-19T02:52:00.0Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,39,49,2021-12-19T02:52:03Z,2590000,,,0,,J. Allen REBOUND (Off:1 Def:1),[1628386],1610612739.0,CLE,,,,,,,,,Allen,J. Allen,265.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
267,PT03M49.00S,2021-12-19T02:52:02.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,92.72339027595268,51.9607843137255,1610612739,39,51,2021-12-19T02:52:07Z,2600000,10.0,16.0,1,right,J. Allen putback Layup (6 PTS),[1628386],1610612739.0,CLE,putback,,,,,,1.87,Made,Allen,J. Allen,,,,,,,,6.0,,,,,,,,,,,
