actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
186,PT09M59.00S,2021-11-18T01:18:11.1Z,2,REGULAR,rebound,offensive,[],1629659,,,1610612747,32,34,2021-11-18T01:18:15Z,1740000,,,0,,T. Horton-Tucker REBOUND (Off:2 Def:2),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,184.0,4.0,2.0,2.0,,,,,,,,,,,,
187,PT09M57.00S,2021-11-18T01:18:13.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",2730,92.19776609724047,53.18627450980392,1610612747,32,34,2021-11-18T01:18:18Z,1750000,16.0,21.0,1,right,MISS D. Howard Hook,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,2.62,Missed,,,,,,,,,,,,,,,,
188,PT09M55.00S,2021-11-18T01:18:15.1Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,32,34,2021-11-18T01:18:18Z,1760000,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,187.0,2.0,2.0,0.0,,,,,,,,,,,,
189,PT09M53.00S,2021-11-18T01:18:20.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,32,34,2021-11-18T01:18:20Z,1770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M53.00S,2021-11-18T01:18:25.4Z,2,REGULAR,substitution,out,[],201961,,,1610612749,32,34,2021-11-18T01:18:29Z,1780000,,,0,,SUB out: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M53.00S,2021-11-18T01:18:25.4Z,2,REGULAR,substitution,in,[],2546,,,1610612749,32,34,2021-11-18T01:18:29Z,1790000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT09M44.00S,2021-11-18T01:18:45.2Z,2,REGULAR,foul,personal,['3freethrow'],2546,,,1610612749,32,34,2021-11-18T01:19:05Z,1800000,,,0,,C. Anthony shooting personal FOUL (2 PF) (Middleton 3 FT),"[2546, 203114]",1610612747.0,LAL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,1627961.0,2.0,0.0,Middleton,203114.0,,,,,,
194,PT09M44.00S,2021-11-18T01:19:08.7Z,2,REGULAR,freethrow,1 of 3,[],203114,,,1610612749,33,34,2021-11-18T01:19:08Z,1820000,,,0,,K. Middleton Free Throw 1 of 3 (2 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
195,PT09M44.00S,2021-11-18T01:19:26.0Z,2,REGULAR,freethrow,2 of 3,[],203114,,,1610612749,34,34,2021-11-18T01:19:26Z,1830000,,,0,,K. Middleton Free Throw 2 of 3 (3 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
196,PT09M44.00S,2021-11-18T01:19:32.5Z,2,REGULAR,substitution,out,[],2546,,,1610612749,34,34,2021-11-18T01:19:44Z,1840000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M44.00S,2021-11-18T01:19:32.5Z,2,REGULAR,substitution,in,[],203145,,,1610612749,34,34,2021-11-18T01:19:44Z,1850000,,,0,,SUB in: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M44.00S,2021-11-18T01:19:55.5Z,2,REGULAR,freethrow,3 of 3,[],203114,,,1610612749,35,34,2021-11-18T01:19:55Z,1860000,,,0,,K. Middleton Free Throw 3 of 3 (4 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
199,PT09M28.00S,2021-11-18T01:20:13.2Z,2,REGULAR,2pt,Jump Shot,[],201566,76.42904073587385,61.029411764705884,1610612747,35,34,2021-11-18T01:20:22Z,1870000,55.0,169.0,1,right,MISS R. Westbrook 17' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,,,,17.79,Missed,,,,,,,,,,,,,,,,
200,PT09M27.00S,2021-11-18T01:20:14.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,35,34,2021-11-18T01:20:22Z,1880000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,199.0,,,,,,,,,,,,,,,
201,PT09M27.00S,2021-11-18T01:20:19.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,35,34,2021-11-18T01:20:19Z,1890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M15.00S,2021-11-18T01:20:44.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629659,94.30026281208936,50.245098039215684,1610612747,35,36,2021-11-18T01:21:16Z,1900000,1.0,1.0,1,right,T. Horton-Tucker driving reverse Layup (8 PTS),[1629659],1610612747.0,LAL,driving reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,0.16,Made,,,,,8.0,,,,,,,,,,,
203,PT09M06.00S,2021-11-18T01:20:54.2Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626171,7.440867279894875,49.50980392156863,1610612749,37,36,2021-11-18T01:20:59Z,1910000,2.0,17.0,1,left,B. Portis cutting DUNK (8 PTS) (K. Middleton 2 AST),"[1626171, 203114]",1610612749.0,MIL,cutting,,,Portis,B. Portis,,,,,,,,1.76,Made,,,,,8.0,,,,,,K. Middleton,203114.0,2.0,,,
205,PT08M52.00S,2021-11-18T01:21:06.6Z,2,REGULAR,3pt,Jump Shot,[],203145,70.64717477003943,20.34313725490196,1610612747,37,36,2021-11-18T01:21:21Z,1930000,-148.0,223.0,1,right,MISS K. Bazemore 26' 3PT,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,26.81,Missed,,,,,,,,,,,,,,,,
206,PT08M52.00S,2021-11-18T01:21:06.6Z,2,REGULAR,rebound,offensive,[],201566,,,1610612747,37,36,2021-11-18T01:21:21Z,1940000,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,205.0,2.0,1.0,1.0,,,,,,,,,,,,
207,PT08M46.00S,2021-11-18T01:21:13.1Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612747,37,36,2021-11-18T01:21:26Z,1950000,,,0,,R. Westbrook bad pass TURNOVER (3 TO),"[201566, 1629670]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,3.0,Nwora,1629670.0,,,,,,,,,,,,,,,,,,
208,PT08M46.00S,2021-11-18T01:21:13.1Z,2,REGULAR,steal,,[],1629670,,,1610612749,37,36,2021-11-18T01:21:15Z,1960000,,,0,,J. Nwora STEAL (1 STL),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M40.00S,2021-11-18T01:21:20.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629670,8.360709592641262,47.794117647058826,1610612749,37,36,2021-11-18T01:22:12Z,1970000,11.0,26.0,1,left,MISS J. Nwora driving Layup - blocked,"[1629670, 2730]",1610612749.0,MIL,driving,,,Nwora,J. Nwora,,,,,,,,2.83,Missed,,,,,,,,,,,,,,Howard,2730.0,
210,PT08M40.00S,2021-11-18T01:21:20.2Z,2,REGULAR,block,,[],2730,,,1610612749,37,36,2021-11-18T01:21:22Z,1980000,,,0,,D. Howard BLOCK (1 BLK),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M36.00S,2021-11-18T01:21:24.2Z,2,REGULAR,rebound,defensive,[],2730,,,1610612747,37,36,2021-11-18T01:21:31Z,1990000,,,0,,D. Howard REBOUND (Off:0 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,
212,PT08M33.00S,2021-11-18T01:21:26.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,67.7562417871222,68.87254901960785,1610612747,37,36,2021-11-18T01:21:38Z,2000000,94.0,251.0,1,right,MISS M. Monk 26' running pullup 3PT,[1628370],1610612747.0,LAL,running pullup,,,Monk,M. Monk,,,,,,,,26.78,Missed,,,,,,,,,,,,,,,,
213,PT08M29.00S,2021-11-18T01:21:30.2Z,2,REGULAR,rebound,defensive,[],201588,,,1610612749,37,36,2021-11-18T01:21:38Z,2010000,,,0,,G. Hill REBOUND (Off:0 Def:3),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,212.0,3.0,3.0,0.0,,,,,,,,,,,,
214,PT08M18.00S,2021-11-18T01:21:41.6Z,2,REGULAR,3pt,Jump Shot,[],1626171,34.11629434954008,41.42156862745098,1610612749,40,36,2021-11-18T01:21:51Z,2020000,43.0,268.0,1,left,B. Portis 27' 3PT  (11 PTS) (K. Middleton 3 AST),"[1626171, 203114]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,27.16,Made,,,,,11.0,,,,,,K. Middleton,203114.0,3.0,,,
216,PT08M18.00S,2021-11-18T01:21:49.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,40,36,2021-11-18T01:21:49Z,2040000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M18.00S,2021-11-18T01:24:47.7Z,2,REGULAR,substitution,out,[],201588,,,1610612747,40,36,2021-11-18T01:25:21Z,2050000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M18.00S,2021-11-18T01:24:47.7Z,2,REGULAR,substitution,out,[],1629670,,,1610612747,40,36,2021-11-18T01:25:21Z,2060000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M18.00S,2021-11-18T01:24:47.7Z,2,REGULAR,substitution,out,[],203114,,,1610612747,40,36,2021-11-18T01:25:21Z,2070000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M18.00S,2021-11-18T01:24:47.7Z,2,REGULAR,substitution,in,[],201950,,,1610612747,40,36,2021-11-18T01:25:21Z,2080000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M18.00S,2021-11-18T01:24:47.7Z,2,REGULAR,substitution,in,[],1626192,,,1610612747,40,36,2021-11-18T01:25:21Z,2090000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M18.00S,2021-11-18T01:24:47.7Z,2,REGULAR,substitution,in,[],203507,,,1610612747,40,36,2021-11-18T01:25:21Z,2100000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M03.00S,2021-11-18T01:25:38.9Z,2,REGULAR,3pt,Jump Shot,[],1629659,67.23061760840999,64.95098039215686,1610612747,40,36,2021-11-18T01:25:45Z,2110000,75.0,256.0,1,right,MISS T. Horton-Tucker 26' 3PT,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,26.62,Missed,,,,,,,,,,,,,,,,
224,PT08M00.00S,2021-11-18T01:25:41.9Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,40,36,2021-11-18T01:25:45Z,2120000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:3),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,223.0,3.0,3.0,0.0,,,,,,,,,,,,
225,PT07M48.00S,2021-11-18T01:25:53.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626171,8.754927726675426,45.588235294117645,1610612749,40,36,2021-11-18T01:26:00Z,2130000,22.0,30.0,1,left,MISS B. Portis DUNK,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,3.71,Missed,,,,,,,,,,,,,,,,
226,PT07M43.00S,2021-11-18T01:25:58.6Z,2,REGULAR,rebound,offensive,[],1626192,,,1610612749,40,36,2021-11-18T01:26:00Z,2140000,,,0,,P. Connaughton REBOUND (Off:1 Def:0),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,225.0,1.0,0.0,1.0,,,,,,,,,,,,
227,PT07M43.00S,2021-11-18T01:25:59.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626192,5.590000152587891,50.0,1610612749,42,36,2021-11-18T01:27:00Z,2150000,0.0,0.0,1,left,P. Connaughton putback Layup (8 PTS),[1626192],1610612749.0,MIL,putback,,,Connaughton,P. Connaughton,,,,,,,,0.0,Made,,,,,8.0,,,,,,,,,,,
228,PT07M32.00S,2021-11-18T01:26:14.0Z,2,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612747,42,36,2021-11-18T01:26:28Z,2160000,,,0,,G. Allen shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1628960, 201566]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Westbrook,201566.0,,,,,,
230,PT07M32.00S,2021-11-18T01:26:41.6Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,42,37,2021-11-18T01:26:41Z,2180000,,,0,,R. Westbrook Free Throw 1 of 2 (8 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
231,PT07M32.00S,2021-11-18T01:26:57.2Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,42,38,2021-11-18T01:26:57Z,2190000,,,0,,R. Westbrook Free Throw 2 of 2 (9 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,
232,PT07M21.00S,2021-11-18T01:27:15.9Z,2,REGULAR,turnover,out-of-bounds,[],201950,,,1610612749,42,38,2021-11-18T01:27:24Z,2200000,,,0,,J. Holiday bad pass out-of-bounds TURNOVER (1 TO),[201950],1610612749.0,MIL,bad pass,,,Holiday,J. Holiday,,,,,1.0,,,,,,,,,,2714.0,,,,,,,,,,
233,PT07M21.00S,2021-11-18T01:27:19.3Z,2,REGULAR,substitution,out,[],1626171,,,1610612747,42,38,2021-11-18T01:27:28Z,2210000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M21.00S,2021-11-18T01:27:19.3Z,2,REGULAR,substitution,in,[],1628400,,,1610612747,42,38,2021-11-18T01:27:28Z,2220000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M06.00S,2021-11-18T01:27:40.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",2730,92.72339027595268,51.71568627450981,1610612747,42,40,2021-11-18T01:27:49Z,2230000,9.0,16.0,1,right,D. Howard Layup (3 PTS) (R. Westbrook 6 AST),"[2730, 201566]",1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,1.81,Made,,,,,3.0,,,,,,R. Westbrook,201566.0,6.0,,,
237,PT06M50.00S,2021-11-18T01:27:57.3Z,2,REGULAR,2pt,Jump Shot,[],1628400,8.229303547963205,33.82352941176471,1610612749,42,40,2021-11-18T01:28:02Z,2250000,81.0,25.0,1,left,MISS S. Ojeleye 8' Jump Shot,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,8.46,Missed,,,,,,,,,,,,,,,,
238,PT06M46.00S,2021-11-18T01:28:01.3Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612747,42,40,2021-11-18T01:28:02Z,2260000,,,0,,T. Horton-Tucker REBOUND (Off:2 Def:3),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,237.0,5.0,3.0,2.0,,,,,,,,,,,,
239,PT06M42.00S,2021-11-18T01:28:05.2Z,2,REGULAR,3pt,Jump Shot,[],1628370,71.96123521681997,14.460784313725492,1610612747,42,40,2021-11-18T01:28:18Z,2270000,-178.0,211.0,1,right,MISS M. Monk 27' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,27.59,Missed,,,,,,,,,,,,,,,,
240,PT06M38.00S,2021-11-18T01:28:09.2Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,42,40,2021-11-18T01:28:18Z,2280000,,,0,,J. Holiday REBOUND (Off:0 Def:3),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,239.0,3.0,3.0,0.0,,,,,,,,,,,,
241,PT06M34.00S,2021-11-18T01:28:13.4Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203507,8.229303547963205,51.470588235294116,1610612749,44,40,2021-11-18T01:31:15Z,2290000,-7.0,25.0,1,left,G. Antetokounmpo running DUNK (19 PTS) (J. Holiday 4 AST),"[203507, 201950]",1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,2.6,Made,,,,,19.0,,,,,,J. Holiday,201950.0,4.0,,,
243,PT06M24.00S,2021-11-18T01:28:24.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,90.48948751642575,57.35294117647059,1610612747,44,42,2021-11-18T01:31:36Z,2310000,37.0,37.0,1,right,T. Horton-Tucker driving Layup (10 PTS),[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,5.21,Made,,,,,10.0,,,,,,,,,,,
244,PT06M07.00S,2021-11-18T01:28:39.6Z,2,REGULAR,3pt,Jump Shot,[],1628400,19.92444152431012,5.147058823529411,1610612749,44,42,2021-11-18T01:28:46Z,2320000,224.0,135.0,1,left,MISS S. Ojeleye 26' 3PT,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,26.17,Missed,,,,,,,,,,,,,,,,
245,PT06M06.00S,2021-11-18T01:28:42.3Z,2,REGULAR,rebound,offensive,[],1628960,,,1610612749,44,42,2021-11-18T01:28:42Z,2330000,,,0,,G. Allen REBOUND (Off:1 Def:2),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,244.0,3.0,2.0,1.0,,,,,,,,,,,,
246,PT06M03.00S,2021-11-18T01:28:45.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201950,33.98488830486202,45.34313725490196,1610612749,47,42,2021-11-18T01:28:50Z,2340000,23.0,267.0,1,left,J. Holiday 26' 3PT  (3 PTS) (G. Allen 1 AST),"[201950, 1628960]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,26.8,Made,,,,,3.0,,,,,,G. Allen,1628960.0,1.0,,,
248,PT06M01.00S,2021-11-18T01:28:53.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,47,42,2021-11-18T01:28:53Z,2360000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M01.00S,2021-11-18T01:31:33.5Z,2,REGULAR,substitution,out,[],201566,,,1610612747,47,42,2021-11-18T01:32:07Z,2370000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M01.00S,2021-11-18T01:31:33.5Z,2,REGULAR,substitution,out,[],1629659,,,1610612747,47,42,2021-11-18T01:32:07Z,2380000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M01.00S,2021-11-18T01:31:33.5Z,2,REGULAR,substitution,out,[],2730,,,1610612747,47,42,2021-11-18T01:32:07Z,2390000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M01.00S,2021-11-18T01:31:33.5Z,2,REGULAR,substitution,in,[],2546,,,1610612747,47,42,2021-11-18T01:32:07Z,2400000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M01.00S,2021-11-18T01:31:33.5Z,2,REGULAR,substitution,in,[],200765,,,1610612747,47,42,2021-11-18T01:32:07Z,2410000,,,0,,SUB in: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M01.00S,2021-11-18T01:31:33.5Z,2,REGULAR,substitution,in,[],203076,,,1610612747,47,42,2021-11-18T01:32:07Z,2420000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M46.00S,2021-11-18T01:32:38.7Z,2,REGULAR,turnover,bad pass,[],1628370,,,1610612747,47,42,2021-11-18T01:32:45Z,2430000,,,0,,M. Monk bad pass TURNOVER (1 TO),"[1628370, 201950]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,1.0,Holiday,201950.0,,,,,,,,,,,,,,,,,,
256,PT05M46.00S,2021-11-18T01:32:38.7Z,2,REGULAR,steal,,[],201950,,,1610612749,47,42,2021-11-18T01:32:41Z,2440000,,,0,,J. Holiday STEAL (2 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M44.00S,2021-11-18T01:32:44.5Z,2,REGULAR,turnover,out-of-bounds,[],201950,,,1610612749,47,42,2021-11-18T01:32:58Z,2450000,,,0,,J. Holiday bad pass out-of-bounds TURNOVER (2 TO),[201950],1610612749.0,MIL,bad pass,,,Holiday,J. Holiday,,,,,2.0,,,,,,,,,,201638.0,,,,,,,,,,
258,PT05M28.00S,2021-11-18T01:33:08.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628370,68.01905387647832,68.62745098039215,1610612747,47,45,2021-11-18T01:33:15Z,2460000,93.0,248.0,1,right,M. Monk 26' 3PT pullup (5 PTS) (C. Anthony 1 AST),"[1628370, 2546]",1610612747.0,LAL,pullup,,,Monk,M. Monk,,,,,,,,26.5,Made,,,,,5.0,,,,,,C. Anthony,2546.0,1.0,,,
260,PT05M15.00S,2021-11-18T01:33:22.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,5.995400788436268,49.26470588235294,1610612749,49,45,2021-11-18T01:33:26Z,2480000,4.0,4.0,1,left,G. Antetokounmpo driving finger roll Layup (21 PTS),[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,0.54,Made,,,,,21.0,,,,,,,,,,,
261,PT05M02.00S,2021-11-18T01:33:34.4Z,2,REGULAR,3pt,Jump Shot,[],200765,73.14388961892247,6.862745098039216,1610612747,49,48,2021-11-18T01:33:42Z,2490000,-216.0,200.0,1,right,R. Rondo 29' 3PT  (6 PTS) (M. Monk 1 AST),"[200765, 1628370]",1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,29.41,Made,,,,,6.0,,,,,,M. Monk,1628370.0,1.0,,,
263,PT04M46.00S,2021-11-18T01:33:52.6Z,2,REGULAR,3pt,Jump Shot,[],1628960,33.327858081471746,61.274509803921575,1610612749,49,48,2021-11-18T01:33:59Z,2510000,-56.0,261.0,1,left,MISS G. Allen 26' 3PT,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,26.68,Missed,,,,,,,,,,,,,,,,
264,PT04M46.00S,2021-11-18T01:33:52.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,49,48,2021-11-18T01:33:59Z,2520000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,263.0,,,,,,,,,,,,,,,
265,PT04M39.00S,2021-11-18T01:34:04.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,49,48,2021-11-18T01:34:04Z,2530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M36.00S,2021-11-18T01:34:05.9Z,2,REGULAR,2pt,Jump Shot,[],203076,90.62089356110381,19.11764705882353,1610612747,49,48,2021-11-18T01:34:11Z,2540000,-154.0,36.0,1,right,MISS A. Davis 15' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,15.85,Missed,,,,,,,,,,,,,,,,
267,PT04M34.00S,2021-11-18T01:34:07.9Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612749,49,48,2021-11-18T01:34:11Z,2550000,,,0,,S. Ojeleye REBOUND (Off:2 Def:1),[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,266.0,3.0,1.0,2.0,,,,,,,,,,,,
268,PT04M28.00S,2021-11-18T01:34:14.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628400,7.835085413929041,45.34313725490196,1610612749,49,48,2021-11-18T01:34:21Z,2560000,23.0,21.0,1,left,MISS S. Ojeleye DUNK,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,3.14,Missed,,,,,,,,,,,,,,,,
269,PT04M25.00S,2021-11-18T01:34:17.9Z,2,REGULAR,rebound,defensive,[],203145,,,1610612747,49,48,2021-11-18T01:34:21Z,2570000,,,0,,K. Bazemore REBOUND (Off:0 Def:1),[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,268.0,1.0,1.0,0.0,,,,,,,,,,,,
270,PT04M16.00S,2021-11-18T01:34:27.5Z,2,REGULAR,turnover,bad pass,[],200765,,,1610612747,49,48,2021-11-18T01:34:34Z,2580000,,,0,,R. Rondo bad pass TURNOVER (1 TO),"[200765, 1626192]",1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,1.0,Connaughton,1626192.0,,,,,,,,,,,,,,,,,,
271,PT04M16.00S,2021-11-18T01:34:27.5Z,2,REGULAR,steal,,[],1626192,,,1610612749,49,48,2021-11-18T01:34:31Z,2590000,,,0,,P. Connaughton STEAL (1 STL),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
