actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
165,PT00M37.30S,2022-10-20T00:36:19.3Z,1,REGULAR,turnover,offensive foul,[],1628380,,,1610612759,22,35,2022-10-20T00:36:19Z,1610000,,,0,,Z. Collins offensive foul TURNOVER (2 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2.0,,,,,,,,,1662.0,,,,
166,PT00M20.40S,2022-10-20T00:36:51.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628372,25.837713534822605,82.35294117647058,1610612766,22,38,2022-10-20T00:36:56Z,1620000,-162.0,190.0,1,left,D. Smith Jr. 24' 3PT  (5 PTS) (P. Washington 2 AST),"[1628372, 1629023]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Left Center,24.99,Made,5.0,P. Washington,1629023.0,2.0,,,,,,,,,,,,,,
168,PT00M03.00S,2022-10-20T00:37:11.3Z,1,REGULAR,2pt,Jump Shot,[],1630563,81.8166885676741,70.34313725490196,1610612759,22,38,2022-10-20T00:37:15Z,1640000,102.0,118.0,1,right,MISS J. Primo 15' pullup Shot,[1630563],1610612759.0,SAS,pullup,,,Primo,J. Primo,,,,,Mid-Range,8-16 Right,15.61,Missed,,,,,,,,,,,,,,,,,,
169,PT00M00.80S,2022-10-20T00:37:13.6Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,22,38,2022-10-20T00:37:13Z,1650000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,168.0,2.0,2.0,0.0,,,,,
170,PT00M00.00S,2022-10-20T00:37:24.1Z,1,REGULAR,period,end,[],0,,,1610612766,22,38,2022-10-20T00:37:24Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-10-20T00:37:27.6Z,2,REGULAR,substitution,out,['startperiod'],1626196,,,1610612766,22,38,2022-10-20T00:39:46Z,1670000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-10-20T00:37:27.6Z,2,REGULAR,substitution,out,['startperiod'],1630563,,,1610612766,22,38,2022-10-20T00:39:46Z,1680000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-10-20T00:37:27.6Z,2,REGULAR,substitution,out,['startperiod'],1629667,,,1610612766,22,38,2022-10-20T00:39:46Z,1690000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-10-20T00:37:27.6Z,2,REGULAR,substitution,out,['startperiod'],1629023,,,1610612766,22,38,2022-10-20T00:39:46Z,1700000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-10-20T00:37:27.6Z,2,REGULAR,substitution,in,['startperiod'],1630200,,,1610612766,22,38,2022-10-20T00:39:46Z,1710000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-10-20T00:37:27.6Z,2,REGULAR,substitution,in,['startperiod'],1630170,,,1610612766,22,38,2022-10-20T00:39:46Z,1720000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-10-20T00:37:27.6Z,2,REGULAR,substitution,in,['startperiod'],1626179,,,1610612766,22,38,2022-10-20T00:39:46Z,1730000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-10-20T00:37:27.6Z,2,REGULAR,substitution,in,['startperiod'],1630550,,,1610612766,22,38,2022-10-20T00:39:46Z,1740000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-10-20T00:39:54.7Z,2,REGULAR,period,start,[],0,,,1610612759,22,38,2022-10-20T00:39:54Z,1750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M45.00S,2022-10-20T00:40:08.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203926,93.64323258869908,46.81372549019608,1610612759,24,38,2022-10-20T00:40:13Z,1760000,-16.0,7.0,1,right,D. McDermott driving finger roll Layup (8 PTS) (T. Jones 1 AST),"[203926, 1630200]",1610612759.0,SAS,driving finger roll,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,1.75,Made,8.0,T. Jones,1630200.0,1.0,,,,,,,,,,,,,,
182,PT11M28.00S,2022-10-20T00:40:25.6Z,2,REGULAR,3pt,Jump Shot,[],1626179,25.18068331143233,84.31372549019608,1610612766,24,41,2022-10-20T00:40:31Z,1780000,-172.0,184.0,1,left,T. Rozier 25' 3PT  (7 PTS) (D. Smith Jr. 1 AST),"[1626179, 1628372]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,25.17,Made,7.0,D. Smith Jr.,1628372.0,1.0,,,,,,,,,,,,,,
184,PT11M18.00S,2022-10-20T00:40:37.7Z,2,REGULAR,turnover,traveling,[],1628966,,,1610612759,24,41,2022-10-20T00:40:43Z,1800000,,,0,,K. Bates-Diop traveling TURNOVER (1 TO),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Mid-Range,16-24 Left,,,,,,,1.0,,,,,,,,,1662.0,,,,
185,PT11M02.00S,2022-10-20T00:41:07.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626162,6.652431011826544,40.931372549019606,1610612766,24,41,2022-10-20T00:41:11Z,1810000,45.0,10.0,1,left,MISS K. Oubre Jr. driving Layup - blocked,"[1626162, 1628380]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,4.64,Missed,,,,,,,,Collins,1628380.0,,,,,,,,,
186,PT11M02.00S,2022-10-20T00:41:07.0Z,2,REGULAR,block,,[],1628380,,,1610612766,24,41,2022-10-20T00:41:09Z,1820000,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
187,PT11M02.00S,2022-10-20T00:41:07.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,24,41,2022-10-20T00:41:11Z,1830000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,185.0,,,,,,,,
189,PT11M00.00S,2022-10-20T00:41:37.1Z,2,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612766,24,41,2022-10-20T00:41:57Z,1850000,,,0,,Z. Collins shooting personal FOUL (2 PF) (Oubre Jr. 2 FT),"[1628380, 1626162]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1628171.0,2.0,0.0,Oubre Jr.,1626162.0
191,PT11M00.00S,2022-10-20T00:41:57.9Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1626162,,,1610612766,24,42,2022-10-20T00:41:57Z,1870000,,,0,,K. Oubre Jr. Free Throw 1 of 2 (9 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
192,PT11M00.00S,2022-10-20T00:41:59.5Z,2,REGULAR,substitution,out,[],1628380,,,1610612766,24,42,2022-10-20T00:42:21Z,1880000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT11M00.00S,2022-10-20T00:41:59.5Z,2,REGULAR,substitution,in,[],1627751,,,1610612766,24,42,2022-10-20T00:42:21Z,1890000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT11M00.00S,2022-10-20T00:42:22.9Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1626162,,,1610612766,24,43,2022-10-20T00:42:22Z,1900000,,,0,,K. Oubre Jr. Free Throw 2 of 2 (10 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
195,PT10M49.00S,2022-10-20T00:42:33.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,93.38042049934296,52.94117647058824,1610612759,26,43,2022-10-20T00:42:39Z,1910000,15.0,10.0,1,right,K. Bates-Diop alley-oop Layup (2 PTS) (J. Poeltl 1 AST),"[1628966, 1627751]",1610612759.0,SAS,alley-oop,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,1.76,Made,2.0,J. Poeltl,1627751.0,1.0,,,,,,,,,,,,,,
197,PT10M40.00S,2022-10-20T00:42:43.1Z,2,REGULAR,3pt,Jump Shot,[],1630550,4.02431011826544,96.07843137254902,1610612766,26,43,2022-10-20T00:42:48Z,1930000,-230.0,-15.0,1,left,MISS J. Thor 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Left Corner 3,24+ Left,23.09,Missed,,,,,,,,,,,,,,,,,,
198,PT10M37.00S,2022-10-20T00:42:46.1Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,26,43,2022-10-20T00:42:48Z,1940000,,,0,,J. Poeltl REBOUND (Off:1 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,197.0,3.0,2.0,1.0,,,,,
199,PT10M31.00S,2022-10-20T00:42:54.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,81.8166885676741,35.78431372549019,1610612759,26,43,2022-10-20T00:47:54Z,1950000,-71.0,118.0,1,right,MISS D. Vassell 13' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Left,13.81,Missed,,,,,,,,,,,,,,,,,,
200,PT10M29.00S,2022-10-20T00:42:56.2Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,26,43,2022-10-20T00:47:54Z,1960000,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,199.0,2.0,2.0,0.0,,,,,
201,PT10M26.00S,2022-10-20T00:42:59.8Z,2,REGULAR,2pt,Layup,['fastbreak'],1626179,4.336399474375824,76.12208946078431,1610612766,26,43,2022-10-20T00:48:05Z,1970000,-131.0,-12.0,1,left,MISS T. Rozier 13' driving Layup,[1626179],1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Left,13.11,Missed,,,,,,,,,,,,,,,,,,
202,PT10M25.00S,2022-10-20T00:43:00.8Z,2,REGULAR,rebound,offensive,[],1630208,,,1610612766,26,43,2022-10-20T00:48:05Z,1980000,,,0,,N. Richards REBOUND (Off:3 Def:0),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,201.0,3.0,0.0,3.0,,,,,
203,PT10M24.00S,2022-10-20T00:43:08.9Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630208,5.590000152587891,50.0,1610612766,26,45,2022-10-20T00:48:18Z,1990000,0.0,0.0,1,left,N. Richards putback DUNK (6 PTS),[1630208],1610612766.0,CHA,putback,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,,
204,PT10M11.00S,2022-10-20T00:43:15.4Z,2,REGULAR,foul,personal,[],1626179,,,1610612759,26,45,2022-10-20T00:43:21Z,2000000,,,0,,T. Rozier personal FOUL (1 PF),"[1626179, 1627751]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Poeltl,1627751.0
206,PT10M11.00S,2022-10-20T00:43:21.5Z,2,REGULAR,substitution,out,[],1628966,,,1610612759,26,45,2022-10-20T00:43:33Z,2020000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT10M11.00S,2022-10-20T00:43:21.5Z,2,REGULAR,substitution,out,[],1628372,,,1610612759,26,45,2022-10-20T00:43:33Z,2030000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT10M11.00S,2022-10-20T00:43:21.5Z,2,REGULAR,substitution,in,[],1631110,,,1610612759,26,45,2022-10-20T00:43:33Z,2040000,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT10M11.00S,2022-10-20T00:43:21.5Z,2,REGULAR,substitution,in,[],1630547,,,1610612759,26,45,2022-10-20T00:43:33Z,2050000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT10M05.00S,2022-10-20T00:43:41.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,93.64323258869908,53.431372549019606,1610612759,26,45,2022-10-20T00:43:46Z,2060000,17.0,7.0,1,right,MISS J. Sochan driving Layup - blocked,"[1631110, 1630550]",1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,Thor,1630550.0,,,,,,,,,
211,PT10M05.00S,2022-10-20T00:43:41.7Z,2,REGULAR,block,,[],1630550,,,1610612759,26,45,2022-10-20T00:43:44Z,2070000,,,0,,J. Thor BLOCK (1 BLK),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
212,PT10M02.00S,2022-10-20T00:43:44.7Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,26,45,2022-10-20T00:43:46Z,2080000,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,210.0,3.0,3.0,0.0,,,,,
213,PT09M51.00S,2022-10-20T00:43:55.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,5.469776609724048,53.431372549019606,1610612766,26,47,2022-10-20T00:44:01Z,2090000,-17.0,-1.0,1,left,N. Richards Layup (8 PTS) (T. Rozier 3 AST),"[1630208, 1626179]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.72,Made,8.0,T. Rozier,1626179.0,3.0,,,,,,,,,,,,,,
215,PT09M36.00S,2022-10-20T00:44:10.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,88.38699080157687,42.64705882352941,1610612759,26,47,2022-10-20T00:44:21Z,2110000,-37.0,57.0,1,right,MISS T. Jones 6' floating Shot,[1630200],1610612759.0,SAS,floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.76,Missed,,,,,,,,,,,,,,,,,,
216,PT09M36.00S,2022-10-20T00:44:17.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,26,47,2022-10-20T00:44:17Z,2120000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,215.0,,,,,,,,
217,PT09M36.00S,2022-10-20T00:44:19.1Z,2,REGULAR,foul,personal,[],1626162,,,1610612759,26,47,2022-10-20T00:44:31Z,2130000,,,0,,K. Oubre Jr. personal FOUL (2 PF),"[1626162, 1630170]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,1662.0,2.0,0.0,Vassell,1630170.0
219,PT09M36.00S,2022-10-20T00:44:30.4Z,2,REGULAR,substitution,out,[],1626162,,,1610612759,26,47,2022-10-20T00:44:35Z,2150000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M36.00S,2022-10-20T00:44:30.4Z,2,REGULAR,substitution,in,[],1629667,,,1610612759,26,47,2022-10-20T00:44:35Z,2160000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M23.00S,2022-10-20T00:44:51.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203926,88.64980289093299,67.8921568627451,1610612759,28,47,2022-10-20T00:50:24Z,2170000,89.0,54.0,1,right,D. McDermott 10' fadeaway Jump Shot (10 PTS),[203926],1610612759.0,SAS,fadeaway,,,McDermott,D. McDermott,,,,,Mid-Range,8-16 Right,10.46,Made,10.0,,,,,,,,,,,,,,,,,
222,PT09M05.00S,2022-10-20T00:45:09.1Z,2,REGULAR,turnover,bad pass,[],1626179,,,1610612766,28,47,2022-10-20T00:45:14Z,2180000,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 1631110]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Sochan,1631110.0,,,,,,,,,,,
223,PT09M05.00S,2022-10-20T00:45:09.1Z,2,REGULAR,steal,,[],1631110,,,1610612759,28,47,2022-10-20T00:45:11Z,2190000,,,0,,J. Sochan STEAL (1 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
224,PT09M04.00S,2022-10-20T00:45:13.7Z,2,REGULAR,foul,personal,[],1630547,,,1610612759,28,47,2022-10-20T00:45:20Z,2200000,,,0,,J. Bouknight personal FOUL (1 PF),"[1630547, 1630200]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Jones,1630200.0
226,PT08M57.00S,2022-10-20T00:45:38.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627751,95.3515111695138,48.77450980392157,1610612759,30,47,2022-10-20T00:45:42Z,2220000,-6.0,-9.0,1,right,J. Poeltl driving DUNK (6 PTS) (J. Sochan 2 AST),"[1627751, 1631110]",1610612759.0,SAS,driving,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.07,Made,6.0,J. Sochan,1631110.0,2.0,,,,,,,,,,,,,,
228,PT08M34.00S,2022-10-20T00:46:00.3Z,2,REGULAR,2pt,Jump Shot,[],1630208,5.469776609724048,30.14705882352941,1610612766,30,49,2022-10-20T00:46:04Z,2240000,99.0,-1.0,1,left,N. Richards 9' Jump Shot (10 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,9.93,Made,10.0,,,,,,,,,,,,,,,,,
229,PT08M26.00S,2022-10-20T00:46:07.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,70.12155059132719,20.833333333333336,1610612759,30,49,2022-10-20T00:46:14Z,2250000,-146.0,228.0,1,right,MISS D. Vassell 27' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,27.1,Missed,,,,,,,,,,,,,,,,,,
230,PT08M21.00S,2022-10-20T00:46:12.8Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,30,49,2022-10-20T00:46:14Z,2260000,,,0,,T. Rozier REBOUND (Off:0 Def:4),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,229.0,4.0,4.0,0.0,,,,,
231,PT08M16.00S,2022-10-20T00:46:18.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630547,20.581471747700395,91.17647058823529,1610612766,30,49,2022-10-20T00:46:23Z,2270000,-206.0,141.0,1,left,MISS J. Bouknight 24' 3PT,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Left Center,24.96,Missed,,,,,,,,,,,,,,,,,,
232,PT08M13.00S,2022-10-20T00:46:21.8Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,30,49,2022-10-20T00:46:23Z,2280000,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,231.0,4.0,3.0,1.0,,,,,
233,PT08M10.00S,2022-10-20T00:46:24.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203926,96.5341655716163,96.81372549019608,1610612759,30,49,2022-10-20T00:46:29Z,2290000,234.0,-20.0,1,right,MISS D. McDermott 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Right Corner 3,24+ Right,23.49,Missed,,,,,,,,,,,,,,,,,,
234,PT08M06.00S,2022-10-20T00:46:28.3Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,30,49,2022-10-20T00:46:29Z,2300000,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,233.0,2.0,2.0,0.0,,,,,
235,PT07M49.00S,2022-10-20T00:46:44.8Z,2,REGULAR,2pt,Jump Shot,[],1626179,7.5722733245729295,68.62745098039215,1610612766,30,49,2022-10-20T00:46:55Z,2310000,-93.0,19.0,1,left,MISS T. Rozier 9' fadeaway Shot - blocked,"[1626179, 1630200]",1610612766.0,CHA,fadeaway,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Left,9.5,Missed,,,,,,,,Jones,1630200.0,,,,,,,,,
236,PT07M49.00S,2022-10-20T00:46:44.8Z,2,REGULAR,block,,[],1630200,,,1610612766,30,49,2022-10-20T00:46:47Z,2320000,,,0,,T. Jones BLOCK (1 BLK),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
237,PT07M46.00S,2022-10-20T00:46:47.8Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612759,30,49,2022-10-20T00:46:55Z,2330000,,,0,,J. Poeltl REBOUND (Off:1 Def:4),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,235.0,5.0,4.0,1.0,,,,,
238,PT07M42.00S,2022-10-20T00:46:52.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,96.40275952693824,95.34313725490196,1610612759,30,49,2022-10-20T00:46:59Z,2340000,227.0,-19.0,1,right,MISS D. Vassell 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Right Corner 3,24+ Right,22.75,Missed,,,,,,,,,,,,,,,,,,
239,PT07M42.00S,2022-10-20T00:46:52.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,30,49,2022-10-20T00:46:59Z,2350000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,238.0,,,,,,,,
241,PT07M42.00S,2022-10-20T00:46:59.9Z,2,REGULAR,substitution,out,[],203926,,,1610612766,30,49,2022-10-20T00:47:39Z,2370000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M42.00S,2022-10-20T00:46:59.9Z,2,REGULAR,substitution,out,[],1630550,,,1610612766,30,49,2022-10-20T00:47:39Z,2380000,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M42.00S,2022-10-20T00:46:59.9Z,2,REGULAR,substitution,in,[],1629640,,,1610612766,30,49,2022-10-20T00:47:39Z,2390000,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M42.00S,2022-10-20T00:46:59.9Z,2,REGULAR,substitution,in,[],202330,,,1610612766,30,49,2022-10-20T00:47:39Z,2400000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M26.00S,2022-10-20T00:47:51.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202330,6.652431011826544,50.0,1610612766,30,51,2022-10-20T00:48:10Z,2410000,0.0,10.0,1,left,G. Hayward cutting DUNK (6 PTS) (T. Rozier 4 AST),"[202330, 1626179]",1610612766.0,CHA,cutting,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,1.0,Made,6.0,T. Rozier,1626179.0,4.0,,,,,,,,,,,,,,
247,PT07M12.00S,2022-10-20T00:48:08.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631110,93.51182654402102,49.754901960784316,1610612759,32,51,2022-10-20T00:48:46Z,2430000,-1.0,8.0,1,right,J. Sochan driving DUNK (4 PTS) (D. Vassell 1 AST),"[1631110, 1630170]",1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.86,Made,4.0,D. Vassell,1630170.0,1.0,,,,,,,,,,,,,,
249,PT07M12.00S,2022-10-20T00:48:12.2Z,2,REGULAR,foul,personal,['1freethrow'],1630208,,,1610612759,32,51,2022-10-20T00:48:29Z,2450000,,,0,,N. Richards shooting personal FOUL (1 PF) (Sochan 1 FT),"[1630208, 1631110]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1662.0,1.0,0.0,Sochan,1631110.0
