actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
175,PT12M00.00S,2022-11-03T00:38:19.8Z,2,REGULAR,substitution,out,['startperiod'],203920,,,1610612761,31,32,2022-11-03T00:38:37Z,1750000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-11-03T00:38:19.8Z,2,REGULAR,substitution,out,['startperiod'],1627783,,,1610612761,31,32,2022-11-03T00:38:37Z,1760000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-11-03T00:38:19.8Z,2,REGULAR,substitution,out,['startperiod'],1630625,,,1610612761,31,32,2022-11-03T00:38:37Z,1770000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-11-03T00:38:19.8Z,2,REGULAR,substitution,out,['startperiod'],1629018,,,1610612761,31,32,2022-11-03T00:38:37Z,1780000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-11-03T00:38:19.8Z,2,REGULAR,substitution,in,['startperiod'],1631110,,,1610612761,31,32,2022-11-03T00:38:37Z,1790000,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-11-03T00:38:19.8Z,2,REGULAR,substitution,in,['startperiod'],1630200,,,1610612761,31,32,2022-11-03T00:38:37Z,1800000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-11-03T00:38:19.8Z,2,REGULAR,substitution,in,['startperiod'],1631160,,,1610612761,31,32,2022-11-03T00:38:37Z,1810000,,,0,,SUB in: J. Hall,[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-11-03T00:38:19.8Z,2,REGULAR,substitution,in,['startperiod'],1628384,,,1610612761,31,32,2022-11-03T00:38:37Z,1820000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-11-03T00:38:19.8Z,2,REGULAR,substitution,in,['startperiod'],203490,,,1610612761,31,32,2022-11-03T00:38:37Z,1830000,,,0,,SUB in: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-11-03T00:38:19.8Z,2,REGULAR,substitution,in,['startperiod'],1630567,,,1610612761,31,32,2022-11-03T00:38:37Z,1840000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2022-11-03T00:38:19.8Z,2,REGULAR,substitution,in,['startperiod'],1628449,,,1610612761,31,32,2022-11-03T00:38:37Z,1850000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2022-11-03T00:39:01.3Z,2,REGULAR,period,start,[],0,,,1610612761,31,32,2022-11-03T00:39:01Z,1860000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT11M43.00S,2022-11-03T00:39:20.6Z,2,REGULAR,foul,offensive,[],1628384,,,1610612761,31,32,2022-11-03T00:39:28Z,1870000,,,0,,O. Anunoby offensive FOUL (2 PF),"[1628384, 1630200]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,200833.0,2.0,0.0,Jones,1630200.0,,
189,PT11M43.00S,2022-11-03T00:39:20.6Z,2,REGULAR,turnover,offensive foul,[],1628384,,,1610612761,31,32,2022-11-03T00:39:20Z,1890000,,,0,,O. Anunoby offensive foul TURNOVER (1 TO),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,,200833.0,,,,,,
190,PT11M33.00S,2022-11-03T00:39:43.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,92.85479632063075,46.81372549019608,1610612759,33,32,2022-11-03T00:40:12Z,1900000,-16.0,15.0,1,right,J. Poeltl cutting finger roll Layup (4 PTS) (T. Jones 5 AST),"[1627751, 1630200]",1610612759.0,SAS,cutting finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,2.17,Made,4.0,,,,,T. Jones,1630200.0,5.0,,,,,,,
192,PT11M14.00S,2022-11-03T00:40:02.3Z,2,REGULAR,3pt,Jump Shot,[],1628449,9.017739816031538,2.696078431372549,1610612761,33,35,2022-11-03T00:40:15Z,1920000,237.0,32.0,1,left,C. Boucher 3PT  (3 PTS) (S. Barnes 2 AST),"[1628449, 1630567]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Right Corner 3,24+ Right,,,,23.87,Made,3.0,,,,,S. Barnes,1630567.0,2.0,,,,,,,
194,PT11M02.00S,2022-11-03T00:40:13.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203926,92.46057818659659,45.09803921568628,1610612759,33,35,2022-11-03T00:40:21Z,1940000,-25.0,18.0,1,right,MISS D. McDermott driving finger roll Layup,[203926],1610612759.0,SAS,driving finger roll,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,3.06,Missed,,,,,,,,,,,,,,,
195,PT11M02.00S,2022-11-03T00:40:13.7Z,2,REGULAR,rebound,defensive,[],203490,,,1610612761,33,35,2022-11-03T00:40:21Z,1950000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,194.0,1.0,1.0,0.0,,,,,,,,,,
196,PT10M45.00S,2022-11-03T00:40:31.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,9.674770039421814,44.85294117647059,1610612761,33,35,2022-11-03T00:40:42Z,1960000,26.0,38.0,1,left,MISS P. Achiuwa driving floating Shot,[1630173],1610612761.0,TOR,driving floating,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,4.62,Missed,,,,,,,,,,,,,,,
197,PT10M40.00S,2022-11-03T00:40:36.6Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,33,35,2022-11-03T00:40:42Z,1970000,,,0,,C. Boucher REBOUND (Off:1 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,196.0,1.0,0.0,1.0,,,,,,,,,,
198,PT10M40.00S,2022-11-03T00:40:35.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,5.590000152587891,50.0,1610612761,33,37,2022-11-03T00:40:35Z,1980000,0.0,0.0,1,left,C. Boucher tip Layup (5 PTS),[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Left,,,,0.0,Made,5.0,,,,,,,,,,,,,,
199,PT10M29.00S,2022-11-03T00:40:46.6Z,2,REGULAR,3pt,Jump Shot,[],1630200,67.09921156373193,32.35294117647059,1610612759,36,37,2022-11-03T00:40:53Z,1990000,-88.0,257.0,1,right,T. Jones 27' 3PT  (3 PTS) (J. Hall 1 AST),"[1630200, 1631160]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,27.15,Made,3.0,,,,,J. Hall,1631160.0,1.0,,,,,,,
201,PT10M08.00S,2022-11-03T00:41:07.7Z,2,REGULAR,2pt,Jump Shot,[],1630567,22.815374507227332,30.392156862745097,1610612761,36,37,2022-11-03T00:41:12Z,2010000,98.0,162.0,1,left,MISS S. Barnes 18' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,,18.93,Missed,,,,,,,,,,,,,,,
202,PT10M05.00S,2022-11-03T00:41:10.7Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,36,37,2022-11-03T00:41:12Z,2020000,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Mid-Range,16-24 Right Center,,,,,,,201.0,1.0,1.0,0.0,,,,,,,,,,
203,PT09M50.00S,2022-11-03T00:41:25.1Z,2,REGULAR,3pt,Jump Shot,[],1631110,74.90144546649145,12.032781862745098,1610612759,36,37,2022-11-03T00:41:33Z,2030000,-190.0,183.0,1,right,MISS J. Sochan 26' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,,26.39,Missed,,,,,,,,,,,,,,,
204,PT09M47.00S,2022-11-03T00:41:28.1Z,2,REGULAR,rebound,defensive,[],203490,,,1610612761,36,37,2022-11-03T00:41:33Z,2040000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,203.0,2.0,2.0,0.0,,,,,,,,,,
205,PT09M40.00S,2022-11-03T00:41:36.1Z,2,REGULAR,turnover,lost ball,[],1628384,,,1610612761,36,37,2022-11-03T00:41:44Z,2050000,,,0,,O. Anunoby lost ball TURNOVER (2 TO),"[1628384, 1630200]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,2.0,Jones,1630200.0,,,,,,,,,,,,,,,,,
206,PT09M40.00S,2022-11-03T00:41:36.1Z,2,REGULAR,steal,,[],1630200,,,1610612759,36,37,2022-11-03T00:42:15Z,2060000,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
207,PT09M34.00S,2022-11-03T00:41:41.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630200,92.85479632063075,48.529411764705884,1610612759,38,37,2022-11-03T00:41:57Z,2070000,-7.0,15.0,1,right,T. Jones running finger roll Layup (5 PTS),[1630200],1610612759.0,SAS,running finger roll,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,1.65,Made,5.0,,,,,,,,,,,,,,
208,PT09M13.00S,2022-11-03T00:42:02.0Z,2,REGULAR,3pt,Jump Shot,[],1628449,32.14520367936925,36.51960784313725,1610612761,38,37,2022-11-03T00:42:07Z,2080000,67.0,250.0,1,left,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,,,,25.86,Missed,,,,,,,,,,,,,,,
209,PT09M11.00S,2022-11-03T00:42:04.0Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,38,37,2022-11-03T00:42:07Z,2090000,,,0,,D. McDermott REBOUND (Off:0 Def:2),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,,,,,,,208.0,2.0,2.0,0.0,,,,,,,,,,
210,PT08M50.00S,2022-11-03T00:42:25.8Z,2,REGULAR,turnover,bad pass,[],1630200,,,1610612759,38,37,2022-11-03T00:42:32Z,2100000,,,0,,T. Jones bad pass TURNOVER (1 TO),"[1630200, 203490]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,1.0,Porter Jr.,203490.0,,,,,,,,,,,,,,,,,
211,PT08M50.00S,2022-11-03T00:42:25.8Z,2,REGULAR,steal,,[],203490,,,1610612761,38,37,2022-11-03T00:42:27Z,2110000,,,0,,O. Porter Jr. STEAL (1 STL),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
212,PT08M45.00S,2022-11-03T00:42:30.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628449,6.783837056504599,45.588235294117645,1610612761,38,39,2022-11-03T00:43:11Z,2120000,22.0,11.0,1,left,C. Boucher driving finger roll Layup (7 PTS) (S. Barnes 3 AST),"[1628449, 1630567]",1610612761.0,TOR,driving finger roll,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,2.48,Made,7.0,,,,,S. Barnes,1630567.0,3.0,,,,,,,
213,PT08M45.00S,2022-11-03T00:42:40.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,38,39,2022-11-03T00:42:40Z,2130000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M45.00S,2022-11-03T00:45:01.8Z,2,REGULAR,substitution,out,[],1631160,,,1610612759,38,39,2022-11-03T00:45:31Z,2140000,,,0,,SUB out: J. Hall,[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M45.00S,2022-11-03T00:45:01.8Z,2,REGULAR,substitution,out,[],1630173,,,1610612759,38,39,2022-11-03T00:45:31Z,2150000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M45.00S,2022-11-03T00:45:01.8Z,2,REGULAR,substitution,in,[],1629641,,,1610612759,38,39,2022-11-03T00:45:31Z,2160000,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M45.00S,2022-11-03T00:45:01.8Z,2,REGULAR,substitution,in,[],1631132,,,1610612759,38,39,2022-11-03T00:45:31Z,2170000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M23.00S,2022-11-03T00:45:47.3Z,2,REGULAR,3pt,Jump Shot,[],1631110,93.51182654402102,2.941176470588235,1610612759,38,39,2022-11-03T00:45:53Z,2180000,-235.0,8.0,1,right,MISS J. Sochan 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,,,,23.55,Missed,,,,,,,,,,,,,,,
220,PT08M19.00S,2022-11-03T00:45:51.3Z,2,REGULAR,rebound,defensive,[],1631132,,,1610612761,38,39,2022-11-03T00:45:53Z,2190000,,,0,,C. Koloko REBOUND (Off:0 Def:1),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Left Corner 3,24+ Left,,,,,,,219.0,1.0,1.0,0.0,,,,,,,,,,
221,PT08M07.00S,2022-11-03T00:46:04.8Z,2,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612761,38,39,2022-11-03T00:46:15Z,2200000,,,0,,R. Langford shooting personal FOUL (3 PF) (Porter Jr. 2 FT),"[1629641, 203490]",1610612759.0,SAS,shooting,,,Langford,R. Langford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,200833.0,3.0,0.0,Porter Jr.,203490.0,,
223,PT08M07.00S,2022-11-03T00:46:29.5Z,2,REGULAR,freethrow,1 of 2,[],203490,,,1610612761,38,40,2022-11-03T00:46:29Z,2220000,,,0,,O. Porter Jr. Free Throw 1 of 2 (1 PTS),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
224,PT08M07.00S,2022-11-03T00:46:32.4Z,2,REGULAR,substitution,out,[],203926,,,1610612761,38,40,2022-11-03T00:46:36Z,2230000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M07.00S,2022-11-03T00:46:32.4Z,2,REGULAR,substitution,in,[],1631103,,,1610612761,38,40,2022-11-03T00:46:36Z,2240000,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M07.00S,2022-11-03T00:46:49.9Z,2,REGULAR,freethrow,2 of 2,[],203490,,,1610612761,38,41,2022-11-03T00:46:49Z,2250000,,,0,,O. Porter Jr. Free Throw 2 of 2 (2 PTS),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
227,PT08M07.00S,2022-11-03T00:46:58.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,38,41,2022-11-03T00:46:58Z,2260000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M07.00S,2022-11-03T00:48:45.4Z,2,REGULAR,substitution,out,[],203490,,,1610612759,38,41,2022-11-03T00:49:12Z,2270000,,,0,,SUB out: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M07.00S,2022-11-03T00:48:45.4Z,2,REGULAR,substitution,in,[],1629018,,,1610612759,38,41,2022-11-03T00:49:12Z,2280000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M52.00S,2022-11-03T00:50:08.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,92.46057818659659,47.30392156862745,1610612759,38,41,2022-11-03T00:50:19Z,2290000,-13.0,18.0,1,right,MISS M. Branham driving finger roll Layup - blocked,"[1631103, 1631132]",1610612759.0,SAS,driving finger roll,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,,,,2.28,Missed,,,,,,,,,,,,,,Koloko,1631132.0
231,PT07M52.00S,2022-11-03T00:50:08.1Z,2,REGULAR,block,,[],1631132,,,1610612759,38,41,2022-11-03T00:50:10Z,2300000,,,0,,C. Koloko BLOCK (1 BLK),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
232,PT07M48.00S,2022-11-03T00:50:12.1Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,38,41,2022-11-03T00:50:19Z,2310000,,,0,,C. Boucher REBOUND (Off:1 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,230.0,2.0,1.0,1.0,,,,,,,,,,
233,PT07M48.00S,2022-11-03T00:50:14.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631132,6.783837056504599,45.34313725490196,1610612761,38,41,2022-11-03T01:03:29Z,2320000,23.0,11.0,1,left,MISS C. Koloko Layup,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,2.59,Missed,,,,,,,,,,,,,,,
234,PT07M47.00S,2022-11-03T00:50:15.5Z,2,REGULAR,rebound,offensive,[],1628384,,,1610612761,38,41,2022-11-03T00:59:07Z,2330000,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,233.0,2.0,1.0,1.0,,,,,,,,,,
289,PT07M45.00S,2022-11-03T00:50:21.6Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', '2ndchance']",1628384,6.1268068331143235,50.0,1610612761,38,43,2022-11-03T00:56:39Z,2335000,0.0,5.0,1,left,O. Anunoby tip DUNK (4 PTS),[1628384],1610612761.0,TOR,tip,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,0.51,Made,4.0,,,,,,,,,,,,,,
235,PT07M31.00S,2022-11-03T00:50:28.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,92.06636005256242,46.07843137254902,1610612759,38,43,2022-11-03T01:12:19Z,2340000,-20.0,22.0,1,right,MISS T. Jones driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,2.95,Missed,,,,,,,,,,,,,,,
236,PT07M27.00S,2022-11-03T00:50:32.9Z,2,REGULAR,rebound,defensive,[],1631132,,,1610612761,38,43,2022-11-03T00:50:32Z,2350000,,,0,,C. Koloko REBOUND (Off:0 Def:2),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,235.0,2.0,2.0,0.0,,,,,,,,,,
238,PT07M26.00S,2022-11-03T00:50:33.8Z,2,REGULAR,turnover,bad pass,[],1631132,,,1610612761,38,43,2022-11-03T00:50:51Z,2370000,,,0,,C. Koloko bad pass TURNOVER (1 TO),"[1631132, 1631110]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,1.0,Sochan,1631110.0,,,,,,,,,,,,,,,,,
239,PT07M26.00S,2022-11-03T00:50:33.8Z,2,REGULAR,steal,,[],1631110,,,1610612759,38,43,2022-11-03T00:50:38Z,2380000,,,0,,J. Sochan STEAL (1 STL),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
240,PT07M20.00S,2022-11-03T00:50:39.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630200,89.30683311432325,29.65686274509804,1610612759,38,43,2022-11-03T01:13:26Z,2390000,-102.0,48.0,1,right,MISS T. Jones 11' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,,,,11.25,Missed,,,,,,,,,,,,,,,
241,PT07M20.00S,2022-11-03T00:50:39.5Z,2,REGULAR,rebound,defensive,[],1631132,,,1610612761,38,43,2022-11-03T01:20:22Z,2400000,,,0,,C. Koloko REBOUND (Off:0 Def:3),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Left,,,,,,,240.0,3.0,3.0,0.0,,,,,,,,,,
244,PT07M20.00S,2022-11-03T00:50:52.9Z,2,REGULAR,foul,personal,[],1630200,,,1610612761,38,43,2022-11-03T01:20:22Z,2430000,,,0,,T. Jones personal FOUL (1 PF),"[1630200, 1631132]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,200833.0,1.0,0.0,Koloko,1631132.0,,
246,PT07M20.00S,2022-11-03T00:51:09.3Z,2,REGULAR,substitution,out,[],1631110,,,1610612761,38,43,2022-11-03T00:50:52Z,2450000,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M20.00S,2022-11-03T00:51:09.3Z,2,REGULAR,substitution,out,[],1627751,,,1610612761,38,43,2022-11-03T00:50:52Z,2460000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M20.00S,2022-11-03T00:51:09.3Z,2,REGULAR,substitution,out,[],1630200,,,1610612761,38,43,2022-11-03T00:50:52Z,2470000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M20.00S,2022-11-03T00:51:09.3Z,2,REGULAR,substitution,in,[],1626196,,,1610612761,38,43,2022-11-03T00:50:52Z,2480000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M20.00S,2022-11-03T00:51:09.3Z,2,REGULAR,substitution,in,[],1628966,,,1610612761,38,43,2022-11-03T00:50:52Z,2490000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M20.00S,2022-11-03T00:51:09.3Z,2,REGULAR,substitution,in,[],1628380,,,1610612761,38,43,2022-11-03T00:50:52Z,2500000,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M05.00S,2022-11-03T00:51:25.4Z,2,REGULAR,2pt,Jump Shot,[],1629018,13.485545335085414,66.91176470588235,1610612761,38,45,2022-11-03T01:24:40Z,2510000,-85.0,74.0,1,left,G. Trent Jr. 11' pullup Jump Shot (9 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Left,,,,11.26,Made,9.0,,,,,,,,,,,,,,
254,PT06M51.00S,2022-11-03T00:51:44.2Z,2,REGULAR,3pt,Jump Shot,[],1631103,94.03745072273325,2.2058823529411766,1610612759,38,45,2022-11-03T00:57:25Z,2530000,-239.0,4.0,1,right,MISS M. Branham 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Left Corner 3,24+ Left,,,,23.9,Missed,,,,,,,,,,,,,,,
255,PT06M51.00S,2022-11-03T00:51:44.2Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,38,45,2022-11-03T00:57:25Z,2540000,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,,,,,254.0,2.0,2.0,0.0,,,,,,,,,,
256,PT06M36.00S,2022-11-03T00:51:59.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,9.543363994743759,47.794117647058826,1610612761,38,45,2022-11-03T01:33:03Z,2550000,11.0,37.0,1,left,MISS G. Trent Jr. driving Layup,[1629018],1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,3.88,Missed,,,,,,,,,,,,,,,
257,PT06M32.00S,2022-11-03T00:52:03.1Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,38,45,2022-11-03T00:57:51Z,2560000,,,0,,C. Boucher REBOUND (Off:2 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,256.0,3.0,1.0,2.0,,,,,,,,,,
