actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
514,PT02M02.00S,2022-11-03T01:42:03.2Z,3,REGULAR,timeout,full,['team'],0,,,1610612759,66,100,2022-11-03T01:42:03Z,5010000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT02M02.00S,2022-11-03T01:44:03.0Z,3,REGULAR,substitution,out,[],1626196,,,1610612759,66,100,2022-11-03T01:44:47Z,5020000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT02M02.00S,2022-11-03T01:44:03.0Z,3,REGULAR,substitution,out,[],1629018,,,1610612759,66,100,2022-11-03T01:44:47Z,5030000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT02M02.00S,2022-11-03T01:44:03.0Z,3,REGULAR,substitution,in,[],1631160,,,1610612759,66,100,2022-11-03T01:44:47Z,5040000,,,0,,SUB in: J. Hall,[1631160],1610612759.0,SAS,,,,Hall,J. Hall,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT02M02.00S,2022-11-03T01:44:03.0Z,3,REGULAR,substitution,in,[],1630173,,,1610612759,66,100,2022-11-03T01:44:47Z,5050000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT02M02.00S,2022-11-03T01:44:49.9Z,3,REGULAR,freethrow,1 of 2,[],1631103,,,1610612759,66,100,2022-11-03T01:46:56Z,5060000,,,0,,MISS M. Branham Free Throw 1 of 2,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
520,PT02M02.00S,2022-11-03T01:44:49.9Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,66,100,2022-11-03T01:45:02Z,5070000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,519.0,,,,,,,,,,,,,
521,PT02M02.00S,2022-11-03T01:44:49.9Z,3,REGULAR,freethrow,2 of 2,[],1631103,,,1610612759,67,100,2022-11-03T01:46:56Z,5080000,,,0,,M. Branham Free Throw 2 of 2 (3 PTS),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
522,PT01M41.00S,2022-11-03T01:45:05.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630625,91.80354796320631,54.41176470588235,1610612761,67,100,2022-11-03T02:29:14Z,5090000,22.0,25.0,1,right,MISS D. Banton driving floating Shot,[1630625],1610612761.0,TOR,driving floating,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,3.3,Missed,,,,,,,,,,,,,,,
523,PT01M41.00S,2022-11-03T01:45:05.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,67,100,2022-11-03T01:45:45Z,5100000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,522.0,,,,,,,,,,,,,
525,PT01M34.00S,2022-11-03T01:45:27.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,92.9862023653088,52.94117647058824,1610612761,67,102,2022-11-03T02:30:02Z,5120000,15.0,13.0,1,right,P. Siakam driving Layup (22 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,1.99,Made,22.0,,,,,,,,,,,,,,
526,PT01M13.00S,2022-11-03T01:45:47.6Z,3,REGULAR,3pt,Jump Shot,[],1631103,24.129434954007884,10.53921568627451,1610612759,67,102,2022-11-03T01:46:00Z,5130000,197.0,174.0,1,left,MISS M. Branham 26' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,,,,26.33,Missed,,,,,,,,,,,,,,,
527,PT01M13.00S,2022-11-03T01:45:47.6Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,67,102,2022-11-03T01:46:00Z,5140000,,,0,,P. Siakam REBOUND (Off:1 Def:9),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,526.0,10.0,9.0,1.0,,,,,,,,,,
528,PT00M57.40S,2022-11-03T01:46:04.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203920,83.78777923784494,48.03921568627451,1610612761,67,102,2022-11-03T02:30:19Z,5150000,-10.0,100.0,1,right,MISS K. Birch 10' floating Shot,[203920],1610612761.0,TOR,floating,,,Birch,K. Birch,,,,,In The Paint (Non-RA),8-16 Center,,,,10.04,Missed,,,,,,,,,,,,,,,
529,PT00M55.10S,2022-11-03T01:46:07.1Z,3,REGULAR,rebound,defensive,[],1628380,,,1610612759,67,102,2022-11-03T02:30:19Z,5160000,,,0,,Z. Collins REBOUND (Off:2 Def:6),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,528.0,8.0,6.0,2.0,,,,,,,,,,
530,PT00M39.30S,2022-11-03T01:46:23.1Z,3,REGULAR,turnover,bad pass,[],1631160,,,1610612759,67,102,2022-11-03T01:46:30Z,5170000,,,0,,J. Hall bad pass TURNOVER (1 TO),"[1631160, 1627783]",1610612759.0,SAS,,,,Hall,J. Hall,,,,,Mid-Range,16-24 Left,1.0,Siakam,1627783.0,,,,,,,,,,,,,,,,,
531,PT00M39.30S,2022-11-03T01:46:23.1Z,3,REGULAR,steal,,[],1627783,,,1610612761,67,102,2022-11-03T01:46:25Z,5180000,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
532,PT00M36.40S,2022-11-03T01:46:26.8Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630625,93.51182654402102,51.9607843137255,1610612761,67,104,2022-11-03T02:30:38Z,5190000,10.0,8.0,1,right,D. Banton running DUNK (7 PTS) (P. Siakam 11 AST),"[1630625, 1627783]",1610612761.0,TOR,running,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,,,,1.3,Made,7.0,,,,,P. Siakam,1627783.0,11.0,,,,,,,
534,PT00M31.10S,2022-11-03T01:46:33.9Z,3,REGULAR,3pt,Jump Shot,[],203476,6.521024967148489,1.2254901960784315,1610612759,70,104,2022-11-03T01:46:39Z,5210000,244.0,9.0,1,left,G. Dieng 24' 3PT  (6 PTS) (D. McDermott 3 AST),"[203476, 203926]",1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,Right Corner 3,24+ Right,,,,24.41,Made,6.0,,,,,D. McDermott,203926.0,3.0,,,,,,,
536,PT00M15.90S,2022-11-03T01:46:52.6Z,3,REGULAR,3pt,Jump Shot,[],1628449,79.45137976346912,4.6568627450980395,1610612761,70,104,2022-11-03T01:47:11Z,5230000,-227.0,141.0,1,right,MISS C. Boucher 26' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,,26.68,Missed,,,,,,,,,,,,,,,
537,PT00M13.20S,2022-11-03T01:46:57.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,70,104,2022-11-03T01:46:57Z,5240000,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,536.0,,,,,,,,,,,,,
539,PT00M00.00S,2022-11-03T01:47:16.3Z,3,REGULAR,2pt,Jump Shot,[],1631103,7.440867279894875,76.7156862745098,1610612759,70,104,2022-11-03T01:47:28Z,5260000,-134.0,17.0,1,left,MISS M. Branham 13' driving floating Shot,[1631103],1610612759.0,SAS,driving floating,,,Branham,M. Branham,,,,,Mid-Range,8-16 Left,,,,13.47,Missed,,,,,,,,,,,,,,,
540,PT00M00.00S,2022-11-03T01:47:18.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,70,104,2022-11-03T01:47:18Z,5270000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,539.0,,,,,,,,,,,,,
541,PT00M00.00S,2022-11-03T01:47:24.0Z,3,REGULAR,period,end,[],0,,,1610612759,70,104,2022-11-03T01:47:24Z,5280000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT12M00.00S,2022-11-03T01:49:41.7Z,4,REGULAR,substitution,out,['startperiod'],203926,,,1610612759,70,104,2022-11-03T01:50:16Z,5290000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT12M00.00S,2022-11-03T01:49:41.7Z,4,REGULAR,substitution,out,['startperiod'],203476,,,1610612759,70,104,2022-11-03T01:50:16Z,5300000,,,0,,SUB out: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT12M00.00S,2022-11-03T01:49:41.7Z,4,REGULAR,substitution,out,['startperiod'],1627783,,,1610612759,70,104,2022-11-03T01:50:16Z,5310000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT12M00.00S,2022-11-03T01:49:41.7Z,4,REGULAR,substitution,in,['startperiod'],1626196,,,1610612759,70,104,2022-11-03T01:50:16Z,5320000,,,0,,SUB in: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT12M00.00S,2022-11-03T01:49:41.7Z,4,REGULAR,substitution,in,['startperiod'],1628966,,,1610612759,70,104,2022-11-03T01:50:16Z,5330000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT12M00.00S,2022-11-03T01:49:41.7Z,4,REGULAR,substitution,in,['startperiod'],203490,,,1610612759,70,104,2022-11-03T01:50:16Z,5340000,,,0,,SUB in: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT12M00.00S,2022-11-03T01:49:41.7Z,4,REGULAR,substitution,out,['startperiod'],1631103,,,1610612759,70,104,2022-11-03T01:50:38Z,5345000,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT12M00.00S,2022-11-03T01:49:41.7Z,4,REGULAR,substitution,in,['startperiod'],1629646,,,1610612759,70,104,2022-11-03T01:50:38Z,5347500,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2022-11-03T01:50:17.5Z,4,REGULAR,period,start,[],0,,,1610612759,70,104,2022-11-03T01:50:17Z,5350000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT11M44.00S,2022-11-03T01:50:18.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,8.886333771353483,40.931372549019606,1610612759,72,104,2022-11-03T01:50:26Z,5360000,45.0,31.0,1,left,J. Richardson cutting Layup (10 PTS) (Z. Collins 3 AST),"[1626196, 1628380]",1610612759.0,SAS,cutting,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,,5.49,Made,10.0,,,,,Z. Collins,1628380.0,3.0,,,,,,,
554,PT11M22.00S,2022-11-03T01:50:40.4Z,4,REGULAR,2pt,Jump Shot,[],1630625,72.7496714848883,52.20588235294118,1610612761,72,104,2022-11-03T01:50:46Z,5380000,11.0,204.0,1,right,MISS D. Banton 20' pullup Shot,[1630625],1610612761.0,TOR,pullup,,,Banton,D. Banton,,,,,Mid-Range,16-24 Center,,,,20.4,Missed,,,,,,,,,,,,,,,
555,PT11M18.00S,2022-11-03T01:50:44.4Z,4,REGULAR,rebound,defensive,[],1629646,,,1610612759,72,104,2022-11-03T01:50:46Z,5390000,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Mid-Range,16-24 Center,,,,,,,554.0,1.0,1.0,0.0,,,,,,,,,,
556,PT11M11.00S,2022-11-03T01:50:50.7Z,4,REGULAR,3pt,Jump Shot,[],1626196,32.802233902759525,56.127450980392155,1610612759,72,104,2022-11-03T01:50:55Z,5400000,-31.0,256.0,1,left,MISS J. Richardson 25' pullup 3PT,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,,,,25.76,Missed,,,,,,,,,,,,,,,
557,PT11M08.00S,2022-11-03T01:50:53.7Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,72,104,2022-11-03T01:50:55Z,5410000,,,0,,C. Boucher REBOUND (Off:2 Def:6),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,,,,,,,556.0,8.0,6.0,2.0,,,,,,,,,,
559,PT10M47.00S,2022-11-03T01:51:33.5Z,4,REGULAR,3pt,Jump Shot,[],1630625,63.81406044678055,27.205882352941174,1610612761,72,107,2022-11-03T01:51:39Z,5430000,-114.0,288.0,1,right,D. Banton 30' 3PT pullup (10 PTS),[1630625],1610612761.0,TOR,pullup,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,,,,30.94,Made,10.0,,,,,,,,,,,,,,
560,PT10M24.00S,2022-11-03T01:51:56.7Z,4,REGULAR,turnover,bad pass,[],1631160,,,1610612759,72,107,2022-11-03T01:52:04Z,5440000,,,0,,J. Hall bad pass TURNOVER (2 TO),"[1631160, 1628449]",1610612759.0,SAS,,,,Hall,J. Hall,,,,,In The Paint (Non-RA),0-8 Center,2.0,Boucher,1628449.0,,,,,,,,,,,,,,,,,
561,PT10M24.00S,2022-11-03T01:51:56.7Z,4,REGULAR,steal,,[],1628449,,,1610612761,72,107,2022-11-03T01:51:59Z,5450000,,,0,,C. Boucher STEAL (2 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
562,PT10M19.00S,2022-11-03T01:52:01.7Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630173,93.64323258869908,48.77450980392157,1610612761,72,109,2022-11-03T01:52:11Z,5460000,-6.0,7.0,1,right,P. Achiuwa cutting DUNK (2 PTS) (C. Boucher 2 AST),"[1630173, 1628449]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,0.95,Made,2.0,,,,,C. Boucher,1628449.0,2.0,,,,,,,
564,PT10M06.00S,2022-11-03T01:52:14.9Z,4,REGULAR,turnover,bad pass,[],1626196,,,1610612759,72,109,2022-11-03T01:52:20Z,5480000,,,0,,J. Richardson bad pass TURNOVER (2 TO),"[1626196, 203490]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,2.0,Porter Jr.,203490.0,,,,,,,,,,,,,,,,,
565,PT10M06.00S,2022-11-03T01:52:14.9Z,4,REGULAR,steal,,[],203490,,,1610612761,72,109,2022-11-03T01:52:18Z,5490000,,,0,,O. Porter Jr. STEAL (2 STL),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
566,PT09M52.00S,2022-11-03T01:52:30.5Z,4,REGULAR,foul,personal,[],1629646,,,1610612761,72,109,2022-11-03T01:53:21Z,5500000,,,0,,C. Bassey personal FOUL (1 PF),"[1629646, 1630625]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,204058.0,1.0,0.0,Banton,1630625.0,,
568,PT09M52.00S,2022-11-03T01:52:39.6Z,4,REGULAR,substitution,out,[],1628380,,,1610612761,72,109,2022-11-03T01:52:48Z,5520000,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT09M52.00S,2022-11-03T01:52:39.6Z,4,REGULAR,substitution,out,[],1626196,,,1610612761,72,109,2022-11-03T01:52:48Z,5530000,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT09M52.00S,2022-11-03T01:52:39.6Z,4,REGULAR,substitution,out,[],203920,,,1610612761,72,109,2022-11-03T01:52:48Z,5540000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT09M52.00S,2022-11-03T01:52:39.6Z,4,REGULAR,substitution,in,[],1631230,,,1610612761,72,109,2022-11-03T01:52:48Z,5550000,,,0,,SUB in: D. Barlow,[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT09M52.00S,2022-11-03T01:52:39.6Z,4,REGULAR,substitution,in,[],1631103,,,1610612761,72,109,2022-11-03T01:52:48Z,5560000,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT09M52.00S,2022-11-03T01:52:39.6Z,4,REGULAR,substitution,in,[],1630201,,,1610612761,72,109,2022-11-03T01:52:48Z,5570000,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT09M44.00S,2022-11-03T01:53:06.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203490,64.86530880420499,47.549019607843135,1610612761,72,109,2022-11-03T01:53:24Z,5580000,-12.0,278.0,1,right,MISS O. Porter Jr. 27' 3PT,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,27.81,Missed,,,,,,,,,,,,,,,
575,PT09M40.00S,2022-11-03T01:53:09.8Z,4,REGULAR,rebound,defensive,[],1628966,,,1610612759,72,109,2022-11-03T01:53:09Z,5590000,,,0,,K. Bates-Diop REBOUND (Off:1 Def:3),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Center,,,,,,,574.0,4.0,3.0,1.0,,,,,,,,,,
576,PT09M34.00S,2022-11-03T01:53:15.9Z,4,REGULAR,3pt,Jump Shot,[],1631103,32.670827858081466,36.76470588235294,1610612759,75,109,2022-11-03T01:53:27Z,5600000,66.0,255.0,1,left,M. Branham 26' 3PT  (6 PTS) (J. Hall 2 AST),"[1631103, 1631160]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Center,,,,26.31,Made,6.0,,,,,J. Hall,1631160.0,2.0,,,,,,,
578,PT09M21.00S,2022-11-03T01:53:29.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,88.12417871222075,49.01960784313725,1610612761,75,111,2022-11-03T01:53:41Z,5620000,-5.0,59.0,1,right,C. Boucher driving finger roll Layup (14 PTS) (M. Flynn 1 AST),"[1628449, 1630201]",1610612761.0,TOR,driving finger roll,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,5.93,Made,14.0,,,,,M. Flynn,1630201.0,1.0,,,,,,,
580,PT09M10.00S,2022-11-03T01:53:41.4Z,4,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612759,75,111,2022-11-03T01:53:55Z,5640000,,,0,,C. Boucher shooting personal FOUL (4 PF) (Bates-Diop 2 FT),"[1628449, 1628966]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,204058.0,4.0,1.0,Bates-Diop,1628966.0,,
582,PT09M10.00S,2022-11-03T01:54:03.0Z,4,REGULAR,freethrow,1 of 2,[],1628966,,,1610612759,75,111,2022-11-03T01:54:03Z,5660000,,,0,,MISS K. Bates-Diop Free Throw 1 of 2,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
583,PT09M10.00S,2022-11-03T01:54:03.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,75,111,2022-11-03T01:54:03Z,5670000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,582.0,,,,,,,,,,,,,
584,PT09M10.00S,2022-11-03T01:54:15.0Z,4,REGULAR,freethrow,2 of 2,[],1628966,,,1610612759,76,111,2022-11-03T01:54:15Z,5680000,,,0,,K. Bates-Diop Free Throw 2 of 2 (17 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
585,PT08M59.00S,2022-11-03T01:54:27.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630201,92.59198423127464,44.85294117647059,1610612761,76,111,2022-11-03T01:54:36Z,5690000,-26.0,17.0,1,right,MISS M. Flynn driving finger roll Layup - blocked,"[1630201, 1629646]",1610612761.0,TOR,driving finger roll,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,,,,3.09,Missed,,,,,,,,,,,,,,Bassey,1629646.0
586,PT08M59.00S,2022-11-03T01:54:27.5Z,4,REGULAR,block,,[],1629646,,,1610612761,76,111,2022-11-03T01:54:30Z,5700000,,,0,,C. Bassey BLOCK (1 BLK),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
587,PT08M55.00S,2022-11-03T01:54:31.5Z,4,REGULAR,rebound,defensive,[],1631230,,,1610612759,76,111,2022-11-03T01:54:36Z,5710000,,,0,,D. Barlow REBOUND (Off:0 Def:1),[1631230],1610612759.0,SAS,,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,585.0,1.0,1.0,0.0,,,,,,,,,,
588,PT08M52.00S,2022-11-03T01:54:34.2Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1631103,29.25427069645204,76.22549019607843,1610612759,79,111,2022-11-03T02:18:24Z,5720000,-131.0,222.0,1,left,M. Branham 25' 3PT pullup (9 PTS) (D. Barlow 1 AST),"[1631103, 1631230]",1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,,,,25.83,Made,9.0,,,,,D. Barlow,1631230.0,1.0,,,,,,,
589,PT08M36.00S,2022-11-03T01:54:50.0Z,4,REGULAR,3pt,Jump Shot,[],1628449,73.14388961892247,86.27450980392157,1610612761,79,114,2022-11-03T01:55:08Z,5730000,181.0,200.0,1,right,C. Boucher 26' 3PT  (17 PTS) (P. Achiuwa 1 AST),"[1628449, 1630173]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Right Center,,,,26.99,Made,17.0,,,,,P. Achiuwa,1630173.0,1.0,,,,,,,
592,PT08M11.00S,2022-11-03T01:55:15.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628966,12.040078843626807,49.754901960784316,1610612759,79,114,2022-11-03T01:55:21Z,5750000,1.0,61.0,1,left,MISS K. Bates-Diop 6' driving floating Shot,[1628966],1610612759.0,SAS,driving floating,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,,,,6.07,Missed,,,,,,,,,,,,,,,
593,PT08M09.00S,2022-11-03T01:55:17.5Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612761,79,114,2022-11-03T01:55:21Z,5760000,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,592.0,3.0,3.0,0.0,,,,,,,,,,
594,PT08M08.00S,2022-11-03T01:55:20.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,93.51182654402102,51.9607843137255,1610612761,79,116,2022-11-03T01:55:28Z,5770000,10.0,8.0,1,right,P. Achiuwa driving finger roll Layup (4 PTS),[1630173],1610612761.0,TOR,driving finger roll,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,1.3,Made,4.0,,,,,,,,,,,,,,
595,PT08M08.00S,2022-11-03T01:55:24.0Z,4,REGULAR,foul,personal,['1freethrow'],1631230,,,1610612761,79,116,2022-11-03T01:58:40Z,5780000,,,0,,D. Barlow shooting personal FOUL (1 PF) (Achiuwa 1 FT),"[1631230, 1630173]",1610612759.0,SAS,shooting,,,Barlow,D. Barlow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,204058.0,1.0,0.0,Achiuwa,1630173.0,,
597,PT08M08.00S,2022-11-03T01:55:32.1Z,4,REGULAR,substitution,out,[],1628966,,,1610612761,79,116,2022-11-03T01:55:54Z,5800000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT08M08.00S,2022-11-03T01:55:32.1Z,4,REGULAR,substitution,out,[],1628449,,,1610612761,79,116,2022-11-03T01:55:54Z,5810000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT08M08.00S,2022-11-03T01:55:32.1Z,4,REGULAR,substitution,in,[],203476,,,1610612761,79,116,2022-11-03T01:55:54Z,5820000,,,0,,SUB in: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT08M08.00S,2022-11-03T01:55:32.1Z,4,REGULAR,substitution,in,[],201152,,,1610612761,79,116,2022-11-03T01:55:54Z,5830000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT08M08.00S,2022-11-03T01:55:59.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,79,116,2022-11-03T01:55:59Z,5840000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT08M08.00S,2022-11-03T01:58:17.6Z,4,REGULAR,substitution,out,[],203490,,,1610612761,79,116,2022-11-03T01:58:38Z,5850000,,,0,,SUB out: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
