actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
344,PT10M38.00S,2022-12-30T02:23:56.1Z,3,REGULAR,3pt,Jump Shot,[],1631110,20.844283837056505,91.42156862745098,1610612759,69,59,2022-12-30T02:24:09Z,3410000,False,-207.0,143.0,1,left,MISS J. Sochan 25' 3PT,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,,25.19,Missed,,,,,,,,,,,,,,,
345,PT10M35.00S,2022-12-30T02:23:59.1Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,69,59,2022-12-30T02:24:09Z,3420000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Left Center,,,,,,344.0,7.0,6.0,1.0,,,,,,,,,,,
346,PT10M32.00S,2022-12-30T02:24:07.4Z,3,REGULAR,foul,personal,['2freethrow'],203944,,,1610612759,69,59,2022-12-30T02:24:15Z,3430000,False,,,0,,J. Randle shooting personal FOUL (1 PF) (Sochan 2 FT),"[203944, 1631110]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1830.0,1.0,0.0,Sochan,1631110.0,,,,,,
348,PT10M32.00S,2022-12-30T02:24:27.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1631110,,,1610612759,70,59,2022-12-30T02:24:27Z,3450000,False,,,0,,J. Sochan Free Throw 1 of 2 (9 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,Made,,,,,,,,,,,,9.0,,,
349,PT10M32.00S,2022-12-30T02:24:35.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1631110,,,1610612759,71,59,2022-12-30T02:24:35Z,3460000,False,,,0,,J. Sochan Free Throw 2 of 2 (10 PTS),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,Made,,,,,,,,,,,,10.0,,,
350,PT10M27.00S,2022-12-30T02:24:44.3Z,3,REGULAR,foul,personal,[],1631110,,,1610612752,71,59,2022-12-30T02:25:06Z,3470000,False,,,0,,J. Sochan personal FOUL (3 PF),"[1631110, 1630193]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1627519.0,3.0,0.0,Quickley,1630193.0,,,,,,
352,PT10M22.00S,2022-12-30T02:25:05.2Z,3,REGULAR,turnover,palming,[],1630193,,,1610612752,71,59,2022-12-30T02:29:43Z,3490000,False,,,0,,I. Quickley palming TURNOVER (1 TO),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Mid-Range,16-24 Right Center,1.0,,,,,,,,,1830.0,,,,,,,,,,
353,PT09M58.00S,2022-12-30T02:25:43.8Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612759,71,59,2022-12-30T02:25:49Z,3500000,False,,,0,,SAS shot clock Team TURNOVER,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628953.0,,,,,,,,,,
354,PT09M51.00S,2022-12-30T02:25:56.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629011,93.77463863337714,49.50980392156863,1610612752,71,59,2022-12-30T02:26:06Z,3510000,False,-2.0,6.0,1,right,MISS M. Robinson alley-oop DUNK,[1629011],1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,0.65,Missed,,,,,,,,,,,,,,,
355,PT09M49.00S,2022-12-30T02:25:58.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,71,59,2022-12-30T02:26:06Z,3520000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,354.0,,,,,,,,,,,,,,
357,PT09M36.00S,2022-12-30T02:26:20.7Z,3,REGULAR,turnover,traveling,[],1629641,,,1610612759,71,59,2022-12-30T02:26:27Z,3540000,False,,,0,,R. Langford traveling TURNOVER (1 TO),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,Mid-Range,16-24 Left Center,1.0,,,,,,,,,1830.0,,,,,,,,,,
358,PT09M19.00S,2022-12-30T02:26:43.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,81.2910643889619,40.68627450980392,1610612752,71,59,2022-12-30T02:26:59Z,3550000,False,-47.0,123.0,1,right,MISS J. Randle 13' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,,,,13.19,Missed,,,,,,,,,,,,,,,
359,PT09M16.00S,2022-12-30T02:26:46.9Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,71,59,2022-12-30T02:26:59Z,3560000,False,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,358.0,1.0,1.0,0.0,,,,,,,,,,,
360,PT09M09.00S,2022-12-30T02:26:54.0Z,3,REGULAR,3pt,Jump Shot,[],1630200,8.623521681997373,2.2058823529411766,1610612759,71,59,2022-12-30T02:27:03Z,3570000,False,239.0,29.0,1,left,MISS T. Jones 24' 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,,24.07,Missed,,,,,,,,,,,,,,,
361,PT09M06.00S,2022-12-30T02:26:57.0Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,71,59,2022-12-30T02:27:03Z,3580000,False,,,0,,J. Randle REBOUND (Off:0 Def:5),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,,,,,,360.0,5.0,5.0,0.0,,,,,,,,,,,
362,PT09M02.00S,2022-12-30T02:27:01.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,76.69185282522996,9.803921568627452,1610612752,71,62,2022-12-30T02:27:07Z,3590000,False,-201.0,167.0,1,right,I. Quickley 26' 3PT  (14 PTS) (J. Randle 2 AST),"[1630193, 203944]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Left Center,,,,26.11,Made,,,,,,,,,,,,14.0,J. Randle,203944.0,2.0
364,PT09M00.00S,2022-12-30T02:27:08.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,71,62,2022-12-30T02:27:08Z,3610000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT08M43.00S,2022-12-30T02:30:17.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631110,6.783837056504599,50.98039215686274,1610612759,73,62,2022-12-30T02:30:22Z,3620000,False,-5.0,11.0,1,left,J. Sochan cutting DUNK (12 PTS) (T. Jones 5 AST),"[1631110, 1630200]",1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,1.23,Made,,,,,,,,,,,,12.0,T. Jones,1630200.0,5.0
367,PT08M26.00S,2022-12-30T02:30:34.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,82.7365308804205,40.19607843137255,1610612752,73,62,2022-12-30T02:30:41Z,3640000,False,-49.0,110.0,1,right,MISS I. Quickley 12' pullup Shot,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,12.02,Missed,,,,,,,,,,,,,,,
368,PT08M25.00S,2022-12-30T02:30:35.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,73,62,2022-12-30T02:30:41Z,3650000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,367.0,,,,,,,,,,,,,,
369,PT08M25.00S,2022-12-30T02:30:40.7Z,3,REGULAR,foul,personal,[],1631110,,,1610612752,73,62,2022-12-30T02:30:52Z,3660000,False,,,0,,J. Sochan loose ball personal FOUL (4 PF),"[1631110, 1629011]",1610612759.0,SAS,loose ball,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627519.0,4.0,0.0,Robinson,1629011.0,,,,,,
371,PT08M25.00S,2022-12-30T02:30:52.3Z,3,REGULAR,substitution,out,[],1631110,,,1610612752,73,62,2022-12-30T02:31:11Z,3680000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT08M25.00S,2022-12-30T02:30:52.3Z,3,REGULAR,substitution,in,[],1626169,,,1610612752,73,62,2022-12-30T02:31:11Z,3690000,False,,,0,,SUB in: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT08M13.00S,2022-12-30T02:31:18.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629656,94.43166885676742,46.07843137254902,1610612752,73,62,2022-12-30T02:31:29Z,3700000,False,-20.0,0.0,1,right,MISS Q. Grimes cutting finger roll Layup - blocked,"[1629656, 1627751]",1610612752.0,NYK,cutting finger roll,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,,,,1.96,Missed,,,,,,,,,,Poeltl,1627751.0,,,,
374,PT08M13.00S,2022-12-30T02:31:18.3Z,3,REGULAR,block,,[],1627751,,,1610612752,73,62,2022-12-30T02:31:20Z,3710000,False,,,0,,J. Poeltl BLOCK (2 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
375,PT08M13.00S,2022-12-30T02:31:18.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,73,62,2022-12-30T02:31:29Z,3720000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,373.0,,,,,,,,,,,,,,
377,PT08M11.00S,2022-12-30T02:31:34.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629656,86.02168199737189,3.431372549019608,1610612752,73,62,2022-12-30T02:31:43Z,3740000,False,-233.0,79.0,1,right,MISS Q. Grimes 24' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,,24.58,Missed,,,,,,,,,,,,,,,
378,PT08M08.00S,2022-12-30T02:31:37.7Z,3,REGULAR,rebound,defensive,[],1626169,,,1610612759,73,62,2022-12-30T02:31:43Z,3750000,False,,,0,,S. Johnson REBOUND (Off:1 Def:2),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Left Corner 3,24+ Left,,,,,,377.0,3.0,2.0,1.0,,,,,,,,,,,
379,PT08M04.00S,2022-12-30T02:31:41.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629641,6.1268068331143235,45.83333333333333,1610612759,75,62,2022-12-30T02:32:23Z,3760000,False,21.0,5.0,1,left,R. Langford running Layup (17 PTS) (S. Johnson 2 AST),"[1629641, 1626169]",1610612759.0,SAS,running,,,Langford,R. Langford,,,,,Restricted Area,0-8 Center,,,,2.14,Made,,,,,,,,,,,,17.0,S. Johnson,1626169.0,2.0
381,PT07M52.00S,2022-12-30T02:31:58.1Z,3,REGULAR,foul,personal,['2freethrow'],1626169,,,1610612752,75,62,2022-12-30T02:32:05Z,3780000,False,,,0,,S. Johnson shooting personal FOUL (4 PF) (McBride 2 FT),"[1626169, 1630540]",1610612759.0,SAS,shooting,,,Johnson,S. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628953.0,4.0,0.0,McBride,1630540.0,,,,,,
383,PT07M52.00S,2022-12-30T02:32:22.3Z,3,REGULAR,freethrow,1 of 2,[],1630540,,,1610612752,75,62,2022-12-30T02:32:22Z,3800000,False,,,0,,MISS M. McBride Free Throw 1 of 2,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
384,PT07M52.00S,2022-12-30T02:32:22.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,75,62,2022-12-30T02:32:22Z,3810000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,383.0,,,,,,,,,,,,,,
385,PT07M52.00S,2022-12-30T02:32:23.4Z,3,REGULAR,substitution,out,[],1626169,,,1610612752,75,62,2022-12-30T02:32:44Z,3820000,False,,,0,,SUB out: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT07M52.00S,2022-12-30T02:32:23.4Z,3,REGULAR,substitution,in,[],1631103,,,1610612752,75,62,2022-12-30T02:32:44Z,3830000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT07M52.00S,2022-12-30T02:32:45.2Z,3,REGULAR,freethrow,2 of 2,[],1630540,,,1610612752,75,63,2022-12-30T02:32:45Z,3840000,False,,,0,,M. McBride Free Throw 2 of 2 (6 PTS),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,Made,,,,,,,,,,,,6.0,,,
388,PT07M44.00S,2022-12-30T02:32:54.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,6.1268068331143235,47.549019607843135,1610612759,75,63,2022-12-30T02:33:01Z,3850000,False,12.0,5.0,1,left,MISS K. Johnson driving finger roll Layup,[1629640],1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,1.33,Missed,,,,,,,,,,,,,,,
389,PT07M44.00S,2022-12-30T02:32:54.4Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,75,63,2022-12-30T02:33:01Z,3860000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,388.0,8.0,6.0,2.0,,,,,,,,,,,
390,PT07M44.00S,2022-12-30T02:33:00.3Z,3,REGULAR,foul,personal,['2freethrow'],1630540,,,1610612759,75,63,2022-12-30T02:33:14Z,3870000,False,,,0,,M. McBride shooting personal FOUL (1 PF) (Poeltl 2 FT),"[1630540, 1627751]",1610612752.0,NYK,shooting,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628953.0,1.0,0.0,Poeltl,1627751.0,,,,,,
392,PT07M44.00S,2022-12-30T02:33:19.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627751,,,1610612759,76,63,2022-12-30T02:33:19Z,3890000,False,,,0,,J. Poeltl Free Throw 1 of 2 (6 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,Made,,,,,,,,,,,,6.0,,,
393,PT07M44.00S,2022-12-30T02:33:35.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627751,,,1610612759,77,63,2022-12-30T02:33:35Z,3900000,False,,,0,,J. Poeltl Free Throw 2 of 2 (7 PTS),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,Made,,,,,,,,,,,,7.0,,,
394,PT07M19.00S,2022-12-30T02:34:04.1Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612752,77,63,2022-12-30T02:34:09Z,3910000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,1830.0,,,,,,,,,,
395,PT07M11.00S,2022-12-30T02:34:25.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629640,9.017739816031538,42.40196078431372,1610612759,77,63,2022-12-30T02:34:43Z,3920000,False,38.0,32.0,1,left,MISS K. Johnson driving Layup - blocked,"[1629640, 1629011]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,4.99,Missed,,,,,,,,,,Robinson,1629011.0,,,,
396,PT07M11.00S,2022-12-30T02:34:25.3Z,3,REGULAR,block,,[],1629011,,,1610612759,77,63,2022-12-30T02:34:27Z,3930000,False,,,0,,M. Robinson BLOCK (1 BLK),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
397,PT07M08.00S,2022-12-30T02:34:28.3Z,3,REGULAR,rebound,offensive,[],1629640,,,1610612759,77,63,2022-12-30T02:34:28Z,3940000,False,,,0,,K. Johnson REBOUND (Off:1 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,395.0,2.0,1.0,1.0,,,,,,,,,,,
398,PT06M59.00S,2022-12-30T02:34:37.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630200,15.325229960578188,47.30392156862745,1610612759,77,63,2022-12-30T02:35:15Z,3950000,False,13.0,92.0,1,left,MISS T. Jones 9' pullup Shot,[1630200],1610612759.0,SAS,pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,9.26,Missed,,,,,,,,,,,,,,,
399,PT06M53.00S,2022-12-30T02:34:43.5Z,3,REGULAR,rebound,offensive,[],1629641,,,1610612759,77,63,2022-12-30T02:34:48Z,3960000,False,,,0,,R. Langford REBOUND (Off:3 Def:0),[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,398.0,3.0,0.0,3.0,,,,,,,,,,,
400,PT06M53.00S,2022-12-30T02:34:42.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629641,5.590000152587891,50.0,1610612759,77,63,2022-12-30T02:34:42Z,3970000,False,0.0,0.0,1,left,MISS R. Langford tip Layup,[1629641],1610612759.0,SAS,tip,,,Langford,R. Langford,,,,,Mid-Range,8-16 Left,,,,0.0,Missed,,,,,,,,,,,,,,,
401,PT06M51.00S,2022-12-30T02:34:44.9Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,77,63,2022-12-30T02:34:44Z,3980000,False,,,0,,J. Poeltl REBOUND (Off:3 Def:6),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,,,,400.0,9.0,6.0,3.0,,,,,,,,,,,
402,PT06M51.00S,2022-12-30T02:34:44.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627751,5.590000152587891,50.0,1610612759,79,63,2022-12-30T02:40:39Z,3990000,False,0.0,0.0,1,left,J. Poeltl tip Layup (9 PTS),[1627751],1610612759.0,SAS,tip,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,0.0,Made,,,,,,,,,,,,9.0,,,
403,PT06M48.00S,2022-12-30T02:34:47.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,93.77463863337714,46.07843137254902,1610612752,79,63,2022-12-30T02:37:02Z,4000000,False,-20.0,6.0,1,right,MISS I. Quickley running Layup - blocked,"[1630193, 1630200]",1610612752.0,NYK,running,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,2.05,Missed,,,,,,,,,,Jones,1630200.0,,,,
404,PT06M48.00S,2022-12-30T02:34:47.5Z,3,REGULAR,block,,[],1630200,,,1610612752,79,63,2022-12-30T02:34:49Z,4010000,False,,,0,,T. Jones BLOCK (1 BLK),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
405,PT06M45.00S,2022-12-30T02:34:50.5Z,3,REGULAR,rebound,offensive,[],1630193,,,1610612752,79,63,2022-12-30T02:34:55Z,4020000,False,,,0,,I. Quickley REBOUND (Off:2 Def:3),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,,,,,,403.0,5.0,3.0,2.0,,,,,,,,,,,
406,PT06M39.00S,2022-12-30T02:35:03.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,94.30026281208936,47.30392156862745,1610612752,79,65,2022-12-30T02:36:46Z,4030000,False,-13.0,1.0,1,right,J. Randle driving Layup (23 PTS),[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,1.35,Made,,,,,,,,,,,,23.0,,,
407,PT06M39.00S,2022-12-30T02:35:05.7Z,3,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612752,79,65,2022-12-30T02:35:16Z,4040000,False,,,0,,J. Poeltl shooting personal FOUL (3 PF) (Randle 1 FT),"[1627751, 203944]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628953.0,3.0,0.0,Randle,203944.0,,,,,,
409,PT06M39.00S,2022-12-30T02:35:30.1Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],203944,,,1610612752,79,65,2022-12-30T02:35:34Z,4060000,False,,,0,,MISS J. Randle Free Throw 1 of 1,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
410,PT06M36.00S,2022-12-30T02:35:33.1Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,79,65,2022-12-30T02:35:34Z,4070000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,409.0,3.0,2.0,1.0,,,,,,,,,,,
411,PT06M25.00S,2022-12-30T02:35:43.1Z,3,REGULAR,3pt,Jump Shot,[],1629640,29.517082785808146,70.58823529411765,1610612759,79,65,2022-12-30T02:35:51Z,4080000,False,-103.0,225.0,1,left,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,,,,24.74,Missed,,,,,,,,,,,,,,,
412,PT06M22.00S,2022-12-30T02:35:46.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,79,65,2022-12-30T02:35:51Z,4090000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,411.0,,,,,,,,,,,,,,
414,PT06M22.00S,2022-12-30T02:35:50.8Z,3,REGULAR,substitution,out,[],1627751,,,1610612759,79,65,2022-12-30T02:35:54Z,4110000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M22.00S,2022-12-30T02:35:50.8Z,3,REGULAR,substitution,in,[],1628380,,,1610612759,79,65,2022-12-30T02:35:54Z,4120000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M11.00S,2022-12-30T02:36:18.3Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629640,5.469776609724048,45.588235294117645,1610612759,81,65,2022-12-30T02:38:19Z,4130000,False,22.0,-1.0,1,left,K. Johnson driving bank Hook (13 PTS),[1629640],1610612759.0,SAS,driving bank,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,2.21,Made,,,,,,,,,,,,13.0,,,
417,PT06M02.00S,2022-12-30T02:36:31.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629640,,,1610612752,81,65,2022-12-30T02:36:40Z,4140000,False,,,0,,K. Johnson shooting personal FOUL (3 PF) (Randle 2 FT),"[1629640, 203944]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627519.0,3.0,0.0,Randle,203944.0,,,,,,
419,PT06M02.00S,2022-12-30T02:36:53.5Z,3,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,81,66,2022-12-30T02:37:22Z,4160000,False,,,0,,J. Randle Free Throw 1 of 2 (24 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,Made,,,,,,,,,,,,24.0,,,
420,PT06M02.00S,2022-12-30T02:36:53.5Z,3,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,81,66,2022-12-30T02:37:22Z,4170000,False,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
421,PT06M00.00S,2022-12-30T02:36:55.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612759,81,66,2022-12-30T02:37:22Z,4180000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,420.0,,,,,,,,,,,,,,
423,PT05M48.00S,2022-12-30T02:37:38.1Z,3,REGULAR,turnover,bad pass,[],1628380,,,1610612759,81,66,2022-12-30T02:37:46Z,4200000,False,,,0,,Z. Collins bad pass TURNOVER (1 TO),"[1628380, 203944]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Left,1.0,Randle,203944.0,,,,,,,,,,,,,,,,,
424,PT05M48.00S,2022-12-30T02:37:38.1Z,3,REGULAR,steal,,[],203944,,,1610612752,81,66,2022-12-30T02:37:40Z,4210000,False,,,0,,J. Randle STEAL (1 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
425,PT05M43.00S,2022-12-30T02:37:43.0Z,3,REGULAR,turnover,lost ball,[],203944,,,1610612752,81,66,2022-12-30T02:37:51Z,4220000,False,,,0,,J. Randle lost ball TURNOVER (2 TO),"[203944, 1631103]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,2.0,Branham,1631103.0,,,,,,,,,,,,,,,,,
426,PT05M43.00S,2022-12-30T02:37:43.0Z,3,REGULAR,steal,,[],1631103,,,1610612759,81,66,2022-12-30T02:59:40Z,4230000,False,,,0,,M. Branham STEAL (1 STL),[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
428,PT05M32.00S,2022-12-30T02:38:16.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630200,6.1268068331143235,2.941176470588235,1610612759,81,66,2022-12-30T02:38:23Z,4250000,False,235.0,5.0,1,left,MISS T. Jones 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,,23.54,Missed,,,,,,,,,,,,,,,
