actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
265,PT04M56.00S,2026-01-04T03:53:49.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642262,92.19776609724047,55.392156862745104,1610612762,45,48,2026-01-04T03:54:03Z,2620000,False,27.0,21.0,1,right,C. Williams running DUNK (4 PTS) (K. George 3 AST),"[1642262, 1641718]",1610612762.0,UTA,running,,,Williams,C. Williams,,,,,Restricted Area,0-8 Center,3.41,Made,,,,,,4.0,K. George,1641718.0,3.0,,,,,,,,,
267,PT04M44.00S,2026-01-04T03:54:02.9Z,2,REGULAR,turnover,out-of-bounds,[],1642366,,,1610612744,45,48,2026-01-04T03:54:13Z,2640000,False,,,0,,Q. Post bad pass out-of-bounds TURNOVER (2 TO),[1642366],1610612744.0,GSW,bad pass,,,Post,Q. Post,,,,,Above the Break 3,24+ Right Center,,,,201246.0,,,,,,,,2.0,,,,,,,,
268,PT04M42.00S,2026-01-04T03:54:27.3Z,2,REGULAR,turnover,traveling,[],1641718,,,1610612762,45,48,2026-01-04T03:54:36Z,2650000,False,,,0,,K. George traveling TURNOVER (2 TO),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,1628481.0,,,,,,,,2.0,,,,,,,,
269,PT04M36.00S,2026-01-04T03:54:42.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202710,14.931011826544022,3.6764705882352944,1610612744,48,48,2026-01-04T03:54:50Z,2660000,False,232.0,88.0,1,left,J. Butler III 24' 3PT fadeaway (5 PTS) (B. Podziemski 6 AST),"[202710, 1641764]",1610612744.0,GSW,fadeaway,,,Butler III,J. Butler III,,,,,Right Corner 3,24+ Right,24.77,Made,,,,,,5.0,B. Podziemski,1641764.0,6.0,,,,,,,,,
270,PT04M13.00S,2026-01-04T03:55:06.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,90.09526938239159,62.00980392156863,1610612762,48,50,2026-01-04T03:55:16Z,2670000,False,60.0,41.0,1,right,L. Markkanen 7' turnaround bank Jump Shot (15 PTS),[1628374],1610612762.0,UTA,turnaround bank,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,7.24,Made,,,,,,15.0,,,,,,,,,,,,
271,PT03M53.00S,2026-01-04T03:55:26.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,15.062417871222076,47.30392156862745,1610612744,48,50,2026-01-04T03:56:00Z,2680000,False,13.0,89.0,1,left,MISS J. Butler III 9' pullup Shot,[202710],1610612744.0,GSW,pullup,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),8-16 Center,9.01,Missed,,,,,,,,,,,,,,,,,,
272,PT03M51.00S,2026-01-04T03:55:28.7Z,2,REGULAR,rebound,defensive,[],201567,,,1610612762,48,50,2026-01-04T03:55:31Z,2690000,False,,,0,,K. Love REBOUND (Off:1 Def:6),[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Center,,,271.0,,7.0,6.0,1.0,,,,,,,,,,,,,
273,PT03M49.00S,2026-01-04T03:55:32.1Z,2,REGULAR,foul,personal,['2freethrow'],1641764,,,1610612762,48,50,2026-01-04T03:55:43Z,2700000,False,,,0,,B. Podziemski shooting personal FOUL (1 PF) (George 2 FT),"[1641764, 1641718]",1610612744.0,GSW,shooting,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,,,,201246.0,,,,,,,,,,,1.0,0.0,George,1641718.0,,
275,PT03M49.00S,2026-01-04T03:56:07.2Z,2,REGULAR,freethrow,1 of 2,[],1641718,,,1610612762,48,51,2026-01-04T03:56:07Z,2720000,False,,,0,,K. George Free Throw 1 of 2 (12 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,,12.0,,,,,,,,,,,,
276,PT03M49.00S,2026-01-04T03:56:07.7Z,2,REGULAR,substitution,out,[],201567,,,1610612762,48,51,2026-01-04T03:56:13Z,2730000,False,,,0,,SUB out: K. Love,[201567],1610612762.0,UTA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M49.00S,2026-01-04T03:56:07.7Z,2,REGULAR,substitution,in,[],1642271,,,1610612762,48,51,2026-01-04T03:56:13Z,2740000,False,,,0,,SUB in: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M49.00S,2026-01-04T03:56:07.7Z,2,REGULAR,substitution,out,[],1641764,,,1610612762,48,51,2026-01-04T03:57:52Z,2745000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M49.00S,2026-01-04T03:56:07.7Z,2,REGULAR,substitution,out,[],1642366,,,1610612762,48,51,2026-01-04T03:57:52Z,2747500,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M49.00S,2026-01-04T03:56:07.7Z,2,REGULAR,substitution,in,[],201939,,,1610612762,48,51,2026-01-04T03:57:52Z,2748750,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M49.00S,2026-01-04T03:56:07.7Z,2,REGULAR,substitution,in,[],203110,,,1610612762,48,51,2026-01-04T03:57:52Z,2749375,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M49.00S,2026-01-04T03:56:16.0Z,2,REGULAR,timeout,full,['team'],0,,,1610612762,48,51,2026-01-04T03:56:16Z,2750000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M49.00S,2026-01-04T03:58:17.2Z,2,REGULAR,freethrow,2 of 2,[],1641718,,,1610612762,48,52,2026-01-04T03:58:17Z,2760000,False,,,0,,K. George Free Throw 2 of 2 (13 PTS),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,Made,,,,,,13.0,,,,,,,,,,,,
287,PT03M32.00S,2026-01-04T03:58:49.3Z,2,REGULAR,turnover,offensive goaltending,[],1642954,,,1610612744,48,52,2026-01-04T03:59:13Z,2800000,False,,,0,,W. Richard offensive goaltending TURNOVER (2 TO),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Restricted Area,0-8 Center,,,,1662.0,,,,,,,,2.0,,,,,,,,
288,PT03M22.00S,2026-01-04T03:58:59.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628374,83.919185282523,46.81372549019608,1610612762,48,54,2026-01-04T03:59:25Z,2810000,False,-16.0,99.0,1,right,L. Markkanen 10' floating Jump Shot (17 PTS) (K. George 4 AST),"[1628374, 1641718]",1610612762.0,UTA,floating,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,10.0,Made,,,,,,17.0,K. George,1641718.0,4.0,,,,,,,,,
290,PT03M13.00S,2026-01-04T03:59:10.0Z,2,REGULAR,foul,personal,[],1642271,,,1610612744,48,54,2026-01-04T03:59:33Z,2830000,False,,,0,,K. Filipowski personal FOUL (1 PF),"[1642271, 201939]",1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Right Center,,,,1662.0,,,,,,,,,,,1.0,0.0,Curry,201939.0,,
292,PT03M13.00S,2026-01-04T03:59:18.1Z,2,REGULAR,substitution,out,[],1629004,,,1610612744,48,54,2026-01-04T03:59:22Z,2850000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M13.00S,2026-01-04T03:59:18.1Z,2,REGULAR,substitution,in,[],1641729,,,1610612744,48,54,2026-01-04T03:59:22Z,2860000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M12.00S,2026-01-04T03:59:35.5Z,2,REGULAR,turnover,bad pass,[],202710,,,1610612744,48,54,2026-01-04T03:59:42Z,2870000,False,,,0,,J. Butler III bad pass TURNOVER (2 TO),"[202710, 1641718]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,2.0,George,1641718.0,,,,,,
295,PT03M12.00S,2026-01-04T03:59:35.5Z,2,REGULAR,steal,,[],1641718,,,1610612762,48,54,2026-01-04T03:59:37Z,2880000,False,,,0,,K. George STEAL (1 STL),[1641718],1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
296,PT03M08.00S,2026-01-04T03:59:38.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641718,92.19776609724047,53.18627450980392,1610612762,48,56,2026-01-04T04:00:03Z,2890000,False,16.0,21.0,1,right,K. George running Jump Shot (15 PTS),[1641718],1610612762.0,UTA,running,,,George,K. George,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,,15.0,,,,,,,,,,,,
297,PT02M48.00S,2026-01-04T03:59:57.9Z,2,REGULAR,3pt,Jump Shot,[],201939,33.85348226018397,23.774509803921568,1610612744,48,56,2026-01-04T04:00:04Z,2900000,False,131.0,266.0,1,left,MISS S. Curry 29' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,29.63,Missed,,,,,,,,,,,,,,,,,,
298,PT02M45.00S,2026-01-04T04:00:00.9Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,48,56,2026-01-04T04:00:04Z,2910000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,297.0,,3.0,3.0,0.0,,,,,,,,,,,,,
299,PT02M25.00S,2026-01-04T04:00:21.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,90.48948751642575,46.07843137254902,1610612762,48,58,2026-01-04T04:00:31Z,2920000,False,-20.0,37.0,1,right,L. Markkanen driving DUNK (19 PTS) (K. Filipowski 1 AST),"[1628374, 1642271]",1610612762.0,UTA,driving,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,4.18,Made,,,,,,19.0,K. Filipowski,1642271.0,1.0,,,,,,,,,
301,PT02M25.00S,2026-01-04T04:00:27.3Z,2,REGULAR,foul,technical,['1freethrow'],203110,,,1610612744,48,58,2026-01-04T04:00:33Z,2940000,False,,,0,,D. Green technical FOUL (1 Tech),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,1628481.0,,,,,,,,,,,0.0,1.0,,,,
302,PT02M25.00S,2026-01-04T04:00:44.1Z,2,REGULAR,foul,technical,['1freethrow'],203110,,,1610612744,48,58,2026-01-04T04:01:31Z,2950000,False,,,0,,D. Green technical FOUL (2 Tech),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,201246.0,,,,,,,,,,,0.0,2.0,,,,
303,PT02M25.00S,2026-01-04T04:01:00.0Z,2,REGULAR,freethrow,1 of 1,[],1628374,,,1610612744,48,59,2026-01-04T04:01:19Z,2960000,False,,,0,,L. Markkanen technical Free Throw 1 of 1 (20 PTS),[1628374],1610612762.0,UTA,technical,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,20.0,,,,,,,,,,,,
304,PT02M25.00S,2026-01-04T04:01:01.8Z,2,REGULAR,ejection,other,[],203110,,,1610612744,48,59,2026-01-04T04:01:13Z,2970000,False,,,0,,Ejection D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,201246.0,,,,,,,,,,,,,,,,
306,PT02M25.00S,2026-01-04T04:01:22.7Z,2,REGULAR,freethrow,1 of 1,[],1628374,,,1610612744,48,60,2026-01-04T04:01:22Z,2990000,False,,,0,,L. Markkanen technical Free Throw 1 of 1 (21 PTS),[1628374],1610612762.0,UTA,technical,,,Markkanen,L. Markkanen,,,,,,,,Made,,,,,,21.0,,,,,,,,,,,,
309,PT02M25.00S,2026-01-04T04:01:22.8Z,2,REGULAR,substitution,out,[],203110,,,1610612744,48,60,2026-01-04T04:02:16Z,2995000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M25.00S,2026-01-04T04:01:22.8Z,2,REGULAR,substitution,in,[],1631218,,,1610612744,48,60,2026-01-04T04:02:16Z,2997500,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M13.00S,2026-01-04T04:01:32.3Z,2,REGULAR,3pt,Jump Shot,[],1629001,24.655059132720105,10.049019607843137,1610612744,51,60,2026-01-04T04:03:53Z,3000000,False,200.0,179.0,1,left,D. Melton 26' 3PT  (9 PTS) (S. Curry 3 AST),"[1629001, 201939]",1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,26.85,Made,,,,,,9.0,S. Curry,201939.0,3.0,,,,,,,,,
311,PT02M00.00S,2026-01-04T04:01:50.4Z,2,REGULAR,turnover,lost ball,[],1641718,,,1610612762,51,60,2026-01-04T04:01:56Z,3040000,False,,,0,,K. George lost ball TURNOVER (3 TO),"[1641718, 1629001]",1610612762.0,UTA,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,3.0,Melton,1629001.0,,,,,,
312,PT02M00.00S,2026-01-04T04:01:50.4Z,2,REGULAR,steal,,[],1629001,,,1610612744,51,60,2026-01-04T04:01:52Z,3050000,False,,,0,,D. Melton STEAL (2 STL),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
313,PT01M56.00S,2026-01-04T04:01:54.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642954,7.835085413929041,53.92156862745098,1610612744,53,60,2026-01-04T04:02:00Z,3060000,False,-20.0,21.0,1,left,W. Richard running Layup (2 PTS) (D. Melton 2 AST),"[1642954, 1629001]",1610612744.0,GSW,running,,,Richard,W. Richard,,,,,Restricted Area,0-8 Center,2.88,Made,,,,,,2.0,D. Melton,1629001.0,2.0,,,,,,,,,
315,PT01M35.00S,2026-01-04T04:02:15.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642271,91.5407358738502,50.245098039215684,1610612762,53,62,2026-01-04T04:02:23Z,3080000,False,1.0,27.0,1,right,K. Filipowski cutting DUNK (4 PTS) (B. Sensabaugh 2 AST),"[1642271, 1641729]",1610612762.0,UTA,cutting,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,2.7,Made,,,,,,4.0,B. Sensabaugh,1641729.0,2.0,,,,,,,,,
317,PT01M28.00S,2026-01-04T04:02:24.9Z,2,REGULAR,foul,personal,[],1642262,,,1610612744,53,62,2026-01-04T04:02:31Z,3100000,False,,,0,,C. Williams personal FOUL (1 PF),"[1642262, 201939]",1610612762.0,UTA,,,,Williams,C. Williams,,,,,Mid-Range,16-24 Left Center,,,,1662.0,,,,,,,,,,,1.0,0.0,Curry,201939.0,,
319,PT01M16.00S,2026-01-04T04:02:55.1Z,2,REGULAR,3pt,Jump Shot,[],1642954,29.38567674113009,16.42156862745098,1610612744,53,62,2026-01-04T04:03:02Z,3120000,False,168.0,224.0,1,left,MISS W. Richard 27' 3PT,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Above the Break 3,24+ Right Center,27.97,Missed,,,,,,,,,,,,,,,,,,
320,PT01M11.00S,2026-01-04T04:03:00.1Z,2,REGULAR,rebound,offensive,[],1629001,,,1610612744,53,62,2026-01-04T04:03:02Z,3130000,False,,,0,,D. Melton REBOUND (Off:1 Def:2),[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,319.0,,3.0,2.0,1.0,,,,,,,,,,,,,
321,PT01M11.00S,2026-01-04T04:02:59.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629001,5.590000152587891,50.0,1610612744,53,62,2026-01-04T04:02:59Z,3140000,False,0.0,0.0,1,left,MISS D. Melton tip Layup,[1629001],1610612744.0,GSW,tip,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
322,PT01M11.00S,2026-01-04T04:03:00.4Z,2,REGULAR,rebound,offensive,[],1631218,,,1610612744,53,62,2026-01-04T04:03:00Z,3150000,False,,,0,,T. Jackson-Davis REBOUND (Off:3 Def:0),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Mid-Range,8-16 Left,,,321.0,,3.0,0.0,3.0,,,,,,,,,,,,,
323,PT01M05.00S,2026-01-04T04:03:07.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642271,,,1610612744,53,62,2026-01-04T04:03:14Z,3160000,False,,,0,,K. Filipowski shooting personal FOUL (2 PF) (Butler III 2 FT),"[1642271, 202710]",1610612762.0,UTA,shooting,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,,,,1628481.0,,,,,,,,,,,2.0,0.0,Butler III,202710.0,,
325,PT01M05.00S,2026-01-04T04:03:29.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612744,53,62,2026-01-04T04:03:29Z,3180000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M05.00S,2026-01-04T04:06:59.1Z,2,REGULAR,substitution,out,[],1642262,,,1610612744,53,62,2026-01-04T04:07:12Z,3210000,False,,,0,,SUB out: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT01M05.00S,2026-01-04T04:06:59.1Z,2,REGULAR,substitution,in,[],1642268,,,1610612744,53,62,2026-01-04T04:07:12Z,3220000,False,,,0,,SUB in: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT01M05.00S,2026-01-04T04:07:15.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202710,,,1610612744,54,62,2026-01-04T04:07:38Z,3230000,False,,,0,,J. Butler III Free Throw 1 of 2 (6 PTS),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,,
331,PT01M05.00S,2026-01-04T04:07:15.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202710,,,1610612744,54,62,2026-01-04T04:07:38Z,3240000,False,,,0,,MISS J. Butler III Free Throw 2 of 2,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
332,PT01M02.00S,2026-01-04T04:07:18.8Z,2,REGULAR,rebound,defensive,[],1642268,,,1610612762,54,62,2026-01-04T04:07:38Z,3250000,False,,,0,,I. Collier REBOUND (Off:0 Def:2),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,331.0,,2.0,2.0,0.0,,,,,,,,,,,,,
333,PT00M47.00S,2026-01-04T04:07:51.7Z,2,REGULAR,3pt,Jump Shot,[],1641729,88.12417871222075,97.05882352941177,1610612762,54,65,2026-01-04T04:07:57Z,3260000,False,235.0,59.0,1,right,B. Sensabaugh 24' 3PT  (5 PTS) (I. Collier 3 AST),"[1641729, 1642268]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Right Corner 3,24+ Right,24.26,Made,,,,,,5.0,I. Collier,1642268.0,3.0,,,,,,,,,
335,PT00M36.20S,2026-01-04T04:08:07.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641729,,,1610612744,54,65,2026-01-04T04:08:18Z,3280000,False,,,0,,B. Sensabaugh shooting personal FOUL (1 PF) (Butler III 2 FT),"[1641729, 202710]",1610612762.0,UTA,shooting,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,201246.0,,,,,,,,,,,1.0,0.0,Butler III,202710.0,,
337,PT00M36.20S,2026-01-04T04:08:31.0Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612744,54,65,2026-01-04T04:08:31Z,3300000,False,,,0,,MISS J. Butler III Free Throw 1 of 2,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
338,PT00M36.20S,2026-01-04T04:08:31.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,54,65,2026-01-04T04:08:31Z,3310000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,337.0,,,,,,,,,,,,,,,,,
339,PT00M36.20S,2026-01-04T04:08:46.0Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612744,55,65,2026-01-04T04:08:46Z,3320000,False,,,0,,J. Butler III Free Throw 2 of 2 (7 PTS),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,,
340,PT00M31.80S,2026-01-04T04:08:59.4Z,2,REGULAR,3pt,Jump Shot,[],1628374,92.72339027595268,95.09803921568627,1610612762,55,65,2026-01-04T04:09:05Z,3330000,False,225.0,16.0,1,right,MISS L. Markkanen 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Right Corner 3,24+ Right,22.61,Missed,,,,,,,,,,,,,,,,,,
341,PT00M29.00S,2026-01-04T04:09:02.2Z,2,REGULAR,rebound,defensive,[],1642954,,,1610612744,55,65,2026-01-04T04:09:05Z,3340000,False,,,0,,W. Richard REBOUND (Off:0 Def:1),[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,Right Corner 3,24+ Right,,,340.0,,1.0,1.0,0.0,,,,,,,,,,,,,
342,PT00M20.50S,2026-01-04T04:09:10.6Z,2,REGULAR,3pt,Jump Shot,[],201939,17.821944809461236,95.09803921568627,1610612744,55,65,2026-01-04T04:09:19Z,3350000,False,-225.0,115.0,1,left,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
343,PT00M18.60S,2026-01-04T04:09:12.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,55,65,2026-01-04T04:12:59Z,3360000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,342.0,,,,,,,,,,,,,,,,,
345,PT00M18.60S,2026-01-04T04:09:41.6Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612744,55,65,2026-01-04T04:13:56Z,3380000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT00M18.60S,2026-01-04T04:10:58.5Z,2,REGULAR,substitution,out,[],1631218,,,1610612744,55,65,2026-01-04T04:11:34Z,3400000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT00M18.60S,2026-01-04T04:10:58.5Z,2,REGULAR,substitution,out,[],1642271,,,1610612744,55,65,2026-01-04T04:11:34Z,3410000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M18.60S,2026-01-04T04:10:58.5Z,2,REGULAR,substitution,in,[],1630541,,,1610612744,55,65,2026-01-04T04:11:34Z,3420000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M18.60S,2026-01-04T04:10:58.5Z,2,REGULAR,substitution,in,[],1629004,,,1610612744,55,65,2026-01-04T04:11:34Z,3430000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612762.0,UTA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M08.80S,2026-01-04T04:11:41.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201939,32.40801576872536,28.676470588235293,1610612744,58,65,2026-01-04T04:11:53Z,3440000,False,107.0,252.0,1,left,S. Curry 27' 3PT step back (9 PTS),[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,27.37,Made,,,,,,9.0,,,,,,,,,,,,
353,PT00M02.00S,2026-01-04T04:11:54.3Z,2,REGULAR,turnover,out-of-bounds,[],1642268,,,1610612762,58,65,2026-01-04T04:12:03Z,3460000,False,,,0,,I. Collier lost ball out-of-bounds TURNOVER (1 TO),[1642268],1610612762.0,UTA,lost ball,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,,,,201246.0,,,,,,,,1.0,,,,,,,,
354,PT00M00.60S,2026-01-04T04:12:04.6Z,2,REGULAR,heave,,['fromturnover'],0,,,1610612744,58,65,2026-01-04T04:14:21Z,3470000,False,,,0,,GSW Heave,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,60.87,,,,,,,,,,,,,,,,,,,
355,PT00M00.10S,2026-01-04T04:12:05.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,58,65,2026-01-04T04:14:21Z,3480000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,354.0,,,,,,,,,,,,,,,,,
356,PT00M00.00S,2026-01-04T04:12:11.6Z,2,REGULAR,period,end,[],0,,,1610612744,58,65,2026-01-04T04:12:11Z,3490000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2026-01-04T04:27:58.7Z,3,REGULAR,substitution,out,['startperiod'],1642954,,,1610612744,58,65,2026-01-04T04:28:29Z,3500000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2026-01-04T04:27:58.7Z,3,REGULAR,substitution,out,['startperiod'],1629001,,,1610612744,58,65,2026-01-04T04:28:29Z,3510000,False,,,0,,SUB out: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
