actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
170,PT00M01.00S,2026-04-03T02:35:21.9Z,1,REGULAR,rebound,offensive,[],204001,,,1610612744,24,30,2026-04-03T02:35:21Z,1680000,False,,,0,,K. Porziņģis REBOUND (Off:2 Def:0),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,Left Corner 3,24+ Left,,,169.0,2.0,0.0,2.0,,,,,,,,,,,,,,
171,PT00M01.00S,2026-04-03T02:35:23.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",204001,11.12023653088042,50.245098039215684,1610612744,26,30,2026-04-03T02:36:42Z,1690000,False,-1.0,52.0,1,left,K. Porziņģis putback DUNK (4 PTS),[204001],1610612744.0,GSW,putback,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,5.2,Made,,,,,,,,,,,4.0,,,,,,,
172,PT00M00.20S,2026-04-03T02:35:28.6Z,1,REGULAR,heave,,[],0,,,1610612739,26,30,2026-04-03T02:37:59Z,1700000,False,,,0,,CLE Heave,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,70.94,,,,,,,,,,,,,,,,,,,
173,PT00M00.10S,2026-04-03T02:35:28.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,26,30,2026-04-03T02:37:09Z,1710000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,172.0,,,,,,,,,,,,,,,,,
174,PT00M00.00S,2026-04-03T02:35:56.6Z,1,REGULAR,period,end,[],0,,,1610612739,26,30,2026-04-03T02:35:56Z,1720000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2026-04-03T02:37:35.1Z,2,REGULAR,substitution,out,['startperiod'],1627780,,,1610612739,26,30,2026-04-03T02:37:57Z,1730000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-04-03T02:37:35.1Z,2,REGULAR,substitution,out,['startperiod'],204001,,,1610612739,26,30,2026-04-03T02:37:57Z,1740000,False,,,0,,SUB out: K. Porziņģis,[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2026-04-03T02:37:35.1Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612739,26,30,2026-04-03T02:37:57Z,1750000,False,,,0,,SUB out: D. Melton,[1629001],1610612744.0,GSW,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2026-04-03T02:37:35.1Z,2,REGULAR,substitution,out,['startperiod'],1631165,,,1610612739,26,30,2026-04-03T02:37:57Z,1760000,False,,,0,,SUB out: K. Ellis,[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2026-04-03T02:37:35.1Z,2,REGULAR,substitution,in,['startperiod'],1643018,,,1610612739,26,30,2026-04-03T02:37:57Z,1770000,False,,,0,,SUB in: L. Cryer,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2026-04-03T02:37:35.1Z,2,REGULAR,substitution,in,['startperiod'],1641764,,,1610612739,26,30,2026-04-03T02:37:57Z,1780000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2026-04-03T02:37:35.1Z,2,REGULAR,substitution,in,['startperiod'],1630611,,,1610612739,26,30,2026-04-03T02:37:57Z,1790000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2026-04-03T02:37:35.1Z,2,REGULAR,substitution,in,['startperiod'],1628418,,,1610612739,26,30,2026-04-03T02:37:57Z,1800000,False,,,0,,SUB in: T. Bryant,[1628418],1610612739.0,CLE,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2026-04-03T02:38:09.3Z,2,REGULAR,period,start,[],0,,,1610612744,26,30,2026-04-03T02:38:09Z,1810000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M45.00S,2026-04-03T02:38:24.0Z,2,REGULAR,3pt,Jump Shot,[],1643018,30.831143232588698,77.69607843137256,1610612744,26,30,2026-04-03T02:38:29Z,1820000,False,-138.0,237.0,1,left,MISS L. Cryer 27' 3PT,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,Above the Break 3,24+ Left Center,27.48,Missed,,,,,,,,,,,,,,,,,,
185,PT11M41.00S,2026-04-03T02:38:28.0Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612739,26,30,2026-04-03T02:38:29Z,1830000,False,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612739.0,CLE,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Left Center,,,184.0,1.0,1.0,0.0,,,,,,,,,,,,,,
186,PT11M33.00S,2026-04-03T02:38:36.5Z,2,REGULAR,turnover,out-of-bounds,[],1628378,,,1610612739,26,30,2026-04-03T02:38:44Z,1840000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (2 TO),[1628378],1610612739.0,CLE,bad pass,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,,2.0,202037.0,,,,,,,,,,,,
187,PT11M14.00S,2026-04-03T02:39:01.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1641764,34.37910643889619,28.431372549019606,1610612744,26,30,2026-04-03T02:39:29Z,1850000,False,108.0,271.0,1,left,MISS B. Podziemski 29' pullup 3PT,[1641764],1610612744.0,GSW,pullup,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,29.14,Missed,,,,,,,,,,,,,,,,,,
188,PT11M10.00S,2026-04-03T02:39:05.8Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612739,26,30,2026-04-03T02:39:08Z,1860000,False,,,0,,T. Bryant REBOUND (Off:0 Def:2),[1628418],1610612739.0,CLE,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Right Center,,,187.0,2.0,2.0,0.0,,,,,,,,,,,,,,
189,PT11M01.00S,2026-04-03T02:39:14.7Z,2,REGULAR,3pt,Jump Shot,[],203471,72.7496714848883,84.06862745098039,1610612739,26,33,2026-04-03T02:39:19Z,1870000,False,170.0,204.0,1,right,D. Schröder 26' 3PT  (5 PTS) (D. Mitchell 1 AST),"[203471, 1628378]",1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,26.55,Made,,,,,,,,,,,5.0,D. Mitchell,1628378.0,1.0,,,,
191,PT10M45.00S,2026-04-03T02:39:29.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641764,13.748357424441524,59.31372549019608,1610612744,26,33,2026-04-03T02:40:11Z,1890000,False,-47.0,77.0,1,left,MISS B. Podziemski 8' driving finger roll Layup,[1641764],1610612744.0,GSW,driving finger roll,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,8.97,Missed,,,,,,,,,,,,,,,,,,
192,PT10M44.00S,2026-04-03T02:39:30.6Z,2,REGULAR,rebound,offensive,[],203110,,,1610612744,26,33,2026-04-03T02:39:37Z,1900000,False,,,0,,D. Green REBOUND (Off:2 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,191.0,4.0,2.0,2.0,,,,,,,,,,,,,,
193,PT10M44.00S,2026-04-03T02:39:35.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203110,5.590000152587891,50.0,1610612744,26,33,2026-04-03T02:40:21Z,1910000,False,0.0,0.0,1,left,MISS D. Green tip Layup,[203110],1610612744.0,GSW,tip,,,Green,D. Green,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
194,PT10M44.00S,2026-04-03T02:39:35.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,26,33,2026-04-03T02:40:21Z,1920000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,193.0,,,,,,,,,,,,,,,,,
196,PT10M33.00S,2026-04-03T02:39:58.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1643018,34.11629434954008,29.65686274509804,1610612744,26,33,2026-04-03T02:40:03Z,1940000,False,102.0,268.0,1,left,MISS L. Cryer 28' 3PT,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,Above the Break 3,24+ Right Center,28.68,Missed,,,,,,,,,,,,,,,,,,
197,PT10M31.00S,2026-04-03T02:40:00.9Z,2,REGULAR,rebound,defensive,[],1628378,,,1610612739,26,33,2026-04-03T02:40:03Z,1950000,False,,,0,,D. Mitchell REBOUND (Off:1 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,,,196.0,3.0,2.0,1.0,,,,,,,,,,,,,,
198,PT10M22.00S,2026-04-03T02:40:11.5Z,2,REGULAR,foul,personal,['2freethrow'],1630611,,,1610612739,26,33,2026-04-03T02:40:23Z,1960000,False,,,0,,G. Santos shooting personal FOUL (2 PF) (Mobley 2 FT),"[1630611, 1630596]",1610612744.0,GSW,shooting,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,,,,,,,,1627524.0,2.0,0.0,Mobley,1630596.0,,,,,,,,
200,PT10M22.00S,2026-04-03T02:40:42.4Z,2,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,26,33,2026-04-03T02:40:42Z,1980000,False,,,0,,MISS E. Mobley Free Throw 1 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
201,PT10M22.00S,2026-04-03T02:40:42.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,26,33,2026-04-03T02:40:42Z,1990000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,
202,PT10M22.00S,2026-04-03T02:40:43.7Z,2,REGULAR,substitution,out,[],1642954,,,1610612739,26,33,2026-04-03T02:40:53Z,2000000,False,,,0,,SUB out: W. Richard,[1642954],1610612744.0,GSW,,,,Richard,W. Richard,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M22.00S,2026-04-03T02:40:43.7Z,2,REGULAR,substitution,out,[],1630241,,,1610612739,26,33,2026-04-03T02:40:53Z,2010000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT10M22.00S,2026-04-03T02:40:43.7Z,2,REGULAR,substitution,in,[],1627780,,,1610612739,26,33,2026-04-03T02:40:53Z,2020000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M22.00S,2026-04-03T02:40:43.7Z,2,REGULAR,substitution,in,[],1631165,,,1610612739,26,33,2026-04-03T02:40:53Z,2030000,False,,,0,,SUB in: K. Ellis,[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M22.00S,2026-04-03T02:40:42.4Z,2,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,26,33,2026-04-03T02:41:12Z,2040000,False,,,0,,MISS E. Mobley Free Throw 2 of 2,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
207,PT10M19.00S,2026-04-03T02:40:45.4Z,2,REGULAR,rebound,defensive,[],1630611,,,1610612744,26,33,2026-04-03T02:41:12Z,2050000,False,,,0,,G. Santos REBOUND (Off:1 Def:1),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,206.0,2.0,1.0,1.0,,,,,,,,,,,,,,
208,PT10M09.00S,2026-04-03T02:41:24.6Z,2,REGULAR,foul,personal,[],1631165,,,1610612744,26,33,2026-04-03T02:41:35Z,2060000,False,,,0,,K. Ellis personal FOUL (1 PF),"[1631165, 1641764]",1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Center,,,,,,,,202037.0,1.0,0.0,Podziemski,1641764.0,,,,,,,,
210,PT10M09.00S,2026-04-03T02:41:33.7Z,2,REGULAR,substitution,out,[],1628418,,,1610612744,26,33,2026-04-03T02:41:39Z,2080000,False,,,0,,SUB out: T. Bryant,[1628418],1610612739.0,CLE,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT10M09.00S,2026-04-03T02:41:33.7Z,2,REGULAR,substitution,in,[],201935,,,1610612744,26,33,2026-04-03T02:41:39Z,2090000,False,,,0,,SUB in: J. Harden,[201935],1610612739.0,CLE,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT10M06.00S,2026-04-03T02:41:51.8Z,2,REGULAR,turnover,out-of-bounds,[],1630611,,,1610612744,26,33,2026-04-03T02:41:58Z,2100000,False,,,0,,G. Santos lost ball out-of-bounds TURNOVER (2 TO),[1630611],1610612744.0,GSW,lost ball,,,Santos,G. Santos,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,201639.0,,,,,,,,,,,,
213,PT09M55.00S,2026-04-03T02:42:10.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203471,93.51182654402102,61.76470588235294,1610612739,26,33,2026-04-03T02:43:07Z,2110000,False,59.0,8.0,1,right,MISS D. Schröder driving Layup - blocked,"[203471, 203110]",1610612739.0,CLE,driving,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,5.94,Missed,,,,,,,,,,,,,,,,,Green,203110.0
214,PT09M55.00S,2026-04-03T02:42:10.5Z,2,REGULAR,block,,[],203110,,,1610612739,26,33,2026-04-03T02:42:14Z,2120000,False,,,0,,D. Green BLOCK (2 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
215,PT09M50.00S,2026-04-03T02:42:15.5Z,2,REGULAR,rebound,offensive,[],203471,,,1610612739,26,33,2026-04-03T02:42:16Z,2130000,False,,,0,,D. Schröder REBOUND (Off:1 Def:0),[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,,,213.0,1.0,0.0,1.0,,,,,,,,,,,,,,
216,PT09M47.00S,2026-04-03T02:42:18.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201935,66.83639947437582,37.99019607843137,1610612739,26,33,2026-04-03T02:43:23Z,2140000,False,-60.0,259.0,1,right,MISS J. Harden 26' pullup 3PT,[201935],1610612739.0,CLE,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.61,Missed,,,,,,,,,,,,,,,,,,
217,PT09M45.00S,2026-04-03T02:42:20.0Z,2,REGULAR,rebound,defensive,[],1627780,,,1610612744,26,33,2026-04-03T02:42:22Z,2150000,False,,,0,,G. Payton II REBOUND (Off:2 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Above the Break 3,24+ Center,,,216.0,4.0,2.0,2.0,,,,,,,,,,,,,,
218,PT09M28.00S,2026-04-03T02:42:38.7Z,2,REGULAR,foul,personal,['2freethrow'],1631165,,,1610612744,26,33,2026-04-03T02:42:55Z,2160000,False,,,0,,K. Ellis shooting personal FOUL (2 PF) (Santos 2 FT),"[1631165, 1630611]",1610612739.0,CLE,shooting,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202037.0,2.0,0.0,Santos,1630611.0,,,,,,,,
220,PT09M28.00S,2026-04-03T02:43:15.7Z,2,REGULAR,freethrow,1 of 2,[],1630611,,,1610612744,27,33,2026-04-03T02:43:15Z,2180000,False,,,0,,G. Santos Free Throw 1 of 2 (6 PTS),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
221,PT09M28.00S,2026-04-03T02:43:36.5Z,2,REGULAR,freethrow,2 of 2,[],1630611,,,1610612744,28,33,2026-04-03T02:43:36Z,2190000,False,,,0,,G. Santos Free Throw 2 of 2 (7 PTS),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
222,PT09M17.00S,2026-04-03T02:43:49.0Z,2,REGULAR,turnover,bad pass,[],201935,,,1610612739,28,33,2026-04-03T02:43:53Z,2200000,False,,,0,,J. Harden bad pass TURNOVER (2 TO),"[201935, 1630611]",1610612739.0,CLE,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Center,,,,,,,2.0,,,,,,,,,,Santos,1630611.0,,
223,PT09M17.00S,2026-04-03T02:43:49.0Z,2,REGULAR,steal,,[],1630611,,,1610612744,28,33,2026-04-03T02:43:51Z,2210000,False,,,0,,G. Santos STEAL (1 STL),[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
224,PT09M10.00S,2026-04-03T02:43:55.4Z,2,REGULAR,turnover,bad pass,[],1630611,,,1610612744,28,33,2026-04-03T02:44:01Z,2220000,False,,,0,,G. Santos bad pass TURNOVER (3 TO),"[1630611, 1631165]",1610612744.0,GSW,,,,Santos,G. Santos,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,3.0,,,,,,,,,,Ellis,1631165.0,,
225,PT09M10.00S,2026-04-03T02:43:55.4Z,2,REGULAR,steal,,[],1631165,,,1610612739,28,33,2026-04-03T02:43:57Z,2230000,False,,,0,,K. Ellis STEAL (1 STL),[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
226,PT08M49.00S,2026-04-03T02:44:16.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1631165,93.51182654402102,10.53921568627451,1610612739,28,33,2026-04-03T02:44:22Z,2240000,False,-197.0,8.0,1,right,MISS K. Ellis 19' Jump Shot,[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,Mid-Range,16-24 Left,19.75,Missed,,,,,,,,,,,,,,,,,,
227,PT08M46.00S,2026-04-03T02:44:19.4Z,2,REGULAR,rebound,offensive,[],1631165,,,1610612739,28,33,2026-04-03T02:44:19Z,2250000,False,,,0,,K. Ellis REBOUND (Off:1 Def:1),[1631165],1610612739.0,CLE,,,,Ellis,K. Ellis,,,,,Mid-Range,16-24 Left,,,226.0,2.0,1.0,1.0,,,,,,,,,,,,,,
228,PT08M42.00S,2026-04-03T02:44:23.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631165,85.62746386333771,48.77450980392157,1610612739,28,33,2026-04-03T02:45:35Z,2260000,False,-6.0,83.0,1,right,MISS K. Ellis 8' floating Shot,[1631165],1610612739.0,CLE,floating,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Center,8.28,Missed,,,,,,,,,,,,,,,,,,
229,PT08M38.00S,2026-04-03T02:44:27.2Z,2,REGULAR,rebound,offensive,[],1630596,,,1610612739,28,33,2026-04-03T02:44:29Z,2270000,False,,,0,,E. Mobley REBOUND (Off:2 Def:0),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),8-16 Center,,,228.0,2.0,0.0,2.0,,,,,,,,,,,,,,
230,PT08M38.00S,2026-04-03T02:44:27.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630596,94.40999984741211,50.0,1610612739,28,33,2026-04-03T02:45:53Z,2280000,False,0.0,0.0,1,right,MISS E. Mobley tip Layup,[1630596],1610612739.0,CLE,tip,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
231,PT08M37.00S,2026-04-03T02:44:28.2Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,28,33,2026-04-03T02:44:35Z,2290000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Restricted Area,0-8 Center,,,230.0,2.0,2.0,0.0,,,,,,,,,,,,,,
232,PT08M22.00S,2026-04-03T02:44:42.8Z,2,REGULAR,2pt,Jump Shot,[],1641764,22.421156373193167,37.5,1610612744,30,33,2026-04-03T02:46:20Z,2300000,False,62.0,158.0,1,left,B. Podziemski 17' driving floating Jump Shot (5 PTS) (G. Santos 1 AST),"[1641764, 1630611]",1610612744.0,GSW,driving floating,,,Podziemski,B. Podziemski,,,,,Mid-Range,16-24 Right Center,17.02,Made,,,,,,,,,,,5.0,G. Santos,1630611.0,1.0,,,,
234,PT08M03.00S,2026-04-03T02:45:01.7Z,2,REGULAR,3pt,Jump Shot,[],1628378,66.17936925098554,47.549019607843135,1610612739,30,36,2026-04-03T02:46:44Z,2320000,False,-12.0,265.0,1,right,D. Mitchell 26' 3PT pullup (9 PTS),[1628378],1610612739.0,CLE,pullup,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,26.57,Made,,,,,,,,,,,9.0,,,,,,,
235,PT07M51.00S,2026-04-03T02:45:14.4Z,2,REGULAR,2pt,Jump Shot,[],1643018,24.78646517739816,70.83333333333334,1610612744,30,36,2026-04-03T02:46:58Z,2330000,False,-104.0,180.0,1,left,MISS L. Cryer 20' step back Shot,[1643018],1610612744.0,GSW,step back,,,Cryer,L. Cryer,,,,,Mid-Range,16-24 Left Center,20.84,Missed,,,,,,,,,,,,,,,,,,
236,PT07M47.00S,2026-04-03T02:45:18.4Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,30,36,2026-04-03T02:45:19Z,2340000,False,,,0,,E. Mobley REBOUND (Off:2 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Left Center,,,235.0,3.0,1.0,2.0,,,,,,,,,,,,,,
237,PT07M36.00S,2026-04-03T02:45:29.0Z,2,REGULAR,3pt,Jump Shot,[],1628378,81.02825229960578,94.6078431372549,1610612739,30,39,2026-04-03T02:47:58Z,2350000,False,223.0,126.0,1,right,D. Mitchell 25' 3PT  (12 PTS) (D. Schröder 2 AST),"[1628378, 203471]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,25.6,Made,,,,,,,,,,,12.0,D. Schröder,203471.0,2.0,,,,
239,PT07M19.00S,2026-04-03T02:45:46.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627780,10.33180026281209,54.41176470588235,1610612744,32,39,2026-04-03T02:45:51Z,2370000,False,-22.0,45.0,1,left,G. Payton II cutting Layup (6 PTS) (G. Santos 2 AST),"[1627780, 1630611]",1610612744.0,GSW,cutting,,,Payton II,G. Payton II,,,,,In The Paint (Non-RA),0-8 Center,4.98,Made,,,,,,,,,,,6.0,G. Santos,1630611.0,2.0,,,,
241,PT07M02.00S,2026-04-03T02:46:04.0Z,2,REGULAR,turnover,bad pass,[],1628378,,,1610612739,32,39,2026-04-03T02:46:07Z,2390000,False,,,0,,D. Mitchell bad pass TURNOVER (3 TO),"[1628378, 1627780]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,,3.0,,,,,,,,,,Payton II,1627780.0,,
242,PT07M02.00S,2026-04-03T02:46:04.0Z,2,REGULAR,steal,,[],1627780,,,1610612744,32,39,2026-04-03T02:46:05Z,2400000,False,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
243,PT06M50.00S,2026-04-03T02:46:16.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630611,9.674770039421814,51.225490196078425,1610612744,34,39,2026-04-03T02:48:35Z,2410000,False,-6.0,38.0,1,left,G. Santos reverse Layup (9 PTS) (B. Podziemski 2 AST),"[1630611, 1641764]",1610612744.0,GSW,reverse,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,3.89,Made,,,,,,,,,,,9.0,B. Podziemski,1641764.0,2.0,,,,
245,PT06M50.00S,2026-04-03T02:46:20.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,34,39,2026-04-03T02:46:20Z,2430000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M50.00S,2026-04-03T02:48:45.2Z,2,REGULAR,substitution,out,[],1641764,,,1610612739,34,39,2026-04-03T02:49:04Z,2440000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M50.00S,2026-04-03T02:48:45.2Z,2,REGULAR,substitution,out,[],1630611,,,1610612739,34,39,2026-04-03T02:49:04Z,2450000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M50.00S,2026-04-03T02:48:45.2Z,2,REGULAR,substitution,out,[],1643018,,,1610612739,34,39,2026-04-03T02:49:04Z,2460000,False,,,0,,SUB out: L. Cryer,[1643018],1610612744.0,GSW,,,,Cryer,L. Cryer,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M50.00S,2026-04-03T02:48:45.2Z,2,REGULAR,substitution,out,[],203110,,,1610612739,34,39,2026-04-03T02:49:04Z,2470000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M50.00S,2026-04-03T02:48:45.2Z,2,REGULAR,substitution,out,[],203471,,,1610612739,34,39,2026-04-03T02:49:04Z,2480000,False,,,0,,SUB out: D. Schröder,[203471],1610612739.0,CLE,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M50.00S,2026-04-03T02:48:45.2Z,2,REGULAR,substitution,out,[],1628378,,,1610612739,34,39,2026-04-03T02:49:04Z,2490000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
