actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
182,PT11M18.00S,2022-02-26T01:44:09.1Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,27,34,2022-02-26T01:44:11Z,1800000,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,181.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
183,PT11M09.00S,2022-02-26T01:44:17.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,18.2161629434954,37.99019607843137,1610612750,27,34,2022-02-26T01:46:31Z,1810000,60.0,119.0,1,left,MISS A. Edwards 13' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,13.3,Missed,,,,,,,,,,,,,,,,,,,
184,PT11M08.00S,2022-02-26T01:44:18.5Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,27,34,2022-02-26T01:44:37Z,1820000,,,0,,S. Milton REBOUND (Off:0 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,183.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
185,PT11M05.00S,2022-02-26T01:44:24.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,91.67214191852825,49.754901960784316,1610612755,27,34,2022-02-26T01:44:34Z,1830000,-1.0,26.0,1,right,MISS J. Harden Layup,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,2.58,Missed,,,,,,,,,,,,,,,,,,,
187,PT11M04.00S,2022-02-26T01:44:25.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,27,34,2022-02-26T01:44:34Z,1850000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,185.0,,,,,,,,,,,,,,,,,,
188,PT11M04.00S,2022-02-26T01:44:36.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,27,34,2022-02-26T01:44:37Z,1860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M59.00S,2022-02-26T01:44:52.8Z,2,REGULAR,foul,personal,[],1629675,,,1610612755,27,34,2022-02-26T01:45:25Z,1870000,,,0,,N. Reid personal FOUL (1 PF),"[1629675, 200794]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,1627962.0,1.0,0.0,Millsap,200794.0,,,,,,,,,,,,,
191,PT10M45.00S,2022-02-26T01:45:22.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201935,96.92838370565046,94.6078431372549,1610612755,27,37,2022-02-26T01:45:27Z,1890000,223.0,-24.0,1,right,J. Harden 3PT  (8 PTS) (T. Harris 1 AST),"[201935, 202699]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,22.42,Made,,,,,,,8.0,,,,T. Harris,202699.0,1.0,,,,,,
193,PT10M31.00S,2022-02-26T01:45:36.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629162,9.806176084099869,49.50980392156863,1610612750,27,37,2022-02-26T01:50:38Z,1910000,2.0,40.0,1,left,MISS J. McLaughlin driving floating Shot,[1629162],1610612750.0,MIN,driving floating,,,McLaughlin,J. McLaughlin,,,,,3.98,Missed,,,,,,,,,,,,,,,,,,,
194,PT10M29.00S,2022-02-26T01:45:38.2Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612755,27,37,2022-02-26T01:50:38Z,1920000,,,0,,S. Milton REBOUND (Off:0 Def:2),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,193.0,,,,,,,2.0,2.0,0.0,,,,,,,,,
195,PT10M23.00S,2022-02-26T01:45:44.3Z,2,REGULAR,3pt,Jump Shot,[],202699,86.15308804204993,94.6078431372549,1610612755,27,40,2022-02-26T01:45:56Z,1930000,223.0,78.0,1,right,T. Harris 3PT  (6 PTS) (J. Harden 2 AST),"[202699, 201935]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,23.61,Made,,,,,,,6.0,,,,J. Harden,201935.0,2.0,,,,,,
197,PT10M03.00S,2022-02-26T01:46:04.8Z,2,REGULAR,3pt,Jump Shot,[],1629162,6.521024967148489,4.6568627450980395,1610612750,30,40,2022-02-26T01:46:08Z,1950000,227.0,9.0,1,left,J. McLaughlin 3PT  (3 PTS) (N. Reid 2 AST),"[1629162, 1629675]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,22.69,Made,,,,,,,3.0,,,,N. Reid,1629675.0,2.0,,,,,,
199,PT09M36.00S,2022-02-26T01:46:31.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],200794,92.59198423127464,46.32352941176471,1610612755,30,40,2022-02-26T01:46:37Z,1970000,-18.0,17.0,1,right,MISS P. Millsap DUNK - blocked,"[200794, 1630162]",1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,2.51,Missed,,,,,,,,,,,,,,,,,Edwards,1630162.0,
200,PT09M36.00S,2022-02-26T01:46:31.5Z,2,REGULAR,block,,[],1630162,,,1610612755,30,40,2022-02-26T01:46:33Z,1980000,,,0,,A. Edwards BLOCK (1 BLK),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M35.00S,2022-02-26T01:46:32.5Z,2,REGULAR,rebound,defensive,[],1629162,,,1610612750,30,40,2022-02-26T01:46:51Z,1990000,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,199.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
202,PT09M31.00S,2022-02-26T01:46:36.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627752,6.783837056504599,48.529411764705884,1610612750,32,40,2022-02-26T01:53:46Z,2000000,7.0,11.0,1,left,T. Prince running Layup (2 PTS) (J. McLaughlin 1 AST),"[1627752, 1629162]",1610612750.0,MIN,running,,,Prince,T. Prince,,,,,1.35,Made,,,,,,,2.0,,,,J. McLaughlin,1629162.0,1.0,,,,,,
204,PT09M30.00S,2022-02-26T01:46:43.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,32,40,2022-02-26T01:46:43Z,2020000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M30.00S,2022-02-26T01:49:11.3Z,2,REGULAR,substitution,out,[],201980,,,1610612755,32,40,2022-02-26T01:49:24Z,2030000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M30.00S,2022-02-26T01:49:11.3Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,32,40,2022-02-26T01:49:24Z,2040000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M17.00S,2022-02-26T01:49:47.3Z,2,REGULAR,3pt,Jump Shot,[],1629003,95.3515111695138,95.58823529411765,1610612755,32,40,2022-02-26T01:50:08Z,2050000,228.0,-9.0,1,right,MISS S. Milton 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,22.81,Missed,,,,,,,,,,,,,,,,,,,
208,PT09M15.00S,2022-02-26T01:49:49.3Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612750,32,40,2022-02-26T01:50:08Z,2060000,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,207.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
209,PT09M07.00S,2022-02-26T01:49:57.6Z,2,REGULAR,3pt,Jump Shot,[],1630162,30.56833114323259,32.59803921568628,1610612750,32,40,2022-02-26T01:50:11Z,2070000,87.0,235.0,1,left,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,,
210,PT09M06.00S,2022-02-26T01:49:58.6Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,32,40,2022-02-26T01:50:11Z,2080000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,209.0,,,,,,,2.0,2.0,0.0,,,,,,,,,
211,PT08M56.00S,2022-02-26T01:50:11.9Z,2,REGULAR,foul,personal,['2freethrow'],1627752,,,1610612755,32,40,2022-02-26T01:50:19Z,2090000,,,0,,T. Prince shooting personal FOUL (2 PF) (Harden 2 FT),"[1627752, 201935]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,,,,2530.0,2.0,0.0,Harden,201935.0,,,,,,,,,,,,,
213,PT08M56.00S,2022-02-26T01:50:42.2Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,32,40,2022-02-26T01:50:42Z,2110000,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Missed,,,,,,,,,,,,,,,,,,,
214,PT08M56.00S,2022-02-26T01:50:42.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,32,40,2022-02-26T01:50:42Z,2120000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,213.0,,,,,,,,,,,,,,,,,,
215,PT08M56.00S,2022-02-26T01:50:44.8Z,2,REGULAR,substitution,out,[],200794,,,1610612755,32,40,2022-02-26T01:50:48Z,2130000,,,0,,SUB out: P. Millsap,[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M56.00S,2022-02-26T01:50:44.8Z,2,REGULAR,substitution,in,[],203954,,,1610612755,32,40,2022-02-26T01:50:48Z,2140000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M56.00S,2022-02-26T01:51:03.3Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,32,41,2022-02-26T01:51:03Z,2150000,,,0,,J. Harden Free Throw 2 of 2 (9 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
218,PT08M44.00S,2022-02-26T01:51:17.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,6.258212877792378,48.77450980392157,1610612750,34,41,2022-02-26T01:51:21Z,2160000,6.0,6.0,1,left,N. Reid cutting Layup (2 PTS) (A. Edwards 2 AST),"[1629675, 1630162]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,0.88,Made,,,,,,,2.0,,,,A. Edwards,1630162.0,2.0,,,,,,
220,PT08M26.00S,2022-02-26T01:51:38.4Z,2,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612755,34,41,2022-02-26T01:51:46Z,2180000,,,0,,N. Reid shooting personal FOUL (2 PF) (Embiid 2 FT),"[1629675, 203954]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,,,,1626300.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,,
222,PT08M26.00S,2022-02-26T01:52:06.4Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,34,42,2022-02-26T01:52:06Z,2200000,,,0,,J. Embiid Free Throw 1 of 2 (11 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,11.0,,,,,,,,,,,,
223,PT08M26.00S,2022-02-26T01:52:10.0Z,2,REGULAR,substitution,out,[],1629162,,,1610612755,34,42,2022-02-26T01:52:15Z,2210000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M26.00S,2022-02-26T01:52:10.0Z,2,REGULAR,substitution,in,[],201976,,,1610612755,34,42,2022-02-26T01:52:15Z,2220000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M26.00S,2022-02-26T01:52:30.6Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,34,43,2022-02-26T01:52:30Z,2230000,,,0,,J. Embiid Free Throw 2 of 2 (12 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,12.0,,,,,,,,,,,,
226,PT08M09.00S,2022-02-26T01:52:51.5Z,2,REGULAR,turnover,traveling,[],1629675,,,1610612750,34,43,2022-02-26T01:52:57Z,2240000,,,0,,N. Reid traveling TURNOVER (1 TO),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,1626300.0,,,,,,,,,,,,1.0,,,,,
227,PT07M52.00S,2022-02-26T01:53:17.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,87.72996057818659,94.85294117647058,1610612755,34,43,2022-02-26T01:53:21Z,2250000,224.0,63.0,1,right,MISS T. Maxey 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
228,PT07M49.00S,2022-02-26T01:53:20.9Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,34,43,2022-02-26T01:53:21Z,2260000,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,227.0,,,,,,,2.0,2.0,0.0,,,,,,,,,
229,PT07M38.00S,2022-02-26T01:53:31.9Z,2,REGULAR,turnover,lost ball,[],1629675,,,1610612750,34,43,2022-02-26T01:53:36Z,2270000,,,0,,N. Reid lost ball TURNOVER (2 TO),"[1629675, 202699]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,2.0,Harris,202699.0,,,
230,PT07M38.00S,2022-02-26T01:53:31.9Z,2,REGULAR,steal,,[],202699,,,1610612755,34,43,2022-02-26T01:53:34Z,2280000,,,0,,T. Harris STEAL (1 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M30.00S,2022-02-26T01:53:39.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629003,87.59855453350855,3.6764705882352944,1610612755,34,43,2022-02-26T01:53:53Z,2290000,-232.0,64.0,1,right,MISS S. Milton 24' 3PT,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,24.03,Missed,,,,,,,,,,,,,,,,,,,
232,PT07M28.00S,2022-02-26T01:53:42.0Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,34,43,2022-02-26T01:53:42Z,2300000,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,231.0,,,,,,,2.0,2.0,0.0,,,,,,,,,
233,PT07M20.00S,2022-02-26T01:53:50.1Z,2,REGULAR,3pt,Jump Shot,[],1629675,31.61957950065703,40.44117647058824,1610612750,34,43,2022-02-26T01:53:55Z,2310000,48.0,245.0,1,left,MISS N. Reid 24' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,24.93,Missed,,,,,,,,,,,,,,,,,,,
234,PT07M16.00S,2022-02-26T01:53:54.1Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,34,43,2022-02-26T01:53:55Z,2320000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,233.0,,,,,,,3.0,3.0,0.0,,,,,,,,,
235,PT07M13.00S,2022-02-26T01:53:56.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630178,94.1688567674113,50.245098039215684,1610612755,34,45,2022-02-26T01:57:14Z,2330000,1.0,2.0,1,right,T. Maxey running Layup (8 PTS) (J. Harden 3 AST),"[1630178, 201935]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,0.26,Made,,,,,,,8.0,,,,J. Harden,201935.0,3.0,,,,,,
237,PT07M12.00S,2022-02-26T01:54:04.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,34,45,2022-02-26T01:57:09Z,2350000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M12.00S,2022-02-26T01:56:19.5Z,2,REGULAR,substitution,out,[],1629669,,,1610612750,34,45,2022-02-26T01:56:44Z,2360000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M12.00S,2022-02-26T01:56:19.5Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,34,45,2022-02-26T01:56:44Z,2370000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M12.00S,2022-02-26T01:56:19.5Z,2,REGULAR,substitution,out,[],1627752,,,1610612750,34,45,2022-02-26T01:56:44Z,2380000,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M12.00S,2022-02-26T01:56:19.5Z,2,REGULAR,substitution,out,[],1629003,,,1610612750,34,45,2022-02-26T01:56:44Z,2390000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M12.00S,2022-02-26T01:56:19.5Z,2,REGULAR,substitution,in,[],1626156,,,1610612750,34,45,2022-02-26T01:56:44Z,2400000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M12.00S,2022-02-26T01:56:19.5Z,2,REGULAR,substitution,in,[],1629020,,,1610612750,34,45,2022-02-26T01:56:44Z,2410000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M12.00S,2022-02-26T01:56:19.5Z,2,REGULAR,substitution,in,[],1626157,,,1610612750,34,45,2022-02-26T01:56:44Z,2420000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M12.00S,2022-02-26T01:56:19.5Z,2,REGULAR,substitution,in,[],1629680,,,1610612750,34,45,2022-02-26T01:56:44Z,2430000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M03.00S,2022-02-26T01:57:14.2Z,2,REGULAR,turnover,bad pass,[],201976,,,1610612750,34,45,2022-02-26T01:57:20Z,2440000,,,0,,P. Beverley bad pass TURNOVER (2 TO),"[201976, 1630178]",1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,2.0,Maxey,1630178.0,,,
247,PT07M03.00S,2022-02-26T01:57:14.2Z,2,REGULAR,steal,,[],1630178,,,1610612755,34,45,2022-02-26T01:57:16Z,2450000,,,0,,T. Maxey STEAL (3 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M00.00S,2022-02-26T01:57:17.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630178,94.03745072273325,49.50980392156863,1610612755,34,47,2022-02-26T01:58:16Z,2460000,-2.0,4.0,1,right,T. Maxey running reverse Layup (10 PTS),[1630178],1610612755.0,PHI,running reverse,,,Maxey,T. Maxey,,,,,0.43,Made,,,,,,,10.0,,,,,,,,,,,,
249,PT06M42.00S,2022-02-26T01:57:35.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.783837056504599,48.28431372549019,1610612750,36,47,2022-02-26T01:57:39Z,2470000,9.0,11.0,1,left,K. Towns driving Layup (10 PTS) (D. Russell 2 AST),"[1626157, 1626156]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,1.42,Made,,,,,,,10.0,,,,D. Russell,1626156.0,2.0,,,,,,
251,PT06M19.00S,2022-02-26T01:57:58.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,93.77463863337714,48.77450980392157,1610612755,36,47,2022-02-26T01:58:18Z,2490000,-6.0,6.0,1,right,MISS J. Embiid driving finger roll Layup,[203954],1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,0.86,Missed,,,,,,,,,,,,,,,,,,,
252,PT06M17.00S,2022-02-26T01:58:00.1Z,2,REGULAR,rebound,offensive,[],1629680,,,1610612755,36,47,2022-02-26T01:58:03Z,2500000,,,0,,M. Thybulle REBOUND (Off:2 Def:0),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,251.0,,,,,,,2.0,0.0,2.0,,,,,,,,,
253,PT06M15.00S,2022-02-26T01:58:02.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202699,81.2910643889619,91.91176470588235,1610612755,36,47,2022-02-26T01:58:05Z,2510000,210.0,123.0,1,right,MISS T. Harris 24' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,24.32,Missed,,,,,,,,,,,,,,,,,,,
254,PT06M13.00S,2022-02-26T01:58:04.1Z,2,REGULAR,rebound,defensive,[],201976,,,1610612750,36,47,2022-02-26T01:58:05Z,2520000,,,0,,P. Beverley REBOUND (Off:1 Def:2),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,253.0,,,,,,,3.0,2.0,1.0,,,,,,,,,
255,PT06M04.00S,2022-02-26T01:58:12.5Z,2,REGULAR,3pt,Jump Shot,[],1626156,20.18725361366623,8.333333333333332,1610612750,39,47,2022-02-26T01:58:20Z,2530000,208.0,137.0,1,left,D. Russell 24' 3PT  (11 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,24.95,Made,,,,,,,11.0,,,,,,,,,,,,
256,PT05M46.00S,2022-02-26T01:58:31.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,87.20433639947439,50.49019607843137,1610612755,39,49,2022-02-26T01:59:55Z,2540000,2.0,68.0,1,right,J. Harden 6' driving floating Jump Shot (11 PTS) (J. Embiid 2 AST),"[201935, 203954]",1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,6.78,Made,,,,,,,11.0,,,,J. Embiid,203954.0,2.0,,,,,,
258,PT05M39.00S,2022-02-26T01:58:40.1Z,2,REGULAR,foul,personal,['2freethrow'],201935,,,1610612750,39,49,2022-02-26T01:58:49Z,2560000,,,0,,J. Harden shooting personal FOUL (2 PF) (Beverley 2 FT),"[201935, 201976]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,,,,1626300.0,2.0,0.0,Beverley,201976.0,,,,,,,,,,,,,
260,PT05M39.00S,2022-02-26T01:59:14.7Z,2,REGULAR,freethrow,1 of 2,[],201976,,,1610612750,40,49,2022-02-26T01:59:14Z,2580000,,,0,,P. Beverley Free Throw 1 of 2 (1 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
261,PT05M39.00S,2022-02-26T01:59:15.4Z,2,REGULAR,substitution,out,[],201935,,,1610612750,40,49,2022-02-26T01:59:20Z,2590000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M39.00S,2022-02-26T01:59:15.4Z,2,REGULAR,substitution,out,[],202699,,,1610612750,40,49,2022-02-26T01:59:20Z,2600000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M39.00S,2022-02-26T01:59:15.4Z,2,REGULAR,substitution,in,[],1627777,,,1610612750,40,49,2022-02-26T01:59:20Z,2610000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M39.00S,2022-02-26T01:59:15.4Z,2,REGULAR,substitution,in,[],1627788,,,1610612750,40,49,2022-02-26T01:59:20Z,2620000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M39.00S,2022-02-26T01:59:35.8Z,2,REGULAR,freethrow,2 of 2,[],201976,,,1610612750,41,49,2022-02-26T01:59:35Z,2630000,,,0,,P. Beverley Free Throw 2 of 2 (2 PTS),[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
266,PT05M19.00S,2022-02-26T01:59:55.9Z,2,REGULAR,2pt,Jump Shot,[],1630178,90.62089356110381,70.34313725490196,1610612755,41,49,2022-02-26T02:00:02Z,2640000,102.0,36.0,1,right,MISS T. Maxey 10' turnaround fadeaway Shot,[1630178],1610612755.0,PHI,turnaround fadeaway,,,Maxey,T. Maxey,,,,,10.78,Missed,,,,,,,,,,,,,,,,,,,
267,PT05M17.00S,2022-02-26T01:59:57.9Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612750,41,49,2022-02-26T02:00:02Z,2650000,,,0,,J. Vanderbilt REBOUND (Off:0 Def:3),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,266.0,,,,,,,3.0,3.0,0.0,,,,,,,,,
268,PT05M03.00S,2022-02-26T02:00:12.6Z,2,REGULAR,2pt,Jump Shot,[],1630162,4.681340341655716,73.0392156862745,1610612750,43,49,2022-02-26T02:00:16Z,2660000,-115.0,-8.0,1,left,A. Edwards 11' Jump Shot (4 PTS) (J. Vanderbilt 1 AST),"[1630162, 1629020]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,11.55,Made,,,,,,,4.0,,,,J. Vanderbilt,1629020.0,1.0,,,,,,
270,PT04M43.00S,2022-02-26T02:00:32.2Z,2,REGULAR,3pt,Jump Shot,[],1627788,92.9862023653088,3.1862745098039214,1610612755,43,49,2022-02-26T02:00:42Z,2680000,-234.0,13.0,1,right,MISS F. Korkmaz 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,23.45,Missed,,,,,,,,,,,,,,,,,,,
271,PT04M40.00S,2022-02-26T02:00:35.2Z,2,REGULAR,rebound,offensive,[],1627788,,,1610612755,43,49,2022-02-26T02:00:42Z,2690000,,,0,,F. Korkmaz REBOUND (Off:1 Def:0),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,270.0,,,,,,,1.0,0.0,1.0,,,,,,,,,
