actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
178,PT11M14.00S,2021-12-07T01:39:39.7Z,2,REGULAR,rebound,offensive,[],1629162,,,1610612750,24,36,2021-12-07T01:40:05Z,1770000,,,0,,J. McLaughlin REBOUND (Off:1 Def:0),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,177.0,1.0,0.0,1.0,,,,,,,,,,,,,
179,PT11M14.00S,2021-12-07T01:39:55.4Z,2,REGULAR,foul,personal,['2freethrow'],101150,,,1610612750,24,36,2021-12-07T01:40:01Z,1780000,,,0,,L. Williams shooting personal FOUL (1 PF) (McLaughlin 2 FT),"[101150, 1629162]",1610612737.0,ATL,shooting,,,Williams,L. Williams,,,,,,,,,,,,,202027.0,,,,,,,,1.0,0.0,McLaughlin,1629162.0,
181,PT11M14.00S,2021-12-07T01:40:10.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629162,,,1610612750,25,36,2021-12-07T01:40:10Z,1800000,,,0,,J. McLaughlin Free Throw 1 of 2 (4 PTS),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,Made,,,,,,,,4.0,,,,,,,,,,,
182,PT11M14.00S,2021-12-07T01:40:24.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629162,,,1610612750,26,36,2021-12-07T01:40:24Z,1810000,,,0,,J. McLaughlin Free Throw 2 of 2 (5 PTS),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,Made,,,,,,,,5.0,,,,,,,,,,,
183,PT10M53.00S,2021-12-07T01:40:47.5Z,2,REGULAR,3pt,Jump Shot,[],1626153,69.07030223390277,64.95098039215686,1610612737,26,39,2021-12-07T01:40:55Z,1820000,75.0,238.0,1,right,D. Wright 24' 3PT  (3 PTS) (G. Dieng 1 AST),"[1626153, 203476]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,24.97,Made,,,,,,,,3.0,G. Dieng,203476.0,1.0,,,,,,,,
185,PT10M36.00S,2021-12-07T01:41:03.5Z,2,REGULAR,2pt,Jump Shot,[],1627736,24.655059132720105,52.94117647058824,1610612750,26,39,2021-12-07T01:41:08Z,1840000,-15.0,179.0,1,left,MISS M. Beasley 17' pullup Shot,[1627736],1610612750.0,MIN,pullup,,,Beasley,M. Beasley,,,,,17.99,Missed,,,,,,,,,,,,,,,,,,,
186,PT10M34.00S,2021-12-07T01:41:05.5Z,2,REGULAR,rebound,defensive,[],1628989,,,1610612737,26,39,2021-12-07T01:41:08Z,1850000,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,185.0,2.0,2.0,0.0,,,,,,,,,,,,,
187,PT10M17.00S,2021-12-07T01:41:24.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,85.23324572930355,50.98039215686274,1610612737,26,41,2021-12-07T01:41:30Z,1860000,5.0,86.0,1,right,K. Huerter 8' driving floating Jump Shot (8 PTS),[1628989],1610612737.0,ATL,driving floating,,,Huerter,K. Huerter,,,,,8.64,Made,,,,,,,,8.0,,,,,,,,,,,
188,PT10M04.00S,2021-12-07T01:41:35.7Z,2,REGULAR,3pt,Jump Shot,[],1629675,29.517082785808146,71.81372549019608,1610612750,26,41,2021-12-07T01:41:40Z,1870000,-109.0,225.0,1,left,MISS N. Reid 25' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,,
189,PT10M01.00S,2021-12-07T01:41:38.7Z,2,REGULAR,rebound,defensive,[],203476,,,1610612737,26,41,2021-12-07T01:41:40Z,1880000,,,0,,G. Dieng REBOUND (Off:1 Def:3),[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,188.0,4.0,3.0,1.0,,,,,,,,,,,,,
190,PT09M52.00S,2021-12-07T01:41:47.6Z,2,REGULAR,3pt,Jump Shot,[],1626153,92.46057818659659,3.9215686274509802,1610612737,26,41,2021-12-07T01:41:54Z,1890000,-230.0,18.0,1,right,MISS D. Wright 3PT,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,23.11,Missed,,,,,,,,,,,,,,,,,,,
191,PT09M49.00S,2021-12-07T01:41:50.6Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,26,41,2021-12-07T01:41:54Z,1900000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,190.0,1.0,1.0,0.0,,,,,,,,,,,,,
192,PT09M47.00S,2021-12-07T01:41:55.1Z,2,REGULAR,foul,personal,[],101150,,,1610612750,26,41,2021-12-07T01:42:05Z,1910000,,,0,,L. Williams personal FOUL (2 PF),"[101150, 1627736]",1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,202041.0,,,,,,,,2.0,0.0,Beasley,1627736.0,
194,PT09M47.00S,2021-12-07T01:42:02.1Z,2,REGULAR,substitution,out,[],1627736,,,1610612750,26,41,2021-12-07T01:42:11Z,1930000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT09M47.00S,2021-12-07T01:42:02.1Z,2,REGULAR,substitution,out,[],1629162,,,1610612750,26,41,2021-12-07T01:42:11Z,1940000,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M47.00S,2021-12-07T01:42:02.1Z,2,REGULAR,substitution,out,[],203476,,,1610612750,26,41,2021-12-07T01:42:11Z,1950000,,,0,,SUB out: G. Dieng,[203476],1610612737.0,ATL,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT09M47.00S,2021-12-07T01:42:02.1Z,2,REGULAR,substitution,in,[],1627752,,,1610612750,26,41,2021-12-07T01:42:11Z,1960000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M47.00S,2021-12-07T01:42:02.1Z,2,REGULAR,substitution,in,[],1630195,,,1610612750,26,41,2021-12-07T01:42:11Z,1970000,,,0,,SUB in: L. Bolmaro,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M47.00S,2021-12-07T01:42:02.1Z,2,REGULAR,substitution,in,[],203991,,,1610612750,26,41,2021-12-07T01:42:11Z,1980000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M40.00S,2021-12-07T01:42:22.9Z,2,REGULAR,3pt,Jump Shot,[],1629006,21.369908015768726,9.558823529411764,1610612750,26,41,2021-12-07T01:42:28Z,1990000,202.0,148.0,1,left,MISS J. Okogie 25' 3PT,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,,
201,PT09M37.00S,2021-12-07T01:42:25.9Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,26,41,2021-12-07T01:42:28Z,2000000,,,0,,C. Capela REBOUND (Off:1 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,200.0,5.0,4.0,1.0,,,,,,,,,,,,,
202,PT09M30.00S,2021-12-07T01:42:35.1Z,2,REGULAR,foul,personal,[],1629675,,,1610612737,26,41,2021-12-07T01:42:43Z,2010000,,,0,,N. Reid personal FOUL (1 PF),"[1629675, 101150]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,202027.0,,,,,,,,1.0,0.0,Williams,101150.0,
204,PT09M20.00S,2021-12-07T01:43:02.5Z,2,REGULAR,foul,personal,[],1630195,,,1610612737,26,41,2021-12-07T01:43:09Z,2030000,,,0,,L. Bolmaro personal FOUL (2 PF),"[1630195, 201568]",1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,202041.0,,,,,,,,2.0,0.0,Gallinari,201568.0,
206,PT09M05.00S,2021-12-07T01:43:33.7Z,2,REGULAR,2pt,Jump Shot,[],1628989,78.9257555847569,40.44117647058824,1610612737,26,41,2021-12-07T01:43:39Z,2050000,-48.0,146.0,1,right,MISS K. Huerter 15' floating Shot,[1628989],1610612737.0,ATL,floating,,,Huerter,K. Huerter,,,,,15.32,Missed,,,,,,,,,,,,,,,,,,,
207,PT09M02.00S,2021-12-07T01:43:36.7Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,26,41,2021-12-07T01:43:39Z,2060000,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,206.0,1.0,1.0,0.0,,,,,,,,,,,,,
208,PT08M56.00S,2021-12-07T01:43:42.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629675,5.469776609724048,50.0,1610612750,28,41,2021-12-07T01:43:49Z,2070000,0.0,-1.0,1,left,N. Reid cutting Layup (2 PTS) (A. Edwards 2 AST),"[1629675, 1630162]",1610612750.0,MIN,cutting,,,Reid,N. Reid,,,,,0.11,Made,,,,,,,,2.0,A. Edwards,1630162.0,2.0,,,,,,,,
210,PT08M42.00S,2021-12-07T01:43:55.7Z,2,REGULAR,2pt,Jump Shot,[],201568,91.5407358738502,7.352941176470589,1610612737,28,43,2021-12-07T01:44:00Z,2090000,-213.0,27.0,1,right,D. Gallinari 21' Jump Shot (10 PTS) (D. Wright 3 AST),"[201568, 1626153]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,21.49,Made,,,,,,,,10.0,D. Wright,1626153.0,3.0,,,,,,,,
212,PT08M29.00S,2021-12-07T01:44:09.1Z,2,REGULAR,3pt,Jump Shot,[],1629006,4.5499342969776615,94.85294117647058,1610612750,28,43,2021-12-07T01:44:14Z,2110000,-224.0,-10.0,1,left,MISS J. Okogie 3PT,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,22.45,Missed,,,,,,,,,,,,,,,,,,,
213,PT08M27.00S,2021-12-07T01:44:11.1Z,2,REGULAR,rebound,defensive,[],1626153,,,1610612737,28,43,2021-12-07T01:44:14Z,2120000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,212.0,1.0,1.0,0.0,,,,,,,,,,,,,
214,PT08M18.00S,2021-12-07T01:44:24.3Z,2,REGULAR,foul,personal,[],1627752,,,1610612737,28,43,2021-12-07T01:44:33Z,2130000,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 201568]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,202027.0,,,,,,,,1.0,0.0,Gallinari,201568.0,
216,PT08M18.00S,2021-12-07T01:44:32.1Z,2,REGULAR,substitution,out,[],1629006,,,1610612737,28,43,2021-12-07T01:44:38Z,2150000,,,0,,SUB out: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M18.00S,2021-12-07T01:44:32.1Z,2,REGULAR,substitution,out,[],1626153,,,1610612737,28,43,2021-12-07T01:44:38Z,2160000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M18.00S,2021-12-07T01:44:32.1Z,2,REGULAR,substitution,out,[],1628989,,,1610612737,28,43,2021-12-07T01:44:38Z,2170000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M18.00S,2021-12-07T01:44:32.1Z,2,REGULAR,substitution,in,[],1626157,,,1610612737,28,43,2021-12-07T01:44:38Z,2180000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M18.00S,2021-12-07T01:44:32.1Z,2,REGULAR,substitution,in,[],1627789,,,1610612737,28,43,2021-12-07T01:44:38Z,2190000,,,0,,SUB in: T. Luwawu-Cabarrot,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M18.00S,2021-12-07T01:44:32.1Z,2,REGULAR,substitution,in,[],1629027,,,1610612737,28,43,2021-12-07T01:44:38Z,2200000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M12.00S,2021-12-07T01:44:56.6Z,2,REGULAR,3pt,Jump Shot,[],1629027,66.04796320630749,13.480392156862745,1610612737,28,43,2021-12-07T01:47:23Z,2210000,-183.0,267.0,1,right,MISS T. Young 32' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,32.31,Missed,,,,,,,,,,,,,,,,,,,
223,PT08M10.00S,2021-12-07T01:44:58.6Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,28,43,2021-12-07T01:45:03Z,2220000,,,0,,K. Towns REBOUND (Off:0 Def:6),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,222.0,6.0,6.0,0.0,,,,,,,,,,,,,
224,PT07M55.00S,2021-12-07T01:45:13.4Z,2,REGULAR,3pt,Jump Shot,[],1629675,21.369908015768726,9.068627450980392,1610612750,31,43,2021-12-07T01:45:18Z,2230000,205.0,148.0,1,left,N. Reid 25' 3PT  (5 PTS) (K. Towns 3 AST),"[1629675, 1626157]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,25.28,Made,,,,,,,,5.0,K. Towns,1626157.0,3.0,,,,,,,,
226,PT07M39.00S,2021-12-07T01:45:29.2Z,2,REGULAR,3pt,Jump Shot,[],1627789,93.64323258869908,3.9215686274509802,1610612737,31,43,2021-12-07T01:45:35Z,2250000,-230.0,7.0,1,right,MISS T. Luwawu-Cabarrot 3PT,[1627789],1610612737.0,ATL,,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,,
227,PT07M37.00S,2021-12-07T01:45:32.1Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,31,43,2021-12-07T01:45:32Z,2260000,,,0,,C. Capela REBOUND (Off:2 Def:4),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,226.0,6.0,4.0,2.0,,,,,,,,,,,,,
228,PT07M37.00S,2021-12-07T01:45:33.6Z,2,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612737,31,43,2021-12-07T01:45:38Z,2270000,,,0,,K. Towns shooting personal FOUL (1 PF) (Capela 2 FT),"[1626157, 203991]",1610612750.0,MIN,shooting,,,Towns,K. Towns,,,,,,,,,,,,,202041.0,,,,,,,,1.0,0.0,Capela,203991.0,
230,PT07M37.00S,2021-12-07T01:46:03.8Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203991,,,1610612737,31,43,2021-12-07T01:46:03Z,2290000,,,0,,MISS C. Capela Free Throw 1 of 2,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Missed,,,,,,,,,,,,,,,,,,,
231,PT07M37.00S,2021-12-07T01:46:03.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,31,43,2021-12-07T01:46:03Z,2300000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,,,,
232,PT07M37.00S,2021-12-07T01:46:25.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203991,,,1610612737,31,44,2021-12-07T01:46:25Z,2310000,,,0,,C. Capela Free Throw 2 of 2 (3 PTS),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,Made,,,,,,,,3.0,,,,,,,,,,,
233,PT07M27.00S,2021-12-07T01:46:38.3Z,2,REGULAR,3pt,Jump Shot,[],1626157,32.013797634691194,47.30392156862745,1610612750,31,44,2021-12-07T01:46:42Z,2320000,13.0,248.0,1,left,MISS K. Towns 24' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,,
234,PT07M23.00S,2021-12-07T01:46:42.3Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,31,44,2021-12-07T01:46:42Z,2330000,,,0,,C. Capela REBOUND (Off:2 Def:5),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,233.0,7.0,5.0,2.0,,,,,,,,,,,,,
235,PT07M08.00S,2021-12-07T01:46:55.6Z,2,REGULAR,3pt,Jump Shot,[],201568,96.92838370565046,95.83333333333334,1610612737,31,44,2021-12-07T01:47:04Z,2340000,229.0,-24.0,1,right,MISS D. Gallinari 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
236,PT07M02.00S,2021-12-07T01:47:01.6Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,31,44,2021-12-07T01:47:04Z,2350000,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,235.0,2.0,2.0,0.0,,,,,,,,,,,,,
237,PT07M01.00S,2021-12-07T01:47:03.0Z,2,REGULAR,turnover,bad pass,[],1629675,,,1610612750,31,44,2021-12-07T01:47:07Z,2360000,,,0,,N. Reid bad pass TURNOVER (1 TO),"[1629675, 201568]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,1.0,Gallinari,201568.0,,,,,
238,PT07M01.00S,2021-12-07T01:47:03.0Z,2,REGULAR,steal,,[],201568,,,1610612737,31,44,2021-12-07T01:47:05Z,2370000,,,0,,D. Gallinari STEAL (1 STL),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M57.00S,2021-12-07T01:47:07.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201568,92.85479632063075,80.14705882352942,1610612737,31,46,2021-12-07T01:47:12Z,2380000,151.0,15.0,1,right,D. Gallinari 15' pullup Jump Shot (12 PTS),[201568],1610612737.0,ATL,pullup,,,Gallinari,D. Gallinari,,,,,15.14,Made,,,,,,,,12.0,,,,,,,,,,,
240,PT06M43.00S,2021-12-07T01:47:21.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,8.360709592641262,44.6078431372549,1610612750,31,46,2021-12-07T01:47:27Z,2390000,27.0,26.0,1,left,MISS A. Edwards driving Layup - blocked,"[1630162, 203991]",1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,3.76,Missed,Capela,203991.0,,,,,,,,,,,,,,,,,
243,PT06M43.00S,2021-12-07T01:47:21.2Z,2,REGULAR,block,,[],203991,,,1610612750,31,46,2021-12-07T01:47:32Z,2395000,,,0,,C. Capela BLOCK (1 BLK),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M40.00S,2021-12-07T01:47:24.2Z,2,REGULAR,rebound,defensive,[],201568,,,1610612737,31,46,2021-12-07T01:47:32Z,2400000,,,0,,D. Gallinari REBOUND (Off:0 Def:3),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,240.0,3.0,3.0,0.0,,,,,,,,,,,,,
242,PT06M34.00S,2021-12-07T01:47:30.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,92.72339027595268,34.55882352941176,1610612737,31,48,2021-12-07T01:48:08Z,2410000,-77.0,16.0,1,right,T. Young 7' driving floating Jump Shot (10 PTS) (D. Gallinari 1 AST),"[1629027, 201568]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,7.88,Made,,,,,,,,10.0,D. Gallinari,201568.0,1.0,,,,,,,,
244,PT06M34.00S,2021-12-07T01:47:36.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,31,48,2021-12-07T01:47:36Z,2420000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M34.00S,2021-12-07T01:49:30.3Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,31,48,2021-12-07T01:49:53Z,2430000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M34.00S,2021-12-07T01:49:30.3Z,2,REGULAR,substitution,in,[],1629020,,,1610612750,31,48,2021-12-07T01:49:53Z,2440000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M19.00S,2021-12-07T01:50:43.6Z,2,REGULAR,2pt,Jump Shot,[],1630195,9.280551905387648,7.107843137254902,1610612750,31,48,2021-12-07T01:50:48Z,2450000,214.0,35.0,1,left,MISS L. Bolmaro 21' Jump Shot,[1630195],1610612750.0,MIN,,,,Bolmaro,L. Bolmaro,,,,,21.73,Missed,,,,,,,,,,,,,,,,,,,
249,PT06M16.00S,2021-12-07T01:50:45.9Z,2,REGULAR,rebound,defensive,[],1629027,,,1610612737,31,48,2021-12-07T01:50:45Z,2460000,,,0,,T. Young REBOUND (Off:0 Def:2),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,248.0,2.0,2.0,0.0,,,,,,,,,,,,,
250,PT06M03.00S,2021-12-07T01:50:59.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203991,95.48291721419186,59.068627450980394,1610612737,31,48,2021-12-07T01:51:04Z,2470000,45.0,-10.0,1,right,MISS C. Capela turnaround Hook,[203991],1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,4.64,Missed,,,,,,,,,,,,,,,,,,,
251,PT06M00.00S,2021-12-07T01:51:02.5Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,31,48,2021-12-07T01:51:04Z,2480000,,,0,,K. Towns REBOUND (Off:0 Def:7),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,250.0,7.0,7.0,0.0,,,,,,,,,,,,,
252,PT05M52.00S,2021-12-07T01:51:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.176084099868594,45.978860294117645,1610612750,33,48,2021-12-07T01:51:18Z,2490000,20.0,6.0,1,left,K. Towns Layup (10 PTS) (T. Prince 1 AST),"[1626157, 1627752]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,2.09,Made,,,,,,,,10.0,T. Prince,1627752.0,1.0,,,,,,,,
254,PT05M34.00S,2021-12-07T01:51:28.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203991,92.9862023653088,49.754901960784316,1610612737,33,50,2021-12-07T01:51:32Z,2510000,-1.0,13.0,1,right,C. Capela alley-oop DUNK (5 PTS) (T. Young 6 AST),"[203991, 1629027]",1610612737.0,ATL,alley-oop,,,Capela,C. Capela,,,,,1.35,Made,,,,,,,,5.0,T. Young,1629027.0,6.0,,,,,,,,
256,PT05M17.00S,2021-12-07T01:51:45.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,6.652431011826544,49.01960784313725,1610612750,35,50,2021-12-07T01:51:51Z,2530000,5.0,10.0,1,left,K. Towns driving Layup (12 PTS),[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,1.11,Made,,,,,,,,12.0,,,,,,,,,,,
257,PT04M49.00S,2021-12-07T01:52:13.5Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,35,50,2021-12-07T01:52:28Z,2540000,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 1629020]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,2.0,Vanderbilt,1629020.0,,,,,
258,PT04M49.00S,2021-12-07T01:52:13.5Z,2,REGULAR,steal,,[],1629020,,,1610612750,35,50,2021-12-07T01:52:28Z,2550000,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M46.00S,2021-12-07T01:52:34.0Z,2,REGULAR,foul,personal,['2freethrow'],1627789,,,1610612750,35,50,2021-12-07T01:52:44Z,2560000,,,0,,T. Luwawu-Cabarrot shooting personal FOUL (1 PF) (Towns 2 FT),"[1627789, 1626157]",1610612737.0,ATL,shooting,,,Luwawu-Cabarrot,T. Luwawu-Cabarrot,,,,,,,,,,,,,202041.0,,,,,,,,1.0,0.0,Towns,1626157.0,
261,PT04M46.00S,2021-12-07T01:53:04.4Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1626157,,,1610612750,35,50,2021-12-07T01:53:04Z,2580000,,,0,,MISS K. Towns Free Throw 1 of 2,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Missed,,,,,,,,,,,,,,,,,,,
262,PT04M46.00S,2021-12-07T01:53:04.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,35,50,2021-12-07T01:53:04Z,2590000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,261.0,,,,,,,,,,,,,,,,
263,PT04M46.00S,2021-12-07T01:53:05.4Z,2,REGULAR,substitution,out,[],101150,,,1610612750,35,50,2021-12-07T01:53:13Z,2600000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M46.00S,2021-12-07T01:53:05.4Z,2,REGULAR,substitution,out,[],201568,,,1610612750,35,50,2021-12-07T01:53:13Z,2610000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M46.00S,2021-12-07T01:53:05.4Z,2,REGULAR,substitution,in,[],1628989,,,1610612750,35,50,2021-12-07T01:53:13Z,2620000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M46.00S,2021-12-07T01:53:05.4Z,2,REGULAR,substitution,in,[],1628381,,,1610612750,35,50,2021-12-07T01:53:13Z,2630000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M46.00S,2021-12-07T01:53:26.4Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1626157,,,1610612750,36,50,2021-12-07T01:53:26Z,2640000,,,0,,K. Towns Free Throw 2 of 2 (13 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,Made,,,,,,,,13.0,,,,,,,,,,,
