actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,shotDistance,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
170,PT01M01.00S,2022-03-08T01:38:17.6Z,1,REGULAR,steal,,[],1627736,,,1610612750,26,12,2022-03-08T01:38:19Z,1680000,,,0,,M. Beasley STEAL (2 STL),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT01M00.00S,2022-03-08T01:38:20.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627736,5.995400788436268,49.50980392156863,1610612750,28,12,2022-03-08T01:38:30Z,1690000,2.0,4.0,1,left,M. Beasley running DUNK (2 PTS),[1627736],1610612750.0,MIN,running,,,Beasley,M. Beasley,,,,,,,,,,Made,2.0,,0.46,,,,,,,,,,,,
172,PT01M00.00S,2022-03-08T01:38:23.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630535,,,1610612750,28,12,2022-03-08T01:38:33Z,1700000,,,0,,G. Brown III shooting personal FOUL (2 PF) (Beasley 1 FT),"[1630535, 1627736]",1610612757.0,POR,shooting,,,Brown III,G. Brown III,,,,,2002.0,2.0,0.0,Beasley,1627736.0,,,,,,,,,,,,,,,,
174,PT01M00.00S,2022-03-08T01:38:51.3Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1627736,,,1610612750,29,12,2022-03-08T01:38:51Z,1720000,,,0,,M. Beasley Free Throw 1 of 1 (3 PTS),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
175,PT00M49.30S,2022-03-08T01:39:05.8Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1627752,,,1610612757,29,12,2022-03-08T01:39:26Z,1730000,,,0,,T. Prince shooting personal FOUL (1 PF) (McLemore 3 FT),"[1627752, 203463]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,1628171.0,1.0,0.0,McLemore,203463.0,,,,,,,,,,,,,,,,
177,PT00M49.30S,2022-03-08T01:39:38.4Z,1,REGULAR,freethrow,1 of 3,[],203463,,,1610612757,29,13,2022-03-08T01:39:38Z,1750000,,,0,,B. McLemore Free Throw 1 of 3 (1 PTS),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
178,PT00M49.30S,2022-03-08T01:39:58.1Z,1,REGULAR,freethrow,2 of 3,[],203463,,,1610612757,29,14,2022-03-08T01:39:58Z,1760000,,,0,,B. McLemore Free Throw 2 of 3 (2 PTS),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
182,PT00M49.30S,2022-03-08T01:40:21.3Z,1,REGULAR,freethrow,3 of 3,[],203463,,,1610612757,29,15,2022-03-08T01:40:21Z,1770000,,,0,,B. McLemore Free Throw 3 of 3 (3 PTS),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
183,PT00M37.00S,2022-03-08T01:40:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,5.075558475689881,50.0,1610612750,31,15,2022-03-08T01:40:44Z,1780000,0.0,-5.0,1,left,J. McLaughlin reverse Layup (2 PTS) (J. Nowell 1 AST),"[1629162, 1629669]",1610612750.0,MIN,reverse,,,McLaughlin,J. McLaughlin,,,,,,,,,,Made,2.0,,0.48,,,,J. Nowell,1629669.0,1.0,,,,,,
185,PT00M32.10S,2022-03-08T01:40:48.6Z,1,REGULAR,foul,offensive,['inpenalty'],203463,,,1610612757,31,15,2022-03-08T01:40:57Z,1800000,,,0,,B. McLemore offensive FOUL (1 PF),"[203463, 1629162]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,2002.0,1.0,0.0,McLaughlin,1629162.0,,,,,,,,,,,,,,,,
187,PT00M32.10S,2022-03-08T01:40:48.6Z,1,REGULAR,turnover,offensive foul,[],203463,,,1610612757,31,15,2022-03-08T01:40:48Z,1820000,,,0,,B. McLemore offensive foul TURNOVER (2 TO),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,2002.0,,,,,,,,,,,,,,,,,2.0,,,
188,PT00M18.10S,2022-03-08T01:41:14.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626157,7.5722733245729295,51.470588235294116,1610612750,31,15,2022-03-08T01:41:20Z,1830000,-7.0,19.0,1,left,MISS K. Towns driving Layup,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,,,,,,Missed,,,2.01,,,,,,,,,,,,
189,PT00M16.40S,2022-03-08T01:41:16.5Z,1,REGULAR,rebound,defensive,[],1630535,,,1610612757,31,15,2022-03-08T01:41:16Z,1840000,,,0,,G. Brown III REBOUND (Off:0 Def:2),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,188.0,,2.0,2.0,0.0,,,,,,,,,
190,PT00M00.00S,2022-03-08T01:41:37.6Z,1,REGULAR,period,end,[],0,,,1610612757,31,15,2022-03-08T01:41:37Z,1850000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2022-03-08T01:43:51.8Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612757,31,15,2022-03-08T01:44:19Z,1860000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2022-03-08T01:43:51.8Z,2,REGULAR,substitution,out,['startperiod'],1630535,,,1610612757,31,15,2022-03-08T01:44:19Z,1870000,,,0,,SUB out: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2022-03-08T01:43:51.8Z,2,REGULAR,substitution,out,['startperiod'],1630553,,,1610612757,31,15,2022-03-08T01:44:19Z,1880000,,,0,,SUB out: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2022-03-08T01:43:51.8Z,2,REGULAR,substitution,out,['startperiod'],203463,,,1610612757,31,15,2022-03-08T01:44:19Z,1890000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2022-03-08T01:43:51.8Z,2,REGULAR,substitution,in,['startperiod'],1629675,,,1610612757,31,15,2022-03-08T01:44:19Z,1900000,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2022-03-08T01:43:51.8Z,2,REGULAR,substitution,in,['startperiod'],1630314,,,1610612757,31,15,2022-03-08T01:44:19Z,1910000,,,0,,SUB in: B. Williams,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2022-03-08T01:43:51.8Z,2,REGULAR,substitution,in,['startperiod'],1628404,,,1610612757,31,15,2022-03-08T01:44:19Z,1920000,,,0,,SUB in: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2022-03-08T01:43:51.8Z,2,REGULAR,substitution,in,['startperiod'],1629604,,,1610612757,31,15,2022-03-08T01:44:19Z,1930000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2022-03-08T01:44:17.3Z,2,REGULAR,period,start,[],0,,,1610612757,31,15,2022-03-08T01:44:19Z,1940000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT11M48.00S,2022-03-08T01:44:30.8Z,2,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612757,31,15,2022-03-08T01:44:38Z,1950000,,,0,,N. Reid shooting personal FOUL (1 PF) (Williams 2 FT),"[1629675, 1630314]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,2002.0,1.0,0.0,Williams,1630314.0,,,,,,,,,,,,,,,,
202,PT11M48.00S,2022-03-08T01:44:59.1Z,2,REGULAR,freethrow,1 of 2,[],1630314,,,1610612757,31,16,2022-03-08T01:44:59Z,1970000,,,0,,B. Williams Free Throw 1 of 2 (3 PTS),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
203,PT11M48.00S,2022-03-08T01:45:15.4Z,2,REGULAR,freethrow,2 of 2,[],1630314,,,1610612757,31,17,2022-03-08T01:45:15Z,1980000,,,0,,B. Williams Free Throw 2 of 2 (4 PTS),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
204,PT11M41.00S,2022-03-08T01:45:24.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627752,5.995400788436268,51.470588235294116,1610612750,33,17,2022-03-08T01:45:29Z,1990000,-7.0,4.0,1,left,T. Prince driving Layup (5 PTS) (J. McLaughlin 2 AST),"[1627752, 1629162]",1610612750.0,MIN,driving,,,Prince,T. Prince,,,,,,,,,,Made,5.0,,0.84,,,,J. McLaughlin,1629162.0,2.0,,,,,,
206,PT11M26.00S,2022-03-08T01:45:37.8Z,2,REGULAR,2pt,Jump Shot,[],1630314,94.69448094612353,75.73529411764706,1610612757,33,19,2022-03-08T01:45:44Z,2010000,129.0,-3.0,1,right,B. Williams 12' fadeaway Jump Shot (6 PTS),[1630314],1610612757.0,POR,fadeaway,,,Williams,B. Williams,,,,,,,,,,Made,6.0,,12.87,,,,,,,,,,,,
207,PT11M11.00S,2022-03-08T01:45:53.3Z,2,REGULAR,3pt,Jump Shot,[],1629162,28.465834428383708,22.30392156862745,1610612750,36,19,2022-03-08T01:45:57Z,2020000,138.0,215.0,1,left,J. McLaughlin 25' 3PT  (5 PTS) (M. Beasley 1 AST),"[1629162, 1627736]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,Made,5.0,,25.58,,,,M. Beasley,1627736.0,1.0,,,,,,
209,PT10M55.00S,2022-03-08T01:46:09.2Z,2,REGULAR,turnover,bad pass,[],1630570,,,1610612757,36,19,2022-03-08T01:46:24Z,2040000,,,0,,T. Watford bad pass TURNOVER (1 TO),"[1630570, 1629162]",1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,1.0,McLaughlin,1629162.0,
210,PT10M55.00S,2022-03-08T01:46:09.2Z,2,REGULAR,steal,,[],1629162,,,1610612750,36,19,2022-03-08T01:46:10Z,2050000,,,0,,J. McLaughlin STEAL (1 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT10M52.00S,2022-03-08T01:46:12.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629162,22.946780551905388,85.7843137254902,1610612750,36,19,2022-03-08T01:46:30Z,2060000,-179.0,163.0,1,left,MISS J. McLaughlin 24' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,Missed,,,24.22,,,,,,,,,,,,
212,PT10M49.00S,2022-03-08T01:46:15.6Z,2,REGULAR,rebound,defensive,[],1630314,,,1610612757,36,19,2022-03-08T01:54:58Z,2070000,,,0,,B. Williams REBOUND (Off:1 Def:3),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,211.0,,4.0,3.0,1.0,,,,,,,,,
276,PT10M49.00S,2022-03-08T01:46:18.0Z,2,REGULAR,turnover,bad pass,[],1630314,,,1610612757,36,19,2022-03-08T01:57:13Z,2075000,,,0,,B. Williams bad pass TURNOVER (2 TO),"[1630314, 1629675]",1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,2.0,Reid,1629675.0,
277,PT10M49.00S,2022-03-08T01:46:18.0Z,2,REGULAR,steal,,[],1629675,,,1610612750,36,19,2022-03-08T01:57:13Z,2077500,,,0,,N. Reid STEAL (1 STL),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT10M49.00S,2022-03-08T01:46:23.5Z,2,REGULAR,foul,personal,['2freethrow'],1629604,,,1610612750,36,19,2022-03-08T01:46:33Z,2080000,,,0,,C. Elleby shooting personal FOUL (1 PF) (Reid 2 FT),"[1629604, 1629675]",1610612757.0,POR,shooting,,,Elleby,C. Elleby,,,,,1628171.0,1.0,0.0,Reid,1629675.0,,,,,,,,,,,,,,,,
215,PT10M49.00S,2022-03-08T01:46:44.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629675,,,1610612750,37,19,2022-03-08T01:57:13Z,2100000,,,0,,N. Reid Free Throw 1 of 2 (1 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
216,PT10M49.00S,2022-03-08T01:47:03.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629675,,,1610612750,38,19,2022-03-08T01:57:13Z,2110000,,,0,,N. Reid Free Throw 2 of 2 (2 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
217,PT10M30.00S,2022-03-08T01:47:24.4Z,2,REGULAR,2pt,Jump Shot,[],1630570,92.59198423127464,66.66666666666666,1610612757,38,19,2022-03-08T01:47:36Z,2120000,83.0,17.0,1,right,MISS T. Watford 8' turnaround Shot,[1630570],1610612757.0,POR,turnaround,,,Watford,T. Watford,,,,,,,,,,Missed,,,8.5,,,,,,,,,,,,
218,PT10M28.00S,2022-03-08T01:47:26.4Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,38,19,2022-03-08T01:47:36Z,2130000,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,217.0,,1.0,1.0,0.0,,,,,,,,,
219,PT10M24.00S,2022-03-08T01:47:30.7Z,2,REGULAR,3pt,Jump Shot,[],1627752,6.258212877792378,94.6078431372549,1610612750,38,19,2022-03-08T01:47:46Z,2140000,-223.0,6.0,1,left,MISS T. Prince 3PT,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,Missed,,,22.31,,,,,,,,,,,,
220,PT10M20.00S,2022-03-08T01:47:34.7Z,2,REGULAR,rebound,defensive,[],1629604,,,1610612757,38,19,2022-03-08T01:47:46Z,2150000,,,0,,C. Elleby REBOUND (Off:0 Def:1),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,219.0,,1.0,1.0,0.0,,,,,,,,,
221,PT10M20.00S,2022-03-08T01:47:35.6Z,2,REGULAR,turnover,out-of-bounds,[],1629604,,,1610612757,38,19,2022-03-08T01:47:54Z,2160000,,,0,,C. Elleby lost ball out-of-bounds TURNOVER (1 TO),[1629604],1610612757.0,POR,lost ball,,,Elleby,C. Elleby,,,,,2002.0,,,,,,,,,,,,,,,,,1.0,,,
222,PT10M12.00S,2022-03-08T01:48:08.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629669,12.565703022339028,54.41176470588235,1610612750,40,19,2022-03-08T01:53:12Z,2170000,-22.0,66.0,1,left,J. Nowell 6' driving floating Jump Shot (4 PTS),[1629669],1610612750.0,MIN,driving floating,,,Nowell,J. Nowell,,,,,,,,,,Made,4.0,,6.92,,,,,,,,,,,,
223,PT09M58.00S,2022-03-08T01:48:21.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630314,83.39356110381078,38.23529411764706,1610612757,40,21,2022-03-08T01:48:26Z,2180000,-59.0,104.0,1,right,B. Williams 11' driving floating Jump Shot (8 PTS),[1630314],1610612757.0,POR,driving floating,,,Williams,B. Williams,,,,,,,,,,Made,8.0,,11.91,,,,,,,,,,,,
224,PT09M50.00S,2022-03-08T01:48:29.4Z,2,REGULAR,3pt,Jump Shot,[],1627736,22.421156373193167,10.784313725490197,1610612750,40,21,2022-03-08T01:48:34Z,2190000,196.0,158.0,1,left,MISS M. Beasley 25' 3PT,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,Missed,,,25.2,,,,,,,,,,,,
225,PT09M48.00S,2022-03-08T01:48:31.4Z,2,REGULAR,rebound,defensive,[],1630190,,,1610612757,40,21,2022-03-08T01:48:34Z,2200000,,,0,,E. Hughes REBOUND (Off:0 Def:1),[1630190],1610612757.0,POR,,,,Hughes,E. Hughes,,,,,,,,,,,,224.0,,1.0,1.0,0.0,,,,,,,,,
226,PT09M40.00S,2022-03-08T01:48:40.7Z,2,REGULAR,2pt,Jump Shot,[],1630190,83.52496714848883,73.52941176470588,1610612757,40,21,2022-03-08T01:48:44Z,2210000,118.0,102.0,1,right,MISS E. Hughes 15' pullup Shot,[1630190],1610612757.0,POR,pullup,,,Hughes,E. Hughes,,,,,,,,,,Missed,,,15.59,,,,,,,,,,,,
227,PT09M36.00S,2022-03-08T01:48:44.7Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,40,21,2022-03-08T01:48:44Z,2220000,,,0,,N. Reid REBOUND (Off:0 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,226.0,,2.0,2.0,0.0,,,,,,,,,
228,PT09M33.00S,2022-03-08T01:48:50.1Z,2,REGULAR,foul,offensive,[],1629675,,,1610612750,40,21,2022-03-08T01:48:56Z,2230000,,,0,,N. Reid offensive FOUL (2 PF),"[1629675, 1630190]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,1628171.0,2.0,0.0,Hughes,1630190.0,,,,,,,,,,,,,,,,
230,PT09M33.00S,2022-03-08T01:48:50.1Z,2,REGULAR,turnover,offensive foul,[],1629675,,,1610612750,40,21,2022-03-08T01:48:50Z,2250000,,,0,,N. Reid offensive foul TURNOVER (1 TO),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,1628171.0,,,,,,,,,,,,,,,,,1.0,,,
231,PT09M33.00S,2022-03-08T01:48:55.6Z,2,REGULAR,substitution,out,[],1627736,,,1610612757,40,21,2022-03-08T01:49:02Z,2260000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT09M33.00S,2022-03-08T01:48:55.6Z,2,REGULAR,substitution,in,[],1630183,,,1610612757,40,21,2022-03-08T01:49:02Z,2270000,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT09M11.00S,2022-03-08T01:49:46.8Z,2,REGULAR,foul,personal,['2freethrow'],1629675,,,1610612757,40,21,2022-03-08T01:49:51Z,2300000,,,0,,N. Reid shooting personal FOUL (3 PF) (Williams 2 FT),"[1629675, 1630314]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,1628171.0,3.0,0.0,Williams,1630314.0,,,,,,,,,,,,,,,,
237,PT09M11.00S,2022-03-08T01:50:04.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630314,,,1610612757,40,21,2022-03-08T01:50:04Z,2320000,,,0,,MISS B. Williams Free Throw 1 of 2,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,Missed,,,,,,,,,,,,,,,
238,PT09M11.00S,2022-03-08T01:50:04.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,40,21,2022-03-08T01:50:04Z,2330000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,237.0,,,,,,,,,,,,,
239,PT09M11.00S,2022-03-08T01:50:10.8Z,2,REGULAR,substitution,out,[],1629675,,,1610612757,40,21,2022-03-08T01:50:14Z,2340000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT09M11.00S,2022-03-08T01:50:10.8Z,2,REGULAR,substitution,in,[],1629020,,,1610612757,40,21,2022-03-08T01:50:14Z,2350000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT09M11.00S,2022-03-08T01:50:33.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630314,,,1610612757,40,22,2022-03-08T01:50:33Z,2360000,,,0,,B. Williams Free Throw 2 of 2 (9 PTS),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
242,PT08M57.00S,2022-03-08T01:50:47.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629162,6.258212877792378,48.529411764705884,1610612750,40,22,2022-03-08T01:50:51Z,2370000,7.0,6.0,1,left,MISS J. McLaughlin driving Layup,[1629162],1610612750.0,MIN,driving,,,McLaughlin,J. McLaughlin,,,,,,,,,,Missed,,,0.97,,,,,,,,,,,,
243,PT08M55.00S,2022-03-08T01:50:49.7Z,2,REGULAR,rebound,defensive,[],1630314,,,1610612757,40,22,2022-03-08T01:50:51Z,2380000,,,0,,B. Williams REBOUND (Off:1 Def:4),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,242.0,,5.0,4.0,1.0,,,,,,,,,
244,PT08M51.00S,2022-03-08T01:50:57.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,40,22,2022-03-08T01:50:57Z,2390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M45.00S,2022-03-08T01:51:21.0Z,2,REGULAR,3pt,Jump Shot,[],1630314,69.07030223390277,62.99019607843137,1610612757,40,25,2022-03-08T01:51:27Z,2400000,65.0,238.0,1,right,B. Williams 24' 3PT step back (12 PTS),[1630314],1610612757.0,POR,step back,,,Williams,B. Williams,,,,,,,,,,Made,12.0,,24.69,,,,,,,,,,,,
246,PT08M27.00S,2022-03-08T01:51:39.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,5.863994743758213,50.98039215686274,1610612750,40,25,2022-03-08T01:55:31Z,2410000,-5.0,3.0,1,left,MISS J. Vanderbilt finger roll Layup,[1629020],1610612750.0,MIN,finger roll,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,Missed,,,0.55,,,,,,,,,,,,
247,PT08M25.00S,2022-03-08T01:51:41.2Z,2,REGULAR,rebound,defensive,[],1630190,,,1610612757,40,25,2022-03-08T01:51:42Z,2420000,,,0,,E. Hughes REBOUND (Off:0 Def:2),[1630190],1610612757.0,POR,,,,Hughes,E. Hughes,,,,,,,,,,,,246.0,,2.0,2.0,0.0,,,,,,,,,
248,PT08M19.00S,2022-03-08T01:51:47.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629604,94.30026281208936,50.0,1610612757,40,27,2022-03-08T01:51:52Z,2430000,0.0,1.0,1,right,C. Elleby reverse Layup (4 PTS) (B. Williams 1 AST),"[1629604, 1630314]",1610612757.0,POR,reverse,,,Elleby,C. Elleby,,,,,,,,,,Made,4.0,,0.11,,,,B. Williams,1630314.0,1.0,,,,,,
250,PT08M06.00S,2022-03-08T01:51:58.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629669,15.982260183968464,50.0,1610612750,42,27,2022-03-08T01:52:03Z,2450000,0.0,98.0,1,left,J. Nowell 9' pullup Jump Shot (6 PTS),[1629669],1610612750.0,MIN,pullup,,,Nowell,J. Nowell,,,,,,,,,,Made,6.0,,9.77,,,,,,,,,,,,
251,PT07M56.00S,2022-03-08T01:52:09.3Z,2,REGULAR,3pt,Jump Shot,[],1628404,71.43561103810775,20.833333333333336,1610612757,42,27,2022-03-08T01:52:13Z,2460000,-146.0,216.0,1,right,MISS J. Hart 26' 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,Missed,,,26.06,,,,,,,,,,,,
252,PT07M54.00S,2022-03-08T01:52:11.3Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,42,27,2022-03-08T01:52:13Z,2470000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,251.0,,2.0,1.0,1.0,,,,,,,,,
253,PT07M48.00S,2022-03-08T01:52:17.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,8.754927726675426,58.82352941176471,1610612750,42,27,2022-03-08T01:56:47Z,2480000,-44.0,30.0,1,left,MISS J. McDaniels driving floating Shot,[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,,,,,,Missed,,,5.32,,,,,,,,,,,,
254,PT07M47.00S,2022-03-08T01:52:19.1Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,42,27,2022-03-08T01:52:19Z,2490000,,,0,,J. Vanderbilt REBOUND (Off:2 Def:5),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,253.0,,7.0,5.0,2.0,,,,,,,,,
255,PT07M43.00S,2022-03-08T01:52:23.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629162,25.312089356110377,17.647058823529413,1610612750,42,27,2022-03-08T01:52:32Z,2500000,162.0,185.0,1,left,MISS J. McLaughlin 24' 3PT,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,Missed,,,24.61,,,,,,,,,,,,
256,PT07M39.00S,2022-03-08T01:52:27.3Z,2,REGULAR,rebound,defensive,[],1630314,,,1610612757,42,27,2022-03-08T01:52:32Z,2510000,,,0,,B. Williams REBOUND (Off:1 Def:5),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,255.0,,6.0,5.0,1.0,,,,,,,,,
257,PT07M32.00S,2022-03-08T01:52:34.4Z,2,REGULAR,turnover,lost ball,[],1628404,,,1610612757,42,27,2022-03-08T01:52:42Z,2520000,,,0,,J. Hart lost ball TURNOVER (1 TO),"[1628404, 1629162]",1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,1.0,McLaughlin,1629162.0,
258,PT07M32.00S,2022-03-08T01:52:34.4Z,2,REGULAR,steal,,[],1629162,,,1610612750,42,27,2022-03-08T01:54:15Z,2530000,,,0,,J. McLaughlin STEAL (2 STL),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,
