actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
173,PT10M05.00S,2022-11-16T03:40:04.4Z,2,REGULAR,rebound,defensive,[],1629646,,,1610612759,32,36,2022-11-16T03:40:06Z,1720000,False,,,0,,C. Bassey REBOUND (Off:2 Def:2),[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Mid-Range,16-24 Left Center,,,,,,172.0,4.0,2.0,2.0,,,,,,,,,,,
174,PT10M00.00S,2022-11-16T03:40:17.5Z,2,REGULAR,foul,personal,[],1629014,,,1610612759,32,36,2022-11-16T03:40:22Z,1730000,False,,,0,,A. Simons personal FOUL (1 PF),"[1629014, 1631110]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,8-16 Right,2714.0,,,,,,,,,,,,,,,,1.0,0.0,Sochan,1631110.0
176,PT10M00.00S,2022-11-16T03:40:22.0Z,2,REGULAR,substitution,out,[],1626196,,,1610612759,32,36,2022-11-16T03:40:26Z,1750000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M00.00S,2022-11-16T03:40:22.0Z,2,REGULAR,substitution,out,[],1629646,,,1610612759,32,36,2022-11-16T03:40:26Z,1760000,False,,,0,,SUB out: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M00.00S,2022-11-16T03:40:22.0Z,2,REGULAR,substitution,in,[],1627751,,,1610612759,32,36,2022-11-16T03:40:26Z,1770000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M00.00S,2022-11-16T03:40:22.0Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,32,36,2022-11-16T03:40:26Z,1780000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M51.00S,2022-11-16T03:40:42.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,6.1268068331143235,51.225490196078425,1610612759,32,38,2022-11-16T03:40:45Z,1790000,False,-6.0,5.0,1,left,D. Vassell driving Layup (13 PTS) (J. Poeltl 3 AST),"[1630170, 1627751]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,,,0.8,Made,13.0,,,,,J. Poeltl,1627751.0,3.0,,,,,,,,
181,PT09M41.00S,2022-11-16T03:40:58.3Z,2,REGULAR,foul,offensive,[],203994,,,1610612757,32,38,2022-11-16T03:41:12Z,1800000,False,,,0,,J. Nurkic offensive FOUL (2 PF),"[203994, 1630200]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Center,2714.0,,,,,,,,,,,,,,,,2.0,0.0,Jones,1630200.0
183,PT09M41.00S,2022-11-16T03:40:58.3Z,2,REGULAR,turnover,offensive foul,[],203994,,,1610612757,32,38,2022-11-16T03:40:58Z,1820000,False,,,0,,J. Nurkic offensive foul TURNOVER (1 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Mid-Range,16-24 Center,2714.0,1.0,,,,,,,,,,,,,,,,,,
184,PT09M29.00S,2022-11-16T03:41:22.2Z,2,REGULAR,foul,offensive,[],1630170,,,1610612759,32,38,2022-11-16T03:41:27Z,1830000,False,,,0,,D. Vassell offensive FOUL (1 PF),"[1630170, 1629642]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,2714.0,,,,,,,,,,,,,,,,1.0,0.0,Little,1629642.0
186,PT09M29.00S,2022-11-16T03:41:22.2Z,2,REGULAR,turnover,offensive foul,[],1630170,,,1610612759,32,38,2022-11-16T03:41:22Z,1850000,False,,,0,,D. Vassell offensive foul TURNOVER (2 TO),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,2714.0,2.0,,,,,,,,,,,,,,,,,,
187,PT09M29.00S,2022-11-16T03:41:27.2Z,2,REGULAR,substitution,out,[],1630170,,,1610612757,32,38,2022-11-16T03:41:30Z,1860000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M29.00S,2022-11-16T03:41:27.2Z,2,REGULAR,substitution,in,[],1629676,,,1610612757,32,38,2022-11-16T03:41:30Z,1870000,False,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M23.00S,2022-11-16T03:41:50.4Z,2,REGULAR,foul,personal,[],1627751,,,1610612757,32,38,2022-11-16T03:41:55Z,1880000,False,,,0,,J. Poeltl personal FOUL (1 PF),"[1627751, 203994]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Mid-Range,16-24 Left Center,202053.0,,,,,,,,,,,,,,,,1.0,0.0,Nurkic,203994.0
191,PT09M19.00S,2022-11-16T03:42:09.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629642,71.82982917214193,82.1078431372549,1610612757,32,38,2022-11-16T03:42:15Z,1900000,False,161.0,212.0,1,right,MISS N. Little 26' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Right Center,,,26.61,Missed,,,,,,,,,,,,,,,,
192,PT09M14.00S,2022-11-16T03:42:14.3Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612759,32,38,2022-11-16T03:42:15Z,1910000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,191.0,2.0,2.0,0.0,,,,,,,,,,,
193,PT09M09.00S,2022-11-16T03:42:18.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629676,11.777266754270697,3.1862745098039214,1610612759,32,38,2022-11-16T03:42:27Z,1920000,False,234.0,58.0,1,left,MISS I. Roby 24' running 3PT,[1629676],1610612759.0,SAS,running,,,Roby,I. Roby,,,,,Right Corner 3,24+ Right,,,24.12,Missed,,,,,,,,,,,,,,,,
194,PT09M05.00S,2022-11-16T03:42:22.0Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,32,38,2022-11-16T03:42:27Z,1930000,False,,,0,,N. Little REBOUND (Off:0 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Right Corner 3,24+ Right,,,,,,193.0,2.0,2.0,0.0,,,,,,,,,,,
196,PT08M55.00S,2022-11-16T03:42:49.6Z,2,REGULAR,2pt,Jump Shot,[],1629014,89.83245729303549,20.34313725490196,1610612757,32,38,2022-11-16T03:42:55Z,1950000,False,-148.0,43.0,1,right,MISS A. Simons 15' step back Shot,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,,,15.44,Missed,,,,,,,,,,,,,,,,
197,PT08M52.00S,2022-11-16T03:42:52.6Z,2,REGULAR,rebound,defensive,[],1631110,,,1610612759,32,38,2022-11-16T03:42:55Z,1960000,False,,,0,,J. Sochan REBOUND (Off:0 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,8-16 Left,,,,,,196.0,2.0,2.0,0.0,,,,,,,,,,,
198,PT08M47.00S,2022-11-16T03:42:58.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629676,6.258212877792378,50.245098039215684,1610612759,32,40,2022-11-16T03:43:15Z,1970000,False,-1.0,6.0,1,left,I. Roby running DUNK (2 PTS) (T. Jones 3 AST),"[1629676, 1630200]",1610612759.0,SAS,running,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,,,0.64,Made,2.0,,,,,T. Jones,1630200.0,3.0,,,,,,,,
200,PT08M47.00S,2022-11-16T03:43:00.6Z,2,REGULAR,foul,personal,['1freethrow'],1629014,,,1610612759,32,40,2022-11-16T03:43:07Z,1990000,False,,,0,,A. Simons shooting personal FOUL (2 PF) (Roby 1 FT),"[1629014, 1629676]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,2714.0,,,,,,,,,,,,,,,,2.0,0.0,Roby,1629676.0
202,PT08M47.00S,2022-11-16T03:43:07.9Z,2,REGULAR,substitution,out,[],1629014,,,1610612759,32,40,2022-11-16T03:43:37Z,2010000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M47.00S,2022-11-16T03:43:07.9Z,2,REGULAR,substitution,out,[],1630570,,,1610612759,32,40,2022-11-16T03:43:37Z,2020000,False,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M47.00S,2022-11-16T03:43:07.9Z,2,REGULAR,substitution,out,[],1629642,,,1610612759,32,40,2022-11-16T03:43:37Z,2030000,False,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M47.00S,2022-11-16T03:43:07.9Z,2,REGULAR,substitution,in,[],203081,,,1610612759,32,40,2022-11-16T03:43:37Z,2040000,False,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M47.00S,2022-11-16T03:43:07.9Z,2,REGULAR,substitution,in,[],1628404,,,1610612759,32,40,2022-11-16T03:43:37Z,2050000,False,,,0,,SUB in: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M47.00S,2022-11-16T03:43:07.9Z,2,REGULAR,substitution,in,[],203924,,,1610612759,32,40,2022-11-16T03:43:37Z,2060000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M47.00S,2022-11-16T03:43:35.5Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1629676,,,1610612759,32,40,2022-11-16T03:43:37Z,2070000,False,,,0,,MISS I. Roby Free Throw 1 of 1,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
209,PT08M44.00S,2022-11-16T03:43:38.5Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,32,40,2022-11-16T03:43:37Z,2080000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,208.0,1.0,1.0,0.0,,,,,,,,,,,
210,PT08M26.00S,2022-11-16T03:43:54.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,93.9060446780552,46.568627450980394,1610612757,34,40,2022-11-16T03:43:58Z,2090000,False,-17.0,5.0,1,right,D. Lillard driving Layup (7 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,1.79,Made,7.0,,,,,,,,,,,,,,,
211,PT08M26.00S,2022-11-16T03:44:00.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,34,40,2022-11-16T03:44:00Z,2100000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M26.00S,2022-11-16T03:46:08.7Z,2,REGULAR,substitution,out,[],203994,,,1610612759,34,40,2022-11-16T03:46:36Z,2110000,False,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M26.00S,2022-11-16T03:46:08.7Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,34,40,2022-11-16T03:46:36Z,2120000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M26.00S,2022-11-16T03:46:08.7Z,2,REGULAR,substitution,in,[],1629234,,,1610612759,34,40,2022-11-16T03:46:36Z,2130000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M26.00S,2022-11-16T03:46:08.7Z,2,REGULAR,substitution,in,[],1628966,,,1610612759,34,40,2022-11-16T03:46:36Z,2140000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M04.00S,2022-11-16T03:47:14.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,5.601182654402102,49.01960784313725,1610612759,34,42,2022-11-16T03:47:25Z,2150000,False,5.0,0.0,1,left,J. Poeltl Layup (11 PTS) (K. Johnson 3 AST),"[1627751, 1629640]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,0.49,Made,11.0,,,,,K. Johnson,1629640.0,3.0,,,,,,,,
218,PT08M04.00S,2022-11-16T03:47:16.8Z,2,REGULAR,foul,personal,['1freethrow'],1628404,,,1610612759,34,42,2022-11-16T03:47:23Z,2170000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Poeltl 1 FT),"[1628404, 1627751]",1610612757.0,POR,shooting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,202053.0,,,,,,,,,,,,,,,,1.0,0.0,Poeltl,1627751.0
220,PT08M04.00S,2022-11-16T03:47:43.8Z,2,REGULAR,freethrow,1 of 1,[],1627751,,,1610612759,34,42,2022-11-16T03:47:47Z,2190000,False,,,0,,MISS J. Poeltl Free Throw 1 of 1,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
221,PT08M00.00S,2022-11-16T03:47:47.8Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,34,42,2022-11-16T03:47:47Z,2200000,False,,,0,,J. Grant REBOUND (Off:0 Def:3),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,220.0,3.0,3.0,0.0,,,,,,,,,,,
222,PT07M44.00S,2022-11-16T03:48:02.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,83.39356110381078,40.19607843137255,1610612757,36,42,2022-11-16T03:48:13Z,2210000,False,-49.0,104.0,1,right,S. Sharpe 11' pullup Jump Shot (12 PTS),[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,11.46,Made,12.0,,,,,,,,,,,,,,,
223,PT07M31.00S,2022-11-16T03:48:14.9Z,2,REGULAR,turnover,lost ball,[],1627751,,,1610612759,36,42,2022-11-16T04:01:21Z,2220000,False,,,0,,J. Poeltl lost ball TURNOVER (3 TO),"[1627751, 1628404]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Left,,3.0,,,,,,,,,,,Hart,1628404.0,,,,,,
224,PT07M31.00S,2022-11-16T03:48:14.9Z,2,REGULAR,steal,,[],1628404,,,1610612757,36,42,2022-11-16T03:48:16Z,2230000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
226,PT07M29.00S,2022-11-16T03:48:19.1Z,2,REGULAR,foul,personal,['2freethrow'],1629676,,,1610612757,36,42,2022-11-16T03:48:33Z,2240000,False,,,0,,I. Roby shooting personal FOUL (1 PF) (Sharpe 2 FT),"[1629676, 1631101]",1610612759.0,SAS,shooting,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,202053.0,,,,,,,,,,,,,,,,1.0,0.0,Sharpe,1631101.0
228,PT07M29.00S,2022-11-16T03:48:49.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631101,,,1610612757,36,42,2022-11-16T03:48:49Z,2260000,False,,,0,,MISS S. Sharpe Free Throw 1 of 2,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
229,PT07M29.00S,2022-11-16T03:48:49.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,36,42,2022-11-16T03:48:49Z,2270000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,228.0,,,,,,,,,,,,,,
230,PT07M29.00S,2022-11-16T03:49:02.8Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631101,,,1610612757,37,42,2022-11-16T03:49:02Z,2280000,False,,,0,,S. Sharpe Free Throw 2 of 2 (13 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
231,PT07M08.00S,2022-11-16T03:49:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629676,7.178055190538765,61.51960784313726,1610612759,37,42,2022-11-16T03:49:30Z,2290000,False,-58.0,15.0,1,left,MISS I. Roby Layup,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,In The Paint (Non-RA),0-8 Center,,,5.95,Missed,,,,,,,,,,,,,,,,
232,PT07M06.00S,2022-11-16T03:49:25.7Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,37,42,2022-11-16T03:49:30Z,2300000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:2),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,231.0,4.0,2.0,2.0,,,,,,,,,,,
233,PT07M06.00S,2022-11-16T03:49:26.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,5.590000152587891,50.0,1610612759,37,42,2022-11-16T03:49:36Z,2310000,False,0.0,0.0,1,left,MISS J. Poeltl tip Layup,[1627751],1610612759.0,SAS,tip,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
234,PT07M04.00S,2022-11-16T03:49:28.6Z,2,REGULAR,rebound,offensive,[],1629676,,,1610612759,37,42,2022-11-16T03:49:28Z,2320000,False,,,0,,I. Roby REBOUND (Off:1 Def:0),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,Mid-Range,8-16 Left,,,,,,233.0,1.0,0.0,1.0,,,,,,,,,,,
235,PT07M04.00S,2022-11-16T03:49:29.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629676,8.09789750328515,49.754901960784316,1610612759,37,44,2022-11-16T03:49:34Z,2330000,False,1.0,24.0,1,left,I. Roby putback Layup (4 PTS),[1629676],1610612759.0,SAS,putback,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,,,2.36,Made,4.0,,,,,,,,,,,,,,,
236,PT06M50.00S,2022-11-16T03:49:42.6Z,2,REGULAR,3pt,Jump Shot,[],203924,65.39093298291722,51.470588235294116,1610612757,40,44,2022-11-16T03:49:50Z,2340000,False,7.0,273.0,1,right,J. Grant 27' 3PT  (12 PTS) (J. Hart 2 AST),"[203924, 1628404]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Center,,,27.29,Made,12.0,,,,,J. Hart,1628404.0,2.0,,,,,,,,
238,PT06M47.00S,2022-11-16T03:49:55.2Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612759,40,44,2022-11-16T03:50:00Z,2360000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612757.0,POR,,,,,,,,,,,,1627519.0,,,,,,,,,,,,,,,,,,,
239,PT06M37.00S,2022-11-16T03:50:05.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631110,6.915243101182654,48.28431372549019,1610612759,40,46,2022-11-16T03:50:11Z,2370000,False,9.0,13.0,1,left,J. Sochan driving DUNK (4 PTS) (K. Bates-Diop 2 AST),"[1631110, 1628966]",1610612759.0,SAS,driving,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,1.52,Made,4.0,,,,,K. Bates-Diop,1628966.0,2.0,,,,,,,,
241,PT06M27.00S,2022-11-16T03:50:22.1Z,2,REGULAR,foul,personal,[],1631110,,,1610612757,40,46,2022-11-16T03:50:31Z,2390000,False,,,0,,J. Sochan personal FOUL (1 PF),"[1631110, 203081]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Center,1627519.0,,,,,,,,,,,,,,,,1.0,0.0,Lillard,203081.0
243,PT06M27.00S,2022-11-16T03:50:26.7Z,2,REGULAR,substitution,out,[],1627751,,,1610612757,40,46,2022-11-16T03:50:28Z,2410000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M27.00S,2022-11-16T03:50:26.7Z,2,REGULAR,substitution,in,[],1629646,,,1610612757,40,46,2022-11-16T03:50:28Z,2420000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M20.00S,2022-11-16T03:50:46.4Z,2,REGULAR,3pt,Jump Shot,[],203081,65.39093298291722,20.098039215686274,1610612757,40,46,2022-11-16T03:50:51Z,2430000,False,-150.0,273.0,1,right,MISS D. Lillard 31' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,31.11,Missed,,,,,,,,,,,,,,,,
246,PT06M17.00S,2022-11-16T03:50:49.4Z,2,REGULAR,rebound,offensive,[],1628404,,,1610612757,40,46,2022-11-16T03:50:51Z,2440000,False,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,245.0,2.0,1.0,1.0,,,,,,,,,,,
247,PT06M16.00S,2022-11-16T03:50:51.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629234,93.77463863337714,51.225490196078425,1610612757,40,46,2022-11-16T03:50:56Z,2450000,False,6.0,6.0,1,right,MISS D. Eubanks alley-oop DUNK,[1629234],1610612757.0,POR,alley-oop,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,0.86,Missed,,,,,,,,,,,,,,,,
248,PT06M13.00S,2022-11-16T03:50:53.5Z,2,REGULAR,rebound,offensive,[],203924,,,1610612757,40,46,2022-11-16T03:50:53Z,2460000,False,,,0,,J. Grant REBOUND (Off:1 Def:3),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,247.0,4.0,3.0,1.0,,,,,,,,,,,
249,PT06M01.00S,2022-11-16T03:51:09.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612757,40,46,2022-11-16T03:52:26Z,2470000,False,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,202053.0,,,,,,,,,,,,,,,,,,,
250,PT06M01.00S,2022-11-16T03:51:25.1Z,2,REGULAR,substitution,out,[],1631101,,,1610612759,40,46,2022-11-16T03:51:31Z,2480000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M01.00S,2022-11-16T03:51:25.1Z,2,REGULAR,substitution,out,[],1628966,,,1610612759,40,46,2022-11-16T03:51:31Z,2490000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M01.00S,2022-11-16T03:51:25.1Z,2,REGULAR,substitution,in,[],1629014,,,1610612759,40,46,2022-11-16T03:51:31Z,2500000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M01.00S,2022-11-16T03:51:25.1Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,40,46,2022-11-16T03:51:31Z,2510000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M49.00S,2022-11-16T03:51:51.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629646,5.469776609724048,51.470588235294116,1610612759,40,48,2022-11-16T03:51:56Z,2520000,False,-7.0,-1.0,1,left,C. Bassey cutting Layup (4 PTS) (J. Sochan 4 AST),"[1629646, 1631110]",1610612759.0,SAS,cutting,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,0.75,Made,4.0,,,,,J. Sochan,1631110.0,4.0,,,,,,,,
256,PT05M37.00S,2022-11-16T03:52:07.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203081,92.06636005256242,45.34313725490196,1610612757,42,48,2022-11-16T03:52:16Z,2540000,False,-23.0,22.0,1,right,D. Lillard driving Layup (9 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,3.21,Made,9.0,,,,,,,,,,,,,,,
257,PT05M37.00S,2022-11-16T03:52:09.2Z,2,REGULAR,violation,defensive goaltending,[],1629646,,,1610612757,42,48,2022-11-16T03:52:41Z,2550000,False,,,0,,C. Bassey defensive goaltending VIOLATION,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,1627519.0,,,,,,,,,,,,,,,,,,,
258,PT05M27.00S,2022-11-16T03:52:29.1Z,2,REGULAR,turnover,out-of-bounds,[],1630170,,,1610612759,42,48,2022-11-16T03:52:35Z,2560000,False,,,0,,D. Vassell bad pass out-of-bounds TURNOVER (3 TO),[1630170],1610612759.0,SAS,bad pass,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,1627519.0,3.0,,,,,,,,,,,,,,,,,,
259,PT05M27.00S,2022-11-16T03:52:31.6Z,2,REGULAR,substitution,out,[],1631110,,,1610612757,42,48,2022-11-16T03:52:37Z,2570000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M27.00S,2022-11-16T03:52:31.6Z,2,REGULAR,substitution,in,[],203926,,,1610612757,42,48,2022-11-16T03:52:37Z,2580000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
