actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
174,PT00M07.00S,2022-10-27T02:39:39.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629216,,,1610612748,31,27,2022-10-27T02:39:39Z,1670000,,,0,,G. Vincent Free Throw 1 of 2 (3 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
175,PT00M07.00S,2022-10-27T02:39:56.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629216,,,1610612748,31,28,2022-10-27T02:39:56Z,1680000,,,0,,G. Vincent Free Throw 2 of 2 (4 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
176,PT00M00.00S,2022-10-27T02:40:06.4Z,1,REGULAR,2pt,Jump Shot,[],1626159,84.31340341655716,24.019607843137255,1610612757,31,28,2022-10-27T02:46:28Z,1690000,-130.0,95.0,1,right,MISS J. Winslow 16' turnaround fadeaway Shot,[1626159],1610612757.0,POR,turnaround fadeaway,,,Winslow,J. Winslow,,,,,Mid-Range,16-24 Left,16.09,Missed,,,,,,,,,,,,,,,,,,
177,PT00M00.00S,2022-10-27T02:40:06.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,31,28,2022-10-27T02:40:19Z,1700000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Mid-Range,16-24 Left,,,176.0,,,,,,,,,,,,,,,,,
178,PT00M00.00S,2022-10-27T02:40:16.6Z,1,REGULAR,period,end,[],0,,,1610612757,31,28,2022-10-27T02:40:16Z,1710000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-10-27T02:42:02.8Z,2,REGULAR,substitution,out,['startperiod'],203081,,,1610612757,31,28,2022-10-27T02:42:45Z,1720000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-10-27T02:42:02.8Z,2,REGULAR,substitution,out,['startperiod'],1629234,,,1610612757,31,28,2022-10-27T02:42:45Z,1730000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-10-27T02:42:02.8Z,2,REGULAR,substitution,in,['startperiod'],1629014,,,1610612757,31,28,2022-10-27T02:42:45Z,1740000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-10-27T02:42:02.8Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612757,31,28,2022-10-27T02:42:45Z,1750000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-10-27T02:43:01.1Z,2,REGULAR,period,start,[],0,,,1610612757,31,28,2022-10-27T02:43:01Z,1760000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M40.00S,2022-10-27T02:43:21.8Z,2,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612757,31,28,2022-10-27T02:43:47Z,1770000,,,0,,D. Robinson shooting personal FOUL (2 PF) (Sharpe 2 FT),"[1629130, 1631101]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628487.0,2.0,0.0,Sharpe,1631101.0,,,,,,
186,PT11M40.00S,2022-10-27T02:43:50.9Z,2,REGULAR,freethrow,1 of 2,[],1631101,,,1610612757,31,28,2022-10-27T02:44:12Z,1790000,,,0,,MISS S. Sharpe Free Throw 1 of 2,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
187,PT11M40.00S,2022-10-27T02:43:50.9Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,31,28,2022-10-27T02:44:12Z,1800000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,186.0,,,,,,,,,,,,,,,,,
188,PT11M40.00S,2022-10-27T02:43:50.9Z,2,REGULAR,freethrow,2 of 2,[],1631101,,,1610612757,31,28,2022-10-27T02:44:12Z,1810000,,,0,,MISS S. Sharpe Free Throw 2 of 2,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
189,PT11M38.00S,2022-10-27T02:43:52.9Z,2,REGULAR,rebound,offensive,[],1629642,,,1610612757,31,28,2022-10-27T02:44:12Z,1820000,,,0,,N. Little REBOUND (Off:1 Def:0),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,188.0,1.0,0.0,1.0,,,,,,,,,,,,,,
190,PT11M28.00S,2022-10-27T02:44:17.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629014,82.7365308804205,20.098039215686274,1610612757,33,28,2022-10-27T02:44:24Z,1830000,-150.0,110.0,1,right,A. Simons 18' step back Jump Shot (2 PTS),[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Mid-Range,16-24 Left Center,18.55,Made,,,,,,,,,,,,,2.0,,,,,
191,PT11M02.00S,2022-10-27T02:44:47.1Z,2,REGULAR,foul,offensive,[],1628389,,,1610612748,33,28,2022-10-27T02:44:58Z,1840000,,,0,,B. Adebayo charge offensive FOUL (2 PF),"[1628389, 1626159]",1610612748.0,MIA,charge,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,201246.0,2.0,0.0,Winslow,1626159.0,,,,,,
193,PT11M02.00S,2022-10-27T02:44:47.1Z,2,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,33,28,2022-10-27T02:44:47Z,1860000,,,0,,B. Adebayo offensive foul TURNOVER (2 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,2.0,,,201246.0,,,,,,,,,,
194,PT10M47.00S,2022-10-27T02:45:20.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,69.20170827858082,20.098039215686274,1610612757,33,28,2022-10-27T02:45:27Z,1870000,-150.0,237.0,1,right,MISS A. Simons 28' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,28.02,Missed,,,,,,,,,,,,,,,,,,
195,PT10M42.00S,2022-10-27T02:45:25.9Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,33,28,2022-10-27T02:45:27Z,1880000,,,0,,J. Nurkic REBOUND (Off:3 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,194.0,5.0,2.0,3.0,,,,,,,,,,,,,,
196,PT10M38.00S,2022-10-27T02:45:30.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626159,90.09526938239159,43.38235294117647,1610612757,33,28,2022-10-27T02:45:38Z,1890000,-33.0,41.0,1,right,MISS J. Winslow driving Layup,[1626159],1610612757.0,POR,driving,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),0-8 Center,5.24,Missed,,,,,,,,,,,,,,,,,,
197,PT10M35.00S,2022-10-27T02:45:33.8Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,33,28,2022-10-27T02:45:38Z,1900000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,196.0,1.0,1.0,0.0,,,,,,,,,,,,,,
198,PT10M29.00S,2022-10-27T02:45:39.6Z,2,REGULAR,2pt,Jump Shot,[],1629130,21.50131406044678,41.17647058823529,1610612748,33,30,2022-10-27T02:45:44Z,1910000,44.0,150.0,1,left,D. Robinson 15' pullup Jump Shot (2 PTS) (G. Vincent 3 AST),"[1629130, 1629216]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Center,15.6,Made,,,,,,,,,,,,,2.0,G. Vincent,1629216.0,3.0,,
200,PT10M01.00S,2022-10-27T02:46:06.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,84.31340341655716,40.68627450980392,1610612757,35,30,2022-10-27T02:46:23Z,1930000,-47.0,95.0,1,right,A. Simons 10' driving floating bank Jump Shot (4 PTS),[1629014],1610612757.0,POR,driving floating bank,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,10.58,Made,,,,,,,,,,,,,4.0,,,,,
201,PT09M38.00S,2022-10-27T02:46:29.6Z,2,REGULAR,2pt,Jump Shot,[],1629216,9.937582128777924,21.07843137254902,1610612748,35,32,2022-10-27T02:46:36Z,1940000,145.0,41.0,1,left,G. Vincent 15' turnaround fadeaway Jump Shot (6 PTS) (B. Adebayo 2 AST),"[1629216, 1628389]",1610612748.0,MIA,turnaround fadeaway,,,Vincent,G. Vincent,,,,,Mid-Range,8-16 Right,15.03,Made,,,,,,,,,,,,,6.0,B. Adebayo,1628389.0,2.0,,
202,PT09M19.00S,2022-10-27T02:46:49.0Z,2,REGULAR,3pt,Jump Shot,[],1631101,82.7365308804205,5.392156862745098,1610612757,38,32,2022-10-27T02:46:56Z,1950000,-223.0,110.0,1,right,S. Sharpe 24' 3PT step back (6 PTS) (J. Winslow 2 AST),"[1631101, 1626159]",1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,24.86,Made,,,,,,,,,,,,,6.0,J. Winslow,1626159.0,2.0,,
204,PT08M57.00S,2022-10-27T02:47:10.1Z,2,REGULAR,2pt,Jump Shot,[],1629622,20.45006570302234,30.14705882352941,1610612748,38,34,2022-10-27T02:47:16Z,1970000,99.0,140.0,1,left,M. Strus 17' pullup Jump Shot (8 PTS),[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,Mid-Range,16-24 Right Center,17.14,Made,,,,,,,,,,,,,8.0,,,,,
205,PT08M37.00S,2022-10-27T02:47:30.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,92.9862023653088,53.431372549019606,1610612757,40,34,2022-10-27T02:47:43Z,1980000,17.0,13.0,1,right,J. Nurkic driving Layup (5 PTS) (J. Winslow 3 AST),"[203994, 1626159]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,Restricted Area,0-8 Center,2.18,Made,,,,,,,,,,,,,5.0,J. Winslow,1626159.0,3.0,,
207,PT08M21.00S,2022-10-27T02:47:46.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.69053876478318,43.13725490196079,1610612748,40,36,2022-10-27T02:47:56Z,2000000,34.0,114.0,1,left,B. Adebayo 11' turnaround bank Jump Shot (6 PTS) (M. Strus 1 AST),"[1628389, 1629622]",1610612748.0,MIA,turnaround bank,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,11.89,Made,,,,,,,,,,,,,6.0,M. Strus,1629622.0,1.0,,
209,PT08M08.00S,2022-10-27T02:47:59.1Z,2,REGULAR,3pt,Jump Shot,[],1629014,68.41327201051249,33.57843137254902,1610612757,40,36,2022-10-27T02:48:11Z,2020000,-82.0,244.0,1,right,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
210,PT08M05.00S,2022-10-27T02:48:02.8Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,40,36,2022-10-27T02:48:02Z,2030000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,,
211,PT07M56.00S,2022-10-27T02:48:11.6Z,2,REGULAR,3pt,Jump Shot,[],1629622,11.383048620236531,2.941176470588235,1610612748,40,36,2022-10-27T02:48:17Z,2040000,235.0,55.0,1,left,MISS M. Strus 24' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,24.15,Missed,,,,,,,,,,,,,,,,,,
212,PT07M53.00S,2022-10-27T02:48:15.8Z,2,REGULAR,rebound,offensive,[],1629622,,,1610612748,40,36,2022-10-27T02:48:15Z,2050000,,,0,,M. Strus REBOUND (Off:1 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,,,211.0,2.0,1.0,1.0,,,,,,,,,,,,,,
213,PT07M50.00S,2022-10-27T02:48:18.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,24.129434954007884,88.23529411764706,1610612748,40,36,2022-10-27T02:48:23Z,2060000,-191.0,174.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,25.87,Missed,,,,,,,,,,,,,,,,,,
214,PT07M46.00S,2022-10-27T02:48:22.3Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,40,36,2022-10-27T02:48:23Z,2070000,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,213.0,1.0,1.0,0.0,,,,,,,,,,,,,,
215,PT07M39.00S,2022-10-27T02:48:34.4Z,2,REGULAR,foul,offensive,[],1631101,,,1610612757,40,36,2022-10-27T02:57:39Z,2080000,,,0,,S. Sharpe offensive FOUL (2 PF),"[1631101, 1628389]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1179.0,2.0,0.0,Adebayo,1628389.0,,,,,,
217,PT07M39.00S,2022-10-27T02:48:34.4Z,2,REGULAR,turnover,offensive foul,[],1631101,,,1610612757,40,36,2022-10-27T02:48:34Z,2100000,,,0,,S. Sharpe offensive foul TURNOVER (1 TO),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,1179.0,,,,,,,,,,
221,PT07M39.00S,2022-10-27T02:48:56.9Z,2,REGULAR,substitution,out,[],1629642,,,1610612748,40,36,2022-10-27T02:49:59Z,2105000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M39.00S,2022-10-27T02:48:56.9Z,2,REGULAR,substitution,out,[],1631101,,,1610612748,40,36,2022-10-27T02:49:59Z,2107500,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M39.00S,2022-10-27T02:48:56.9Z,2,REGULAR,substitution,out,[],1626159,,,1610612748,40,36,2022-10-27T02:49:59Z,2108750,,,0,,SUB out: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M39.00S,2022-10-27T02:48:56.9Z,2,REGULAR,substitution,in,[],203924,,,1610612748,40,36,2022-10-27T02:49:59Z,2109843,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M39.00S,2022-10-27T02:48:56.9Z,2,REGULAR,substitution,in,[],203081,,,1610612748,40,36,2022-10-27T02:49:59Z,2109921,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M39.00S,2022-10-27T02:48:56.9Z,2,REGULAR,substitution,in,[],1628404,,,1610612748,40,36,2022-10-27T02:49:59Z,2109960,,,0,,SUB in: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M30.00S,2022-10-27T02:49:19.5Z,2,REGULAR,foul,offensive,[],1628389,,,1610612748,40,36,2022-10-27T02:58:32Z,2110000,,,0,,B. Adebayo offensive FOUL (3 PF),"[1628389, 203994]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1179.0,3.0,0.0,Nurkic,203994.0,,,,,,
220,PT07M30.00S,2022-10-27T02:49:19.5Z,2,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,40,36,2022-10-27T02:49:19Z,2130000,,,0,,B. Adebayo offensive foul TURNOVER (3 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,3.0,,,1179.0,,,,,,,,,,
260,PT07M30.00S,2022-10-27T02:49:54.0Z,2,REGULAR,substitution,out,[],1628389,,,1610612757,40,36,2022-10-27T02:56:23Z,2137500,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M30.00S,2022-10-27T02:49:54.0Z,2,REGULAR,substitution,out,[],1629130,,,1610612757,40,36,2022-10-27T02:56:23Z,2141250,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT07M30.00S,2022-10-27T02:49:54.0Z,2,REGULAR,substitution,in,[],1631107,,,1610612757,40,36,2022-10-27T02:56:23Z,2143125,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M30.00S,2022-10-27T02:49:54.0Z,2,REGULAR,substitution,in,[],200768,,,1610612757,40,36,2022-10-27T02:56:23Z,2144062,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M15.00S,2022-10-27T02:50:28.6Z,2,REGULAR,foul,personal,[],1631107,,,1610612757,40,36,2022-10-27T02:53:54Z,2145000,,,0,,N. Jovic personal FOUL (1 PF),"[1631107, 1628404]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1179.0,1.0,0.0,Hart,1628404.0,,,,,,
233,PT07M07.00S,2022-10-27T02:50:44.8Z,2,REGULAR,foul,personal,[],1629622,,,1610612757,40,36,2022-10-27T02:51:01Z,2150000,,,0,,M. Strus personal FOUL (1 PF),"[1629622, 203081]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,8-16 Center,,,,,,,,,,1179.0,1.0,0.0,Lillard,203081.0,,,,,,
235,PT07M07.00S,2022-10-27T02:50:51.9Z,2,REGULAR,substitution,out,[],1628997,,,1610612757,40,36,2022-10-27T02:50:58Z,2170000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M07.00S,2022-10-27T02:50:51.9Z,2,REGULAR,substitution,in,[],202710,,,1610612757,40,36,2022-10-27T02:50:58Z,2180000,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M59.00S,2022-10-27T02:51:17.5Z,2,REGULAR,foul,personal,['2freethrow'],1631107,,,1610612757,40,36,2022-10-27T02:51:56Z,2190000,,,0,,N. Jovic shooting personal FOUL (2 PF) (Grant 2 FT),"[1631107, 203924]",1610612748.0,MIA,shooting,,,Jovic,N. Jovic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,201246.0,2.0,0.0,Grant,203924.0,,,,,,
239,PT06M59.00S,2022-10-27T02:52:01.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,40,36,2022-10-27T02:52:01Z,2210000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M59.00S,2022-10-27T02:54:02.4Z,2,REGULAR,substitution,out,[],1629216,,,1610612757,40,36,2022-10-27T02:54:22Z,2220000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M59.00S,2022-10-27T02:54:02.4Z,2,REGULAR,substitution,in,[],1629639,,,1610612757,40,36,2022-10-27T02:54:22Z,2230000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M59.00S,2022-10-27T02:54:29.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203924,,,1610612757,41,36,2022-10-27T02:54:53Z,2240000,,,0,,J. Grant Free Throw 1 of 2 (7 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
249,PT06M59.00S,2022-10-27T02:54:29.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203924,,,1610612757,41,36,2022-10-27T02:54:53Z,2250000,,,0,,MISS J. Grant Free Throw 2 of 2,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
250,PT06M57.00S,2022-10-27T02:54:31.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,41,36,2022-10-27T02:54:53Z,2260000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,249.0,,,,,,,,,,,,,,,,,
252,PT06M40.00S,2022-10-27T02:55:13.1Z,2,REGULAR,turnover,bad pass,[],200768,,,1610612748,41,36,2022-10-27T02:55:19Z,2280000,,,0,,K. Lowry bad pass TURNOVER (2 TO),"[200768, 203994]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,,,,,2.0,Nurkic,203994.0,,,,,,,,,,,
253,PT06M40.00S,2022-10-27T02:55:13.1Z,2,REGULAR,steal,,[],203994,,,1610612757,41,36,2022-10-27T02:55:16Z,2290000,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
254,PT06M31.00S,2022-10-27T02:55:21.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203924,85.75886990801577,95.83333333333334,1610612757,44,36,2022-10-27T02:55:27Z,2300000,229.0,81.0,1,right,J. Grant 24' 3PT  (10 PTS) (J. Hart 5 AST),"[203924, 1628404]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,24.32,Made,,,,,,,,,,,,,10.0,J. Hart,1628404.0,5.0,,
256,PT06M17.00S,2022-10-27T02:55:35.7Z,2,REGULAR,3pt,Jump Shot,[],1629639,34.510512483574246,35.049019607843135,1610612748,44,39,2022-10-27T02:55:41Z,2320000,75.0,272.0,1,left,T. Herro 28' 3PT  (3 PTS) (J. Butler 1 AST),"[1629639, 202710]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,28.2,Made,,,,,,,,,,,,,3.0,J. Butler,202710.0,1.0,,
258,PT05M59.00S,2022-10-27T02:55:53.7Z,2,REGULAR,2pt,Jump Shot,[],203081,81.8166885676741,14.705882352941178,1610612757,46,39,2022-10-27T02:56:00Z,2340000,-176.0,118.0,1,right,D. Lillard 21' step back Jump Shot (12 PTS),[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left,21.25,Made,,,,,,,,,,,,,12.0,,,,,
259,PT05M43.00S,2022-10-27T02:56:10.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,13.485545335085414,38.48039215686275,1610612748,46,41,2022-10-27T02:56:17Z,2350000,58.0,74.0,1,left,J. Butler 9' driving floating Jump Shot (4 PTS),[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Right,9.4,Made,,,,,,,,,,,,,4.0,,,,,
264,PT05M29.00S,2022-10-27T02:56:23.6Z,2,REGULAR,3pt,Jump Shot,[],1628404,94.69448094612353,96.81372549019608,1610612757,49,41,2022-10-27T02:56:28Z,2360000,234.0,-3.0,1,right,J. Hart 3PT  (8 PTS) (J. Grant 1 AST),"[1628404, 203924]",1610612757.0,POR,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,23.41,Made,,,,,,,,,,,,,8.0,J. Grant,203924.0,1.0,,
266,PT05M17.00S,2022-10-27T02:56:36.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631107,9.806176084099869,54.65686274509803,1610612748,49,41,2022-10-27T03:06:07Z,2380000,-23.0,40.0,1,left,MISS N. Jovic cutting Layup,[1631107],1610612748.0,MIA,cutting,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,,,,,,,,,,,,,,,,,,
267,PT05M11.00S,2022-10-27T02:56:42.0Z,2,REGULAR,rebound,offensive,[],1631107,,,1610612748,49,41,2022-10-27T02:56:43Z,2390000,,,0,,N. Jovic REBOUND (Off:1 Def:0),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),0-8 Center,,,266.0,1.0,0.0,1.0,,,,,,,,,,,,,,
268,PT05M11.00S,2022-10-27T02:56:41.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631107,5.590000152587891,50.0,1610612748,49,43,2022-10-27T02:56:41Z,2400000,0.0,0.0,1,left,N. Jovic tip Layup (2 PTS),[1631107],1610612748.0,MIA,tip,,,Jovic,N. Jovic,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,2.0,,,,,
269,PT05M00.00S,2022-10-27T02:56:52.9Z,2,REGULAR,3pt,Jump Shot,[],1629014,84.1819973718791,3.6764705882352944,1610612757,49,43,2022-10-27T02:57:04Z,2410000,-232.0,96.0,1,right,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.08,Missed,,,,,,,,,,,,,,,,,,
270,PT04M54.00S,2022-10-27T02:56:58.9Z,2,REGULAR,rebound,offensive,[],203994,,,1610612757,49,43,2022-10-27T02:57:04Z,2420000,,,0,,J. Nurkic REBOUND (Off:4 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,Above the Break 3,24+ Left Center,,,269.0,6.0,2.0,4.0,,,,,,,,,,,,,,
