actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
441,PT03M47.00S,2022-10-27T03:41:49.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629639,81.8166885676741,92.8921568627451,1610612748,73,84,2022-10-27T03:41:58Z,4090000,214.0,118.0,1,right,T. Herro 24' 3PT running (9 PTS) (K. Lowry 5 AST),"[1629639, 200768]",1610612748.0,MIA,running,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,24.5,Made,,,,,,,,,,,,,9.0,K. Lowry,200768.0,5.0,,
443,PT03M27.00S,2022-10-27T03:42:09.8Z,3,REGULAR,3pt,Jump Shot,[],1626159,19.92444152431012,5.637254901960785,1610612757,76,84,2022-10-27T03:42:15Z,4110000,222.0,135.0,1,left,J. Winslow 25' 3PT  (5 PTS) (J. Grant 3 AST),"[1626159, 203924]",1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Above the Break 3,24+ Right Center,25.96,Made,,,,,,,,,,,,,5.0,J. Grant,203924.0,3.0,,
445,PT03M09.00S,2022-10-27T03:42:27.2Z,3,REGULAR,3pt,Jump Shot,[],1629639,66.83639947437582,24.019607843137255,1610612748,76,87,2022-10-27T03:42:32Z,4130000,-130.0,259.0,1,right,T. Herro 28' 3PT pullup (12 PTS) (K. Lowry 6 AST),"[1629639, 200768]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,28.99,Made,,,,,,,,,,,,,12.0,K. Lowry,200768.0,6.0,,
447,PT02M53.00S,2022-10-27T03:42:43.4Z,3,REGULAR,turnover,bad pass,[],203924,,,1610612757,76,87,2022-10-27T03:42:49Z,4140000,,,0,,J. Grant bad pass TURNOVER (3 TO),"[203924, 1631107]",1610612757.0,POR,,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,3.0,Jovic,1631107.0,,,,,,,,,,,
448,PT02M53.00S,2022-10-27T03:42:43.4Z,3,REGULAR,steal,,[],1631107,,,1610612748,76,87,2022-10-27T03:42:46Z,4150000,,,0,,N. Jovic STEAL (1 STL),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
449,PT02M46.00S,2022-10-27T03:42:50.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],200768,68.01905387647832,27.205882352941174,1610612748,76,90,2022-10-27T03:42:58Z,4160000,-114.0,248.0,1,right,K. Lowry 27' 3PT  (17 PTS) (J. Butler 5 AST),"[200768, 202710]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,27.3,Made,,,,,,,,,,,,,17.0,J. Butler,202710.0,5.0,,
451,PT02M24.00S,2022-10-27T03:43:12.0Z,3,REGULAR,3pt,Jump Shot,[],1626159,21.895532194480946,6.127450980392156,1610612757,76,90,2022-10-27T03:43:25Z,4180000,219.0,153.0,1,left,MISS J. Winslow 26' 3PT,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Above the Break 3,24+ Right Center,26.77,Missed,,,,,,,,,,,,,,,,,,
452,PT02M24.00S,2022-10-27T03:43:12.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,76,90,2022-10-27T03:43:25Z,4190000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,451.0,,,,,,,,,,,,,,,,,
454,PT02M24.00S,2022-10-27T03:43:21.7Z,3,REGULAR,substitution,out,[],203924,,,1610612748,76,90,2022-10-27T03:43:31Z,4210000,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT02M24.00S,2022-10-27T03:43:21.7Z,3,REGULAR,substitution,in,[],1629642,,,1610612748,76,90,2022-10-27T03:43:31Z,4220000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT02M00.00S,2022-10-27T03:43:58.0Z,3,REGULAR,3pt,Jump Shot,[],200768,69.33311432325887,15.441176470588236,1610612748,76,90,2022-10-27T03:44:37Z,4230000,-173.0,236.0,1,right,MISS K. Lowry 29' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,29.23,Missed,,,,,,,,,,,,,,,,,,
457,PT02M00.00S,2022-10-27T03:43:58.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,76,90,2022-10-27T03:44:37Z,4240000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,456.0,,,,,,,,,,,,,,,,,
458,PT02M00.00S,2022-10-27T03:44:07.5Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612748,76,90,2022-10-27T03:44:23Z,4250000,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,201246.0,,,,,,,,,,
459,PT02M00.00S,2022-10-27T03:44:10.7Z,3,REGULAR,substitution,out,[],1629234,,,1610612757,76,90,2022-10-27T03:44:24Z,4260000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT02M00.00S,2022-10-27T03:44:10.7Z,3,REGULAR,substitution,out,[],202710,,,1610612757,76,90,2022-10-27T03:44:24Z,4270000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M00.00S,2022-10-27T03:44:10.7Z,3,REGULAR,substitution,in,[],1631101,,,1610612757,76,90,2022-10-27T03:44:24Z,4280000,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M00.00S,2022-10-27T03:44:10.7Z,3,REGULAR,substitution,in,[],1629216,,,1610612757,76,90,2022-10-27T03:44:24Z,4290000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT01M46.00S,2022-10-27T03:44:33.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1631101,13.485545335085414,73.0392156862745,1610612757,76,90,2022-10-27T03:46:44Z,4300000,-115.0,74.0,1,left,MISS S. Sharpe 13' turnaround fadeaway bank Shot,[1631101],1610612757.0,POR,turnaround fadeaway bank,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,13.71,Missed,,,,,,,,,,,,,,,,,,
464,PT01M43.00S,2022-10-27T03:44:36.7Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,76,90,2022-10-27T03:44:42Z,4310000,,,0,,T. Herro REBOUND (Off:0 Def:4),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,,463.0,4.0,4.0,0.0,,,,,,,,,,,,,,
465,PT01M41.00S,2022-10-27T03:44:38.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629639,66.5735873850197,53.431372549019606,1610612748,76,90,2022-10-27T03:44:49Z,4320000,17.0,262.0,1,right,MISS T. Herro 26' running pullup 3PT,[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,26.23,Missed,,,,,,,,,,,,,,,,,,
466,PT01M41.00S,2022-10-27T03:44:38.7Z,3,REGULAR,rebound,defensive,[],1626159,,,1610612757,76,90,2022-10-27T03:44:49Z,4330000,,,0,,J. Winslow REBOUND (Off:0 Def:1),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,Above the Break 3,24+ Center,,,465.0,1.0,1.0,0.0,,,,,,,,,,,,,,
467,PT01M32.00S,2022-10-27T03:44:49.6Z,3,REGULAR,foul,personal,['2freethrow'],1629639,,,1610612757,76,90,2022-10-27T03:45:15Z,4340000,,,0,,T. Herro shooting personal FOUL (2 PF) (Hart 2 FT),"[1629639, 1628404]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201246.0,2.0,0.0,Hart,1628404.0,,,,,,
470,PT01M32.00S,2022-10-27T03:45:18.6Z,3,REGULAR,freethrow,1 of 2,[],1628404,,,1610612757,77,90,2022-10-27T03:45:18Z,4360000,,,0,,J. Hart Free Throw 1 of 2 (9 PTS),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,Made,,,,,,,,,,,,,9.0,,,,,
471,PT01M32.00S,2022-10-27T03:45:20.0Z,3,REGULAR,substitution,out,[],1631107,,,1610612757,77,90,2022-10-27T03:45:31Z,4370000,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT01M32.00S,2022-10-27T03:45:20.0Z,3,REGULAR,substitution,out,[],200768,,,1610612757,77,90,2022-10-27T03:45:31Z,4380000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT01M32.00S,2022-10-27T03:45:20.0Z,3,REGULAR,substitution,in,[],1628389,,,1610612757,77,90,2022-10-27T03:45:31Z,4390000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT01M32.00S,2022-10-27T03:45:20.0Z,3,REGULAR,substitution,in,[],1628997,,,1610612757,77,90,2022-10-27T03:45:31Z,4400000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT01M32.00S,2022-10-27T03:45:43.0Z,3,REGULAR,freethrow,2 of 2,[],1628404,,,1610612757,78,90,2022-10-27T03:45:43Z,4410000,,,0,,J. Hart Free Throw 2 of 2 (10 PTS),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,Made,,,,,,,,,,,,,10.0,,,,,
476,PT01M16.00S,2022-10-27T03:46:00.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,90.09526938239159,40.68627450980392,1610612748,78,92,2022-10-27T03:46:08Z,4420000,-47.0,41.0,1,right,T. Herro 6' driving floating bank Jump Shot (14 PTS) (G. Vincent 4 AST),"[1629639, 1629216]",1610612748.0,MIA,driving floating bank,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,6.18,Made,,,,,,,,,,,,,14.0,G. Vincent,1629216.0,4.0,,
477,PT00M57.20S,2022-10-27T03:46:19.9Z,3,REGULAR,3pt,Jump Shot,[],1629014,32.670827858081466,27.450980392156865,1610612757,78,92,2022-10-27T03:46:29Z,4430000,113.0,255.0,1,left,MISS A. Simons 27' step back 3PT,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,27.84,Missed,,,,,,,,,,,,,,,,,,
478,PT00M54.00S,2022-10-27T03:46:23.1Z,3,REGULAR,rebound,offensive,[],1631101,,,1610612757,78,92,2022-10-27T03:46:29Z,4440000,,,0,,S. Sharpe REBOUND (Off:1 Def:2),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,477.0,3.0,2.0,1.0,,,,,,,,,,,,,,
479,PT00M52.20S,2022-10-27T03:46:25.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631101,8.754927726675426,58.08823529411765,1610612757,80,92,2022-10-27T03:51:03Z,4450000,-40.0,30.0,1,left,S. Sharpe putback Layup (10 PTS),[1631101],1610612757.0,POR,putback,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,5.02,Made,,,,,,,,,,,,,10.0,,,,,
480,PT00M35.40S,2022-10-27T03:46:48.7Z,3,REGULAR,foul,personal,[],1629014,,,1610612748,80,92,2022-10-27T03:46:58Z,4460000,,,0,,A. Simons personal FOUL (4 PF),"[1629014, 1629639]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1628487.0,4.0,0.0,Herro,1629639.0,,,,,,
482,PT00M24.20S,2022-10-27T03:47:23.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,83.39356110381078,47.794117647058826,1610612748,80,92,2022-10-27T03:47:28Z,4480000,-11.0,104.0,1,right,MISS B. Adebayo 10' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,10.42,Missed,,,,,,,,,,,,,,,,,,
483,PT00M19.60S,2022-10-27T03:47:27.5Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612757,80,92,2022-10-27T03:47:27Z,4490000,,,0,,J. Hart REBOUND (Off:2 Def:4),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,482.0,6.0,4.0,2.0,,,,,,,,,,,,,,
484,PT00M04.00S,2022-10-27T03:47:43.1Z,3,REGULAR,turnover,bad pass,[],1629014,,,1610612757,80,92,2022-10-27T03:47:52Z,4500000,,,0,,A. Simons bad pass TURNOVER (3 TO),"[1629014, 1628997]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,,,,3.0,Martin,1628997.0,,,,,,,,,,,
485,PT00M04.00S,2022-10-27T03:47:43.1Z,3,REGULAR,steal,,[],1628997,,,1610612748,80,92,2022-10-27T03:47:46Z,4510000,,,0,,C. Martin STEAL (3 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
486,PT00M02.30S,2022-10-27T03:47:48.5Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628997,93.11760840998686,52.94117647058824,1610612748,80,94,2022-10-27T03:48:07Z,4520000,15.0,12.0,1,right,C. Martin running DUNK (11 PTS),[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,1.91,Made,,,,,,,,,,,,,11.0,,,,,
487,PT00M02.30S,2022-10-27T03:47:53.6Z,3,REGULAR,foul,technical,['1freethrow'],1628997,,,1610612757,80,94,2022-10-27T03:48:11Z,4530000,,,0,,C. Martin technical FOUL (1 Tech),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,201246.0,3.0,1.0,,,,,,,,
488,PT00M02.30S,2022-10-27T03:48:16.5Z,3,REGULAR,freethrow,1 of 1,[],1629014,,,1610612757,81,94,2022-10-27T03:48:16Z,4540000,,,0,,A. Simons technical Free Throw 1 of 1 (14 PTS),[1629014],1610612757.0,POR,technical,,,Simons,A. Simons,,,,,,,,Made,,,,,,,,,,,,,14.0,,,,,
489,PT00M00.00S,2022-10-27T03:48:45.9Z,3,REGULAR,period,end,[],0,,,1610612757,81,94,2022-10-27T03:48:45Z,4550000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2022-10-27T03:50:53.0Z,4,REGULAR,substitution,out,['startperiod'],1629014,,,1610612757,81,94,2022-10-27T03:51:15Z,4560000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2022-10-27T03:50:53.0Z,4,REGULAR,substitution,out,['startperiod'],1628404,,,1610612757,81,94,2022-10-27T03:51:15Z,4570000,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2022-10-27T03:50:53.0Z,4,REGULAR,substitution,out,['startperiod'],1629639,,,1610612757,81,94,2022-10-27T03:51:15Z,4580000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2022-10-27T03:50:53.0Z,4,REGULAR,substitution,in,['startperiod'],1630553,,,1610612757,81,94,2022-10-27T03:51:15Z,4590000,,,0,,SUB in: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2022-10-27T03:50:53.0Z,4,REGULAR,substitution,in,['startperiod'],203994,,,1610612757,81,94,2022-10-27T03:51:15Z,4600000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2022-10-27T03:50:53.0Z,4,REGULAR,substitution,in,['startperiod'],1629130,,,1610612757,81,94,2022-10-27T03:51:15Z,4610000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT12M00.00S,2022-10-27T03:51:32.7Z,4,REGULAR,period,start,[],0,,,1610612748,81,94,2022-10-27T03:51:32Z,4620000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT11M46.00S,2022-10-27T03:51:46.6Z,4,REGULAR,3pt,Jump Shot,[],1629216,70.38436268068331,23.52941176470588,1610612748,81,94,2022-10-27T03:51:52Z,4630000,-132.0,226.0,1,right,MISS G. Vincent 26' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
499,PT11M42.00S,2022-10-27T03:51:50.6Z,4,REGULAR,rebound,offensive,[],1628997,,,1610612748,81,94,2022-10-27T03:51:52Z,4640000,,,0,,C. Martin REBOUND (Off:3 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,498.0,7.0,4.0,3.0,,,,,,,,,,,,,,
500,PT11M34.00S,2022-10-27T03:51:58.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628997,92.72339027595268,56.127450980392155,1610612748,81,94,2022-10-27T03:52:06Z,4650000,31.0,16.0,1,right,MISS C. Martin driving finger roll Layup,[1628997],1610612748.0,MIA,driving finger roll,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,3.45,Missed,,,,,,,,,,,,,,,,,,
501,PT11M30.00S,2022-10-27T03:52:02.7Z,4,REGULAR,rebound,offensive,[],1629622,,,1610612748,81,94,2022-10-27T03:52:06Z,4660000,,,0,,M. Strus REBOUND (Off:2 Def:5),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Restricted Area,0-8 Center,,,500.0,7.0,5.0,2.0,,,,,,,,,,,,,,
502,PT11M30.00S,2022-10-27T03:52:01.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629622,94.40999984741211,50.0,1610612748,81,94,2022-10-27T03:52:01Z,4670000,0.0,0.0,1,right,MISS M. Strus tip Layup,[1629622],1610612748.0,MIA,tip,,,Strus,M. Strus,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
503,PT11M29.00S,2022-10-27T03:52:02.5Z,4,REGULAR,rebound,offensive,[],1628997,,,1610612748,81,94,2022-10-27T03:52:02Z,4680000,,,0,,C. Martin REBOUND (Off:4 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,8-16 Left,,,502.0,8.0,4.0,4.0,,,,,,,,,,,,,,
504,PT11M27.00S,2022-10-27T03:52:04.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,69.46452036793693,64.95098039215686,1610612748,81,97,2022-10-27T03:52:15Z,4690000,75.0,235.0,1,right,D. Robinson 24' 3PT  (5 PTS) (C. Martin 3 AST),"[1629130, 1628997]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,24.61,Made,,,,,,,,,,,,,5.0,C. Martin,1628997.0,3.0,,
506,PT11M27.00S,2022-10-27T03:52:12.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612757,81,97,2022-10-27T03:52:12Z,4710000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT11M07.00S,2022-10-27T03:55:24.6Z,4,REGULAR,3pt,Jump Shot,[],1630553,33.327858081471746,57.35294117647059,1610612757,81,97,2022-10-27T03:56:42Z,4720000,-37.0,261.0,1,left,MISS K. Johnson 26' step back 3PT,[1630553],1610612757.0,POR,step back,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,26.34,Missed,,,,,,,,,,,,,,,,,,
508,PT11M07.00S,2022-10-27T03:55:24.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,81,97,2022-10-27T03:55:30Z,4730000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,507.0,,,,,,,,,,,,,,,,,
509,PT10M48.00S,2022-10-27T03:55:47.1Z,4,REGULAR,3pt,Jump Shot,[],1629130,69.72733245729303,19.852941176470587,1610612748,81,97,2022-10-27T03:57:24Z,4740000,-151.0,232.0,1,right,MISS D. Robinson 27' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,27.67,Missed,,,,,,,,,,,,,,,,,,
510,PT10M46.00S,2022-10-27T03:55:49.1Z,4,REGULAR,rebound,offensive,[],1629622,,,1610612748,81,97,2022-10-27T03:56:17Z,4750000,,,0,,M. Strus REBOUND (Off:3 Def:5),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Left Center,,,509.0,8.0,5.0,3.0,,,,,,,,,,,,,,
511,PT10M42.00S,2022-10-27T03:55:52.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,94.1688567674113,1.715686274509804,1610612748,81,97,2022-10-27T03:55:56Z,4760000,-241.0,2.0,1,right,MISS M. Strus 24' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,24.14,Missed,,,,,,,,,,,,,,,,,,
512,PT10M39.00S,2022-10-27T03:55:55.8Z,4,REGULAR,rebound,defensive,[],1631101,,,1610612757,81,97,2022-10-27T03:55:56Z,4770000,,,0,,S. Sharpe REBOUND (Off:1 Def:3),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,,,511.0,4.0,3.0,1.0,,,,,,,,,,,,,,
513,PT10M36.00S,2022-10-27T03:55:59.1Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1631101,14.931011826544022,77.20588235294117,1610612757,81,97,2022-10-27T03:56:05Z,4780000,-136.0,88.0,1,left,MISS S. Sharpe 16' step back Shot,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left,16.19,Missed,,,,,,,,,,,,,,,,,,
514,PT10M33.00S,2022-10-27T03:56:02.1Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612748,81,97,2022-10-27T03:56:05Z,4790000,,,0,,D. Robinson REBOUND (Off:0 Def:3),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Left,,,513.0,3.0,3.0,0.0,,,,,,,,,,,,,,
515,PT10M18.00S,2022-10-27T03:56:17.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629130,85.23324572930355,56.61764705882353,1610612748,81,97,2022-10-27T03:56:22Z,4800000,33.0,86.0,1,right,MISS D. Robinson 9' driving floating Shot,[1629130],1610612748.0,MIA,driving floating,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),8-16 Center,9.24,Missed,,,,,,,,,,,,,,,,,,
516,PT10M16.00S,2022-10-27T03:56:19.2Z,4,REGULAR,rebound,defensive,[],203994,,,1610612757,81,97,2022-10-27T03:56:22Z,4810000,,,0,,J. Nurkic REBOUND (Off:4 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),8-16 Center,,,515.0,9.0,5.0,4.0,,,,,,,,,,,,,,
517,PT10M01.00S,2022-10-27T03:56:34.6Z,4,REGULAR,turnover,bad pass,[],1630553,,,1610612757,81,97,2022-10-27T03:56:40Z,4820000,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1630553, 1628997]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Martin,1628997.0,,,,,,,,,,,
518,PT10M01.00S,2022-10-27T03:56:34.6Z,4,REGULAR,steal,,[],1628997,,,1610612748,81,97,2022-10-27T03:56:37Z,4830000,,,0,,C. Martin STEAL (4 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
519,PT09M56.00S,2022-10-27T03:56:39.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,91.01511169513797,44.36274509803921,1610612748,81,99,2022-10-27T03:56:45Z,4840000,-28.0,32.0,1,right,C. Martin running Layup (13 PTS),[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,4.27,Made,,,,,,,,,,,,,13.0,,,,,
521,PT09M30.00S,2022-10-27T03:57:05.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626159,17.427726675427067,42.8921568627451,1610612757,81,99,2022-10-27T03:57:18Z,4850000,36.0,111.0,1,left,MISS J. Winslow 11' driving floating Shot,[1626159],1610612757.0,POR,driving floating,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),8-16 Center,11.68,Missed,,,,,,,,,,,,,,,,,,
522,PT09M25.00S,2022-10-27T03:57:10.5Z,4,REGULAR,rebound,offensive,[],1631101,,,1610612757,81,99,2022-10-27T03:57:18Z,4860000,,,0,,S. Sharpe REBOUND (Off:2 Def:3),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,521.0,5.0,3.0,2.0,,,,,,,,,,,,,,
523,PT09M25.00S,2022-10-27T03:57:09.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631101,5.590000152587891,50.0,1610612757,81,99,2022-10-27T03:57:09Z,4870000,0.0,0.0,1,left,MISS S. Sharpe tip Layup,[1631101],1610612757.0,POR,tip,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
