actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
255,PT04M47.00S,2023-01-20T03:56:14.1Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,26,47,2023-01-20T03:56:14Z,2480000,False,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
256,PT04M47.00S,2023-01-20T03:56:14.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,26,47,2023-01-20T03:56:14Z,2490000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,255.0,,,,,,,,,,,,,,,,,
257,PT04M47.00S,2023-01-20T03:56:34.3Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,26,48,2023-01-20T03:56:34Z,2500000,False,,,0,,J. Harden Free Throw 2 of 2 (5 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
258,PT04M36.00S,2023-01-20T03:56:46.4Z,2,REGULAR,3pt,Jump Shot,[],1629014,64.60249671484888,63.725490196078425,1610612757,26,48,2023-01-20T03:56:53Z,2510000,False,69.0,280.0,1,right,MISS A. Simons 28' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,28.85,Missed,,,,,,,,,,,,,,,,,,
259,PT04M34.00S,2023-01-20T03:56:48.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612757,26,48,2023-01-20T03:56:53Z,2520000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,258.0,,,,,,,,,,,,,,,,,
261,PT04M29.00S,2023-01-20T03:57:05.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629234,69.85873850197109,26.96078431372549,1610612757,26,48,2023-01-20T03:57:08Z,2540000,False,-115.0,231.0,1,right,MISS D. Eubanks 25' 3PT,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Left Center,25.8,Missed,,,,,,,,,,,,,,,,,,
262,PT04M28.00S,2023-01-20T03:57:06.5Z,2,REGULAR,rebound,defensive,[],201935,,,1610612755,26,48,2023-01-20T03:57:08Z,2550000,False,,,0,,J. Harden REBOUND (Off:0 Def:5),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,,,261.0,5.0,5.0,0.0,,,,,,,,,,,,,,
263,PT04M23.00S,2023-01-20T03:57:12.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202699,7.703679369250986,46.07843137254902,1610612755,26,48,2023-01-20T03:57:27Z,2560000,False,20.0,20.0,1,left,MISS T. Harris running Layup,[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,2.79,Missed,,,,,,,,,,,,,,,,,,
264,PT04M19.00S,2023-01-20T03:57:16.4Z,2,REGULAR,rebound,defensive,[],203081,,,1610612757,26,48,2023-01-20T03:57:27Z,2570000,False,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,,,263.0,2.0,2.0,0.0,,,,,,,,,,,,,,
265,PT04M17.00S,2023-01-20T03:57:17.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203924,93.64323258869908,50.245098039215684,1610612757,28,48,2023-01-20T03:57:32Z,2580000,False,1.0,7.0,1,right,J. Grant running DUNK (8 PTS) (D. Lillard 4 AST),"[203924, 203081]",1610612757.0,POR,running,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,0.74,Made,,,,,,,,,,,,,,,8.0,D. Lillard,203081.0,4.0
267,PT03M58.00S,2023-01-20T03:57:36.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,8.09789750328515,60.78431372549019,1610612755,28,48,2023-01-20T03:57:45Z,2600000,False,-54.0,24.0,1,left,MISS J. Embiid Jump Shot - blocked,"[203954, 203081]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,5.88,Missed,,,,,,,,,,Lillard,203081.0,,,,,,,
268,PT03M58.00S,2023-01-20T03:57:36.1Z,2,REGULAR,block,,[],203081,,,1610612755,28,48,2023-01-20T03:57:39Z,2610000,False,,,0,,D. Lillard BLOCK (1 BLK),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
269,PT03M55.00S,2023-01-20T03:57:39.1Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612757,28,48,2023-01-20T03:57:45Z,2620000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:4),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,,,267.0,4.0,4.0,0.0,,,,,,,,,,,,,,
270,PT03M52.00S,2023-01-20T03:57:44.9Z,2,REGULAR,turnover,traveling,[],1629014,,,1610612757,28,48,2023-01-20T03:57:52Z,2630000,False,,,0,,A. Simons traveling TURNOVER (3 TO),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Mid-Range,8-16 Left,,,,,,,1146.0,,,,,,,3.0,,,,,,
271,PT03M36.00S,2023-01-20T03:58:11.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202699,6.652431011826544,48.77450980392157,1610612755,28,50,2023-01-20T03:58:15Z,2640000,False,6.0,10.0,1,left,T. Harris driving Layup (4 PTS),[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,,,,,,,,,,,4.0,,,
272,PT03M35.00S,2023-01-20T03:58:18.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,28,50,2023-01-20T03:58:18Z,2650000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M14.00S,2023-01-20T04:01:36.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,89.56964520367937,54.166666666666664,1610612757,28,50,2023-01-20T04:15:52Z,2660000,False,21.0,46.0,1,right,MISS J. Hart driving floating Shot,[1628404],1610612757.0,POR,driving floating,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,5.0,Missed,,,,,,,,,,,,,,,,,,
274,PT03M13.00S,2023-01-20T04:01:37.3Z,2,REGULAR,rebound,offensive,[],1628404,,,1610612757,28,50,2023-01-20T04:15:52Z,2670000,False,,,0,,J. Hart REBOUND (Off:2 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,273.0,4.0,2.0,2.0,,,,,,,,,,,,,,
275,PT03M13.00S,2023-01-20T04:01:40.0Z,2,REGULAR,foul,personal,['2freethrow'],203954,,,1610612757,28,50,2023-01-20T04:01:45Z,2680000,False,,,0,,J. Embiid shooting personal FOUL (2 PF) (Hart 2 FT),"[203954, 1628404]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,1146.0,2.0,0.0,Hart,1628404.0,,,,,,,,,
277,PT03M13.00S,2023-01-20T04:02:09.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628404,,,1610612757,28,50,2023-01-20T04:02:34Z,2700000,False,,,0,,MISS J. Hart Free Throw 1 of 2,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
278,PT03M13.00S,2023-01-20T04:02:09.6Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,28,50,2023-01-20T04:02:34Z,2710000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,277.0,,,,,,,,,,,,,,,,,
279,PT03M13.00S,2023-01-20T04:02:09.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628404,,,1610612757,28,50,2023-01-20T04:02:34Z,2720000,False,,,0,,MISS J. Hart Free Throw 2 of 2,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
280,PT03M10.00S,2023-01-20T04:02:12.6Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,28,50,2023-01-20T04:02:34Z,2730000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,279.0,2.0,2.0,0.0,,,,,,,,,,,,,,
281,PT02M52.00S,2023-01-20T04:02:49.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,12.828515111695138,57.84313725490197,1610612755,28,52,2023-01-20T04:17:07Z,2740000,False,-39.0,68.0,1,left,J. Embiid 7' fadeaway Jump Shot (17 PTS) (J. Harden 8 AST),"[203954, 201935]",1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,7.86,Made,,,,,,,,,,,,,,,17.0,J. Harden,201935.0,8.0
282,PT02M40.00S,2023-01-20T04:03:01.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203081,93.9060446780552,48.529411764705884,1610612757,28,52,2023-01-20T04:17:38Z,2750000,False,-7.0,5.0,1,right,MISS D. Lillard driving bank Hook,[203081],1610612757.0,POR,driving bank,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,,
283,PT02M38.00S,2023-01-20T04:03:03.8Z,2,REGULAR,rebound,defensive,[],1629001,,,1610612755,28,52,2023-01-20T04:03:05Z,2760000,False,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,282.0,2.0,2.0,0.0,,,,,,,,,,,,,,
284,PT02M30.00S,2023-01-20T04:03:11.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.1268068331143235,46.568627450980394,1610612755,28,52,2023-01-20T04:03:15Z,2770000,False,17.0,5.0,1,left,MISS J. Embiid driving Layup - blocked,"[203954, 1629234]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.79,Missed,,,,,,,,,,Eubanks,1629234.0,,,,,,,
285,PT02M30.00S,2023-01-20T04:03:11.8Z,2,REGULAR,block,,[],1629234,,,1610612755,28,52,2023-01-20T04:03:13Z,2780000,False,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
286,PT02M28.00S,2023-01-20T04:03:13.8Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,28,52,2023-01-20T04:03:15Z,2790000,False,,,0,,J. Hart REBOUND (Off:2 Def:3),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,284.0,5.0,3.0,2.0,,,,,,,,,,,,,,
287,PT02M25.00S,2023-01-20T04:03:17.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629014,94.82588699080158,51.225490196078425,1610612757,30,52,2023-01-20T04:03:22Z,2800000,False,6.0,-4.0,1,right,A. Simons running Layup (4 PTS) (J. Hart 2 AST),"[1629014, 1628404]",1610612757.0,POR,running,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,0.72,Made,,,,,,,,,,,,,,,4.0,J. Hart,1628404.0,2.0
290,PT01M59.00S,2023-01-20T04:03:45.4Z,2,REGULAR,foul,offensive,[],202699,,,1610612755,30,52,2023-01-20T04:04:54Z,2820000,False,,,0,,T. Harris offensive FOUL (1 PF),"[202699, 203924]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Right Center,,,,,,,1627526.0,1.0,0.0,Grant,203924.0,,,,,,,,,
292,PT01M59.00S,2023-01-20T04:03:45.4Z,2,REGULAR,turnover,offensive foul,[],202699,,,1610612755,30,52,2023-01-20T04:03:45Z,2840000,False,,,0,,T. Harris offensive foul TURNOVER (1 TO),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Mid-Range,16-24 Right Center,,,,,,,1627526.0,,,,,,,1.0,,,,,,
293,PT01M59.00S,2023-01-20T04:03:54.3Z,2,REGULAR,substitution,out,[],200782,,,1610612757,30,52,2023-01-20T04:04:03Z,2850000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT01M59.00S,2023-01-20T04:03:54.3Z,2,REGULAR,substitution,in,[],1630178,,,1610612757,30,52,2023-01-20T04:04:03Z,2860000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M47.00S,2023-01-20T04:04:14.5Z,2,REGULAR,turnover,bad pass,[],1629014,,,1610612757,30,52,2023-01-20T04:04:20Z,2870000,False,,,0,,A. Simons bad pass TURNOVER (4 TO),"[1629014, 1629001]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,4.0,Melton,1629001.0,,,,
296,PT01M47.00S,2023-01-20T04:04:14.5Z,2,REGULAR,steal,,[],1629001,,,1610612755,30,52,2023-01-20T04:04:16Z,2880000,False,,,0,,D. Melton STEAL (2 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
297,PT01M41.00S,2023-01-20T04:04:20.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201935,7.703679369250986,37.99019607843137,1610612755,30,52,2023-01-20T04:04:27Z,2890000,False,60.0,20.0,1,left,MISS J. Harden 6' running pullup Shot,[201935],1610612755.0,PHI,running pullup,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,6.32,Missed,,,,,,,,,,,,,,,,,,
298,PT01M40.00S,2023-01-20T04:04:21.9Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,30,52,2023-01-20T04:04:27Z,2900000,False,,,0,,J. Hart REBOUND (Off:2 Def:4),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,297.0,6.0,4.0,2.0,,,,,,,,,,,,,,
299,PT01M32.00S,2023-01-20T04:04:30.6Z,2,REGULAR,3pt,Jump Shot,[],203081,86.94152431011827,3.6764705882352944,1610612757,30,52,2023-01-20T04:04:35Z,2910000,False,-232.0,70.0,1,right,MISS D. Lillard 24' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Left Corner 3,24+ Left,24.2,Missed,,,,,,,,,,,,,,,,,,
300,PT01M29.00S,2023-01-20T04:04:33.6Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,30,52,2023-01-20T04:04:35Z,2920000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,,,299.0,3.0,3.0,0.0,,,,,,,,,,,,,,
301,PT01M23.00S,2023-01-20T04:04:39.3Z,2,REGULAR,3pt,Jump Shot,[],1629001,6.258212877792378,94.6078431372549,1610612755,30,52,2023-01-20T04:04:43Z,2930000,False,-223.0,6.0,1,left,MISS D. Melton 3PT,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,22.31,Missed,,,,,,,,,,,,,,,,,,
302,PT01M21.00S,2023-01-20T04:04:41.7Z,2,REGULAR,rebound,offensive,[],202699,,,1610612755,30,52,2023-01-20T04:04:41Z,2940000,False,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,,,301.0,4.0,3.0,1.0,,,,,,,,,,,,,,
303,PT01M19.00S,2023-01-20T04:04:43.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630178,29.517082785808146,17.647058823529413,1610612755,30,55,2023-01-20T04:04:46Z,2950000,False,162.0,225.0,1,left,T. Maxey 27' 3PT  (13 PTS) (J. Harden 9 AST),"[1630178, 201935]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,27.71,Made,,,,,,,,,,,,,,,13.0,J. Harden,201935.0,9.0
306,PT00M54.80S,2023-01-20T04:05:10.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,93.64323258869908,53.431372549019606,1610612757,32,55,2023-01-20T04:05:14Z,2980000,False,17.0,7.0,1,right,A. Simons driving finger roll Layup (6 PTS),[1629014],1610612757.0,POR,driving finger roll,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,1.87,Made,,,,,,,,,,,,,,,6.0,,,
307,PT00M35.90S,2023-01-20T04:05:29.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,7.5722733245729295,46.81372549019608,1610612755,32,55,2023-01-20T04:23:02Z,2990000,False,16.0,19.0,1,left,MISS J. Embiid cutting Layup,[203954],1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.45,Missed,,,,,,,,,,,,,,,,,,
308,PT00M34.40S,2023-01-20T04:05:30.5Z,2,REGULAR,rebound,offensive,[],203954,,,1610612755,32,55,2023-01-20T04:05:35Z,3000000,False,,,0,,J. Embiid REBOUND (Off:1 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,307.0,6.0,5.0,1.0,,,,,,,,,,,,,,
309,PT00M33.80S,2023-01-20T04:05:31.2Z,2,REGULAR,turnover,lost ball,[],203954,,,1610612755,32,55,2023-01-20T04:05:39Z,3010000,False,,,0,,J. Embiid lost ball TURNOVER (1 TO),"[203954, 1629234]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1.0,Eubanks,1629234.0,,,,
310,PT00M33.80S,2023-01-20T04:05:31.2Z,2,REGULAR,steal,,[],1629234,,,1610612757,32,55,2023-01-20T04:05:32Z,3020000,False,,,0,,D. Eubanks STEAL (1 STL),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
311,PT00M23.70S,2023-01-20T04:05:46.9Z,2,REGULAR,foul,personal,['2freethrow'],203954,,,1610612757,32,55,2023-01-20T04:05:53Z,3030000,False,,,0,,J. Embiid shooting personal FOUL (3 PF) (Grant 2 FT),"[203954, 203924]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,1627526.0,3.0,0.0,Grant,203924.0,,,,,,,,,
313,PT00M23.70S,2023-01-20T04:06:19.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203924,,,1610612757,33,55,2023-01-20T04:06:19Z,3050000,False,,,0,,J. Grant Free Throw 1 of 2 (9 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,,,,,,9.0,,,
314,PT00M23.70S,2023-01-20T04:06:19.8Z,2,REGULAR,substitution,out,[],203954,,,1610612757,33,55,2023-01-20T04:06:24Z,3060000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M23.70S,2023-01-20T04:06:19.8Z,2,REGULAR,substitution,in,[],1626149,,,1610612757,33,55,2023-01-20T04:06:24Z,3070000,False,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M23.70S,2023-01-20T04:06:45.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203924,,,1610612757,34,55,2023-01-20T04:06:45Z,3080000,False,,,0,,J. Grant Free Throw 2 of 2 (10 PTS),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,,,,,,,10.0,,,
317,PT00M08.30S,2023-01-20T04:07:06.4Z,2,REGULAR,foul,personal,[],1629234,,,1610612755,34,55,2023-01-20T04:07:31Z,3090000,False,,,0,,D. Eubanks take personal FOUL (1 PF),"[1629234, 201935]",1610612757.0,POR,take,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Center,,,,,,,1146.0,1.0,0.0,Harden,201935.0,,,,,,,,,
319,PT00M08.30S,2023-01-20T04:07:13.8Z,2,REGULAR,substitution,out,[],1628404,,,1610612755,34,55,2023-01-20T04:07:21Z,3110000,False,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M08.30S,2023-01-20T04:07:13.8Z,2,REGULAR,substitution,out,[],1626149,,,1610612755,34,55,2023-01-20T04:07:21Z,3120000,False,,,0,,SUB out: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT00M08.30S,2023-01-20T04:07:13.8Z,2,REGULAR,substitution,in,[],1629642,,,1610612755,34,55,2023-01-20T04:07:21Z,3130000,False,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M08.30S,2023-01-20T04:07:13.8Z,2,REGULAR,substitution,in,[],1627777,,,1610612755,34,55,2023-01-20T04:07:21Z,3140000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M01.80S,2023-01-20T04:07:36.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,9.543363994743759,43.13725490196079,1610612755,34,57,2023-01-20T04:07:42Z,3150000,False,34.0,37.0,1,left,J. Harden driving floating Jump Shot (7 PTS),[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,,,,,,,,,,,,,,,7.0,,,
324,PT00M00.00S,2023-01-20T04:07:48.7Z,2,REGULAR,period,end,[],0,,,1610612757,34,57,2023-01-20T04:07:48Z,3160000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2023-01-20T04:22:17.5Z,3,REGULAR,substitution,out,['startperiod'],1629234,,,1610612757,34,57,2023-01-20T04:22:42Z,3170000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2023-01-20T04:22:17.5Z,3,REGULAR,substitution,out,['startperiod'],1629642,,,1610612757,34,57,2023-01-20T04:22:42Z,3180000,False,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2023-01-20T04:22:17.5Z,3,REGULAR,substitution,out,['startperiod'],1630178,,,1610612757,34,57,2023-01-20T04:22:42Z,3190000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2023-01-20T04:22:17.5Z,3,REGULAR,substitution,out,['startperiod'],1627777,,,1610612757,34,57,2023-01-20T04:22:42Z,3200000,False,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2023-01-20T04:22:17.5Z,3,REGULAR,substitution,in,['startperiod'],1628404,,,1610612757,34,57,2023-01-20T04:22:42Z,3210000,False,,,0,,SUB in: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2023-01-20T04:22:17.5Z,3,REGULAR,substitution,in,['startperiod'],203994,,,1610612757,34,57,2023-01-20T04:22:42Z,3220000,False,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2023-01-20T04:22:17.5Z,3,REGULAR,substitution,in,['startperiod'],203954,,,1610612757,34,57,2023-01-20T04:22:42Z,3230000,False,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2023-01-20T04:22:17.5Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612757,34,57,2023-01-20T04:22:42Z,3240000,False,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2023-01-20T04:22:54.6Z,3,REGULAR,period,start,[],0,,,1610612755,34,57,2023-01-20T04:22:54Z,3250000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT11M40.00S,2023-01-20T04:23:13.1Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612755,34,57,2023-01-20T04:23:19Z,3260000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 203081]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,Lillard,203081.0,,,,
335,PT11M40.00S,2023-01-20T04:23:13.1Z,3,REGULAR,steal,,[],203081,,,1610612757,34,57,2023-01-20T04:23:15Z,3270000,False,,,0,,D. Lillard STEAL (1 STL),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
336,PT11M38.00S,2023-01-20T04:23:19.5Z,3,REGULAR,turnover,traveling,[],1629014,,,1610612757,34,57,2023-01-20T04:23:30Z,3280000,False,,,0,,A. Simons traveling TURNOVER (5 TO),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,,,,,,5.0,,,,,,
337,PT11M26.00S,2023-01-20T04:23:41.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203954,76.95466491458606,53.67647058823529,1610612755,34,57,2023-01-20T04:23:46Z,3290000,False,18.0,164.0,1,right,MISS J. Embiid 16' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,16.51,Missed,,,,,,,,,,,,,,,,,,
