actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
162,PT12M00.00S,2023-02-27T02:41:44.0Z,2,REGULAR,substitution,out,['startperiod'],1631101,,,1610612745,32,31,2023-02-27T02:41:59Z,1620000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-02-27T02:41:44.0Z,2,REGULAR,substitution,out,['startperiod'],1630231,,,1610612745,32,31,2023-02-27T02:41:59Z,1630000,False,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-02-27T02:41:44.0Z,2,REGULAR,substitution,in,['startperiod'],1629234,,,1610612745,32,31,2023-02-27T02:41:59Z,1640000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-02-27T02:41:44.0Z,2,REGULAR,substitution,in,['startperiod'],1629629,,,1610612745,32,31,2023-02-27T02:41:59Z,1650000,False,,,0,,SUB in: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-02-27T02:41:44.0Z,2,REGULAR,substitution,in,['startperiod'],1626246,,,1610612745,32,31,2023-02-27T02:41:59Z,1660000,False,,,0,,SUB in: B. Marjanovic,[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-02-27T02:42:12.9Z,2,REGULAR,period,start,[],0,,,1610612745,32,31,2023-02-27T02:42:12Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M42.00S,2023-02-27T02:42:31.2Z,2,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612745,32,31,2023-02-27T02:42:37Z,1680000,False,,,0,,D. Eubanks shooting personal FOUL (2 PF) (Marjanovic 2 FT),"[1629234, 1626246]",1610612757.0,POR,shooting,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1628953.0,2.0,0.0,Marjanovic,1626246.0,,,,,,,,
170,PT11M42.00S,2023-02-27T02:42:59.5Z,2,REGULAR,freethrow,1 of 2,[],1626246,,,1610612745,32,32,2023-02-27T02:43:18Z,1700000,False,,,0,,B. Marjanovic Free Throw 1 of 2 (1 PTS),[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
171,PT11M42.00S,2023-02-27T02:42:59.5Z,2,REGULAR,freethrow,2 of 2,[],1626246,,,1610612745,32,32,2023-02-27T02:43:18Z,1710000,False,,,0,,MISS B. Marjanovic Free Throw 2 of 2,[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
172,PT11M40.00S,2023-02-27T02:43:01.5Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,32,32,2023-02-27T02:43:18Z,1720000,False,,,0,,N. Little REBOUND (Off:0 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,171.0,2.0,2.0,0.0,,,,,,,,,,,,,,
173,PT11M23.00S,2023-02-27T02:43:31.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629234,94.30026281208936,59.31372549019608,1610612757,34,32,2023-02-27T02:45:34Z,1730000,False,47.0,1.0,1,right,D. Eubanks floating Jump Shot (3 PTS) (C. Reddish 2 AST),"[1629234, 1629629]",1610612757.0,POR,floating,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,4.66,Made,,,,,3.0,,,,,,,,,,,C. Reddish,1629629.0,2.0
175,PT11M00.00S,2023-02-27T02:43:53.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,8.754927726675426,49.26470588235294,1610612745,34,32,2023-02-27T02:43:57Z,1750000,False,4.0,30.0,1,left,MISS J. Smith Jr. driving Layup,[1631095],1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,3.0,Missed,,,,,,,,,,,,,,,,,,
176,PT10M59.00S,2023-02-27T02:43:54.7Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,34,32,2023-02-27T02:43:57Z,1760000,False,,,0,,N. Little REBOUND (Off:0 Def:3),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Restricted Area,0-8 Center,,,175.0,3.0,3.0,0.0,,,,,,,,,,,,,,
177,PT10M55.00S,2023-02-27T02:44:00.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629629,94.30026281208936,51.71568627450981,1610612757,36,32,2023-02-27T02:44:06Z,1770000,False,9.0,1.0,1,right,C. Reddish running Layup (2 PTS) (N. Little 1 AST),"[1629629, 1629642]",1610612757.0,POR,running,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,2.0,,,,,,,,,,,N. Little,1629642.0,1.0
179,PT10M47.00S,2023-02-27T02:44:07.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631095,6.915243101182654,53.18627450980392,1610612745,36,32,2023-02-27T02:44:16Z,1790000,False,-16.0,13.0,1,left,MISS J. Smith Jr. driving Layup,[1631095],1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
180,PT10M46.00S,2023-02-27T02:44:08.7Z,2,REGULAR,rebound,offensive,[],1626246,,,1610612745,36,32,2023-02-27T02:44:08Z,1800000,False,,,0,,B. Marjanovic REBOUND (Off:1 Def:0),[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,Restricted Area,0-8 Center,,,179.0,1.0,0.0,1.0,,,,,,,,,,,,,,
181,PT10M46.00S,2023-02-27T02:44:10.5Z,2,REGULAR,foul,personal,['2freethrow'],203924,,,1610612745,36,32,2023-02-27T02:44:24Z,1810000,False,,,0,,J. Grant shooting personal FOUL (2 PF) (Marjanovic 2 FT),"[203924, 1626246]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,200832.0,2.0,0.0,Marjanovic,1626246.0,,,,,,,,
183,PT10M46.00S,2023-02-27T02:44:37.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626246,,,1610612745,36,33,2023-02-27T02:44:54Z,1830000,False,,,0,,B. Marjanovic Free Throw 1 of 2 (2 PTS),[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
184,PT10M46.00S,2023-02-27T02:44:37.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626246,,,1610612745,36,33,2023-02-27T02:44:54Z,1840000,False,,,0,,MISS B. Marjanovic Free Throw 2 of 2,[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
185,PT10M44.00S,2023-02-27T02:44:39.2Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,36,33,2023-02-27T02:44:54Z,1850000,False,,,0,,N. Little REBOUND (Off:0 Def:4),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,184.0,4.0,4.0,0.0,,,,,,,,,,,,,,
186,PT10M24.00S,2023-02-27T02:45:12.7Z,2,REGULAR,3pt,Jump Shot,[],1629642,90.48948751642575,4.166666666666666,1610612757,39,33,2023-02-27T02:48:00Z,1860000,False,-229.0,37.0,1,right,N. Little 3PT pullup (8 PTS) (K. Johnson 1 AST),"[1629642, 1630553]",1610612757.0,POR,pullup,,,Little,N. Little,,,,,Left Corner 3,24+ Left,23.22,Made,,,,,8.0,,,,,,,,,,,K. Johnson,1630553.0,1.0
188,PT10M08.00S,2023-02-27T02:45:27.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630227,7.227332457293031,40.17310049019608,1610612745,39,33,2023-02-27T02:48:55Z,1880000,False,49.0,15.0,1,left,MISS D. Nix driving floating bank Shot,[1630227],1610612745.0,HOU,driving floating bank,,,Nix,D. Nix,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,,,,,
189,PT10M06.00S,2023-02-27T02:45:29.8Z,2,REGULAR,rebound,offensive,[],1626246,,,1610612745,39,33,2023-02-27T02:48:55Z,1890000,False,,,0,,B. Marjanovic REBOUND (Off:2 Def:0),[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,In The Paint (Non-RA),0-8 Center,,,188.0,2.0,0.0,2.0,,,,,,,,,,,,,,
190,PT10M06.00S,2023-02-27T02:45:29.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626246,5.590000152587891,50.0,1610612745,39,33,2023-02-27T02:45:29Z,1900000,False,0.0,0.0,1,left,MISS B. Marjanovic tip Layup,[1626246],1610612745.0,HOU,tip,,,Marjanovic,B. Marjanovic,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
191,PT10M05.00S,2023-02-27T02:45:30.6Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,39,33,2023-02-27T02:45:30Z,1910000,False,,,0,,J. Grant REBOUND (Off:1 Def:1),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Left,,,190.0,2.0,1.0,1.0,,,,,,,,,,,,,,
192,PT10M02.00S,2023-02-27T02:45:37.2Z,2,REGULAR,turnover,traveling,[],1630553,,,1610612757,39,33,2023-02-27T02:45:42Z,1920000,False,,,0,,K. Johnson traveling TURNOVER (1 TO),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,1628953.0,,,,,1.0,,,,,,,
193,PT09M48.00S,2023-02-27T02:46:05.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630528,18.610381077529567,38.970588235294116,1610612745,39,33,2023-02-27T02:49:40Z,1930000,False,55.0,122.0,1,left,MISS J. Christopher 13' fadeaway Shot,[1630528],1610612745.0,HOU,fadeaway,,,Christopher,J. Christopher,,,,,In The Paint (Non-RA),8-16 Center,13.42,Missed,,,,,,,,,,,,,,,,,,
194,PT09M44.00S,2023-02-27T02:46:09.4Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,39,33,2023-02-27T02:46:12Z,1940000,False,,,0,,N. Little REBOUND (Off:0 Def:5),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,In The Paint (Non-RA),8-16 Center,,,193.0,5.0,5.0,0.0,,,,,,,,,,,,,,
195,PT09M30.00S,2023-02-27T02:46:22.6Z,2,REGULAR,2pt,Jump Shot,[],203924,92.19776609724047,72.54901960784314,1610612757,39,33,2023-02-27T02:46:34Z,1950000,False,113.0,21.0,1,right,MISS J. Grant 11' fadeaway Shot,[203924],1610612757.0,POR,fadeaway,,,Grant,J. Grant,,,,,Mid-Range,8-16 Right,11.46,Missed,,,,,,,,,,,,,,,,,,
196,PT09M28.00S,2023-02-27T02:46:24.6Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,39,33,2023-02-27T02:46:34Z,1960000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,,,195.0,2.0,2.0,0.0,,,,,,,,,,,,,,
197,PT09M19.00S,2023-02-27T02:46:35.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626246,6.521024967148489,48.28431372549019,1610612745,39,35,2023-02-27T02:46:39Z,1970000,False,9.0,9.0,1,left,B. Marjanovic Layup (4 PTS) (J. Smith Jr. 1 AST),"[1626246, 1631095]",1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,4.0,,,,,,,,,,,J. Smith Jr.,1631095.0,1.0
199,PT08M53.00S,2023-02-27T02:47:02.6Z,2,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612757,39,35,2023-02-27T02:47:12Z,1990000,False,,,0,,T. Eason shooting personal FOUL (1 PF) (Eubanks 2 FT),"[1631106, 1629234]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,1.0,0.0,Eubanks,1629234.0,,,,,,,,
201,PT08M53.00S,2023-02-27T02:47:25.3Z,2,REGULAR,freethrow,1 of 2,[],1629234,,,1610612757,40,35,2023-02-27T02:47:25Z,2010000,False,,,0,,D. Eubanks Free Throw 1 of 2 (4 PTS),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
202,PT08M53.00S,2023-02-27T02:47:25.8Z,2,REGULAR,substitution,out,[],1630553,,,1610612757,40,35,2023-02-27T02:47:32Z,2020000,False,,,0,,SUB out: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M53.00S,2023-02-27T02:47:25.8Z,2,REGULAR,substitution,out,[],1626246,,,1610612757,40,35,2023-02-27T02:47:32Z,2030000,False,,,0,,SUB out: B. Marjanovic,[1626246],1610612745.0,HOU,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M53.00S,2023-02-27T02:47:25.8Z,2,REGULAR,substitution,in,[],203081,,,1610612757,40,35,2023-02-27T02:47:32Z,2040000,False,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M53.00S,2023-02-27T02:47:25.8Z,2,REGULAR,substitution,in,[],1630586,,,1610612757,40,35,2023-02-27T02:47:32Z,2050000,False,,,0,,SUB in: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M53.00S,2023-02-27T02:47:47.5Z,2,REGULAR,freethrow,2 of 2,[],1629234,,,1610612757,41,35,2023-02-27T02:47:47Z,2060000,False,,,0,,D. Eubanks Free Throw 2 of 2 (5 PTS),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
207,PT08M42.00S,2023-02-27T02:47:59.3Z,2,REGULAR,3pt,Jump Shot,[],1630227,31.61957950065703,26.715686274509803,1610612745,41,35,2023-02-27T02:48:04Z,2070000,False,116.0,245.0,1,left,MISS D. Nix 27' pullup 3PT,[1630227],1610612745.0,HOU,pullup,,,Nix,D. Nix,,,,,Above the Break 3,24+ Right Center,27.1,Missed,,,,,,,,,,,,,,,,,,
208,PT08M38.00S,2023-02-27T02:48:03.3Z,2,REGULAR,rebound,defensive,[],203924,,,1610612757,41,35,2023-02-27T02:48:04Z,2080000,False,,,0,,J. Grant REBOUND (Off:1 Def:2),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,,,207.0,3.0,2.0,1.0,,,,,,,,,,,,,,
209,PT08M34.00S,2023-02-27T02:48:08.7Z,2,REGULAR,foul,personal,['2freethrow'],1631106,,,1610612757,41,35,2023-02-27T02:48:25Z,2090000,False,,,0,,T. Eason shooting personal FOUL (2 PF) (Eubanks 2 FT),"[1631106, 1629234]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202041.0,2.0,0.0,Eubanks,1629234.0,,,,,,,,
211,PT08M34.00S,2023-02-27T02:48:31.3Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629234,,,1610612757,41,35,2023-02-27T02:49:43Z,2110000,False,,,0,,MISS D. Eubanks Free Throw 1 of 2,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
212,PT08M34.00S,2023-02-27T02:48:31.3Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,41,35,2023-02-27T02:49:43Z,2120000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,211.0,,,,,,,,,,,,,,,,,
214,PT08M34.00S,2023-02-27T02:48:31.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629234,,,1610612757,41,35,2023-02-27T02:49:43Z,2140000,False,,,0,,MISS D. Eubanks Free Throw 2 of 2,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
215,PT08M32.00S,2023-02-27T02:48:33.3Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612757,41,35,2023-02-27T02:49:43Z,2150000,False,,,0,,D. Eubanks REBOUND (Off:1 Def:3),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,214.0,4.0,3.0,1.0,,,,,,,,,,,,,,
216,PT08M30.00S,2023-02-27T02:49:44.3Z,2,REGULAR,turnover,lost ball,[],1629234,,,1610612757,41,35,2023-02-27T02:49:49Z,2160000,False,,,0,,D. Eubanks lost ball TURNOVER (1 TO),"[1629234, 1631106]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1.0,Eason,1631106.0,,,,,
217,PT08M30.00S,2023-02-27T02:49:44.3Z,2,REGULAR,steal,,[],1631106,,,1610612745,41,35,2023-02-27T02:49:45Z,2170000,False,,,0,,T. Eason STEAL (1 STL),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
218,PT08M27.00S,2023-02-27T02:49:48.5Z,2,REGULAR,foul,personal,['2freethrow'],1629629,,,1610612745,41,35,2023-02-27T02:49:58Z,2180000,False,,,0,,C. Reddish shooting personal FOUL (1 PF) (Eason 2 FT),"[1629629, 1631106]",1610612757.0,POR,shooting,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,1.0,0.0,Eason,1631106.0,,,,,,,,
220,PT08M27.00S,2023-02-27T02:50:17.5Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631106,,,1610612745,41,36,2023-02-27T02:50:17Z,2200000,False,,,0,,T. Eason Free Throw 1 of 2 (1 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
221,PT08M27.00S,2023-02-27T02:50:18.2Z,2,REGULAR,substitution,out,[],1629629,,,1610612745,41,36,2023-02-27T02:50:23Z,2210000,False,,,0,,SUB out: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M27.00S,2023-02-27T02:50:18.2Z,2,REGULAR,substitution,out,[],1629234,,,1610612745,41,36,2023-02-27T02:50:23Z,2220000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M27.00S,2023-02-27T02:50:18.2Z,2,REGULAR,substitution,in,[],1630570,,,1610612745,41,36,2023-02-27T02:50:23Z,2230000,False,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M27.00S,2023-02-27T02:50:18.2Z,2,REGULAR,substitution,in,[],1629680,,,1610612745,41,36,2023-02-27T02:50:23Z,2240000,False,,,0,,SUB in: M. Thybulle,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M27.00S,2023-02-27T02:50:34.8Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631106,,,1610612745,41,37,2023-02-27T02:50:34Z,2250000,False,,,0,,T. Eason Free Throw 2 of 2 (2 PTS),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
226,PT08M03.00S,2023-02-27T02:51:00.8Z,2,REGULAR,3pt,Jump Shot,[],203081,63.41984231274639,23.284313725490197,1610612757,44,37,2023-02-27T02:51:06Z,2260000,False,-134.0,291.0,1,right,D. Lillard 32' 3PT  (19 PTS) (N. Little 2 AST),"[203081, 1629642]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,32.06,Made,,,,,19.0,,,,,,,,,,,N. Little,1629642.0,2.0
228,PT08M00.00S,2023-02-27T02:51:12.4Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612745,44,37,2023-02-27T02:51:18Z,2280000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,1628953.0,,,,,,,,,,,,
229,PT07M44.00S,2023-02-27T02:51:28.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,7.5722733245729295,47.30392156862745,1610612745,44,39,2023-02-27T02:51:34Z,2290000,False,13.0,19.0,1,left,T. Eason driving Layup (4 PTS) (D. Nix 1 AST),"[1631106, 1630227]",1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.31,Made,,,,,4.0,,,,,,,,,,,D. Nix,1630227.0,1.0
231,PT07M32.00S,2023-02-27T02:51:43.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,94.56307490144546,47.794117647058826,1610612757,46,39,2023-02-27T02:51:49Z,2310000,False,-11.0,-1.0,1,right,D. Lillard driving finger roll Layup (21 PTS),[203081],1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,21.0,,,,,,,,,,,,,
232,PT07M32.00S,2023-02-27T02:51:44.9Z,2,REGULAR,foul,personal,['1freethrow'],1631106,,,1610612757,46,39,2023-02-27T02:51:54Z,2320000,False,,,0,,T. Eason shooting personal FOUL (3 PF) (Lillard 1 FT),"[1631106, 203081]",1610612745.0,HOU,shooting,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,,,,,,,,1628953.0,3.0,0.0,Lillard,203081.0,,,,,,,,
234,PT07M32.00S,2023-02-27T02:51:55.2Z,2,REGULAR,substitution,out,[],1630586,,,1610612757,46,39,2023-02-27T02:52:40Z,2340000,False,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M32.00S,2023-02-27T02:51:55.2Z,2,REGULAR,substitution,in,[],1630578,,,1610612757,46,39,2023-02-27T02:52:40Z,2350000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M32.00S,2023-02-27T02:52:18.2Z,2,REGULAR,freethrow,1 of 1,[],203081,,,1610612757,47,39,2023-02-27T02:52:18Z,2360000,False,,,0,,D. Lillard Free Throw 1 of 1 (22 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
237,PT07M14.00S,2023-02-27T02:52:37.8Z,2,REGULAR,3pt,Jump Shot,[],1630227,16.113666228646515,96.32352941176471,1610612745,47,39,2023-02-27T02:52:41Z,2370000,False,-232.0,99.0,1,left,MISS D. Nix 25' 3PT,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
238,PT07M13.00S,2023-02-27T02:52:38.8Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,47,39,2023-02-27T02:52:41Z,2380000,False,,,0,,N. Little REBOUND (Off:0 Def:6),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,,,237.0,6.0,6.0,0.0,,,,,,,,,,,,,,
239,PT07M07.00S,2023-02-27T02:52:45.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203081,65.39093298291722,16.666666666666664,1610612757,50,39,2023-02-27T02:53:01Z,2390000,False,-167.0,273.0,1,right,D. Lillard 31' 3PT running pullup (25 PTS),[203081],1610612757.0,POR,running pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,31.97,Made,,,,,25.0,,,,,,,,,,,,,
240,PT06M59.00S,2023-02-27T02:52:57.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,50,39,2023-02-27T02:52:57Z,2400000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M59.00S,2023-02-27T02:55:20.4Z,2,REGULAR,substitution,out,[],1630528,,,1610612745,50,39,2023-02-27T02:55:44Z,2410000,False,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M59.00S,2023-02-27T02:55:20.4Z,2,REGULAR,substitution,out,[],1631106,,,1610612745,50,39,2023-02-27T02:55:44Z,2420000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M59.00S,2023-02-27T02:55:20.4Z,2,REGULAR,substitution,in,[],1631102,,,1610612745,50,39,2023-02-27T02:55:44Z,2430000,False,,,0,,SUB in: T. Washington Jr.,[1631102],1610612745.0,HOU,,,,Washington Jr.,T. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M59.00S,2023-02-27T02:55:20.4Z,2,REGULAR,substitution,in,[],1630256,,,1610612745,50,39,2023-02-27T02:55:44Z,2440000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M52.00S,2023-02-27T02:56:02.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,6.1268068331143235,54.41176470588235,1610612745,50,41,2023-02-27T02:56:08Z,2450000,False,-22.0,5.0,1,left,J. Tate driving Layup (12 PTS),[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,12.0,,,,,,,,,,,,,
246,PT06M34.00S,2023-02-27T02:56:20.7Z,2,REGULAR,3pt,Jump Shot,[],203081,72.48685939553219,19.852941176470587,1610612757,50,41,2023-02-27T02:56:26Z,2460000,False,-151.0,206.0,1,right,MISS D. Lillard 25' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,25.53,Missed,,,,,,,,,,,,,,,,,,
