actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
250,PT05M58.00S,2023-03-02T03:55:26.2Z,2,REGULAR,rebound,offensive,[],1630230,,,1610612740,42,43,2023-03-02T03:55:26Z,2470000,False,,,0,,N. Marshall REBOUND (Off:1 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,249.0,2.0,1.0,1.0,,,,,,,,,,,,,
251,PT05M58.00S,2023-03-02T03:55:28.4Z,2,REGULAR,foul,personal,[],1629680,,,1610612740,42,43,2023-03-02T03:56:07Z,2480000,False,,,0,,M. Thybulle personal FOUL (1 PF),"[1629680, 1630230]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2715.0,1.0,0.0,Marshall,1630230.0,,,,,,,,
253,PT05M58.00S,2023-03-02T03:55:49.3Z,2,REGULAR,substitution,out,[],1629642,,,1610612740,42,43,2023-03-02T03:56:01Z,2500000,False,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M58.00S,2023-03-02T03:55:49.3Z,2,REGULAR,substitution,out,[],1630230,,,1610612740,42,43,2023-03-02T03:56:01Z,2510000,False,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M58.00S,2023-03-02T03:55:49.3Z,2,REGULAR,substitution,out,[],1626195,,,1610612740,42,43,2023-03-02T03:56:01Z,2520000,False,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M58.00S,2023-03-02T03:55:49.3Z,2,REGULAR,substitution,in,[],1629629,,,1610612740,42,43,2023-03-02T03:56:01Z,2530000,False,,,0,,SUB in: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M58.00S,2023-03-02T03:55:49.3Z,2,REGULAR,substitution,in,[],1629637,,,1610612740,42,43,2023-03-02T03:56:01Z,2540000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M58.00S,2023-03-02T03:55:49.3Z,2,REGULAR,substitution,in,[],1626196,,,1610612740,42,43,2023-03-02T03:56:01Z,2550000,False,,,0,,SUB in: J. Richardson,[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M44.00S,2023-03-02T03:56:27.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203468,83.78777923784494,35.049019607843135,1610612740,42,43,2023-03-02T03:56:36Z,2560000,False,-75.0,100.0,1,right,MISS C. McCollum 12' driving floating bank Shot,[203468],1610612740.0,NOP,driving floating bank,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Left,12.48,Missed,,,,,,,,,,,,,,,,,,
260,PT05M42.00S,2023-03-02T03:56:29.5Z,2,REGULAR,rebound,offensive,[],1629637,,,1610612740,42,43,2023-03-02T03:56:36Z,2570000,False,,,0,,J. Hayes REBOUND (Off:1 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),8-16 Left,,,,259.0,3.0,2.0,1.0,,,,,,,,,,,,,
261,PT05M40.00S,2023-03-02T03:56:31.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629637,88.51839684625493,44.85294117647059,1610612740,42,45,2023-03-02T03:56:40Z,2580000,False,-26.0,55.0,1,right,J. Hayes 6' putback Layup (6 PTS),[1629637],1610612740.0,NOP,putback,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,6.11,Made,6.0,,,,,,,,,,,,,,,,,
262,PT05M23.00S,2023-03-02T03:56:48.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,7.703679369250986,53.431372549019606,1610612757,42,45,2023-03-02T03:56:53Z,2590000,False,-17.0,20.0,1,left,MISS D. Lillard driving finger roll Layup,[203081],1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,2.63,Missed,,,,,,,,,,,,,,,,,,
263,PT05M20.00S,2023-03-02T03:56:51.3Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,42,45,2023-03-02T03:56:53Z,2600000,False,,,0,,J. Hayes REBOUND (Off:1 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,262.0,4.0,3.0,1.0,,,,,,,,,,,,,
264,PT05M10.00S,2023-03-02T03:57:01.2Z,2,REGULAR,turnover,bad pass,[],203468,,,1610612740,42,45,2023-03-02T03:57:06Z,2610000,False,,,0,,C. McCollum bad pass TURNOVER (2 TO),"[203468, 1630570]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2.0,Watford,1630570.0,,,,,
265,PT05M10.00S,2023-03-02T03:57:01.2Z,2,REGULAR,steal,,[],1630570,,,1610612757,42,45,2023-03-02T03:57:03Z,2620000,False,,,0,,T. Watford STEAL (1 STL),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
266,PT05M07.00S,2023-03-02T03:57:05.4Z,2,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612757,42,45,2023-03-02T03:57:20Z,2630000,False,,,0,,H. Jones shooting personal FOUL (2 PF) (Lillard 2 FT),"[1630529, 203081]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1627524.0,2.0,0.0,Lillard,203081.0,,,,,,,,
268,PT05M07.00S,2023-03-02T03:57:33.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203081,,,1610612757,43,45,2023-03-02T03:57:33Z,2650000,False,,,0,,D. Lillard Free Throw 1 of 2 (7 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
269,PT05M07.00S,2023-03-02T03:57:53.9Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203081,,,1610612757,44,45,2023-03-02T03:57:53Z,2660000,False,,,0,,D. Lillard Free Throw 2 of 2 (8 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
270,PT04M58.00S,2023-03-02T03:58:05.0Z,2,REGULAR,turnover,bad pass,[],1626196,,,1610612740,44,45,2023-03-02T03:59:27Z,2670000,False,,,0,,J. Richardson bad pass TURNOVER (2 TO),"[1626196, 1630570]",1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,2.0,Watford,1630570.0,,,,,
271,PT04M58.00S,2023-03-02T03:58:05.0Z,2,REGULAR,steal,,[],1630570,,,1610612757,44,45,2023-03-02T03:59:27Z,2680000,False,,,0,,T. Watford STEAL (2 STL),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
272,PT04M48.00S,2023-03-02T03:58:15.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630570,23.340998685939553,24.509803921568626,1610612757,46,45,2023-03-02T03:58:26Z,2690000,False,127.0,167.0,1,left,T. Watford 21' Jump Shot (4 PTS) (C. Reddish 1 AST),"[1630570, 1629629]",1610612757.0,POR,,,,Watford,T. Watford,,,,,Mid-Range,16-24 Right Center,21.0,Made,4.0,,,,,,,,,,,,,,,C. Reddish,1629629.0,1.0
274,PT04M24.00S,2023-03-02T03:58:39.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,90.22667542706965,49.26470588235294,1610612740,46,47,2023-03-02T03:58:43Z,2710000,False,-4.0,39.0,1,right,J. Hayes Layup (8 PTS) (B. Ingram 1 AST),"[1629637, 1627742]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,3.96,Made,8.0,,,,,,,,,,,,,,,B. Ingram,1627742.0,1.0
276,PT04M05.00S,2023-03-02T03:58:57.2Z,2,REGULAR,3pt,Jump Shot,[],1629629,9.149145860709593,3.6764705882352944,1610612757,46,47,2023-03-02T03:59:06Z,2730000,False,232.0,34.0,1,left,MISS C. Reddish 3PT,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,Right Corner 3,24+ Right,23.4,Missed,,,,,,,,,,,,,,,,,,
277,PT04M00.00S,2023-03-02T03:59:02.2Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,46,47,2023-03-02T03:59:06Z,2740000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Right Corner 3,24+ Right,,,,276.0,1.0,1.0,0.0,,,,,,,,,,,,,
278,PT03M58.00S,2023-03-02T03:59:04.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630529,89.56964520367937,46.81372549019608,1610612740,46,47,2023-03-02T03:59:16Z,2750000,False,-16.0,46.0,1,right,MISS H. Jones Layup - blocked,"[1630529, 1629680]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,4.82,Missed,,,,,,,,,,,,,,Thybulle,1629680.0,,,
294,PT03M58.00S,2023-03-02T03:59:04.4Z,2,REGULAR,block,,[],1629680,,,1610612740,46,47,2023-03-02T04:04:10Z,2755000,False,,,0,,M. Thybulle BLOCK (3 BLK),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
279,PT03M54.00S,2023-03-02T03:59:08.4Z,2,REGULAR,rebound,defensive,[],203081,,,1610612757,46,47,2023-03-02T03:59:16Z,2760000,False,,,0,,D. Lillard REBOUND (Off:0 Def:5),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,278.0,5.0,5.0,0.0,,,,,,,,,,,,,
280,PT03M52.00S,2023-03-02T03:59:11.4Z,2,REGULAR,turnover,bad pass,[],1630570,,,1610612757,46,47,2023-03-02T03:59:20Z,2770000,False,,,0,,T. Watford bad pass TURNOVER (3 TO),"[1630570, 1629637]",1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,3.0,Hayes,1629637.0,,,,,
281,PT03M52.00S,2023-03-02T03:59:11.4Z,2,REGULAR,steal,,[],1629637,,,1610612740,46,47,2023-03-02T03:59:13Z,2780000,False,,,0,,J. Hayes STEAL (1 STL),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
282,PT03M49.00S,2023-03-02T03:59:17.4Z,2,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,46,47,2023-03-02T04:02:50Z,2790000,False,,,0,,H. Jones bad pass out-of-bounds TURNOVER (1 TO),[1630529],1610612740.0,NOP,bad pass,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,1627524.0,,,,,1.0,,,,,,,
283,PT03M26.00S,2023-03-02T03:59:51.6Z,2,REGULAR,violation,kicked ball,[],1629637,,,1610612757,46,47,2023-03-02T04:00:06Z,2800000,False,,,0,,J. Hayes kicked ball VIOLATION,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,201638.0,,,,,,,,,,,,
284,PT03M26.00S,2023-03-02T04:00:01.7Z,2,REGULAR,substitution,out,[],1629629,,,1610612757,46,47,2023-03-02T04:00:14Z,2810000,False,,,0,,SUB out: C. Reddish,[1629629],1610612757.0,POR,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M26.00S,2023-03-02T04:00:01.7Z,2,REGULAR,substitution,out,[],1630529,,,1610612757,46,47,2023-03-02T04:00:14Z,2820000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M26.00S,2023-03-02T04:00:01.7Z,2,REGULAR,substitution,in,[],1629014,,,1610612757,46,47,2023-03-02T04:00:14Z,2830000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M26.00S,2023-03-02T04:00:01.7Z,2,REGULAR,substitution,in,[],1630530,,,1610612757,46,47,2023-03-02T04:00:14Z,2840000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M14.00S,2023-03-02T04:00:33.1Z,2,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612757,46,47,2023-03-02T04:00:43Z,2850000,False,,,0,,J. Hayes shooting personal FOUL (3 PF) (Lillard 2 FT),"[1629637, 203081]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2715.0,3.0,0.0,Lillard,203081.0,,,,,,,,
291,PT03M14.00S,2023-03-02T04:01:03.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203081,,,1610612757,47,47,2023-03-02T04:01:03Z,2870000,False,,,0,,D. Lillard Free Throw 1 of 2 (9 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
292,PT03M14.00S,2023-03-02T04:01:04.3Z,2,REGULAR,substitution,out,[],1629637,,,1610612757,47,47,2023-03-02T04:01:10Z,2880000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M14.00S,2023-03-02T04:01:04.3Z,2,REGULAR,substitution,in,[],1626195,,,1610612757,47,47,2023-03-02T04:01:10Z,2890000,False,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M14.00S,2023-03-02T04:01:23.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203081,,,1610612757,48,47,2023-03-02T04:01:23Z,2900000,False,,,0,,D. Lillard Free Throw 2 of 2 (10 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
296,PT02M58.00S,2023-03-02T04:01:39.5Z,2,REGULAR,3pt,Jump Shot,[],203468,68.54467805519053,17.15686274509804,1610612740,48,47,2023-03-02T04:01:45Z,2910000,False,-164.0,243.0,1,right,MISS C. McCollum 29' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,29.34,Missed,,,,,,,,,,,,,,,,,,
297,PT02M53.00S,2023-03-02T04:01:44.5Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612757,48,47,2023-03-02T04:01:45Z,2920000,False,,,0,,T. Watford REBOUND (Off:1 Def:3),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,,,,296.0,4.0,3.0,1.0,,,,,,,,,,,,,
298,PT02M49.00S,2023-03-02T04:01:49.4Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203081,7.5722733245729295,50.73529411764706,1610612757,50,47,2023-03-02T04:04:21Z,2930000,False,-4.0,19.0,1,left,D. Lillard running DUNK (12 PTS),[203081],1610612757.0,POR,running,,,Lillard,D. Lillard,,,,,Restricted Area,0-8 Center,1.91,Made,12.0,,,,,,,,,,,,,,,,,
299,PT02M33.00S,2023-03-02T04:02:04.8Z,2,REGULAR,3pt,Jump Shot,[],1630530,70.90998685939553,74.01960784313727,1610612740,50,47,2023-03-02T04:02:11Z,2940000,False,120.0,221.0,1,right,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
300,PT02M29.00S,2023-03-02T04:02:08.8Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,50,47,2023-03-02T04:02:11Z,2950000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,,299.0,1.0,1.0,0.0,,,,,,,,,,,,,
301,PT02M21.00S,2023-03-02T04:02:16.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,15.325229960578188,42.64705882352941,1610612757,50,47,2023-03-02T04:02:25Z,2960000,False,37.0,92.0,1,left,MISS A. Simons 9' driving floating bank Shot,[1629014],1610612757.0,POR,driving floating bank,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,9.87,Missed,,,,,,,,,,,,,,,,,,
302,PT02M18.00S,2023-03-02T04:02:19.7Z,2,REGULAR,rebound,offensive,[],1629014,,,1610612757,50,47,2023-03-02T04:02:19Z,2970000,False,,,0,,A. Simons REBOUND (Off:1 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,,,,301.0,2.0,1.0,1.0,,,,,,,,,,,,,
303,PT02M15.00S,2023-03-02T04:02:22.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630570,30.042706964520367,72.05882352941177,1610612757,50,47,2023-03-02T04:02:27Z,2980000,False,-110.0,230.0,1,left,MISS T. Watford 25' 3PT,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Left Center,25.5,Missed,,,,,,,,,,,,,,,,,,
304,PT02M12.00S,2023-03-02T04:02:25.9Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612740,50,47,2023-03-02T04:02:27Z,2990000,False,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,,,,303.0,1.0,1.0,0.0,,,,,,,,,,,,,
305,PT02M02.00S,2023-03-02T04:02:36.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,90.22667542706965,53.18627450980392,1610612740,50,49,2023-03-02T04:02:42Z,3000000,False,16.0,39.0,1,right,B. Ingram driving finger roll Layup (16 PTS),[1627742],1610612740.0,NOP,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,4.25,Made,16.0,,,,,,,,,,,,,,,,,
306,PT01M45.00S,2023-03-02T04:02:52.1Z,2,REGULAR,3pt,Jump Shot,[],203081,30.962549277266753,31.372549019607842,1610612757,53,49,2023-03-02T04:04:43Z,3010000,False,93.0,239.0,1,left,D. Lillard 25' 3PT pullup (15 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Right Center,25.6,Made,15.0,,,,,,,,,,,,,,,,,
307,PT01M32.00S,2023-03-02T04:03:06.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,85.3646517739816,49.50980392156863,1610612740,53,51,2023-03-02T04:03:18Z,3020000,False,-2.0,85.0,1,right,B. Ingram 8' pullup Jump Shot (18 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,8.51,Made,18.0,,,,,,,,,,,,,,,,,
308,PT01M16.00S,2023-03-02T04:03:21.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,12.302890932982917,50.73529411764706,1610612757,55,51,2023-03-02T04:03:27Z,3030000,False,-4.0,63.0,1,left,D. Lillard 6' driving finger roll Layup (17 PTS),[203081],1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,6.32,Made,17.0,,,,,,,,,,,,,,,,,
309,PT01M16.00S,2023-03-02T04:03:25.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203468,,,1610612757,55,51,2023-03-02T04:03:42Z,3040000,False,,,0,,C. McCollum shooting personal FOUL (1 PF) (Lillard 1 FT),"[203468, 203081]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,201638.0,1.0,0.0,Lillard,203081.0,,,,,,,,
311,PT01M16.00S,2023-03-02T04:03:38.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,55,51,2023-03-02T04:04:21Z,3060000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M16.00S,2023-03-02T04:04:54.6Z,2,REGULAR,substitution,out,[],1626195,,,1610612757,55,51,2023-03-02T04:06:56Z,3080000,False,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M16.00S,2023-03-02T04:04:54.6Z,2,REGULAR,substitution,in,[],1630529,,,1610612757,55,51,2023-03-02T04:06:56Z,3090000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M16.00S,2023-03-02T04:07:07.7Z,2,REGULAR,freethrow,1 of 1,[],203081,,,1610612757,56,51,2023-03-02T04:07:07Z,3100000,False,,,0,,D. Lillard Free Throw 1 of 1 (18 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
316,PT00M58.90S,2023-03-02T04:07:25.2Z,2,REGULAR,3pt,Jump Shot,[],1630530,87.86136662286465,4.166666666666666,1610612740,56,51,2023-03-02T04:07:31Z,3110000,False,-229.0,62.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Left Corner 3,24+ Left,23.73,Missed,,,,,,,,,,,,,,,,,,
317,PT00M55.60S,2023-03-02T04:07:28.5Z,2,REGULAR,rebound,defensive,[],1629680,,,1610612757,56,51,2023-03-02T04:07:31Z,3120000,False,,,0,,M. Thybulle REBOUND (Off:0 Def:2),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Left Corner 3,24+ Left,,,,316.0,2.0,2.0,0.0,,,,,,,,,,,,,
318,PT00M42.80S,2023-03-02T04:07:42.2Z,2,REGULAR,3pt,Jump Shot,[],1629014,29.6484888304862,74.50980392156863,1610612757,56,51,2023-03-02T04:07:46Z,3130000,False,-123.0,226.0,1,left,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,,,,,,,,,,
319,PT00M40.00S,2023-03-02T04:07:45.0Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,56,51,2023-03-02T04:07:46Z,3140000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,,,,318.0,2.0,2.0,0.0,,,,,,,,,,,,,
320,PT00M24.90S,2023-03-02T04:08:00.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,80.3712220762155,45.09803921568628,1610612740,56,53,2023-03-02T04:08:05Z,3150000,False,-25.0,132.0,1,right,B. Ingram 13' pullup Jump Shot (20 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,13.43,Made,20.0,,,,,,,,,,,,,,,,,
321,PT00M04.50S,2023-03-02T04:08:23.6Z,2,REGULAR,turnover,bad pass,[],203081,,,1610612757,56,53,2023-03-02T04:08:29Z,3160000,False,,,0,,D. Lillard bad pass TURNOVER (2 TO),"[203081, 1627742]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,2.0,Ingram,1627742.0,,,,,
322,PT00M04.50S,2023-03-02T04:08:23.6Z,2,REGULAR,steal,,[],1627742,,,1610612740,56,53,2023-03-02T04:08:25Z,3170000,False,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
323,PT00M00.00S,2023-03-02T04:08:29.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,70.77858081471747,78.92156862745098,1610612740,56,53,2023-03-02T04:08:37Z,3180000,False,145.0,222.0,1,right,MISS B. Ingram 26' running pullup 3PT - blocked,"[1627742, 1629680]",1610612740.0,NOP,running pullup,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Right Center,26.51,Missed,,,,,,,,,,,,,,Thybulle,1629680.0,,,
324,PT00M00.00S,2023-03-02T04:08:29.4Z,2,REGULAR,block,,[],1629680,,,1610612740,56,53,2023-03-02T04:08:32Z,3190000,False,,,0,,M. Thybulle BLOCK (4 BLK),[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
325,PT00M00.00S,2023-03-02T04:08:29.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,56,53,2023-03-02T04:08:37Z,3200000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,,323.0,,,,,,,,,,,,,,,,
326,PT00M00.00S,2023-03-02T04:08:49.7Z,2,REGULAR,period,end,[],0,,,1610612740,56,53,2023-03-02T04:08:49Z,3210000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2023-03-02T04:21:18.0Z,3,REGULAR,substitution,out,['startperiod'],1630570,,,1610612740,56,53,2023-03-02T04:23:33Z,3220000,False,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2023-03-02T04:21:18.0Z,3,REGULAR,substitution,out,['startperiod'],1630530,,,1610612740,56,53,2023-03-02T04:23:33Z,3230000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2023-03-02T04:21:18.0Z,3,REGULAR,substitution,in,['startperiod'],1629234,,,1610612740,56,53,2023-03-02T04:23:33Z,3240000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
