actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
180,PT10M41.00S,2026-03-26T23:44:26.9Z,2,REGULAR,substitution,out,[],1642928,,,1610612753,41,34,2026-03-26T23:44:32Z,1780000,False,,,0,,SUB out: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M41.00S,2026-03-26T23:44:26.9Z,2,REGULAR,substitution,in,[],1642875,,,1610612753,41,34,2026-03-26T23:44:32Z,1790000,False,,,0,,SUB in: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M33.00S,2026-03-26T23:44:48.3Z,2,REGULAR,foul,personal,['2freethrow'],1642269,,,1610612753,41,34,2026-03-26T23:44:57Z,1800000,False,,,0,,D. Carter shooting personal FOUL (2 PF) (Bane 2 FT),"[1642269, 1630217]",1610612758.0,SAC,shooting,,,Carter,D. Carter,,,,,In The Paint (Non-RA),0-8 Center,203592.0,,,,,,,,,,,,,,2.0,0.0,Bane,1630217.0,,
184,PT10M33.00S,2026-03-26T23:45:20.8Z,2,REGULAR,freethrow,1 of 2,[],1630217,,,1610612753,42,34,2026-03-26T23:45:20Z,1820000,False,,,0,,D. Bane Free Throw 1 of 2 (1 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,Made,,,,,,,1.0,,,,,,,,,
185,PT10M33.00S,2026-03-26T23:45:31.1Z,2,REGULAR,freethrow,2 of 2,[],1630217,,,1610612753,43,34,2026-03-26T23:45:31Z,1830000,False,,,0,,D. Bane Free Throw 2 of 2 (2 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,Made,,,,,,,2.0,,,,,,,,,
186,PT10M19.00S,2026-03-26T23:45:53.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642875,92.85479632063075,48.529411764705884,1610612758,43,34,2026-03-26T23:46:18Z,1840000,False,-7.0,15.0,1,right,MISS M. Raynaud cutting Layup,[1642875],1610612758.0,SAC,cutting,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,,1.65,Missed,,,,,,,,,,,,,,,,
187,PT10M16.00S,2026-03-26T23:45:56.8Z,2,REGULAR,rebound,defensive,[],1631288,,,1610612753,43,34,2026-03-26T23:46:18Z,1850000,False,,,0,,J. Cain REBOUND (Off:0 Def:3),[1631288],1610612753.0,ORL,,,,Cain,J. Cain,,,,,Restricted Area,0-8 Center,,,,,,,186.0,3.0,3.0,0.0,,,,,,,,,,
188,PT10M09.00S,2026-03-26T23:46:03.8Z,2,REGULAR,3pt,Jump Shot,[],1630217,32.670827858081466,41.42156862745098,1610612753,46,34,2026-03-26T23:46:35Z,1860000,False,43.0,255.0,1,left,D. Bane 25' 3PT  (5 PTS) (J. Cain 1 AST),"[1630217, 1631288]",1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,25.82,Made,,,,,,,5.0,J. Cain,1631288.0,1.0,,,,,,
190,PT09M54.00S,2026-03-26T23:46:20.0Z,2,REGULAR,3pt,Jump Shot,[],1631342,71.04139290407359,20.34313725490196,1610612758,46,34,2026-03-26T23:47:20Z,1880000,False,-148.0,220.0,1,right,MISS D. Plowden 26' 3PT,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Above the Break 3,24+ Left Center,,,26.51,Missed,,,,,,,,,,,,,,,,
191,PT09M52.00S,2026-03-26T23:46:22.0Z,2,REGULAR,rebound,defensive,[],1629048,,,1610612753,46,34,2026-03-26T23:49:23Z,1890000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,,,,,190.0,1.0,1.0,0.0,,,,,,,,,,
192,PT09M39.00S,2026-03-26T23:46:30.9Z,2,REGULAR,2pt,Jump Shot,[],1631288,3.630091984231275,70.83333333333334,1610612753,46,34,2026-03-26T23:48:03Z,1900000,False,-104.0,-18.0,1,left,MISS J. Cain 10' driving floating Shot,[1631288],1610612753.0,ORL,driving floating,,,Cain,J. Cain,,,,,Mid-Range,8-16 Left,,,10.58,Missed,,,,,,,,,,,,,,,,
193,PT09M38.00S,2026-03-26T23:46:31.9Z,2,REGULAR,rebound,defensive,[],1642875,,,1610612758,46,34,2026-03-26T23:46:39Z,1910000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:2),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Mid-Range,8-16 Left,,,,,,,192.0,2.0,2.0,0.0,,,,,,,,,,
194,PT09M32.00S,2026-03-26T23:46:38.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203926,92.19776609724047,51.225490196078425,1610612758,46,34,2026-03-26T23:56:46Z,1920000,False,6.0,21.0,1,right,MISS D. McDermott running Layup,[203926],1610612758.0,SAC,running,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,2.17,Missed,,,,,,,,,,,,,,,,
195,PT09M30.00S,2026-03-26T23:46:40.6Z,2,REGULAR,rebound,defensive,[],1642859,,,1610612753,46,34,2026-03-26T23:54:10Z,1930000,False,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,,,,,194.0,1.0,1.0,0.0,,,,,,,,,,
196,PT09M21.00S,2026-03-26T23:46:49.8Z,2,REGULAR,3pt,Jump Shot,[],1630591,19.66162943495401,91.66666666666666,1610612753,46,34,2026-03-26T23:49:16Z,1940000,False,-208.0,132.0,1,left,MISS J. Suggs 24' step back 3PT,[1630591],1610612753.0,ORL,step back,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,24.68,Missed,,,,,,,,,,,,,,,,
197,PT09M20.00S,2026-03-26T23:46:50.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,46,34,2026-03-26T23:46:58Z,1950000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,196.0,,,,,,,,,,,,,
198,PT09M20.00S,2026-03-26T23:46:56.2Z,2,REGULAR,foul,personal,[],1629048,,,1610612758,46,34,2026-03-26T23:47:21Z,1960000,False,,,0,,G. Bitadze loose ball personal FOUL (1 PF),"[1629048, 201942]",1610612753.0,ORL,loose ball,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Right,1148.0,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,
200,PT09M20.00S,2026-03-26T23:47:02.1Z,2,REGULAR,substitution,out,[],203926,,,1610612758,46,34,2026-03-26T23:47:14Z,1980000,False,,,0,,SUB out: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M20.00S,2026-03-26T23:47:02.1Z,2,REGULAR,substitution,out,[],1642269,,,1610612758,46,34,2026-03-26T23:47:14Z,1990000,False,,,0,,SUB out: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT09M20.00S,2026-03-26T23:47:02.1Z,2,REGULAR,substitution,in,[],1628370,,,1610612758,46,34,2026-03-26T23:47:14Z,2000000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M20.00S,2026-03-26T23:47:02.1Z,2,REGULAR,substitution,in,[],1630173,,,1610612758,46,34,2026-03-26T23:47:14Z,2010000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M07.00S,2026-03-26T23:47:35.7Z,2,REGULAR,3pt,Jump Shot,[],1628370,73.14388961892247,10.784313725490197,1610612758,46,37,2026-03-26T23:47:40Z,2020000,False,-196.0,200.0,1,right,M. Monk 28' 3PT  (3 PTS) (D. DeRozan 3 AST),"[1628370, 201942]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,28.0,Made,,,,,,,3.0,D. DeRozan,201942.0,3.0,,,,,,
206,PT08M52.00S,2026-03-26T23:47:56.6Z,2,REGULAR,foul,offensive,[],1629048,,,1610612753,46,37,2026-03-26T23:48:24Z,2040000,False,,,0,,G. Bitadze offensive FOUL (2 PF),"[1629048, 1631342]",1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,1148.0,,,,,,,,,,,,,,2.0,0.0,Plowden,1631342.0,,
208,PT08M52.00S,2026-03-26T23:47:56.6Z,2,REGULAR,turnover,offensive foul,[],1629048,,,1610612753,46,37,2026-03-26T23:47:56Z,2060000,False,,,0,,G. Bitadze offensive foul TURNOVER (2 TO),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,1148.0,2.0,,,,,,,,,,,,,,,,,,
209,PT08M52.00S,2026-03-26T23:48:06.6Z,2,REGULAR,substitution,out,[],1642859,,,1610612758,46,37,2026-03-26T23:48:14Z,2070000,False,,,0,,SUB out: J. Richardson,[1642859],1610612753.0,ORL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M52.00S,2026-03-26T23:48:06.6Z,2,REGULAR,substitution,out,[],1629048,,,1610612758,46,37,2026-03-26T23:48:14Z,2080000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M52.00S,2026-03-26T23:48:06.6Z,2,REGULAR,substitution,in,[],1631094,,,1610612758,46,37,2026-03-26T23:48:14Z,2090000,False,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M52.00S,2026-03-26T23:48:06.6Z,2,REGULAR,substitution,in,[],1628976,,,1610612758,46,37,2026-03-26T23:48:14Z,2100000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M34.00S,2026-03-26T23:48:53.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201942,87.99277266754271,66.17647058823529,1610612758,46,37,2026-03-26T23:50:12Z,2120000,False,81.0,60.0,1,right,MISS D. DeRozan 10' fadeaway Shot,[201942],1610612758.0,SAC,fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,,,10.1,Missed,,,,,,,,,,,,,,,,
215,PT08M33.00S,2026-03-26T23:48:54.0Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,46,37,2026-03-26T23:50:48Z,2130000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,214.0,6.0,6.0,0.0,,,,,,,,,,
216,PT08M32.00S,2026-03-26T23:49:00.4Z,2,REGULAR,turnover,lost ball,[],1628976,,,1610612753,46,37,2026-03-26T23:50:52Z,2140000,False,,,0,,W. Carter Jr. lost ball TURNOVER (1 TO),"[1628976, 1642875]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,8-16 Left,,1.0,,,,,,,,,,,,,,,,,Raynaud,1642875.0
217,PT08M32.00S,2026-03-26T23:49:00.4Z,2,REGULAR,steal,,[],1642875,,,1610612758,46,37,2026-03-26T23:49:02Z,2150000,False,,,0,,M. Raynaud STEAL (1 STL),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
218,PT08M31.00S,2026-03-26T23:49:02.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642875,93.24901445466492,41.17647058823529,1610612758,46,39,2026-03-26T23:51:01Z,2160000,False,-44.0,11.0,1,right,M. Raynaud Layup (6 PTS),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,4.55,Made,,,,,,,6.0,,,,,,,,,
219,PT08M03.00S,2026-03-26T23:49:24.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,8.754927726675426,45.34313725490196,1610612753,48,39,2026-03-26T23:49:30Z,2170000,False,23.0,30.0,1,left,P. Banchero driving Layup (12 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,3.78,Made,,,,,,,12.0,,,,,,,,,
220,PT07M44.00S,2026-03-26T23:49:44.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,91.40932982917214,50.0,1610612758,48,41,2026-03-26T23:49:56Z,2180000,False,0.0,28.0,1,right,D. DeRozan driving Layup (10 PTS),[201942],1610612758.0,SAC,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,2.83,Made,,,,,,,10.0,,,,,,,,,
221,PT07M44.00S,2026-03-26T23:49:49.5Z,2,REGULAR,foul,personal,['1freethrow'],1631288,,,1610612758,48,41,2026-03-26T23:49:58Z,2190000,False,,,0,,J. Cain shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1631288, 201942]",1610612753.0,ORL,shooting,,,Cain,J. Cain,,,,,Restricted Area,0-8 Center,203592.0,,,,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,
223,PT07M44.00S,2026-03-26T23:50:11.2Z,2,REGULAR,substitution,out,[],1631288,,,1610612758,48,41,2026-03-26T23:50:45Z,2210000,False,,,0,,SUB out: J. Cain,[1631288],1610612753.0,ORL,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M44.00S,2026-03-26T23:50:11.2Z,2,REGULAR,substitution,in,[],1641783,,,1610612758,48,41,2026-03-26T23:50:45Z,2220000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M44.00S,2026-03-26T23:50:29.0Z,2,REGULAR,freethrow,1 of 1,[],201942,,,1610612758,48,42,2026-03-26T23:50:29Z,2230000,False,,,0,,D. DeRozan Free Throw 1 of 1 (11 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,,,,,,,11.0,,,,,,,,,
226,PT07M35.00S,2026-03-26T23:50:41.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,8.754927726675426,38.48039215686275,1610612753,48,42,2026-03-26T23:50:53Z,2240000,False,58.0,30.0,1,left,MISS J. Suggs 6' driving Layup - blocked,"[1630591, 1628370]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,6.49,Missed,Monk,1628370.0,,,,,,,,,,,,,,
227,PT07M35.00S,2026-03-26T23:50:41.9Z,2,REGULAR,block,,[],1628370,,,1610612753,48,42,2026-03-26T23:50:44Z,2250000,False,,,0,,M. Monk BLOCK (1 BLK),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
228,PT07M35.00S,2026-03-26T23:50:41.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,48,42,2026-03-26T23:50:53Z,2260000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,226.0,,,,,,,,,,,,,
230,PT07M35.00S,2026-03-26T23:50:47.8Z,2,REGULAR,substitution,out,[],1630217,,,1610612753,48,42,2026-03-26T23:50:52Z,2280000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M35.00S,2026-03-26T23:50:47.8Z,2,REGULAR,substitution,in,[],1641724,,,1610612753,48,42,2026-03-26T23:50:52Z,2290000,False,,,0,,SUB in: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M22.00S,2026-03-26T23:51:14.0Z,2,REGULAR,turnover,lost ball,[],1628976,,,1610612753,48,42,2026-03-26T23:51:22Z,2300000,False,,,0,,W. Carter Jr. lost ball TURNOVER (2 TO),"[1628976, 1630173]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,2.0,,,,,,,,,,,,,,,,,Achiuwa,1630173.0
233,PT07M22.00S,2026-03-26T23:51:14.0Z,2,REGULAR,steal,,[],1630173,,,1610612758,48,42,2026-03-26T23:51:15Z,2310000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
234,PT07M16.00S,2026-03-26T23:51:21.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630173,85.89027595269383,43.872549019607845,1610612758,48,42,2026-03-26T23:53:52Z,2320000,False,-31.0,80.0,1,right,MISS P. Achiuwa 8' running Layup,[1630173],1610612758.0,SAC,running,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,8.57,Missed,,,,,,,,,,,,,,,,
235,PT07M14.00S,2026-03-26T23:51:23.6Z,2,REGULAR,rebound,offensive,[],1642875,,,1610612758,48,42,2026-03-26T23:53:52Z,2330000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:2),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,234.0,3.0,2.0,1.0,,,,,,,,,,
236,PT07M10.00S,2026-03-26T23:51:26.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628370,65.91655716162943,46.568627450980394,1610612758,48,45,2026-03-26T23:51:54Z,2340000,False,-17.0,268.0,1,right,M. Monk 26' 3PT  (6 PTS) (M. Raynaud 1 AST),"[1628370, 1642875]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,26.85,Made,,,,,,,6.0,M. Raynaud,1642875.0,1.0,,,,,,
238,PT07M10.00S,2026-03-26T23:51:40.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,48,45,2026-03-26T23:51:40Z,2360000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M10.00S,2026-03-26T23:52:20.5Z,2,REGULAR,substitution,out,[],1631342,,,1610612753,48,45,2026-03-26T23:54:27Z,2370000,False,,,0,,SUB out: D. Plowden,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M10.00S,2026-03-26T23:52:20.5Z,2,REGULAR,substitution,in,[],1629610,,,1610612753,48,45,2026-03-26T23:54:27Z,2380000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612758.0,SAC,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M57.00S,2026-03-26T23:54:50.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641783,9.017739816031538,49.01960784313725,1610612753,50,45,2026-03-26T23:55:50Z,2390000,False,5.0,32.0,1,left,T. da Silva driving Layup (9 PTS) (P. Banchero 2 AST),"[1641783, 1631094]",1610612753.0,ORL,driving,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,3.27,Made,,,,,,,9.0,P. Banchero,1631094.0,2.0,,,,,,
243,PT06M42.00S,2026-03-26T23:55:03.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,85.23324572930355,50.245098039215684,1610612758,50,47,2026-03-26T23:55:09Z,2410000,False,1.0,86.0,1,right,D. DeRozan 8' driving floating Jump Shot (13 PTS) (M. Raynaud 2 AST),"[201942, 1642875]",1610612758.0,SAC,driving floating,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,8.63,Made,,,,,,,13.0,M. Raynaud,1642875.0,2.0,,,,,,
245,PT06M25.00S,2026-03-26T23:55:22.3Z,2,REGULAR,2pt,Jump Shot,[],1631094,22.421156373193167,52.94117647058824,1610612753,50,47,2026-03-26T23:56:26Z,2430000,False,-15.0,158.0,1,left,MISS P. Banchero 15' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Center,,,15.9,Missed,,,,,,,,,,,,,,,,
246,PT06M24.00S,2026-03-26T23:55:23.3Z,2,REGULAR,rebound,defensive,[],1642875,,,1610612758,50,47,2026-03-26T23:56:26Z,2440000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:3),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Mid-Range,8-16 Center,,,,,,,245.0,4.0,3.0,1.0,,,,,,,,,,
248,PT05M59.00S,2026-03-26T23:55:46.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642875,87.46714848883047,48.28431372549019,1610612758,50,47,2026-03-26T23:55:53Z,2450000,False,-9.0,65.0,1,right,MISS M. Raynaud 6' floating Shot,[1642875],1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,6.59,Missed,,,,,,,,,,,,,,,,
249,PT05M57.00S,2026-03-26T23:55:48.3Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,50,47,2026-03-26T23:55:53Z,2460000,False,,,0,,P. Banchero REBOUND (Off:1 Def:3),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,248.0,4.0,3.0,1.0,,,,,,,,,,
250,PT05M41.00S,2026-03-26T23:56:04.0Z,2,REGULAR,3pt,Jump Shot,[],1641783,25.57490144546649,83.57843137254902,1610612753,50,47,2026-03-26T23:56:08Z,2470000,False,-168.0,188.0,1,left,MISS T. da Silva 25' 3PT,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,,,25.2,Missed,,,,,,,,,,,,,,,,
251,PT05M39.00S,2026-03-26T23:56:06.0Z,2,REGULAR,rebound,defensive,[],201942,,,1610612758,50,47,2026-03-26T23:56:08Z,2480000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,,250.0,2.0,2.0,0.0,,,,,,,,,,
252,PT05M34.00S,2026-03-26T23:56:15.0Z,2,REGULAR,foul,personal,['2freethrow'],1641724,,,1610612758,50,47,2026-03-26T23:56:26Z,2490000,False,,,0,,J. Howard shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1641724, 201942]",1610612753.0,ORL,shooting,,,Howard,J. Howard,,,,,Mid-Range,8-16 Center,1193.0,,,,,,,,,,,,,,2.0,0.0,DeRozan,201942.0,,
254,PT05M34.00S,2026-03-26T23:56:39.9Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,50,48,2026-03-26T23:56:39Z,2510000,False,,,0,,D. DeRozan Free Throw 1 of 2 (14 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,,,,,,,14.0,,,,,,,,,
255,PT05M34.00S,2026-03-26T23:56:40.6Z,2,REGULAR,substitution,out,[],1630591,,,1610612758,50,48,2026-03-26T23:56:44Z,2520000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M34.00S,2026-03-26T23:56:40.6Z,2,REGULAR,substitution,in,[],1628975,,,1610612758,50,48,2026-03-26T23:56:44Z,2530000,False,,,0,,SUB in: J. Carter,[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M34.00S,2026-03-26T23:56:58.2Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,50,49,2026-03-26T23:56:58Z,2540000,False,,,0,,D. DeRozan Free Throw 2 of 2 (15 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,,,,,,,15.0,,,,,,,,,
258,PT05M20.00S,2026-03-26T23:57:17.2Z,2,REGULAR,foul,personal,['2freethrow'],1629610,,,1610612753,50,49,2026-03-26T23:57:26Z,2550000,False,,,0,,D. Jeffries shooting personal FOUL (3 PF) (Carter Jr. 2 FT),"[1629610, 1628976]",1610612758.0,SAC,shooting,,,Jeffries,D. Jeffries,,,,,Restricted Area,0-8 Center,1193.0,,,,,,,,,,,,,,3.0,0.0,Carter Jr.,1628976.0,,
260,PT05M20.00S,2026-03-26T23:57:44.2Z,2,REGULAR,substitution,out,[],1629610,,,1610612753,50,49,2026-03-26T23:57:51Z,2570000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612758.0,SAC,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M20.00S,2026-03-26T23:57:44.2Z,2,REGULAR,substitution,in,[],1631342,,,1610612753,50,49,2026-03-26T23:57:51Z,2580000,False,,,0,,SUB in: D. Plowden,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M20.00S,2026-03-26T23:57:52.7Z,2,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,50,49,2026-03-26T23:57:52Z,2590000,False,,,0,,MISS W. Carter Jr. Free Throw 1 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
263,PT05M20.00S,2026-03-26T23:57:52.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,50,49,2026-03-26T23:57:52Z,2600000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,262.0,,,,,,,,,,,,,
264,PT05M20.00S,2026-03-26T23:58:05.2Z,2,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,51,49,2026-03-26T23:58:05Z,2610000,False,,,0,,W. Carter Jr. Free Throw 2 of 2 (5 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,Made,,,,,,,5.0,,,,,,,,,
