actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
518,PT08M03.00S,2026-03-27T01:04:15.7Z,4,REGULAR,rebound,defensive,[],1631094,,,1610612753,97,95,2026-03-27T01:05:05Z,5110000,False,,,0,,P. Banchero REBOUND (Off:3 Def:5),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,8-16 Left,,,,,,,517.0,8.0,5.0,3.0,,,,,,,,,,
519,PT07M56.00S,2026-03-27T01:04:22.2Z,4,REGULAR,foul,personal,['2freethrow'],1642928,,,1610612753,97,95,2026-03-27T01:04:34Z,5120000,False,,,0,,D. Cardwell shooting personal FOUL (3 PF) (Banchero 2 FT),"[1642928, 1631094]",1610612758.0,SAC,shooting,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,203592.0,,,,,,,,,,,,,,3.0,0.0,Banchero,1631094.0,,
521,PT07M56.00S,2026-03-27T01:04:48.1Z,4,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,98,95,2026-03-27T01:04:48Z,5140000,False,,,0,,P. Banchero Free Throw 1 of 2 (25 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,Made,,,,,,,25.0,,,,,,,,,
522,PT07M56.00S,2026-03-27T01:05:05.3Z,4,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,99,95,2026-03-27T01:05:05Z,5150000,False,,,0,,P. Banchero Free Throw 2 of 2 (26 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,Made,,,,,,,26.0,,,,,,,,,
524,PT07M40.00S,2026-03-27T01:05:58.9Z,4,REGULAR,3pt,Jump Shot,[],1628370,33.85348226018397,65.68627450980392,1610612758,99,95,2026-03-27T01:06:20Z,5170000,False,-78.0,266.0,1,left,MISS M. Monk 27' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,,,27.7,Missed,,,,,,,,,,,,,,,,
525,PT07M39.00S,2026-03-27T01:05:59.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,99,95,2026-03-27T01:06:06Z,5180000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,524.0,,,,,,,,,,,,,
527,PT07M14.00S,2026-03-27T01:06:34.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630217,85.23324572930355,48.28431372549019,1610612753,101,95,2026-03-27T01:07:18Z,5200000,False,-9.0,86.0,1,right,D. Bane 8' driving floating Jump Shot (14 PTS),[1630217],1610612753.0,ORL,driving floating,,,Bane,D. Bane,,,,,In The Paint (Non-RA),8-16 Center,,,8.67,Made,,,,,,,14.0,,,,,,,,,
528,PT06M56.00S,2026-03-27T01:06:52.3Z,4,REGULAR,turnover,out-of-bounds,[],1642928,,,1610612758,101,95,2026-03-27T01:07:02Z,5210000,False,,,0,,D. Cardwell bad pass out-of-bounds TURNOVER (1 TO),[1642928],1610612758.0,SAC,bad pass,,,Cardwell,D. Cardwell,,,,,Above the Break 3,24+ Right Center,1193.0,1.0,,,,,,,,,,,,,,,,,,
529,PT06M56.00S,2026-03-27T01:07:03.2Z,4,REGULAR,substitution,out,[],1642928,,,1610612753,101,95,2026-03-27T01:07:06Z,5220000,False,,,0,,SUB out: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT06M56.00S,2026-03-27T01:07:03.2Z,4,REGULAR,substitution,in,[],1630173,,,1610612753,101,95,2026-03-27T01:07:06Z,5230000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT06M41.00S,2026-03-27T01:07:22.1Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1628976,87.86136662286465,48.77450980392157,1610612753,103,95,2026-03-27T01:08:01Z,5240000,False,-6.0,62.0,1,right,W. Carter Jr. 6' Hook (10 PTS) (D. Bane 5 AST),"[1628976, 1630217]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,6.19,Made,,,,,,,10.0,D. Bane,1630217.0,5.0,,,,,,
533,PT06M18.00S,2026-03-27T01:07:46.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642875,10.988830486202366,51.470588235294116,1610612758,103,95,2026-03-27T01:08:36Z,5260000,False,-7.0,51.0,1,left,MISS M. Raynaud floating Shot,[1642875],1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,5.13,Missed,,,,,,,,,,,,,,,,
534,PT06M16.00S,2026-03-27T01:07:48.3Z,4,REGULAR,rebound,defensive,[],1631288,,,1610612753,103,95,2026-03-27T01:08:36Z,5270000,False,,,0,,J. Cain REBOUND (Off:1 Def:4),[1631288],1610612753.0,ORL,,,,Cain,J. Cain,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,533.0,5.0,4.0,1.0,,,,,,,,,,
535,PT05M58.00S,2026-03-27T01:08:04.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631288,93.77463863337714,48.03921568627451,1610612753,105,95,2026-03-27T01:09:07Z,5280000,False,-10.0,6.0,1,right,J. Cain cutting Layup (11 PTS) (P. Banchero 6 AST),"[1631288, 1631094]",1610612753.0,ORL,cutting,,,Cain,J. Cain,,,,,Restricted Area,0-8 Center,,,1.15,Made,,,,,,,11.0,P. Banchero,1631094.0,6.0,,,,,,
537,PT05M58.00S,2026-03-27T01:08:16.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,105,95,2026-03-27T01:08:16Z,5300000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT05M45.00S,2026-03-27T01:11:25.8Z,4,REGULAR,2pt,Jump Shot,[],201942,23.209592641261498,27.941176470588236,1610612758,105,95,2026-03-27T01:11:49Z,5310000,False,110.0,166.0,1,left,MISS D. DeRozan 19' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,19.91,Missed,,,,,,,,,,,,,,,,
539,PT05M42.00S,2026-03-27T01:11:28.8Z,4,REGULAR,rebound,offensive,[],1630173,,,1610612758,105,95,2026-03-27T01:12:06Z,5320000,False,,,0,,P. Achiuwa REBOUND (Off:4 Def:4),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Right Center,,,,,,,538.0,8.0,4.0,4.0,,,,,,,,,,
541,PT05M34.00S,2026-03-27T01:12:17.5Z,4,REGULAR,jumpball,recovered,[],1642875,,,1610612758,105,95,2026-03-27T01:12:51Z,5340000,False,,,0,,Jump Ball P. Achiuwa vs. J. Cain: Tip to M. Raynaud,"[1642875, 1630173, 1631288]",1610612758.0,SAC,heldball,M. Raynaud,1642875.0,Raynaud,M. Raynaud,Achiuwa,1630173.0,Cain,1631288.0,,,,,,,,,,,,,,,,,,,,,,
544,PT05M30.00S,2026-03-27T01:12:19.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201942,33.065045992115635,62.254901960784316,1610612758,105,95,2026-03-27T01:13:24Z,5370000,False,-61.0,258.0,1,left,MISS D. DeRozan 26' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,26.55,Missed,,,,,,,,,,,,,,,,
545,PT05M28.00S,2026-03-27T01:12:21.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612758,105,95,2026-03-27T01:14:03Z,5380000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,544.0,,,,,,,,,,,,,
546,PT05M28.00S,2026-03-27T01:12:43.1Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612758,105,95,2026-03-27T01:14:06Z,5390000,False,,,0,,SAC shot clock Team TURNOVER,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),8-16 Center,1148.0,,,,,,,,,,,,,,,,,,,
547,PT05M17.00S,2026-03-27T01:12:48.1Z,4,REGULAR,foul,personal,[],1631342,,,1610612753,105,95,2026-03-27T01:13:01Z,5400000,False,,,0,,D. Plowden personal FOUL (4 PF),"[1631342, 1628976]",1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Mid-Range,8-16 Left,1148.0,,,,,,,,,,,,,,4.0,0.0,Carter Jr.,1628976.0,,
549,PT05M09.00S,2026-03-27T01:13:16.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630217,91.93495400788436,44.6078431372549,1610612753,107,95,2026-03-27T01:13:31Z,5420000,False,-27.0,23.0,1,right,D. Bane cutting Layup (16 PTS) (P. Banchero 7 AST),"[1630217, 1631094]",1610612753.0,ORL,cutting,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,,,3.57,Made,,,,,,,16.0,P. Banchero,1631094.0,7.0,,,,,,
551,PT04M52.00S,2026-03-27T01:13:33.5Z,4,REGULAR,3pt,Jump Shot,[],1631342,33.327858081471746,37.745098039215684,1610612758,107,98,2026-03-27T01:13:44Z,5440000,False,61.0,261.0,1,left,D. Plowden 26' 3PT  (14 PTS) (D. DeRozan 7 AST),"[1631342, 201942]",1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Above the Break 3,24+ Center,,,26.79,Made,,,,,,,14.0,D. DeRozan,201942.0,7.0,,,,,,
553,PT04M40.00S,2026-03-27T01:13:50.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,86.5473061760841,34.068627450980394,1610612753,107,98,2026-03-27T01:14:03Z,5460000,False,-80.0,74.0,1,right,MISS J. Suggs 10' pullup bank Shot,[1630591],1610612753.0,ORL,pullup bank,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Left,,,10.88,Missed,,,,,,,,,,,,,,,,
554,PT04M40.00S,2026-03-27T01:13:50.9Z,4,REGULAR,rebound,defensive,[],1630173,,,1610612758,107,98,2026-03-27T01:14:03Z,5470000,False,,,0,,P. Achiuwa REBOUND (Off:4 Def:5),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,553.0,9.0,5.0,4.0,,,,,,,,,,
555,PT04M25.00S,2026-03-27T01:14:06.2Z,4,REGULAR,3pt,Jump Shot,[],1631342,20.318659658344284,95.34313725490196,1610612758,107,101,2026-03-27T01:14:11Z,5480000,False,-227.0,138.0,1,left,D. Plowden 26' 3PT  (17 PTS) (D. DeRozan 8 AST),"[1631342, 201942]",1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Above the Break 3,24+ Left Center,,,26.57,Made,,,,,,,17.0,D. DeRozan,201942.0,8.0,,,,,,
557,PT04M25.00S,2026-03-27T01:14:19.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,107,101,2026-03-27T01:14:19Z,5500000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT04M25.00S,2026-03-27T01:15:14.8Z,4,REGULAR,substitution,out,[],1631288,,,1610612753,107,101,2026-03-27T01:15:39Z,5510000,False,,,0,,SUB out: J. Cain,[1631288],1610612753.0,ORL,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT04M25.00S,2026-03-27T01:15:14.8Z,4,REGULAR,substitution,in,[],1641783,,,1610612753,107,101,2026-03-27T01:15:39Z,5520000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT04M09.00S,2026-03-27T01:16:00.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,81.8166885676741,48.28431372549019,1610612753,109,101,2026-03-27T01:16:54Z,5530000,False,-9.0,118.0,1,right,P. Banchero 11' turnaround Jump Shot (28 PTS),[1631094],1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,11.87,Made,,,,,,,28.0,,,,,,,,,
561,PT03M57.00S,2026-03-27T01:16:14.6Z,4,REGULAR,2pt,Jump Shot,[],201942,25.312089356110377,27.941176470588236,1610612758,109,101,2026-03-27T01:17:29Z,5540000,False,110.0,185.0,1,left,MISS D. DeRozan 21' step back Shot,[201942],1610612758.0,SAC,step back,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,21.57,Missed,,,,,,,,,,,,,,,,
562,PT03M54.00S,2026-03-27T01:16:17.6Z,4,REGULAR,rebound,defensive,[],1630591,,,1610612753,109,101,2026-03-27T01:17:29Z,5550000,False,,,0,,J. Suggs REBOUND (Off:1 Def:3),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Right Center,,,,,,,561.0,4.0,3.0,1.0,,,,,,,,,,
563,PT03M52.00S,2026-03-27T01:16:19.4Z,4,REGULAR,turnover,bad pass,[],1630591,,,1610612753,109,101,2026-03-27T01:19:20Z,5560000,False,,,0,,J. Suggs bad pass TURNOVER (2 TO),"[1630591, 1642875]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Center,,2.0,,,,,,,,,,,,,,,,,Raynaud,1642875.0
564,PT03M52.00S,2026-03-27T01:16:19.4Z,4,REGULAR,steal,,[],1642875,,,1610612758,109,101,2026-03-27T01:17:25Z,5570000,False,,,0,,M. Raynaud STEAL (3 STL),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
565,PT03M44.00S,2026-03-27T01:16:24.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630173,7.966491458607096,50.73529411764706,1610612758,109,103,2026-03-27T01:16:28Z,5580000,False,-4.0,22.0,1,left,P. Achiuwa Layup (14 PTS) (D. DeRozan 9 AST),"[1630173, 201942]",1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,2.27,Made,,,,,,,14.0,D. DeRozan,201942.0,9.0,,,,,,
568,PT03M24.00S,2026-03-27T01:17:05.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630173,,,1610612753,109,103,2026-03-27T01:17:16Z,5610000,False,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Banchero 2 FT),"[1630173, 1631094]",1610612758.0,SAC,shooting,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,203592.0,,,,,,,,,,,,,,1.0,0.0,Banchero,1631094.0,,
570,PT03M24.00S,2026-03-27T01:17:40.1Z,4,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,110,103,2026-03-27T01:17:40Z,5630000,False,,,0,,P. Banchero Free Throw 1 of 2 (29 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,Made,,,,,,,29.0,,,,,,,,,
571,PT03M24.00S,2026-03-27T01:17:51.0Z,4,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,111,103,2026-03-27T01:17:51Z,5640000,False,,,0,,P. Banchero Free Throw 2 of 2 (30 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,Made,,,,,,,30.0,,,,,,,,,
572,PT03M17.00S,2026-03-27T01:18:06.0Z,4,REGULAR,2pt,Jump Shot,[],1642875,6.1268068331143235,80.14705882352942,1610612758,111,105,2026-03-27T01:20:13Z,5650000,False,-151.0,5.0,1,left,M. Raynaud 15' floating Jump Shot (10 PTS) (D. DeRozan 10 AST),"[1642875, 201942]",1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,Mid-Range,8-16 Left,,,15.08,Made,,,,,,,10.0,D. DeRozan,201942.0,10.0,,,,,,
574,PT03M17.00S,2026-03-27T01:18:11.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612753,111,105,2026-03-27T01:18:11Z,5670000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT03M03.00S,2026-03-27T01:19:54.5Z,4,REGULAR,3pt,Jump Shot,[],1630217,69.85873850197109,74.50980392156863,1610612753,114,105,2026-03-27T01:19:59Z,5680000,False,123.0,231.0,1,right,D. Bane 26' 3PT pullup (19 PTS),[1630217],1610612753.0,ORL,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,26.13,Made,,,,,,,19.0,,,,,,,,,
576,PT02M49.00S,2026-03-27T01:20:08.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,8.09789750328515,48.529411764705884,1610612758,114,107,2026-03-27T01:20:12Z,5690000,False,7.0,24.0,1,left,D. DeRozan pullup Jump Shot (31 PTS),[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,2.47,Made,,,,,,,31.0,,,,,,,,,
577,PT02M48.00S,2026-03-27T01:20:17.8Z,4,REGULAR,violation,delay-of-game,['team'],0,,,1610612753,114,107,2026-03-27T01:20:28Z,5700000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612758.0,SAC,,,,,,,,,,,,203592.0,,,,,,,,,,,,,,,,,,,
578,PT02M33.00S,2026-03-27T01:20:40.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631342,,,1610612753,114,107,2026-03-27T01:20:52Z,5710000,False,,,0,,D. Plowden shooting personal FOUL (5 PF) (Bane 2 FT),"[1631342, 1630217]",1610612758.0,SAC,shooting,,,Plowden,D. Plowden,,,,,In The Paint (Non-RA),0-8 Center,203592.0,,,,,,,,,,,,,,5.0,0.0,Bane,1630217.0,,
580,PT02M33.00S,2026-03-27T01:21:14.3Z,4,REGULAR,freethrow,1 of 2,[],1630217,,,1610612753,115,107,2026-03-27T01:21:14Z,5730000,False,,,0,,D. Bane Free Throw 1 of 2 (20 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,Made,,,,,,,20.0,,,,,,,,,
581,PT02M33.00S,2026-03-27T01:21:23.2Z,4,REGULAR,freethrow,2 of 2,[],1630217,,,1610612753,116,107,2026-03-27T01:21:23Z,5740000,False,,,0,,D. Bane Free Throw 2 of 2 (21 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,Made,,,,,,,21.0,,,,,,,,,
582,PT02M15.00S,2026-03-27T01:21:42.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201942,9.411957950065702,47.794117647058826,1610612758,116,107,2026-03-27T01:21:50Z,5750000,False,11.0,36.0,1,left,MISS D. DeRozan driving Layup,[201942],1610612758.0,SAC,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,3.76,Missed,,,,,,,,,,,,,,,,
583,PT02M13.00S,2026-03-27T01:21:44.7Z,4,REGULAR,rebound,offensive,[],1642875,,,1610612758,116,107,2026-03-27T01:23:07Z,5760000,False,,,0,,M. Raynaud REBOUND (Off:2 Def:5),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,,,,,,582.0,7.0,5.0,2.0,,,,,,,,,,
585,PT02M04.00S,2026-03-27T01:22:21.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631342,8.754927726675426,46.32352941176471,1610612758,116,109,2026-03-27T01:22:39Z,5780000,False,18.0,30.0,1,left,D. Plowden driving floating Jump Shot (19 PTS),[1631342],1610612758.0,SAC,driving floating,,,Plowden,D. Plowden,,,,,Restricted Area,0-8 Center,,,3.5,Made,,,,,,,19.0,,,,,,,,,
586,PT02M04.00S,2026-03-27T01:22:32.3Z,4,REGULAR,foul,personal,['1freethrow'],1630591,,,1610612758,116,109,2026-03-27T01:25:45Z,5790000,False,,,0,,J. Suggs shooting personal FOUL (1 PF) (Plowden 1 FT),"[1630591, 1631342]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,203592.0,,,,,,,,,,,,,,1.0,0.0,Plowden,1631342.0,,
588,PT02M04.00S,2026-03-27T01:22:44.5Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1631342,,,1610612758,116,110,2026-03-27T01:25:52Z,5810000,False,,,0,,D. Plowden Free Throw 1 of 1 (20 PTS),[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,,,,,,Made,,,,,,,20.0,,,,,,,,,
589,PT01M46.00S,2026-03-27T01:23:22.0Z,4,REGULAR,jumpball,recovered,[],1628370,,,1610612753,116,110,2026-03-27T01:23:36Z,5820000,False,,,0,,Jump Ball P. Achiuwa vs. D. Bane: Tip to M. Monk,"[1628370, 1630173, 1630217]",1610612758.0,SAC,heldball,M. Monk,1628370.0,Monk,M. Monk,Achiuwa,1630173.0,Bane,1630217.0,,,,,,,,,,,,,,,,,,,,,,
592,PT01M44.00S,2026-03-27T01:23:22.0Z,4,REGULAR,turnover,lost ball,[],1630217,,,1610612753,116,110,2026-03-27T01:23:22Z,5850000,False,,,0,,D. Bane lost ball TURNOVER (2 TO),"[1630217, 1630173]",1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,2.0,,,,,,,,,,,,,,,,,Achiuwa,1630173.0
593,PT01M44.00S,2026-03-27T01:23:22.0Z,4,REGULAR,steal,,[],1630173,,,1610612758,116,110,2026-03-27T01:23:22Z,5860000,False,,,0,,P. Achiuwa STEAL (2 STL),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT01M40.00S,2026-03-27T01:23:25.0Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628370,5.863994743758213,52.94117647058824,1610612758,116,112,2026-03-27T01:27:18Z,5870000,False,-15.0,3.0,1,left,M. Monk running DUNK (13 PTS) (P. Achiuwa 2 AST),"[1628370, 1630173]",1610612758.0,SAC,running,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,1.49,Made,,,,,,,13.0,P. Achiuwa,1630173.0,2.0,,,,,,
595,PT01M15.00S,2026-03-27T01:23:54.6Z,4,REGULAR,3pt,Jump Shot,[],1628976,60.397503285151124,22.54901960784314,1610612753,116,112,2026-03-27T01:23:58Z,5880000,False,-137.0,320.0,1,right,MISS W. Carter Jr. 34' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,,,34.8,Missed,,,,,,,,,,,,,,,,
596,PT01M13.00S,2026-03-27T01:23:56.6Z,4,REGULAR,rebound,offensive,[],1631094,,,1610612753,116,112,2026-03-27T01:23:56Z,5890000,False,,,0,,P. Banchero REBOUND (Off:4 Def:5),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,,,,595.0,9.0,5.0,4.0,,,,,,,,,,
597,PT01M01.00S,2026-03-27T01:24:08.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,60.66031537450722,47.549019607843135,1610612753,116,112,2026-03-27T01:24:13Z,5900000,False,-12.0,317.0,1,right,MISS D. Bane 31' 3PT,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,,,31.75,Missed,,,,,,,,,,,,,,,,
598,PT00M59.00S,2026-03-27T01:24:10.5Z,4,REGULAR,rebound,defensive,[],201942,,,1610612758,116,112,2026-03-27T01:24:13Z,5910000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:6),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,597.0,6.0,6.0,0.0,,,,,,,,,,
599,PT00M50.40S,2026-03-27T01:24:20.9Z,4,REGULAR,3pt,Jump Shot,[],1631342,32.14520367936925,31.127450980392158,1610612758,116,115,2026-03-27T01:24:26Z,5920000,False,94.0,250.0,1,left,D. Plowden 26' 3PT  (23 PTS) (D. DeRozan 11 AST),"[1631342, 201942]",1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Above the Break 3,24+ Right Center,,,26.69,Made,,,,,,,23.0,D. DeRozan,201942.0,11.0,,,,,,
601,PT00M27.40S,2026-03-27T01:24:53.2Z,4,REGULAR,3pt,Jump Shot,[],1630591,69.07030223390277,72.54901960784314,1610612753,119,115,2026-03-27T01:24:57Z,5940000,False,113.0,238.0,1,right,J. Suggs 26' 3PT  (8 PTS) (D. Bane 6 AST),"[1630591, 1630217]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,26.35,Made,,,,,,,8.0,D. Bane,1630217.0,6.0,,,,,,
603,PT00M27.40S,2026-03-27T01:25:02.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,119,115,2026-03-27T01:25:02Z,5960000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT00M27.40S,2026-03-27T01:26:12.2Z,4,REGULAR,substitution,out,[],1630591,,,1610612758,119,115,2026-03-27T01:26:28Z,5970000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT00M27.40S,2026-03-27T01:26:12.2Z,4,REGULAR,substitution,in,[],1631288,,,1610612758,119,115,2026-03-27T01:26:28Z,5980000,False,,,0,,SUB in: J. Cain,[1631288],1610612753.0,ORL,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT00M27.40S,2026-03-27T01:26:46.8Z,4,REGULAR,violation,kicked ball,[],1641783,,,1610612758,119,115,2026-03-27T01:27:05Z,5990000,False,,,0,,T. da Silva kicked ball VIOLATION,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,203592.0,,,,,,,,,,,,,,,,,,,
608,PT00M20.60S,2026-03-27T01:27:00.4Z,4,REGULAR,2pt,Jump Shot,[],201942,4.28712220762155,74.26470588235294,1610612758,119,117,2026-03-27T01:27:12Z,6000000,False,-121.0,-12.0,1,left,D. DeRozan 12' fadeaway Jump Shot (33 PTS),[201942],1610612758.0,SAC,fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,12.19,Made,,,,,,,33.0,,,,,,,,,
609,PT00M13.10S,2026-03-27T01:27:16.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628370,,,1610612753,119,117,2026-03-27T01:27:24Z,6010000,False,,,0,,M. Monk personal FOUL (3 PF) (Bane 2 FT),"[1628370, 1630217]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,1148.0,,,,,,,,,,,,,,3.0,0.0,Bane,1630217.0,,
