actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
175,PT10M17.00S,2025-02-28T04:12:05.5Z,2,REGULAR,3pt,Jump Shot,[],1630692,21.862680683311424,92.8921568627451,1610612747,39,22,2025-02-28T04:12:12Z,1730000,False,-214.0,153.0,1,left,J. Goodwin 26' 3PT  (5 PTS) (R. Hachimura 1 AST),"[1630692, 1629060]",1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,26.35,Made,5.0,R. Hachimura,1629060.0,1.0,,,,,,,,,,,,,,
177,PT09M52.00S,2025-02-28T04:12:30.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,93.61038107752957,52.94117647058824,1610612750,39,24,2025-02-28T04:17:53Z,1750000,False,15.0,8.0,1,right,J. McDaniels cutting Layup (2 PTS) (M. Conley 2 AST),"[1630183, 201144]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.65,Made,2.0,M. Conley,201144.0,2.0,,,,,,,,,,,,,,
180,PT09M32.00S,2025-02-28T04:12:50.3Z,2,REGULAR,3pt,Jump Shot,[],2544,32.24375821287779,75.98039215686275,1610612747,42,24,2025-02-28T04:12:55Z,1770000,False,-130.0,251.0,1,left,L. James 28' 3PT  (13 PTS) (J. Goodwin 1 AST),"[2544, 1630692]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,28.23,Made,13.0,J. Goodwin,1630692.0,1.0,,,,,,,,,,,,,,
182,PT09M18.00S,2025-02-28T04:13:04.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,91.24507227332458,64.4607843137255,1610612750,42,24,2025-02-28T04:18:20Z,1790000,False,72.0,30.0,1,right,MISS N. Reid 7' driving floating bank Shot,[1629675],1610612750.0,MIN,driving floating bank,,,Reid,N. Reid,,,,,In The Paint (Non-RA),0-8 Center,7.82,Missed,,,,,,,,,,,,,,,,,,
183,PT09M17.00S,2025-02-28T04:13:05.3Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,42,24,2025-02-28T04:18:32Z,1800000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,182.0,2.0,2.0,0.0,,,,,,,,,
184,PT09M06.00S,2025-02-28T04:13:19.8Z,2,REGULAR,foul,personal,[],1629675,,,1610612747,42,24,2025-02-28T04:13:27Z,1810000,False,,,0,,N. Reid personal FOUL (2 PF),"[1629675, 2544]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,202058.0,2.0,0.0,James,2544.0,,,,
186,PT09M06.00S,2025-02-28T04:13:27.2Z,2,REGULAR,substitution,out,[],1630692,,,1610612747,42,24,2025-02-28T04:13:30Z,1830000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612747.0,LAL,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M06.00S,2025-02-28T04:13:27.2Z,2,REGULAR,substitution,in,[],1642261,,,1610612747,42,24,2025-02-28T04:13:30Z,1840000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M59.00S,2025-02-28T04:13:47.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,11.744415243101187,64.70588235294117,1610612747,44,24,2025-02-28T04:14:04Z,1850000,False,-74.0,58.0,1,left,A. Reaves 9' turnaround bank Jump Shot (5 PTS),[1630559],1610612747.0,LAL,turnaround bank,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Left,9.36,Made,5.0,,,,,,,,,,,,,,,,,
189,PT08M59.00S,2025-02-28T04:13:52.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,44,24,2025-02-28T04:13:52Z,1860000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M59.00S,2025-02-28T04:16:27.4Z,2,REGULAR,substitution,out,[],1642265,,,1610612750,44,24,2025-02-28T04:16:42Z,1870000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612750.0,MIN,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M59.00S,2025-02-28T04:16:27.4Z,2,REGULAR,substitution,in,[],1641740,,,1610612750,44,24,2025-02-28T04:16:42Z,1880000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M49.00S,2025-02-28T04:17:06.3Z,2,REGULAR,3pt,Jump Shot,[],1629675,67.06636005256242,37.00980392156863,1610612750,44,24,2025-02-28T04:19:13Z,1890000,False,-65.0,257.0,1,right,MISS N. Reid 26' step back 3PT,[1629675],1610612750.0,MIN,step back,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,26.52,Missed,,,,,,,,,,,,,,,,,,
195,PT08M46.00S,2025-02-28T04:17:09.3Z,2,REGULAR,rebound,offensive,[],1629675,,,1610612750,44,24,2025-02-28T04:17:09Z,1900000,False,,,0,,N. Reid REBOUND (Off:1 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,,,,,,,,194.0,2.0,1.0,1.0,,,,,,,,,
196,PT08M43.00S,2025-02-28T04:17:12.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630183,91.37647831800263,99.50980392156863,1610612750,44,24,2025-02-28T04:17:27Z,1910000,False,248.0,29.0,1,right,MISS J. McDaniels 24' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,24.91,Missed,,,,,,,,,,,,,,,,,,
197,PT08M39.00S,2025-02-28T04:17:16.3Z,2,REGULAR,rebound,offensive,[],1629675,,,1610612750,44,24,2025-02-28T04:17:27Z,1920000,False,,,0,,N. Reid REBOUND (Off:2 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Right Corner 3,24+ Right,,,,,,,,196.0,3.0,1.0,2.0,,,,,,,,,
198,PT08M37.00S,2025-02-28T04:17:18.3Z,2,REGULAR,turnover,lost ball,[],1629675,,,1610612750,44,24,2025-02-28T04:17:32Z,1930000,False,,,0,,N. Reid lost ball TURNOVER (1 TO),"[1629675, 1630559]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,1.0,,,,,,,,,,Reaves,1630559.0,,
199,PT08M37.00S,2025-02-28T04:17:18.3Z,2,REGULAR,steal,,[],1630559,,,1610612747,44,24,2025-02-28T04:17:20Z,1940000,False,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
201,PT08M25.00S,2025-02-28T04:17:34.8Z,2,REGULAR,substitution,out,[],1629637,,,1610612747,44,24,2025-02-28T04:17:41Z,1960000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M25.00S,2025-02-28T04:17:34.8Z,2,REGULAR,substitution,in,[],1629029,,,1610612747,44,24,2025-02-28T04:17:41Z,1970000,False,,,0,,SUB in: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M17.00S,2025-02-28T04:17:59.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],2544,24.885019710906704,87.99019607843137,1610612747,47,24,2025-02-28T04:18:37Z,1980000,False,-190.0,181.0,1,left,L. James 26' 3PT  (16 PTS) (R. Hachimura 2 AST),"[2544, 1629060]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,26.27,Made,16.0,R. Hachimura,1629060.0,2.0,,,,,,,,,,,,,,
205,PT08M00.00S,2025-02-28T04:18:15.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,92.0335085413929,51.96078431372549,1610612750,47,26,2025-02-28T04:20:42Z,2000000,False,10.0,22.0,1,right,N. Alexander-Walker driving finger roll Layup (4 PTS),[1629638],1610612750.0,MIN,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,2.44,Made,4.0,,,,,,,,,,,,,,,,,
207,PT07M40.00S,2025-02-28T04:18:35.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642261,17.526281208935615,38.970588235294116,1610612747,47,26,2025-02-28T04:18:44Z,2020000,False,55.0,112.0,1,left,MISS D. Knecht 12' pullup Shot,[1642261],1610612747.0,LAL,pullup,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),8-16 Center,12.5,Missed,,,,,,,,,,,,,,,,,,
208,PT07M40.00S,2025-02-28T04:18:35.8Z,2,REGULAR,rebound,defensive,[],1629675,,,1610612750,47,26,2025-02-28T04:18:44Z,2030000,False,,,0,,N. Reid REBOUND (Off:2 Def:2),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,207.0,4.0,2.0,2.0,,,,,,,,,
209,PT07M28.00S,2025-02-28T04:18:50.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,94.00459921156373,50.73529411764706,1610612750,47,28,2025-02-28T04:21:17Z,2040000,False,4.0,4.0,1,right,J. McDaniels driving floating Jump Shot (4 PTS) (M. Conley 3 AST),"[1630183, 201144]",1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.54,Made,4.0,M. Conley,201144.0,3.0,,,,,,,,,,,,,,
211,PT07M28.00S,2025-02-28T04:18:54.7Z,2,REGULAR,foul,personal,['1freethrow'],1629029,,,1610612750,47,28,2025-02-28T04:19:34Z,2060000,False,,,0,,L. Dončić personal FOUL (1 PF) (McDaniels 1 FT),"[1629029, 1630183]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627961.0,1.0,0.0,McDaniels,1630183.0,,,,
214,PT07M28.00S,2025-02-28T04:19:24.9Z,2,REGULAR,substitution,out,[],2544,,,1610612750,47,28,2025-02-28T04:19:33Z,2090000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M28.00S,2025-02-28T04:19:24.9Z,2,REGULAR,substitution,out,[],1629638,,,1610612750,47,28,2025-02-28T04:19:33Z,2100000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M28.00S,2025-02-28T04:19:24.9Z,2,REGULAR,substitution,in,[],1627827,,,1610612750,47,28,2025-02-28T04:19:33Z,2110000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M28.00S,2025-02-28T04:19:24.9Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,47,28,2025-02-28T04:19:33Z,2120000,False,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M28.00S,2025-02-28T04:19:35.4Z,2,REGULAR,freethrow,1 of 1,[],1630183,,,1610612750,47,29,2025-02-28T04:19:35Z,2130000,False,,,0,,J. McDaniels Free Throw 1 of 1 (5 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
220,PT07M16.00S,2025-02-28T04:19:42.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,8.984888304862025,48.774509803921575,1610612747,47,29,2025-02-28T04:22:39Z,2150000,False,6.0,32.0,1,left,MISS R. Hachimura driving Layup,[1629060],1610612747.0,LAL,driving,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,3.26,Missed,,,,,,,,,,,,,,,,,,
221,PT07M14.00S,2025-02-28T04:19:44.5Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,47,29,2025-02-28T04:22:39Z,2160000,False,,,0,,A. Edwards REBOUND (Off:0 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,,220.0,4.0,4.0,0.0,,,,,,,,,
222,PT07M01.00S,2025-02-28T04:19:55.0Z,2,REGULAR,3pt,Jump Shot,[],1630183,96.10709592641261,3.9215686274509807,1610612750,47,29,2025-02-28T04:20:01Z,2170000,False,-230.0,-16.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,23.09,Missed,,,,,,,,,,,,,,,,,,
223,PT06M58.00S,2025-02-28T04:19:58.0Z,2,REGULAR,rebound,defensive,[],1642261,,,1610612747,47,29,2025-02-28T04:20:01Z,2180000,False,,,0,,D. Knecht REBOUND (Off:0 Def:1),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Left Corner 3,24+ Left,,,,,,,,222.0,1.0,1.0,0.0,,,,,,,,,
224,PT06M48.00S,2025-02-28T04:20:14.5Z,2,REGULAR,foul,technical,['1freethrow'],1630183,,,1610612747,47,29,2025-02-28T04:20:25Z,2190000,False,,,0,,J. McDaniels defensive-3-second technical FOUL (1 Tech),[1630183],1610612750.0,MIN,defensive-3-second,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202058.0,0.0,1.0,,,,,,
225,PT06M48.00S,2025-02-28T04:20:35.2Z,2,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,48,29,2025-02-28T04:20:35Z,2200000,False,,,0,,A. Reaves technical Free Throw 1 of 1 (6 PTS),[1630559],1610612747.0,LAL,technical,,,Reaves,A. Reaves,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
226,PT06M38.00S,2025-02-28T04:20:53.5Z,2,REGULAR,3pt,Jump Shot,[],1629029,34.8718791064389,54.16666666666667,1610612747,48,29,2025-02-28T04:21:02Z,2210000,False,-21.0,275.0,1,left,MISS L. Dončić 27' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,27.61,Missed,,,,,,,,,,,,,,,,,,
227,PT06M36.00S,2025-02-28T04:20:55.5Z,2,REGULAR,rebound,offensive,[],1629060,,,1610612747,48,29,2025-02-28T04:23:31Z,2220000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,,,,,,,,226.0,3.0,2.0,1.0,,,,,,,,,
228,PT06M25.00S,2025-02-28T04:21:06.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630559,25.410643889618925,73.0392156862745,1610612747,48,29,2025-02-28T04:21:22Z,2230000,False,-115.0,186.0,1,left,MISS A. Reaves 21' pullup Shot,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left Center,21.91,Missed,,,,,,,,,,,,,,,,,,
229,PT06M23.00S,2025-02-28T04:21:08.0Z,2,REGULAR,rebound,offensive,[],1630559,,,1610612747,48,29,2025-02-28T04:23:56Z,2240000,False,,,0,,A. Reaves REBOUND (Off:2 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left Center,,,,,,,,228.0,4.0,2.0,2.0,,,,,,,,,
231,PT06M20.00S,2025-02-28T04:21:20.5Z,2,REGULAR,turnover,bad pass,[],1630559,,,1610612747,48,29,2025-02-28T04:24:01Z,2260000,False,,,0,,A. Reaves bad pass TURNOVER (3 TO),"[1630559, 201144]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,3.0,,,,,,,,,,Conley,201144.0,,
232,PT06M20.00S,2025-02-28T04:21:20.5Z,2,REGULAR,steal,,[],201144,,,1610612750,48,29,2025-02-28T04:21:22Z,2270000,False,,,0,,M. Conley STEAL (2 STL),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
233,PT06M15.00S,2025-02-28T04:21:31.6Z,2,REGULAR,foul,offensive,[],1629675,,,1610612750,48,29,2025-02-28T04:21:50Z,2280000,False,,,0,,N. Reid charge offensive FOUL (3 PF),"[1629675, 1630559]",1610612750.0,MIN,charge,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627961.0,3.0,0.0,Reaves,1630559.0,,,,
235,PT06M15.00S,2025-02-28T04:21:31.6Z,2,REGULAR,turnover,offensive foul,[],1629675,,,1610612750,48,29,2025-02-28T04:21:31Z,2300000,False,,,0,,N. Reid offensive foul TURNOVER (2 TO),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,2.0,,,,,1627961.0,,,,,,,,
236,PT06M06.00S,2025-02-28T04:21:51.1Z,2,REGULAR,foul,personal,['2freethrow'],1641740,,,1610612747,48,29,2025-02-28T04:22:01Z,2310000,False,,,0,,J. Clark shooting personal FOUL (2 PF) (Dončić 2 FT),"[1641740, 1629029]",1610612750.0,MIN,shooting,,,Clark,J. Clark,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,201638.0,2.0,0.0,Dončić,1629029.0,,,,
238,PT06M06.00S,2025-02-28T04:22:17.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629029,,,1610612747,48,29,2025-02-28T04:22:17Z,2330000,False,,,0,,MISS L. Dončić Free Throw 1 of 2,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
239,PT06M06.00S,2025-02-28T04:22:17.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,48,29,2025-02-28T04:22:17Z,2340000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,238.0,,,,,,,,,,,,
240,PT06M06.00S,2025-02-28T04:22:21.4Z,2,REGULAR,substitution,out,[],1629675,,,1610612747,48,29,2025-02-28T04:22:24Z,2350000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M06.00S,2025-02-28T04:22:21.4Z,2,REGULAR,substitution,in,[],1630545,,,1610612747,48,29,2025-02-28T04:22:24Z,2360000,False,,,0,,SUB in: T. Shannon Jr.,[1630545],1610612750.0,MIN,,,,Shannon Jr.,T. Shannon Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M06.00S,2025-02-28T04:22:40.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629029,,,1610612747,49,29,2025-02-28T04:22:40Z,2370000,False,,,0,,L. Dončić Free Throw 2 of 2 (12 PTS),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
243,PT05M46.00S,2025-02-28T04:22:59.7Z,2,REGULAR,2pt,Jump Shot,[],1630162,78.63009198423127,31.372549019607845,1610612750,49,29,2025-02-28T04:23:05Z,2380000,False,-93.0,148.0,1,right,MISS A. Edwards 17' turnaround fadeaway Shot,[1630162],1610612750.0,MIN,turnaround fadeaway,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,17.52,Missed,,,,,,,,,,,,,,,,,,
244,PT05M42.00S,2025-02-28T04:23:03.7Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612747,49,29,2025-02-28T04:23:05Z,2390000,False,,,0,,L. Dončić REBOUND (Off:1 Def:5),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Left Center,,,,,,,,243.0,6.0,5.0,1.0,,,,,,,,,
245,PT05M25.00S,2025-02-28T04:23:20.6Z,2,REGULAR,3pt,Jump Shot,[],1630559,34.21484888304862,54.16666666666667,1610612747,49,29,2025-02-28T04:23:27Z,2400000,False,-21.0,269.0,1,left,MISS A. Reaves 26' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,26.99,Missed,,,,,,,,,,,,,,,,,,
246,PT05M24.00S,2025-02-28T04:23:21.6Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,49,29,2025-02-28T04:25:19Z,2410000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,,,,245.0,1.0,1.0,0.0,,,,,,,,,
247,PT05M17.00S,2025-02-28T04:23:31.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630545,92.82194480946123,52.94117647058824,1610612750,49,31,2025-02-28T04:25:44Z,2420000,False,15.0,15.0,1,right,T. Shannon Jr. running finger roll Layup (4 PTS),[1630545],1610612750.0,MIN,running finger roll,,,Shannon Jr.,T. Shannon Jr.,,,,,Restricted Area,0-8 Center,2.1,Made,4.0,,,,,,,,,,,,,,,,,
249,PT05M01.00S,2025-02-28T04:23:50.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,20.154402102496718,62.5,1610612747,51,31,2025-02-28T04:23:57Z,2440000,False,-62.0,137.0,1,left,A. Reaves 15' driving bank Jump Shot (8 PTS),[1630559],1610612747.0,LAL,driving bank,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,15.06,Made,8.0,,,,,,,,,,,,,,,,,
250,PT05M01.00S,2025-02-28T04:23:53.9Z,2,REGULAR,foul,personal,['1freethrow'],1641740,,,1610612747,51,31,2025-02-28T04:23:59Z,2450000,False,,,0,,J. Clark shooting personal FOUL (3 PF) (Reaves 1 FT),"[1641740, 1630559]",1610612750.0,MIN,shooting,,,Clark,J. Clark,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,201638.0,3.0,0.0,Reaves,1630559.0,,,,
252,PT05M01.00S,2025-02-28T04:24:21.5Z,2,REGULAR,substitution,out,[],1641740,,,1610612747,51,31,2025-02-28T04:24:33Z,2470000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M01.00S,2025-02-28T04:24:21.5Z,2,REGULAR,substitution,in,[],1629638,,,1610612747,51,31,2025-02-28T04:24:33Z,2480000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M01.00S,2025-02-28T04:24:21.5Z,2,REGULAR,substitution,out,[],201144,,,1610612747,51,31,2025-02-28T04:27:44Z,2485000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M01.00S,2025-02-28T04:24:21.5Z,2,REGULAR,substitution,in,[],1628978,,,1610612747,51,31,2025-02-28T04:27:44Z,2487500,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M01.00S,2025-02-28T04:24:38.1Z,2,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,52,31,2025-02-28T04:24:38Z,2490000,False,,,0,,A. Reaves Free Throw 1 of 1 (9 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
255,PT04M48.00S,2025-02-28T04:24:51.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630545,91.77069645203679,49.50980392156863,1610612750,52,33,2025-02-28T04:24:55Z,2500000,False,-2.0,25.0,1,right,T. Shannon Jr. driving Layup (6 PTS) (A. Edwards 2 AST),"[1630545, 1630162]",1610612750.0,MIN,driving,,,Shannon Jr.,T. Shannon Jr.,,,,,Restricted Area,0-8 Center,2.5,Made,6.0,A. Edwards,1630162.0,2.0,,,,,,,,,,,,,,
257,PT04M35.00S,2025-02-28T04:25:04.6Z,2,REGULAR,3pt,Jump Shot,[],1642261,10.82457293035479,96.07843137254902,1610612747,52,33,2025-02-28T04:25:11Z,2520000,False,-230.0,49.0,1,left,MISS D. Knecht 3PT,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Left Corner 3,24+ Left,23.56,Missed,,,,,,,,,,,,,,,,,,
258,PT04M33.00S,2025-02-28T04:25:06.6Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612750,52,33,2025-02-28T04:27:49Z,2530000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,,,,,,257.0,1.0,1.0,0.0,,,,,,,,,
259,PT04M30.00S,2025-02-28T04:25:14.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629638,86.12023653088042,4.901960784313729,1610612750,52,33,2025-02-28T04:28:32Z,2540000,False,-225.0,78.0,1,right,MISS N. Alexander-Walker running 3PT,[1629638],1610612750.0,MIN,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,23.86,Missed,,,,,,,,,,,,,,,,,,
260,PT04M27.00S,2025-02-28T04:25:17.4Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612747,52,33,2025-02-28T04:28:32Z,2550000,False,,,0,,L. Dončić REBOUND (Off:1 Def:6),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Left Corner 3,24+ Left,,,,,,,,259.0,7.0,6.0,1.0,,,,,,,,,
261,PT04M20.00S,2025-02-28T04:25:26.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,52,33,2025-02-28T04:25:26Z,2560000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M20.00S,2025-02-28T04:28:02.2Z,2,REGULAR,substitution,out,[],1642261,,,1610612747,52,33,2025-02-28T04:28:14Z,2570000,False,,,0,,SUB out: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
