actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
165,PT10M26.00S,2024-12-09T03:09:56.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642261,86.12023653088042,56.61764705882353,1610612747,25,28,2024-12-09T03:10:01Z,1650000,False,33.0,78.0,1,right,MISS D. Knecht 8' driving floating Shot,[1642261],1610612747.0,LAL,driving floating,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),8-16 Center,8.47,Missed,,,,,,,,,,,,,,,,,,
166,PT10M22.00S,2024-12-09T03:09:59.9Z,2,REGULAR,rebound,offensive,[],1629060,,,1610612747,25,28,2024-12-09T03:09:59Z,1660000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,165.0,2.0,1.0,1.0,,,,,,,,,,,,,,
167,PT10M17.00S,2024-12-09T03:10:06.5Z,2,REGULAR,foul,personal,[],1630703,,,1610612747,25,28,2024-12-09T03:10:11Z,1670000,False,,,0,,S. Henderson personal FOUL (2 PF),"[1630703, 1642439]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,202037.0,,,,2.0,0.0,Olivari,1642439.0
169,PT10M08.00S,2024-12-09T03:10:38.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1642261,78.89290407358739,58.82352941176471,1610612747,27,28,2024-12-09T03:10:43Z,1690000,False,44.0,146.0,1,right,D. Knecht 15' pullup Jump Shot (2 PTS) (C. Koloko 1 AST),"[1642261, 1631132]",1610612747.0,LAL,pullup,,,Knecht,D. Knecht,,,,,Mid-Range,8-16 Center,15.24,Made,,,,,,,,,,2.0,,C. Koloko,1631132.0,1.0,,,,
171,PT09M52.00S,2024-12-09T03:10:53.5Z,2,REGULAR,3pt,Jump Shot,[],1631101,9.904730617608408,6.127450980392155,1610612757,27,31,2024-12-09T03:10:59Z,1710000,False,219.0,41.0,1,left,S. Sharpe 3PT  (10 PTS) (D. Avdija 2 AST),"[1631101, 1630166]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,22.31,Made,,,,,,,,,,10.0,,D. Avdija,1630166.0,2.0,,,,
173,PT09M33.00S,2024-12-09T03:11:13.3Z,2,REGULAR,3pt,Jump Shot,[],1642439,88.74835742444152,97.30392156862744,1610612747,27,31,2024-12-09T03:11:17Z,1730000,False,237.0,53.0,1,right,MISS Q. Olivari 24' 3PT,[1642439],1610612747.0,LAL,,,,Olivari,Q. Olivari,,,,,Right Corner 3,24+ Right,24.24,Missed,,,,,,,,,,,,,,,,,,
174,PT09M31.00S,2024-12-09T03:11:15.3Z,2,REGULAR,rebound,defensive,[],1631101,,,1610612757,27,31,2024-12-09T03:11:17Z,1740000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:3),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,,,173.0,3.0,3.0,0.0,,,,,,,,,,,,,,
175,PT09M28.00S,2024-12-09T03:11:19.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630625,22.913929040735866,87.25490196078431,1610612757,27,31,2024-12-09T03:11:27Z,1750000,False,-186.0,163.0,1,left,MISS D. Banton 24' running 3PT,[1630625],1610612757.0,POR,running,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,24.75,Missed,,,,,,,,,,,,,,,,,,
176,PT09M25.00S,2024-12-09T03:11:22.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,27,31,2024-12-09T03:11:27Z,1760000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,175.0,,,,,,,,,,,,,,,,,
178,PT09M14.00S,2024-12-09T03:11:41.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,82.44086727989487,46.568627450980394,1610612747,27,31,2024-12-09T03:11:46Z,1780000,False,-17.0,113.0,1,right,MISS R. Hachimura 11' turnaround fadeaway Shot,[1629060],1610612747.0,LAL,turnaround fadeaway,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,11.39,Missed,,,,,,,,,,,,,,,,,,
179,PT09M11.00S,2024-12-09T03:11:44.8Z,2,REGULAR,rebound,defensive,[],1630625,,,1610612757,27,31,2024-12-09T03:11:46Z,1790000,False,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),8-16 Center,,,178.0,1.0,1.0,0.0,,,,,,,,,,,,,,
180,PT09M04.00S,2024-12-09T03:11:52.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,7.013797634691201,46.07843137254902,1610612757,27,33,2024-12-09T03:11:57Z,1800000,False,20.0,13.0,1,left,J. Walker Layup (2 PTS) (D. Banton 1 AST),"[1631133, 1630625]",1610612757.0,POR,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,2.37,Made,,,,,,,,,,2.0,,D. Banton,1630625.0,1.0,,,,
182,PT08M53.00S,2024-12-09T03:12:02.6Z,2,REGULAR,3pt,Jump Shot,[],1642439,73.37385019710908,16.42156862745098,1610612747,27,33,2024-12-09T03:12:10Z,1820000,False,-168.0,198.0,1,right,MISS Q. Olivari 25' 3PT,[1642439],1610612747.0,LAL,,,,Olivari,Q. Olivari,,,,,Above the Break 3,24+ Left Center,25.95,Missed,,,,,,,,,,,,,,,,,,
183,PT08M49.00S,2024-12-09T03:12:06.6Z,2,REGULAR,rebound,offensive,[],1642261,,,1610612747,27,33,2024-12-09T03:12:10Z,1830000,False,,,0,,D. Knecht REBOUND (Off:1 Def:2),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Left Center,,,182.0,3.0,2.0,1.0,,,,,,,,,,,,,,
184,PT08M47.00S,2024-12-09T03:12:08.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642261,88.83048620236531,63.982077205882355,1610612747,27,33,2024-12-09T03:12:14Z,1840000,False,70.0,52.0,1,right,MISS D. Knecht 8' bank Shot,[1642261],1610612747.0,LAL,bank,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),8-16 Right,8.74,Missed,,,,,,,,,,,,,,,,,,
185,PT08M46.00S,2024-12-09T03:12:09.5Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,27,33,2024-12-09T03:12:14Z,1850000,False,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Right,,,184.0,1.0,1.0,0.0,,,,,,,,,,,,,,
186,PT08M43.00S,2024-12-09T03:12:15.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630166,7.933639947437584,48.0392156862745,1610612757,27,35,2024-12-09T03:12:21Z,1860000,False,10.0,22.0,1,left,D. Avdija running Layup (5 PTS),[1630166],1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.42,Made,,,,,,,,,,5.0,,,,,,,,
187,PT08M43.00S,2024-12-09T03:12:17.9Z,2,REGULAR,foul,personal,['1freethrow'],1629216,,,1610612757,27,35,2024-12-09T03:12:23Z,1870000,False,,,0,,G. Vincent shooting personal FOUL (2 PF) (Avdija 1 FT),"[1629216, 1630166]",1610612747.0,LAL,shooting,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628171.0,,,,2.0,0.0,Avdija,1630166.0
189,PT08M43.00S,2024-12-09T03:12:27.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,27,35,2024-12-09T03:15:26Z,1890000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M43.00S,2024-12-09T03:15:06.4Z,2,REGULAR,substitution,out,[],1642439,,,1610612757,27,35,2024-12-09T03:15:26Z,1900000,False,,,0,,SUB out: Q. Olivari,[1642439],1610612747.0,LAL,,,,Olivari,Q. Olivari,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M43.00S,2024-12-09T03:15:06.4Z,2,REGULAR,substitution,out,[],1629216,,,1610612757,27,35,2024-12-09T03:15:26Z,1910000,False,,,0,,SUB out: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M43.00S,2024-12-09T03:15:06.4Z,2,REGULAR,substitution,in,[],1629629,,,1610612757,27,35,2024-12-09T03:15:26Z,1920000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M43.00S,2024-12-09T03:15:06.4Z,2,REGULAR,substitution,in,[],1626156,,,1610612757,27,35,2024-12-09T03:15:26Z,1930000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M43.00S,2024-12-09T03:15:25.2Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1630166,,,1610612757,27,35,2024-12-09T03:15:26Z,1940000,False,,,0,,MISS D. Avdija Free Throw 1 of 1,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
195,PT08M41.00S,2024-12-09T03:15:27.2Z,2,REGULAR,rebound,defensive,[],1642261,,,1610612747,27,35,2024-12-09T03:15:26Z,1950000,False,,,0,,D. Knecht REBOUND (Off:1 Def:3),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,194.0,4.0,3.0,1.0,,,,,,,,,,,,,,
196,PT08M30.00S,2024-12-09T03:15:38.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,91.90210249671485,51.96078431372549,1610612747,29,35,2024-12-09T03:17:07Z,1960000,False,10.0,24.0,1,right,R. Hachimura driving Layup (4 PTS) (D. Russell 1 AST),"[1629060, 1626156]",1610612747.0,LAL,driving,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,2.56,Made,,,,,,,,,,4.0,,D. Russell,1626156.0,1.0,,,,
198,PT08M12.00S,2024-12-09T03:15:55.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,20.02299605781866,51.96078431372549,1610612757,29,35,2024-12-09T03:16:06Z,1980000,False,-10.0,136.0,1,left,MISS S. Sharpe 13' driving floating Shot,[1631101],1610612757.0,POR,driving floating,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,13.61,Missed,,,,,,,,,,,,,,,,,,
199,PT08M12.00S,2024-12-09T03:15:55.4Z,2,REGULAR,rebound,defensive,[],1631132,,,1610612747,29,35,2024-12-09T03:17:43Z,1990000,False,,,0,,C. Koloko REBOUND (Off:0 Def:1),[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Center,,,198.0,1.0,1.0,0.0,,,,,,,,,,,,,,
200,PT08M08.00S,2024-12-09T03:16:00.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629060,93.2161629434954,50.49019607843137,1610612747,31,35,2024-12-09T03:16:10Z,2000000,False,2.0,11.0,1,right,R. Hachimura running DUNK (6 PTS) (C. Reddish 2 AST),"[1629060, 1629629]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,,,,,,6.0,,C. Reddish,1629629.0,2.0,,,,
202,PT07M54.00S,2024-12-09T03:16:13.9Z,2,REGULAR,turnover,bad pass,[],1630703,,,1610612757,31,35,2024-12-09T03:16:17Z,2020000,False,,,0,,S. Henderson bad pass TURNOVER (2 TO),"[1630703, 1626156]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Center,,,,,,,,,2.0,Russell,1626156.0,,,,,,,,,
203,PT07M54.00S,2024-12-09T03:16:13.9Z,2,REGULAR,steal,,[],1626156,,,1610612747,31,35,2024-12-09T03:16:15Z,2030000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
204,PT07M50.00S,2024-12-09T03:16:17.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642261,94.3988173455979,48.774509803921575,1610612747,33,35,2024-12-09T03:18:32Z,2040000,False,-6.0,0.0,1,right,D. Knecht running DUNK (4 PTS) (C. Reddish 3 AST),"[1642261, 1629629]",1610612747.0,LAL,running,,,Knecht,D. Knecht,,,,,Restricted Area,0-8 Center,0.61,Made,,,,,,,,,,4.0,,C. Reddish,1629629.0,3.0,,,,
206,PT07M50.00S,2024-12-09T03:16:23.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,33,35,2024-12-09T03:16:23Z,2060000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT07M50.00S,2024-12-09T03:18:48.7Z,2,REGULAR,substitution,out,[],1630703,,,1610612757,33,35,2024-12-09T03:19:05Z,2070000,False,,,0,,SUB out: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M50.00S,2024-12-09T03:18:48.7Z,2,REGULAR,substitution,out,[],1630625,,,1610612757,33,35,2024-12-09T03:19:05Z,2080000,False,,,0,,SUB out: D. Banton,[1630625],1610612757.0,POR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M50.00S,2024-12-09T03:18:48.7Z,2,REGULAR,substitution,out,[],1631101,,,1610612757,33,35,2024-12-09T03:19:05Z,2090000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M50.00S,2024-12-09T03:18:48.7Z,2,REGULAR,substitution,out,[],1631133,,,1610612757,33,35,2024-12-09T03:19:05Z,2100000,False,,,0,,SUB out: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M50.00S,2024-12-09T03:18:48.7Z,2,REGULAR,substitution,in,[],203924,,,1610612757,33,35,2024-12-09T03:19:05Z,2110000,False,,,0,,SUB in: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M50.00S,2024-12-09T03:18:48.7Z,2,REGULAR,substitution,in,[],1629014,,,1610612757,33,35,2024-12-09T03:19:05Z,2120000,False,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M50.00S,2024-12-09T03:18:48.7Z,2,REGULAR,substitution,in,[],1629028,,,1610612757,33,35,2024-12-09T03:19:05Z,2130000,False,,,0,,SUB in: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M50.00S,2024-12-09T03:18:48.7Z,2,REGULAR,substitution,in,[],1641739,,,1610612757,33,35,2024-12-09T03:19:05Z,2140000,False,,,0,,SUB in: T. Camara,[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M33.00S,2024-12-09T03:19:32.1Z,2,REGULAR,3pt,Jump Shot,[],203924,24.096583442838366,9.803921568627445,1610612757,33,35,2024-12-09T03:19:41Z,2150000,False,201.0,174.0,1,left,MISS J. Grant 26' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Right Center,26.59,Missed,,,,,,,,,,,,,,,,,,
216,PT07M30.00S,2024-12-09T03:19:35.1Z,2,REGULAR,rebound,defensive,[],1642261,,,1610612747,33,35,2024-12-09T03:19:41Z,2160000,False,,,0,,D. Knecht REBOUND (Off:1 Def:4),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Right Center,,,215.0,5.0,4.0,1.0,,,,,,,,,,,,,,
217,PT07M13.00S,2024-12-09T03:19:52.2Z,2,REGULAR,3pt,Jump Shot,[],1629060,67.06636005256242,61.76470588235294,1610612747,36,35,2024-12-09T03:19:57Z,2170000,False,59.0,257.0,1,right,R. Hachimura 26' 3PT  (9 PTS) (C. Reddish 4 AST),"[1629060, 1629629]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,26.37,Made,,,,,,,,,,9.0,,C. Reddish,1629629.0,4.0,,,,
219,PT07M02.00S,2024-12-09T03:20:13.9Z,2,REGULAR,3pt,Jump Shot,[],1629014,32.50657030223391,68.38235294117646,1610612757,36,35,2024-12-09T03:20:18Z,2190000,False,-92.0,253.0,1,left,MISS A. Simons 26' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,26.93,Missed,,,,,,,,,,,,,,,,,,
220,PT06M59.00S,2024-12-09T03:20:16.9Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612747,36,35,2024-12-09T03:20:18Z,2200000,False,,,0,,R. Hachimura REBOUND (Off:1 Def:2),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Left Center,,,219.0,3.0,2.0,1.0,,,,,,,,,,,,,,
221,PT06M53.00S,2024-12-09T03:20:22.7Z,2,REGULAR,3pt,Jump Shot,[],1629060,65.3580814717477,61.27450980392157,1610612747,39,35,2024-12-09T03:20:31Z,2210000,False,56.0,273.0,1,right,R. Hachimura 27' 3PT  (12 PTS) (D. Russell 2 AST),"[1629060, 1626156]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Above the Break 3,24+ Center,27.89,Made,,,,,,,,,,12.0,,D. Russell,1626156.0,2.0,,,,
223,PT06M39.00S,2024-12-09T03:20:37.0Z,2,REGULAR,turnover,bad pass,[],1641739,,,1610612757,39,35,2024-12-09T03:20:41Z,2230000,False,,,0,,T. Camara bad pass TURNOVER (1 TO),"[1641739, 1629060]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Right,,,,,,,,,1.0,Hachimura,1629060.0,,,,,,,,,
224,PT06M39.00S,2024-12-09T03:20:37.0Z,2,REGULAR,steal,,[],1629060,,,1610612747,39,35,2024-12-09T03:20:38Z,2240000,False,,,0,,R. Hachimura STEAL (2 STL),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
225,PT06M30.00S,2024-12-09T03:20:46.8Z,2,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612747,39,35,2024-12-09T03:20:58Z,2250000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Hachimura 2 FT),"[1630166, 1629060]",1610612757.0,POR,shooting,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202037.0,,,,1.0,0.0,Hachimura,1629060.0
227,PT06M30.00S,2024-12-09T03:21:15.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629060,,,1610612747,40,35,2024-12-09T03:21:15Z,2270000,False,,,0,,R. Hachimura Free Throw 1 of 2 (13 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,Made,,,,,,,,,,13.0,,,,,,,,
228,PT06M30.00S,2024-12-09T03:21:34.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629060,,,1610612747,41,35,2024-12-09T03:21:34Z,2280000,False,,,0,,R. Hachimura Free Throw 2 of 2 (14 PTS),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,Made,,,,,,,,,,14.0,,,,,,,,
229,PT06M17.00S,2024-12-09T03:21:50.9Z,2,REGULAR,3pt,Jump Shot,[],203924,9.116294349540084,4.656862745098039,1610612757,41,35,2024-12-09T03:21:59Z,2290000,False,227.0,33.0,1,left,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,22.91,Missed,,,,,,,,,,,,,,,,,,
230,PT06M15.00S,2024-12-09T03:21:52.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,41,35,2024-12-09T03:21:59Z,2300000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Right Corner 3,24+ Right,,,229.0,,,,,,,,,,,,,,,,,
231,PT06M15.00S,2024-12-09T03:21:58.2Z,2,REGULAR,foul,personal,[],1630166,,,1610612747,41,35,2024-12-09T03:22:24Z,2310000,False,,,0,,D. Avdija loose ball personal FOUL (2 PF),"[1630166, 1626156]",1610612757.0,POR,loose ball,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202037.0,,,,2.0,0.0,Russell,1626156.0
233,PT06M04.00S,2024-12-09T03:22:23.1Z,2,REGULAR,violation,kicked ball,[],203924,,,1610612747,41,35,2024-12-09T03:22:29Z,2330000,False,,,0,,J. Grant kicked ball VIOLATION,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,202037.0,,,,,,,
234,PT06M04.00S,2024-12-09T03:22:32.9Z,2,REGULAR,substitution,out,[],1631132,,,1610612747,41,35,2024-12-09T03:22:36Z,2340000,False,,,0,,SUB out: C. Koloko,[1631132],1610612747.0,LAL,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M04.00S,2024-12-09T03:22:32.9Z,2,REGULAR,substitution,in,[],203076,,,1610612747,41,35,2024-12-09T03:22:36Z,2350000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M59.00S,2024-12-09T03:22:54.2Z,2,REGULAR,foul,personal,['2freethrow'],1641739,,,1610612747,41,35,2024-12-09T03:23:04Z,2360000,False,,,0,,T. Camara shooting personal FOUL (1 PF) (Reddish 2 FT),"[1641739, 1629629]",1610612757.0,POR,shooting,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628171.0,,,,1.0,0.0,Reddish,1629629.0
238,PT05M59.00S,2024-12-09T03:23:26.7Z,2,REGULAR,freethrow,1 of 2,[],1629629,,,1610612747,42,35,2024-12-09T03:23:39Z,2380000,False,,,0,,C. Reddish Free Throw 1 of 2 (1 PTS),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
239,PT05M59.00S,2024-12-09T03:23:26.7Z,2,REGULAR,freethrow,2 of 2,[],1629629,,,1610612747,42,35,2024-12-09T03:23:39Z,2390000,False,,,0,,MISS C. Reddish Free Throw 2 of 2,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
240,PT05M57.00S,2024-12-09T03:23:28.7Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612757,42,35,2024-12-09T03:23:39Z,2400000,False,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,239.0,2.0,2.0,0.0,,,,,,,,,,,,,,
241,PT05M43.00S,2024-12-09T03:23:52.9Z,2,REGULAR,foul,personal,['2freethrow'],1642261,,,1610612757,42,35,2024-12-09T03:23:58Z,2410000,False,,,0,,D. Knecht shooting personal FOUL (2 PF) (Simons 2 FT),"[1642261, 1629014]",1610612747.0,LAL,shooting,,,Knecht,D. Knecht,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1662.0,,,,2.0,0.0,Simons,1629014.0
243,PT05M43.00S,2024-12-09T03:24:17.1Z,2,REGULAR,freethrow,1 of 2,[],1629014,,,1610612757,42,36,2024-12-09T03:24:17Z,2430000,False,,,0,,A. Simons Free Throw 1 of 2 (4 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
244,PT05M43.00S,2024-12-09T03:24:32.5Z,2,REGULAR,freethrow,2 of 2,[],1629014,,,1610612757,42,37,2024-12-09T03:24:32Z,2440000,False,,,0,,A. Simons Free Throw 2 of 2 (5 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
245,PT05M27.00S,2024-12-09T03:25:02.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626156,83.22930354796321,37.5,1610612747,42,37,2024-12-09T03:25:08Z,2450000,False,-62.0,105.0,1,right,MISS D. Russell 12' pullup Shot,[1626156],1610612747.0,LAL,pullup,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Center,12.23,Missed,,,,,,,,,,,,,,,,,,
246,PT05M24.00S,2024-12-09T03:25:05.7Z,2,REGULAR,rebound,defensive,[],1641739,,,1610612757,42,37,2024-12-09T03:25:08Z,2460000,False,,,0,,T. Camara REBOUND (Off:1 Def:2),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Center,,,245.0,3.0,2.0,1.0,,,,,,,,,,,,,,
247,PT05M12.00S,2024-12-09T03:25:18.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641739,7.145203679369246,42.15686274509803,1610612757,42,39,2024-12-09T03:25:25Z,2470000,False,39.0,15.0,1,left,T. Camara driving floating bank Jump Shot (4 PTS) (A. Simons 1 AST),"[1641739, 1629014]",1610612757.0,POR,driving floating bank,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,4.19,Made,,,,,,,,,,4.0,,A. Simons,1629014.0,1.0,,,,
249,PT04M55.00S,2024-12-09T03:25:43.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641739,,,1610612747,42,39,2024-12-09T03:25:50Z,2490000,False,,,0,,T. Camara personal FOUL (2 PF) (Davis 2 FT),"[1641739, 203076]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1662.0,,,,2.0,0.0,Davis,203076.0
251,PT04M55.00S,2024-12-09T03:26:15.7Z,2,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,43,39,2024-12-09T03:26:15Z,2510000,False,,,0,,A. Davis Free Throw 1 of 2 (15 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,,15.0,,,,,,,,
