actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
435,PT06M27.00S,2025-01-04T05:03:40.4Z,3,REGULAR,foul,personal,[],203991,,,1610612747,81,73,2025-01-04T05:03:48Z,4210000,False,,,0,,C. Capela personal FOUL (3 PF),"[203991, 203076]",1610612737.0,ATL,,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,2530.0,,,,,,,,,,,,,,3.0,0.0,Davis,203076.0,,
437,PT06M27.00S,2025-01-04T05:04:02.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,81,73,2025-01-04T05:04:02Z,4230000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT06M27.00S,2025-01-04T05:06:22.9Z,3,REGULAR,substitution,out,[],2544,,,1610612747,81,73,2025-01-04T05:06:38Z,4240000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT06M27.00S,2025-01-04T05:06:22.9Z,3,REGULAR,substitution,out,[],203991,,,1610612747,81,73,2025-01-04T05:06:38Z,4250000,False,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT06M27.00S,2025-01-04T05:06:22.9Z,3,REGULAR,substitution,in,[],1627827,,,1610612747,81,73,2025-01-04T05:06:38Z,4260000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M27.00S,2025-01-04T05:06:22.9Z,3,REGULAR,substitution,in,[],1630168,,,1610612747,81,73,2025-01-04T05:06:38Z,4270000,False,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT06M23.00S,2025-01-04T05:06:42.2Z,3,REGULAR,turnover,bad pass,[],1631108,,,1610612747,81,73,2025-01-04T05:06:53Z,4280000,False,,,0,,M. Christie bad pass TURNOVER (2 TO),"[1631108, 203992]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,Right Corner 3,24+ Right,,2.0,,,,,,,,Bogdanović,203992.0,,,,,,,,,
443,PT06M23.00S,2025-01-04T05:06:42.2Z,3,REGULAR,steal,,[],203992,,,1610612737,81,73,2025-01-04T05:08:39Z,4290000,False,,,0,,B. Bogdanović STEAL (3 STL),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
444,PT06M09.00S,2025-01-04T05:06:55.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642258,93.08475689881735,45.34313725490197,1610612737,81,73,2025-01-04T05:07:05Z,4300000,False,-23.0,13.0,1,right,MISS Z. Risacher driving Layup - blocked,"[1642258, 1629060]",1610612737.0,ATL,driving,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,2.64,Missed,,,,,,,,,,,,,,,Hachimura,1629060.0
445,PT06M09.00S,2025-01-04T05:06:55.6Z,3,REGULAR,block,,[],1629060,,,1610612737,81,73,2025-01-04T05:06:58Z,4310000,False,,,0,,R. Hachimura BLOCK (1 BLK),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
446,PT06M06.00S,2025-01-04T05:06:58.6Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612747,81,73,2025-01-04T05:07:05Z,4320000,False,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,444.0,2.0,1.0,1.0,,,,,,,,,,,,
447,PT06M01.00S,2025-01-04T05:07:03.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630559,23.308147174770042,92.40196078431373,1610612747,84,73,2025-01-04T05:09:04Z,4330000,False,-212.0,167.0,1,left,A. Reaves 26' 3PT running pullup (12 PTS),[1630559],1610612747.0,LAL,running pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,26.96,Made,,,,,12.0,,,,,,,,,,,
448,PT05M53.00S,2025-01-04T05:07:14.7Z,3,REGULAR,foul,personal,[],1630559,,,1610612737,84,73,2025-01-04T05:07:24Z,4340000,False,,,0,,A. Reaves personal FOUL (1 PF),"[1630559, 1629631]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,202027.0,,,,,,,,,,,,,,1.0,0.0,Hunter,1629631.0,,
450,PT05M46.00S,2025-01-04T05:07:36.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,92.29632063074901,52.69607843137255,1610612737,84,73,2025-01-04T05:07:43Z,4360000,False,13.0,20.0,1,right,MISS D. Hunter driving Layup,[1629631],1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,2.4,Missed,,,,,,,,,,,,,,,,
451,PT05M41.00S,2025-01-04T05:07:40.8Z,3,REGULAR,rebound,defensive,[],1629060,,,1610612747,84,73,2025-01-04T05:07:40Z,4370000,False,,,0,,R. Hachimura REBOUND (Off:2 Def:5),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,450.0,7.0,5.0,2.0,,,,,,,,,,,,
452,PT05M28.00S,2025-01-04T05:07:54.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,11.875821287779246,62.745098039215684,1610612747,84,73,2025-01-04T05:10:11Z,4380000,False,-64.0,59.0,1,left,MISS A. Davis 8' driving floating Shot,[203076],1610612747.0,LAL,driving floating,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Left,,,8.69,Missed,,,,,,,,,,,,,,,,
453,PT05M26.00S,2025-01-04T05:07:56.2Z,3,REGULAR,rebound,defensive,[],1642258,,,1610612737,84,73,2025-01-04T05:07:59Z,4390000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:3),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),8-16 Left,,,,,452.0,3.0,3.0,0.0,,,,,,,,,,,,
454,PT05M24.00S,2025-01-04T05:08:01.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642258,92.82194480946123,53.92156862745098,1610612737,84,75,2025-01-04T05:08:10Z,4400000,False,20.0,15.0,1,right,Z. Risacher running Layup (6 PTS),[1642258],1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,2.47,Made,,,,,6.0,,,,,,,,,,,
455,PT05M24.00S,2025-01-04T05:08:06.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627827,,,1610612737,84,75,2025-01-04T05:08:23Z,4410000,False,,,0,,D. Finney-Smith shooting personal FOUL (3 PF) (Risacher 1 FT),"[1627827, 1642258]",1610612747.0,LAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,1193.0,,,,,,,,,,,,,,3.0,0.0,Risacher,1642258.0,,
457,PT05M24.00S,2025-01-04T05:08:24.5Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1642258,,,1610612737,84,76,2025-01-04T05:08:24Z,4430000,False,,,0,,Z. Risacher Free Throw 1 of 1 (7 PTS),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
458,PT05M16.00S,2025-01-04T05:08:35.6Z,3,REGULAR,turnover,lost ball,[],1630559,,,1610612747,84,76,2025-01-04T05:08:41Z,4440000,False,,,0,,A. Reaves lost ball TURNOVER (5 TO),"[1630559, 1630700]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,5.0,,,,,,,,Daniels,1630700.0,,,,,,,,,
459,PT05M16.00S,2025-01-04T05:08:35.6Z,3,REGULAR,steal,,[],1630700,,,1610612737,84,76,2025-01-04T05:08:37Z,4450000,False,,,0,,D. Daniels STEAL (4 STL),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
460,PT05M12.00S,2025-01-04T05:08:39.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630700,93.61038107752957,50.0,1610612737,84,78,2025-01-04T05:08:47Z,4460000,False,0.0,8.0,1,right,D. Daniels running reverse Layup (13 PTS),[1630700],1610612737.0,ATL,running reverse,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,0.76,Made,,,,,13.0,,,,,,,,,,,
462,PT04M51.00S,2025-01-04T05:09:06.4Z,3,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612747,84,78,2025-01-04T05:09:12Z,4480000,False,,,0,,O. Okongwu shooting personal FOUL (3 PF) (Davis 2 FT),"[1630168, 203076]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,202027.0,,,,,,,,,,,,,,3.0,0.0,Davis,203076.0,,
464,PT04M51.00S,2025-01-04T05:09:35.3Z,3,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,84,78,2025-01-04T05:09:35Z,4500000,False,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
465,PT04M51.00S,2025-01-04T05:09:35.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,84,78,2025-01-04T05:09:35Z,4510000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,464.0,,,,,,,,,,,,,,,
466,PT04M51.00S,2025-01-04T05:09:54.1Z,3,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,85,78,2025-01-04T05:09:54Z,4520000,False,,,0,,A. Davis Free Throw 2 of 2 (18 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,Made,,,,,18.0,,,,,,,,,,,
467,PT04M37.00S,2025-01-04T05:10:10.1Z,3,REGULAR,3pt,Jump Shot,[],1642258,77.31603153745073,11.274509803921575,1610612737,85,78,2025-01-04T05:11:20Z,4530000,False,-194.0,161.0,1,right,MISS Z. Risacher 25' step back 3PT,[1642258],1610612737.0,ATL,step back,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,25.16,Missed,,,,,,,,,,,,,,,,
468,PT04M33.00S,2025-01-04T05:10:14.1Z,3,REGULAR,rebound,offensive,[],1630168,,,1610612737,85,78,2025-01-04T05:10:16Z,4540000,False,,,0,,O. Okongwu REBOUND (Off:5 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,467.0,7.0,2.0,5.0,,,,,,,,,,,,
469,PT04M31.00S,2025-01-04T05:10:15.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630168,93.47897503285151,49.26470588235294,1610612737,85,80,2025-01-04T05:10:39Z,4550000,False,-4.0,9.0,1,right,O. Okongwu DUNK (10 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,0.95,Made,,,,,10.0,,,,,,,,,,,
470,PT04M19.00S,2025-01-04T05:10:37.9Z,3,REGULAR,2pt,Jump Shot,[],203076,25.410643889618925,66.91176470588235,1610612747,85,80,2025-01-04T05:10:43Z,4560000,False,-85.0,186.0,1,left,MISS A. Davis 20' Jump Shot,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,,,20.47,Missed,,,,,,,,,,,,,,,,
471,PT04M15.00S,2025-01-04T05:10:41.9Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612737,85,80,2025-01-04T05:10:43Z,4570000,False,,,0,,D. Daniels REBOUND (Off:0 Def:3),[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Mid-Range,16-24 Left Center,,,,,470.0,3.0,3.0,0.0,,,,,,,,,,,,
472,PT03M59.00S,2025-01-04T05:10:58.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,86.51445466491458,36.51960784313726,1610612737,85,80,2025-01-04T05:11:01Z,4580000,False,-67.0,74.0,1,right,MISS B. Bogdanović 10' fadeaway Shot,[203992],1610612737.0,ATL,fadeaway,,,Bogdanović,B. Bogdanović,,,,,In The Paint (Non-RA),8-16 Left,,,10.03,Missed,,,,,,,,,,,,,,,,
473,PT03M56.00S,2025-01-04T05:11:01.0Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,85,80,2025-01-04T05:11:01Z,4590000,False,,,0,,A. Davis REBOUND (Off:3 Def:11),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Left,,,,,472.0,14.0,11.0,3.0,,,,,,,,,,,,
475,PT03M44.00S,2025-01-04T05:11:17.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,8.984888304862025,53.431372549019606,1610612747,85,80,2025-01-04T05:14:19Z,4610000,False,-17.0,32.0,1,left,MISS A. Reaves reverse Layup,[1630559],1610612747.0,LAL,reverse,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,3.63,Missed,,,,,,,,,,,,,,,,
476,PT03M43.00S,2025-01-04T05:11:18.1Z,3,REGULAR,rebound,offensive,[],203076,,,1610612747,85,80,2025-01-04T05:11:53Z,4620000,False,,,0,,A. Davis REBOUND (Off:4 Def:11),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,475.0,15.0,11.0,4.0,,,,,,,,,,,,
477,PT03M43.00S,2025-01-04T05:11:28.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203076,5.590000152587891,50.0,1610612747,85,80,2025-01-04T05:12:02Z,4630000,False,0.0,0.0,1,left,MISS A. Davis tip Layup,[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
478,PT03M40.00S,2025-01-04T05:11:31.2Z,3,REGULAR,rebound,offensive,[],1630559,,,1610612747,85,80,2025-01-04T05:12:02Z,4640000,False,,,0,,A. Reaves REBOUND (Off:3 Def:2),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,477.0,5.0,2.0,3.0,,,,,,,,,,,,
479,PT03M39.00S,2025-01-04T05:11:36.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629631,,,1610612747,85,80,2025-01-04T05:11:44Z,4650000,False,,,0,,D. Hunter personal FOUL (3 PF) (Reaves 2 FT),"[1629631, 1630559]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Right,1193.0,,,,,,,,,,,,,,3.0,0.0,Reaves,1630559.0,,
481,PT03M39.00S,2025-01-04T05:11:54.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630559,,,1610612747,85,80,2025-01-04T05:11:54Z,4670000,False,,,0,,MISS A. Reaves Free Throw 1 of 2,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
482,PT03M39.00S,2025-01-04T05:11:54.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,85,80,2025-01-04T05:11:54Z,4680000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,481.0,,,,,,,,,,,,,,,
483,PT03M39.00S,2025-01-04T05:11:59.5Z,3,REGULAR,substitution,out,[],1631108,,,1610612747,85,80,2025-01-04T05:12:20Z,4690000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M39.00S,2025-01-04T05:11:59.5Z,3,REGULAR,substitution,out,[],1629060,,,1610612747,85,80,2025-01-04T05:12:20Z,4700000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT03M39.00S,2025-01-04T05:11:59.5Z,3,REGULAR,substitution,out,[],1630700,,,1610612747,85,80,2025-01-04T05:12:20Z,4710000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT03M39.00S,2025-01-04T05:11:59.5Z,3,REGULAR,substitution,out,[],1642258,,,1610612747,85,80,2025-01-04T05:12:20Z,4720000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT03M39.00S,2025-01-04T05:11:59.5Z,3,REGULAR,substitution,in,[],1629003,,,1610612747,85,80,2025-01-04T05:12:20Z,4730000,False,,,0,,SUB in: S. Milton,[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT03M39.00S,2025-01-04T05:11:59.5Z,3,REGULAR,substitution,in,[],1642261,,,1610612747,85,80,2025-01-04T05:12:20Z,4740000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT03M39.00S,2025-01-04T05:11:59.5Z,3,REGULAR,substitution,in,[],1630552,,,1610612747,85,80,2025-01-04T05:12:20Z,4750000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT03M39.00S,2025-01-04T05:11:59.5Z,3,REGULAR,substitution,in,[],1629027,,,1610612747,85,80,2025-01-04T05:12:20Z,4760000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT03M39.00S,2025-01-04T05:12:23.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630559,,,1610612747,86,80,2025-01-04T05:12:23Z,4770000,False,,,0,,A. Reaves Free Throw 2 of 2 (13 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Made,,,,,13.0,,,,,,,,,,,
492,PT03M34.00S,2025-01-04T05:12:36.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627827,,,1610612737,86,80,2025-01-04T05:12:45Z,4780000,False,,,0,,D. Finney-Smith personal FOUL (4 PF) (Young 2 FT),"[1627827, 1629027]",1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,202027.0,,,,,,,,,,,,,,4.0,0.0,Young,1629027.0,,
494,PT03M34.00S,2025-01-04T05:13:07.4Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,86,81,2025-01-04T05:13:26Z,4800000,False,,,0,,T. Young Free Throw 1 of 2 (21 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Made,,,,,21.0,,,,,,,,,,,
495,PT03M34.00S,2025-01-04T05:13:07.4Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,86,81,2025-01-04T05:13:26Z,4810000,False,,,0,,MISS T. Young Free Throw 2 of 2,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
496,PT03M32.00S,2025-01-04T05:13:09.4Z,3,REGULAR,rebound,defensive,[],1642261,,,1610612747,86,81,2025-01-04T05:13:26Z,4820000,False,,,0,,D. Knecht REBOUND (Off:1 Def:2),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,495.0,3.0,2.0,1.0,,,,,,,,,,,,
497,PT03M16.00S,2025-01-04T05:13:42.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629631,,,1610612747,86,81,2025-01-04T05:13:50Z,4830000,False,,,0,,D. Hunter shooting personal FOUL (4 PF) (Reaves 2 FT),"[1629631, 1630559]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,202027.0,,,,,,,,,,,,,,4.0,0.0,Reaves,1630559.0,,
499,PT03M16.00S,2025-01-04T05:14:07.4Z,3,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,87,81,2025-01-04T05:14:07Z,4850000,False,,,0,,A. Reaves Free Throw 1 of 2 (14 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,
500,PT03M16.00S,2025-01-04T05:14:20.6Z,3,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,88,81,2025-01-04T05:14:20Z,4860000,False,,,0,,A. Reaves Free Throw 2 of 2 (15 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,Made,,,,,15.0,,,,,,,,,,,
501,PT03M05.00S,2025-01-04T05:14:34.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.69053876478318,51.71568627450981,1610612737,88,83,2025-01-04T05:14:38Z,4870000,False,9.0,16.0,1,right,T. Young driving Layup (23 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,1.83,Made,,,,,23.0,,,,,,,,,,,
502,PT02M43.00S,2025-01-04T05:14:55.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642261,10.561760840998687,52.205882352941174,1610612747,88,83,2025-01-04T05:15:00Z,4880000,False,-11.0,47.0,1,left,MISS D. Knecht cutting Layup - blocked,"[1642261, 1630552]",1610612747.0,LAL,cutting,,,Knecht,D. Knecht,,,,,In The Paint (Non-RA),0-8 Center,,,4.81,Missed,,,,,,,,,,,,,,,Johnson,1630552.0
503,PT02M43.00S,2025-01-04T05:14:55.6Z,3,REGULAR,block,,[],1630552,,,1610612747,88,83,2025-01-04T05:14:58Z,4890000,False,,,0,,J. Johnson BLOCK (1 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
504,PT02M40.00S,2025-01-04T05:14:58.6Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,88,83,2025-01-04T05:15:00Z,4900000,False,,,0,,J. Johnson REBOUND (Off:1 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,502.0,5.0,4.0,1.0,,,,,,,,,,,,
505,PT02M31.00S,2025-01-04T05:15:07.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,80.20696452036793,53.67647058823529,1610612737,88,83,2025-01-04T05:15:11Z,4910000,False,18.0,134.0,1,right,MISS J. Johnson 13' turnaround fadeaway Shot,[1630552],1610612737.0,ATL,turnaround fadeaway,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,13.49,Missed,,,,,,,,,,,,,,,,
506,PT02M28.00S,2025-01-04T05:15:10.9Z,3,REGULAR,rebound,defensive,[],1630559,,,1610612747,88,83,2025-01-04T05:15:11Z,4920000,False,,,0,,A. Reaves REBOUND (Off:3 Def:3),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,505.0,6.0,3.0,3.0,,,,,,,,,,,,
507,PT02M10.00S,2025-01-04T05:15:28.3Z,3,REGULAR,2pt,Jump Shot,[],1630559,25.016425755584763,60.53921568627451,1610612747,88,83,2025-01-04T05:15:40Z,4930000,False,-53.0,183.0,1,left,MISS A. Reaves 19' pullup Shot,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Center,,,19.01,Missed,,,,,,,,,,,,,,,,
508,PT02M06.00S,2025-01-04T05:15:32.3Z,3,REGULAR,rebound,defensive,[],1630552,,,1610612737,88,83,2025-01-04T05:15:40Z,4940000,False,,,0,,J. Johnson REBOUND (Off:1 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Center,,,,,507.0,6.0,5.0,1.0,,,,,,,,,,,,
509,PT02M03.00S,2025-01-04T05:15:36.6Z,3,REGULAR,turnover,bad pass,[],1630552,,,1610612737,88,83,2025-01-04T05:15:42Z,4950000,False,,,0,,J. Johnson bad pass TURNOVER (2 TO),"[1630552, 203076]",1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right Center,,2.0,,,,,,,,Davis,203076.0,,,,,,,,,
510,PT02M03.00S,2025-01-04T05:15:36.6Z,3,REGULAR,steal,,[],203076,,,1610612747,88,83,2025-01-04T05:15:38Z,4960000,False,,,0,,A. Davis STEAL (3 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
511,PT01M58.00S,2025-01-04T05:15:41.3Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627827,11.744415243101187,5.392156862745097,1610612747,91,83,2025-01-04T05:15:51Z,4970000,False,223.0,58.0,1,left,D. Finney-Smith 3PT running (3 PTS) (S. Milton 4 AST),"[1627827, 1629003]",1610612747.0,LAL,running,,,Finney-Smith,D. Finney-Smith,,,,,Right Corner 3,24+ Right,,,23.04,Made,,,,,3.0,,,S. Milton,1629003.0,4.0,,,,,,
513,PT01M57.00S,2025-01-04T05:15:49.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,91,83,2025-01-04T05:15:49Z,4990000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT01M57.00S,2025-01-04T05:18:26.6Z,3,REGULAR,substitution,out,[],1630559,,,1610612737,91,83,2025-01-04T05:18:42Z,5000000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT01M57.00S,2025-01-04T05:18:26.6Z,3,REGULAR,substitution,in,[],2544,,,1610612737,91,83,2025-01-04T05:18:42Z,5010000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT01M47.00S,2025-01-04T05:18:48.5Z,3,REGULAR,3pt,Jump Shot,[],203992,68.0293199737188,63.556985294117645,1610612737,91,83,2025-01-04T05:18:56Z,5020000,False,68.0,248.0,1,right,MISS B. Bogdanović 25' 3PT,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Center,,,25.71,Missed,,,,,,,,,,,,,,,,
