actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
173,PT00M55.40S,2025-01-04T04:06:11.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,93.47897503285151,50.73529411764706,1610612747,31,25,2025-01-04T04:06:17Z,1660000,False,4.0,9.0,1,right,L. James running Layup (6 PTS) (S. Milton 2 AST),"[2544, 1629003]",1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,0.95,Made,,,,,6.0,,,S. Milton,1629003.0,2.0,,,,,,
175,PT00M47.80S,2025-01-04T04:06:21.8Z,1,REGULAR,turnover,out-of-bounds,[],1629631,,,1610612737,31,25,2025-01-04T04:06:26Z,1680000,False,,,0,,D. Hunter lost ball out-of-bounds TURNOVER (1 TO),[1629631],1610612737.0,ATL,lost ball,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,202027.0,1.0,,,,,,,,,,,,,,,,,,
176,PT00M24.70S,2025-01-04T04:06:53.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629003,94.66162943495401,4.901960784313729,1610612747,31,25,2025-01-04T04:06:58Z,1690000,False,-225.0,-2.0,1,right,MISS S. Milton 3PT,[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,Left Corner 3,24+ Left,,,22.55,Missed,,,,,,,,,,,,,,,,
177,PT00M22.90S,2025-01-04T04:06:55.7Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,31,25,2025-01-04T04:13:49Z,1700000,False,,,0,,D. Hunter REBOUND (Off:1 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,,176.0,2.0,1.0,1.0,,,,,,,,,,,,
178,PT00M18.50S,2025-01-04T04:07:05.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630552,7.933639947437584,51.22549019607843,1610612737,31,27,2025-01-04T04:07:13Z,1710000,False,-6.0,22.0,1,left,J. Johnson running Layup (6 PTS),[1630552],1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,2.29,Made,,,,,6.0,,,,,,,,,,,
179,PT00M18.50S,2025-01-04T04:07:08.7Z,1,REGULAR,foul,personal,['1freethrow'],1629629,,,1610612737,31,27,2025-01-04T04:07:17Z,1720000,False,,,0,,C. Reddish shooting personal FOUL (1 PF) (Johnson 1 FT),"[1629629, 1630552]",1610612747.0,LAL,shooting,,,Reddish,C. Reddish,,,,,Restricted Area,0-8 Center,202027.0,,,,,,,,,,,,,,1.0,0.0,Johnson,1630552.0,,
181,PT00M18.50S,2025-01-04T04:07:35.2Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630552,,,1610612737,31,28,2025-01-04T04:07:35Z,1740000,False,,,0,,J. Johnson Free Throw 1 of 1 (7 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,
182,PT00M04.20S,2025-01-04T04:07:54.0Z,1,REGULAR,3pt,Jump Shot,[],2544,73.50525624178712,83.82352941176471,1610612747,31,28,2025-01-04T04:08:07Z,1750000,False,169.0,197.0,1,right,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,25.93,Missed,,,,,,,,,,,,,,,,
183,PT00M01.50S,2025-01-04T04:07:56.7Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,31,28,2025-01-04T04:08:07Z,1760000,False,,,0,,B. Bogdanović REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,Above the Break 3,24+ Right Center,,,,,182.0,1.0,1.0,0.0,,,,,,,,,,,,
184,PT00M00.00S,2025-01-04T04:07:59.3Z,1,REGULAR,period,end,[],0,,,1610612737,31,28,2025-01-04T04:07:59Z,1770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT12M00.00S,2025-01-04T04:10:26.8Z,2,REGULAR,substitution,out,['startperiod'],1629629,,,1610612737,31,28,2025-01-04T04:10:46Z,1780000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT12M00.00S,2025-01-04T04:10:26.8Z,2,REGULAR,substitution,out,['startperiod'],1629003,,,1610612737,31,28,2025-01-04T04:10:46Z,1790000,False,,,0,,SUB out: S. Milton,[1629003],1610612747.0,LAL,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2025-01-04T04:10:26.8Z,2,REGULAR,substitution,out,['startperiod'],1629631,,,1610612737,31,28,2025-01-04T04:10:46Z,1800000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2025-01-04T04:10:26.8Z,2,REGULAR,substitution,out,['startperiod'],203992,,,1610612737,31,28,2025-01-04T04:10:46Z,1810000,False,,,0,,SUB out: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2025-01-04T04:10:26.8Z,2,REGULAR,substitution,in,['startperiod'],1642261,,,1610612737,31,28,2025-01-04T04:10:46Z,1820000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2025-01-04T04:10:26.8Z,2,REGULAR,substitution,in,['startperiod'],1630559,,,1610612737,31,28,2025-01-04T04:10:46Z,1830000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2025-01-04T04:10:26.8Z,2,REGULAR,substitution,in,['startperiod'],1642258,,,1610612737,31,28,2025-01-04T04:10:46Z,1840000,False,,,0,,SUB in: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2025-01-04T04:10:26.8Z,2,REGULAR,substitution,in,['startperiod'],1629726,,,1610612737,31,28,2025-01-04T04:10:46Z,1850000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2025-01-04T04:10:45.2Z,2,REGULAR,period,start,[],0,,,1610612737,31,28,2025-01-04T04:10:47Z,1860000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT11M44.00S,2025-01-04T04:10:59.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630552,8.327858081471746,53.431372549019606,1610612737,31,30,2025-01-04T04:11:04Z,1870000,False,-17.0,26.0,1,left,J. Johnson driving DUNK (9 PTS) (O. Okongwu 1 AST),"[1630552, 1630168]",1610612737.0,ATL,driving,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,3.1,Made,,,,,9.0,,,O. Okongwu,1630168.0,1.0,,,,,,
196,PT11M23.00S,2025-01-04T04:11:21.4Z,2,REGULAR,3pt,Jump Shot,[],1630559,73.50525624178712,85.04901960784314,1610612747,31,30,2025-01-04T04:49:15Z,1890000,False,175.0,197.0,1,right,MISS A. Reaves 26' pullup 3PT,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,,,26.33,Missed,,,,,,,,,,,,,,,,
197,PT11M18.00S,2025-01-04T04:11:26.4Z,2,REGULAR,rebound,offensive,[],1642261,,,1610612747,31,30,2025-01-04T04:11:27Z,1900000,False,,,0,,D. Knecht REBOUND (Off:1 Def:0),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Right Center,,,,,196.0,1.0,0.0,1.0,,,,,,,,,,,,
198,PT11M14.00S,2025-01-04T04:11:31.9Z,2,REGULAR,foul,personal,['2freethrow'],1630552,,,1610612747,31,30,2025-01-04T04:11:38Z,1910000,False,,,0,,J. Johnson shooting personal FOUL (1 PF) (Hayes 2 FT),"[1630552, 1629637]",1610612737.0,ATL,shooting,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,202027.0,,,,,,,,,,,,,,1.0,0.0,Hayes,1629637.0,,
200,PT11M14.00S,2025-01-04T04:11:57.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629637,,,1610612747,31,30,2025-01-04T04:11:57Z,1930000,False,,,0,,MISS J. Hayes Free Throw 1 of 2,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
201,PT11M14.00S,2025-01-04T04:11:57.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,31,30,2025-01-04T04:11:57Z,1940000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,
202,PT11M14.00S,2025-01-04T04:12:11.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629637,,,1610612747,32,30,2025-01-04T04:12:11Z,1950000,False,,,0,,J. Hayes Free Throw 2 of 2 (1 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
203,PT11M05.00S,2025-01-04T04:12:23.6Z,2,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,32,30,2025-01-04T04:12:28Z,1960000,False,,,0,,T. Young bad pass out-of-bounds TURNOVER (2 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,202027.0,2.0,,,,,,,,,,,,,,,,,,
204,PT10M50.00S,2025-01-04T04:12:41.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",2544,93.47897503285151,48.28431372549019,1610612747,34,30,2025-01-04T04:12:47Z,1970000,False,-9.0,9.0,1,right,L. James reverse Layup (8 PTS),[2544],1610612747.0,LAL,reverse,,,James,L. James,,,,,Restricted Area,0-8 Center,,,1.23,Made,,,,,8.0,,,,,,,,,,,
205,PT10M40.00S,2025-01-04T04:12:51.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,10.561760840998687,49.01960784313726,1610612737,34,32,2025-01-04T04:12:58Z,1980000,False,5.0,47.0,1,left,T. Young driving floating Jump Shot (7 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,4.71,Made,,,,,7.0,,,,,,,,,,,
206,PT10M24.00S,2025-01-04T04:13:07.9Z,2,REGULAR,3pt,Jump Shot,[],1642261,95.84428383705651,4.656862745098039,1610612747,37,32,2025-01-04T04:13:12Z,1990000,False,-227.0,-13.0,1,right,D. Knecht 3PT  (3 PTS) (A. Reaves 2 AST),"[1642261, 1630559]",1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Left Corner 3,24+ Left,,,22.71,Made,,,,,3.0,,,A. Reaves,1630559.0,2.0,,,,,,
208,PT10M17.00S,2025-01-04T04:13:18.4Z,2,REGULAR,foul,personal,[],1627827,,,1610612737,37,32,2025-01-04T04:13:25Z,2010000,False,,,0,,D. Finney-Smith personal FOUL (2 PF),"[1627827, 1629027]",1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,2530.0,,,,,,,,,,,,,,2.0,0.0,Young,1629027.0,,
210,PT10M17.00S,2025-01-04T04:13:25.7Z,2,REGULAR,substitution,out,[],1627827,,,1610612737,37,32,2025-01-04T04:13:36Z,2030000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT10M17.00S,2025-01-04T04:13:25.7Z,2,REGULAR,substitution,in,[],1631108,,,1610612737,37,32,2025-01-04T04:13:36Z,2040000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT10M10.00S,2025-01-04T04:13:51.1Z,2,REGULAR,2pt,Jump Shot,[],1642258,17.345597897503282,87.9672181372549,1610612737,37,34,2025-01-04T04:14:05Z,2050000,False,-190.0,111.0,1,left,Z. Risacher 21' Jump Shot (4 PTS) (J. Johnson 1 AST),"[1642258, 1630552]",1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Mid-Range,16-24 Left,,,21.96,Made,,,,,4.0,,,J. Johnson,1630552.0,1.0,,,,,,
214,PT09M54.00S,2025-01-04T04:14:07.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,92.55913272010513,50.0,1610612747,39,34,2025-01-04T04:14:14Z,2070000,False,0.0,17.0,1,right,J. Hayes alley-oop DUNK (3 PTS) (L. James 5 AST),"[1629637, 2544]",1610612747.0,LAL,alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,1.74,Made,,,,,3.0,,,L. James,2544.0,5.0,,,,,,
216,PT09M40.00S,2025-01-04T04:14:20.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,7.276609724047319,52.205882352941174,1610612737,39,36,2025-01-04T04:14:24Z,2090000,False,-11.0,16.0,1,left,T. Young driving Layup (9 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,1.93,Made,,,,,9.0,,,,,,,,,,,
217,PT09M26.00S,2025-01-04T04:14:35.9Z,2,REGULAR,foul,personal,['2freethrow'],1630168,,,1610612747,39,36,2025-01-04T04:15:03Z,2100000,False,,,0,,O. Okongwu shooting personal FOUL (2 PF) (Christie 2 FT),"[1630168, 1631108]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2530.0,,,,,,,,,,,,,,2.0,0.0,Christie,1631108.0,,
219,PT09M26.00S,2025-01-04T04:15:08.6Z,2,REGULAR,foul,technical,[],1629637,,,1610612747,39,36,2025-01-04T04:15:20Z,2120000,False,,,0,,J. Hayes double technical FOUL (1 Tech),[1629637],1610612747.0,LAL,double,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Center,202027.0,,,,,,,,,,,,,,0.0,1.0,,,,
220,PT09M26.00S,2025-01-04T04:15:08.6Z,2,REGULAR,foul,technical,[],1629027,,,1610612747,39,36,2025-01-04T04:15:15Z,2130000,False,,,0,,T. Young double technical FOUL (1 Tech),[1629027],1610612737.0,ATL,double,,,Young,T. Young,,,,,Above the Break 3,24+ Center,202027.0,,,,,,,,,,,,,,0.0,1.0,,,,
221,PT09M26.00S,2025-01-04T04:16:11.9Z,2,REGULAR,freethrow,1 of 2,[],1631108,,,1610612747,40,36,2025-01-04T04:16:11Z,2140000,False,,,0,,M. Christie Free Throw 1 of 2 (1 PTS),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
222,PT09M26.00S,2025-01-04T04:16:12.9Z,2,REGULAR,freethrow,2 of 2,[],1631108,,,1610612747,41,36,2025-01-04T04:16:12Z,2150000,False,,,0,,M. Christie Free Throw 2 of 2 (2 PTS),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
223,PT09M15.00S,2025-01-04T04:16:22.2Z,2,REGULAR,3pt,Jump Shot,[],1642258,23.702365308804204,90.93137254901961,1610612737,41,36,2025-01-04T04:16:29Z,2160000,False,-205.0,170.0,1,left,MISS Z. Risacher 26' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,,,26.63,Missed,,,,,,,,,,,,,,,,
224,PT09M12.00S,2025-01-04T04:16:25.2Z,2,REGULAR,rebound,defensive,[],1631108,,,1610612747,41,36,2025-01-04T04:16:29Z,2170000,False,,,0,,M. Christie REBOUND (Off:0 Def:2),[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,,,223.0,2.0,2.0,0.0,,,,,,,,,,,,
225,PT09M00.00S,2025-01-04T04:16:37.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,83.31143232588698,38.25827205882353,1610612747,43,36,2025-01-04T04:16:49Z,2180000,False,-59.0,104.0,1,right,L. James 11' turnaround fadeaway Jump Shot (10 PTS),[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,11.98,Made,,,,,10.0,,,,,,,,,,,
226,PT08M40.00S,2025-01-04T04:16:56.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642258,9.641918528252305,46.568627450980394,1610612737,43,36,2025-01-04T04:17:04Z,2190000,False,17.0,38.0,1,left,MISS Z. Risacher Layup,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,4.18,Missed,,,,,,,,,,,,,,,,
227,PT08M39.00S,2025-01-04T04:16:57.5Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,43,36,2025-01-04T04:18:34Z,2200000,False,,,0,,O. Okongwu REBOUND (Off:4 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,226.0,6.0,2.0,4.0,,,,,,,,,,,,
228,PT08M39.00S,2025-01-04T04:17:02.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630168,5.590000152587891,50.0,1610612737,43,38,2025-01-04T04:18:46Z,2210000,False,0.0,0.0,1,left,O. Okongwu tip Layup (8 PTS),[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,0.0,Made,,,,,8.0,,,,,,,,,,,
229,PT08M24.00S,2025-01-04T04:17:13.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,94.13600525624179,43.872549019607845,1610612747,43,38,2025-01-04T04:17:17Z,2220000,False,-31.0,3.0,1,right,MISS J. Hayes cutting Layup,[1629637],1610612747.0,LAL,cutting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,3.07,Missed,,,,,,,,,,,,,,,,
230,PT08M22.00S,2025-01-04T04:17:15.0Z,2,REGULAR,rebound,defensive,[],1642258,,,1610612737,43,38,2025-01-04T04:17:17Z,2230000,False,,,0,,Z. Risacher REBOUND (Off:0 Def:2),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,229.0,2.0,2.0,0.0,,,,,,,,,,,,
231,PT08M17.00S,2025-01-04T04:17:19.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630552,7.539421813403408,53.18627450980392,1610612737,43,40,2025-01-04T04:17:27Z,2240000,False,-16.0,18.0,1,left,J. Johnson running Layup (11 PTS),[1630552],1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,2.43,Made,,,,,11.0,,,,,,,,,,,
232,PT07M58.00S,2025-01-04T04:17:42.4Z,2,REGULAR,turnover,out-of-bounds,[],1630559,,,1610612747,43,40,2025-01-04T04:17:49Z,2250000,False,,,0,,A. Reaves bad pass out-of-bounds TURNOVER (3 TO),[1630559],1610612747.0,LAL,bad pass,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,3.0,,,,,,,,,,,,,,,,,,
233,PT07M58.00S,2025-01-04T04:17:46.4Z,2,REGULAR,substitution,out,[],1629637,,,1610612737,43,40,2025-01-04T04:18:07Z,2260000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M58.00S,2025-01-04T04:17:46.4Z,2,REGULAR,substitution,out,[],2544,,,1610612737,43,40,2025-01-04T04:18:07Z,2270000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M58.00S,2025-01-04T04:17:46.4Z,2,REGULAR,substitution,out,[],1630552,,,1610612737,43,40,2025-01-04T04:18:07Z,2280000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M58.00S,2025-01-04T04:17:46.4Z,2,REGULAR,substitution,out,[],1629027,,,1610612737,43,40,2025-01-04T04:18:07Z,2290000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M58.00S,2025-01-04T04:17:46.4Z,2,REGULAR,substitution,in,[],203076,,,1610612737,43,40,2025-01-04T04:18:07Z,2300000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M58.00S,2025-01-04T04:17:46.4Z,2,REGULAR,substitution,in,[],1629060,,,1610612737,43,40,2025-01-04T04:18:07Z,2310000,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M58.00S,2025-01-04T04:17:46.4Z,2,REGULAR,substitution,in,[],1630700,,,1610612737,43,40,2025-01-04T04:18:07Z,2320000,False,,,0,,SUB in: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M58.00S,2025-01-04T04:17:46.4Z,2,REGULAR,substitution,in,[],203992,,,1610612737,43,40,2025-01-04T04:18:07Z,2330000,False,,,0,,SUB in: B. Bogdanović,[203992],1610612737.0,ATL,,,,Bogdanović,B. Bogdanović,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M49.00S,2025-01-04T04:18:13.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630700,30.66688567674113,80.88235294117646,1610612737,43,40,2025-01-04T04:18:19Z,2340000,False,-154.0,236.0,1,left,MISS D. Daniels 28' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,28.19,Missed,,,,,,,,,,,,,,,,
242,PT07M49.00S,2025-01-04T04:18:13.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,43,40,2025-01-04T04:18:19Z,2350000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,241.0,,,,,,,,,,,,,,,
244,PT07M34.00S,2025-01-04T04:18:34.5Z,2,REGULAR,foul,personal,['2freethrow'],1629726,,,1610612747,43,40,2025-01-04T04:18:43Z,2370000,False,,,0,,G. Mathews shooting personal FOUL (1 PF) (Knecht 2 FT),"[1629726, 1642261]",1610612737.0,ATL,shooting,,,Mathews,G. Mathews,,,,,Restricted Area,0-8 Center,202027.0,,,,,,,,,,,,,,1.0,0.0,Knecht,1642261.0,,
246,PT07M34.00S,2025-01-04T04:19:01.8Z,2,REGULAR,freethrow,1 of 2,[],1642261,,,1610612747,44,40,2025-01-04T04:19:01Z,2390000,False,,,0,,D. Knecht Free Throw 1 of 2 (4 PTS),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
247,PT07M34.00S,2025-01-04T04:19:06.5Z,2,REGULAR,substitution,out,[],1642258,,,1610612747,44,40,2025-01-04T04:19:09Z,2400000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M34.00S,2025-01-04T04:19:06.5Z,2,REGULAR,substitution,in,[],1629631,,,1610612747,44,40,2025-01-04T04:19:09Z,2410000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M34.00S,2025-01-04T04:19:20.7Z,2,REGULAR,freethrow,2 of 2,[],1642261,,,1610612747,45,40,2025-01-04T04:19:20Z,2420000,False,,,0,,D. Knecht Free Throw 2 of 2 (5 PTS),[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,
250,PT07M21.00S,2025-01-04T04:19:35.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,14.586070959264134,49.111519607843135,1610612737,45,40,2025-01-04T04:19:42Z,2430000,False,4.0,85.0,1,left,MISS O. Okongwu 8' Hook,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,8.47,Missed,,,,,,,,,,,,,,,,
251,PT07M19.00S,2025-01-04T04:19:37.7Z,2,REGULAR,rebound,defensive,[],203076,,,1610612747,45,40,2025-01-04T04:19:42Z,2440000,False,,,0,,A. Davis REBOUND (Off:2 Def:6),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,250.0,8.0,6.0,2.0,,,,,,,,,,,,
252,PT07M03.00S,2025-01-04T04:19:57.6Z,2,REGULAR,foul,offensive,[],203076,,,1610612747,45,40,2025-01-04T04:20:05Z,2450000,False,,,0,,A. Davis offensive FOUL (1 PF),"[203076, 1629726]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Left,2530.0,,,,,,,,,,,,,,1.0,0.0,Mathews,1629726.0,,
254,PT07M03.00S,2025-01-04T04:19:57.6Z,2,REGULAR,turnover,offensive foul,[],203076,,,1610612747,45,40,2025-01-04T04:19:57Z,2470000,False,,,0,,A. Davis offensive foul TURNOVER (1 TO),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Left,2530.0,1.0,,,,,,,,,,,,,,,,,,
255,PT07M03.00S,2025-01-04T04:20:05.8Z,2,REGULAR,substitution,out,[],1630168,,,1610612737,45,40,2025-01-04T04:20:10Z,2480000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M03.00S,2025-01-04T04:20:05.8Z,2,REGULAR,substitution,in,[],203991,,,1610612737,45,40,2025-01-04T04:20:10Z,2490000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
