actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
182,PT10M46.00S,2022-03-30T23:41:49.0Z,2,REGULAR,rebound,offensive,[],1629021,,,1610612753,31,37,2022-03-30T23:41:49Z,1770000,,,0,,M. Wagner REBOUND (Off:1 Def:0),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,181.0,1.0,0.0,1.0,,,,,
183,PT10M41.00S,2022-03-30T23:41:54.6Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628365,18.84034165571616,24.509803921568633,1610612753,31,37,2022-03-30T23:42:01Z,1780000,127.0,125.0,1,left,MISS M. Fultz 17' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,17.83,Missed,,,,,,,,,,,,,,,,,,
184,PT10M36.00S,2022-03-30T23:41:59.6Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612764,31,37,2022-03-30T23:42:01Z,1790000,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,183.0,1.0,1.0,0.0,,,,,
185,PT10M25.00S,2022-03-30T23:42:10.4Z,2,REGULAR,3pt,Jump Shot,[],1630557,67.46057818659658,27.696078431372555,1610612764,31,37,2022-03-30T23:42:17Z,1800000,-112.0,253.0,1,right,MISS C. Kispert 27' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,27.68,Missed,,,,,,,,,,,,,,,,,,
186,PT10M20.00S,2022-03-30T23:42:15.4Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,31,37,2022-03-30T23:42:17Z,1810000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,185.0,1.0,1.0,0.0,,,,,
187,PT10M13.00S,2022-03-30T23:42:22.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201577,16.737844940867276,50.98039215686275,1610612753,31,39,2022-03-30T23:42:30Z,1820000,-5.0,105.0,1,left,R. Lopez 10' Hook (2 PTS) (M. Fultz 1 AST),"[201577, 1628365]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,10.49,Made,2.0,M. Fultz,1628365.0,1.0,,,,,,,,,,,,,,
189,PT09M50.00S,2022-03-30T23:42:45.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630166,85.46320630749014,43.38235294117647,1610612764,31,39,2022-03-30T23:42:56Z,1840000,-33.0,84.0,1,right,MISS D. Avdija 9' floating Shot,[1630166],1610612764.0,WAS,floating,,,Avdija,D. Avdija,,,,,9.04,Missed,,,,,,,,,,,,,,,,,,
190,PT09M45.00S,2022-03-30T23:42:50.1Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,31,39,2022-03-30T23:42:56Z,1850000,,,0,,M. Wagner REBOUND (Off:1 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,189.0,2.0,1.0,1.0,,,,,
191,PT09M38.00S,2022-03-30T23:42:56.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,7.013797634691201,60.049019607843135,1610612753,31,41,2022-03-30T23:43:08Z,1860000,-50.0,13.0,1,left,M. Fultz reverse Layup (2 PTS),[1628365],1610612753.0,ORL,reverse,,,Fultz,M. Fultz,,,,,5.2,Made,2.0,,,,,,,,,,,,,,,,,
192,PT09M15.00S,2022-03-30T23:43:20.5Z,2,REGULAR,3pt,Jump Shot,[],1630166,67.19776609724047,48.774509803921575,1610612764,31,41,2022-03-30T23:43:27Z,1870000,-6.0,256.0,1,right,MISS D. Avdija 25' 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,
193,PT09M10.00S,2022-03-30T23:43:25.5Z,2,REGULAR,rebound,offensive,[],1630264,,,1610612764,31,41,2022-03-30T23:43:27Z,1880000,,,0,,A. Gill REBOUND (Off:2 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,192.0,2.0,0.0,2.0,,,,,
194,PT09M09.00S,2022-03-30T23:43:25.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630264,87.17148488830486,61.029411764705884,1610612764,33,41,2022-03-30T23:43:36Z,1890000,55.0,68.0,1,right,A. Gill 8' putback Layup (4 PTS),[1630264],1610612764.0,WAS,putback,,,Gill,A. Gill,,,,,8.76,Made,4.0,,,,,,,,,,,,,,,,,
195,PT08M51.00S,2022-03-30T23:43:44.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201577,12.13863337713535,42.15686274509803,1610612753,33,43,2022-03-30T23:43:48Z,1900000,39.0,62.0,1,left,R. Lopez 7' Hook (4 PTS) (M. Fultz 2 AST),"[201577, 1628365]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,7.3,Made,4.0,M. Fultz,1628365.0,2.0,,,,,,,,,,,,,,
197,PT08M24.00S,2022-03-30T23:44:10.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630264,91.37647831800263,56.86274509803921,1610612764,33,43,2022-03-30T23:44:23Z,1920000,34.0,29.0,1,right,MISS A. Gill Layup,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,4.47,Missed,,,,,,,,,,,,,,,,,,
198,PT08M22.00S,2022-03-30T23:44:13.0Z,2,REGULAR,rebound,offensive,[],1630264,,,1610612764,33,43,2022-03-30T23:44:13Z,1930000,,,0,,A. Gill REBOUND (Off:3 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,197.0,3.0,0.0,3.0,,,,,
199,PT08M20.00S,2022-03-30T23:44:14.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630264,92.0335085413929,49.01960784313726,1610612764,35,43,2022-03-31T00:05:52Z,1940000,-5.0,22.0,1,right,A. Gill putback Layup (6 PTS),[1630264],1610612764.0,WAS,putback,,,Gill,A. Gill,,,,,2.29,Made,6.0,,,,,,,,,,,,,,,,,
200,PT08M02.00S,2022-03-30T23:44:33.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629649,10.036136662286467,34.803921568627445,1610612753,35,45,2022-03-30T23:44:41Z,1950000,76.0,42.0,1,left,I. Brazdeikis 8' bank Jump Shot (2 PTS) (M. Fultz 3 AST),"[1629649, 1628365]",1610612753.0,ORL,bank,,,Brazdeikis,I. Brazdeikis,,,,,8.67,Made,2.0,M. Fultz,1628365.0,3.0,,,,,,,,,,,,,,
202,PT07M48.00S,2022-03-30T23:44:46.1Z,2,REGULAR,2pt,Jump Shot,[],1630557,77.05321944809461,43.872549019607845,1610612764,35,45,2022-03-30T23:44:52Z,1970000,-31.0,163.0,1,right,MISS C. Kispert 16' pullup Shot - blocked,"[1630557, 1628365]",1610612764.0,WAS,pullup,,,Kispert,C. Kispert,,,,,16.6,Missed,,,,,,,,,,,,,,Fultz,1628365.0,,,
203,PT07M48.00S,2022-03-30T23:44:46.1Z,2,REGULAR,block,,[],1628365,,,1610612764,35,45,2022-03-30T23:44:49Z,1980000,,,0,,M. Fultz BLOCK (1 BLK),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M45.00S,2022-03-30T23:44:49.1Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,35,45,2022-03-30T23:44:52Z,1990000,,,0,,M. Wagner REBOUND (Off:1 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,202.0,3.0,2.0,1.0,,,,,
205,PT07M37.00S,2022-03-30T23:44:58.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203082,6.619579500657039,45.58823529411765,1610612753,35,47,2022-03-30T23:45:03Z,2000000,22.0,10.0,1,left,T. Ross cutting Layup (2 PTS) (M. Fultz 4 AST),"[203082, 1628365]",1610612753.0,ORL,cutting,,,Ross,T. Ross,,,,,2.41,Made,2.0,M. Fultz,1628365.0,4.0,,,,,,,,,,,,,,
207,PT07M36.00S,2022-03-30T23:45:06.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,35,47,2022-03-30T23:45:06Z,2020000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M36.00S,2022-03-30T23:45:10.2Z,2,REGULAR,substitution,out,[],1630264,,,1610612764,35,47,2022-03-30T23:47:59Z,2030000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M36.00S,2022-03-30T23:45:10.2Z,2,REGULAR,substitution,out,[],1629655,,,1610612764,35,47,2022-03-30T23:47:59Z,2040000,,,0,,SUB out: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M36.00S,2022-03-30T23:45:10.2Z,2,REGULAR,substitution,in,[],204001,,,1610612764,35,47,2022-03-30T23:47:59Z,2050000,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M36.00S,2022-03-30T23:45:10.2Z,2,REGULAR,substitution,in,[],1629060,,,1610612764,35,47,2022-03-30T23:47:59Z,2060000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M17.00S,2022-03-30T23:48:14.7Z,2,REGULAR,2pt,Jump Shot,[],204001,89.93101182654402,26.225490196078425,1610612764,37,47,2022-03-30T23:48:21Z,2070000,-119.0,42.0,1,right,K. Porzingis 12' turnaround fadeaway Jump Shot (8 PTS) (C. Kispert 1 AST),"[204001, 1630557]",1610612764.0,WAS,turnaround fadeaway,,,Porzingis,K. Porzingis,,,,,12.61,Made,8.0,C. Kispert,1630557.0,1.0,,,,,,,,,,,,,,
214,PT06M57.00S,2022-03-30T23:48:34.0Z,2,REGULAR,2pt,Jump Shot,[],1628365,16.869250985545335,77.45098039215686,1610612753,37,47,2022-03-30T23:48:39Z,2090000,-137.0,106.0,1,left,MISS M. Fultz 17' step back Shot,[1628365],1610612753.0,ORL,step back,,,Fultz,M. Fultz,,,,,17.35,Missed,,,,,,,,,,,,,,,,,,
215,PT06M54.00S,2022-03-30T23:48:37.0Z,2,REGULAR,rebound,defensive,[],204001,,,1610612764,37,47,2022-03-30T23:48:39Z,2100000,,,0,,K. Porzingis REBOUND (Off:0 Def:3),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,214.0,3.0,3.0,0.0,,,,,
216,PT06M50.00S,2022-03-30T23:48:41.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629060,80.20696452036793,90.44117647058823,1610612764,40,47,2022-03-30T23:48:50Z,2110000,202.0,134.0,1,right,R. Hachimura 24' 3PT  (9 PTS) (I. Smith 2 AST),"[1629060, 202397]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,24.24,Made,9.0,I. Smith,202397.0,2.0,,,,,,,,,,,,,,
218,PT06M33.00S,2022-03-30T23:48:57.4Z,2,REGULAR,2pt,Jump Shot,[],1628365,12.795663600525614,32.1078431372549,1610612753,40,47,2022-03-31T00:03:58Z,2130000,89.0,68.0,1,left,MISS M. Fultz 11' fadeaway Shot,[1628365],1610612753.0,ORL,fadeaway,,,Fultz,M. Fultz,,,,,11.23,Missed,,,,,,,,,,,,,,,,,,
219,PT06M32.00S,2022-03-30T23:48:58.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,40,47,2022-03-30T23:49:07Z,2140000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,218.0,,,,,,,,
220,PT06M32.00S,2022-03-30T23:49:03.3Z,2,REGULAR,substitution,out,[],202397,,,1610612753,40,47,2022-03-30T23:49:15Z,2150000,,,0,,SUB out: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M32.00S,2022-03-30T23:49:03.3Z,2,REGULAR,substitution,out,[],1630166,,,1610612753,40,47,2022-03-30T23:49:15Z,2160000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M32.00S,2022-03-30T23:49:03.3Z,2,REGULAR,substitution,in,[],203107,,,1610612753,40,47,2022-03-30T23:49:15Z,2170000,,,0,,SUB in: T. Satoransky,[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M32.00S,2022-03-30T23:49:03.3Z,2,REGULAR,substitution,in,[],203484,,,1610612753,40,47,2022-03-30T23:49:15Z,2180000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
224,PT06M24.00S,2022-03-30T23:49:31.1Z,2,REGULAR,2pt,Hook,['2ndchance'],201577,10.298948751642584,29.166666666666657,1610612753,40,47,2022-03-30T23:49:36Z,2190000,104.0,44.0,1,left,MISS R. Lopez 11' Hook,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,11.32,Missed,,,,,,,,,,,,,,,,,,
225,PT06M23.00S,2022-03-30T23:49:32.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,40,47,2022-03-30T23:49:36Z,2200000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,224.0,,,,,,,,
226,PT06M23.00S,2022-03-30T23:49:36.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,40,47,2022-03-30T23:49:36Z,2210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M11.00S,2022-03-30T23:49:53.1Z,2,REGULAR,3pt,Jump Shot,[],1629060,68.38042049934297,31.127450980392155,1610612764,40,47,2022-03-30T23:49:59Z,2220000,-94.0,245.0,1,right,MISS R. Hachimura 26' 3PT,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,
228,PT06M07.00S,2022-03-30T23:49:57.1Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,40,47,2022-03-30T23:49:59Z,2230000,,,0,,M. Wagner REBOUND (Off:1 Def:3),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,227.0,4.0,3.0,1.0,,,,,
229,PT06M03.00S,2022-03-30T23:50:00.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629021,23.308147174770042,10.539215686274503,1610612753,40,47,2022-03-30T23:50:08Z,2240000,197.0,167.0,1,left,MISS M. Wagner 25' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,
230,PT05M57.00S,2022-03-30T23:50:06.4Z,2,REGULAR,rebound,offensive,[],201577,,,1610612753,40,47,2022-03-30T23:51:37Z,2250000,,,0,,R. Lopez REBOUND (Off:1 Def:1),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,229.0,2.0,1.0,1.0,,,,,
231,PT05M55.00S,2022-03-30T23:50:08.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203082,26.19908015768725,86.02941176470588,1610612753,40,47,2022-03-30T23:50:13Z,2260000,-180.0,194.0,1,left,MISS T. Ross 26' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,
232,PT05M51.00S,2022-03-30T23:50:12.6Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612764,40,47,2022-03-30T23:50:13Z,2270000,,,0,,R. Hachimura REBOUND (Off:0 Def:3),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,231.0,3.0,3.0,0.0,,,,,
233,PT05M44.00S,2022-03-30T23:50:23.8Z,2,REGULAR,turnover,out-of-bounds,[],203484,,,1610612764,40,47,2022-03-30T23:50:33Z,2280000,,,0,,K. Caldwell-Pope lost ball out-of-bounds TURNOVER (1 TO),[203484],1610612764.0,WAS,lost ball,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,1199.0,,,,,,,,,,,1.0,,
234,PT05M44.00S,2022-03-30T23:50:28.2Z,2,REGULAR,substitution,out,[],1628365,,,1610612753,40,47,2022-03-30T23:50:31Z,2290000,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M44.00S,2022-03-30T23:50:28.2Z,2,REGULAR,substitution,in,[],1630175,,,1610612753,40,47,2022-03-30T23:50:31Z,2300000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
236,PT05M33.00S,2022-03-30T23:50:49.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630175,15.292378449408673,67.15686274509804,1610612753,40,47,2022-03-30T23:50:59Z,2310000,-86.0,91.0,1,left,MISS C. Anthony 12' fadeaway Shot,[1630175],1610612753.0,ORL,fadeaway,,,Anthony,C. Anthony,,,,,12.52,Missed,,,,,,,,,,,,,,,,,,
237,PT05M29.00S,2022-03-30T23:50:53.4Z,2,REGULAR,rebound,defensive,[],203107,,,1610612764,40,47,2022-03-30T23:50:59Z,2320000,,,0,,T. Satoransky REBOUND (Off:1 Def:3),[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,236.0,4.0,3.0,1.0,,,,,
238,PT05M22.00S,2022-03-30T23:51:00.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,92.95335085413929,35.78431372549019,1610612764,40,47,2022-03-30T23:51:04Z,2330000,-71.0,14.0,1,right,MISS R. Hachimura 7' Layup,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,7.24,Missed,,,,,,,,,,,,,,,,,,
239,PT05M19.00S,2022-03-30T23:51:03.1Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,40,47,2022-03-30T23:51:04Z,2340000,,,0,,M. Wagner REBOUND (Off:1 Def:4),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,238.0,5.0,4.0,1.0,,,,,
240,PT05M15.00S,2022-03-30T23:51:10.5Z,2,REGULAR,turnover,traveling,[],1629649,,,1610612753,40,47,2022-03-30T23:51:20Z,2350000,,,0,,I. Brazdeikis traveling TURNOVER (1 TO),[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,2005.0,,,,,,,,,,,1.0,,
241,PT05M07.00S,2022-03-30T23:51:33.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204001,79.94415243101183,62.99019607843137,1610612764,42,47,2022-03-30T23:51:40Z,2360000,65.0,136.0,1,right,K. Porzingis 15' pullup Jump Shot (10 PTS) (T. Satoransky 6 AST),"[204001, 203107]",1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,15.07,Made,10.0,T. Satoransky,203107.0,6.0,,,,,,,,,,,,,,
243,PT04M50.00S,2022-03-30T23:51:49.8Z,2,REGULAR,3pt,Jump Shot,[],1629649,23.04533508541394,90.19607843137254,1610612753,42,50,2022-03-30T23:51:55Z,2380000,-201.0,164.0,1,left,I. Brazdeikis 25' 3PT  (5 PTS) (T. Ross 1 AST),"[1629649, 203082]",1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,25.95,Made,5.0,T. Ross,203082.0,1.0,,,,,,,,,,,,,,
245,PT04M27.00S,2022-03-30T23:52:13.1Z,2,REGULAR,3pt,Jump Shot,[],1630557,72.58541392904074,82.35294117647058,1610612764,45,50,2022-03-30T23:52:18Z,2400000,162.0,205.0,1,right,C. Kispert 26' 3PT  (8 PTS) (K. Caldwell-Pope 1 AST),"[1630557, 203484]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,26.13,Made,8.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,,,,,
247,PT04M07.00S,2022-03-30T23:52:32.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630175,15.292378449408673,57.59803921568628,1610612753,45,50,2022-03-30T23:52:37Z,2420000,-38.0,91.0,1,left,MISS C. Anthony 9' Hook,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,9.88,Missed,,,,,,,,,,,,,,,,,,
248,PT04M04.00S,2022-03-30T23:52:35.1Z,2,REGULAR,rebound,defensive,[],203107,,,1610612764,45,50,2022-03-30T23:52:37Z,2430000,,,0,,T. Satoransky REBOUND (Off:1 Def:4),[203107],1610612764.0,WAS,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,247.0,5.0,4.0,1.0,,,,,
249,PT03M56.00S,2022-03-30T23:52:48.7Z,2,REGULAR,foul,personal,[],1630175,,,1610612764,45,50,2022-03-30T23:52:57Z,2440000,,,0,,C. Anthony personal FOUL (2 PF),"[1630175, 204001]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,2005.0,2.0,0.0,Porzingis,204001.0,,,,,,,,,
251,PT03M56.00S,2022-03-30T23:52:57.9Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,45,50,2022-03-30T23:53:16Z,2460000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
252,PT03M56.00S,2022-03-30T23:52:57.9Z,2,REGULAR,substitution,out,[],1629649,,,1610612764,45,50,2022-03-30T23:53:16Z,2470000,,,0,,SUB out: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,
253,PT03M56.00S,2022-03-30T23:52:57.9Z,2,REGULAR,substitution,out,[],201577,,,1610612764,45,50,2022-03-30T23:53:16Z,2480000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
254,PT03M56.00S,2022-03-30T23:52:57.9Z,2,REGULAR,substitution,in,[],1630166,,,1610612764,45,50,2022-03-30T23:53:16Z,2490000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
255,PT03M56.00S,2022-03-30T23:52:57.9Z,2,REGULAR,substitution,in,[],1630532,,,1610612764,45,50,2022-03-30T23:53:16Z,2500000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
256,PT03M56.00S,2022-03-30T23:52:57.9Z,2,REGULAR,substitution,in,[],1628964,,,1610612764,45,50,2022-03-30T23:53:16Z,2510000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M51.00S,2022-03-30T23:53:18.7Z,2,REGULAR,3pt,Jump Shot,[],203484,67.7233902759527,26.960784313725497,1610612764,45,50,2022-03-30T23:53:24Z,2520000,-115.0,251.0,1,right,MISS K. Caldwell-Pope 27' 3PT,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,27.61,Missed,,,,,,,,,,,,,,,,,,
258,PT03M47.00S,2022-03-30T23:53:22.7Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,45,50,2022-03-30T23:53:24Z,2530000,,,0,,M. Wagner REBOUND (Off:1 Def:5),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,257.0,6.0,5.0,1.0,,,,,
259,PT03M32.00S,2022-03-30T23:53:37.0Z,2,REGULAR,3pt,Jump Shot,[],1629021,26.330486202365307,84.80392156862746,1610612753,45,50,2022-03-30T23:53:41Z,2540000,-174.0,195.0,1,left,MISS M. Wagner 26' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,
260,PT03M29.00S,2022-03-30T23:53:40.0Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,45,50,2022-03-30T23:53:41Z,2550000,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,259.0,3.0,3.0,0.0,,,,,
261,PT03M21.00S,2022-03-30T23:53:48.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,85.3318002628121,52.450980392156865,1610612764,45,50,2022-03-30T23:53:53Z,2560000,12.0,85.0,1,right,MISS K. Porzingis 8' turnaround Shot,[204001],1610612764.0,WAS,turnaround,,,Porzingis,K. Porzingis,,,,,8.63,Missed,,,,,,,,,,,,,,,,,,
262,PT03M19.00S,2022-03-30T23:53:50.4Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,45,50,2022-03-30T23:53:53Z,2570000,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,261.0,2.0,2.0,0.0,,,,,
263,PT03M14.00S,2022-03-30T23:53:55.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628964,33.295006570302235,50.245098039215684,1610612753,45,50,2022-03-30T23:54:01Z,2580000,-1.0,260.0,1,left,MISS M. Bamba 26' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,
264,PT03M10.00S,2022-03-30T23:53:59.3Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612764,45,50,2022-03-30T23:54:01Z,2590000,,,0,,R. Hachimura REBOUND (Off:0 Def:4),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,263.0,4.0,4.0,0.0,,,,,
265,PT03M06.00S,2022-03-30T23:54:05.9Z,2,REGULAR,foul,personal,[],203082,,,1610612764,45,50,2022-03-30T23:54:13Z,2600000,,,0,,T. Ross personal FOUL (1 PF),"[203082, 203107]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,1199.0,1.0,0.0,Satoransky,203107.0,,,,,,,,,
267,PT03M06.00S,2022-03-30T23:54:19.8Z,2,REGULAR,substitution,out,[],203082,,,1610612764,45,50,2022-03-30T23:54:31Z,2620000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
