actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
412,PT06M44.00S,2021-10-30T22:32:46.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,61,59,2021-10-30T22:32:46Z,3930000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M44.00S,2021-10-30T22:33:49.6Z,3,REGULAR,substitution,out,[],203915,,,1610612738,61,59,2021-10-30T22:35:44Z,3940000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M44.00S,2021-10-30T22:33:49.6Z,3,REGULAR,substitution,out,[],1628398,,,1610612738,61,59,2021-10-30T22:35:44Z,3950000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M44.00S,2021-10-30T22:33:49.6Z,3,REGULAR,substitution,out,[],1629684,,,1610612738,61,59,2021-10-30T22:35:44Z,3960000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M44.00S,2021-10-30T22:33:49.6Z,3,REGULAR,substitution,in,[],202722,,,1610612738,61,59,2021-10-30T22:35:44Z,3970000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M44.00S,2021-10-30T22:33:49.6Z,3,REGULAR,substitution,in,[],203526,,,1610612738,61,59,2021-10-30T22:35:44Z,3980000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M44.00S,2021-10-30T22:33:49.6Z,3,REGULAR,substitution,in,[],1629641,,,1610612738,61,59,2021-10-30T22:35:44Z,3990000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M29.00S,2021-10-30T22:36:06.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.30946123521682,55.63725490196079,1610612738,61,61,2021-10-30T22:36:12Z,4000000,-28.0,16.0,1,left,J. Brown Layup (19 PTS) (A. Horford 4 AST),"[1627759, 201143]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,3.25,Made,,,,,,,,,19.0,,,,,A. Horford,201143.0,4.0,,,
421,PT06M10.00S,2021-10-30T22:36:26.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612764,61,61,2021-10-30T22:36:33Z,4010000,,,0,,A. Horford shooting personal FOUL (3 PF) (Beal 2 FT),"[201143, 203078]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,,,,,,,1155.0,,,,,3.0,0.0,Beal,203078.0,,,,,,
423,PT06M10.00S,2021-10-30T22:36:53.4Z,3,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,62,61,2021-10-30T22:36:53Z,4030000,,,0,,B. Beal Free Throw 1 of 2 (15 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Made,,,,,,,,,15.0,,,,,,,,,,
424,PT06M10.00S,2021-10-30T22:37:19.5Z,3,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,63,61,2021-10-30T22:37:19Z,4040000,,,0,,B. Beal Free Throw 2 of 2 (16 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Made,,,,,,,,,16.0,,,,,,,,,,
425,PT05M54.00S,2021-10-30T22:37:35.9Z,3,REGULAR,2pt,Jump Shot,[],1628369,13.485545335085414,76.22549019607843,1610612738,63,61,2021-10-30T22:42:47Z,4050000,-131.0,74.0,1,left,MISS J. Tatum 15' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,15.07,Missed,,,,,,,,,,,,,,,,,,,
426,PT05M52.00S,2021-10-30T22:37:37.9Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,63,61,2021-10-30T22:37:40Z,4060000,,,0,,J. Tatum REBOUND (Off:1 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,425.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
427,PT05M50.00S,2021-10-30T22:37:40.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628369,6.389618922470433,52.69607843137255,1610612738,63,63,2021-10-30T22:37:44Z,4070000,-13.0,8.0,1,left,J. Tatum Layup (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1.55,Made,,,,,,,,,14.0,,,,,,,,,,
428,PT05M37.00S,2021-10-30T22:37:54.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,92.06636005256242,46.81372549019608,1610612764,65,63,2021-10-30T22:37:58Z,4080000,-16.0,22.0,1,right,B. Beal Layup (18 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,2.72,Made,,,,,,,,,18.0,,,,,,,,,,
429,PT05M23.00S,2021-10-30T22:38:07.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.492115637319317,46.81372549019608,1610612738,65,63,2021-10-30T22:38:11Z,4090000,16.0,27.0,1,left,MISS J. Brown Layup,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,3.16,Missed,,,,,,,,,,,,,,,,,,,
430,PT05M21.00S,2021-10-30T22:38:09.7Z,3,REGULAR,rebound,defensive,[],1626149,,,1610612764,65,63,2021-10-30T22:38:11Z,4100000,,,0,,M. Harrell REBOUND (Off:2 Def:7),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,429.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
431,PT05M14.00S,2021-10-30T22:38:16.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,92.06636005256242,45.09803921568628,1610612764,67,63,2021-10-30T22:38:20Z,4110000,-25.0,22.0,1,right,B. Beal Layup (20 PTS) (K. Caldwell-Pope 4 AST),"[203078, 203484]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,3.3,Made,,,,,,,,,20.0,,,,,K. Caldwell-Pope,203484.0,4.0,,,
433,PT05M14.00S,2021-10-30T22:38:23.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,67,63,2021-10-30T22:38:23Z,4130000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT05M14.00S,2021-10-30T22:40:17.7Z,3,REGULAR,substitution,out,[],203484,,,1610612738,67,63,2021-10-30T22:41:13Z,4140000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M14.00S,2021-10-30T22:40:17.7Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,67,63,2021-10-30T22:41:13Z,4150000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M14.00S,2021-10-30T22:40:17.7Z,3,REGULAR,substitution,in,[],1630166,,,1610612738,67,63,2021-10-30T22:41:13Z,4170000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M14.00S,2021-10-30T22:40:17.7Z,3,REGULAR,substitution,in,[],1626196,,,1610612738,67,63,2021-10-30T22:41:13Z,4180000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT05M03.00S,2021-10-30T22:41:39.9Z,3,REGULAR,3pt,Jump Shot,[],1626196,9.017739816031538,3.9215686274509802,1610612738,67,63,2021-10-30T22:41:44Z,4200000,230.0,32.0,1,left,MISS J. Richardson 3PT,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,23.27,Missed,,,,,,,,,,,,,,,,,,,
442,PT05M00.00S,2021-10-30T22:41:43.4Z,3,REGULAR,rebound,offensive,[],203471,,,1610612738,67,63,2021-10-30T22:41:43Z,4210000,,,0,,D. Schroder REBOUND (Off:1 Def:2),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,441.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
443,PT04M59.00S,2021-10-30T22:41:44.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201143,29.122864651773984,74.26470588235294,1610612738,67,63,2021-10-30T22:41:50Z,4220000,-121.0,221.0,1,left,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,25.24,Missed,,,,,,,,,,,,,,,,,,,
444,PT04M53.00S,2021-10-30T22:41:50.8Z,3,REGULAR,rebound,defensive,[],203078,,,1610612764,67,63,2021-10-30T22:41:50Z,4230000,,,0,,B. Beal REBOUND (Off:0 Def:3),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,443.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
445,PT04M39.00S,2021-10-30T22:42:03.7Z,3,REGULAR,3pt,Jump Shot,[],202722,69.07030223390277,74.01960784313727,1610612764,67,63,2021-10-30T22:42:14Z,4240000,120.0,238.0,1,right,MISS D. Bertans 26' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,26.68,Missed,,,,,,,,,,,,,,,,,,,
446,PT04M38.00S,2021-10-30T22:42:04.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,67,63,2021-10-30T22:42:14Z,4250000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,445.0,,,,,,,,,,,,,,,,,,
447,PT04M38.00S,2021-10-30T22:42:13.2Z,3,REGULAR,foul,personal,[],1626149,,,1610612738,67,63,2021-10-30T22:42:32Z,4260000,,,0,,M. Harrell loose ball personal FOUL (4 PF),"[1626149, 1627759]",1610612764.0,WAS,loose ball,,,Harrell,M. Harrell,,,,,,,,,,,1155.0,,,,,4.0,0.0,Brown,1627759.0,,,,,,
449,PT04M38.00S,2021-10-30T22:42:22.2Z,3,REGULAR,substitution,out,[],1626149,,,1610612738,67,63,2021-10-30T22:42:27Z,4280000,,,0,,SUB out: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M38.00S,2021-10-30T22:42:22.2Z,3,REGULAR,substitution,in,[],1628398,,,1610612738,67,63,2021-10-30T22:42:27Z,4290000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT04M19.00S,2021-10-30T22:42:59.4Z,3,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,67,63,2021-10-30T22:44:54Z,4300000,,,0,,J. Brown lost ball out-of-bounds TURNOVER (2 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,,,,,,,1155.0,2.0,,,,,,,,,,,,,
453,PT04M19.00S,2021-10-30T22:43:10.5Z,3,REGULAR,substitution,out,[],201143,,,1610612764,67,63,2021-10-30T22:43:18Z,4320000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT04M19.00S,2021-10-30T22:43:10.5Z,3,REGULAR,substitution,in,[],203953,,,1610612764,67,63,2021-10-30T22:43:18Z,4330000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT04M00.00S,2021-10-30T22:43:51.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202722,68.9388961892247,21.07843137254902,1610612764,67,63,2021-10-30T22:43:56Z,4350000,-145.0,239.0,1,right,MISS D. Bertans 27' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,27.98,Missed,,,,,,,,,,,,,,,,,,,
457,PT03M56.00S,2021-10-30T22:43:55.5Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,67,63,2021-10-30T22:43:56Z,4360000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,456.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
458,PT03M44.00S,2021-10-30T22:44:07.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,7.5722733245729295,47.794117647058826,1610612738,67,65,2021-10-30T22:44:14Z,4370000,11.0,19.0,1,left,J. Brown cutting DUNK (21 PTS) (D. Schroder 6 AST),"[1627759, 203471]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,2.17,Made,,,,,,,,,21.0,,,,,D. Schroder,203471.0,6.0,,,
460,PT03M32.00S,2021-10-30T22:44:18.4Z,3,REGULAR,3pt,Jump Shot,[],202722,77.87450722733246,8.57843137254902,1610612764,67,65,2021-10-30T22:44:23Z,4390000,-207.0,155.0,1,right,MISS D. Bertans 25' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
461,PT03M30.00S,2021-10-30T22:44:20.4Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,67,65,2021-10-30T22:44:23Z,4400000,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,460.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
462,PT03M25.00S,2021-10-30T22:44:29.4Z,3,REGULAR,foul,personal,['2freethrow'],203526,,,1610612738,67,65,2021-10-30T22:44:40Z,4410000,,,0,,R. Neto shooting personal FOUL (2 PF) (Brown 2 FT),"[203526, 1627759]",1610612764.0,WAS,shooting,,,Neto,R. Neto,,,,,,,,,,,1627519.0,,,,,2.0,0.0,Brown,1627759.0,,,,,,
464,PT03M25.00S,2021-10-30T22:44:56.8Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,67,66,2021-10-30T22:44:56Z,4430000,,,0,,J. Brown Free Throw 1 of 2 (22 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,,,22.0,,,,,,,,,,
465,PT03M25.00S,2021-10-30T22:45:14.0Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,67,67,2021-10-30T22:45:14Z,4440000,,,0,,J. Brown Free Throw 2 of 2 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,,,23.0,,,,,,,,,,
466,PT03M12.00S,2021-10-30T22:45:28.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,93.64323258869908,54.90196078431373,1610612764,69,67,2021-10-30T22:45:34Z,4450000,25.0,7.0,1,right,B. Beal driving finger roll Layup (22 PTS) (R. Neto 2 AST),"[203078, 203526]",1610612764.0,WAS,driving finger roll,,,Beal,B. Beal,,,,,2.56,Made,,,,,,,,,22.0,,,,,R. Neto,203526.0,2.0,,,
468,PT03M00.00S,2021-10-30T22:45:39.9Z,3,REGULAR,2pt,Jump Shot,[],1627759,25.18068331143233,69.11764705882352,1610612738,69,69,2021-10-30T22:47:35Z,4470000,-96.0,184.0,1,left,J. Brown 20' pullup Jump Shot (25 PTS) (D. Schroder 7 AST),"[1627759, 203471]",1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,20.75,Made,,,,,,,,,25.0,,,,,D. Schroder,203471.0,7.0,,,
469,PT02M49.00S,2021-10-30T22:45:51.1Z,3,REGULAR,3pt,Jump Shot,[],203078,76.2976346911958,10.784313725490197,1610612764,69,69,2021-10-30T22:45:58Z,4480000,-196.0,170.0,1,right,MISS B. Beal 25' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
470,PT02M47.00S,2021-10-30T22:45:53.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,69,69,2021-10-30T22:45:58Z,4490000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,469.0,,,,,,,,,,,,,,,,,,
471,PT02M47.00S,2021-10-30T22:45:57.5Z,3,REGULAR,substitution,out,[],203078,,,1610612738,69,69,2021-10-30T22:46:08Z,4500000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M47.00S,2021-10-30T22:45:57.5Z,3,REGULAR,substitution,in,[],1628988,,,1610612738,69,69,2021-10-30T22:46:08Z,4510000,,,0,,SUB in: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT02M39.00S,2021-10-30T22:46:30.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,19.793035479632064,37.254901960784316,1610612738,69,69,2021-10-30T22:46:35Z,4520000,64.0,134.0,1,left,MISS D. Schroder 14' pullup Shot,[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,14.8,Missed,,,,,,,,,,,,,,,,,,,
474,PT02M35.00S,2021-10-30T22:46:34.0Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,69,69,2021-10-30T22:46:35Z,4530000,,,0,,K. Kuzma REBOUND (Off:3 Def:10),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,473.0,13.0,10.0,3.0,,,,,,,,,,,,,,,
477,PT02M26.00S,2021-10-30T22:46:47.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203471,,,1610612764,69,69,2021-10-30T22:46:59Z,4560000,,,0,,D. Schroder shooting personal FOUL (3 PF) (Avdija 2 FT),"[203471, 1630166]",1610612738.0,BOS,shooting,,,Schroder,D. Schroder,,,,,,,,,,,1627519.0,,,,,3.0,0.0,Avdija,1630166.0,,,,,,
479,PT02M26.00S,2021-10-30T22:47:11.9Z,3,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,69,69,2021-10-30T22:47:11Z,4580000,,,0,,MISS D. Avdija Free Throw 1 of 2,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,Missed,,,,,,,,,,,,,,,,,,,
480,PT02M26.00S,2021-10-30T22:47:11.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,69,69,2021-10-30T22:47:11Z,4590000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,479.0,,,,,,,,,,,,,,,,,,
481,PT02M26.00S,2021-10-30T22:47:12.9Z,3,REGULAR,substitution,out,[],203526,,,1610612764,69,69,2021-10-30T22:47:20Z,4600000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT02M26.00S,2021-10-30T22:47:12.9Z,3,REGULAR,substitution,out,[],203471,,,1610612764,69,69,2021-10-30T22:47:20Z,4610000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT02M26.00S,2021-10-30T22:47:12.9Z,3,REGULAR,substitution,in,[],203915,,,1610612764,69,69,2021-10-30T22:47:20Z,4620000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT02M26.00S,2021-10-30T22:47:12.9Z,3,REGULAR,substitution,in,[],1630202,,,1610612764,69,69,2021-10-30T22:47:20Z,4630000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT02M26.00S,2021-10-30T22:47:28.8Z,3,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,70,69,2021-10-30T22:47:28Z,4640000,,,0,,D. Avdija Free Throw 2 of 2 (1 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
486,PT02M14.00S,2021-10-30T22:47:40.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,20.18725361366623,37.254901960784316,1610612738,70,71,2021-10-30T22:47:45Z,4650000,64.0,137.0,1,left,J. Brown 15' pullup Jump Shot (27 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,15.14,Made,,,,,,,,,27.0,,,,,,,,,,
487,PT02M00.00S,2021-10-30T22:47:54.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,92.59198423127464,44.6078431372549,1610612764,72,71,2021-10-30T22:47:59Z,4660000,-27.0,17.0,1,right,K. Kuzma Layup (12 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,3.2,Made,,,,,,,,,12.0,,,,,,,,,,
488,PT01M48.00S,2021-10-30T22:48:07.5Z,3,REGULAR,2pt,Jump Shot,[],203953,26.10052562417871,69.36274509803921,1610612738,72,71,2021-10-30T22:49:07Z,4670000,-97.0,193.0,1,left,MISS J. Parker 21' pullup Shot,[203953],1610612738.0,BOS,pullup,,,Parker,J. Parker,,,,,21.57,Missed,,,,,,,,,,,,,,,,,,,
489,PT01M45.00S,2021-10-30T22:48:10.5Z,3,REGULAR,rebound,defensive,[],203915,,,1610612764,72,71,2021-10-30T22:48:12Z,4680000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:6),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,488.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
490,PT01M34.00S,2021-10-30T22:48:21.7Z,3,REGULAR,3pt,Jump Shot,[],202722,74.58935611038108,12.009803921568627,1610612764,72,71,2021-10-30T22:48:26Z,4690000,-190.0,186.0,1,right,MISS D. Bertans 26' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,26.62,Missed,,,,,,,,,,,,,,,,,,,
491,PT01M31.00S,2021-10-30T22:48:24.7Z,3,REGULAR,rebound,offensive,[],1630166,,,1610612764,72,71,2021-10-30T22:48:26Z,4700000,,,0,,D. Avdija REBOUND (Off:1 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,490.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
492,PT01M29.00S,2021-10-30T22:48:27.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203915,75.3777923784494,87.74509803921569,1610612764,72,71,2021-10-30T22:48:32Z,4710000,189.0,179.0,1,right,MISS S. Dinwiddie 26' 3PT,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,,
493,PT01M25.00S,2021-10-30T22:48:31.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,72,71,2021-10-30T22:48:32Z,4720000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,492.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
494,PT01M11.00S,2021-10-30T22:48:44.1Z,3,REGULAR,3pt,Jump Shot,[],1626196,11.645860709592641,96.32352941176471,1610612738,72,71,2021-10-30T22:48:53Z,4730000,-232.0,57.0,1,left,MISS J. Richardson 3PT - blocked,"[1626196, 1628398]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,23.85,Missed,,,,,,,,,,,,,,,,,Kuzma,1628398.0,
495,PT01M11.00S,2021-10-30T22:48:44.1Z,3,REGULAR,block,,[],1628398,,,1610612738,72,71,2021-10-30T22:48:48Z,4740000,,,0,,K. Kuzma BLOCK (1 BLK),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT01M11.00S,2021-10-30T22:48:44.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,72,71,2021-10-30T22:48:53Z,4750000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,,,,
497,PT01M11.00S,2021-10-30T22:48:59.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,72,71,2021-10-30T22:48:59Z,4760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT01M06.00S,2021-10-30T22:49:05.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626196,7.966491458607096,48.03921568627451,1610612738,72,73,2021-10-30T22:49:13Z,4770000,10.0,22.0,1,left,J. Richardson driving finger roll Layup (13 PTS) (J. Parker 1 AST),"[1626196, 203953]",1610612738.0,BOS,driving finger roll,,,Richardson,J. Richardson,,,,,2.44,Made,,,,,,,,,13.0,,,,,J. Parker,203953.0,1.0,,,
500,PT00M47.70S,2021-10-30T22:49:24.4Z,3,REGULAR,2pt,Jump Shot,[],203915,78.79434954007884,80.14705882352942,1610612764,74,73,2021-10-30T22:50:22Z,4790000,151.0,147.0,1,right,S. Dinwiddie 21' step back Jump Shot (7 PTS),[203915],1610612764.0,WAS,step back,,,Dinwiddie,S. Dinwiddie,,,,,21.04,Made,,,,,,,,,7.0,,,,,,,,,,
501,PT00M36.80S,2021-10-30T22:49:38.1Z,3,REGULAR,2pt,Jump Shot,[],1627759,28.07161629434954,65.44117647058823,1610612738,74,73,2021-10-30T22:49:44Z,4800000,-77.0,211.0,1,left,MISS J. Brown 22' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,22.51,Missed,,,,,,,,,,,,,,,,,,,
502,PT00M33.50S,2021-10-30T22:49:41.4Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,74,73,2021-10-30T22:49:44Z,4810000,,,0,,K. Kuzma REBOUND (Off:3 Def:11),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,501.0,14.0,11.0,3.0,,,,,,,,,,,,,,,
503,PT00M13.70S,2021-10-30T22:50:01.2Z,3,REGULAR,3pt,Jump Shot,[],203915,80.23981603153744,93.13725490196079,1610612764,74,73,2021-10-30T22:50:52Z,4820000,216.0,133.0,1,right,MISS S. Dinwiddie 25' step back 3PT,[203915],1610612764.0,WAS,step back,,,Dinwiddie,S. Dinwiddie,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,,
504,PT00M09.40S,2021-10-30T22:50:05.5Z,3,REGULAR,rebound,offensive,[],1630166,,,1610612764,74,73,2021-10-30T22:53:32Z,4830000,,,0,,D. Avdija REBOUND (Off:2 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,503.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
