actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
719,PT03M38.00S,2021-10-30T23:37:56.5Z,5,OVERTIME,turnover,out-of-bounds,[],203484,,,1610612764,103,107,2021-10-30T23:38:05Z,6930000,,,0,,K. Caldwell-Pope lost ball out-of-bounds TURNOVER (2 TO),[203484],1610612764.0,WAS,lost ball,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,2534.0,2.0,,,,,,,,,,,,,
720,PT03M28.00S,2021-10-30T23:38:15.5Z,5,OVERTIME,2pt,Jump Shot,['fromturnover'],1628369,20.318659658344284,66.66666666666666,1610612738,103,109,2021-10-30T23:38:21Z,6940000,-83.0,138.0,1,left,J. Tatum 16' pullup Jump Shot (25 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,16.16,Made,,,,,,,,,25.0,,,,,,,,,,
721,PT03M26.00S,2021-10-30T23:38:22.1Z,5,OVERTIME,timeout,full,['team'],0,,,1610612764,103,109,2021-10-30T23:38:22Z,6950000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,PT03M13.00S,2021-10-30T23:40:24.5Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1626149,91.67214191852825,49.754901960784316,1610612764,103,109,2021-10-30T23:40:31Z,6970000,-1.0,26.0,1,right,MISS M. Harrell Layup - blocked,"[1626149, 1628369]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,2.58,Missed,,,,,,,,,,,,,,,,,Tatum,1628369.0,
724,PT03M13.00S,2021-10-30T23:40:24.5Z,5,OVERTIME,block,,[],1628369,,,1610612764,103,109,2021-10-30T23:40:27Z,6980000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
725,PT03M13.00S,2021-10-30T23:40:24.5Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612764,103,109,2021-10-30T23:40:31Z,6990000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,723.0,,,,,,,,,,,,,,,,,,
726,PT03M13.00S,2021-10-30T23:40:30.3Z,5,OVERTIME,stoppage,out-of-bounds,[],0,,,1610612764,103,109,2021-10-30T23:40:30Z,7000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,PT02M59.00S,2021-10-30T23:40:48.0Z,5,OVERTIME,2pt,Jump Shot,['2ndchance'],1628398,77.21747700394218,29.65686274509804,1610612764,103,109,2021-10-30T23:40:54Z,7010000,-102.0,162.0,1,right,MISS K. Kuzma 19' fadeaway Shot,[1628398],1610612764.0,WAS,fadeaway,,,Kuzma,K. Kuzma,,,,,19.1,Missed,,,,,,,,,,,,,,,,,,,
728,PT02M57.00S,2021-10-30T23:40:50.6Z,5,OVERTIME,rebound,defensive,[],1628369,,,1610612738,103,109,2021-10-30T23:40:50Z,7020000,,,0,,J. Tatum REBOUND (Off:2 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,727.0,13.0,11.0,2.0,,,,,,,,,,,,,,,
729,PT02M42.00S,2021-10-30T23:41:05.3Z,5,OVERTIME,2pt,Jump Shot,[],1628369,25.443495400788436,28.676470588235293,1610612738,103,109,2021-10-30T23:41:14Z,7030000,107.0,187.0,1,left,MISS J. Tatum 21' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,21.5,Missed,,,,,,,,,,,,,,,,,,,
730,PT02M40.00S,2021-10-30T23:41:07.3Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612738,103,109,2021-10-30T23:41:14Z,7040000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,729.0,,,,,,,,,,,,,,,,,,
731,PT02M40.00S,2021-10-30T23:41:11.9Z,5,OVERTIME,stoppage,out-of-bounds,[],0,,,1610612738,103,109,2021-10-30T23:41:11Z,7050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,PT02M38.00S,2021-10-30T23:41:26.3Z,5,OVERTIME,2pt,Jump Shot,['2ndchance'],1626196,12.171484888304862,85.04901960784314,1610612738,103,109,2021-10-30T23:41:31Z,7060000,-175.0,62.0,1,left,MISS J. Richardson 18' pullup Shot,[1626196],1610612738.0,BOS,pullup,,,Richardson,J. Richardson,,,,,18.58,Missed,,,,,,,,,,,,,,,,,,,
733,PT02M35.00S,2021-10-30T23:41:29.3Z,5,OVERTIME,rebound,defensive,[],1626149,,,1610612764,103,109,2021-10-30T23:41:31Z,7070000,,,0,,M. Harrell REBOUND (Off:3 Def:8),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,732.0,11.0,8.0,3.0,,,,,,,,,,,,,,,
734,PT02M24.00S,2021-10-30T23:41:43.3Z,5,OVERTIME,foul,personal,['2freethrow'],1628369,,,1610612764,103,109,2021-10-30T23:41:52Z,7080000,,,0,,J. Tatum shooting personal FOUL (4 PF) (Beal 2 FT),"[1628369, 203078]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,1155.0,,,,,4.0,0.0,Beal,203078.0,,,,,,
736,PT02M24.00S,2021-10-30T23:42:10.5Z,5,OVERTIME,freethrow,1 of 2,[],203078,,,1610612764,104,109,2021-10-30T23:42:10Z,7100000,,,0,,B. Beal Free Throw 1 of 2 (29 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Made,,,,,,,,,29.0,,,,,,,,,,
737,PT02M24.00S,2021-10-30T23:42:24.2Z,5,OVERTIME,freethrow,2 of 2,[],203078,,,1610612764,105,109,2021-10-30T23:42:24Z,7110000,,,0,,B. Beal Free Throw 2 of 2 (30 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,Made,,,,,,,,,30.0,,,,,,,,,,
738,PT02M10.00S,2021-10-30T23:42:41.0Z,5,OVERTIME,3pt,Jump Shot,[],1627759,20.18725361366623,96.07843137254902,1610612738,105,109,2021-10-30T23:42:48Z,7120000,-230.0,137.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
739,PT02M09.00S,2021-10-30T23:42:42.0Z,5,OVERTIME,rebound,defensive,['team'],0,,,1610612764,105,109,2021-10-30T23:42:48Z,7130000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,738.0,,,,,,,,,,,,,,,,,,
740,PT02M09.00S,2021-10-30T23:42:47.6Z,5,OVERTIME,stoppage,out-of-bounds,[],0,,,1610612764,105,109,2021-10-30T23:42:47Z,7140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,PT01M54.00S,2021-10-30T23:43:10.6Z,5,OVERTIME,3pt,Jump Shot,[],203078,79.71419185282524,5.637254901960785,1610612764,105,109,2021-10-30T23:43:17Z,7150000,-222.0,138.0,1,right,MISS B. Beal 26' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
742,PT01M49.00S,2021-10-30T23:43:15.6Z,5,OVERTIME,rebound,defensive,[],1628369,,,1610612738,105,109,2021-10-30T23:43:17Z,7160000,,,0,,J. Tatum REBOUND (Off:2 Def:12),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,741.0,14.0,12.0,2.0,,,,,,,,,,,,,,,
743,PT01M33.00S,2021-10-30T23:43:36.2Z,5,OVERTIME,timeout,full,['team'],0,,,1610612738,105,109,2021-10-30T23:43:36Z,7170000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,PT01M28.00S,2021-10-30T23:45:18.3Z,5,OVERTIME,3pt,Jump Shot,[],1628369,25.18068331143233,88.97058823529412,1610612738,105,109,2021-10-30T23:45:24Z,7180000,-195.0,184.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
745,PT01M26.00S,2021-10-30T23:45:20.3Z,5,OVERTIME,rebound,defensive,[],203915,,,1610612764,105,109,2021-10-30T23:45:24Z,7190000,,,0,,S. Dinwiddie REBOUND (Off:1 Def:7),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,744.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
746,PT01M09.00S,2021-10-30T23:45:37.8Z,5,OVERTIME,3pt,Jump Shot,[],203078,76.95466491458606,89.70588235294117,1610612764,105,109,2021-10-30T23:45:42Z,7200000,199.0,164.0,1,right,MISS B. Beal 25' 3PT,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
747,PT01M06.00S,2021-10-30T23:45:40.8Z,5,OVERTIME,rebound,offensive,[],1626149,,,1610612764,105,109,2021-10-30T23:45:42Z,7210000,,,0,,M. Harrell REBOUND (Off:4 Def:8),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,746.0,12.0,8.0,4.0,,,,,,,,,,,,,,,
748,PT01M04.00S,2021-10-30T23:45:42.5Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626149,91.93495400788436,45.83333333333333,1610612764,105,109,2021-10-30T23:45:52Z,7220000,-21.0,23.0,1,right,MISS M. Harrell Layup - blocked,"[1626149, 1627759]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,3.12,Missed,,,,,,,,,,,,,,,,,Brown,1627759.0,
749,PT01M04.00S,2021-10-30T23:45:42.5Z,5,OVERTIME,block,,[],1627759,,,1610612764,105,109,2021-10-30T23:45:46Z,7230000,,,0,,J. Brown BLOCK (1 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
750,PT01M04.00S,2021-10-30T23:45:42.5Z,5,OVERTIME,rebound,offensive,[],1626149,,,1610612764,105,109,2021-10-30T23:45:52Z,7240000,,,0,,M. Harrell REBOUND (Off:5 Def:8),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,748.0,13.0,8.0,5.0,,,,,,,,,,,,,,,
754,PT01M04.00S,2021-10-30T23:46:00.9Z,5,OVERTIME,foul,personal,['2freethrow'],1628369,,,1610612764,105,109,2021-10-30T23:46:10Z,7280000,,,0,,J. Tatum shooting personal FOUL (5 PF) (Harrell 2 FT),"[1628369, 1626149]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,1155.0,,,,,5.0,0.0,Harrell,1626149.0,,,,,,
756,PT01M04.00S,2021-10-30T23:46:24.3Z,5,OVERTIME,freethrow,1 of 2,['2ndchance'],1626149,,,1610612764,106,109,2021-10-30T23:46:24Z,7300000,,,0,,M. Harrell Free Throw 1 of 2 (19 PTS),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,Made,,,,,,,,,19.0,,,,,,,,,,
757,PT01M04.00S,2021-10-30T23:46:53.4Z,5,OVERTIME,freethrow,2 of 2,['2ndchance'],1626149,,,1610612764,107,109,2021-10-30T23:46:53Z,7310000,,,0,,M. Harrell Free Throw 2 of 2 (20 PTS),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,Made,,,,,,,,,20.0,,,,,,,,,,
758,PT00M40.70S,2021-10-30T23:47:25.9Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],201143,13.748357424441524,48.529411764705884,1610612738,107,109,2021-10-30T23:47:29Z,7320000,7.0,77.0,1,left,MISS A. Horford 7' Jump Shot,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,7.71,Missed,,,,,,,,,,,,,,,,,,,
759,PT00M38.40S,2021-10-30T23:47:28.2Z,5,OVERTIME,rebound,defensive,[],203915,,,1610612764,107,109,2021-10-30T23:47:29Z,7330000,,,0,,S. Dinwiddie REBOUND (Off:1 Def:8),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,758.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
760,PT00M25.90S,2021-10-30T23:47:41.6Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],203078,91.93495400788436,55.88235294117647,1610612764,109,109,2021-10-30T23:47:45Z,7340000,29.0,23.0,1,right,B. Beal Layup (32 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,3.75,Made,,,,,,,,,32.0,,,,,,,,,,
761,PT00M03.00S,2021-10-30T23:48:11.5Z,5,OVERTIME,2pt,Jump Shot,[],1628369,12.302890932982917,24.509803921568626,1610612738,109,109,2021-10-30T23:49:39Z,7342500,127.0,63.0,1,left,MISS J. Tatum 14' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,14.23,Missed,,,,,,,,,,,,,,,,,,,
762,PT00M00.10S,2021-10-30T23:48:14.4Z,5,OVERTIME,rebound,defensive,[],1626149,,,1610612764,109,109,2021-10-30T23:49:39Z,7343750,,,0,,M. Harrell REBOUND (Off:5 Def:9),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,761.0,14.0,9.0,5.0,,,,,,,,,,,,,,,
764,PT00M00.10S,2021-10-30T23:48:19.4Z,5,OVERTIME,3pt,Jump Shot,[],1626149,37.79566360052563,50.245098039215684,1610612764,109,109,2021-10-30T23:50:57Z,7345000,1.0,532.0,1,right,MISS M. Harrell 53' 3PT,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,53.22,Missed,,,,,,,,,,,,,,,,,,,
765,PT00M00.10S,2021-10-30T23:48:19.4Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612764,109,109,2021-10-30T23:50:57Z,7347500,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,764.0,,,,,,,,,,,,,,,,,,
763,PT00M00.00S,2021-10-30T23:48:27.3Z,5,OVERTIME,period,end,[],0,,,1610612764,109,109,2021-10-30T23:48:27Z,7370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,PT05M00.00S,2021-10-30T23:51:32.0Z,6,OVERTIME,period,start,[],0,,,0,109,109,2021-10-30T23:51:32Z,7380000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,PT04M54.00S,2021-10-30T23:51:37.5Z,6,OVERTIME,jumpball,recovered,[],1628398,,,1610612764,109,109,2021-10-30T23:51:37Z,7400000,,,0,,Jump Ball M. Harrell vs. A. Horford: Tip to K. Kuzma,"[1628398, 1626149, 201143]",1610612764.0,WAS,startperiod,K. Kuzma,1628398.0,Kuzma,K. Kuzma,Harrell,1626149.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,
771,PT04M37.00S,2021-10-30T23:51:53.5Z,6,OVERTIME,2pt,Jump Shot,[],203078,82.60512483574244,26.47058823529412,1610612764,111,109,2021-10-30T23:52:14Z,7430000,-118.0,111.0,1,right,B. Beal 16' fadeaway Jump Shot (34 PTS),[203078],1610612764.0,WAS,fadeaway,,,Beal,B. Beal,,,,,16.17,Made,,,,,,,,,34.0,,,,,,,,,,
772,PT04M11.00S,2021-10-30T23:52:19.8Z,6,OVERTIME,2pt,Hook,[],1626196,12.959921156373195,31.372549019607842,1610612738,111,109,2021-10-30T23:52:27Z,7440000,93.0,69.0,1,left,MISS J. Richardson 11' turnaround Hook,[1626196],1610612738.0,BOS,turnaround,,,Richardson,J. Richardson,,,,,11.61,Missed,,,,,,,,,,,,,,,,,,,
773,PT04M09.00S,2021-10-30T23:52:22.7Z,6,OVERTIME,rebound,defensive,[],203078,,,1610612764,111,109,2021-10-30T23:52:22Z,7450000,,,0,,B. Beal REBOUND (Off:1 Def:5),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,772.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
774,PT04M00.00S,2021-10-30T23:52:31.5Z,6,OVERTIME,turnover,lost ball,[],203078,,,1610612764,111,109,2021-10-30T23:52:37Z,7460000,,,0,,B. Beal lost ball TURNOVER (4 TO),"[203078, 203471]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,4.0,Schroder,203471.0,,,,,,,,,,,
775,PT04M00.00S,2021-10-30T23:52:31.5Z,6,OVERTIME,steal,,[],203471,,,1610612738,111,109,2021-10-30T23:52:37Z,7470000,,,0,,D. Schroder STEAL (3 STL),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
776,PT03M55.00S,2021-10-30T23:52:36.7Z,6,OVERTIME,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,7.046649145860711,49.26470588235294,1610612738,111,109,2021-10-30T23:52:43Z,7480000,4.0,14.0,1,left,MISS J. Brown Layup,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,1.42,Missed,,,,,,,,,,,,,,,,,,,
777,PT03M51.00S,2021-10-30T23:52:39.9Z,6,OVERTIME,rebound,defensive,[],1628398,,,1610612764,111,109,2021-10-30T23:52:39Z,7490000,,,0,,K. Kuzma REBOUND (Off:3 Def:13),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,776.0,16.0,13.0,3.0,,,,,,,,,,,,,,,
778,PT03M33.00S,2021-10-30T23:52:58.1Z,6,OVERTIME,turnover,lost ball,[],203915,,,1610612764,111,109,2021-10-30T23:53:09Z,7500000,,,0,,S. Dinwiddie lost ball TURNOVER (1 TO),"[203915, 1626196]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,1.0,Richardson,1626196.0,,,,,,,,,,,
779,PT03M33.00S,2021-10-30T23:52:58.1Z,6,OVERTIME,steal,,[],1626196,,,1610612738,111,109,2021-10-30T23:53:41Z,7510000,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
780,PT03M26.00S,2021-10-30T23:53:05.0Z,6,OVERTIME,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,7.440867279894875,53.92156862745098,1610612738,111,111,2021-10-30T23:53:18Z,7520000,-20.0,17.0,1,left,J. Tatum Layup (27 PTS) (D. Schroder 9 AST),"[1628369, 203471]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,2.62,Made,,,,,,,,,27.0,,,,,D. Schroder,203471.0,9.0,,,
782,PT03M11.00S,2021-10-30T23:53:25.8Z,6,OVERTIME,foul,personal,[],1626196,,,1610612764,111,111,2021-10-30T23:53:35Z,7540000,,,0,,J. Richardson personal FOUL (5 PF),"[1626196, 203915]",1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,2534.0,,,,,5.0,0.0,Dinwiddie,203915.0,,,,,,
784,PT02M59.00S,2021-10-30T23:53:59.7Z,6,OVERTIME,2pt,Jump Shot,[],203078,77.7431011826544,33.088235294117645,1610612764,111,111,2021-10-30T23:54:04Z,7560000,-85.0,157.0,1,right,MISS B. Beal 17' pullup Shot,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,17.81,Missed,,,,,,,,,,,,,,,,,,,
785,PT02M55.00S,2021-10-30T23:54:03.7Z,6,OVERTIME,rebound,defensive,[],1628369,,,1610612738,111,111,2021-10-30T23:54:04Z,7570000,,,0,,J. Tatum REBOUND (Off:2 Def:13),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,784.0,15.0,13.0,2.0,,,,,,,,,,,,,,,
786,PT02M41.00S,2021-10-30T23:54:18.4Z,6,OVERTIME,foul,personal,['2freethrow'],1626149,,,1610612738,111,111,2021-10-30T23:54:26Z,7580000,,,0,,M. Harrell shooting personal FOUL (6 PF) (Schroder 2 FT),"[1626149, 203471]",1610612764.0,WAS,shooting,,,Harrell,M. Harrell,,,,,,,,,,,2534.0,,,,,6.0,0.0,Schroder,203471.0,,,,,,
788,PT02M41.00S,2021-10-30T23:54:30.0Z,6,OVERTIME,substitution,out,[],1626149,,,1610612738,111,111,2021-10-30T23:54:54Z,7600000,,,0,,SUB out: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
789,PT02M41.00S,2021-10-30T23:54:30.0Z,6,OVERTIME,substitution,in,[],202722,,,1610612738,111,111,2021-10-30T23:54:54Z,7610000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
790,PT02M41.00S,2021-10-30T23:55:39.5Z,6,OVERTIME,freethrow,1 of 2,[],203471,,,1610612738,111,112,2021-10-30T23:56:03Z,7620000,,,0,,D. Schroder Free Throw 1 of 2 (6 PTS),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Made,,,,,,,,,6.0,,,,,,,,,,
791,PT02M41.00S,2021-10-30T23:55:39.5Z,6,OVERTIME,freethrow,2 of 2,[],203471,,,1610612738,111,112,2021-10-30T23:56:03Z,7630000,,,0,,MISS D. Schroder Free Throw 2 of 2,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,Missed,,,,,,,,,,,,,,,,,,,
792,PT02M39.00S,2021-10-30T23:55:41.5Z,6,OVERTIME,rebound,defensive,[],1628398,,,1610612764,111,112,2021-10-30T23:56:03Z,7640000,,,0,,K. Kuzma REBOUND (Off:3 Def:14),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,791.0,17.0,14.0,3.0,,,,,,,,,,,,,,,
793,PT02M20.00S,2021-10-30T23:56:25.2Z,6,OVERTIME,foul,personal,[],203471,,,1610612764,111,112,2021-10-30T23:56:38Z,7650000,,,0,,D. Schroder personal FOUL (4 PF),"[203471, 202722]",1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,1627519.0,,,,,4.0,0.0,Bertans,202722.0,,,,,,
795,PT02M09.00S,2021-10-30T23:56:59.8Z,6,OVERTIME,3pt,Jump Shot,[],1628398,65.91655716162943,18.137254901960784,1610612764,111,112,2021-10-30T23:57:07Z,7670000,-159.0,268.0,1,right,MISS K. Kuzma 31' 3PT,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,31.17,Missed,,,,,,,,,,,,,,,,,,,
796,PT02M08.00S,2021-10-30T23:57:00.8Z,6,OVERTIME,rebound,defensive,['team'],0,,,1610612738,111,112,2021-10-30T23:57:07Z,7680000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,795.0,,,,,,,,,,,,,,,,,,
797,PT02M08.00S,2021-10-30T23:57:09.1Z,6,OVERTIME,foul,personal,[],202722,,,1610612738,111,112,2021-10-30T23:57:19Z,7690000,,,0,,D. Bertans loose ball personal FOUL (2 PF),"[202722, 203471]",1610612764.0,WAS,loose ball,,,Bertans,D. Bertans,,,,,,,,,,,2534.0,,,,,2.0,0.0,Schroder,203471.0,,,,,,
799,PT02M08.00S,2021-10-30T23:57:17.1Z,6,OVERTIME,substitution,out,[],202722,,,1610612738,111,112,2021-10-30T23:57:20Z,7710000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
800,PT02M08.00S,2021-10-30T23:57:17.1Z,6,OVERTIME,substitution,in,[],1630166,,,1610612738,111,112,2021-10-30T23:57:20Z,7720000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
801,PT01M51.00S,2021-10-30T23:57:46.6Z,6,OVERTIME,2pt,Hook,['pointsinthepaint'],201143,11.645860709592641,49.754901960784316,1610612738,111,112,2021-10-30T23:57:50Z,7730000,1.0,57.0,1,left,MISS A. Horford Hook,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,5.7,Missed,,,,,,,,,,,,,,,,,,,
802,PT01M49.00S,2021-10-30T23:57:48.6Z,6,OVERTIME,rebound,defensive,[],1630166,,,1610612764,111,112,2021-10-30T23:57:50Z,7740000,,,0,,D. Avdija REBOUND (Off:2 Def:5),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,801.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
803,PT01M32.00S,2021-10-30T23:58:06.8Z,6,OVERTIME,2pt,Layup,['pointsinthepaint'],203078,92.72339027595268,54.41176470588235,1610612764,111,112,2021-10-30T23:58:13Z,7750000,22.0,16.0,1,right,MISS B. Beal Layup,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,2.72,Missed,,,,,,,,,,,,,,,,,,,
804,PT01M32.00S,2021-10-30T23:58:06.8Z,6,OVERTIME,rebound,defensive,['team'],0,,,1610612738,111,112,2021-10-30T23:58:13Z,7760000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,803.0,,,,,,,,,,,,,,,,,,
805,PT01M32.00S,2021-10-30T23:58:11.6Z,6,OVERTIME,stoppage,out-of-bounds,[],0,,,1610612738,111,112,2021-10-31T00:08:27Z,7770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,PT01M16.00S,2021-10-30T23:58:35.7Z,6,OVERTIME,2pt,Layup,['pointsinthepaint'],1628369,6.225361366622863,49.01960784313726,1610612738,111,112,2021-10-31T00:07:39Z,7785000,5.0,6.0,1,left,MISS J. Tatum Layup - blocked,"[1628369, 1630166]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,0.77,Missed,,,,,,,,,,,,,,,,,Avdija,1630166.0,
827,PT01M16.00S,2021-10-30T23:58:35.7Z,6,OVERTIME,block,,[],1630166,,,1610612738,111,112,2021-10-31T00:06:59Z,7792500,,,0,,D. Avdija BLOCK (2 BLK),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
828,PT01M16.00S,2021-10-30T23:58:35.7Z,6,OVERTIME,rebound,defensive,[],203078,,,1610612764,111,112,2021-10-31T00:06:59Z,7796250,,,0,,B. Beal REBOUND (Off:1 Def:6),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,826.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
808,PT01M16.00S,2021-10-30T23:58:59.9Z,6,OVERTIME,instantreplay,challenge,[],0,,,1610612764,111,112,2021-10-31T00:06:59Z,7800000,,,0,,,[],1610612764.0,WAS,overturned,,,,,,,,,,,,,,,2534.0,,,,,,,,,,,,,,
838,PT01M16.00S,2021-10-31T00:01:00.7Z,6,OVERTIME,timeout,challenge,['team'],0,,,1610612764,111,112,2021-10-31T00:09:33Z,7805000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
