actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
173,PT09M53.00S,2022-01-22T01:38:21.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,7.440867279894875,47.794117647058826,1610612761,32,22,2022-01-22T01:38:25Z,1690000,11.0,17.0,1,left,O. Anunoby Layup (2 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,2.06,Made,2.0,,,,,,,,,,,,,,,
174,PT09M37.00S,2022-01-22T01:38:38.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,91.14651773981603,49.754901960784316,1610612764,34,22,2022-01-22T01:38:42Z,1700000,-1.0,31.0,1,right,R. Hachimura Layup (6 PTS) (S. Dinwiddie 2 AST),"[1629060, 203915]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,3.07,Made,6.0,S. Dinwiddie,203915.0,2.0,,,,,,,,,,,,
177,PT09M22.00S,2022-01-22T01:38:53.5Z,2,REGULAR,3pt,Jump Shot,[],1629018,32.933639947437584,33.82352941176471,1610612761,34,25,2022-01-22T01:38:59Z,1720000,81.0,257.0,1,left,G. Trent Jr. 26' 3PT pullup (9 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,,,26.95,Made,9.0,,,,,,,,,,,,,,,
178,PT08M58.00S,2022-01-22T01:39:16.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630557,93.24901445466492,49.01960784313725,1610612764,36,25,2022-01-22T01:39:22Z,1730000,-5.0,11.0,1,right,C. Kispert cutting Layup (6 PTS) (M. Harrell 1 AST),"[1630557, 1626149]",1610612764.0,WAS,cutting,,,Kispert,C. Kispert,,,,,,,1.2,Made,6.0,M. Harrell,1626149.0,1.0,,,,,,,,,,,,
180,PT08M41.00S,2022-01-22T01:39:34.2Z,2,REGULAR,2pt,Jump Shot,[],1629018,26.363337713534822,32.59803921568628,1610612761,36,25,2022-01-22T01:39:49Z,1750000,87.0,195.0,1,left,MISS G. Trent Jr. 21' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,,,21.38,Missed,,,,,,,,,,,,,,,,
181,PT08M38.00S,2022-01-22T01:39:37.2Z,2,REGULAR,rebound,defensive,[],1629060,,,1610612764,36,25,2022-01-22T01:39:49Z,1760000,,,0,,R. Hachimura REBOUND (Off:0 Def:4),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,180.0,4.0,4.0,0.0,,,,,,,,
182,PT08M30.00S,2022-01-22T01:39:48.4Z,2,REGULAR,foul,personal,[],1628384,,,1610612764,36,25,2022-01-22T01:39:54Z,1770000,,,0,,O. Anunoby personal FOUL (1 PF),"[1628384, 1626149]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,1626302.0,,,,,,,,,,,,,,1.0,0.0,Harrell,1626149.0,,
184,PT08M30.00S,2022-01-22T01:39:53.7Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,36,25,2022-01-22T01:40:04Z,1790000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M30.00S,2022-01-22T01:39:53.7Z,2,REGULAR,substitution,out,[],1630567,,,1610612764,36,25,2022-01-22T01:40:04Z,1800000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M30.00S,2022-01-22T01:39:53.7Z,2,REGULAR,substitution,in,[],203078,,,1610612764,36,25,2022-01-22T01:40:04Z,1810000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,
187,PT08M30.00S,2022-01-22T01:39:53.7Z,2,REGULAR,substitution,in,[],1630551,,,1610612764,36,25,2022-01-22T01:40:04Z,1820000,,,0,,SUB in: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,
188,PT08M20.00S,2022-01-22T01:40:23.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202722,92.9862023653088,50.0,1610612764,38,25,2022-01-22T01:40:28Z,1830000,0.0,13.0,1,right,D. Bertans cutting Layup (2 PTS) (B. Beal 3 AST),"[202722, 203078]",1610612764.0,WAS,cutting,,,Bertans,D. Bertans,,,,,,,1.34,Made,2.0,B. Beal,203078.0,3.0,,,,,,,,,,,,
190,PT08M13.00S,2022-01-22T01:40:33.1Z,2,REGULAR,foul,personal,[],203915,,,1610612761,38,25,2022-01-22T01:40:44Z,1850000,,,0,,S. Dinwiddie personal FOUL (1 PF),"[203915, 1627783]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,1162.0,,,,,,,,,,,,,,1.0,0.0,Siakam,1627783.0,,
192,PT08M06.00S,2022-01-22T01:41:04.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,18.873193166885677,64.2156862745098,1610612761,38,27,2022-01-22T01:45:02Z,1870000,-71.0,125.0,1,left,O. Anunoby 14' Jump Shot (4 PTS) (P. Siakam 1 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,14.37,Made,4.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,
194,PT07M48.00S,2022-01-22T01:41:22.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,84.31340341655716,37.99019607843137,1610612764,40,27,2022-01-22T01:41:28Z,1890000,-60.0,95.0,1,right,R. Hachimura 11' Jump Shot (8 PTS) (B. Beal 4 AST),"[1629060, 203078]",1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,11.24,Made,8.0,B. Beal,203078.0,4.0,,,,,,,,,,,,
196,PT07M27.00S,2022-01-22T01:41:43.6Z,2,REGULAR,2pt,Jump Shot,[],1628384,21.76412614980289,30.88235294117647,1610612761,40,29,2022-01-22T01:41:56Z,1910000,96.0,152.0,1,left,O. Anunoby 17' step back Jump Shot (6 PTS),[1628384],1610612761.0,TOR,step back,,,Anunoby,O. Anunoby,,,,,,,17.96,Made,6.0,,,,,,,,,,,,,,,
197,PT07M11.00S,2022-01-22T01:42:00.0Z,2,REGULAR,turnover,lost ball,[],203078,,,1610612764,40,29,2022-01-22T01:42:12Z,1920000,,,0,,B. Beal lost ball TURNOVER (2 TO),"[203078, 1629018]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,2.0,,,,,,,,,,,Trent Jr.,1629018.0,,,,,,
198,PT07M11.00S,2022-01-22T01:42:00.0Z,2,REGULAR,steal,,[],1629018,,,1610612761,40,29,2022-01-22T01:42:03Z,1930000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
199,PT07M11.00S,2022-01-22T01:42:05.8Z,2,REGULAR,foul,personal,[],1626149,,,1610612761,40,29,2022-01-22T01:42:16Z,1940000,,,0,,M. Harrell personal FOUL (1 PF),"[1626149, 1630173]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,1162.0,,,,,,,,,,,,,,1.0,0.0,Achiuwa,1630173.0,,
201,PT07M11.00S,2022-01-22T01:42:15.4Z,2,REGULAR,substitution,out,[],203915,,,1610612761,40,29,2022-01-22T01:42:33Z,1960000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,
202,PT07M11.00S,2022-01-22T01:42:15.4Z,2,REGULAR,substitution,out,[],1628384,,,1610612761,40,29,2022-01-22T01:42:33Z,1970000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
203,PT07M11.00S,2022-01-22T01:42:15.4Z,2,REGULAR,substitution,in,[],1630166,,,1610612761,40,29,2022-01-22T01:42:33Z,1980000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,
204,PT07M11.00S,2022-01-22T01:42:15.4Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,40,29,2022-01-22T01:42:33Z,1990000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
205,PT07M00.00S,2022-01-22T01:42:37.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630173,33.196452036793694,66.17647058823529,1610612761,40,32,2022-01-22T01:42:46Z,2000000,-81.0,260.0,1,left,P. Achiuwa 27' 3PT  (3 PTS) (J. Champagnie 1 AST),"[1630173, 1630551]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,27.18,Made,3.0,J. Champagnie,1630551.0,1.0,,,,,,,,,,,,
206,PT06M39.00S,2022-01-22T01:42:57.7Z,2,REGULAR,3pt,Jump Shot,[],1630166,92.46057818659659,3.431372549019608,1610612764,40,32,2022-01-22T01:43:03Z,2010000,-233.0,18.0,1,right,MISS D. Avdija 3PT,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,23.35,Missed,,,,,,,,,,,,,,,,
207,PT06M37.00S,2022-01-22T01:43:00.9Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,40,32,2022-01-22T01:43:00Z,2020000,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,206.0,3.0,2.0,1.0,,,,,,,,
208,PT06M34.00S,2022-01-22T01:43:05.2Z,2,REGULAR,foul,personal,['2freethrow'],202722,,,1610612761,40,32,2022-01-22T01:43:20Z,2030000,,,0,,D. Bertans shooting personal FOUL (1 PF) (Siakam 2 FT),"[202722, 1627783]",1610612764.0,WAS,shooting,,,Bertans,D. Bertans,,,,,1626302.0,,,,,,,,,,,,,,1.0,0.0,Siakam,1627783.0,,
211,PT06M34.00S,2022-01-22T01:43:17.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,40,32,2022-01-22T01:43:17Z,2050000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT06M34.00S,2022-01-22T01:45:13.0Z,2,REGULAR,substitution,out,[],1629060,,,1610612761,40,32,2022-01-22T01:45:51Z,2060000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M34.00S,2022-01-22T01:45:13.0Z,2,REGULAR,substitution,out,[],202722,,,1610612761,40,32,2022-01-22T01:45:51Z,2070000,,,0,,SUB out: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M34.00S,2022-01-22T01:45:13.0Z,2,REGULAR,substitution,in,[],1630557,,,1610612761,40,32,2022-01-22T01:45:51Z,2080000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
215,PT06M34.00S,2022-01-22T01:45:13.0Z,2,REGULAR,substitution,in,[],203484,,,1610612761,40,32,2022-01-22T01:45:51Z,2090000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M34.00S,2022-01-22T01:46:24.5Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,40,33,2022-01-22T01:46:24Z,2100000,,,0,,P. Siakam Free Throw 1 of 2 (3 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
217,PT06M34.00S,2022-01-22T01:46:45.9Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,40,34,2022-01-22T01:46:45Z,2110000,,,0,,P. Siakam Free Throw 2 of 2 (4 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
218,PT06M28.00S,2022-01-22T01:46:58.6Z,2,REGULAR,turnover,backcourt,[],203078,,,1610612764,40,34,2022-01-22T01:47:27Z,2120000,,,0,,B. Beal backcourt TURNOVER (3 TO),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,1162.0,3.0,,,,,,,,,,,,,,,,,,
219,PT06M28.00S,2022-01-22T01:47:21.7Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,40,34,2022-01-22T01:47:35Z,2130000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M28.00S,2022-01-22T01:47:21.7Z,2,REGULAR,substitution,out,[],1630551,,,1610612761,40,34,2022-01-22T01:47:35Z,2140000,,,0,,SUB out: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M28.00S,2022-01-22T01:47:21.7Z,2,REGULAR,substitution,in,[],1628384,,,1610612761,40,34,2022-01-22T01:47:35Z,2150000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M28.00S,2022-01-22T01:47:21.7Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,40,34,2022-01-22T01:47:35Z,2160000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M11.00S,2022-01-22T01:47:50.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630567,10.068988173455978,57.35294117647059,1610612761,40,36,2022-01-22T01:47:57Z,2170000,-37.0,42.0,1,left,S. Barnes Layup (9 PTS) (G. Trent Jr. 1 AST),"[1630567, 1629018]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,5.59,Made,9.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,,,,,
225,PT05M55.00S,2022-01-22T01:48:06.9Z,2,REGULAR,3pt,Jump Shot,[],203484,92.72339027595268,4.411764705882353,1610612764,43,36,2022-01-22T01:48:11Z,2190000,-228.0,16.0,1,right,K. Caldwell-Pope 3PT  (6 PTS) (B. Beal 5 AST),"[203484, 203078]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,22.85,Made,6.0,B. Beal,203078.0,5.0,,,,,,,,,,,,
227,PT05M36.00S,2022-01-22T01:48:25.7Z,2,REGULAR,2pt,Jump Shot,[],1627832,14.14257555847569,30.637254901960787,1610612761,43,36,2022-01-22T01:48:34Z,2210000,97.0,80.0,1,left,MISS F. VanVleet 12' pullup Shot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,12.58,Missed,,,,,,,,,,,,,,,,
228,PT05M32.00S,2022-01-22T01:48:29.7Z,2,REGULAR,rebound,defensive,[],203078,,,1610612764,43,36,2022-01-22T01:48:34Z,2220000,,,0,,B. Beal REBOUND (Off:1 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,227.0,3.0,2.0,1.0,,,,,,,,
229,PT05M29.00S,2022-01-22T01:48:33.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630166,92.32917214191852,55.63725490196079,1610612764,45,36,2022-01-22T01:48:39Z,2230000,28.0,20.0,1,right,D. Avdija Layup (2 PTS) (B. Beal 6 AST),"[1630166, 203078]",1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,3.43,Made,2.0,B. Beal,203078.0,6.0,,,,,,,,,,,,
231,PT05M17.00S,2022-01-22T01:48:44.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,12.959921156373195,52.94117647058824,1610612761,45,38,2022-01-22T01:48:50Z,2250000,-15.0,69.0,1,left,S. Barnes 7' Hook (11 PTS) (F. VanVleet 3 AST),"[1630567, 1627832]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,7.08,Made,11.0,F. VanVleet,1627832.0,3.0,,,,,,,,,,,,
233,PT05M01.00S,2022-01-22T01:49:01.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203484,93.24901445466492,52.94117647058824,1610612764,47,38,2022-01-22T01:49:28Z,2270000,15.0,11.0,1,right,K. Caldwell-Pope cutting Layup (8 PTS) (M. Harrell 2 AST),"[203484, 1626149]",1610612764.0,WAS,cutting,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,1.84,Made,8.0,M. Harrell,1626149.0,2.0,,,,,,,,,,,,
235,PT04M52.00S,2022-01-22T01:49:09.0Z,2,REGULAR,3pt,Jump Shot,[],1627832,35.8245729303548,33.82352941176471,1610612761,47,38,2022-01-22T01:49:14Z,2290000,81.0,284.0,1,left,MISS F. VanVleet 29' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,29.56,Missed,,,,,,,,,,,,,,,,
236,PT04M49.00S,2022-01-22T01:49:12.3Z,2,REGULAR,rebound,offensive,[],1627832,,,1610612761,47,38,2022-01-22T01:49:12Z,2300000,,,0,,F. VanVleet REBOUND (Off:1 Def:0),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,235.0,1.0,0.0,1.0,,,,,,,,
237,PT04M46.00S,2022-01-22T01:49:17.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630166,,,1610612761,47,38,2022-01-22T01:49:28Z,2310000,,,0,,D. Avdija shooting personal FOUL (1 PF) (VanVleet 2 FT),"[1630166, 1627832]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,1626302.0,,,,,,,,,,,,,,1.0,0.0,VanVleet,1627832.0,,
239,PT04M46.00S,2022-01-22T01:49:46.5Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627832,,,1610612761,47,39,2022-01-22T01:49:46Z,2330000,,,0,,F. VanVleet Free Throw 1 of 2 (6 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
240,PT04M46.00S,2022-01-22T01:49:59.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627832,,,1610612761,47,40,2022-01-22T01:49:59Z,2340000,,,0,,F. VanVleet Free Throw 2 of 2 (7 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
241,PT04M32.00S,2022-01-22T01:50:17.9Z,2,REGULAR,foul,offensive,['inpenalty'],1626149,,,1610612764,47,40,2022-01-22T01:50:34Z,2350000,,,0,,M. Harrell offensive FOUL (2 PF),"[1626149, 1627832]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,200833.0,,,,,,,,,,,,,,2.0,0.0,VanVleet,1627832.0,,
243,PT04M32.00S,2022-01-22T01:50:17.9Z,2,REGULAR,turnover,offensive foul,[],1626149,,,1610612764,47,40,2022-01-22T01:50:17Z,2370000,,,0,,M. Harrell offensive foul TURNOVER (1 TO),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,200833.0,1.0,,,,,,,,,,,,,,,,,,
244,PT04M19.00S,2022-01-22T01:50:41.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630567,7.440867279894875,50.49019607843137,1610612761,47,42,2022-01-22T01:50:46Z,2380000,-2.0,17.0,1,left,S. Barnes DUNK (13 PTS) (F. VanVleet 4 AST),"[1630567, 1627832]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,1.76,Made,13.0,F. VanVleet,1627832.0,4.0,,,,,,,,,,,,
246,PT04M07.00S,2022-01-22T01:50:55.0Z,2,REGULAR,turnover,backcourt,[],1630166,,,1610612764,47,42,2022-01-22T01:51:10Z,2400000,,,0,,D. Avdija backcourt TURNOVER (1 TO),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,1626302.0,1.0,,,,,,,,,,,,,,,,,,
247,PT04M07.00S,2022-01-22T01:51:06.1Z,2,REGULAR,substitution,out,[],1630557,,,1610612761,47,42,2022-01-22T01:51:14Z,2410000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M07.00S,2022-01-22T01:51:06.1Z,2,REGULAR,substitution,in,[],203915,,,1610612761,47,42,2022-01-22T01:51:14Z,2420000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,
249,PT03M55.00S,2022-01-22T01:51:31.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630567,11.514454664914586,56.86274509803921,1610612761,47,44,2022-01-22T01:51:38Z,2430000,-34.0,56.0,1,left,S. Barnes 6' Hook (15 PTS) (P. Siakam 2 AST),"[1630567, 1627783]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,6.54,Made,15.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,,
251,PT03M41.00S,2022-01-22T01:51:46.3Z,2,REGULAR,turnover,lost ball,[],203078,,,1610612764,47,44,2022-01-22T01:51:51Z,2450000,,,0,,B. Beal lost ball TURNOVER (4 TO),"[203078, 1627832]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,,4.0,,,,,,,,,,,VanVleet,1627832.0,,,,,,
252,PT03M41.00S,2022-01-22T01:51:46.3Z,2,REGULAR,steal,,[],1627832,,,1610612761,47,44,2022-01-22T01:51:48Z,2460000,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,
253,PT03M36.00S,2022-01-22T01:51:51.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629018,7.30946123521682,4.166666666666666,1610612761,47,44,2022-01-22T01:51:59Z,2470000,229.0,16.0,1,left,MISS G. Trent Jr. 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,22.98,Missed,,,,,,,,,,,,,,,,
254,PT03M34.00S,2022-01-22T01:51:55.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,47,44,2022-01-22T01:51:55Z,2480000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,253.0,,,,,,,,,,,
255,PT03M34.00S,2022-01-22T01:51:57.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,47,44,2022-01-22T01:51:57Z,2490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT03M31.00S,2022-01-22T01:52:19.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627783,30.17411300919842,78.18627450980392,1610612761,47,47,2022-01-22T01:52:25Z,2500000,-141.0,231.0,1,left,P. Siakam 27' 3PT  (7 PTS) (F. VanVleet 5 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,27.07,Made,7.0,F. VanVleet,1627832.0,5.0,,,,,,,,,,,,
258,PT03M16.00S,2022-01-22T01:52:36.9Z,2,REGULAR,foul,personal,[],1629018,,,1610612764,47,47,2022-01-22T01:52:43Z,2520000,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 203915]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,1162.0,,,,,,,,,,,,,,1.0,0.0,Dinwiddie,203915.0,,
260,PT03M03.00S,2022-01-22T01:53:11.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,90.48948751642575,50.98039215686274,1610612764,49,47,2022-01-22T01:54:15Z,2540000,5.0,37.0,1,right,D. Avdija driving Layup (4 PTS) (K. Caldwell-Pope 3 AST),"[1630166, 203484]",1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,,,3.72,Made,4.0,K. Caldwell-Pope,203484.0,3.0,,,,,,,,,,,,
262,PT02M56.00S,2022-01-22T01:53:21.3Z,2,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612761,49,47,2022-01-22T01:53:57Z,2560000,,,0,,F. VanVleet step out-of-bounds TURNOVER (1 TO),[1627832],1610612761.0,TOR,step,,,VanVleet,F. VanVleet,,,,,1626302.0,1.0,,,,,,,,,,,,,,,,,,
263,PT02M56.00S,2022-01-22T01:53:26.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,49,47,2022-01-22T01:53:26Z,2570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M56.00S,2022-01-22T01:53:30.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,49,47,2022-01-22T01:53:30Z,2580000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT02M56.00S,2022-01-22T01:54:54.9Z,2,REGULAR,substitution,out,[],1629018,,,1610612764,49,47,2022-01-22T01:56:14Z,2590000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,
266,PT02M56.00S,2022-01-22T01:54:54.9Z,2,REGULAR,substitution,in,[],1628449,,,1610612764,49,47,2022-01-22T01:56:14Z,2600000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
267,PT02M37.00S,2022-01-22T01:56:47.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,49,47,2022-01-22T01:56:47Z,2610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT02M35.00S,2022-01-22T01:57:05.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626149,93.9060446780552,20.34313725490196,1610612764,51,47,2022-01-22T01:57:12Z,2620000,-148.0,5.0,1,right,M. Harrell 14' turnaround fadeaway Jump Shot (2 PTS) (K. Caldwell-Pope 4 AST),"[1626149, 203484]",1610612764.0,WAS,turnaround fadeaway,,,Harrell,M. Harrell,,,,,,,14.84,Made,2.0,K. Caldwell-Pope,203484.0,4.0,,,,,,,,,,,,
