actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
181,PT10M59.00S,2021-11-23T00:39:00.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,93.64323258869908,46.32352941176471,1610612764,27,28,2021-11-23T00:39:06Z,1780000,-18.0,7.0,1,right,MISS S. Dinwiddie driving reverse Layup,[203915],1610612764.0,WAS,driving reverse,,,Dinwiddie,S. Dinwiddie,,,,,,,1.98,Missed,,,,,,,,,,,,,,,,,
182,PT10M57.00S,2021-11-23T00:39:02.6Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,27,28,2021-11-23T00:39:06Z,1790000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,181.0,1.0,1.0,0.0,,,,,,,,,,,,,
183,PT10M52.00S,2021-11-23T00:39:07.5Z,2,REGULAR,3pt,Jump Shot,[],202330,6.783837056504599,4.411764705882353,1610612766,27,31,2021-11-23T00:39:18Z,1800000,228.0,11.0,1,left,G. Hayward 3PT  (3 PTS) (T. Rozier 1 AST),"[202330, 1626179]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,22.82,Made,,,,,3.0,,,,,,,T. Rozier,1626179.0,1.0,,,
185,PT10M51.00S,2021-11-23T00:39:12.4Z,2,REGULAR,foul,technical,['1freethrow'],203915,,,1610612764,27,31,2021-11-23T00:39:24Z,1820000,,,0,,S. Dinwiddie technical FOUL (1 Tech),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,1627519.0,,,,,,,,,0.0,1.0,,,,,,,,,,
186,PT10M51.00S,2021-11-23T00:39:38.4Z,2,REGULAR,freethrow,1 of 1,[],1626179,,,1610612764,27,32,2021-11-23T00:39:38Z,1830000,,,0,,T. Rozier technical Free Throw 1 of 1 (12 PTS),[1626179],1610612766.0,CHA,technical,,,Rozier,T. Rozier,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
187,PT10M38.00S,2021-11-23T00:40:00.7Z,2,REGULAR,2pt,Jump Shot,[],1628988,78.79434954007884,35.78431372549019,1610612764,27,32,2021-11-23T00:40:06Z,1840000,-71.0,147.0,1,right,MISS A. Holiday 16' pullup Shot,[1628988],1610612764.0,WAS,pullup,,,Holiday,A. Holiday,,,,,,,16.31,Missed,,,,,,,,,,,,,,,,,
188,PT10M35.00S,2021-11-23T00:40:03.7Z,2,REGULAR,rebound,offensive,[],1626149,,,1610612764,27,32,2021-11-23T00:40:06Z,1850000,,,0,,M. Harrell REBOUND (Off:2 Def:4),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,187.0,6.0,4.0,2.0,,,,,,,,,,,,,
189,PT10M35.00S,2021-11-23T00:40:03.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626149,94.43166885676742,49.50980392156863,1610612764,29,32,2021-11-23T00:42:11Z,1860000,-2.0,0.0,1,right,M. Harrell DUNK (4 PTS),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,0.25,Made,,,,,4.0,,,,,,,,,,,,
190,PT10M22.00S,2021-11-23T00:40:18.9Z,2,REGULAR,foul,personal,[],203915,,,1610612766,29,32,2021-11-23T00:40:24Z,1870000,,,0,,S. Dinwiddie personal FOUL (1 PF),"[203915, 1626162]",1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,200834.0,,,,,,,,,1.0,1.0,Oubre Jr.,1626162.0,,,,,,,,
193,PT10M12.00S,2021-11-23T00:40:47.5Z,2,REGULAR,2pt,Jump Shot,[],1626179,11.777266754270697,90.93137254901961,1610612766,29,32,2021-11-23T00:40:58Z,1900000,-205.0,58.0,1,left,MISS T. Rozier 21' step back Shot,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,,,21.28,Missed,,,,,,,,,,,,,,,,,
194,PT10M09.00S,2021-11-23T00:40:50.5Z,2,REGULAR,rebound,defensive,[],203915,,,1610612764,29,32,2021-11-23T00:40:58Z,1910000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:3),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,193.0,3.0,3.0,0.0,,,,,,,,,,,,,
195,PT09M47.00S,2021-11-23T00:41:12.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203915,92.59198423127464,52.69607843137255,1610612764,29,32,2021-11-23T00:41:18Z,1920000,13.0,17.0,1,right,MISS S. Dinwiddie driving Layup,[203915],1610612764.0,WAS,driving,,,Dinwiddie,S. Dinwiddie,,,,,,,2.18,Missed,,,,,,,,,,,,,,,,,
196,PT09M43.00S,2021-11-23T00:41:16.6Z,2,REGULAR,rebound,offensive,[],1626149,,,1610612764,29,32,2021-11-23T00:41:18Z,1930000,,,0,,M. Harrell REBOUND (Off:3 Def:4),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,195.0,7.0,4.0,3.0,,,,,,,,,,,,,
197,PT09M43.00S,2021-11-23T00:41:17.0Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1626149,94.40999984741211,50.0,1610612764,31,32,2021-11-23T00:51:01Z,1940000,0.0,0.0,1,right,M. Harrell tip DUNK (6 PTS),[1626149],1610612764.0,WAS,tip,,,Harrell,M. Harrell,,,,,,,0.0,Made,,,,,6.0,,,,,,,,,,,,
198,PT09M37.00S,2021-11-23T00:41:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,8.360709592641262,55.88235294117647,1610612766,31,32,2021-11-23T00:41:27Z,1950000,-29.0,26.0,1,left,MISS M. Bridges reverse Layup,[1628970],1610612766.0,CHA,reverse,,,Bridges,M. Bridges,,,,,,,3.93,Missed,,,,,,,,,,,,,,,,,
200,PT09M33.00S,2021-11-23T00:41:27.1Z,2,REGULAR,rebound,defensive,[],1626149,,,1610612764,31,32,2021-11-23T00:41:27Z,1970000,,,0,,M. Harrell REBOUND (Off:3 Def:5),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,198.0,8.0,5.0,3.0,,,,,,,,,,,,,
201,PT09M32.00S,2021-11-23T00:41:30.8Z,2,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612764,31,32,2021-11-23T00:41:43Z,1980000,,,0,,T. Rozier shooting personal FOUL (3 PF) (Dinwiddie 2 FT),"[1626179, 203915]",1610612766.0,CHA,shooting,,,Rozier,T. Rozier,,,,,200834.0,,,,,,,,,3.0,0.0,Dinwiddie,203915.0,,,,,,,,
203,PT09M32.00S,2021-11-23T00:41:58.2Z,2,REGULAR,freethrow,1 of 2,[],203915,,,1610612764,32,32,2021-11-23T00:41:58Z,2000000,,,0,,S. Dinwiddie Free Throw 1 of 2 (1 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
204,PT09M32.00S,2021-11-23T00:42:12.1Z,2,REGULAR,freethrow,2 of 2,[],203915,,,1610612764,33,32,2021-11-23T00:42:12Z,2010000,,,0,,S. Dinwiddie Free Throw 2 of 2 (2 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
205,PT09M16.00S,2021-11-23T00:42:29.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202330,12.434296977660972,55.63725490196079,1610612766,33,34,2021-11-23T00:42:33Z,2020000,-28.0,64.0,1,left,G. Hayward 7' Hook (5 PTS) (T. Rozier 2 AST),"[202330, 1626179]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,7.03,Made,,,,,5.0,,,,,,,T. Rozier,1626179.0,2.0,,,
207,PT09M05.00S,2021-11-23T00:42:41.3Z,2,REGULAR,turnover,out-of-bounds,[],1628988,,,1610612764,33,34,2021-11-23T00:43:00Z,2040000,,,0,,A. Holiday bad pass out-of-bounds TURNOVER (2 TO),[1628988],1610612764.0,WAS,bad pass,,,Holiday,A. Holiday,,,,,1627519.0,2.0,,,,,,,,,,,,,,,,,,,
208,PT09M05.00S,2021-11-23T00:42:44.1Z,2,REGULAR,substitution,out,[],1628970,,,1610612766,33,34,2021-11-23T00:42:49Z,2050000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M05.00S,2021-11-23T00:42:44.1Z,2,REGULAR,substitution,in,[],203486,,,1610612766,33,34,2021-11-23T00:42:49Z,2060000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M44.00S,2021-11-23T00:43:20.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202330,9.543363994743759,47.549019607843135,1610612766,33,34,2021-11-23T00:43:49Z,2070000,12.0,37.0,1,left,MISS G. Hayward Layup - blocked,"[202330, 1630166]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,3.92,Missed,,,,,,,,,,Avdija,1630166.0,,,,,,
211,PT08M44.00S,2021-11-23T00:43:20.8Z,2,REGULAR,block,,[],1630166,,,1610612766,33,34,2021-11-23T00:43:23Z,2080000,,,0,,D. Avdija BLOCK (2 BLK),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M44.00S,2021-11-23T00:43:20.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,33,34,2021-11-23T00:43:49Z,2090000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,
213,PT08M44.00S,2021-11-23T00:43:28.3Z,2,REGULAR,substitution,out,[],1630557,,,1610612766,33,34,2021-11-23T00:43:35Z,2100000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M44.00S,2021-11-23T00:43:28.3Z,2,REGULAR,substitution,out,[],203915,,,1610612766,33,34,2021-11-23T00:43:35Z,2110000,,,0,,SUB out: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M44.00S,2021-11-23T00:43:28.3Z,2,REGULAR,substitution,in,[],203526,,,1610612766,33,34,2021-11-23T00:43:35Z,2120000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M44.00S,2021-11-23T00:43:28.3Z,2,REGULAR,substitution,in,[],203078,,,1610612766,33,34,2021-11-23T00:43:35Z,2130000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M40.00S,2021-11-23T00:43:50.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",203486,17.0335085413929,48.03921568627451,1610612766,33,34,2021-11-23T00:43:54Z,2140000,10.0,108.0,1,left,MISS M. Plumlee 10' Hook,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,10.8,Missed,,,,,,,,,,,,,,,,,
218,PT08M37.00S,2021-11-23T00:43:52.8Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,33,34,2021-11-23T00:43:52Z,2150000,,,0,,D. Avdija REBOUND (Off:0 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,217.0,2.0,2.0,0.0,,,,,,,,,,,,,
219,PT08M23.00S,2021-11-23T00:44:10.2Z,2,REGULAR,foul,personal,['2freethrow'],203486,,,1610612764,33,34,2021-11-23T00:44:17Z,2160000,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Harrell 2 FT),"[203486, 1626149]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,1204.0,,,,,,,,,1.0,0.0,Harrell,1626149.0,,,,,,,,
221,PT08M23.00S,2021-11-23T00:44:43.7Z,2,REGULAR,freethrow,1 of 2,[],1626149,,,1610612764,34,34,2021-11-23T00:44:43Z,2180000,,,0,,M. Harrell Free Throw 1 of 2 (7 PTS),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
222,PT08M23.00S,2021-11-23T00:45:07.8Z,2,REGULAR,freethrow,2 of 2,[],1626149,,,1610612764,35,34,2021-11-23T00:45:07Z,2190000,,,0,,M. Harrell Free Throw 2 of 2 (8 PTS),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,
223,PT08M13.00S,2021-11-23T00:45:21.9Z,2,REGULAR,foul,offensive,[],1626162,,,1610612766,35,34,2021-11-23T00:45:50Z,2200000,,,0,,K. Oubre Jr. offensive FOUL (1 PF),"[1626162, 203078]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,1627519.0,,,,,,,,,1.0,0.0,Beal,203078.0,,,,,,,,
225,PT08M13.00S,2021-11-23T00:45:21.9Z,2,REGULAR,turnover,offensive foul,[],1626162,,,1610612766,35,34,2021-11-23T00:45:21Z,2220000,,,0,,K. Oubre Jr. offensive foul TURNOVER (1 TO),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,1627519.0,1.0,,,,,,,,,,,,,,,,,,,
226,PT08M13.00S,2021-11-23T00:45:29.2Z,2,REGULAR,substitution,out,[],202330,,,1610612764,35,34,2021-11-23T00:45:35Z,2230000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M13.00S,2021-11-23T00:45:29.2Z,2,REGULAR,substitution,in,[],1628998,,,1610612764,35,34,2021-11-23T00:45:35Z,2240000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M01.00S,2021-11-23T00:46:01.4Z,2,REGULAR,foul,personal,['2freethrow'],1629667,,,1610612764,35,34,2021-11-23T00:46:11Z,2250000,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Avdija 2 FT),"[1629667, 1630166]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,200834.0,,,,,,,,,1.0,0.0,Avdija,1630166.0,,,,,,,,
230,PT08M01.00S,2021-11-23T00:46:24.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630166,,,1610612764,35,34,2021-11-23T00:46:24Z,2270000,,,0,,MISS D. Avdija Free Throw 1 of 2,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Missed,,,,,,,,,,,,,,,,,
231,PT08M01.00S,2021-11-23T00:46:24.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,35,34,2021-11-23T00:46:24Z,2280000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,230.0,,,,,,,,,,,,,,,,
232,PT08M01.00S,2021-11-23T00:46:25.7Z,2,REGULAR,substitution,out,[],1628988,,,1610612764,35,34,2021-11-23T00:46:29Z,2290000,,,0,,SUB out: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M01.00S,2021-11-23T00:46:25.7Z,2,REGULAR,substitution,in,[],1628398,,,1610612764,35,34,2021-11-23T00:46:29Z,2300000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M01.00S,2021-11-23T00:46:41.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630166,,,1610612764,36,34,2021-11-23T00:46:41Z,2310000,,,0,,D. Avdija Free Throw 2 of 2 (4 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
235,PT07M46.00S,2021-11-23T00:46:57.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629667,10.85742444152431,39.46078431372549,1610612766,36,34,2021-11-23T00:47:02Z,2320000,53.0,50.0,1,left,MISS J. McDaniels 7' bank Hook,[1629667],1610612766.0,CHA,bank,,,McDaniels,J. McDaniels,,,,,,,7.24,Missed,,,,,,,,,,,,,,,,,
236,PT07M44.00S,2021-11-23T00:46:59.8Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,36,34,2021-11-23T00:47:02Z,2330000,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,235.0,3.0,3.0,0.0,,,,,,,,,,,,,
237,PT07M39.00S,2021-11-23T00:47:08.1Z,2,REGULAR,turnover,out-of-bounds,[],203526,,,1610612764,36,34,2021-11-23T00:47:15Z,2340000,,,0,,R. Neto bad pass out-of-bounds TURNOVER (1 TO),[203526],1610612764.0,WAS,bad pass,,,Neto,R. Neto,,,,,1627519.0,1.0,,,,,,,,,,,,,,,,,,,
238,PT07M29.00S,2021-11-23T00:47:23.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,22.683968462549277,7.598039215686274,1610612766,36,34,2021-11-23T00:47:28Z,2350000,212.0,161.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,26.6,Missed,,,,,,,,,,,,,,,,,
239,PT07M26.00S,2021-11-23T00:47:26.3Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,36,34,2021-11-23T00:47:28Z,2360000,,,0,,K. Kuzma REBOUND (Off:1 Def:6),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,238.0,7.0,6.0,1.0,,,,,,,,,,,,,
240,PT07M17.00S,2021-11-23T00:47:38.0Z,2,REGULAR,foul,personal,['2freethrow'],1629667,,,1610612764,36,34,2021-11-23T00:48:04Z,2370000,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Harrell 2 FT),"[1629667, 1626149]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,1627519.0,,,,,,,,,2.0,0.0,Harrell,1626149.0,,,,,,,,
242,PT07M17.00S,2021-11-23T00:48:06.6Z,2,REGULAR,instantreplay,request,[],0,,,1610612764,36,34,2021-11-23T00:49:27Z,2390000,,,0,,,[],,,stands,,,,,,,,,200834.0,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
245,PT07M17.00S,2021-11-23T00:50:25.9Z,2,REGULAR,freethrow,1 of 2,[],1626149,,,1610612764,36,34,2021-11-23T00:50:25Z,2400000,,,0,,MISS M. Harrell Free Throw 1 of 2,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,Missed,,,,,,,,,,,,,,,,,
246,PT07M17.00S,2021-11-23T00:50:25.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,36,34,2021-11-23T00:50:25Z,2410000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,245.0,,,,,,,,,,,,,,,,
247,PT07M17.00S,2021-11-23T00:50:50.2Z,2,REGULAR,freethrow,2 of 2,[],1626149,,,1610612764,37,34,2021-11-23T00:50:50Z,2420000,,,0,,M. Harrell Free Throw 2 of 2 (9 PTS),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,
248,PT07M06.00S,2021-11-23T00:51:02.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,7.30946123521682,54.90196078431373,1610612766,37,36,2021-11-23T00:51:08Z,2430000,-25.0,16.0,1,left,M. Plumlee cutting DUNK (2 PTS) (C. Martin 2 AST),"[203486, 1628998]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,,,2.94,Made,,,,,2.0,,,,,,,C. Martin,1628998.0,2.0,,,
250,PT06M49.00S,2021-11-23T00:51:21.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626162,,,1610612764,37,36,2021-11-23T00:51:49Z,2450000,,,0,,K. Oubre Jr. shooting personal FOUL (2 PF) (Beal 2 FT),"[1626162, 203078]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,200834.0,,,,,,,,,2.0,0.0,Beal,203078.0,,,,,,,,
252,PT06M49.00S,2021-11-23T00:52:01.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,37,36,2021-11-23T00:52:01Z,2470000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M49.00S,2021-11-23T00:53:38.0Z,2,REGULAR,substitution,out,[],1626149,,,1610612764,37,36,2021-11-23T00:54:09Z,2480000,,,0,,SUB out: M. Harrell,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M49.00S,2021-11-23T00:53:38.0Z,2,REGULAR,substitution,out,[],203526,,,1610612764,37,36,2021-11-23T00:54:09Z,2490000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M49.00S,2021-11-23T00:53:38.0Z,2,REGULAR,substitution,out,[],1626179,,,1610612764,37,36,2021-11-23T00:54:09Z,2500000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M49.00S,2021-11-23T00:53:38.0Z,2,REGULAR,substitution,out,[],1629667,,,1610612764,37,36,2021-11-23T00:54:09Z,2510000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M49.00S,2021-11-23T00:53:38.0Z,2,REGULAR,substitution,in,[],1629655,,,1610612764,37,36,2021-11-23T00:54:09Z,2520000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M49.00S,2021-11-23T00:53:38.0Z,2,REGULAR,substitution,in,[],203484,,,1610612764,37,36,2021-11-23T00:54:09Z,2530000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M49.00S,2021-11-23T00:53:38.0Z,2,REGULAR,substitution,in,[],1628970,,,1610612764,37,36,2021-11-23T00:54:09Z,2540000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M49.00S,2021-11-23T00:53:38.0Z,2,REGULAR,substitution,in,[],1630163,,,1610612764,37,36,2021-11-23T00:54:09Z,2550000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M49.00S,2021-11-23T00:54:32.0Z,2,REGULAR,freethrow,1 of 2,[],203078,,,1610612764,38,36,2021-11-23T00:54:32Z,2560000,,,0,,B. Beal Free Throw 1 of 2 (6 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
262,PT06M49.00S,2021-11-23T00:54:45.3Z,2,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,39,36,2021-11-23T00:54:45Z,2570000,,,0,,B. Beal Free Throw 2 of 2 (7 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
263,PT06M39.00S,2021-11-23T00:54:58.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,9.411957950065702,58.08823529411765,1610612766,39,38,2021-11-23T00:55:03Z,2580000,-40.0,36.0,1,left,M. Plumlee alley-oop Layup (4 PTS) (L. Ball 2 AST),"[203486, 1630163]",1610612766.0,CHA,alley-oop,,,Plumlee,M. Plumlee,,,,,,,5.41,Made,,,,,4.0,,,,,,,L. Ball,1630163.0,2.0,,,
265,PT06M25.00S,2021-11-23T00:55:13.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203486,,,1610612764,39,38,2021-11-23T00:55:19Z,2600000,,,0,,M. Plumlee shooting personal FOUL (2 PF) (Gafford 2 FT),"[203486, 1629655]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,1204.0,,,,,,,,,2.0,0.0,Gafford,1629655.0,,,,,,,,
267,PT06M25.00S,2021-11-23T00:55:43.9Z,2,REGULAR,freethrow,1 of 2,[],1629655,,,1610612764,39,38,2021-11-23T00:55:43Z,2620000,,,0,,MISS D. Gafford Free Throw 1 of 2,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Missed,,,,,,,,,,,,,,,,,
268,PT06M25.00S,2021-11-23T00:55:43.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612764,39,38,2021-11-23T00:55:43Z,2630000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,267.0,,,,,,,,,,,,,,,,
269,PT06M25.00S,2021-11-23T00:56:03.8Z,2,REGULAR,freethrow,2 of 2,[],1629655,,,1610612764,40,38,2021-11-23T00:56:03Z,2640000,,,0,,D. Gafford Free Throw 2 of 2 (3 PTS),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,
270,PT06M05.00S,2021-11-23T00:56:24.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,11.777266754270697,58.08823529411765,1610612766,40,38,2021-11-23T00:57:52Z,2650000,-40.0,58.0,1,left,MISS L. Ball 7' driving bank Shot,[1630163],1610612766.0,CHA,driving bank,,,Ball,L. Ball,,,,,,,7.08,Missed,,,,,,,,,,,,,,,,,
271,PT06M03.00S,2021-11-23T00:56:26.3Z,2,REGULAR,rebound,defensive,[],203078,,,1610612764,40,38,2021-11-23T00:56:30Z,2660000,,,0,,B. Beal REBOUND (Off:2 Def:1),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,270.0,3.0,1.0,2.0,,,,,,,,,,,,,
272,PT06M02.00S,2021-11-23T00:56:28.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203484,94.03745072273325,55.63725490196079,1610612764,42,38,2021-11-23T00:56:36Z,2670000,28.0,4.0,1,right,K. Caldwell-Pope running DUNK (7 PTS) (B. Beal 5 AST),"[203484, 203078]",1610612764.0,WAS,running,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,2.84,Made,,,,,7.0,,,,,,,B. Beal,203078.0,5.0,,,
