actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
185,PT10M52.00S,2022-02-15T00:44:39.5Z,2,REGULAR,turnover,bad pass,[],203482,,,1610612765,28,22,2022-02-15T00:46:15Z,1820000,,,0,,K. Olynyk bad pass TURNOVER (1 TO),"[203482, 1630557]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,1.0,,,,,,,,,Kispert,1630557.0,
186,PT10M52.00S,2022-02-15T00:44:39.5Z,2,REGULAR,steal,,[],1630557,,,1610612764,28,22,2022-02-15T00:44:41Z,1830000,,,0,,C. Kispert STEAL (1 STL),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M52.00S,2022-02-15T00:44:40.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630557,67.23061760840999,51.71568627450981,1610612764,28,22,2022-02-15T00:50:25Z,1835000,9.0,256.0,1,right,MISS C. Kispert 25' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,25.56,Missed,,,,,,,,,,,,,,,,,,,
205,PT10M49.00S,2022-02-15T00:44:43.7Z,2,REGULAR,rebound,offensive,[],1630166,,,1610612764,28,22,2022-02-15T00:50:25Z,1837500,,,0,,D. Avdija REBOUND (Off:2 Def:3),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,202.0,,,,,,,,,,,5.0,3.0,2.0,,,,,
187,PT10M46.00S,2022-02-15T00:44:42.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630166,92.59198423127464,50.245098039215684,1610612764,30,22,2022-02-15T00:49:31Z,1840000,1.0,17.0,1,right,D. Avdija Layup (5 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,1.71,Made,,5.0,,,,,,,,,,,,,,,,,
188,PT10M28.00S,2022-02-15T00:44:56.2Z,2,REGULAR,turnover,out-of-bounds,[],1630165,,,1610612765,30,22,2022-02-15T00:45:01Z,1850000,,,0,,K. Hayes step out-of-bounds TURNOVER (2 TO),[1630165],1610612765.0,DET,step,,,Hayes,K. Hayes,,,,,,,,,1626302.0,,,,,2.0,,,,,,,,,,,
190,PT10M07.00S,2022-02-15T00:45:25.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202397,76.42904073587385,68.62745098039215,1610612764,30,22,2022-02-15T00:45:31Z,1870000,93.0,169.0,1,right,MISS I. Smith 19' pullup Shot,[202397],1610612764.0,WAS,pullup,,,Smith,I. Smith,,,,,19.3,Missed,,,,,,,,,,,,,,,,,,,
191,PT10M04.00S,2022-02-15T00:45:28.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612764,30,22,2022-02-15T00:45:31Z,1880000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,,
192,PT10M04.00S,2022-02-15T00:45:31.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,30,22,2022-02-15T00:45:31Z,1890000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M02.00S,2022-02-15T00:45:51.8Z,2,REGULAR,turnover,bad pass,[],202397,,,1610612764,30,22,2022-02-15T00:46:00Z,1900000,,,0,,I. Smith bad pass TURNOVER (1 TO),"[202397, 203482]",1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,1.0,,,,,,,,,Olynyk,203482.0,
194,PT10M02.00S,2022-02-15T00:45:51.8Z,2,REGULAR,steal,,[],203482,,,1610612765,30,22,2022-02-15T00:45:56Z,1910000,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT09M56.00S,2022-02-15T00:46:04.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628977,8.623521681997373,54.90196078431373,1610612765,30,24,2022-02-15T00:52:07Z,1930000,-25.0,29.0,1,left,H. Diallo Layup (2 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,3.77,Made,,2.0,,,,,,,,,,,,,,,,,
198,PT09M44.00S,2022-02-15T00:46:11.9Z,2,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612764,30,24,2022-02-15T00:46:24Z,1950000,,,0,,K. Hayes shooting personal FOUL (1 PF) (Avdija 2 FT),"[1630165, 1630166]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,,,,,1626302.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,,,
200,PT09M44.00S,2022-02-15T00:46:36.8Z,2,REGULAR,freethrow,1 of 2,[],1630166,,,1610612764,31,24,2022-02-15T00:46:36Z,1970000,,,0,,D. Avdija Free Throw 1 of 2 (6 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,Made,,6.0,,,,,,,,,,,,,,,,,
201,PT09M44.00S,2022-02-15T00:46:50.7Z,2,REGULAR,freethrow,2 of 2,[],1630166,,,1610612764,32,24,2022-02-15T00:46:50Z,1980000,,,0,,D. Avdija Free Throw 2 of 2 (7 PTS),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,Made,,7.0,,,,,,,,,,,,,,,,,
204,PT09M32.00S,2022-02-15T00:47:07.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,32,24,2022-02-15T00:47:07Z,1990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M27.00S,2022-02-15T00:47:25.3Z,2,REGULAR,2pt,Jump Shot,[],203585,4.155716162943495,22.30392156862745,1610612765,32,26,2022-02-15T00:53:28Z,2000000,138.0,-13.0,1,left,R. McGruder 13' Jump Shot (2 PTS) (K. Olynyk 1 AST),"[203585, 203482]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,13.91,Made,,2.0,,,,,,,K. Olynyk,203482.0,1.0,,,,,,,,
207,PT09M05.00S,2022-02-15T00:47:50.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,32,26,2022-02-15T00:47:50Z,2010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M02.00S,2022-02-15T00:48:11.0Z,2,REGULAR,3pt,Jump Shot,[],1630557,66.70499342969777,16.176470588235293,1610612764,32,26,2022-02-15T00:48:15Z,2020000,-169.0,260.0,1,right,MISS C. Kispert 31' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,31.06,Missed,,,,,,,,,,,,,,,,,,,
209,PT09M00.00S,2022-02-15T00:48:13.0Z,2,REGULAR,rebound,defensive,[],203482,,,1610612765,32,26,2022-02-15T00:48:15Z,2030000,,,0,,K. Olynyk REBOUND (Off:1 Def:2),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,208.0,,,,,,,,,,,3.0,2.0,1.0,,,,,
210,PT08M53.00S,2022-02-15T00:48:20.8Z,2,REGULAR,3pt,Jump Shot,[],203482,25.312089356110377,14.460784313725492,1610612765,32,26,2022-02-15T00:48:28Z,2040000,178.0,185.0,1,left,MISS K. Olynyk 25' 3PT,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
211,PT08M50.00S,2022-02-15T00:48:23.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612764,32,26,2022-02-15T00:48:28Z,2050000,,,0,,TEAM defensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,
212,PT08M50.00S,2022-02-15T00:48:28.2Z,2,REGULAR,foul,personal,[],203585,,,1610612764,32,26,2022-02-15T00:48:36Z,2060000,,,0,,R. McGruder loose ball personal FOUL (1 PF),"[203585, 202397]",1610612765.0,DET,loose ball,,,McGruder,R. McGruder,,,,,,,,,203592.0,1.0,0.0,Smith,202397.0,,,,,,,,,,,,
214,PT08M50.00S,2022-02-15T00:48:36.1Z,2,REGULAR,substitution,out,[],1629060,,,1610612764,32,26,2022-02-15T00:49:00Z,2080000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M50.00S,2022-02-15T00:48:36.1Z,2,REGULAR,substitution,out,[],1630557,,,1610612764,32,26,2022-02-15T00:49:00Z,2090000,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M50.00S,2022-02-15T00:48:36.1Z,2,REGULAR,substitution,in,[],203484,,,1610612764,32,26,2022-02-15T00:49:00Z,2100000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M50.00S,2022-02-15T00:48:36.1Z,2,REGULAR,substitution,in,[],1628398,,,1610612764,32,26,2022-02-15T00:49:00Z,2110000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M28.00S,2022-02-15T00:49:20.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,91.93495400788436,43.13725490196079,1610612764,32,26,2022-02-15T00:49:24Z,2120000,-34.0,23.0,1,right,MISS D. Avdija reverse Layup,[1630166],1610612764.0,WAS,reverse,,,Avdija,D. Avdija,,,,,4.15,Missed,,,,,,,,,,,,,,,,,,,
219,PT08M26.00S,2022-02-15T00:49:22.1Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612765,32,26,2022-02-15T00:49:24Z,2130000,,,0,,M. Bagley III REBOUND (Off:0 Def:2),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,218.0,,,,,,,,,,,2.0,2.0,0.0,,,,,
220,PT08M18.00S,2022-02-15T00:49:30.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,7.30946123521682,53.92156862745098,1610612765,32,26,2022-02-15T00:49:35Z,2140000,-20.0,16.0,1,left,MISS K. Hayes Layup,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,2.54,Missed,,,,,,,,,,,,,,,,,,,
221,PT08M17.00S,2022-02-15T00:49:31.9Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612764,32,26,2022-02-15T00:49:35Z,2150000,,,0,,K. Kuzma REBOUND (Off:0 Def:3),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,220.0,,,,,,,,,,,3.0,3.0,0.0,,,,,
222,PT08M17.00S,2022-02-15T00:49:34.9Z,2,REGULAR,foul,personal,[],203482,,,1610612764,32,26,2022-02-15T00:49:44Z,2160000,,,0,,K. Olynyk take personal FOUL (1 PF),"[203482, 1628398]",1610612765.0,DET,take,,,Olynyk,K. Olynyk,,,,,,,,,203592.0,1.0,0.0,Kuzma,1628398.0,,,,,,,,,,,,
224,PT07M59.00S,2022-02-15T00:50:08.8Z,2,REGULAR,2pt,Jump Shot,[],1628398,76.69185282522996,50.49019607843137,1610612764,34,26,2022-02-15T00:50:13Z,2180000,2.0,167.0,1,right,K. Kuzma 16' pullup Jump Shot (6 PTS) (K. Caldwell-Pope 2 AST),"[1628398, 203484]",1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,16.66,Made,,6.0,,,,,,,K. Caldwell-Pope,203484.0,2.0,,,,,,,,
226,PT07M38.00S,2022-02-15T00:50:30.0Z,2,REGULAR,2pt,Jump Shot,[],1628963,27.020367936925098,57.35294117647059,1610612765,34,26,2022-02-15T00:50:37Z,2200000,-37.0,201.0,1,left,MISS M. Bagley III 20' Jump Shot,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,20.48,Missed,,,,,,,,,,,,,,,,,,,
227,PT07M36.00S,2022-02-15T00:50:32.0Z,2,REGULAR,rebound,defensive,[],202397,,,1610612764,34,26,2022-02-15T00:50:37Z,2210000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,226.0,,,,,,,,,,,1.0,1.0,0.0,,,,,
228,PT07M26.00S,2022-02-15T00:50:41.9Z,2,REGULAR,3pt,Jump Shot,[],203484,90.3580814717477,96.32352941176471,1610612764,37,26,2022-02-15T00:50:47Z,2220000,232.0,38.0,1,right,K. Caldwell-Pope 3PT  (3 PTS) (I. Smith 2 AST),"[203484, 202397]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,23.47,Made,,3.0,,,,,,,I. Smith,202397.0,2.0,,,,,,,,
230,PT07M24.00S,2022-02-15T00:50:47.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,37,26,2022-02-15T00:50:47Z,2240000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M24.00S,2022-02-15T00:52:46.8Z,2,REGULAR,substitution,out,[],1630264,,,1610612765,37,26,2022-02-15T00:53:05Z,2250000,,,0,,SUB out: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M24.00S,2022-02-15T00:52:46.8Z,2,REGULAR,substitution,out,[],1630165,,,1610612765,37,26,2022-02-15T00:53:05Z,2260000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M24.00S,2022-02-15T00:52:46.8Z,2,REGULAR,substitution,out,[],203482,,,1610612765,37,26,2022-02-15T00:53:05Z,2270000,,,0,,SUB out: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M24.00S,2022-02-15T00:52:46.8Z,2,REGULAR,substitution,out,[],1628963,,,1610612765,37,26,2022-02-15T00:53:05Z,2280000,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M24.00S,2022-02-15T00:52:46.8Z,2,REGULAR,substitution,in,[],1628418,,,1610612765,37,26,2022-02-15T00:53:05Z,2290000,,,0,,SUB in: T. Bryant,[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M24.00S,2022-02-15T00:52:46.8Z,2,REGULAR,substitution,in,[],203924,,,1610612765,37,26,2022-02-15T00:53:05Z,2300000,,,0,,SUB in: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M24.00S,2022-02-15T00:52:46.8Z,2,REGULAR,substitution,in,[],1630595,,,1610612765,37,26,2022-02-15T00:53:05Z,2310000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M24.00S,2022-02-15T00:52:46.8Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,37,26,2022-02-15T00:53:05Z,2320000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M15.00S,2022-02-15T00:53:50.5Z,2,REGULAR,2pt,Jump Shot,[],1628977,24.129434954007884,48.529411764705884,1610612765,37,28,2022-02-15T00:53:56Z,2330000,7.0,174.0,1,left,H. Diallo 17' step back Jump Shot (4 PTS) (C. Cunningham 2 AST),"[1628977, 1630595]",1610612765.0,DET,step back,,,Diallo,H. Diallo,,,,,17.45,Made,,4.0,,,,,,,C. Cunningham,1630595.0,2.0,,,,,,,,
241,PT06M58.00S,2022-02-15T00:54:07.7Z,2,REGULAR,2pt,Jump Shot,[],203484,78.26872536136662,24.264705882352942,1610612764,37,28,2022-02-15T00:54:12Z,2350000,-129.0,152.0,1,right,MISS K. Caldwell-Pope 19' pullup Shot,[203484],1610612764.0,WAS,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,19.9,Missed,,,,,,,,,,,,,,,,,,,
242,PT06M54.00S,2022-02-15T00:54:11.7Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,37,28,2022-02-15T00:54:12Z,2360000,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,241.0,,,,,,,,,,,3.0,3.0,0.0,,,,,
243,PT06M49.00S,2022-02-15T00:54:15.7Z,2,REGULAR,2pt,Jump Shot,[],1630595,23.209592641261498,70.09803921568627,1610612765,37,28,2022-02-15T00:54:22Z,2370000,-100.0,166.0,1,left,MISS C. Cunningham 19' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,19.38,Missed,,,,,,,,,,,,,,,,,,,
244,PT06M47.00S,2022-02-15T00:54:17.7Z,2,REGULAR,rebound,defensive,[],203484,,,1610612764,37,28,2022-02-15T00:54:22Z,2380000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,243.0,,,,,,,,,,,1.0,1.0,0.0,,,,,
245,PT06M43.00S,2022-02-15T00:54:24.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,93.38042049934296,47.05882352941176,1610612764,39,28,2022-02-15T00:54:30Z,2390000,-15.0,10.0,1,right,T. Bryant Layup (4 PTS) (K. Caldwell-Pope 3 AST),"[1628418, 203484]",1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,1.76,Made,,4.0,,,,,,,K. Caldwell-Pope,203484.0,3.0,,,,,,,,
247,PT06M43.00S,2022-02-15T00:54:27.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203585,,,1610612764,39,28,2022-02-15T00:54:40Z,2410000,,,0,,R. McGruder shooting personal FOUL (2 PF) (Bryant 1 FT),"[203585, 1628418]",1610612765.0,DET,shooting,,,McGruder,R. McGruder,,,,,,,,,1626302.0,2.0,0.0,Bryant,1628418.0,,,,,,,,,,,,
250,PT06M43.00S,2022-02-15T00:54:41.5Z,2,REGULAR,substitution,out,[],1630166,,,1610612764,39,28,2022-02-15T00:57:48Z,2430000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT06M43.00S,2022-02-15T00:54:41.5Z,2,REGULAR,substitution,out,[],202397,,,1610612764,39,28,2022-02-15T00:57:48Z,2440000,,,0,,SUB out: I. Smith,[202397],1610612764.0,WAS,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M43.00S,2022-02-15T00:54:41.5Z,2,REGULAR,substitution,out,[],1628977,,,1610612764,39,28,2022-02-15T00:57:48Z,2450000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M43.00S,2022-02-15T00:54:41.5Z,2,REGULAR,substitution,out,[],203585,,,1610612764,39,28,2022-02-15T00:57:48Z,2460000,,,0,,SUB out: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M43.00S,2022-02-15T00:54:41.5Z,2,REGULAR,substitution,in,[],203526,,,1610612764,39,28,2022-02-15T00:57:48Z,2470000,,,0,,SUB in: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M43.00S,2022-02-15T00:54:41.5Z,2,REGULAR,substitution,in,[],1630557,,,1610612764,39,28,2022-02-15T00:57:48Z,2480000,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M43.00S,2022-02-15T00:54:41.5Z,2,REGULAR,substitution,in,[],202709,,,1610612764,39,28,2022-02-15T00:57:48Z,2490000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M43.00S,2022-02-15T00:54:41.5Z,2,REGULAR,substitution,in,[],1630180,,,1610612764,39,28,2022-02-15T00:57:48Z,2500000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M43.00S,2022-02-15T00:55:09.1Z,2,REGULAR,freethrow,1 of 1,[],1628418,,,1610612764,40,28,2022-02-15T00:55:09Z,2510000,,,0,,T. Bryant Free Throw 1 of 1 (5 PTS),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,Made,,5.0,,,,,,,,,,,,,,,,,
259,PT06M28.00S,2022-02-15T00:55:25.5Z,2,REGULAR,2pt,Jump Shot,[],203924,25.837713534822605,32.35294117647059,1610612765,40,30,2022-02-15T00:55:30Z,2520000,88.0,190.0,1,left,J. Grant 20' pullup Jump Shot (5 PTS),[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,20.98,Made,,5.0,,,,,,,,,,,,,,,,,
260,PT06M08.00S,2022-02-15T00:55:47.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630595,,,1610612764,40,30,2022-02-15T00:55:58Z,2530000,,,0,,C. Cunningham shooting personal FOUL (3 PF) (Bryant 2 FT),"[1630595, 1628418]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,,,,,203592.0,3.0,0.0,Bryant,1628418.0,,,,,,,,,,,,
262,PT06M08.00S,2022-02-15T00:56:16.8Z,2,REGULAR,freethrow,1 of 2,[],1628418,,,1610612764,41,30,2022-02-15T00:56:16Z,2550000,,,0,,T. Bryant Free Throw 1 of 2 (6 PTS),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,Made,,6.0,,,,,,,,,,,,,,,,,
263,PT06M08.00S,2022-02-15T00:56:34.8Z,2,REGULAR,freethrow,2 of 2,[],1628418,,,1610612764,42,30,2022-02-15T00:56:34Z,2560000,,,0,,T. Bryant Free Throw 2 of 2 (7 PTS),[1628418],1610612764.0,WAS,,,,Bryant,T. Bryant,,,,,,Made,,7.0,,,,,,,,,,,,,,,,,
264,PT05M55.00S,2022-02-15T00:56:51.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,12.040078843626807,50.73529411764706,1610612765,42,32,2022-02-15T00:56:58Z,2570000,-4.0,61.0,1,left,I. Stewart 6' Hook (2 PTS) (C. Cunningham 3 AST),"[1630191, 1630595]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,6.08,Made,,2.0,,,,,,,C. Cunningham,1630595.0,3.0,,,,,,,,
266,PT05M55.00S,2022-02-15T00:56:55.0Z,2,REGULAR,foul,personal,['1freethrow'],1628418,,,1610612765,42,32,2022-02-15T00:57:02Z,2590000,,,0,,T. Bryant shooting personal FOUL (1 PF) (Stewart 1 FT),"[1628418, 1630191]",1610612764.0,WAS,shooting,,,Bryant,T. Bryant,,,,,,,,,203592.0,1.0,0.0,Stewart,1630191.0,,,,,,,,,,,,
268,PT05M55.00S,2022-02-15T00:57:21.2Z,2,REGULAR,freethrow,1 of 1,[],1630191,,,1610612765,42,33,2022-02-15T00:57:21Z,2610000,,,0,,I. Stewart Free Throw 1 of 1 (3 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,Made,,3.0,,,,,,,,,,,,,,,,,
269,PT05M34.00S,2022-02-15T00:57:45.3Z,2,REGULAR,2pt,Jump Shot,[],1628398,77.7431011826544,36.76470588235294,1610612764,42,33,2022-02-15T00:57:51Z,2620000,-66.0,157.0,1,right,MISS K. Kuzma 17' pullup Shot,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,17.01,Missed,,,,,,,,,,,,,,,,,,,
271,PT05M30.00S,2022-02-15T00:57:49.3Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,42,33,2022-02-15T00:57:51Z,2640000,,,0,,I. Stewart REBOUND (Off:0 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,269.0,,,,,,,,,,,3.0,3.0,0.0,,,,,
272,PT05M26.00S,2022-02-15T00:57:53.0Z,2,REGULAR,2pt,Jump Shot,[],203924,6.783837056504599,23.52941176470588,1610612765,42,33,2022-02-15T00:57:58Z,2650000,132.0,11.0,1,left,MISS J. Grant 13' pullup Shot,[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,13.29,Missed,,,,,,,,,,,,,,,,,,,
273,PT05M23.00S,2022-02-15T00:57:56.0Z,2,REGULAR,rebound,defensive,[],203526,,,1610612764,42,33,2022-02-15T00:57:58Z,2660000,,,0,,R. Neto REBOUND (Off:0 Def:3),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,272.0,,,,,,,,,,,3.0,3.0,0.0,,,,,
274,PT05M02.00S,2022-02-15T00:58:16.7Z,2,REGULAR,3pt,Jump Shot,[],203526,71.43561103810775,17.647058823529413,1610612764,42,33,2022-02-15T00:58:22Z,2670000,-162.0,216.0,1,right,MISS R. Neto 26' 3PT,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,,
275,PT04M59.00S,2022-02-15T00:58:19.7Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,42,33,2022-02-15T00:58:22Z,2680000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,274.0,,,,,,,,,,,1.0,1.0,0.0,,,,,
276,PT04M49.00S,2022-02-15T00:58:30.0Z,2,REGULAR,3pt,Jump Shot,[],203924,23.340998685939553,8.57843137254902,1610612765,42,36,2022-02-15T00:58:35Z,2690000,207.0,167.0,1,left,J. Grant 26' 3PT  (8 PTS) (S. Bey 2 AST),"[203924, 1630180]",1610612765.0,DET,,,,Grant,J. Grant,,,,,26.6,Made,,8.0,,,,,,,S. Bey,1630180.0,2.0,,,,,,,,
278,PT04M47.00S,2022-02-15T00:58:37.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,42,36,2022-02-15T00:58:37Z,2710000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M29.00S,2022-02-15T01:01:49.3Z,2,REGULAR,3pt,Jump Shot,[],203526,83.13074901445466,94.85294117647058,1610612764,42,36,2022-02-15T01:01:55Z,2720000,224.0,106.0,1,right,MISS R. Neto 24' 3PT,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,24.81,Missed,,,,,,,,,,,,,,,,,,,
