actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
269,PT03M38.00S,2021-11-10T01:15:42.8Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,52,48,2021-11-10T01:15:44Z,2620000,,,0,,A. Drummond REBOUND (Off:3 Def:5),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,268.0,,,,,,8.0,5.0,3.0,,,
270,PT03M34.00S,2021-11-10T01:15:47.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,5.305519053876466,52.69607843137255,1610612755,54,48,2021-11-10T01:25:21Z,2630000,-13.0,-3.0,1,left,S. Milton driving Layup (9 PTS),[1629003],1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,1.37,Made,9.0,,,,,,,,,,,,,,,,,
271,PT03M34.00S,2021-11-10T01:15:53.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,54,48,2021-11-10T01:15:53Z,2640000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M34.00S,2021-11-10T01:18:45.8Z,2,REGULAR,substitution,out,[],201950,,,1610612749,54,48,2021-11-10T01:19:04Z,2650000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M34.00S,2021-11-10T01:18:45.8Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,54,48,2021-11-10T01:19:04Z,2660000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M34.00S,2021-11-10T01:18:45.8Z,2,REGULAR,substitution,out,[],203507,,,1610612749,54,48,2021-11-10T01:19:04Z,2670000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M34.00S,2021-11-10T01:18:45.8Z,2,REGULAR,substitution,in,[],1629670,,,1610612749,54,48,2021-11-10T01:19:04Z,2680000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M34.00S,2021-11-10T01:18:45.8Z,2,REGULAR,substitution,in,[],1628400,,,1610612749,54,48,2021-11-10T01:19:04Z,2690000,,,0,,SUB in: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M34.00S,2021-11-10T01:18:45.8Z,2,REGULAR,substitution,in,[],201588,,,1610612749,54,48,2021-11-10T01:19:04Z,2700000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M14.00S,2021-11-10T01:19:36.4Z,2,REGULAR,3pt,Jump Shot,[],1628400,89.53679369250986,94.36274509803921,1610612749,54,51,2021-11-10T01:20:01Z,2710000,222.0,46.0,1,right,S. Ojeleye 3PT  (11 PTS) (G. Allen 1 AST),"[1628400, 1628960]",1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,22.65,Made,11.0,G. Allen,1628960.0,1.0,,,,,,,,,,,,,,
282,PT02M58.00S,2021-11-10T01:19:52.2Z,2,REGULAR,3pt,Jump Shot,[],1627788,32.50657030223391,31.617647058823522,1610612755,54,51,2021-11-10T01:20:04Z,2730000,92.0,253.0,1,left,MISS F. Korkmaz 26' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,26.93,Missed,,,,,,,,,,,,,,,,,,
283,PT02M58.00S,2021-11-10T01:19:52.2Z,2,REGULAR,rebound,defensive,[],1628400,,,1610612749,54,51,2021-11-10T01:20:04Z,2740000,,,0,,S. Ojeleye REBOUND (Off:2 Def:2),[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,282.0,,,,,,4.0,2.0,2.0,,,
284,PT02M56.00S,2021-11-10T01:20:06.1Z,2,REGULAR,foul,personal,[],203083,,,1610612749,54,51,2021-11-10T01:20:11Z,2750000,,,0,,A. Drummond personal FOUL (1 PF),"[203083, 1628400]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,1626302.0,1.0,0.0,Ojeleye,1628400.0,,,,,,
286,PT02M38.00S,2021-11-10T01:20:31.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629670,91.63929040735874,59.80392156862745,1610612749,54,53,2021-11-10T01:20:36Z,2770000,49.0,26.0,1,right,J. Nwora driving floating bank Jump Shot (4 PTS) (G. Allen 2 AST),"[1629670, 1628960]",1610612749.0,MIL,driving floating bank,,,Nwora,J. Nwora,,,,,5.55,Made,4.0,G. Allen,1628960.0,2.0,,,,,,,,,,,,,,
288,PT02M17.00S,2021-11-10T01:20:52.6Z,2,REGULAR,3pt,Jump Shot,[],1630194,3.5972404730617598,97.05882352941177,1610612755,54,53,2021-11-10T01:20:56Z,2790000,-235.0,-19.0,1,left,MISS P. Reed 3PT,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,23.6,Missed,,,,,,,,,,,,,,,,,,
289,PT02M15.00S,2021-11-10T01:20:54.6Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612749,54,53,2021-11-10T01:20:56Z,2800000,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,288.0,,,,,,1.0,1.0,0.0,,,
290,PT02M12.00S,2021-11-10T01:20:58.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628960,67.46057818659658,67.64705882352942,1610612749,54,56,2021-11-10T01:21:04Z,2810000,88.0,253.0,1,right,G. Allen 26' 3PT pullup (10 PTS),[1628960],1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,26.83,Made,10.0,,,,,,,,,,,,,,,,,
291,PT01M44.00S,2021-11-10T01:21:26.1Z,2,REGULAR,3pt,Jump Shot,[],1627788,23.308147174770042,9.068627450980387,1610612755,54,56,2021-11-10T01:21:31Z,2820000,205.0,167.0,1,left,MISS F. Korkmaz 26' step back 3PT,[1627788],1610612755.0,PHI,step back,,,Korkmaz,F. Korkmaz,,,,,26.39,Missed,,,,,,,,,,,,,,,,,,
292,PT01M41.00S,2021-11-10T01:21:29.3Z,2,REGULAR,rebound,offensive,[],1627788,,,1610612755,54,56,2021-11-10T01:21:29Z,2830000,,,0,,F. Korkmaz REBOUND (Off:1 Def:2),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,291.0,,,,,,3.0,2.0,1.0,,,
293,PT01M39.00S,2021-11-10T01:21:31.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630194,10.693166885676746,30.882352941176478,1610612755,54,56,2021-11-10T01:21:44Z,2840000,96.0,48.0,1,left,MISS P. Reed 10' pullup bank Shot,[1630194],1610612755.0,PHI,pullup bank,,,Reed,P. Reed,,,,,10.7,Missed,,,,,,,,,,,,,,,,,,
294,PT01M36.00S,2021-11-10T01:21:34.1Z,2,REGULAR,rebound,defensive,[],1629670,,,1610612749,54,56,2021-11-10T01:21:44Z,2850000,,,0,,J. Nwora REBOUND (Off:0 Def:1),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,293.0,,,,,,1.0,1.0,0.0,,,
295,PT01M26.00S,2021-11-10T01:21:44.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629670,95.05584756898817,50.73529411764706,1610612749,54,58,2021-11-10T01:21:51Z,2860000,4.0,-6.0,1,right,J. Nwora driving Layup (6 PTS),[1629670],1610612749.0,MIL,driving,,,Nwora,J. Nwora,,,,,0.7,Made,6.0,,,,,,,,,,,,,,,,,
296,PT01M12.00S,2021-11-10T01:21:57.7Z,2,REGULAR,2pt,Jump Shot,[],1630178,10.561760840998687,27.941176470588232,1610612755,54,58,2021-11-10T01:22:04Z,2870000,110.0,47.0,1,left,MISS T. Maxey 11' fadeaway Shot,[1630178],1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,11.98,Missed,,,,,,,,,,,,,,,,,,
297,PT01M06.00S,2021-11-10T01:22:03.7Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,54,58,2021-11-10T01:22:04Z,2880000,,,0,,A. Drummond REBOUND (Off:4 Def:5),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,296.0,,,,,,9.0,5.0,4.0,,,
298,PT01M06.00S,2021-11-10T01:22:03.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203083,5.590000152587891,50.0,1610612755,56,58,2021-11-10T01:22:03Z,2890000,0.0,0.0,1,left,A. Drummond tip Layup (8 PTS),[203083],1610612755.0,PHI,tip,,,Drummond,A. Drummond,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,
299,PT00M49.50S,2021-11-10T01:22:21.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,87.82851511169514,58.088235294117645,1610612749,56,58,2021-11-10T01:22:25Z,2900000,40.0,62.0,1,right,MISS B. Portis 7' Hook,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,7.39,Missed,,,,,,,,,,,,,,,,,,
300,PT00M46.90S,2021-11-10T01:22:24.3Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,56,58,2021-11-10T01:22:25Z,2910000,,,0,,A. Drummond REBOUND (Off:4 Def:6),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,299.0,,,,,,10.0,6.0,4.0,,,
301,PT00M39.00S,2021-11-10T01:22:34.2Z,2,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612755,56,58,2021-11-10T01:22:40Z,2920000,,,0,,G. Allen shooting personal FOUL (1 PF) (Milton 2 FT),"[1628960, 1629003]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,,,,,,,,,,1626302.0,1.0,0.0,Milton,1629003.0,,,,,,
303,PT00M39.00S,2021-11-10T01:23:07.1Z,2,REGULAR,freethrow,1 of 2,[],1629003,,,1610612755,57,58,2021-11-10T01:23:07Z,2940000,,,0,,S. Milton Free Throw 1 of 2 (10 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
304,PT00M39.00S,2021-11-10T01:23:08.6Z,2,REGULAR,substitution,out,[],203083,,,1610612755,57,58,2021-11-10T01:23:21Z,2950000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
305,PT00M39.00S,2021-11-10T01:23:08.6Z,2,REGULAR,substitution,out,[],1630194,,,1610612755,57,58,2021-11-10T01:23:21Z,2960000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
306,PT00M39.00S,2021-11-10T01:23:08.6Z,2,REGULAR,substitution,in,[],1627777,,,1610612755,57,58,2021-11-10T01:23:21Z,2970000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
307,PT00M39.00S,2021-11-10T01:23:08.6Z,2,REGULAR,substitution,in,[],201980,,,1610612755,57,58,2021-11-10T01:23:21Z,2980000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
308,PT00M39.00S,2021-11-10T01:23:32.0Z,2,REGULAR,freethrow,2 of 2,[],1629003,,,1610612755,58,58,2021-11-10T01:23:32Z,2990000,,,0,,S. Milton Free Throw 2 of 2 (11 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
309,PT00M32.40S,2021-11-10T01:23:39.6Z,2,REGULAR,3pt,Jump Shot,[],201588,66.93495400788436,62.00980392156863,1610612749,58,58,2021-11-10T01:23:44Z,3000000,60.0,258.0,1,right,MISS G. Hill 26' pullup 3PT,[201588],1610612749.0,MIL,pullup,,,Hill,G. Hill,,,,,26.52,Missed,,,,,,,,,,,,,,,,,,
310,PT00M29.40S,2021-11-10T01:23:42.6Z,2,REGULAR,rebound,offensive,[],1628400,,,1610612749,58,58,2021-11-10T01:23:42Z,3010000,,,0,,S. Ojeleye REBOUND (Off:3 Def:2),[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,309.0,,,,,,5.0,2.0,3.0,,,
312,PT00M24.30S,2021-11-10T01:24:00.3Z,2,REGULAR,violation,kicked ball,[],201980,,,1610612749,58,58,2021-11-10T01:24:06Z,3030000,,,0,,D. Green kicked ball VIOLATION,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,2715.0,,,,,,,,,,
313,PT00M18.80S,2021-11-10T01:24:09.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,74.29369250985545,14.705882352941174,1610612749,58,61,2021-11-10T01:24:13Z,3040000,-176.0,189.0,1,right,G. Allen 25' 3PT pullup (13 PTS),[1628960],1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,25.87,Made,13.0,,,,,,,,,,,,,,,,,
314,PT00M03.10S,2021-11-10T01:24:31.4Z,2,REGULAR,3pt,Jump Shot,[],1630178,26.330486202365307,86.51960784313725,1610612755,58,61,2021-11-10T01:24:35Z,3050000,-183.0,195.0,1,left,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,26.71,Missed,,,,,,,,,,,,,,,,,,
315,PT00M03.10S,2021-11-10T01:24:31.4Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,58,61,2021-11-10T01:24:35Z,3060000,,,0,,B. Portis REBOUND (Off:2 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,314.0,,,,,,4.0,2.0,2.0,,,
316,PT00M00.00S,2021-11-10T01:24:39.0Z,2,REGULAR,period,end,[],0,,,1610612749,58,61,2021-11-10T01:24:39Z,3070000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2021-11-10T01:40:14.5Z,3,REGULAR,substitution,out,['startperiod'],1627777,,,1610612749,58,61,2021-11-10T01:41:03Z,3080000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-11-10T01:40:14.5Z,3,REGULAR,substitution,out,['startperiod'],201980,,,1610612749,58,61,2021-11-10T01:41:03Z,3090000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-11-10T01:40:14.5Z,3,REGULAR,substitution,out,['startperiod'],1629670,,,1610612749,58,61,2021-11-10T01:41:03Z,3100000,,,0,,SUB out: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-11-10T01:40:14.5Z,3,REGULAR,substitution,out,['startperiod'],1628400,,,1610612749,58,61,2021-11-10T01:41:03Z,3110000,,,0,,SUB out: S. Ojeleye,[1628400],1610612749.0,MIL,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-11-10T01:40:14.5Z,3,REGULAR,substitution,in,['startperiod'],1630194,,,1610612749,58,61,2021-11-10T01:41:03Z,3120000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-11-10T01:40:14.5Z,3,REGULAR,substitution,in,['startperiod'],203083,,,1610612749,58,61,2021-11-10T01:41:03Z,3130000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2021-11-10T01:40:14.5Z,3,REGULAR,substitution,in,['startperiod'],201950,,,1610612749,58,61,2021-11-10T01:41:03Z,3140000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
324,PT12M00.00S,2021-11-10T01:40:14.5Z,3,REGULAR,substitution,in,['startperiod'],203507,,,1610612749,58,61,2021-11-10T01:41:03Z,3150000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
325,PT12M00.00S,2021-11-10T01:41:03.8Z,3,REGULAR,period,start,[],0,,,1610612749,58,61,2021-11-10T01:41:03Z,3160000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT11M48.00S,2021-11-10T01:41:17.6Z,3,REGULAR,2pt,Jump Shot,[],1626171,5.699737187910642,32.35294117647058,1610612749,58,63,2021-11-10T01:41:24Z,3170000,88.0,1.0,1,left,B. Portis 8' driving floating Jump Shot (10 PTS) (G. Allen 3 AST),"[1626171, 1628960]",1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,8.82,Made,10.0,G. Allen,1628960.0,3.0,,,,,,,,,,,,,,
328,PT11M48.00S,2021-11-10T01:41:25.1Z,3,REGULAR,foul,personal,['1freethrow'],203083,,,1610612749,58,63,2021-11-10T01:41:30Z,3190000,,,0,,A. Drummond shooting personal FOUL (2 PF) (Portis 1 FT),"[203083, 1626171]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,,,,,,,,,,2715.0,2.0,0.0,Portis,1626171.0,,,,,,
330,PT11M48.00S,2021-11-10T01:41:42.2Z,3,REGULAR,freethrow,1 of 1,[],1626171,,,1610612749,58,64,2021-11-10T01:41:42Z,3210000,,,0,,B. Portis Free Throw 1 of 1 (11 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
331,PT11M33.00S,2021-11-10T01:41:59.6Z,3,REGULAR,3pt,Jump Shot,[],1627788,70.08869908015768,24.509803921568633,1610612755,58,64,2021-11-10T01:42:03Z,3220000,-127.0,229.0,1,right,MISS F. Korkmaz 26' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,26.18,Missed,,,,,,,,,,,,,,,,,,
332,PT11M31.00S,2021-11-10T01:42:01.6Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,58,64,2021-11-10T01:42:03Z,3230000,,,0,,B. Portis REBOUND (Off:2 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,331.0,,,,,,5.0,3.0,2.0,,,
333,PT11M23.00S,2021-11-10T01:42:09.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201950,6.225361366622863,50.245098039215684,1610612749,58,66,2021-11-10T01:42:14Z,3240000,-1.0,6.0,1,left,J. Holiday driving finger roll Layup (4 PTS),[201950],1610612749.0,MIL,driving finger roll,,,Holiday,J. Holiday,,,,,0.61,Made,4.0,,,,,,,,,,,,,,,,,
334,PT11M22.00S,2021-11-10T01:42:15.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,58,66,2021-11-10T01:42:15Z,3250000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT11M00.00S,2021-11-10T01:45:57.4Z,3,REGULAR,3pt,Jump Shot,[],1629003,69.82588699080158,66.91176470588235,1610612755,58,66,2021-11-10T01:46:02Z,3260000,85.0,231.0,1,right,MISS S. Milton 24' step back 3PT,[1629003],1610612755.0,PHI,step back,,,Milton,S. Milton,,,,,24.61,Missed,,,,,,,,,,,,,,,,,,
336,PT10M56.00S,2021-11-10T01:46:01.4Z,3,REGULAR,rebound,defensive,[],201950,,,1610612749,58,66,2021-11-10T01:46:02Z,3270000,,,0,,J. Holiday REBOUND (Off:0 Def:5),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,335.0,,,,,,5.0,5.0,0.0,,,
337,PT10M51.00S,2021-11-10T01:46:05.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201950,31.980946123521676,60.049019607843135,1610612749,58,66,2021-11-10T01:46:13Z,3280000,-50.0,248.0,1,left,MISS J. Holiday 25' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,
338,PT10M50.00S,2021-11-10T01:46:06.4Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,58,66,2021-11-10T01:46:13Z,3290000,,,0,,A. Drummond REBOUND (Off:4 Def:7),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,337.0,,,,,,11.0,7.0,4.0,,,
339,PT10M46.00S,2021-11-10T01:46:13.8Z,3,REGULAR,foul,personal,['2freethrow'],201588,,,1610612755,58,66,2021-11-10T01:46:22Z,3300000,,,0,,G. Hill shooting personal FOUL (1 PF) (Milton 2 FT),"[201588, 1629003]",1610612749.0,MIL,shooting,,,Hill,G. Hill,,,,,,,,,,,,,,1626302.0,1.0,0.0,Milton,1629003.0,,,,,,
341,PT10M46.00S,2021-11-10T01:46:36.0Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629003,,,1610612755,59,66,2021-11-10T01:46:36Z,3320000,,,0,,S. Milton Free Throw 1 of 2 (12 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
342,PT10M46.00S,2021-11-10T01:46:50.8Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629003,,,1610612755,60,66,2021-11-10T01:46:50Z,3330000,,,0,,S. Milton Free Throw 2 of 2 (13 PTS),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
346,PT10M31.00S,2021-11-10T01:47:13.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,60,66,2021-11-10T01:47:13Z,3370000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT10M25.00S,2021-11-10T01:47:23.8Z,3,REGULAR,2pt,Jump Shot,[],1626171,7.802233902759525,76.47058823529412,1610612749,60,66,2021-11-10T01:50:48Z,3380000,-132.0,21.0,1,left,MISS B. Portis 13' driving floating Shot,[1626171],1610612749.0,MIL,driving floating,,,Portis,B. Portis,,,,,13.4,Missed,,,,,,,,,,,,,,,,,,
348,PT10M20.00S,2021-11-10T01:47:28.8Z,3,REGULAR,rebound,offensive,[],201588,,,1610612749,60,66,2021-11-10T01:47:29Z,3390000,,,0,,G. Hill REBOUND (Off:1 Def:0),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,347.0,,,,,,1.0,0.0,1.0,,,
349,PT10M20.00S,2021-11-10T01:47:28.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201588,5.590000152587891,50.0,1610612749,60,68,2021-11-10T01:47:28Z,3400000,0.0,0.0,1,left,G. Hill putback Layup (8 PTS),[201588],1610612749.0,MIL,putback,,,Hill,G. Hill,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,
350,PT10M11.00S,2021-11-10T01:47:40.2Z,3,REGULAR,2pt,Jump Shot,[],1630178,95.18725361366623,71.32352941176471,1610612755,62,68,2021-11-10T01:47:45Z,3410000,107.0,-7.0,1,right,T. Maxey 10' driving floating Jump Shot (21 PTS) (S. Milton 4 AST),"[1630178, 1629003]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,10.68,Made,21.0,S. Milton,1629003.0,4.0,,,,,,,,,,,,,,
352,PT10M11.00S,2021-11-10T01:47:42.4Z,3,REGULAR,foul,personal,['1freethrow'],201950,,,1610612755,62,68,2021-11-10T01:47:52Z,3430000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Maxey 1 FT),"[201950, 1630178]",1610612749.0,MIL,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,,,1151.0,1.0,0.0,Maxey,1630178.0,,,,,,
354,PT10M11.00S,2021-11-10T01:48:07.5Z,3,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,63,68,2021-11-10T01:48:07Z,3450000,,,0,,T. Maxey Free Throw 1 of 1 (22 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
355,PT10M02.00S,2021-11-10T01:48:20.5Z,3,REGULAR,foul,personal,[],1630194,,,1610612749,63,68,2021-11-10T01:48:25Z,3460000,,,0,,P. Reed personal FOUL (3 PF),"[1630194, 201588]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,2715.0,3.0,0.0,Hill,201588.0,,,,,,
357,PT09M55.00S,2021-11-10T01:48:39.6Z,3,REGULAR,turnover,bad pass,[],201588,,,1610612749,63,68,2021-11-10T01:48:43Z,3480000,,,0,,G. Hill bad pass TURNOVER (1 TO),"[201588, 1630194]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,1.0,Reed,1630194.0
358,PT09M55.00S,2021-11-10T01:48:39.6Z,3,REGULAR,steal,,[],1630194,,,1610612755,63,68,2021-11-10T01:54:01Z,3490000,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
359,PT09M52.00S,2021-11-10T01:48:42.8Z,3,REGULAR,turnover,lost ball,[],1629003,,,1610612755,63,68,2021-11-10T01:48:47Z,3500000,,,0,,S. Milton lost ball TURNOVER (1 TO),"[1629003, 201950]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,1.0,Holiday,201950.0
360,PT09M52.00S,2021-11-10T01:48:42.8Z,3,REGULAR,steal,,[],201950,,,1610612749,63,68,2021-11-10T01:48:44Z,3510000,,,0,,J. Holiday STEAL (2 STL),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
364,PT09M49.00S,2021-11-10T01:49:43.6Z,3,REGULAR,foul,personal,[],203083,,,1610612749,63,68,2021-11-10T01:49:48Z,3550000,,,0,,A. Drummond personal FOUL (3 PF),"[203083, 203507]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,1151.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,
