actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
185,PT08M13.00S,2022-02-13T01:16:28.3Z,2,REGULAR,turnover,out-of-bounds,[],202699,,,1610612755,40,31,2022-02-13T01:16:40Z,1790000,,,0,,T. Harris bad pass out-of-bounds TURNOVER (1 TO),[202699],1610612755.0,PHI,bad pass,,,Harris,T. Harris,,,,,,,,,,,1.0,,,203593.0,,,,,,,,,,
186,PT07M57.00S,2022-02-13T01:16:51.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201567,82.34231274638634,31.127450980392158,1610612739,40,33,2022-02-13T01:16:55Z,1800000,-94.0,113.0,1,right,K. Love 14' turnaround fadeaway Jump Shot (2 PTS) (C. LeVert 3 AST),"[201567, 1627747]",1610612739.0,CLE,turnaround fadeaway,,,Love,K. Love,,,,,14.76,Made,,,,,,,,,,,2.0,C. LeVert,1627747.0,3.0,,,,
187,PT07M39.00S,2022-02-13T01:17:09.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,11.645860709592641,49.754901960784316,1610612755,40,33,2022-02-13T01:17:12Z,1810000,1.0,57.0,1,left,MISS T. Maxey driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,5.7,Missed,,,,,,,,,,,,,,,,,,
188,PT07M37.00S,2022-02-13T01:17:11.1Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,40,33,2022-02-13T01:17:12Z,1820000,,,0,,C. LeVert REBOUND (Off:1 Def:1),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,187.0,2.0,1.0,1.0,,,,,,,,,,,,,,
189,PT07M35.00S,2022-02-13T01:17:13.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626224,74.98357424441524,85.5392156862745,1610612739,40,36,2022-02-13T01:17:25Z,1830000,178.0,183.0,1,right,C. Osman 25' 3PT running (11 PTS) (C. LeVert 4 AST),"[1626224, 1627747]",1610612739.0,CLE,running,,,Osman,C. Osman,,,,,25.49,Made,,,,,,,,,,,11.0,C. LeVert,1627747.0,4.0,,,,
191,PT07M34.00S,2022-02-13T01:17:20.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,40,36,2022-02-13T01:17:20Z,1850000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT07M34.00S,2022-02-13T01:20:03.8Z,2,REGULAR,substitution,out,[],1630194,,,1610612755,40,36,2022-02-13T01:20:06Z,1860000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
193,PT07M34.00S,2022-02-13T01:20:03.8Z,2,REGULAR,substitution,in,[],203954,,,1610612755,40,36,2022-02-13T01:20:06Z,1870000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
194,PT07M34.00S,2022-02-13T01:20:16.1Z,2,REGULAR,substitution,out,[],1630596,,,1610612755,40,36,2022-02-13T01:20:23Z,1880000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
195,PT07M34.00S,2022-02-13T01:20:16.1Z,2,REGULAR,substitution,in,[],1628386,,,1610612755,40,36,2022-02-13T01:20:23Z,1890000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
196,PT07M20.00S,2022-02-13T01:20:28.5Z,2,REGULAR,3pt,Jump Shot,[],1627777,8.754927726675426,97.79411764705883,1610612755,40,36,2022-02-13T01:20:33Z,1900000,-239.0,30.0,1,left,MISS G. Niang 24' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,24.09,Missed,,,,,,,,,,,,,,,,,,
197,PT07M16.00S,2022-02-13T01:20:32.5Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,40,36,2022-02-13T01:20:33Z,1910000,,,0,,C. LeVert REBOUND (Off:1 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,196.0,3.0,2.0,1.0,,,,,,,,,,,,,,
198,PT07M08.00S,2022-02-13T01:20:39.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,90.75229960578186,38.48039215686275,1610612739,40,36,2022-02-13T01:20:44Z,1920000,-58.0,34.0,1,right,MISS C. LeVert 6' driving Layup - blocked,"[1627747, 201980]",1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,6.71,Missed,,,,,,,,,,,,,,,Green,201980.0,,
199,PT07M08.00S,2022-02-13T01:20:39.5Z,2,REGULAR,block,,[],201980,,,1610612739,40,36,2022-02-13T01:20:42Z,1930000,,,0,,D. Green BLOCK (2 BLK),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
200,PT07M04.00S,2022-02-13T01:20:43.5Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,40,36,2022-02-13T01:20:44Z,1940000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,198.0,1.0,1.0,0.0,,,,,,,,,,,,,,
201,PT06M49.00S,2022-02-13T01:20:58.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,14.668199737187912,51.71568627450981,1610612755,42,36,2022-02-13T01:28:05Z,1950000,-9.0,85.0,1,left,J. Embiid 8' fadeaway Jump Shot (16 PTS),[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,8.58,Made,,,,,,,,,,,16.0,,,,,,,
202,PT06M29.00S,2022-02-13T01:21:18.4Z,2,REGULAR,3pt,Jump Shot,[],201567,69.59592641261499,73.0392156862745,1610612739,42,36,2022-02-13T01:21:24Z,1960000,115.0,233.0,1,right,MISS K. Love 26' pullup 3PT,[201567],1610612739.0,CLE,pullup,,,Love,K. Love,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,
203,PT06M28.00S,2022-02-13T01:21:19.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,42,36,2022-02-13T01:21:24Z,1970000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,202.0,,,,,,,,,,,,,,,,,
204,PT06M28.00S,2022-02-13T01:21:24.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,42,36,2022-02-13T01:21:24Z,1980000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT06M28.00S,2022-02-13T01:21:28.2Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,42,36,2022-02-13T01:21:40Z,1990000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M28.00S,2022-02-13T01:21:28.2Z,2,REGULAR,substitution,out,[],1627747,,,1610612755,42,36,2022-02-13T01:21:40Z,2000000,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M28.00S,2022-02-13T01:21:28.2Z,2,REGULAR,substitution,out,[],1626224,,,1610612755,42,36,2022-02-13T01:21:40Z,2010000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M28.00S,2022-02-13T01:21:28.2Z,2,REGULAR,substitution,in,[],1629680,,,1610612755,42,36,2022-02-13T01:21:40Z,2020000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M28.00S,2022-02-13T01:21:28.2Z,2,REGULAR,substitution,in,[],1629636,,,1610612755,42,36,2022-02-13T01:21:40Z,2030000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
210,PT06M28.00S,2022-02-13T01:21:28.2Z,2,REGULAR,substitution,in,[],1630171,,,1610612755,42,36,2022-02-13T01:21:40Z,2040000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
211,PT06M14.00S,2022-02-13T01:22:00.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203954,6.258212877792378,44.11764705882353,1610612755,42,36,2022-02-13T01:22:04Z,2050000,29.0,6.0,1,left,MISS J. Embiid driving Layup - blocked,"[203954, 1628386]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,3.01,Missed,,,,,,,,,,,,,,,Allen,1628386.0,,
212,PT06M14.00S,2022-02-13T01:22:00.2Z,2,REGULAR,block,,[],1628386,,,1610612755,42,36,2022-02-13T01:22:02Z,2060000,,,0,,J. Allen BLOCK (1 BLK),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,
213,PT06M11.00S,2022-02-13T01:22:03.2Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,42,36,2022-02-13T01:22:04Z,2070000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,211.0,1.0,1.0,0.0,,,,,,,,,,,,,,
214,PT06M09.00S,2022-02-13T01:22:05.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201567,69.20170827858082,17.15686274509804,1610612739,42,36,2022-02-13T01:22:11Z,2080000,-164.0,237.0,1,right,MISS K. Love 28' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,28.83,Missed,,,,,,,,,,,,,,,,,,
215,PT06M05.00S,2022-02-13T01:22:09.7Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,42,36,2022-02-13T01:22:11Z,2090000,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,214.0,2.0,2.0,0.0,,,,,,,,,,,,,,
216,PT05M59.00S,2022-02-13T01:22:15.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202699,28.86005256241787,17.892156862745097,1610612755,45,36,2022-02-13T01:22:23Z,2100000,161.0,219.0,1,left,T. Harris 27' 3PT  (5 PTS) (T. Maxey 1 AST),"[202699, 1630178]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,27.14,Made,,,,,,,,,,,5.0,T. Maxey,1630178.0,1.0,,,,
218,PT05M39.00S,2022-02-13T01:22:34.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,87.07293035479631,42.40196078431372,1610612739,45,38,2022-02-13T01:22:39Z,2120000,-38.0,69.0,1,right,D. Garland 7' driving floating Jump Shot (11 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,7.88,Made,,,,,,,,,,,11.0,,,,,,,
228,PT05M37.00S,2022-02-13T01:22:58.4Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612755,45,38,2022-02-13T01:24:15Z,2135000,,,0,,TEAM delay-of-game VIOLATION,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT05M26.00S,2022-02-13T01:23:14.2Z,2,REGULAR,foul,personal,[],1629731,,,1610612755,45,38,2022-02-13T01:23:17Z,2140000,,,0,,D. Wade personal FOUL (1 PF),"[1629731, 203954]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,203593.0,1.0,0.0,,,,,,,Embiid,203954.0
222,PT05M26.00S,2022-02-13T01:23:21.7Z,2,REGULAR,substitution,out,[],201567,,,1610612755,45,38,2022-02-13T01:23:24Z,2160000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,
223,PT05M26.00S,2022-02-13T01:23:21.7Z,2,REGULAR,substitution,in,[],1630596,,,1610612755,45,38,2022-02-13T01:23:24Z,2170000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
224,PT05M20.00S,2022-02-13T01:23:37.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,15.588042049934298,64.2156862745098,1610612755,45,38,2022-02-13T01:23:43Z,2180000,-71.0,94.0,1,left,MISS T. Harris 11' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,11.79,Missed,,,,,,,,,,,,,,,,,,
225,PT05M18.00S,2022-02-13T01:23:40.0Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,45,38,2022-02-13T01:23:40Z,2190000,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,224.0,3.0,3.0,0.0,,,,,,,,,,,,,,
226,PT05M13.00S,2022-02-13T01:23:49.4Z,2,REGULAR,foul,personal,[],202699,,,1610612739,45,38,2022-02-13T01:23:56Z,2200000,,,0,,T. Harris personal FOUL (1 PF),"[202699, 1628386]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,203593.0,1.0,0.0,,,,,,,Allen,1628386.0
229,PT04M55.00S,2022-02-13T01:24:24.7Z,2,REGULAR,turnover,lost ball,[],1629636,,,1610612739,45,38,2022-02-13T01:24:30Z,2220000,,,0,,D. Garland lost ball TURNOVER (2 TO),"[1629636, 1629680]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,2.0,Thybulle,1629680.0,,,,,,,,,,,
230,PT04M55.00S,2022-02-13T01:24:24.7Z,2,REGULAR,steal,,[],1629680,,,1610612755,45,38,2022-02-13T01:24:27Z,2230000,,,0,,M. Thybulle STEAL (3 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
231,PT04M54.00S,2022-02-13T01:24:29.8Z,2,REGULAR,foul,personal,['2freethrow'],1629731,,,1610612755,45,38,2022-02-13T01:24:36Z,2240000,,,0,,D. Wade shooting personal FOUL (2 PF) (Maxey 2 FT),"[1629731, 1630178]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,,,,,,,,,,203593.0,2.0,0.0,,,,,,,Maxey,1630178.0
233,PT04M54.00S,2022-02-13T01:24:53.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630178,,,1610612755,45,38,2022-02-13T01:24:53Z,2260000,,,0,,MISS T. Maxey Free Throw 1 of 2,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Missed,,,,,,,,,,,,,,,,,,
234,PT04M54.00S,2022-02-13T01:24:53.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,45,38,2022-02-13T01:24:53Z,2270000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,233.0,,,,,,,,,,,,,,,,,
235,PT04M54.00S,2022-02-13T01:25:10.1Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630178,,,1610612755,46,38,2022-02-13T01:25:10Z,2280000,,,0,,T. Maxey Free Throw 2 of 2 (6 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
236,PT04M34.00S,2022-02-13T01:25:31.2Z,2,REGULAR,2pt,Jump Shot,[],1629636,94.43166885676742,24.264705882352942,1610612739,46,40,2022-02-13T01:25:35Z,2290000,-129.0,0.0,1,right,D. Garland 12' fadeaway Jump Shot (13 PTS),[1629636],1610612739.0,CLE,fadeaway,,,Garland,D. Garland,,,,,12.87,Made,,,,,,,,,,,13.0,,,,,,,
237,PT04M23.00S,2022-02-13T01:25:41.8Z,2,REGULAR,3pt,Jump Shot,[],202699,32.53942181340342,42.15686274509804,1610612755,46,40,2022-02-13T01:25:45Z,2300000,39.0,253.0,1,left,MISS T. Harris 25' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,
238,PT04M21.00S,2022-02-13T01:25:43.8Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,46,40,2022-02-13T01:25:45Z,2310000,,,0,,E. Mobley REBOUND (Off:0 Def:4),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,237.0,4.0,4.0,0.0,,,,,,,,,,,,,,
239,PT04M17.00S,2022-02-13T01:25:48.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,66.44218134034165,46.81372549019608,1610612739,46,43,2022-02-13T01:25:55Z,2320000,-16.0,263.0,1,right,D. Garland 26' 3PT running pullup (16 PTS),[1629636],1610612739.0,CLE,running pullup,,,Garland,D. Garland,,,,,26.34,Made,,,,,,,,,,,16.0,,,,,,,
240,PT03M55.00S,2022-02-13T01:26:11.4Z,2,REGULAR,3pt,Jump Shot,[],203954,26.363337713534822,12.745098039215685,1610612755,49,43,2022-02-13T01:26:15Z,2330000,186.0,195.0,1,left,J. Embiid 26' 3PT  (19 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,26.99,Made,,,,,,,,,,,19.0,,,,,,,
241,PT03M45.00S,2022-02-13T01:26:20.9Z,2,REGULAR,2pt,Jump Shot,[],1629636,78.0059132720105,48.77450980392157,1610612739,49,43,2022-02-13T01:26:25Z,2340000,-6.0,154.0,1,right,MISS D. Garland 15' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,15.43,Missed,,,,,,,,,,,,,,,,,,
242,PT03M41.00S,2022-02-13T01:26:24.9Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,49,43,2022-02-13T01:26:25Z,2350000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,241.0,1.0,1.0,0.0,,,,,,,,,,,,,,
243,PT03M30.00S,2022-02-13T01:26:37.6Z,2,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612755,49,43,2022-02-13T01:26:43Z,2360000,,,0,,E. Mobley shooting personal FOUL (2 PF) (Embiid 2 FT),"[1630596, 203954]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,,,,,,,,,,1155.0,2.0,1.0,,,,,,,Embiid,203954.0
245,PT03M30.00S,2022-02-13T01:27:11.8Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,50,43,2022-02-13T01:27:11Z,2380000,,,0,,J. Embiid Free Throw 1 of 2 (20 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,,,20.0,,,,,,,
246,PT03M30.00S,2022-02-13T01:27:35.1Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,51,43,2022-02-13T01:27:35Z,2390000,,,0,,J. Embiid Free Throw 2 of 2 (21 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,,,21.0,,,,,,,
247,PT03M21.00S,2022-02-13T01:27:46.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,92.9862023653088,55.88235294117647,1610612739,51,45,2022-02-13T01:27:59Z,2400000,29.0,13.0,1,right,D. Garland driving floating bank Jump Shot (18 PTS),[1629636],1610612739.0,CLE,driving floating bank,,,Garland,D. Garland,,,,,3.23,Made,,,,,,,,,,,18.0,,,,,,,
249,PT02M54.00S,2022-02-13T01:28:12.1Z,2,REGULAR,2pt,Jump Shot,[],203954,14.14257555847569,33.82352941176471,1610612755,51,45,2022-02-13T01:28:15Z,2410000,81.0,80.0,1,left,MISS J. Embiid 11' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,11.41,Missed,,,,,,,,,,,,,,,,,,
250,PT02M52.00S,2022-02-13T01:28:14.1Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,51,45,2022-02-13T01:28:15Z,2420000,,,0,,E. Mobley REBOUND (Off:0 Def:5),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,249.0,5.0,5.0,0.0,,,,,,,,,,,,,,
251,PT02M44.00S,2022-02-13T01:28:22.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628386,91.67214191852825,47.30392156862745,1610612739,51,47,2022-02-13T01:28:27Z,2430000,-13.0,26.0,1,right,J. Allen driving Layup (6 PTS) (D. Wade 1 AST),"[1628386, 1629731]",1610612739.0,CLE,driving,,,Allen,J. Allen,,,,,2.91,Made,,,,,,,,,,,6.0,D. Wade,1629731.0,1.0,,,,
253,PT02M27.00S,2022-02-13T01:28:41.6Z,2,REGULAR,turnover,out-of-bounds,[],203954,,,1610612755,51,47,2022-02-13T01:28:48Z,2450000,,,0,,J. Embiid bad pass out-of-bounds TURNOVER (2 TO),[203954],1610612755.0,PHI,bad pass,,,Embiid,J. Embiid,,,,,,,,,,,2.0,,,1162.0,,,,,,,,,,
254,PT02M27.00S,2022-02-13T01:28:51.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,51,47,2022-02-13T01:28:51Z,2460000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT02M27.00S,2022-02-13T01:31:23.6Z,2,REGULAR,substitution,out,[],202699,,,1610612739,51,47,2022-02-13T01:31:39Z,2470000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
256,PT02M27.00S,2022-02-13T01:31:23.6Z,2,REGULAR,substitution,out,[],1629731,,,1610612739,51,47,2022-02-13T01:31:39Z,2480000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
257,PT02M27.00S,2022-02-13T01:31:23.6Z,2,REGULAR,substitution,in,[],1627777,,,1610612739,51,47,2022-02-13T01:31:39Z,2490000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
258,PT02M27.00S,2022-02-13T01:31:23.6Z,2,REGULAR,substitution,in,[],1627747,,,1610612739,51,47,2022-02-13T01:31:39Z,2500000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
259,PT02M13.00S,2022-02-13T01:31:52.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629636,78.53153745072274,45.09803921568628,1610612739,51,49,2022-02-13T01:31:57Z,2510000,-25.0,149.0,1,right,D. Garland 15' Jump Shot (20 PTS) (C. LeVert 5 AST),"[1629636, 1627747]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,15.13,Made,,,,,,,,,,,20.0,C. LeVert,1627747.0,5.0,,,,
261,PT01M52.00S,2022-02-13T01:32:18.3Z,2,REGULAR,foul,personal,['2freethrow'],1628386,,,1610612755,51,49,2022-02-13T01:32:31Z,2530000,,,0,,J. Allen shooting personal FOUL (2 PF) (Embiid 2 FT),"[1628386, 203954]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,,,,,,,,,,203593.0,2.0,0.0,,,,,,,Embiid,203954.0
263,PT01M52.00S,2022-02-13T01:32:56.8Z,2,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,52,49,2022-02-13T01:33:23Z,2550000,,,0,,J. Embiid Free Throw 1 of 2 (22 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Made,,,,,,,,,,,22.0,,,,,,,
264,PT01M52.00S,2022-02-13T01:32:56.8Z,2,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,52,49,2022-02-13T01:33:23Z,2560000,,,0,,MISS J. Embiid Free Throw 2 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,Missed,,,,,,,,,,,,,,,,,,
265,PT01M48.00S,2022-02-13T01:33:00.8Z,2,REGULAR,rebound,offensive,[],1627777,,,1610612755,52,49,2022-02-13T01:33:23Z,2570000,,,0,,G. Niang REBOUND (Off:1 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,264.0,2.0,1.0,1.0,,,,,,,,,,,,,,
266,PT01M40.00S,2022-02-13T01:33:28.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203954,6.652431011826544,50.73529411764706,1610612755,54,49,2022-02-13T01:38:55Z,2580000,-4.0,10.0,1,left,J. Embiid cutting DUNK (24 PTS) (G. Niang 1 AST),"[203954, 1627777]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,1.07,Made,,,,,,,,,,,24.0,G. Niang,1627777.0,1.0,,,,
268,PT01M24.00S,2022-02-13T01:34:03.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630171,87.72996057818659,45.34313725490196,1610612739,54,51,2022-02-13T01:34:18Z,2600000,-23.0,63.0,1,right,I. Okoro 6' driving floating Jump Shot (2 PTS),[1630171],1610612739.0,CLE,driving floating,,,Okoro,I. Okoro,,,,,6.7,Made,,,,,,,,,,,2.0,,,,,,,
269,PT01M00.00S,2022-02-13T01:34:08.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,7.046649145860711,56.127450980392155,1610612755,56,51,2022-02-13T01:34:21Z,2610000,-31.0,14.0,1,left,T. Maxey driving floating Jump Shot (8 PTS) (M. Thybulle 2 AST),"[1630178, 1629680]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,3.35,Made,,,,,,,,,,,8.0,M. Thybulle,1629680.0,2.0,,,,
271,PT00M50.20S,2022-02-13T01:34:19.7Z,2,REGULAR,turnover,bad pass,[],1627747,,,1610612739,56,51,2022-02-13T01:34:25Z,2630000,,,0,,C. LeVert bad pass TURNOVER (2 TO),"[1627747, 203954]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,2.0,Embiid,203954.0,,,,,,,,,,,
272,PT00M50.20S,2022-02-13T01:34:19.7Z,2,REGULAR,steal,,[],203954,,,1610612755,56,51,2022-02-13T01:34:21Z,2640000,,,0,,J. Embiid STEAL (1 STL),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
273,PT00M32.90S,2022-02-13T01:34:37.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203954,11.514454664914586,72.05882352941177,1610612755,56,51,2022-02-13T01:34:41Z,2650000,-110.0,56.0,1,left,MISS J. Embiid 12' Jump Shot,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,12.36,Missed,,,,,,,,,,,,,,,,,,
