actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
649,PT04M09.00S,2022-04-09T19:14:15.9Z,4,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612754,119,107,2022-04-09T19:14:25Z,6390000,,,0,,T. Haliburton lost ball out-of-bounds TURNOVER (6 TO),[1630169],1610612754.0,IND,lost ball,,,Haliburton,T. Haliburton,,,,,1627962.0,,,,,,,,,,,,,,,,,6.0,,
650,PT04M09.00S,2022-04-09T19:14:26.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,119,107,2022-04-09T19:14:26Z,6400000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT03M52.00S,2022-04-09T19:17:30.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201935,68.67608409986859,62.5,1610612755,122,107,2022-04-09T19:17:37Z,6410000,62.0,242.0,1,right,J. Harden 24' 3PT  (22 PTS) (D. Green 3 AST),"[201935, 201980]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,Made,,22.0,24.98,,,D. Green,201980.0,3.0,,,,,,
653,PT03M32.00S,2022-04-09T19:17:49.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630678,12.040078843626807,58.333333333333336,1610612754,122,109,2022-04-09T19:17:55Z,6430000,-42.0,61.0,1,left,T. Taylor 7' driving floating Jump Shot (8 PTS) (L. Stephenson 5 AST),"[1630678, 202362]",1610612754.0,IND,driving floating,,,Taylor,T. Taylor,,,,,,,,,,Made,,8.0,7.36,,,L. Stephenson,202362.0,5.0,,,,,,
655,PT03M14.00S,2022-04-09T19:18:07.7Z,4,REGULAR,3pt,Jump Shot,[],201980,90.62089356110381,94.6078431372549,1610612755,122,109,2022-04-09T19:18:16Z,6450000,223.0,36.0,1,right,MISS D. Green 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,Missed,,,22.58,,,,,,,,,,,
656,PT03M10.00S,2022-04-09T19:18:11.7Z,4,REGULAR,rebound,offensive,[],203954,,,1610612755,122,109,2022-04-09T19:18:16Z,6460000,,,0,,J. Embiid REBOUND (Off:5 Def:15),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,655.0,,,,,,,,20.0,15.0,5.0,,,
657,PT03M02.00S,2022-04-09T19:18:20.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201980,93.51182654402102,95.34313725490196,1610612755,125,109,2022-04-09T19:18:25Z,6470000,227.0,8.0,1,right,D. Green 3PT  (15 PTS) (J. Harden 14 AST),"[201980, 201935]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,Made,,15.0,22.69,,,J. Harden,201935.0,14.0,,,,,,
659,PT02M53.00S,2022-04-09T19:18:31.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,13.485545335085414,51.470588235294116,1610612754,125,109,2022-04-09T19:18:44Z,6490000,-7.0,74.0,1,left,MISS T. Taylor 7' Layup - blocked,"[1630678, 201980]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,Missed,,,7.47,Green,201980.0,,,,,,,,,
661,PT02M53.00S,2022-04-09T19:18:31.1Z,4,REGULAR,block,,[],201980,,,1610612754,125,109,2022-04-09T19:18:44Z,6495000,,,0,,D. Green BLOCK (1 BLK),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
660,PT02M53.00S,2022-04-09T19:18:31.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,125,109,2022-04-09T19:20:03Z,6500000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,659.0,,,,,,,,,,,,,
662,PT02M53.00S,2022-04-09T19:19:03.9Z,4,REGULAR,substitution,out,[],202362,,,1610612755,125,109,2022-04-09T19:19:19Z,6510000,,,0,,SUB out: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
663,PT02M53.00S,2022-04-09T19:19:03.9Z,4,REGULAR,substitution,out,[],1627741,,,1610612755,125,109,2022-04-09T19:19:19Z,6520000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
664,PT02M53.00S,2022-04-09T19:19:03.9Z,4,REGULAR,substitution,out,[],1630169,,,1610612755,125,109,2022-04-09T19:19:19Z,6530000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
665,PT02M53.00S,2022-04-09T19:19:03.9Z,4,REGULAR,substitution,in,[],204456,,,1610612755,125,109,2022-04-09T19:19:19Z,6540000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,
666,PT02M53.00S,2022-04-09T19:19:03.9Z,4,REGULAR,substitution,in,[],1630613,,,1610612755,125,109,2022-04-09T19:19:19Z,6550000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
667,PT02M53.00S,2022-04-09T19:19:03.9Z,4,REGULAR,substitution,in,[],1628221,,,1610612755,125,109,2022-04-09T19:19:19Z,6560000,,,0,,SUB in: G. York,[1628221],1610612754.0,IND,,,,York,G. York,,,,,,,,,,,,,,,,,,,,,,,,
668,PT02M49.00S,2022-04-09T19:19:22.9Z,4,REGULAR,jumpball,recovered,[],201935,,,1610612755,125,109,2022-04-09T19:19:22Z,6570000,,,0,,Jump Ball D. Green vs. T. Taylor: Tip to J. Harden,"[201935, 201980, 1630678]",1610612755.0,PHI,heldball,J. Harden,201935.0,Harden,J. Harden,Green,201980.0,Taylor,1630678.0,,,,,,,,,,,,,,,,,,,,
671,PT02M38.00S,2022-04-09T19:19:36.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630678,,,1610612755,125,109,2022-04-09T19:19:42Z,6600000,,,0,,T. Taylor personal FOUL (2 PF) (Embiid 2 FT),"[1630678, 203954]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,1628953.0,2.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
673,PT02M38.00S,2022-04-09T19:20:00.3Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,125,109,2022-04-09T19:20:00Z,6620000,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Missed,,,,,,,,,,,,,,
674,PT02M38.00S,2022-04-09T19:20:00.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,125,109,2022-04-09T19:20:00Z,6630000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,673.0,,,,,,,,,,,,,
675,PT02M38.00S,2022-04-09T19:20:08.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,125,109,2022-04-09T19:20:08Z,6640000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT02M38.00S,2022-04-09T19:21:48.2Z,4,REGULAR,substitution,out,[],202699,,,1610612755,125,109,2022-04-09T19:22:02Z,6650000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
677,PT02M38.00S,2022-04-09T19:21:48.2Z,4,REGULAR,substitution,out,[],1629052,,,1610612755,125,109,2022-04-09T19:22:02Z,6660000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
678,PT02M38.00S,2022-04-09T19:21:48.2Z,4,REGULAR,substitution,in,[],1629680,,,1610612755,125,109,2022-04-09T19:22:02Z,6670000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
679,PT02M38.00S,2022-04-09T19:21:48.2Z,4,REGULAR,substitution,in,[],202362,,,1610612755,125,109,2022-04-09T19:22:02Z,6680000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
680,PT02M38.00S,2022-04-09T19:22:10.2Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,126,109,2022-04-09T19:22:10Z,6690000,,,0,,J. Embiid Free Throw 2 of 2 (39 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,,39.0,,,,,,,,,,,,
681,PT02M23.00S,2022-04-09T19:22:27.4Z,4,REGULAR,3pt,Jump Shot,[],1630678,30.831143232588698,67.8921568627451,1610612754,126,109,2022-04-09T19:22:33Z,6700000,-89.0,237.0,1,left,MISS T. Taylor 25' step back 3PT,[1630678],1610612754.0,IND,step back,,,Taylor,T. Taylor,,,,,,,,,,Missed,,,25.36,,,,,,,,,,,
682,PT02M19.00S,2022-04-09T19:22:31.4Z,4,REGULAR,rebound,defensive,[],201980,,,1610612755,126,109,2022-04-09T19:22:33Z,6710000,,,0,,D. Green REBOUND (Off:2 Def:2),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,681.0,,,,,,,,4.0,2.0,2.0,,,
683,PT02M05.00S,2022-04-09T19:22:44.8Z,4,REGULAR,2pt,Jump Shot,[],1630178,92.06636005256242,66.42156862745098,1610612755,128,109,2022-04-09T19:22:50Z,6720000,82.0,22.0,1,right,T. Maxey 8' floating Jump Shot (18 PTS),[1630178],1610612755.0,PHI,floating,,,Maxey,T. Maxey,,,,,,,,,,Made,,18.0,8.5,,,,,,,,,,,
684,PT02M00.00S,2022-04-09T19:22:49.2Z,4,REGULAR,turnover,bad pass,[],1630678,,,1610612754,128,109,2022-04-09T19:22:55Z,6730000,,,0,,T. Taylor bad pass TURNOVER (2 TO),"[1630678, 201980]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,2.0,Green,201980.0
685,PT02M00.00S,2022-04-09T19:22:49.2Z,4,REGULAR,steal,,[],201980,,,1610612755,128,109,2022-04-09T19:22:51Z,6740000,,,0,,D. Green STEAL (3 STL),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
686,PT01M56.00S,2022-04-09T19:22:53.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201980,91.27792378449409,2.450980392156863,1610612755,128,109,2022-04-09T19:22:57Z,6750000,-238.0,29.0,1,right,MISS D. Green 3PT,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,Missed,,,23.95,,,,,,,,,,,
687,PT01M54.00S,2022-04-09T19:22:55.3Z,4,REGULAR,rebound,defensive,[],204456,,,1610612754,128,109,2022-04-09T19:22:55Z,6760000,,,0,,T. McConnell REBOUND (Off:0 Def:3),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,686.0,,,,,,,,3.0,3.0,0.0,,,
688,PT01M52.00S,2022-04-09T19:22:58.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",204456,7.835085413929041,52.20588235294118,1610612754,128,111,2022-04-09T19:23:09Z,6770000,-11.0,21.0,1,left,T. McConnell running finger roll Layup (8 PTS),[204456],1610612754.0,IND,running finger roll,,,McConnell,T. McConnell,,,,,,,,,,Made,,8.0,2.38,,,,,,,,,,,
689,PT01M33.00S,2022-04-09T19:23:21.1Z,4,REGULAR,turnover,traveling,[],203954,,,1610612755,128,111,2022-04-09T19:23:28Z,6780000,,,0,,J. Embiid traveling TURNOVER (5 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,200832.0,,,,,,,,,,,,,,,,,5.0,,
690,PT01M33.00S,2022-04-09T19:23:25.3Z,4,REGULAR,substitution,out,[],201935,,,1610612754,128,111,2022-04-09T19:23:28Z,6790000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
691,PT01M33.00S,2022-04-09T19:23:25.3Z,4,REGULAR,substitution,in,[],1630198,,,1610612754,128,111,2022-04-09T19:23:28Z,6800000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
692,PT01M23.00S,2022-04-09T19:23:44.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204456,11.251642575558476,36.029411764705884,1610612754,128,113,2022-04-09T19:23:50Z,6810000,70.0,53.0,1,left,T. McConnell 8' fadeaway Jump Shot (10 PTS),[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,,,,,,Made,,10.0,8.79,,,,,,,,,,,
693,PT01M00.00S,2022-04-09T19:24:13.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628221,,,1610612755,128,113,2022-04-09T19:24:29Z,6820000,,,0,,G. York shooting personal FOUL (3 PF) (Embiid 2 FT),"[1628221, 203954]",1610612754.0,IND,shooting,,,York,G. York,,,,,1627962.0,3.0,0.0,Embiid,203954.0,,,,,,,,,,,,,,,
695,PT01M00.00S,2022-04-09T19:24:40.2Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,129,113,2022-04-09T19:24:40Z,6840000,,,0,,J. Embiid Free Throw 1 of 2 (40 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,,40.0,,,,,,,,,,,,
696,PT01M00.00S,2022-04-09T19:24:49.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,129,113,2022-04-09T19:24:49Z,6850000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT01M00.00S,2022-04-09T19:26:07.2Z,4,REGULAR,substitution,out,[],1630178,,,1610612755,129,113,2022-04-09T19:26:28Z,6860000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
698,PT01M00.00S,2022-04-09T19:26:07.2Z,4,REGULAR,substitution,out,[],201980,,,1610612755,129,113,2022-04-09T19:26:28Z,6870000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
699,PT01M00.00S,2022-04-09T19:26:07.2Z,4,REGULAR,substitution,in,[],1629003,,,1610612755,129,113,2022-04-09T19:26:28Z,6880000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
700,PT01M00.00S,2022-04-09T19:26:07.2Z,4,REGULAR,substitution,in,[],1627788,,,1610612755,129,113,2022-04-09T19:26:28Z,6890000,,,0,,SUB in: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
701,PT01M00.00S,2022-04-09T19:26:41.3Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,130,113,2022-04-09T19:26:41Z,6900000,,,0,,J. Embiid Free Throw 2 of 2 (41 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,Made,,41.0,,,,,,,,,,,,
702,PT00M58.90S,2022-04-09T19:26:47.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612754,130,113,2022-04-09T19:26:53Z,6910000,,,0,,J. Embiid take personal FOUL (4 PF) (McConnell 2 FT),"[203954, 204456]",1610612755.0,PHI,take,,,Embiid,J. Embiid,,,,,200832.0,4.0,0.0,McConnell,204456.0,,,,,,,,,,,,,,,
704,PT00M58.90S,2022-04-09T19:27:05.6Z,4,REGULAR,substitution,out,[],203954,,,1610612754,130,113,2022-04-09T19:27:08Z,6930000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
705,PT00M58.90S,2022-04-09T19:27:05.6Z,4,REGULAR,substitution,in,[],1630194,,,1610612754,130,113,2022-04-09T19:27:08Z,6940000,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
706,PT00M58.90S,2022-04-09T19:27:25.2Z,4,REGULAR,freethrow,1 of 2,[],204456,,,1610612754,130,114,2022-04-09T19:27:25Z,6950000,,,0,,T. McConnell Free Throw 1 of 2 (11 PTS),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,Made,,11.0,,,,,,,,,,,,
707,PT00M58.90S,2022-04-09T19:27:40.0Z,4,REGULAR,freethrow,2 of 2,[],204456,,,1610612754,130,115,2022-04-09T19:27:40Z,6960000,,,0,,T. McConnell Free Throw 2 of 2 (12 PTS),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
708,PT00M50.90S,2022-04-09T19:27:50.1Z,4,REGULAR,3pt,Jump Shot,[],1630198,67.7562417871222,60.049019607843135,1610612755,133,115,2022-04-09T19:27:55Z,6970000,50.0,251.0,1,right,I. Joe 25' 3PT pullup (5 PTS) (S. Milton 8 AST),"[1630198, 1629003]",1610612755.0,PHI,pullup,,,Joe,I. Joe,,,,,,,,,,Made,,5.0,25.56,,,S. Milton,1629003.0,8.0,,,,,,
710,PT00M34.40S,2022-04-09T19:28:12.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,6.389618922470433,52.20588235294118,1610612754,133,117,2022-04-09T19:28:21Z,6990000,-11.0,8.0,1,left,T. Taylor driving Layup (10 PTS) (G. York 2 AST),"[1630678, 1628221]",1610612754.0,IND,driving,,,Taylor,T. Taylor,,,,,,,,,,Made,,10.0,1.34,,,G. York,1628221.0,2.0,,,,,,
712,PT00M34.40S,2022-04-09T19:28:15.0Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630198,,,1610612754,133,117,2022-04-09T19:28:35Z,7010000,,,0,,I. Joe shooting personal FOUL (1 PF) (Taylor 1 FT),"[1630198, 1630678]",1610612755.0,PHI,shooting,,,Joe,I. Joe,,,,,1627962.0,1.0,0.0,Taylor,1630678.0,,,,,,,,,,,,,,,
714,PT00M34.40S,2022-04-09T19:28:41.5Z,4,REGULAR,freethrow,1 of 1,[],1630678,,,1610612754,133,117,2022-04-09T19:28:44Z,7030000,,,0,,MISS T. Taylor Free Throw 1 of 1,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,Missed,,,,,,,,,,,,,,
715,PT00M33.00S,2022-04-09T19:28:42.9Z,4,REGULAR,rebound,defensive,[],1630194,,,1610612755,133,117,2022-04-09T19:28:44Z,7040000,,,0,,P. Reed REBOUND (Off:3 Def:2),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,714.0,,,,,,,,5.0,2.0,3.0,,,
716,PT00M10.10S,2022-04-09T19:29:08.5Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612755,133,117,2022-04-09T19:29:16Z,7050000,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,1628953.0,,,,,,,,,,,,,,,,,,,
717,PT00M06.10S,2022-04-09T19:29:23.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628221,16.113666228646515,96.56862745098039,1610612754,133,120,2022-04-09T19:29:29Z,7060000,-233.0,99.0,1,left,G. York 25' 3PT  (7 PTS) (D. Washington Jr. 2 AST),"[1628221, 1630613]",1610612754.0,IND,,,,York,G. York,,,,,,,,,,Made,,7.0,25.3,,,D. Washington Jr.,1630613.0,2.0,,,,,,
719,PT00M00.00S,2022-04-09T19:29:37.5Z,4,REGULAR,period,end,[],0,,,1610612755,133,120,2022-04-09T19:29:37Z,7080000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,PT00M00.00S,2022-04-09T19:29:51.8Z,4,REGULAR,game,end,[],0,,,0,133,120,2022-04-09T19:29:51Z,7090000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
