actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
188,PT00M00.00S,2022-04-09T17:41:44.1Z,1,REGULAR,period,end,[],0,,,1610612754,37,23,2022-04-09T17:41:44Z,1880000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2022-04-09T17:42:34.0Z,2,REGULAR,substitution,out,['startperiod'],201935,,,1610612754,37,23,2022-04-09T17:44:15Z,1890000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2022-04-09T17:42:34.0Z,2,REGULAR,substitution,out,['startperiod'],1627788,,,1610612754,37,23,2022-04-09T17:44:15Z,1900000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2022-04-09T17:42:34.0Z,2,REGULAR,substitution,in,['startperiod'],202699,,,1610612754,37,23,2022-04-09T17:44:15Z,1920000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2022-04-09T17:42:34.0Z,2,REGULAR,substitution,in,['startperiod'],1630178,,,1610612754,37,23,2022-04-09T17:44:15Z,1930000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2022-04-09T17:42:34.0Z,2,REGULAR,substitution,in,['startperiod'],1629052,,,1610612754,37,23,2022-04-09T17:44:15Z,1940000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
203,PT12M00.00S,2022-04-09T17:42:34.0Z,2,REGULAR,substitution,out,['startperiod'],1630613,,,1610612754,37,23,2022-04-09T17:45:39Z,1945000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2022-04-09T17:44:33.4Z,2,REGULAR,period,start,[],0,,,1610612754,37,23,2022-04-09T17:44:33Z,1950000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT11M46.00S,2022-04-09T17:44:47.2Z,2,REGULAR,turnover,bad pass,[],1630543,,,1610612754,37,23,2022-04-09T17:46:50Z,1960000,,,0,,I. Jackson bad pass TURNOVER (2 TO),"[1630543, 1629680]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,2.0,Thybulle,1629680.0
197,PT11M46.00S,2022-04-09T17:44:47.2Z,2,REGULAR,steal,,[],1629680,,,1610612755,37,23,2022-04-09T17:44:50Z,1970000,,,0,,M. Thybulle STEAL (1 STL),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
198,PT11M36.00S,2022-04-09T17:44:57.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630194,5.863994743758213,49.01960784313725,1610612755,39,23,2022-04-09T17:45:02Z,1980000,5.0,3.0,1,left,P. Reed driving DUNK (6 PTS) (S. Milton 1 AST),"[1630194, 1629003]",1610612755.0,PHI,driving,,,Reed,P. Reed,,,,,,,,,,Made,,6.0,0.55,,,S. Milton,1629003.0,1.0,,,,,,
200,PT11M22.00S,2022-04-09T17:45:14.9Z,2,REGULAR,foul,personal,['2freethrow'],202699,,,1610612754,39,23,2022-04-09T17:45:24Z,2000000,,,0,,T. Harris shooting personal FOUL (2 PF) (Brissett 2 FT),"[202699, 1629052]",1610612755.0,PHI,shooting,,,Harris,T. Harris,,,,,1627962.0,2.0,0.0,Brissett,1629052.0,,,,,,,,,,,,,,,
202,PT11M22.00S,2022-04-09T17:45:37.1Z,2,REGULAR,freethrow,1 of 2,[],1629052,,,1610612754,39,24,2022-04-09T17:45:55Z,2020000,,,0,,O. Brissett Free Throw 1 of 2 (4 PTS),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
204,PT11M22.00S,2022-04-09T17:45:37.1Z,2,REGULAR,freethrow,2 of 2,[],1629052,,,1610612754,39,24,2022-04-09T17:45:55Z,2030000,,,0,,MISS O. Brissett Free Throw 2 of 2,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Missed,,,,,,,,,,,,,,
205,PT11M19.00S,2022-04-09T17:45:40.1Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,39,24,2022-04-09T17:45:55Z,2040000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,204.0,,,,,,,,1.0,1.0,0.0,,,
206,PT11M08.00S,2022-04-09T17:46:04.9Z,2,REGULAR,turnover,bad pass,[],202699,,,1610612755,39,24,2022-04-09T17:46:10Z,2050000,,,0,,T. Harris bad pass TURNOVER (1 TO),"[202699, 202362]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,1.0,Stephenson,202362.0
207,PT11M08.00S,2022-04-09T17:46:04.9Z,2,REGULAR,steal,,[],202362,,,1610612754,39,24,2022-04-09T17:46:07Z,2060000,,,0,,L. Stephenson STEAL (1 STL),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
208,PT11M02.00S,2022-04-09T17:46:11.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204456,81.68528252299606,42.8921568627451,1610612754,39,24,2022-04-09T17:46:19Z,2070000,-36.0,120.0,1,right,MISS T. McConnell 12' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,,,,,,Missed,,,12.49,,,,,,,,,,,
209,PT10M59.00S,2022-04-09T17:46:14.4Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,39,24,2022-04-09T17:46:19Z,2080000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,208.0,,,,,,,,2.0,2.0,0.0,,,
210,PT10M50.00S,2022-04-09T17:46:26.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,9.674770039421814,53.18627450980392,1610612755,41,24,2022-04-09T17:46:38Z,2090000,-16.0,38.0,1,left,T. Harris fadeaway Jump Shot (11 PTS) (S. Milton 2 AST),"[202699, 1629003]",1610612755.0,PHI,fadeaway,,,Harris,T. Harris,,,,,,,,,,Made,,11.0,4.16,,,S. Milton,1629003.0,2.0,,,,,,
212,PT10M50.00S,2022-04-09T17:46:29.9Z,2,REGULAR,foul,personal,['1freethrow'],204456,,,1610612755,41,24,2022-04-09T17:46:38Z,2110000,,,0,,T. McConnell shooting personal FOUL (2 PF) (Harris 1 FT),"[204456, 202699]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,1627962.0,2.0,0.0,Harris,202699.0,,,,,,,,,,,,,,,
214,PT10M50.00S,2022-04-09T17:46:52.2Z,2,REGULAR,freethrow,1 of 1,[],202699,,,1610612755,42,24,2022-04-09T17:46:52Z,2130000,,,0,,T. Harris Free Throw 1 of 1 (12 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,Made,,12.0,,,,,,,,,,,,
215,PT10M42.00S,2022-04-09T17:47:01.5Z,2,REGULAR,turnover,lost ball,[],202362,,,1610612754,42,24,2022-04-09T17:47:07Z,2140000,,,0,,L. Stephenson lost ball TURNOVER (2 TO),"[202362, 1630194]",1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,2.0,Reed,1630194.0
216,PT10M42.00S,2022-04-09T17:47:01.5Z,2,REGULAR,steal,,[],1630194,,,1610612755,42,24,2022-04-09T17:50:06Z,2150000,,,0,,P. Reed STEAL (2 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
217,PT10M20.00S,2022-04-09T17:47:26.1Z,2,REGULAR,foul,personal,['2freethrow'],204456,,,1610612755,42,24,2022-04-09T17:47:35Z,2160000,,,0,,T. McConnell shooting personal FOUL (3 PF) (Reed 2 FT),"[204456, 1630194]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,1628953.0,3.0,0.0,Reed,1630194.0,,,,,,,,,,,,,,,
219,PT10M20.00S,2022-04-09T17:47:58.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630194,,,1610612755,42,24,2022-04-09T17:48:18Z,2180000,,,0,,MISS P. Reed Free Throw 1 of 2,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,Missed,,,,,,,,,,,,,,
220,PT10M20.00S,2022-04-09T17:47:58.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612755,42,24,2022-04-09T17:48:18Z,2190000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,219.0,,,,,,,,,,,,,
221,PT10M20.00S,2022-04-09T17:47:59.1Z,2,REGULAR,substitution,out,[],202362,,,1610612755,42,24,2022-04-09T17:48:06Z,2200000,,,0,,SUB out: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
222,PT10M20.00S,2022-04-09T17:47:59.1Z,2,REGULAR,substitution,out,[],204456,,,1610612755,42,24,2022-04-09T17:48:06Z,2210000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,
223,PT10M20.00S,2022-04-09T17:47:59.1Z,2,REGULAR,substitution,in,[],1630613,,,1610612755,42,24,2022-04-09T17:48:06Z,2220000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
224,PT10M20.00S,2022-04-09T17:47:59.1Z,2,REGULAR,substitution,in,[],1630169,,,1610612755,42,24,2022-04-09T17:48:06Z,2230000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
225,PT10M20.00S,2022-04-09T17:47:58.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630194,,,1610612755,42,24,2022-04-09T17:48:18Z,2240000,,,0,,MISS P. Reed Free Throw 2 of 2,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,Missed,,,,,,,,,,,,,,
226,PT10M17.00S,2022-04-09T17:48:01.1Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612754,42,24,2022-04-09T17:48:18Z,2250000,,,0,,O. Brissett REBOUND (Off:0 Def:2),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,225.0,,,,,,,,2.0,2.0,0.0,,,
227,PT10M09.00S,2022-04-09T17:48:26.6Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612754,42,24,2022-04-09T17:48:32Z,2260000,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 1630194]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,2.0,Reed,1630194.0
228,PT10M09.00S,2022-04-09T17:48:26.6Z,2,REGULAR,steal,,[],1630194,,,1610612755,42,24,2022-04-09T17:48:28Z,2270000,,,0,,P. Reed STEAL (3 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
229,PT09M49.00S,2022-04-09T17:48:47.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,20.71287779237845,6.862745098039216,1610612755,42,24,2022-04-09T17:48:53Z,2280000,216.0,142.0,1,left,MISS T. Maxey 25' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,,,,,,Missed,,,25.84,,,,,,,,,,,
230,PT09M46.00S,2022-04-09T17:48:50.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,42,24,2022-04-09T17:48:53Z,2290000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,229.0,,,,,,,,,,,,,
231,PT09M46.00S,2022-04-09T17:48:53.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,42,24,2022-04-09T17:48:53Z,2300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT09M41.00S,2022-04-09T17:49:39.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630178,9.280551905387648,36.51960784313725,1610612755,42,24,2022-04-09T17:49:45Z,2310000,67.0,35.0,1,left,MISS T. Maxey 7' driving Layup - blocked,"[1630178, 1628221]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,,,,,,Missed,,,7.58,York,1628221.0,,,,,,,,,
233,PT09M41.00S,2022-04-09T17:49:39.7Z,2,REGULAR,block,,[],1628221,,,1610612755,42,24,2022-04-09T17:49:42Z,2320000,,,0,,G. York BLOCK (1 BLK),[1628221],1610612754.0,IND,,,,York,G. York,,,,,,,,,,,,,,,,,,,,,,,,
234,PT09M38.00S,2022-04-09T17:49:42.7Z,2,REGULAR,rebound,defensive,[],1628221,,,1610612754,42,24,2022-04-09T17:49:45Z,2330000,,,0,,G. York REBOUND (Off:0 Def:1),[1628221],1610612754.0,IND,,,,York,G. York,,,,,,,,,,,232.0,,,,,,,,1.0,1.0,0.0,,,
235,PT09M38.00S,2022-04-09T17:49:44.8Z,2,REGULAR,foul,personal,['2freethrow'],1630194,,,1610612754,42,24,2022-04-09T17:49:56Z,2340000,,,0,,P. Reed shooting personal FOUL (3 PF) (Jackson 2 FT),"[1630194, 1630543]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,1627962.0,3.0,0.0,Jackson,1630543.0,,,,,,,,,,,,,,,
237,PT09M38.00S,2022-04-09T17:50:17.3Z,2,REGULAR,freethrow,1 of 2,[],1630543,,,1610612754,42,25,2022-04-09T17:50:17Z,2360000,,,0,,I. Jackson Free Throw 1 of 2 (7 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,Made,,7.0,,,,,,,,,,,,
238,PT09M38.00S,2022-04-09T17:50:36.4Z,2,REGULAR,freethrow,2 of 2,[],1630543,,,1610612754,42,26,2022-04-09T17:50:36Z,2370000,,,0,,I. Jackson Free Throw 2 of 2 (8 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,Made,,8.0,,,,,,,,,,,,
239,PT09M27.00S,2022-04-09T17:50:48.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,5.469776609724048,50.245098039215684,1610612755,44,26,2022-04-09T17:50:52Z,2380000,-1.0,-1.0,1,left,T. Harris cutting DUNK (14 PTS) (T. Maxey 3 AST),"[202699, 1630178]",1610612755.0,PHI,cutting,,,Harris,T. Harris,,,,,,,,,,Made,,14.0,0.16,,,T. Maxey,1630178.0,3.0,,,,,,
241,PT09M16.00S,2022-04-09T17:50:59.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,93.77463863337714,48.28431372549019,1610612754,44,28,2022-04-09T17:51:04Z,2400000,-9.0,6.0,1,right,I. Jackson alley-oop DUNK (10 PTS) (G. York 1 AST),"[1630543, 1628221]",1610612754.0,IND,alley-oop,,,Jackson,I. Jackson,,,,,,,,,,Made,,10.0,1.05,,,G. York,1628221.0,1.0,,,,,,
243,PT09M11.00S,2022-04-09T17:51:07.4Z,2,REGULAR,foul,personal,['2freethrow'],1630613,,,1610612755,44,28,2022-04-09T17:51:15Z,2420000,,,0,,D. Washington Jr. shooting personal FOUL (1 PF) (Maxey 2 FT),"[1630613, 1630178]",1610612754.0,IND,shooting,,,Washington Jr.,D. Washington Jr.,,,,,1627962.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,,,,,,,
245,PT09M11.00S,2022-04-09T17:51:34.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630178,,,1610612755,45,28,2022-04-09T17:51:34Z,2440000,,,0,,T. Maxey Free Throw 1 of 2 (1 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,Made,,1.0,,,,,,,,,,,,
246,PT09M11.00S,2022-04-09T17:51:56.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630178,,,1610612755,46,28,2022-04-09T17:51:56Z,2450000,,,0,,T. Maxey Free Throw 2 of 2 (2 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,Made,,2.0,,,,,,,,,,,,
247,PT09M00.00S,2022-04-09T17:52:08.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630613,88.91261498028909,36.029411764705884,1610612754,46,30,2022-04-09T17:52:12Z,2460000,-70.0,52.0,1,right,D. Washington Jr. 8' driving floating bank Jump Shot (2 PTS) (T. Haliburton 2 AST),"[1630613, 1630169]",1610612754.0,IND,driving floating bank,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,Made,,2.0,8.69,,,T. Haliburton,1630169.0,2.0,,,,,,
249,PT08M50.00S,2022-04-09T17:52:18.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,5.075558475689881,41.911764705882355,1610612755,46,30,2022-04-09T17:52:27Z,2480000,40.0,-5.0,1,left,MISS T. Maxey driving Layup - blocked,"[1630178, 1630543]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,,,,,,Missed,,,4.07,Jackson,1630543.0,,,,,,,,,
250,PT08M50.00S,2022-04-09T17:52:18.6Z,2,REGULAR,block,,[],1630543,,,1610612755,46,30,2022-04-09T17:52:21Z,2490000,,,0,,I. Jackson BLOCK (2 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
251,PT08M42.00S,2022-04-09T17:52:26.6Z,2,REGULAR,rebound,offensive,[],1630194,,,1610612755,46,30,2022-04-09T17:52:27Z,2500000,,,0,,P. Reed REBOUND (Off:2 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,249.0,,,,,,,,3.0,1.0,2.0,,,
252,PT08M42.00S,2022-04-09T17:52:25.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630194,5.590000152587891,50.0,1610612755,48,30,2022-04-09T17:52:25Z,2510000,0.0,0.0,1,left,P. Reed tip Layup (8 PTS),[1630194],1610612755.0,PHI,tip,,,Reed,P. Reed,,,,,,,,,,Made,,8.0,0.0,,,,,,,,,,,
253,PT08M38.00S,2022-04-09T17:52:30.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628221,77.7431011826544,88.48039215686273,1610612754,48,30,2022-04-09T17:52:38Z,2520000,192.0,157.0,1,right,MISS G. York 24' 3PT,[1628221],1610612754.0,IND,,,,York,G. York,,,,,,,,,,Missed,,,24.81,,,,,,,,,,,
254,PT08M34.00S,2022-04-09T17:52:33.9Z,2,REGULAR,rebound,offensive,[],1630543,,,1610612754,48,30,2022-04-09T17:52:33Z,2530000,,,0,,I. Jackson REBOUND (Off:1 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,253.0,,,,,,,,2.0,1.0,1.0,,,
255,PT08M24.00S,2022-04-09T17:52:45.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628221,87.86136662286465,45.09803921568628,1610612754,48,32,2022-04-09T17:52:53Z,2540000,-25.0,62.0,1,right,G. York 6' driving finger roll Layup (3 PTS) (D. Washington Jr. 1 AST),"[1628221, 1630613]",1610612754.0,IND,driving finger roll,,,York,G. York,,,,,,,,,,Made,,3.0,6.63,,,D. Washington Jr.,1630613.0,1.0,,,,,,
257,PT08M24.00S,2022-04-09T17:52:52.8Z,2,REGULAR,foul,personal,['1freethrow'],1630194,,,1610612754,48,32,2022-04-09T17:52:58Z,2560000,,,0,,P. Reed shooting personal FOUL (4 PF) (York 1 FT),"[1630194, 1628221]",1610612755.0,PHI,shooting,,,Reed,P. Reed,,,,,1627962.0,4.0,0.0,York,1628221.0,,,,,,,,,,,,,,,
259,PT08M24.00S,2022-04-09T17:53:04.1Z,2,REGULAR,substitution,out,[],1630194,,,1610612754,48,32,2022-04-09T17:53:48Z,2580000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
260,PT08M24.00S,2022-04-09T17:53:04.1Z,2,REGULAR,substitution,in,[],203954,,,1610612754,48,32,2022-04-09T17:53:48Z,2590000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
261,PT08M24.00S,2022-04-09T17:53:26.1Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628221,,,1610612754,48,33,2022-04-09T17:53:26Z,2600000,,,0,,G. York Free Throw 1 of 1 (4 PTS),[1628221],1610612754.0,IND,,,,York,G. York,,,,,,,,,,Made,,4.0,,,,,,,,,,,,
262,PT08M05.00S,2022-04-09T17:53:46.0Z,2,REGULAR,2pt,Jump Shot,[],1629003,5.601182654402102,10.294117647058822,1610612755,48,33,2022-04-09T17:53:50Z,2610000,199.0,0.0,1,left,MISS S. Milton 19' Jump Shot,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,Missed,,,19.85,,,,,,,,,,,
263,PT08M03.00S,2022-04-09T17:53:48.0Z,2,REGULAR,rebound,offensive,[],1629680,,,1610612755,48,33,2022-04-09T17:53:48Z,2620000,,,0,,M. Thybulle REBOUND (Off:1 Def:0),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,262.0,,,,,,,,1.0,0.0,1.0,,,
264,PT08M02.00S,2022-04-09T17:53:49.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630178,25.969119579500656,82.59803921568627,1610612755,51,33,2022-04-09T17:53:59Z,2630000,-163.0,192.0,1,left,T. Maxey 25' 3PT pullup (5 PTS) (M. Thybulle 1 AST),"[1630178, 1629680]",1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,,,,,,Made,,5.0,25.16,,,M. Thybulle,1629680.0,1.0,,,,,,
266,PT07M53.00S,2022-04-09T17:53:58.0Z,2,REGULAR,3pt,Jump Shot,[],1628221,89.70105124835742,5.637254901960785,1610612754,51,33,2022-04-09T17:54:43Z,2650000,-222.0,44.0,1,right,MISS G. York 3PT,[1628221],1610612754.0,IND,,,,York,G. York,,,,,,,,,,Missed,,,22.62,,,,,,,,,,,
267,PT07M49.00S,2022-04-09T17:54:02.0Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,51,33,2022-04-09T17:54:08Z,2660000,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,266.0,,,,,,,,1.0,1.0,0.0,,,
268,PT07M43.00S,2022-04-09T17:54:09.1Z,2,REGULAR,2pt,Jump Shot,[],1630178,21.76412614980289,26.225490196078432,1610612755,53,33,2022-04-09T17:54:16Z,2670000,119.0,152.0,1,left,T. Maxey 19' step back Jump Shot (7 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,,,,,,Made,,7.0,19.31,,,,,,,,,,,
269,PT07M42.00S,2022-04-09T17:54:18.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,53,33,2022-04-09T17:54:18Z,2680000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT07M42.00S,2022-04-09T17:56:30.3Z,2,REGULAR,substitution,out,[],1629680,,,1610612754,53,33,2022-04-09T17:57:28Z,2690000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
271,PT07M42.00S,2022-04-09T17:56:30.3Z,2,REGULAR,substitution,out,[],1628221,,,1610612754,53,33,2022-04-09T17:57:28Z,2700000,,,0,,SUB out: G. York,[1628221],1610612754.0,IND,,,,York,G. York,,,,,,,,,,,,,,,,,,,,,,,,
272,PT07M42.00S,2022-04-09T17:56:30.3Z,2,REGULAR,substitution,out,[],1630543,,,1610612754,53,33,2022-04-09T17:57:28Z,2710000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
273,PT07M42.00S,2022-04-09T17:56:30.3Z,2,REGULAR,substitution,in,[],201980,,,1610612754,53,33,2022-04-09T17:57:28Z,2720000,,,0,,SUB in: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
274,PT07M42.00S,2022-04-09T17:56:30.3Z,2,REGULAR,substitution,in,[],1627741,,,1610612754,53,33,2022-04-09T17:57:28Z,2730000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
275,PT07M42.00S,2022-04-09T17:56:30.3Z,2,REGULAR,substitution,in,[],1630678,,,1610612754,53,33,2022-04-09T17:57:28Z,2740000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,
276,PT07M26.00S,2022-04-09T17:57:35.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,92.85479632063075,52.69607843137255,1610612754,53,33,2022-04-09T17:57:53Z,2750000,13.0,15.0,1,right,MISS T. Haliburton driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,,,,,,Missed,,,2.0,,,,,,,,,,,
277,PT07M23.00S,2022-04-09T17:57:38.3Z,2,REGULAR,rebound,offensive,[],1630678,,,1610612754,53,33,2022-04-09T17:57:53Z,2760000,,,0,,T. Taylor REBOUND (Off:2 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,276.0,,,,,,,,3.0,1.0,2.0,,,
278,PT07M21.00S,2022-04-09T17:57:39.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629052,68.54467805519053,30.392156862745097,1610612754,53,33,2022-04-09T17:57:45Z,2770000,-98.0,243.0,1,right,MISS O. Brissett 26' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Missed,,,26.22,,,,,,,,,,,
