actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
187,PT11M09.00S,2021-12-16T00:45:04.5Z,2,REGULAR,foul,personal,[],1629003,,,1610612748,18,29,2021-12-16T00:45:13Z,1850000,,,0,,S. Milton personal FOUL (1 PF),"[1629003, 200782]",1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Tucker,200782.0
189,PT10M58.00S,2021-12-16T00:45:35.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],200782,93.51182654402102,50.0,1610612748,18,31,2021-12-16T00:45:39Z,1870000,0.0,8.0,1,right,P. Tucker Layup (2 PTS) (O. Yurtseven 2 AST),"[200782, 1630209]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,0.85,Made,,,,,2.0,,,O. Yurtseven,1630209.0,2.0,,,,,
191,PT10M39.00S,2021-12-16T00:45:53.9Z,2,REGULAR,3pt,Jump Shot,[],1630194,14.454664914586072,4.924938725490196,1610612755,18,31,2021-12-16T00:46:14Z,1890000,225.0,83.0,1,left,MISS P. Reed 24' 3PT,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,24.03,Missed,,,,,,,,,,,,,,,
192,PT10M38.00S,2021-12-16T00:45:54.9Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,18,31,2021-12-16T00:46:01Z,1900000,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,191.0,1.0,1.0,0.0,,,,,,,,,,,
193,PT10M30.00S,2021-12-16T00:46:03.2Z,2,REGULAR,3pt,Jump Shot,[],1629622,77.7431011826544,8.57843137254902,1610612748,18,31,2021-12-16T00:46:17Z,1910000,-207.0,157.0,1,right,MISS M. Strus 25' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,,,,25.97,Missed,,,,,,,,,,,,,,,
194,PT10M27.00S,2021-12-16T00:46:06.3Z,2,REGULAR,rebound,offensive,[],1630209,,,1610612748,18,31,2021-12-16T00:46:06Z,1920000,,,0,,O. Yurtseven REBOUND (Off:2 Def:0),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,193.0,2.0,0.0,2.0,,,,,,,,,,,
195,PT10M23.00S,2021-12-16T00:46:09.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630209,94.03745072273325,49.26470588235294,1610612748,18,33,2021-12-16T00:46:20Z,1930000,-4.0,4.0,1,right,O. Yurtseven DUNK (3 PTS),[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,0.51,Made,,,,,3.0,,,,,,,,,,
196,PT10M20.00S,2021-12-16T00:46:17.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,18,33,2021-12-16T00:46:17Z,1940000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M06.00S,2021-12-16T00:49:22.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,14.4053876478318,58.82352941176471,1610612755,20,33,2021-12-16T00:49:26Z,1950000,-44.0,83.0,1,left,T. Maxey 9' driving floating Jump Shot (2 PTS) (S. Milton 2 AST),"[1630178, 1629003]",1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,,,,9.39,Made,,,,,2.0,,,S. Milton,1629003.0,2.0,,,,,
199,PT09M48.00S,2021-12-16T00:49:40.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630209,91.5407358738502,42.40196078431372,1610612748,20,35,2021-12-16T00:49:44Z,1970000,-38.0,27.0,1,right,O. Yurtseven turnaround Hook (5 PTS) (G. Vincent 1 AST),"[1630209, 1629216]",1610612748.0,MIA,turnaround,,,Yurtseven,O. Yurtseven,,,,,,,,4.66,Made,,,,,5.0,,,G. Vincent,1629216.0,1.0,,,,,
201,PT09M25.00S,2021-12-16T00:50:03.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,17.16491458607096,59.31372549019608,1610612755,22,35,2021-12-16T00:50:08Z,1990000,-47.0,109.0,1,left,T. Maxey 11' fadeaway Jump Shot (4 PTS) (S. Milton 3 AST),"[1630178, 1629003]",1610612755.0,PHI,fadeaway,,,Maxey,T. Maxey,,,,,,,,11.85,Made,,,,,4.0,,,S. Milton,1629003.0,3.0,,,,,
203,PT08M58.00S,2021-12-16T00:50:29.9Z,2,REGULAR,3pt,Jump Shot,[],1629216,71.69842312746385,15.441176470588236,1610612748,22,38,2021-12-16T00:50:34Z,2010000,-173.0,214.0,1,right,G. Vincent 27' 3PT pullup (9 PTS) (O. Yurtseven 3 AST),"[1629216, 1630209]",1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,,27.47,Made,,,,,9.0,,,O. Yurtseven,1630209.0,3.0,,,,,
205,PT08M43.00S,2021-12-16T00:50:45.4Z,2,REGULAR,2pt,Jump Shot,[],1629003,20.844283837056505,51.71568627450981,1610612755,22,38,2021-12-16T00:50:53Z,2030000,-9.0,143.0,1,left,MISS S. Milton 14' pullup bank Shot,[1629003],1610612755.0,PHI,pullup bank,,,Milton,S. Milton,,,,,,,,14.37,Missed,,,,,,,,,,,,,,,
206,PT08M40.00S,2021-12-16T00:50:48.4Z,2,REGULAR,rebound,defensive,[],200782,,,1610612748,22,38,2021-12-16T00:50:53Z,2040000,,,0,,P. Tucker REBOUND (Off:1 Def:3),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,205.0,4.0,3.0,1.0,,,,,,,,,,,
207,PT08M32.00S,2021-12-16T00:50:56.6Z,2,REGULAR,3pt,Jump Shot,[],1629216,68.80749014454665,16.42156862745098,1610612748,22,41,2021-12-16T00:51:01Z,2050000,-168.0,241.0,1,right,G. Vincent 29' 3PT pullup (12 PTS),[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,,29.35,Made,,,,,12.0,,,,,,,,,,
208,PT08M19.00S,2021-12-16T00:51:09.0Z,2,REGULAR,3pt,Jump Shot,[],201980,11.12023653088042,5.88235294117647,1610612755,22,41,2021-12-16T00:51:15Z,2060000,221.0,52.0,1,left,MISS D. Green pullup 3PT,[201980],1610612755.0,PHI,pullup,,,Green,D. Green,,,,,,,,22.66,Missed,,,,,,,,,,,,,,,
209,PT08M17.00S,2021-12-16T00:51:11.0Z,2,REGULAR,rebound,offensive,[],203083,,,1610612755,22,41,2021-12-16T00:51:15Z,2070000,,,0,,A. Drummond REBOUND (Off:1 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,208.0,2.0,1.0,1.0,,,,,,,,,,,
210,PT08M17.00S,2021-12-16T00:51:15.7Z,2,REGULAR,foul,personal,[],1630585,,,1610612755,22,41,2021-12-16T00:51:26Z,2080000,,,0,,M. Garrett personal FOUL (2 PF),"[1630585, 203083]",1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Drummond,203083.0
212,PT08M17.00S,2021-12-16T00:51:21.5Z,2,REGULAR,substitution,out,[],1629003,,,1610612755,22,41,2021-12-16T00:51:34Z,2100000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M17.00S,2021-12-16T00:51:21.5Z,2,REGULAR,substitution,out,[],203083,,,1610612755,22,41,2021-12-16T00:51:34Z,2110000,,,0,,SUB out: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M17.00S,2021-12-16T00:51:21.5Z,2,REGULAR,substitution,in,[],203552,,,1610612755,22,41,2021-12-16T00:51:34Z,2120000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M17.00S,2021-12-16T00:51:21.5Z,2,REGULAR,substitution,in,[],203954,,,1610612755,22,41,2021-12-16T00:51:34Z,2130000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M06.00S,2021-12-16T00:51:58.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630178,28.203022339027594,86.27450980392157,1610612755,25,41,2021-12-16T00:52:03Z,2140000,-181.0,213.0,1,left,T. Maxey 27' 3PT pullup (7 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,,,,27.95,Made,,,,,7.0,,,,,,,,,,
217,PT07M55.00S,2021-12-16T00:52:10.1Z,2,REGULAR,turnover,out-of-bounds,[],1629216,,,1610612748,25,41,2021-12-16T00:52:15Z,2150000,,,0,,G. Vincent bad pass out-of-bounds TURNOVER (1 TO),[1629216],1610612748.0,MIA,bad pass,,,Vincent,G. Vincent,,,,,1.0,,,,,,,,,,,,,,,203593.0,,,,
218,PT07M55.00S,2021-12-16T00:52:13.3Z,2,REGULAR,substitution,out,[],1630194,,,1610612755,25,41,2021-12-16T00:52:17Z,2160000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M55.00S,2021-12-16T00:52:13.3Z,2,REGULAR,substitution,in,[],202699,,,1610612755,25,41,2021-12-16T00:52:17Z,2170000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M34.00S,2021-12-16T00:52:46.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,5.469776609724048,4.6568627450980395,1610612755,28,41,2021-12-16T00:52:51Z,2190000,227.0,-1.0,1,left,T. Maxey 3PT  (10 PTS) (S. Curry 2 AST),"[1630178, 203552]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,22.67,Made,,,,,10.0,,,S. Curry,203552.0,2.0,,,,,
223,PT07M27.00S,2021-12-16T00:52:56.8Z,2,REGULAR,turnover,out-of-bounds,[],1629216,,,1610612748,28,41,2021-12-16T00:53:04Z,2210000,,,0,,G. Vincent bad pass out-of-bounds TURNOVER (2 TO),[1629216],1610612748.0,MIA,bad pass,,,Vincent,G. Vincent,,,,,2.0,,,,,,,,,,,,,,,203593.0,,,,
224,PT07M08.00S,2021-12-16T00:53:17.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203954,14.273981603153747,44.36274509803921,1610612755,30,41,2021-12-16T00:53:22Z,2220000,28.0,82.0,1,left,J. Embiid 8' Jump Shot (10 PTS) (T. Harris 1 AST),"[203954, 202699]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,8.64,Made,,,,,10.0,,,T. Harris,202699.0,1.0,,,,,
226,PT07M06.00S,2021-12-16T00:53:25.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,30,41,2021-12-16T00:53:25Z,2240000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M06.00S,2021-12-16T00:55:51.4Z,2,REGULAR,substitution,out,[],1630585,,,1610612748,30,41,2021-12-16T00:56:16Z,2250000,,,0,,SUB out: M. Garrett,[1630585],1610612748.0,MIA,,,,Garrett,M. Garrett,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M06.00S,2021-12-16T00:55:51.4Z,2,REGULAR,substitution,out,[],1629216,,,1610612748,30,41,2021-12-16T00:56:16Z,2260000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M06.00S,2021-12-16T00:55:51.4Z,2,REGULAR,substitution,out,[],200782,,,1610612748,30,41,2021-12-16T00:56:16Z,2270000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M06.00S,2021-12-16T00:55:51.4Z,2,REGULAR,substitution,out,[],1630209,,,1610612748,30,41,2021-12-16T00:56:16Z,2280000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M06.00S,2021-12-16T00:55:51.4Z,2,REGULAR,substitution,in,[],1629644,,,1610612748,30,41,2021-12-16T00:56:16Z,2290000,,,0,,SUB in: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M06.00S,2021-12-16T00:55:51.4Z,2,REGULAR,substitution,in,[],1629130,,,1610612748,30,41,2021-12-16T00:56:16Z,2300000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M06.00S,2021-12-16T00:55:51.4Z,2,REGULAR,substitution,in,[],200768,,,1610612748,30,41,2021-12-16T00:56:16Z,2310000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M06.00S,2021-12-16T00:55:51.4Z,2,REGULAR,substitution,in,[],203473,,,1610612748,30,41,2021-12-16T00:56:16Z,2320000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M44.00S,2021-12-16T00:56:38.2Z,2,REGULAR,3pt,Jump Shot,[],1629130,71.69842312746385,9.313725490196079,1610612748,30,44,2021-12-16T00:56:42Z,2330000,-203.0,214.0,1,right,D. Robinson 29' 3PT  (14 PTS) (K. Okpala 1 AST),"[1629130, 1629644]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,29.49,Made,,,,,14.0,,,K. Okpala,1629644.0,1.0,,,,,
237,PT06M20.00S,2021-12-16T00:57:01.3Z,2,REGULAR,3pt,Jump Shot,[],1630178,27.808804204993432,21.813725490196077,1610612755,30,44,2021-12-16T00:57:08Z,2350000,141.0,209.0,1,left,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,25.2,Missed,,,,,,,,,,,,,,,
238,PT06M19.00S,2021-12-16T00:57:02.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,30,44,2021-12-16T00:57:19Z,2360000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,237.0,,,,,,,,,,,,,,
239,PT06M19.00S,2021-12-16T00:57:09.9Z,2,REGULAR,foul,personal,[],203473,,,1610612755,30,44,2021-12-16T00:57:15Z,2370000,,,0,,D. Dedmon loose ball personal FOUL (2 PF),"[203473, 203954]",1610612748.0,MIA,loose ball,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,200832.0,2.0,1.0,Embiid,203954.0
241,PT06M13.00S,2021-12-16T00:57:30.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202699,4.681340341655716,53.92156862745098,1610612755,32,44,2021-12-16T00:57:36Z,2390000,-20.0,-8.0,1,left,T. Harris driving finger roll Layup (9 PTS) (J. Embiid 3 AST),"[202699, 203954]",1610612755.0,PHI,driving finger roll,,,Harris,T. Harris,,,,,,,,2.14,Made,,,,,9.0,,,J. Embiid,203954.0,3.0,,,,,
243,PT05M56.00S,2021-12-16T00:57:46.9Z,2,REGULAR,3pt,Jump Shot,[],200768,64.07687253613666,53.92156862745098,1610612748,32,44,2021-12-16T00:57:51Z,2410000,20.0,285.0,1,right,MISS K. Lowry 28' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,28.59,Missed,,,,,,,,,,,,,,,
244,PT05M52.00S,2021-12-16T00:57:50.9Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,32,44,2021-12-16T00:57:51Z,2420000,,,0,,J. Embiid REBOUND (Off:1 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,243.0,8.0,7.0,1.0,,,,,,,,,,,
245,PT05M36.00S,2021-12-16T00:58:06.5Z,2,REGULAR,3pt,Jump Shot,[],203552,11.908672798948752,5.392156862745098,1610612755,32,44,2021-12-16T00:58:10Z,2430000,223.0,59.0,1,left,MISS S. Curry 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,23.08,Missed,,,,,,,,,,,,,,,
246,PT05M33.00S,2021-12-16T00:58:09.5Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,32,44,2021-12-16T00:58:10Z,2440000,,,0,,D. Dedmon REBOUND (Off:0 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,245.0,2.0,2.0,0.0,,,,,,,,,,,
247,PT05M26.00S,2021-12-16T00:58:16.7Z,2,REGULAR,3pt,Jump Shot,[],203473,67.62483574244416,63.725490196078425,1610612748,32,44,2021-12-16T00:58:26Z,2450000,69.0,252.0,1,right,MISS D. Dedmon 26' 3PT,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,26.1,Missed,,,,,,,,,,,,,,,
248,PT05M25.00S,2021-12-16T00:58:22.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,32,44,2021-12-16T00:58:23Z,2460000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,247.0,,,,,,,,,,,,,,
250,PT05M25.00S,2021-12-16T00:58:28.6Z,2,REGULAR,foul,personal,[],201980,,,1610612748,32,44,2021-12-16T00:58:47Z,2480000,,,0,,D. Green loose ball personal FOUL (2 PF),"[201980, 200768]",1610612755.0,PHI,loose ball,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Lowry,200768.0
252,PT05M25.00S,2021-12-16T00:58:40.0Z,2,REGULAR,substitution,out,[],201980,,,1610612748,32,44,2021-12-16T00:58:44Z,2500000,,,0,,SUB out: D. Green,[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M25.00S,2021-12-16T00:58:40.0Z,2,REGULAR,substitution,in,[],1629680,,,1610612748,32,44,2021-12-16T00:58:44Z,2510000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M15.00S,2021-12-16T00:59:04.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,94.03745072273325,2.696078431372549,1610612748,32,47,2021-12-16T00:59:08Z,2520000,-237.0,4.0,1,right,M. Strus 3PT pullup (6 PTS) (K. Okpala 2 AST),"[1629622, 1629644]",1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,,,,23.65,Made,,,,,6.0,,,K. Okpala,1629644.0,2.0,,,,,
256,PT04M55.00S,2021-12-16T00:59:24.8Z,2,REGULAR,3pt,Jump Shot,[],202699,26.62614980289093,84.06862745098039,1610612755,32,47,2021-12-16T00:59:28Z,2540000,-170.0,198.0,1,left,MISS T. Harris 26' pullup 3PT,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,,,,26.1,Missed,,,,,,,,,,,,,,,
257,PT04M53.00S,2021-12-16T00:59:26.8Z,2,REGULAR,rebound,defensive,[],203473,,,1610612748,32,47,2021-12-16T00:59:28Z,2550000,,,0,,D. Dedmon REBOUND (Off:0 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,256.0,3.0,3.0,0.0,,,,,,,,,,,
258,PT04M40.00S,2021-12-16T00:59:40.3Z,2,REGULAR,3pt,Jump Shot,[],1629622,78.13731931668858,7.598039215686274,1610612748,32,47,2021-12-16T00:59:44Z,2560000,-212.0,153.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,26.14,Missed,,,,,,,,,,,,,,,
259,PT04M37.00S,2021-12-16T00:59:43.3Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,32,47,2021-12-16T00:59:44Z,2570000,,,0,,J. Embiid REBOUND (Off:1 Def:8),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,258.0,9.0,8.0,1.0,,,,,,,,,,,
260,PT04M22.00S,2021-12-16T00:59:57.3Z,2,REGULAR,turnover,bad pass,[],1630178,,,1610612755,32,47,2021-12-16T01:00:00Z,2580000,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 203473]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,1.0,Dedmon,203473.0,,,,,,,,,,,,,,,,,
261,PT04M22.00S,2021-12-16T00:59:57.3Z,2,REGULAR,steal,,[],203473,,,1610612748,32,47,2021-12-16T00:59:58Z,2590000,,,0,,D. Dedmon STEAL (1 STL),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M16.00S,2021-12-16T01:00:03.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,76.16622864651774,10.53921568627451,1610612748,32,47,2021-12-16T01:00:09Z,2600000,-197.0,172.0,1,right,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,26.14,Missed,,,,,,,,,,,,,,,
263,PT04M13.00S,2021-12-16T01:00:07.4Z,2,REGULAR,rebound,offensive,[],203473,,,1610612748,32,47,2021-12-16T01:00:07Z,2610000,,,0,,D. Dedmon REBOUND (Off:1 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,262.0,4.0,3.0,1.0,,,,,,,,,,,
264,PT04M13.00S,2021-12-16T01:00:07.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",203473,94.40999984741211,50.0,1610612748,32,49,2021-12-16T01:00:16Z,2620000,0.0,0.0,1,right,D. Dedmon tip Layup (6 PTS),[203473],1610612748.0,MIA,tip,,,Dedmon,D. Dedmon,,,,,,,,0.0,Made,,,,,6.0,,,,,,,,,,
265,PT03M58.00S,2021-12-16T01:00:20.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,8.492115637319317,48.28431372549019,1610612755,34,49,2021-12-16T01:00:25Z,2630000,9.0,27.0,1,left,J. Embiid turnaround Jump Shot (12 PTS) (T. Harris 2 AST),"[203954, 202699]",1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,,,,2.86,Made,,,,,12.0,,,T. Harris,202699.0,2.0,,,,,
267,PT03M52.00S,2021-12-16T01:00:27.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,94.30026281208936,49.50980392156863,1610612748,34,49,2021-12-16T01:02:18Z,2650000,-2.0,1.0,1,right,MISS D. Robinson cutting Layup - blocked,"[1629130, 1629680]",1610612748.0,MIA,cutting,,,Robinson,D. Robinson,,,,,,,,0.27,Missed,,,,,,Thybulle,1629680.0,,,,,,,,
268,PT03M52.00S,2021-12-16T01:00:27.7Z,2,REGULAR,block,,[],1629680,,,1610612748,34,49,2021-12-16T01:00:29Z,2660000,,,0,,M. Thybulle BLOCK (2 BLK),[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
269,PT03M49.00S,2021-12-16T01:00:30.7Z,2,REGULAR,rebound,offensive,[],1629130,,,1610612748,34,49,2021-12-16T01:00:35Z,2670000,,,0,,D. Robinson REBOUND (Off:2 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,267.0,3.0,1.0,2.0,,,,,,,,,,,
270,PT03M48.00S,2021-12-16T01:00:31.5Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', '2ndchance']",1629130,87.33574244415243,66.66666666666666,1610612748,34,51,2021-12-16T01:02:58Z,2680000,83.0,67.0,1,right,D. Robinson 10' Jump Shot (16 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,10.66,Made,,,,,16.0,,,,,,,,,,
271,PT03M34.00S,2021-12-16T01:00:44.9Z,2,REGULAR,3pt,Jump Shot,[],202699,22.946780551905388,14.215686274509803,1610612755,37,51,2021-12-16T01:00:52Z,2690000,179.0,163.0,1,left,T. Harris 24' 3PT  (12 PTS) (J. Embiid 4 AST),"[202699, 203954]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,24.22,Made,,,,,12.0,,,J. Embiid,203954.0,4.0,,,,,
273,PT03M20.00S,2021-12-16T01:01:04.6Z,2,REGULAR,foul,personal,[],1629680,,,1610612748,37,51,2021-12-16T01:01:10Z,2710000,,,0,,M. Thybulle personal FOUL (3 PF),"[1629680, 1629130]",1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,200832.0,3.0,0.0,Robinson,1629130.0
275,PT03M20.00S,2021-12-16T01:01:24.8Z,2,REGULAR,substitution,out,[],1629680,,,1610612748,37,51,2021-12-16T01:01:27Z,2730000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M20.00S,2021-12-16T01:01:24.8Z,2,REGULAR,substitution,in,[],1629003,,,1610612748,37,51,2021-12-16T01:01:27Z,2740000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M14.00S,2021-12-16T01:01:43.5Z,2,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,37,51,2021-12-16T01:01:50Z,2750000,,,0,,K. Lowry step out-of-bounds TURNOVER (2 TO),[200768],1610612748.0,MIA,step,,,Lowry,K. Lowry,,,,,2.0,,,,,,,,,,,,,,,203593.0,,,,
278,PT03M08.00S,2021-12-16T01:02:06.3Z,2,REGULAR,foul,personal,[],1629644,,,1610612755,37,51,2021-12-16T01:02:10Z,2760000,,,0,,K. Okpala personal FOUL (2 PF),"[1629644, 202699]",1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Harris,202699.0
280,PT03M08.00S,2021-12-16T01:02:22.4Z,2,REGULAR,substitution,out,[],1629644,,,1610612755,37,51,2021-12-16T01:02:25Z,2780000,,,0,,SUB out: K. Okpala,[1629644],1610612748.0,MIA,,,,Okpala,K. Okpala,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M08.00S,2021-12-16T01:02:22.4Z,2,REGULAR,substitution,in,[],200782,,,1610612755,37,51,2021-12-16T01:02:25Z,2790000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
