actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
555,PT04M42.00S,2021-12-16T02:09:07.6Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629130,,,1610612748,86,94,2021-12-16T02:09:07Z,5530000,,,0,,D. Robinson Free Throw 1 of 2 (20 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,Made,,,,,20.0,,,,,,,,,,
556,PT04M42.00S,2021-12-16T02:09:27.4Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629130,,,1610612748,86,95,2021-12-16T02:09:27Z,5540000,,,0,,D. Robinson Free Throw 2 of 2 (21 PTS),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,Made,,,,,21.0,,,,,,,,,,
557,PT04M28.00S,2021-12-16T02:09:44.3Z,4,REGULAR,2pt,Jump Shot,[],203552,72.48685939553219,67.64705882352942,1610612755,88,95,2021-12-16T02:09:49Z,5550000,88.0,206.0,1,right,S. Curry 22' pullup Jump Shot (7 PTS) (T. Maxey 5 AST),"[203552, 1630178]",1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,,,,22.42,Made,,,,,7.0,,,T. Maxey,1630178.0,5.0,,,,,
559,PT04M08.00S,2021-12-16T02:10:03.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,19.793035479632064,52.20588235294118,1610612748,88,95,2021-12-16T02:10:10Z,5570000,-11.0,134.0,1,left,MISS K. Lowry 13' driving floating Shot,[200768],1610612748.0,MIA,driving floating,,,Lowry,K. Lowry,,,,,,,,13.41,Missed,,,,,,,,,,,,,,,
560,PT04M03.00S,2021-12-16T02:10:08.3Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,88,95,2021-12-16T02:10:10Z,5580000,,,0,,T. Harris REBOUND (Off:0 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,559.0,5.0,5.0,0.0,,,,,,,,,,,
561,PT04M00.00S,2021-12-16T02:10:11.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],201980,92.19776609724047,96.07843137254902,1610612755,91,95,2021-12-16T02:10:19Z,5590000,230.0,21.0,1,right,D. Green 3PT  (9 PTS) (T. Harris 4 AST),"[201980, 202699]",1610612755.0,PHI,,,,Green,D. Green,,,,,,,,23.13,Made,,,,,9.0,,,T. Harris,202699.0,4.0,,,,,
563,PT03M59.00S,2021-12-16T02:10:19.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,91,95,2021-12-16T02:10:19Z,5610000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT03M47.00S,2021-12-16T02:12:14.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,91,95,2021-12-16T02:12:14Z,5620000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT03M37.00S,2021-12-16T02:12:35.8Z,4,REGULAR,3pt,Jump Shot,[],1629216,31.882391590013142,65.19607843137256,1610612748,91,95,2021-12-16T02:12:40Z,5630000,-76.0,247.0,1,left,MISS G. Vincent 25' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,,25.86,Missed,,,,,,,,,,,,,,,
566,PT03M34.00S,2021-12-16T02:12:38.8Z,4,REGULAR,rebound,defensive,[],203552,,,1610612755,91,95,2021-12-16T02:12:40Z,5640000,,,0,,S. Curry REBOUND (Off:0 Def:2),[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,565.0,2.0,2.0,0.0,,,,,,,,,,,
567,PT03M18.00S,2021-12-16T02:12:55.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,80.50262812089356,37.745098039215684,1610612755,91,95,2021-12-16T02:13:31Z,5650000,-61.0,131.0,1,right,MISS J. Embiid 14' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,,,,14.45,Missed,,,,,,,,,,,,,,,
568,PT03M14.00S,2021-12-16T02:12:59.3Z,4,REGULAR,rebound,offensive,[],201980,,,1610612755,91,95,2021-12-16T02:13:01Z,5660000,,,0,,D. Green REBOUND (Off:2 Def:3),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,567.0,5.0,3.0,2.0,,,,,,,,,,,
569,PT03M12.00S,2021-12-16T02:13:01.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203552,68.9388961892247,56.86274509803921,1610612755,91,95,2021-12-16T02:13:37Z,5670000,34.0,239.0,1,right,MISS S. Curry 24' 3PT,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,24.19,Missed,,,,,,,,,,,,,,,
570,PT03M09.00S,2021-12-16T02:13:04.7Z,4,REGULAR,rebound,defensive,[],203473,,,1610612748,91,95,2021-12-16T02:13:08Z,5680000,,,0,,D. Dedmon REBOUND (Off:2 Def:11),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,569.0,13.0,11.0,2.0,,,,,,,,,,,
571,PT02M51.00S,2021-12-16T02:13:22.0Z,4,REGULAR,3pt,Jump Shot,[],1629130,31.61957950065703,32.84313725490196,1610612748,91,95,2021-12-16T02:13:26Z,5690000,86.0,245.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,25.93,Missed,,,,,,,,,,,,,,,
572,PT02M48.00S,2021-12-16T02:13:25.0Z,4,REGULAR,rebound,defensive,[],203954,,,1610612755,91,95,2021-12-16T02:13:26Z,5700000,,,0,,J. Embiid REBOUND (Off:1 Def:13),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,571.0,14.0,13.0,1.0,,,,,,,,,,,
573,PT02M40.00S,2021-12-16T02:13:35.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202699,92.32917214191852,49.754901960784316,1610612755,93,95,2021-12-16T02:13:41Z,5710000,-1.0,20.0,1,right,T. Harris driving Layup (21 PTS),[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,,,,1.96,Made,,,,,21.0,,,,,,,,,,
574,PT02M40.00S,2021-12-16T02:13:38.2Z,4,REGULAR,foul,personal,['1freethrow'],1629130,,,1610612755,93,95,2021-12-16T02:13:44Z,5720000,,,0,,D. Robinson shooting personal FOUL (4 PF) (Harris 1 FT),"[1629130, 202699]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,1626302.0,4.0,0.0,Harris,202699.0
576,PT02M40.00S,2021-12-16T02:14:12.7Z,4,REGULAR,freethrow,1 of 1,[],202699,,,1610612755,93,95,2021-12-16T02:14:16Z,5740000,,,0,,MISS T. Harris Free Throw 1 of 1,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,Missed,,,,,,,,,,,,,,,
577,PT02M36.00S,2021-12-16T02:14:16.7Z,4,REGULAR,rebound,defensive,[],203473,,,1610612748,93,95,2021-12-16T02:14:16Z,5750000,,,0,,D. Dedmon REBOUND (Off:2 Def:12),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,576.0,14.0,12.0,2.0,,,,,,,,,,,
578,PT02M25.00S,2021-12-16T02:14:30.3Z,4,REGULAR,foul,personal,[],203552,,,1610612748,93,95,2021-12-16T02:15:29Z,5760000,,,0,,S. Curry personal FOUL (4 PF),"[203552, 200768]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,200832.0,4.0,0.0,Lowry,200768.0
580,PT02M14.00S,2021-12-16T02:15:02.3Z,4,REGULAR,3pt,Jump Shot,[],1629130,3.235873850197109,97.05882352941177,1610612748,93,95,2021-12-16T02:15:06Z,5780000,-235.0,-22.0,1,left,MISS D. Robinson 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,23.63,Missed,,,,,,,,,,,,,,,
581,PT02M11.00S,2021-12-16T02:15:05.3Z,4,REGULAR,rebound,defensive,[],201980,,,1610612755,93,95,2021-12-16T02:15:06Z,5790000,,,0,,D. Green REBOUND (Off:2 Def:4),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,580.0,6.0,4.0,2.0,,,,,,,,,,,
582,PT01M58.00S,2021-12-16T02:15:21.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,93,95,2021-12-16T02:15:21Z,5800000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT01M50.00S,2021-12-16T02:15:40.7Z,4,REGULAR,3pt,Jump Shot,[],203954,67.7562417871222,51.9607843137255,1610612755,93,95,2021-12-16T02:15:48Z,5810000,10.0,251.0,1,right,MISS J. Embiid 25' pullup 3PT,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,,,,25.08,Missed,,,,,,,,,,,,,,,
584,PT01M46.00S,2021-12-16T02:15:44.7Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,93,95,2021-12-16T02:15:48Z,5820000,,,0,,K. Lowry REBOUND (Off:0 Def:5),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,583.0,5.0,5.0,0.0,,,,,,,,,,,
585,PT01M32.00S,2021-12-16T02:16:00.7Z,4,REGULAR,foul,personal,['2freethrow'],1630178,,,1610612748,93,95,2021-12-16T02:16:24Z,5830000,,,0,,T. Maxey shooting personal FOUL (3 PF) (Lowry 2 FT),"[1630178, 200768]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,1626302.0,3.0,0.0,Lowry,200768.0
587,PT01M32.00S,2021-12-16T02:17:12.6Z,4,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,93,95,2021-12-16T02:17:12Z,5850000,,,0,,MISS K. Lowry Free Throw 1 of 2,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,Missed,,,,,,,,,,,,,,,
588,PT01M32.00S,2021-12-16T02:17:12.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,93,95,2021-12-16T02:17:12Z,5860000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,587.0,,,,,,,,,,,,,,
589,PT01M32.00S,2021-12-16T02:17:29.6Z,4,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,93,96,2021-12-16T02:17:29Z,5870000,,,0,,K. Lowry Free Throw 2 of 2 (12 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,Made,,,,,12.0,,,,,,,,,,
590,PT01M32.00S,2021-12-16T02:17:33.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,93,96,2021-12-16T02:17:33Z,5880000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT01M24.00S,2021-12-16T02:19:16.1Z,4,REGULAR,3pt,Jump Shot,[],202699,93.11760840998686,95.34313725490196,1610612755,96,96,2021-12-16T02:19:23Z,5890000,227.0,12.0,1,right,T. Harris 3PT  (24 PTS) (D. Green 2 AST),"[202699, 201980]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,22.7,Made,,,,,24.0,,,D. Green,201980.0,2.0,,,,,
593,PT01M18.00S,2021-12-16T02:19:24.8Z,4,REGULAR,turnover,bad pass,[],1629216,,,1610612748,96,96,2021-12-16T02:19:29Z,5910000,,,0,,G. Vincent bad pass TURNOVER (5 TO),"[1629216, 201980]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,5.0,Green,201980.0,,,,,,,,,,,,,,,,,
594,PT01M18.00S,2021-12-16T02:19:24.8Z,4,REGULAR,steal,,[],201980,,,1610612755,96,96,2021-12-16T02:19:26Z,5920000,,,0,,D. Green STEAL (5 STL),[201980],1610612755.0,PHI,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
595,PT01M02.00S,2021-12-16T02:19:45.0Z,4,REGULAR,foul,offensive,[],202699,,,1610612755,96,96,2021-12-16T02:19:49Z,5930000,,,0,,T. Harris charge offensive FOUL (1 PF),"[202699, 203473]",1610612755.0,PHI,charge,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Dedmon,203473.0
597,PT01M02.00S,2021-12-16T02:19:45.0Z,4,REGULAR,turnover,offensive foul,[],202699,,,1610612755,96,96,2021-12-16T02:19:45Z,5950000,,,0,,T. Harris offensive foul TURNOVER (3 TO),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,3.0,,,,,,,,,,,,,,,1626302.0,,,,
598,PT00M43.30S,2021-12-16T02:20:29.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],200768,33.065045992115635,37.745098039215684,1610612748,96,96,2021-12-16T02:20:36Z,5960000,61.0,258.0,1,left,MISS K. Lowry 26' step back 3PT,[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,,,,26.55,Missed,,,,,,,,,,,,,,,
599,PT00M40.30S,2021-12-16T02:20:32.4Z,4,REGULAR,rebound,offensive,[],1629216,,,1610612748,96,96,2021-12-16T02:20:36Z,5970000,,,0,,G. Vincent REBOUND (Off:1 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,598.0,2.0,1.0,1.0,,,,,,,,,,,
600,PT00M39.40S,2021-12-16T02:20:34.2Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629216,30.17411300919842,75.73529411764706,1610612748,96,99,2021-12-16T02:20:44Z,5980000,-129.0,231.0,1,left,G. Vincent 26' 3PT  (26 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,26.45,Made,,,,,26.0,,,,,,,,,,
601,PT00M39.20S,2021-12-16T02:20:48.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,96,99,2021-12-16T02:20:48Z,5990000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT00M29.10S,2021-12-16T02:22:28.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,90.22667542706965,38.23529411764706,1610612755,96,99,2021-12-16T02:22:34Z,6000000,-59.0,39.0,1,right,MISS J. Embiid 7' turnaround Shot,[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,,,,7.08,Missed,,,,,,,,,,,,,,,
603,PT00M27.20S,2021-12-16T02:22:30.6Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,96,99,2021-12-16T02:22:34Z,6010000,,,0,,K. Lowry REBOUND (Off:0 Def:6),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,602.0,6.0,6.0,0.0,,,,,,,,,,,
604,PT00M06.70S,2021-12-16T02:22:53.5Z,4,REGULAR,turnover,backcourt,[],200768,,,1610612748,96,99,2021-12-16T02:23:08Z,6020000,,,0,,K. Lowry backcourt TURNOVER (6 TO),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,6.0,,,,,,,,,,,,,,,,,,,
605,PT00M04.00S,2021-12-16T02:23:36.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203954,65.39093298291722,54.41176470588235,1610612755,96,99,2021-12-16T02:23:44Z,6030000,22.0,273.0,1,right,MISS J. Embiid 27' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,27.37,Missed,,,,,,,,,,,,,,,
606,PT00M01.20S,2021-12-16T02:23:39.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,96,99,2021-12-16T02:23:46Z,6040000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,605.0,,,,,,,,,,,,,,
607,PT00M01.20S,2021-12-16T02:23:48.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201980,,,1610612748,96,99,2021-12-16T02:24:01Z,6050000,,,0,,D. Green loose ball personal FOUL (3 PF) (Lowry 2 FT),"[201980, 200768]",1610612755.0,PHI,loose ball,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,1626302.0,3.0,0.0,Lowry,200768.0
609,PT00M01.20S,2021-12-16T02:24:27.3Z,4,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,96,100,2021-12-16T02:24:27Z,6070000,,,0,,K. Lowry Free Throw 1 of 2 (13 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,Made,,,,,13.0,,,,,,,,,,
610,PT00M01.20S,2021-12-16T02:24:43.2Z,4,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,96,101,2021-12-16T02:24:43Z,6080000,,,0,,K. Lowry Free Throw 2 of 2 (14 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,Made,,,,,14.0,,,,,,,,,,
611,PT00M00.00S,2021-12-16T02:24:53.0Z,4,REGULAR,period,end,[],0,,,1610612755,96,101,2021-12-16T02:24:53Z,6090000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT00M00.00S,2021-12-16T02:24:56.3Z,4,REGULAR,game,end,[],0,,,0,96,101,2021-12-16T02:24:56Z,6100000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
