actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
183,PT10M14.00S,2023-11-09T01:44:10.5Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,31,36,2023-11-09T01:44:12Z,1790000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Right Center,,,,Vucevic,N. Vucevic,,,,182.0,1.0,1.0,0.0,,,,,,,,,,,
185,PT09M54.00S,2023-11-09T01:44:47.4Z,2,REGULAR,2pt,Jump Shot,[],1628975,5.863994743758213,83.33333333333334,1610612741,31,36,2023-11-09T01:47:26Z,1810000,False,-167.0,3.0,1,left,MISS J. Carter 16' pullup Shot,[1628975],1610612741.0,CHI,pullup,,,,,,Mid-Range,16-24 Left,16.67,Missed,,Carter,J. Carter,,,,,,,,,,,,,,,,,,
186,PT09M52.00S,2023-11-09T01:44:49.8Z,2,REGULAR,rebound,defensive,[],1629139,,,1610612756,31,36,2023-11-09T01:44:49Z,1820000,False,,,0,,Y. Watanabe REBOUND (Off:0 Def:3),[1629139],1610612756.0,PHX,,,,,,,Mid-Range,16-24 Left,,,,Watanabe,Y. Watanabe,,,,185.0,3.0,3.0,0.0,,,,,,,,,,,
187,PT09M48.00S,2023-11-09T01:44:59.1Z,2,REGULAR,turnover,traveling,[],201569,,,1610612756,31,36,2023-11-09T01:47:49Z,1830000,False,,,0,,E. Gordon traveling TURNOVER (1 TO),[201569],1610612756.0,PHX,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Gordon,E. Gordon,,,,,,,,,,201246.0,,,,,1.0,,,
188,PT09M34.00S,2023-11-09T01:45:26.5Z,2,REGULAR,foul,personal,['2freethrow'],1629139,,,1610612741,31,36,2023-11-09T01:45:50Z,1840000,False,,,0,,Y. Watanabe shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1629139, 201942]",1610612756.0,PHX,shooting,,,,,,Restricted Area,0-8 Center,,,,Watanabe,Y. Watanabe,,,,,,,,,,201246.0,1.0,0.0,DeRozan,201942.0,,,,
190,PT09M34.00S,2023-11-09T01:45:51.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612741,31,36,2023-11-09T01:45:51Z,1860000,False,,,0,,MISS D. DeRozan Free Throw 1 of 2,[201942],1610612741.0,CHI,,,,,,,,,,Missed,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
191,PT09M34.00S,2023-11-09T01:45:51.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,31,36,2023-11-09T01:45:51Z,1870000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,
192,PT09M34.00S,2023-11-09T01:46:06.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201942,,,1610612741,32,36,2023-11-09T01:46:06Z,1880000,False,,,0,,D. DeRozan Free Throw 2 of 2 (7 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,7.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
193,PT09M18.00S,2023-11-09T01:46:23.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,93.9060446780552,50.245098039215684,1610612756,32,38,2023-11-09T01:49:25Z,1890000,False,1.0,5.0,1,right,D. Eubanks cutting DUNK (4 PTS) (B. Beal 3 AST),"[1629234, 203078]",1610612756.0,PHX,cutting,,,,,,Restricted Area,0-8 Center,0.49,Made,4.0,Eubanks,D. Eubanks,B. Beal,203078.0,3.0,,,,,,,,,,,,,,,
195,PT09M07.00S,2023-11-09T01:46:33.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628975,11.251642575558476,50.49019607843137,1610612741,32,38,2023-11-09T01:46:51Z,1910000,False,-2.0,53.0,1,left,MISS J. Carter driving floating Shot,[1628975],1610612741.0,CHI,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,Carter,J. Carter,,,,,,,,,,,,,,,,,,
196,PT09M06.00S,2023-11-09T01:46:37.0Z,2,REGULAR,rebound,offensive,[],202696,,,1610612741,32,38,2023-11-09T01:46:37Z,1920000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Vucevic,N. Vucevic,,,,195.0,2.0,1.0,1.0,,,,,,,,,,,
197,PT09M06.00S,2023-11-09T01:46:37.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202696,5.590000152587891,50.0,1610612741,32,38,2023-11-09T01:46:37Z,1930000,False,0.0,0.0,1,left,MISS N. Vucevic tip Layup,[202696],1610612741.0,CHI,tip,,,,,,Mid-Range,8-16 Left,0.0,Missed,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,
198,PT09M06.00S,2023-11-09T01:46:40.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,32,38,2023-11-09T01:46:40Z,1940000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,,,,,,,197.0,,,,,,,,,,,,,,
200,PT09M06.00S,2023-11-09T01:46:53.5Z,2,REGULAR,substitution,out,[],201569,,,1610612741,32,38,2023-11-09T01:46:59Z,1960000,False,,,0,,SUB out: E. Gordon,[201569],1610612756.0,PHX,,,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
201,PT09M06.00S,2023-11-09T01:46:53.5Z,2,REGULAR,substitution,in,[],1630692,,,1610612741,32,38,2023-11-09T01:46:59Z,1970000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,,,,,,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,
202,PT08M54.00S,2023-11-09T01:47:12.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201942,15.982260183968464,30.88235294117647,1610612741,34,38,2023-11-09T01:47:24Z,1980000,False,96.0,98.0,1,left,D. DeRozan 13' turnaround bank Jump Shot (9 PTS),[201942],1610612741.0,CHI,turnaround bank,,,,,,Mid-Range,8-16 Right,13.67,Made,9.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
203,PT08M40.00S,2023-11-09T01:47:27.1Z,2,REGULAR,2pt,Jump Shot,[],203078,81.15965834428384,32.35294117647059,1610612756,34,38,2023-11-09T01:47:37Z,1990000,False,-88.0,125.0,1,right,MISS B. Beal 15' pullup Shot,[203078],1610612756.0,PHX,pullup,,,,,,Mid-Range,8-16 Left,15.27,Missed,,Beal,B. Beal,,,,,,,,,,,,,,,,,,
204,PT08M37.00S,2023-11-09T01:47:30.6Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,34,38,2023-11-09T01:47:30Z,2000000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,,,,Mid-Range,8-16 Left,,,,Vucevic,N. Vucevic,,,,203.0,3.0,2.0,1.0,,,,,,,,,,,
205,PT08M14.00S,2023-11-09T01:47:53.3Z,2,REGULAR,3pt,Jump Shot,[],1628975,16.63929040735874,93.13725490196079,1610612741,34,38,2023-11-09T01:51:35Z,2010000,False,-216.0,104.0,1,left,MISS J. Carter step back 3PT,[1628975],1610612741.0,CHI,step back,,,,,,Above the Break 3,24+ Left Center,23.94,Missed,,Carter,J. Carter,,,,,,,,,,,,,,,,,,
206,PT08M14.00S,2023-11-09T01:47:53.3Z,2,REGULAR,rebound,defensive,[],203078,,,1610612756,34,38,2023-11-09T01:48:03Z,2020000,False,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,,,,Beal,B. Beal,,,,205.0,2.0,2.0,0.0,,,,,,,,,,,
207,PT08M08.00S,2023-11-09T01:47:59.7Z,2,REGULAR,turnover,bad pass,[],1629139,,,1610612756,34,38,2023-11-09T01:48:30Z,2030000,False,,,0,,Y. Watanabe bad pass TURNOVER (1 TO),"[1629139, 1630172]",1610612756.0,PHX,,,,,,,Mid-Range,16-24 Left Center,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,1.0,Williams,1630172.0,
208,PT08M08.00S,2023-11-09T01:47:59.7Z,2,REGULAR,steal,,[],1630172,,,1610612741,34,38,2023-11-09T01:48:01Z,2040000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
210,PT08M03.00S,2023-11-09T01:50:51.3Z,2,REGULAR,substitution,out,[],1628975,,,1610612741,34,38,2023-11-09T01:51:06Z,2060000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,,,,,,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,
211,PT08M03.00S,2023-11-09T01:50:51.3Z,2,REGULAR,substitution,out,[],1629234,,,1610612741,34,38,2023-11-09T01:51:06Z,2070000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612756.0,PHX,,,,,,,,,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,
212,PT08M03.00S,2023-11-09T01:50:51.3Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,34,38,2023-11-09T01:51:06Z,2080000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,,,,,,,,White,C. White,,,,,,,,,,,,,,,,,,
213,PT08M03.00S,2023-11-09T01:50:51.3Z,2,REGULAR,substitution,in,[],203994,,,1610612741,34,38,2023-11-09T01:51:06Z,2090000,False,,,0,,SUB in: J. Nurkic,[203994],1610612756.0,PHX,,,,,,,,,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,
214,PT07M56.00S,2023-11-09T01:51:16.4Z,2,REGULAR,foul,personal,['2freethrow'],1629006,,,1610612741,34,38,2023-11-09T01:51:42Z,2100000,False,,,0,,J. Okogie shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1629006, 201942]",1610612756.0,PHX,shooting,,,,,,Mid-Range,8-16 Center,,,,Okogie,J. Okogie,,,,,,,,,,1629178.0,2.0,0.0,DeRozan,201942.0,,,,
216,PT07M56.00S,2023-11-09T01:51:43.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612741,35,38,2023-11-09T01:51:43Z,2120000,False,,,0,,D. DeRozan Free Throw 1 of 2 (10 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,10.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
217,PT07M56.00S,2023-11-09T01:51:55.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],201942,,,1610612741,36,38,2023-11-09T01:51:55Z,2130000,False,,,0,,D. DeRozan Free Throw 2 of 2 (11 PTS),[201942],1610612741.0,CHI,,,,,,,,,,Made,11.0,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
218,PT07M42.00S,2023-11-09T01:52:11.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,93.9060446780552,54.41176470588235,1610612756,36,38,2023-11-09T01:52:16Z,2140000,False,22.0,5.0,1,right,MISS B. Beal driving Layup,[203078],1610612756.0,PHX,driving,,,,,,Restricted Area,0-8 Center,2.26,Missed,,Beal,B. Beal,,,,,,,,,,,,,,,,,,
219,PT07M42.00S,2023-11-09T01:52:15.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,36,38,2023-11-09T01:52:15Z,2150000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,,,,,,218.0,,,,,,,,,,,,,,
221,PT07M42.00S,2023-11-09T01:52:18.6Z,2,REGULAR,substitution,out,[],201942,,,1610612756,36,38,2023-11-09T01:52:25Z,2170000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,
222,PT07M42.00S,2023-11-09T01:52:18.6Z,2,REGULAR,substitution,out,[],1630172,,,1610612756,36,38,2023-11-09T01:52:25Z,2180000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,,,,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,
223,PT07M42.00S,2023-11-09T01:52:18.6Z,2,REGULAR,substitution,in,[],203897,,,1610612756,36,38,2023-11-09T01:52:25Z,2190000,False,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
224,PT07M42.00S,2023-11-09T01:52:18.6Z,2,REGULAR,substitution,in,[],1628470,,,1610612756,36,38,2023-11-09T01:52:25Z,2200000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,,,,,,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,
225,PT07M27.00S,2023-11-09T01:52:44.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203078,89.04402102496715,31.61764705882353,1610612756,36,38,2023-11-09T01:52:51Z,2210000,False,-92.0,50.0,1,right,MISS B. Beal 10' driving bank Shot,[203078],1610612756.0,PHX,driving bank,,,,,,Mid-Range,8-16 Left,10.49,Missed,,Beal,B. Beal,,,,,,,,,,,,,,,,,,
226,PT07M25.00S,2023-11-09T01:52:46.5Z,2,REGULAR,rebound,offensive,[],203994,,,1610612756,36,38,2023-11-09T01:57:35Z,2220000,False,,,0,,J. Nurkic REBOUND (Off:1 Def:2),[203994],1610612756.0,PHX,,,,,,,Mid-Range,8-16 Left,,,,Nurkic,J. Nurkic,,,,225.0,3.0,2.0,1.0,,,,,,,,,,,
252,PT07M24.00S,2023-11-09T01:52:47.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,94.56307490144546,49.01960784313725,1610612756,36,38,2023-11-09T01:58:03Z,2225000,False,-5.0,-1.0,1,right,MISS J. Nurkic tip Layup,[203994],1610612756.0,PHX,tip,,,,,,Restricted Area,0-8 Center,0.51,Missed,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,
253,PT07M24.00S,2023-11-09T01:52:47.0Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,36,38,2023-11-09T01:58:03Z,2227500,False,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Vucevic,N. Vucevic,,,,252.0,4.0,3.0,1.0,,,,,,,,,,,
227,PT07M22.00S,2023-11-09T01:52:49.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630245,8.09789750328515,44.11764705882353,1610612741,36,38,2023-11-09T01:57:20Z,2230000,False,29.0,24.0,1,left,MISS A. Dosunmu running Layup - blocked,"[1630245, 1629139]",1610612741.0,CHI,running,,,,,,Restricted Area,0-8 Center,3.77,Missed,,Dosunmu,A. Dosunmu,,,,,,,,Watanabe,1629139.0,,,,,,,,,
228,PT07M22.00S,2023-11-09T01:52:49.6Z,2,REGULAR,block,,[],1629139,,,1610612741,36,38,2023-11-09T01:52:55Z,2240000,False,,,0,,Y. Watanabe BLOCK (1 BLK),[1629139],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,
229,PT07M22.00S,2023-11-09T01:52:49.6Z,2,REGULAR,rebound,offensive,[],1630245,,,1610612741,36,38,2023-11-09T01:53:22Z,2250000,False,,,0,,A. Dosunmu REBOUND (Off:1 Def:0),[1630245],1610612741.0,CHI,,,,,,,Restricted Area,0-8 Center,,,,Dosunmu,A. Dosunmu,,,,227.0,1.0,0.0,1.0,,,,,,,,,,,
230,PT07M22.00S,2023-11-09T01:53:01.3Z,2,REGULAR,turnover,traveling,[],1630245,,,1610612741,36,38,2023-11-09T01:53:44Z,2260000,False,,,0,,A. Dosunmu traveling TURNOVER (1 TO),[1630245],1610612741.0,CHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Dosunmu,A. Dosunmu,,,,,,,,,,1155.0,,,,,1.0,,,
231,PT07M08.00S,2023-11-09T01:53:22.6Z,2,REGULAR,foul,personal,['2freethrow'],202696,,,1610612756,36,38,2023-11-09T01:53:51Z,2270000,False,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Beal 2 FT),"[202696, 203078]",1610612741.0,CHI,shooting,,,,,,Restricted Area,0-8 Center,,,,Vucevic,N. Vucevic,,,,,,,,,,1629178.0,1.0,0.0,Beal,203078.0,,,,
233,PT07M08.00S,2023-11-09T01:53:52.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203078,,,1610612756,36,39,2023-11-09T01:53:52Z,2290000,False,,,0,,B. Beal Free Throw 1 of 2 (7 PTS),[203078],1610612756.0,PHX,,,,,,,,,,Made,7.0,Beal,B. Beal,,,,,,,,,,,,,,,,,,
234,PT07M08.00S,2023-11-09T01:54:06.8Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203078,,,1610612756,36,40,2023-11-09T01:54:06Z,2300000,False,,,0,,B. Beal Free Throw 2 of 2 (8 PTS),[203078],1610612756.0,PHX,,,,,,,,,,Made,8.0,Beal,B. Beal,,,,,,,,,,,,,,,,,,
235,PT07M01.00S,2023-11-09T01:54:19.1Z,2,REGULAR,foul,offensive,[],202696,,,1610612741,36,40,2023-11-09T01:54:31Z,2310000,False,,,0,,N. Vucevic off-the-ball offensive FOUL (2 PF),"[202696, 1629006]",1610612741.0,CHI,off-the-ball,,,,,,Above the Break 3,24+ Center,,,,Vucevic,N. Vucevic,,,,,,,,,,201246.0,2.0,0.0,Okogie,1629006.0,,,,
237,PT07M01.00S,2023-11-09T01:54:19.1Z,2,REGULAR,turnover,offensive foul,[],202696,,,1610612741,36,40,2023-11-09T01:54:19Z,2330000,False,,,0,,N. Vucevic offensive foul TURNOVER (1 TO),[202696],1610612741.0,CHI,,,,,,,Above the Break 3,24+ Center,,,,Vucevic,N. Vucevic,,,,,,,,,,201246.0,,,,,1.0,,,
238,PT06M39.00S,2023-11-09T01:54:50.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630692,72.09264126149803,22.058823529411764,1610612756,36,40,2023-11-09T02:03:02Z,2340000,False,-140.0,210.0,1,right,MISS J. Goodwin 25' 3PT,[1630692],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,25.21,Missed,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,
239,PT06M37.00S,2023-11-09T01:54:52.8Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612741,36,40,2023-11-09T01:54:54Z,2350000,False,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612741.0,CHI,,,,,,,Mid-Range,16-24 Left Center,,,,Craig,T. Craig,,,,238.0,1.0,1.0,0.0,,,,,,,,,,,
240,PT06M25.00S,2023-11-09T01:55:05.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.1268068331143235,51.225490196078425,1610612741,36,40,2023-11-09T01:55:09Z,2360000,False,-6.0,5.0,1,left,MISS C. White driving Layup,[1629632],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,0.8,Missed,,White,C. White,,,,,,,,,,,,,,,,,,
242,PT06M22.00S,2023-11-09T01:55:08.6Z,2,REGULAR,rebound,defensive,[],1629139,,,1610612756,36,40,2023-11-09T01:55:09Z,2380000,False,,,0,,Y. Watanabe REBOUND (Off:0 Def:4),[1629139],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,Watanabe,Y. Watanabe,,,,240.0,4.0,4.0,0.0,,,,,,,,,,,
243,PT06M13.00S,2023-11-09T01:55:17.5Z,2,REGULAR,3pt,Jump Shot,[],203994,66.5735873850197,42.64705882352941,1610612756,36,40,2023-11-09T01:55:25Z,2390000,False,-37.0,262.0,1,right,MISS J. Nurkic 26' 3PT,[203994],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Center,26.43,Missed,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,
244,PT06M07.00S,2023-11-09T01:55:23.5Z,2,REGULAR,rebound,offensive,[],1629006,,,1610612756,36,40,2023-11-09T01:55:25Z,2400000,False,,,0,,J. Okogie REBOUND (Off:1 Def:0),[1629006],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Center,,,,Okogie,J. Okogie,,,,243.0,1.0,0.0,1.0,,,,,,,,,,,
245,PT06M07.00S,2023-11-09T01:55:23.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629006,94.40999984741211,50.0,1610612756,36,42,2023-11-09T02:03:44Z,2410000,False,0.0,0.0,1,right,J. Okogie tip Layup (5 PTS),[1629006],1610612756.0,PHX,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,5.0,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,
246,PT05M54.00S,2023-11-09T01:55:36.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203897,5.601182654402102,50.0,1610612741,38,42,2023-11-09T01:55:40Z,2420000,False,0.0,0.0,1,left,Z. LaVine driving Layup (7 PTS),[203897],1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,0.02,Made,7.0,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,
247,PT05M45.00S,2023-11-09T01:55:45.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203078,93.77463863337714,50.49019607843137,1610612756,38,42,2023-11-09T02:04:17Z,2430000,False,2.0,6.0,1,right,MISS B. Beal driving Layup,[203078],1610612756.0,PHX,driving,,,,,,Restricted Area,0-8 Center,0.65,Missed,,Beal,B. Beal,,,,,,,,,,,,,,,,,,
248,PT05M44.00S,2023-11-09T01:55:46.6Z,2,REGULAR,rebound,offensive,[],1629006,,,1610612756,38,42,2023-11-09T02:04:17Z,2440000,False,,,0,,J. Okogie REBOUND (Off:2 Def:0),[1629006],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,Okogie,J. Okogie,,,,247.0,2.0,0.0,2.0,,,,,,,,,,,
249,PT05M44.00S,2023-11-09T01:55:52.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629006,94.40999984741211,50.0,1610612756,38,44,2023-11-09T02:04:30Z,2450000,False,0.0,0.0,1,right,J. Okogie tip Layup (7 PTS),[1629006],1610612756.0,PHX,tip,,,,,,Restricted Area,0-8 Center,0.0,Made,7.0,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,
250,PT05M21.00S,2023-11-09T01:56:11.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.389618922470433,53.92156862745098,1610612741,40,44,2023-11-09T02:05:47Z,2460000,False,-20.0,8.0,1,left,C. White driving Layup (4 PTS) (A. Dosunmu 1 AST),"[1629632, 1630245]",1610612741.0,CHI,driving,,,,,,Restricted Area,0-8 Center,2.1,Made,4.0,White,C. White,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,,,,
251,PT05M21.00S,2023-11-09T01:56:18.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,40,44,2023-11-09T01:56:18Z,2470000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M21.00S,2023-11-09T01:59:00.7Z,2,REGULAR,substitution,out,[],1630245,,,1610612756,40,44,2023-11-09T01:59:16Z,2480000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,,,,,,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,
255,PT05M21.00S,2023-11-09T01:59:00.7Z,2,REGULAR,substitution,out,[],1629006,,,1610612756,40,44,2023-11-09T01:59:16Z,2490000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,,,,,,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,
256,PT05M21.00S,2023-11-09T01:59:00.7Z,2,REGULAR,substitution,out,[],203078,,,1610612756,40,44,2023-11-09T01:59:16Z,2500000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,,,,,,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,
257,PT05M21.00S,2023-11-09T01:59:00.7Z,2,REGULAR,substitution,out,[],1629139,,,1610612756,40,44,2023-11-09T01:59:16Z,2510000,False,,,0,,SUB out: Y. Watanabe,[1629139],1610612756.0,PHX,,,,,,,,,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,
258,PT05M21.00S,2023-11-09T01:59:00.7Z,2,REGULAR,substitution,in,[],1627936,,,1610612756,40,44,2023-11-09T01:59:16Z,2520000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,,,,,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,
259,PT05M21.00S,2023-11-09T01:59:00.7Z,2,REGULAR,substitution,in,[],201569,,,1610612756,40,44,2023-11-09T01:59:16Z,2530000,False,,,0,,SUB in: E. Gordon,[201569],1610612756.0,PHX,,,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
260,PT05M21.00S,2023-11-09T01:59:00.7Z,2,REGULAR,substitution,in,[],201142,,,1610612756,40,44,2023-11-09T01:59:16Z,2540000,False,,,0,,SUB in: K. Durant,[201142],1610612756.0,PHX,,,,,,,,,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,
261,PT05M21.00S,2023-11-09T01:59:00.7Z,2,REGULAR,substitution,in,[],1628960,,,1610612756,40,44,2023-11-09T01:59:16Z,2550000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,,,,,,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,
262,PT05M03.00S,2023-11-09T01:59:27.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,94.69448094612353,51.225490196078425,1610612756,40,46,2023-11-09T02:06:54Z,2560000,False,6.0,-3.0,1,right,J. Nurkic cutting Layup (8 PTS) (K. Durant 4 AST),"[203994, 201142]",1610612756.0,PHX,cutting,,,,,,Restricted Area,0-8 Center,0.66,Made,8.0,Nurkic,J. Nurkic,K. Durant,201142.0,4.0,,,,,,,,,,,,,,,
264,PT04M40.00S,2023-11-09T01:59:51.9Z,2,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,40,46,2023-11-09T01:59:57Z,2580000,False,,,0,,Z. LaVine lost ball out-of-bounds TURNOVER (1 TO),[203897],1610612741.0,CHI,lost ball,,,,,,Above the Break 3,24+ Left Center,,,,LaVine,Z. LaVine,,,,,,,,,,1155.0,,,,,1.0,,,
265,PT04M28.00S,2023-11-09T02:00:11.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201569,68.28186596583443,31.61764705882353,1610612756,40,46,2023-11-09T02:00:15Z,2590000,False,-92.0,246.0,1,right,MISS E. Gordon 26' pullup 3PT,[201569],1610612756.0,PHX,pullup,,,,,,Above the Break 3,24+ Left Center,26.23,Missed,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
